id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2813638847,444,1,2,47,48,1939bnru25svvgv15k2c7tw2y,1,74.1,60.9,2025-05-11T15:38:32.732Z,2025-05-11T15:38:38Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720938745,212,35.5,5720938741,140,76.4,5720938749,1,,5720938739,56,Right,5720938747,213,4.78,5720938743,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638883,445,1,2,47,53,1939bnru25svvgv15k2c7tw2y,1,75.5,11.1,2025-05-11T15:38:38.028Z,2025-05-11T15:38:39Z,8zvc2mjym1u4uev3t60rhmvis,F. Aronsson,,,5720938927,56,Center,5720938935,213,2.19,5720938931,141,26.4,5720938933,212,12.8,5720938929,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638889,446,1,2,47,55,1939bnru25svvgv15k2c7tw2y,0,68.4,26.4,2025-05-11T15:38:39.772Z,2025-05-11T15:38:40Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720938979,140,87.2,5720938975,155,,5720938981,141,53.1,5720938985,213,0.74,5720938983,212,26.8,5720938973,2,,5720938977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638931,490,12,2,47,57,cfvya7igkhkas7wvsktwz6j8k,1,11.5,56.6,2025-05-11T15:38:41.387Z,2025-05-11T15:38:43Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720939215,212,34.2,5720939211,140,26.0,5720939209,56,Back,5720939267,167,,5720939213,141,100.0,5720939217,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638949,447,5,2,47,58,1939bnru25svvgv15k2c7tw2y,1,71.2,-1.7,2025-05-11T15:38:42.484Z,2025-05-11T16:35:55Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720939307,347,,5720939331,233,491,5720939305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638933,491,5,2,47,58,cfvya7igkhkas7wvsktwz6j8k,0,28.8,101.7,2025-05-11T15:38:42.484Z,2025-05-11T15:38:45Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720939223,347,,5720939357,233,447,5720939219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639087,448,1,2,48,6,1939bnru25svvgv15k2c7tw2y,1,65.9,0.0,2025-05-11T15:38:50.556Z,2025-05-11T15:38:53Z,8zvc2mjym1u4uev3t60rhmvis,F. Aronsson,,,5720940081,140,55.2,5720940085,212,13.9,5720940079,56,Right,5720940077,107,,5720940087,213,2.51,5720940083,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639105,449,1,2,48,8,1939bnru25svvgv15k2c7tw2y,1,58.4,15.6,2025-05-11T15:38:52.972Z,2025-05-11T15:38:54Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720940181,56,Center,5720940195,213,1.05,5720940191,141,35.5,5720940193,212,15.6,5720940187,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639123,450,1,2,48,9,1939bnru25svvgv15k2c7tw2y,1,65.8,35.5,2025-05-11T15:38:53.933Z,2025-05-11T15:38:55Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720940291,212,14.4,5720940289,141,16.1,5720940285,56,Right,5720940287,140,71.2,5720940293,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639157,451,1,2,48,11,1939bnru25svvgv15k2c7tw2y,1,71.2,16.1,2025-05-11T15:38:55.421Z,2025-05-11T15:38:57Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720940509,212,11.7,5720940505,140,79.2,5720940511,213,5.51,5720940503,56,Right,5720940507,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639163,452,1,2,48,13,1939bnru25svvgv15k2c7tw2y,0,79.2,4.1,2025-05-11T15:38:57.789Z,2025-05-11T15:38:59Z,8zvc2mjym1u4uev3t60rhmvis,F. Aronsson,,,5720940545,141,36.9,5720940541,56,Center,5720940549,213,1.18,5720940543,140,87.9,5720940547,212,24.1,5720940537,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639297,492,12,2,48,16,cfvya7igkhkas7wvsktwz6j8k,1,14.6,56.4,2025-05-11T15:39:00.586Z,2025-05-11T15:39:07Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720941275,213,0.31,5720941271,141,63.6,5720941267,56,Back,5720941269,140,29.2,5720941273,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639309,453,1,2,48,17,1939bnru25svvgv15k2c7tw2y,1,71.4,35.1,2025-05-11T15:39:01.468Z,2025-05-11T15:40:34Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5720941327,56,Right,5720948531,210,13,5720941335,213,4.57,5720941331,141,20.4,5720941333,212,10.1,5720941329,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639313,454,13,2,48,21,1939bnru25svvgv15k2c7tw2y,1,77.4,39.1,2025-05-11T15:39:05.324Z,2025-05-11T16:47:07Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720943839,102,41.5,5720941353,18,,5720943535,20,,5720943539,153,,5720943841,103,2.8,5720948537,29,,5720943845,146,88.6,5720943849,230,98.2,5720948539,55,453,5720943847,147,42.2,5720943851,231,48.6,5720941351,22,5720941355,56,Center,5720943837,84,,,,,,,,,,,,,,,,,,,,
2813639299,493,12,2,48,22,cfvya7igkhkas7wvsktwz6j8k,1,13.7,59.5,2025-05-11T15:39:07.115Z,2025-05-11T15:43:33Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720962751,212,6.2,5720962749,141,54.6,5720962747,140,18.7,5720941279,56,Back,5720962753,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639327,494,1,2,48,23,cfvya7igkhkas7wvsktwz6j8k,1,14.8,57.2,2025-05-11T15:39:08.123Z,2025-05-11T15:44:21Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720941457,3,,5720941469,213,0.70,5720941461,56,Back,5720941465,141,65.7,5720941463,140,21.3,5720941467,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639335,455,43,2,48,25,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-11T15:39:09.261Z,2025-05-11T15:44:18Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5720964433,15,0,5720941515,56,Center,5720966403,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639333,495,12,2,48,25,cfvya7igkhkas7wvsktwz6j8k,1,21.3,65.7,2025-05-11T15:39:09.356Z,2025-05-11T15:44:23Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5720941499,56,Back,5720941507,213,5.26,5720941503,141,51.9,5720941505,212,11.0,5720941501,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639371,456,1,2,48,26,1939bnru25svvgv15k2c7tw2y,1,65.1,45.7,2025-05-11T15:39:10.479Z,2025-05-11T15:39:26Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5720941711,213,0.55,5720941707,141,57.3,5720941703,56,Center,5720942673,154,,5720942671,210,15,5720941709,212,15.1,5720941705,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639379,457,15,2,48,28,1939bnru25svvgv15k2c7tw2y,1,79.6,55.4,2025-05-11T15:39:12.780Z,2025-05-11T16:46:26Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720942687,154,,5720942725,233,496,5720942069,72,,5720941745,22,,5720942699,147,50.7,5720942695,103,19.6,5721269091,78,,5720942697,146,98.6,5720942693,102,48.5,5720941747,18,,5720941751,56,Center,5721269089,113,5720942689,55,456,5720942685,29,,,,,,,,,,,,,,,,,,,,
2813639373,496,10,2,48,28,cfvya7igkhkas7wvsktwz6j8k,1,2.6,53.1,2025-05-11T15:39:12.880Z,2025-05-11T15:39:27Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720942749,233,457,5720941727,182,,5720941723,173,,5720941729,56,Back,5720941725,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639687,499,1,2,48,49,cfvya7igkhkas7wvsktwz6j8k,1,9.2,49.1,2025-05-11T15:39:34.219Z,2025-05-11T15:39:37Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720943497,212,11.4,5720943493,140,9.2,5720943499,213,4.71,5720943491,56,Back,5720943495,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639735,500,1,2,48,53,cfvya7igkhkas7wvsktwz6j8k,1,9.2,32.4,2025-05-11T15:39:37.515Z,2025-05-11T15:39:42Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720943805,212,12.8,5720943801,141,51.2,5720943807,213,1.62,5720943797,140,8.6,5720943793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639747,501,1,2,48,57,cfvya7igkhkas7wvsktwz6j8k,1,8.3,48.4,2025-05-11T15:39:41.947Z,2025-05-11T15:39:43Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720943887,141,40.0,5720943883,140,24.0,5720943893,213,5.95,5720943891,212,17.4,5720943881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639797,502,1,2,48,58,cfvya7igkhkas7wvsktwz6j8k,1,24.0,40.0,2025-05-11T15:39:43.035Z,2025-05-11T15:39:46Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720944175,212,17.7,5720944171,140,7.9,5720944173,141,47.8,5720944177,213,2.84,5720944169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639835,503,1,2,49,2,cfvya7igkhkas7wvsktwz6j8k,1,2.8,44.6,2025-05-11T15:39:46.666Z,2025-05-11T15:39:49Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720944333,56,Back,5720944347,141,20.1,5720944353,212,16.7,5720944339,140,3.5,5720944359,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639877,504,1,2,49,4,cfvya7igkhkas7wvsktwz6j8k,1,3.4,20.3,2025-05-11T15:39:49.020Z,2025-05-11T15:39:51Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720944643,213,5.42,5720944635,56,Back,5720944639,141,6.5,5720944637,140,11.1,5720944641,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639889,505,1,2,49,7,cfvya7igkhkas7wvsktwz6j8k,0,9.8,7.3,2025-05-11T15:39:51.660Z,2025-05-11T15:39:52Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720944699,213,6.05,5720944691,56,Back,5720944695,141,6.4,5720944693,140,12.3,5720944697,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639883,458,61,2,49,7,1939bnru25svvgv15k2c7tw2y,1,86.8,94.1,2025-05-11T15:39:52.189Z,2025-05-11T15:39:52Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720944677,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639939,459,1,2,49,9,1939bnru25svvgv15k2c7tw2y,1,78.9,94.1,2025-05-11T15:39:53.629Z,2025-05-11T15:39:56Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720945015,141,75.0,5720945007,140,79.2,5720945027,1,,5720945023,213,4.74,5720945021,212,13.0,5720945001,56,Center,5720944997,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813639951,460,61,2,49,11,1939bnru25svvgv15k2c7tw2y,1,79.2,75.0,2025-05-11T15:39:56.141Z,2025-05-11T15:39:56Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720945059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640027,462,1,2,49,14,1939bnru25svvgv15k2c7tw2y,0,78.4,77.0,2025-05-11T15:39:59.229Z,2025-05-11T15:40:01Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5720945505,213,4.72,5720945501,141,61.8,5720945497,56,Center,5720945499,140,78.5,5720945503,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640101,507,1,2,49,19,cfvya7igkhkas7wvsktwz6j8k,1,22.8,39.8,2025-05-11T15:40:03.344Z,2025-05-11T15:45:28Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5720945941,213,6.26,5720945937,141,39.5,5720945933,56,Back,5720945935,140,30.8,5720945939,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640103,508,50,2,49,20,cfvya7igkhkas7wvsktwz6j8k,1,30.7,39.2,2025-05-11T15:40:05.035Z,2025-05-11T16:35:35Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5720945955,285,,5720946201,233,463,5720945953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640133,463,7,2,49,20,1939bnru25svvgv15k2c7tw2y,1,69.3,60.8,2025-05-11T15:40:05.036Z,2025-05-11T16:35:35Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720946119,286,,5720946141,233,508,5720946117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640171,464,3,2,49,21,1939bnru25svvgv15k2c7tw2y,1,70.7,62.9,2025-05-11T15:40:06.235Z,2025-05-11T16:35:27Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720946361,56,Center,5720946453,233,509,5720946363,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640113,509,45,2,49,21,cfvya7igkhkas7wvsktwz6j8k,0,29.3,37.1,2025-05-11T15:40:06.235Z,2025-05-11T16:35:27Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5720946009,56,Back,5720946015,285,,5720946475,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640193,466,1,2,49,24,1939bnru25svvgv15k2c7tw2y,1,70.0,63.9,2025-05-11T15:40:08.589Z,2025-05-11T15:40:10Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720946513,213,0.61,5720946509,141,86.6,5720946505,56,Left,5720946507,140,90.9,5720946511,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640227,467,1,2,49,25,1939bnru25svvgv15k2c7tw2y,1,90.9,86.6,2025-05-11T15:40:09.968Z,2025-05-11T15:40:27Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,1.0,,5720948085,154,,5720946689,155,,5720946699,213,4.69,5720946691,56,Center,5720946695,141,61.1,5720946697,212,17.3,5720946693,140,90.6,5720946687,2,,5720948083,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640235,468,13,2,49,28,1939bnru25svvgv15k2c7tw2y,1,91.0,61.1,2025-05-11T15:40:12.701Z,2025-05-11T16:45:34Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5721264173,215,,5720948121,83,,5720948125,154,,5720946745,56,Center,5720946741,22,,5720948137,230,99.3,5720948133,103,6.9,5720948139,231,51.1,5720948135,328,,5720948131,102,59.2,5720946743,17,,5720948127,55,5720948123,29,,5720947227,72,,,,,,,,467,,,,,,,,,,,,
2813640241,469,5,2,49,29,1939bnru25svvgv15k2c7tw2y,0,101.0,58.3,2025-05-11T15:40:13.869Z,2025-05-11T15:40:17Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5720946779,346,,5720946975,233,510,5720946777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640265,510,5,2,49,29,cfvya7igkhkas7wvsktwz6j8k,1,-1.0,41.7,2025-05-11T15:40:13.869Z,2025-05-11T16:35:55Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5720946901,56,Back,5720946903,346,,5720946937,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640625,512,1,2,49,51,cfvya7igkhkas7wvsktwz6j8k,1,4.6,61.5,2025-05-11T15:40:35.636Z,2025-05-11T15:46:57Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720978135,237,,5720948947,213,4.76,5720948943,141,54.8,5720948939,56,Back,5720948941,140,4.8,5720948945,212,4.6,5720978133,124,,5720978383,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640605,511,1,2,49,52,cfvya7igkhkas7wvsktwz6j8k,1,4.9,39.8,2025-05-11T15:40:37.020Z,2025-05-11T15:46:48Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720948841,213,0.08,5720948831,140,18.7,5720948835,141,41.6,5720948839,212,14.5,5720948829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640637,513,1,2,49,56,cfvya7igkhkas7wvsktwz6j8k,0,9.4,10.3,2025-05-11T15:40:40.636Z,2025-05-11T15:40:44Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720949013,212,21.3,5720949009,140,29.7,5720949005,155,,5720949007,56,Back,5720949011,141,9.8,5720949015,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640641,470,8,2,49,57,1939bnru25svvgv15k2c7tw2y,1,72.9,78.4,2025-05-11T15:40:41.422Z,2025-05-11T15:40:41Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720949027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640679,471,3,2,50,0,1939bnru25svvgv15k2c7tw2y,0,75.2,96.8,2025-05-11T15:40:44.813Z,2025-05-11T15:48:12Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720949311,286,,5720949309,56,Left,5720949607,233,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640715,514,7,2,50,0,cfvya7igkhkas7wvsktwz6j8k,0,24.8,3.2,2025-05-11T15:40:44.814Z,2025-05-11T15:48:14Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720949481,56,Back,5720949479,167,,5720949487,233,471,5720949483,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813646833,535,61,2,50,1,1939bnru25svvgv15k2c7tw2y,1,74.6,95.1,2025-05-11T15:40:45.854Z,2025-05-11T15:48:09Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720984907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640701,472,5,2,50,2,1939bnru25svvgv15k2c7tw2y,0,71.3,101.6,2025-05-11T15:40:46.524Z,2025-05-11T16:35:56Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720949403,347,,5720949713,233,515,5720949401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640755,515,5,2,50,2,cfvya7igkhkas7wvsktwz6j8k,1,28.7,-1.6,2025-05-11T15:40:46.524Z,2025-05-11T16:35:55Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720949687,56,Back,5720949689,347,,5720949773,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813647567,595,1,2,50,4,cfvya7igkhkas7wvsktwz6j8k,1,26.1,0.0,2025-05-11T15:40:48.434Z,2025-05-11T15:49:12Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720989103,189,,5720988897,213,0.23,5720988893,141,4.9,5720988883,107,,5720988885,56,Back,5720988889,140,43.9,5720988895,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813647517,594,61,2,50,4,cfvya7igkhkas7wvsktwz6j8k,1,44.3,10.3,2025-05-11T15:40:48.726Z,2025-05-11T15:49:31Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5720990257,56,Back,5720990489,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640753,473,43,2,50,6,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-11T15:40:50.540Z,2025-05-11T15:40:54Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720950037,144,61,5720949685,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640839,474,1,2,50,7,1939bnru25svvgv15k2c7tw2y,1,62.3,92.0,2025-05-11T15:40:52.085Z,2025-05-11T15:50:27Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720950207,141,88.3,5720950203,56,Left,5720950209,212,4.0,5720950205,140,59.3,5720950211,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813648081,539,61,2,50,8,1939bnru25svvgv15k2c7tw2y,1,57.1,91.8,2025-05-11T15:40:52.719Z,2025-05-11T15:50:50Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720995897,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640889,476,50,2,50,10,1939bnru25svvgv15k2c7tw2y,1,66.6,79.7,2025-05-11T15:40:55.196Z,2025-05-11T16:35:36Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720950481,233,516,5720950445,56,Left,5720950447,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640859,516,7,2,50,10,cfvya7igkhkas7wvsktwz6j8k,1,33.4,20.3,2025-05-11T15:40:55.197Z,2025-05-11T16:35:36Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720950303,56,Back,5720950305,285,,5720950459,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640881,475,1,2,50,11,1939bnru25svvgv15k2c7tw2y,0,57.7,91.8,2025-05-11T15:40:55.869Z,2025-05-11T16:06:57Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720950407,56,Left,5720950413,212,15.5,5720950415,213,5.73,5720950411,141,79.9,5720950409,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640927,518,1,2,50,13,cfvya7igkhkas7wvsktwz6j8k,1,45.4,26.1,2025-05-11T15:40:58.172Z,2025-05-11T15:41:00Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720950617,140,53.9,5720950621,212,17.4,5720950625,213,1.03,5720950619,141,48.1,5720950615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640935,519,61,2,50,15,cfvya7igkhkas7wvsktwz6j8k,0,54.3,47.6,2025-05-11T15:40:59.884Z,2025-05-11T15:51:01Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5720950657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813641065,478,61,2,50,22,1939bnru25svvgv15k2c7tw2y,0,81.1,53.9,2025-05-11T15:41:07.149Z,2025-05-11T15:41:11Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5720951285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813641217,521,12,2,50,24,cfvya7igkhkas7wvsktwz6j8k,1,18.2,49.3,2025-05-11T15:41:08.909Z,2025-05-11T15:41:16Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720952133,213,5.57,5720952127,140,37.1,5720952129,141,24.3,5720952125,56,Back,5720952131,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813641179,479,1,2,50,28,1939bnru25svvgv15k2c7tw2y,1,68.6,82.9,2025-05-11T15:41:12.812Z,2025-05-11T15:41:14Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720951929,212,21.2,5720951925,140,88.6,5720951931,213,0.13,5720951927,141,86.9,5720951923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813641201,480,1,2,50,30,1939bnru25svvgv15k2c7tw2y,0,88.6,86.9,2025-05-11T15:41:14.717Z,2025-05-11T16:06:47Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5720952023,2,,5720952027,155,,5720952035,140,93.9,5720952031,56,Center,5720952039,212,29.4,5720952037,141,44.5,5720952041,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
