id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820729809,664,5,2,48,58,spvvjmk37iid7hsky9g3nce7,0,101.3,63.8,2025-06-01T15:36:24.441Z,2025-06-01T15:43:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760384987,233,440,5760384939,56,Center,5760384943,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729895,441,1,2,49,13,durq4oppf7c08tnbzrlebt0uz,1,5.5,60.0,2025-06-01T15:36:39.034Z,2025-06-01T15:36:41Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5760385487,213,4.31,5760385477,124,,5760385481,140,2.1,5760385491,237,,5760385485,212,9.0,5760385479,56,Back,5760385483,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729937,442,1,2,49,15,durq4oppf7c08tnbzrlebt0uz,1,2.5,47.8,2025-06-01T15:36:40.586Z,2025-06-01T15:36:46Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760385769,1,,5760385765,212,57.0,5760385759,56,Center,5760385761,140,56.6,5760385757,157,,5760385763,141,55.1,5760385767,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729941,443,61,2,49,20,durq4oppf7c08tnbzrlebt0uz,0,56.6,55.1,2025-06-01T15:36:46.249Z,2025-06-01T15:36:46Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5760385773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729957,666,1,2,49,21,spvvjmk37iid7hsky9g3nce7,1,57.5,33.3,2025-06-01T15:36:47.361Z,2025-06-01T15:36:48Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760385859,141,27.3,5760385855,56,Back,5760385861,212,11.5,5760385857,140,47.3,5760385863,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729959,667,1,2,49,22,spvvjmk37iid7hsky9g3nce7,1,47.3,27.3,2025-06-01T15:36:48.190Z,2025-06-01T15:36:48Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760385871,140,57.8,5760385877,213,5.54,5760385873,141,12.5,5760385869,56,Right,5760385875,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820729993,668,1,2,49,23,spvvjmk37iid7hsky9g3nce7,1,57.8,12.5,2025-06-01T15:36:48.718Z,2025-06-01T15:36:51Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5760386061,213,3.00,5760386055,141,15.8,5760386059,212,15.8,5760386049,56,Back,5760386051,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730029,669,1,2,49,29,spvvjmk37iid7hsky9g3nce7,1,44.5,28.8,2025-06-01T15:36:55.166Z,2025-06-01T15:36:56Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760386287,213,2.49,5760386281,140,34.4,5760386285,212,13.3,5760386279,56,Back,5760386283,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730035,670,1,2,49,30,spvvjmk37iid7hsky9g3nce7,1,34.4,40.7,2025-06-01T15:36:56.031Z,2025-06-01T15:36:56Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760386319,140,48.0,5760386321,141,44.9,5760386317,56,Back,5760386325,213,0.20,5760386323,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730065,671,1,2,49,31,spvvjmk37iid7hsky9g3nce7,1,48.0,44.9,2025-06-01T15:36:56.766Z,2025-06-01T15:37:01Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760386495,140,42.2,5760386499,212,21.4,5760386493,56,Back,5760386497,141,75.1,5760386501,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730073,672,1,2,49,35,spvvjmk37iid7hsky9g3nce7,1,45.8,75.3,2025-06-01T15:37:00.862Z,2025-06-01T15:37:02Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760386543,141,55.2,5760386539,56,Center,5760386545,212,25.2,5760386541,140,66.0,5760386547,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730075,673,61,2,49,36,spvvjmk37iid7hsky9g3nce7,1,66.0,55.2,2025-06-01T15:37:02.038Z,2025-06-01T15:37:02Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5760386551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730083,674,1,2,49,37,spvvjmk37iid7hsky9g3nce7,1,66.2,50.0,2025-06-01T15:37:02.718Z,2025-06-01T15:37:03Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760386587,56,Center,5760386591,141,53.9,5760386589,140,55.6,5760386595,213,2.91,5760386593,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730097,675,1,2,49,37,spvvjmk37iid7hsky9g3nce7,1,55.6,53.9,2025-06-01T15:37:03.406Z,2025-06-01T15:37:06Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760386655,141,31.3,5760386659,213,4.51,5760386651,56,Center,5760386653,140,52.6,5760386657,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730117,676,1,2,49,40,spvvjmk37iid7hsky9g3nce7,1,58.1,26.1,2025-06-01T15:37:06.302Z,2025-06-01T15:37:10Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760386759,212,23.0,5760386755,140,75.2,5760386761,213,5.61,5760386753,56,Right,5760386757,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730123,677,1,2,49,44,spvvjmk37iid7hsky9g3nce7,1,73.5,5.6,2025-06-01T15:37:10.190Z,2025-06-01T15:37:12Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5760386789,56,Right,5760386795,212,14.3,5760386793,141,15.6,5760386797,213,2.65,5760386791,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730137,678,1,2,49,46,spvvjmk37iid7hsky9g3nce7,1,60.4,18.6,2025-06-01T15:37:12.366Z,2025-06-01T15:37:15Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760386873,212,18.7,5760386869,140,53.0,5760386875,213,2.00,5760386867,56,Center,5760386871,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730139,679,1,2,49,49,spvvjmk37iid7hsky9g3nce7,0,53.0,43.6,2025-06-01T15:37:14.926Z,2025-06-01T15:37:15Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760386891,141,33.4,5760386887,56,Center,5760386893,212,19.0,5760386889,140,69.8,5760386895,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730153,444,43,2,49,50,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-06-01T15:37:16.090Z,2025-06-01T15:47:04Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5760386963,56,Back,5760409025,144,3,5760386967,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730169,445,12,2,49,51,durq4oppf7c08tnbzrlebt0uz,1,24.9,73.3,2025-06-01T15:37:17.082Z,2025-06-01T15:37:18Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5760387071,212,9.8,5760387067,140,33.6,5760387073,213,5.92,5760387069,141,68.2,5760387065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730171,446,61,2,49,52,durq4oppf7c08tnbzrlebt0uz,1,33.6,68.2,2025-06-01T15:37:17.741Z,2025-06-01T15:47:12Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760387077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730165,680,1,2,49,52,spvvjmk37iid7hsky9g3nce7,0,65.5,40.1,2025-06-01T15:37:18.158Z,2025-06-01T15:47:53Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760387049,213,1.12,5760387045,141,47.5,5760387041,56,Center,5760410539,233,447,5760410537,236,,5760387043,140,67.8,5760410543,286,,5760387047,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730179,447,74,2,49,52,durq4oppf7c08tnbzrlebt0uz,1,29.9,67.8,2025-06-01T15:37:18.159Z,2025-06-01T15:57:32Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5760387105,56,Back,5760410533,285,,5760410545,233,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730175,681,61,2,49,54,spvvjmk37iid7hsky9g3nce7,1,67.5,47.3,2025-06-01T15:37:19.617Z,2025-06-01T15:37:19Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760387093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730199,682,1,2,49,57,spvvjmk37iid7hsky9g3nce7,1,73.8,67.3,2025-06-01T15:37:22.574Z,2025-06-01T15:37:23Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760387219,213,1.02,5760387215,141,77.6,5760387213,140,77.9,5760387217,212,8.2,5760387211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730213,683,1,2,49,58,spvvjmk37iid7hsky9g3nce7,1,77.9,77.6,2025-06-01T15:37:23.630Z,2025-06-01T15:37:26Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760387281,212,14.5,5760387279,141,72.4,5760387283,213,6.04,5760387275,140,91.3,5760387273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730221,684,1,2,50,0,spvvjmk37iid7hsky9g3nce7,0,90.8,73.6,2025-06-01T15:37:25.902Z,2025-06-01T15:37:26Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760387305,141,49.3,5760387309,213,5.04,5760387303,140,96.1,5760387307,212,17.4,5760387301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730231,448,12,2,50,1,durq4oppf7c08tnbzrlebt0uz,1,3.9,50.7,2025-06-01T15:37:27.225Z,2025-06-01T15:37:30Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5760387409,213,5.29,5760387405,141,20.0,5760387403,140,16.9,5760387399,56,Back,5760387407,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730235,449,12,2,50,4,durq4oppf7c08tnbzrlebt0uz,1,16.9,20.0,2025-06-01T15:37:30.041Z,2025-06-01T15:48:38Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5760387425,140,33.6,5760387429,212,18.1,5760387431,213,6.04,5760387423,56,Back,5760387427,141,13.5,5760387439,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730251,685,1,2,50,6,spvvjmk37iid7hsky9g3nce7,1,68.3,68.5,2025-06-01T15:37:31.790Z,2025-06-01T15:48:34Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760387517,213,0.43,5760387513,141,71.8,5760387509,56,Center,5760387511,140,73.0,5760387515,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731485,470,43,2,50,7,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-06-01T15:37:32.660Z,2025-06-01T15:48:36Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5760411969,144,61,5760394579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730259,686,1,2,50,7,spvvjmk37iid7hsky9g3nce7,1,74.0,69.4,2025-06-01T15:37:32.958Z,2025-06-01T15:37:34Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760387553,140,71.2,5760387557,212,6.9,5760387555,141,78.5,5760387559,213,2.01,5760387551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730263,687,3,2,50,8,spvvjmk37iid7hsky9g3nce7,0,70.4,87.3,2025-06-01T15:37:33.966Z,2025-06-01T15:37:47Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760387985,233,451,5760387567,56,Left,5760387569,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730309,451,7,2,50,8,durq4oppf7c08tnbzrlebt0uz,1,29.2,17.0,2025-06-01T15:37:33.967Z,2025-06-01T15:49:02Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5760387783,167,,5760387785,56,Back,5760387957,233,687,5760387787,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730265,450,43,2,50,9,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-06-01T15:37:34.537Z,2025-06-01T15:37:52Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5760388115,144,3,5760387573,56,Back,5760387575,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730313,452,5,2,50,12,durq4oppf7c08tnbzrlebt0uz,0,29.4,-1.4,2025-06-01T15:37:38.094Z,2025-06-01T15:43:42Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5760387805,347,,5760387803,56,Back,5760387813,233,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730285,688,5,2,50,12,spvvjmk37iid7hsky9g3nce7,1,70.6,101.4,2025-06-01T15:37:38.094Z,2025-06-01T15:43:42Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760387807,233,452,5760387661,347,,5760387659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730399,689,1,2,50,27,spvvjmk37iid7hsky9g3nce7,1,76.0,100.0,2025-06-01T15:37:52.590Z,2025-06-01T15:37:57Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760388299,107,,5760388303,56,Left,5760388307,140,72.3,5760388311,141,94.5,5760388315,212,6.4,5760388319,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730411,690,1,2,50,31,spvvjmk37iid7hsky9g3nce7,0,75.3,74.2,2025-06-01T15:37:57.263Z,2025-06-01T15:37:59Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760388399,141,51.2,5760388395,56,Center,5760388401,212,27.9,5760388391,2,,5760388393,155,,5760388397,140,97.3,5760388403,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730483,454,1,2,50,40,durq4oppf7c08tnbzrlebt0uz,1,6.6,47.9,2025-06-01T15:38:06.105Z,2025-06-01T15:38:08Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760388763,123,,5760388773,213,5.27,5760388767,140,14.8,5760388765,56,Back,5760388769,141,27.4,5760388771,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730509,455,1,2,50,42,durq4oppf7c08tnbzrlebt0uz,1,14.8,27.4,2025-06-01T15:38:08.106Z,2025-06-01T15:38:10Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5760388907,141,6.7,5760388911,213,5.66,5760388903,56,Back,5760388909,212,24.2,5760388905,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730521,456,1,2,50,45,durq4oppf7c08tnbzrlebt0uz,0,33.5,6.7,2025-06-01T15:38:10.762Z,2025-06-01T15:38:12Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760388957,213,0.91,5760388951,140,44.3,5760388949,56,Back,5760388955,212,18.6,5760388953,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730577,693,1,2,50,47,spvvjmk37iid7hsky9g3nce7,1,58.7,76.3,2025-06-01T15:38:13.361Z,2025-06-01T15:38:20Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760389275,140,47.5,5760389279,212,14.7,5760389281,213,2.50,5760389273,56,Back,5760389277,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730593,694,1,2,50,54,spvvjmk37iid7hsky9g3nce7,1,57.4,91.8,2025-06-01T15:38:19.903Z,2025-06-01T15:38:21Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760389365,56,Left,5760389369,141,96.6,5760389373,213,0.27,5760389371,212,12.4,5760389367,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730629,695,1,2,50,56,spvvjmk37iid7hsky9g3nce7,1,69.9,96.0,2025-06-01T15:38:21.502Z,2025-06-01T15:38:25Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760389557,212,21.8,5760389553,140,89.9,5760389551,56,Left,5760389555,141,87.4,5760389559,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730639,696,1,2,51,0,spvvjmk37iid7hsky9g3nce7,1,90.9,87.5,2025-06-01T15:38:25.807Z,2025-06-01T15:38:27Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760389599,56,Center,5760389607,213,4.11,5760389601,140,86.5,5760389605,212,8.2,5760389603,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730643,697,1,2,51,1,spvvjmk37iid7hsky9g3nce7,0,86.5,77.5,2025-06-01T15:38:27.311Z,2025-06-01T15:38:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760389633,140,91.7,5760389627,2,,5760389639,213,5.17,5760389635,141,61.1,5760389631,56,Center,5760389629,155,,5760389637,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730655,457,12,2,51,3,durq4oppf7c08tnbzrlebt0uz,1,8.5,44.8,2025-06-01T15:38:29.370Z,2025-06-01T15:38:32Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760389695,56,Back,5760389701,212,10.9,5760389699,141,28.8,5760389727,15,,5760389697,140,7.7,5760389703,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730679,458,44,2,51,5,durq4oppf7c08tnbzrlebt0uz,1,7.7,33.2,2025-06-01T15:38:30.765Z,2025-06-01T15:49:45Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5760389851,233,698,5760389829,56,Back,5760389831,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730661,698,44,2,51,5,spvvjmk37iid7hsky9g3nce7,0,92.3,68.3,2025-06-01T15:38:30.766Z,2025-06-01T15:38:34Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760389855,233,458,5760389753,286,,5760389751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730681,459,12,2,51,6,durq4oppf7c08tnbzrlebt0uz,1,7.7,28.8,2025-06-01T15:38:31.746Z,2025-06-01T16:21:01Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5760389841,213,5.81,5760389839,212,24.6,5760389835,140,28.5,5760389837,141,12.3,5760389843,15,,5760389833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730705,699,1,2,51,7,spvvjmk37iid7hsky9g3nce7,1,87.4,72.1,2025-06-01T15:38:32.958Z,2025-06-01T15:38:37Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760389975,56,Left,5760389979,141,80.5,5760389983,213,1.08,5760389977,140,90.3,5760389981,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730715,700,1,2,51,11,spvvjmk37iid7hsky9g3nce7,0,89.7,82.3,2025-06-01T15:38:36.942Z,2025-06-01T15:38:40Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760390037,213,5.32,5760390133,286,,5760390029,56,Left,5760390129,233,460,5760390033,141,80.3,5760390127,236,,5760390031,140,90.6,5760390035,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730731,460,74,2,51,11,durq4oppf7c08tnbzrlebt0uz,1,10.6,25.8,2025-06-01T15:38:36.943Z,2025-06-01T15:57:32Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760390103,56,Back,5760390105,285,,5760390145,233,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730743,461,6,2,51,15,durq4oppf7c08tnbzrlebt0uz,0,0.0,26.8,2025-06-01T15:38:40.939Z,2025-06-01T15:38:44Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760390163,73,,5760390199,233,701,5760390161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730741,701,6,2,51,15,spvvjmk37iid7hsky9g3nce7,1,100.0,73.2,2025-06-01T15:38:40.939Z,2025-06-01T15:57:18Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760390171,56,Center,5760390173,73,,5760390179,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730905,702,1,2,51,39,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-06-01T15:39:05.455Z,2025-06-01T15:39:06Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760391095,155,,5760391099,56,Center,5760391091,2,,5760391103,141,51.5,5760391115,1,,5760391093,6,,5760391101,140,96.2,5760391109,212,32.8,5760391097,223,,5760391111,213,,,,,,,,,,,,,,,,4.61,,,,,,,,,
2820730913,462,43,2,51,41,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-06-01T15:39:06.987Z,2025-06-01T15:39:18Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760391153,182,0,5760391155,56,Back,5760391149,173,0,5760391151,178,0,5760391615,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730987,463,4,2,51,42,durq4oppf7c08tnbzrlebt0uz,1,3.8,48.4,2025-06-01T15:39:07.954Z,2025-06-01T16:31:23Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5760391637,13,,5760489999,295,,5760391753,233,703,5760391641,152,,5760391645,285,,5760391639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820730927,703,4,2,51,42,spvvjmk37iid7hsky9g3nce7,0,96.2,51.6,2025-06-01T15:39:07.955Z,2025-06-01T16:31:06Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760489875,295,,5760391257,152,,5760391247,13,,5760391761,233,463,5760391255,56,Center,5760391259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731109,464,1,2,52,14,durq4oppf7c08tnbzrlebt0uz,0,14.2,45.2,2025-06-01T15:39:40.171Z,2025-06-01T15:39:44Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760392413,213,0.05,5760392407,140,70.3,5760392403,152,,5760392401,157,,5760392415,1,,5760392399,5,,5760392411,212,59.0,5760392409,141,49.9,5760392405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731117,704,1,2,52,19,spvvjmk37iid7hsky9g3nce7,1,30.0,48.7,2025-06-01T15:39:44.879Z,2025-06-01T15:39:45Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760392455,3,,5760392459,140,42.3,5760392461,141,42.2,5760392465,213,5.95,5760392457,56,Back,5760392463,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731123,705,1,2,52,20,spvvjmk37iid7hsky9g3nce7,1,43.4,41.9,2025-06-01T15:39:45.824Z,2025-06-01T15:39:48Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760392503,140,58.8,5760392507,212,16.5,5760392497,3,,5760392499,168,,5760392505,141,46.4,5760392509,213,0.19,5760392501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731131,706,1,2,52,22,spvvjmk37iid7hsky9g3nce7,1,50.2,48.4,2025-06-01T15:39:48.031Z,2025-06-01T15:39:49Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5760392549,140,49.4,5760392555,213,4.59,5760392551,141,38.6,5760392553,212,6.7,5760392547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731181,708,1,2,52,26,spvvjmk37iid7hsky9g3nce7,1,64.7,21.2,2025-06-01T15:39:51.903Z,2025-06-01T15:39:57Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760392845,212,26.9,5760392839,56,Right,5760392843,141,17.0,5760392847,213,6.18,5760392841,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731207,709,1,2,52,31,spvvjmk37iid7hsky9g3nce7,1,89.2,10.1,2025-06-01T15:39:57.359Z,2025-06-01T15:40:00Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5760392985,212,18.4,5760392983,141,12.3,5760392979,56,Right,5760392987,213,3.06,5760392981,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820731215,710,1,2,52,34,spvvjmk37iid7hsky9g3nce7,1,71.9,15.6,2025-06-01T15:39:59.935Z,2025-06-01T15:40:00Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760393041,213,0.70,5760393035,140,74.6,5760393039,212,3.7,5760393037,141,19.1,5760393033,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
