id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2802388131,513,45,2,48,17,2nnlsjfbcea40t4jeclcbw9lk,0,63.2,63.2,2025-04-18T14:07:49.297Z,2025-04-18T14:34:43Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5659054005,285,,5659054003,56,Center,5659054021,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388141,433,1,2,48,19,spvvjmk37iid7hsky9g3nce7,0,44.0,39.5,2025-04-18T14:07:51.452Z,2025-04-18T14:08:53Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5659054071,56,Center,5659054079,213,6.17,5659054077,212,18.2,5659054073,140,61.2,5659054069,155,,5659054075,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388181,514,61,2,48,22,2nnlsjfbcea40t4jeclcbw9lk,1,33.2,55.8,2025-04-18T14:07:53.796Z,2025-04-18T14:08:11Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5659055037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388245,434,43,2,48,22,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-18T14:07:54.372Z,2025-04-18T14:09:02Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5659054647,1,0,5659054643,212,2.5,5659054641,141,42.7,5659054635,157,0,5659054637,56,Center,5659063027,144,1,5659054645,213,1.05,5659054639,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388341,435,1,2,48,26,spvvjmk37iid7hsky9g3nce7,1,74.8,55.2,2025-04-18T14:07:57.773Z,2025-04-18T14:09:09Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5659055137,140,85.1,5659055143,213,0.63,5659055141,212,13.4,5659055135,56,Center,5659055139,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388387,436,1,2,48,28,spvvjmk37iid7hsky9g3nce7,1,85.1,66.9,2025-04-18T14:07:59.870Z,2025-04-18T14:09:31Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5659055407,141,70.3,5659055405,140,96.1,5659055409,212,11.8,5659055411,213,0.20,5659055401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388417,437,1,2,48,29,spvvjmk37iid7hsky9g3nce7,0,94.9,71.6,2025-04-18T14:08:00.913Z,2025-04-18T14:10:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659055591,56,Center,5659055595,141,28.9,5659055599,213,4.67,5659055597,212,29.1,5659055593,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388969,517,61,2,48,30,2nnlsjfbcea40t4jeclcbw9lk,1,7.8,39.7,2025-04-18T14:08:02.276Z,2025-04-18T14:09:21Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5659059153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388421,438,5,2,48,32,spvvjmk37iid7hsky9g3nce7,1,96.3,-1.6,2025-04-18T14:08:04.180Z,2025-04-18T14:34:17Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5659055619,347,,5659056581,233,515,5659055617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388577,515,5,2,48,32,2nnlsjfbcea40t4jeclcbw9lk,0,3.7,101.6,2025-04-18T14:08:04.180Z,2025-04-18T14:34:17Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5659056545,233,438,5659056465,56,Back,5659056469,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802388747,516,40,2,48,46,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-18T14:08:18.181Z,2025-04-18T14:08:18Z,,,,,5659057337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5659057333,59,"1, 17, 21, 5, 4, 19, 8, 20, 9, 26, 18, 27, 2, 7, 13, 22, 23, 29, 34",5659057331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5659057329,30,"ch1ehgr9guufs2wmz5dbvmvo5, 8fle9xgnd83jth2i2d6vh0k16, b1sztx2xd79amygbbvdia24et, 4mroygq2ruxkml5c5j4awwted, 9s3boszvqn3fzsx0r1xswqyqy, 7eo3ceto09y3x4j4gh9m91kvd, cyfvxg9z9aqfsoydhz7sr3qxg, chzhwdk4l54t2kf606bkuiaqd, au1cbzehllmo4yyt6s0d16rkk, 2v1tnyzorjyx7pyf3auj73ytw, 83uml6n0wlgtirmi30sa2ihd6, ec8biuf2bhu7sjwni7dhirz6x, 1ojl4m8rsuzsjufucdotav4es, 8hq0so8nzsuzmsffae5nwdwmi, p4vij77v1xw1bl68jl4jts0k, 5e2tf15sp7zo70njveqg1b2z9, 5ib5990rsa8y9pf2bu4risjqh, dwmmr57jqlzrzvkpxr01fnt3o, cp6wq9yycl773piudi3we5b84",5659057339,194,chzhwdk4l54t2kf606bkuiaqd,5659057335,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389199,439,1,2,49,6,spvvjmk37iid7hsky9g3nce7,0,96.3,0.0,2025-04-18T14:08:37.750Z,2025-04-18T14:10:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659075049,107,,5659075051,1,,5659059895,140,93.3,5659059893,56,Center,5659059897,141,35.2,5659059901,213,1.70,5659059899,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389239,518,44,2,49,10,2nnlsjfbcea40t4jeclcbw9lk,1,8.0,64.4,2025-04-18T14:08:42.246Z,2025-04-18T14:34:52Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5659060279,233,440,5659060197,56,Back,5659060199,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389217,440,44,2,49,10,spvvjmk37iid7hsky9g3nce7,0,92.0,35.6,2025-04-18T14:08:42.247Z,2025-04-18T14:34:52Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5659060037,56,Center,5659060301,233,518,5659060039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389263,519,12,2,49,11,2nnlsjfbcea40t4jeclcbw9lk,1,10.0,63.7,2025-04-18T14:08:43.092Z,2025-04-18T14:08:45Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5659060355,141,71.5,5659060391,15,,5659060361,212,9.6,5659060343,56,Back,5659060365,213,2.55,5659060351,140,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389347,520,12,2,49,13,2nnlsjfbcea40t4jeclcbw9lk,1,2.4,71.5,2025-04-18T14:08:44.628Z,2025-04-18T14:08:48Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5659060799,212,21.4,5659060797,141,100.0,5659060793,56,Back,5659060795,140,7.7,5659060901,167,,5659060801,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389369,441,5,2,49,15,spvvjmk37iid7hsky9g3nce7,1,90.2,-1.6,2025-04-18T14:08:47.309Z,2025-04-18T14:34:17Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5659060931,233,521,5659060873,347,,5659060871,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389361,521,5,2,49,15,2nnlsjfbcea40t4jeclcbw9lk,0,9.8,101.6,2025-04-18T14:08:47.309Z,2025-04-18T14:08:50Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5659060849,347,,5659060847,56,Back,5659060975,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389821,442,1,2,49,29,spvvjmk37iid7hsky9g3nce7,1,87.3,0.0,2025-04-18T14:09:00.910Z,2025-04-18T14:09:05Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659063307,56,Center,5659063317,212,23.5,5659063329,1,,5659063313,141,33.0,5659063323,213,1.40,5659063309,140,91.0,5659063305,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389837,443,1,2,49,33,spvvjmk37iid7hsky9g3nce7,0,91.0,33.0,2025-04-18T14:09:04.911Z,2025-04-18T14:09:12Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5659063385,56,Center,5659063383,168,,5659063387,140,90.8,5659063393,213,1.60,5659063389,141,45.1,5659063391,212,8.2,5659063381,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389913,522,12,2,49,34,2nnlsjfbcea40t4jeclcbw9lk,1,8.1,55.8,2025-04-18T14:09:06.229Z,2025-04-18T14:10:06Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5659063787,56,Back,5659063803,213,0.50,5659063789,140,23.3,5659063799,212,18.2,5659063795,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389895,444,1,2,49,36,spvvjmk37iid7hsky9g3nce7,0,76.0,30.7,2025-04-18T14:09:07.528Z,2025-04-18T14:09:07Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5659063691,3,,5659063695,140,84.2,5659063705,213,0.23,5659063697,141,33.6,5659063701,212,8.8,5659063693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802389995,523,12,2,49,37,2nnlsjfbcea40t4jeclcbw9lk,1,15.5,66.0,2025-04-18T14:09:08.916Z,2025-04-18T14:09:13Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5659064271,212,42.1,5659064267,140,55.5,5659064269,141,71.2,5659064273,213,0.08,5659064265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390019,445,44,2,49,41,spvvjmk37iid7hsky9g3nce7,1,42.6,28.2,2025-04-18T14:09:13.283Z,2025-04-18T14:34:52Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5659064379,285,,5659064419,233,524,5659064377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390001,524,44,2,49,41,2nnlsjfbcea40t4jeclcbw9lk,0,57.4,71.8,2025-04-18T14:09:13.284Z,2025-04-18T14:34:52Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5659064299,286,,5659064297,56,Center,5659064463,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390067,446,1,2,49,42,spvvjmk37iid7hsky9g3nce7,1,39.3,27.1,2025-04-18T14:09:14.022Z,2025-04-18T14:09:16Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5659064649,56,Back,5659064651,140,44.9,5659064657,213,0.52,5659064647,3,,5659064653,141,32.1,5659064655,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390101,447,1,2,49,43,spvvjmk37iid7hsky9g3nce7,1,44.9,32.1,2025-04-18T14:09:14.847Z,2025-04-18T14:09:18Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659064867,140,34.6,5659064871,212,15.6,5659064869,141,48.7,5659064873,213,2.33,5659064865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390185,448,1,2,49,46,spvvjmk37iid7hsky9g3nce7,1,32.0,49.1,2025-04-18T14:09:18.350Z,2025-04-18T14:09:22Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5659065361,140,15.3,5659065367,213,2.64,5659065363,141,63.3,5659065359,56,Back,5659065365,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390255,449,1,2,49,50,spvvjmk37iid7hsky9g3nce7,0,14.4,70.8,2025-04-18T14:09:22.472Z,2025-04-18T14:09:25Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5659065815,141,78.5,5659065811,56,Center,5659065809,157,,5659065819,213,0.11,5659065817,212,46.5,5659065821,1,,5659065813,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390299,525,1,2,49,55,2nnlsjfbcea40t4jeclcbw9lk,1,34.3,11.7,2025-04-18T14:09:27.076Z,2025-04-18T14:09:28Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5659066069,3,,5659066073,140,52.6,5659066079,212,23.5,5659066083,213,0.61,5659066071,56,Center,5659066075,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390319,526,1,2,49,56,2nnlsjfbcea40t4jeclcbw9lk,1,52.6,31.5,2025-04-18T14:09:27.908Z,2025-04-18T14:09:30Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5659066221,156,,5659066175,141,38.8,5659066177,212,20.4,5659066173,140,33.8,5659066171,56,Back,5659066179,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390445,528,1,2,50,0,2nnlsjfbcea40t4jeclcbw9lk,1,37.6,45.1,2025-04-18T14:09:32.036Z,2025-04-18T14:09:33Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5659066875,213,0.87,5659066867,56,Center,5659066871,141,70.9,5659066869,140,51.7,5659066873,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390451,529,1,2,50,1,2nnlsjfbcea40t4jeclcbw9lk,1,51.7,70.9,2025-04-18T14:09:33.444Z,2025-04-18T14:09:36Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5659066913,213,3.31,5659066907,140,28.3,5659066909,141,64.6,5659066911,212,24.9,5659067005,156,,5659066905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390577,530,1,2,50,4,2nnlsjfbcea40t4jeclcbw9lk,1,31.2,72.0,2025-04-18T14:09:36.468Z,2025-04-18T14:09:39Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5659067607,56,Left,5659067613,212,26.3,5659067611,141,91.1,5659067609,140,53.0,5659067615,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390661,531,1,2,50,8,2nnlsjfbcea40t4jeclcbw9lk,1,53.0,82.0,2025-04-18T14:09:39.828Z,2025-04-18T14:09:43Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5659068131,56,Center,5659068135,141,61.2,5659068139,213,4.56,5659068137,212,14.3,5659068133,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390689,532,1,2,50,12,2nnlsjfbcea40t4jeclcbw9lk,1,58.9,57.6,2025-04-18T14:09:43.572Z,2025-04-18T14:09:46Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5659068283,141,34.9,5659068279,140,70.5,5659068287,213,5.38,5659068275,56,Center,5659068285,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390745,533,1,2,50,14,2nnlsjfbcea40t4jeclcbw9lk,1,73.5,33.6,2025-04-18T14:09:45.988Z,2025-04-18T14:09:49Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5659068671,140,84.9,5659068677,213,5.40,5659068673,141,12.0,5659068669,56,Right,5659068675,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390843,534,1,2,50,17,2nnlsjfbcea40t4jeclcbw9lk,0,86.1,15.6,2025-04-18T14:09:49.459Z,2025-04-18T14:09:54Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5659069205,2,,5659069215,212,59.5,5659069209,56,Left,5659069219,1,,5659069211,140,98.1,5659069213,141,100.0,5659069217,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390849,450,5,2,50,21,spvvjmk37iid7hsky9g3nce7,1,1.6,-1.0,2025-04-18T14:09:53.025Z,2025-04-18T14:34:18Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659069249,56,Back,5659069251,347,,5659069351,233,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802390853,535,5,2,50,21,2nnlsjfbcea40t4jeclcbw9lk,0,98.4,101.0,2025-04-18T14:09:53.025Z,2025-04-18T14:34:18Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5659069267,56,Left,5659069399,233,450,5659069269,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802391543,451,1,2,50,47,spvvjmk37iid7hsky9g3nce7,0,5.0,0.0,2025-04-18T14:10:18.671Z,2025-04-18T14:10:22Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5659073095,141,22.4,5659073089,107,,5659073091,56,Back,5659073099,213,0.47,5659073101,1,,5659073097,212,35.1,5659073093,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802391577,536,1,2,50,52,2nnlsjfbcea40t4jeclcbw9lk,0,55.3,80.9,2025-04-18T14:10:23.508Z,2025-04-18T14:10:24Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5659073301,212,15.6,5659073289,3,,5659073291,56,Center,5659073293,140,69.7,5659073297,141,75.1,5659073303,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802391791,452,1,2,50,56,spvvjmk37iid7hsky9g3nce7,1,36.5,35.5,2025-04-18T14:10:27.775Z,2025-04-18T14:10:34Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5659074415,140,55.3,5659074421,213,0.90,5659074417,141,71.8,5659074413,56,Center,5659074419,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802391851,453,1,2,51,3,spvvjmk37iid7hsky9g3nce7,1,63.7,75.6,2025-04-18T14:10:34.519Z,2025-04-18T14:10:37Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5659074687,213,4.04,5659074683,141,70.6,5659074679,56,Center,5659074681,140,61.1,5659074685,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802391997,454,1,2,51,5,spvvjmk37iid7hsky9g3nce7,1,63.0,81.1,2025-04-18T14:10:37.471Z,2025-04-18T14:10:45Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5659075493,212,12.6,5659075487,56,Left,5659075495,213,0.87,5659075489,140,70.7,5659075491,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802392003,455,79,2,51,13,spvvjmk37iid7hsky9g3nce7,0,0.0,0.0,2025-04-18T14:10:45.096Z,2025-04-18T14:10:45Z,,,,,5659075537,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802395831,456,79,2,54,21,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-18T14:13:53.376Z,2025-04-18T14:13:53Z,,,,,5659096641,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802395931,457,1,2,54,24,spvvjmk37iid7hsky9g3nce7,1,7.9,31.2,2025-04-18T14:13:55.601Z,2025-04-18T14:13:58Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5659097221,56,Back,5659097229,141,43.3,5659097219,155,,5659097233,212,33.4,5659097225,140,38.7,5659097249,1,,5659097243,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802395969,458,1,2,54,27,spvvjmk37iid7hsky9g3nce7,1,40.1,43.9,2025-04-18T14:13:58.520Z,2025-04-18T14:14:00Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5659097459,212,7.0,5659097455,140,40.4,5659097451,155,,5659097461,213,1.53,5659097453,56,Back,5659097457,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802395975,459,61,2,54,29,spvvjmk37iid7hsky9g3nce7,0,42.9,55.8,2025-04-18T14:14:00.838Z,2025-04-18T14:14:01Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5659097477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396029,537,1,2,54,30,2nnlsjfbcea40t4jeclcbw9lk,1,42.0,40.1,2025-04-18T14:14:02.373Z,2025-04-18T14:14:03Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5659097797,141,41.6,5659097801,213,0.05,5659097793,140,59.9,5659097787,56,Center,5659097799,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396077,538,1,2,54,31,2nnlsjfbcea40t4jeclcbw9lk,1,59.9,41.6,2025-04-18T14:14:03.316Z,2025-04-18T14:14:05Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5659098037,56,Center,5659098043,212,13.3,5659098041,141,57.5,5659098045,213,0.95,5659098039,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396273,540,1,2,54,35,2nnlsjfbcea40t4jeclcbw9lk,1,74.9,65.4,2025-04-18T14:14:06.932Z,2025-04-18T14:14:15Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5659099083,56,Left,5659099093,213,0.73,5659099087,141,81.2,5659099089,212,16.2,5659099085,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396331,541,1,2,54,44,2nnlsjfbcea40t4jeclcbw9lk,1,96.5,72.6,2025-04-18T14:14:15.829Z,2025-04-18T14:14:42Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,1.0,,5659099391,212,15.2,5659099389,141,52.4,5659099809,195,,5659099387,140,90.3,5659099393,213,4.27,5659102359,210,13,5659099383,56,Center,5659102361,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396337,542,13,2,54,46,2nnlsjfbcea40t4jeclcbw9lk,1,90.3,52.4,2025-04-18T14:14:17.956Z,2025-04-18T14:14:43Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5659099407,22,,5659102389,29,,5659102399,55,541,5659102421,231,48.9,5659102417,328,,5659102385,75,,5659100159,20,,5659102395,154,,5659099409,17,5659099411,56,5659102409,102,5659102419,230,99.9,5659102413,103,9.7,,Center,33.3,,,,,,,,,,,,,,,,,,,,,
2802396349,460,5,2,54,47,spvvjmk37iid7hsky9g3nce7,1,-0.8,58.2,2025-04-18T14:14:19.201Z,2025-04-18T14:34:18Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5659099479,346,,5659099871,233,543,5659099477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802396423,543,5,2,54,47,2nnlsjfbcea40t4jeclcbw9lk,0,100.8,41.8,2025-04-18T14:14:19.201Z,2025-04-18T14:34:19Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5659099865,346,,5659099927,233,460,5659099863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802398059,474,17,2,54,59,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-18T14:14:30.585Z,2025-04-18T14:15:57Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5659109471,31,,5659111559,189,,5659112175,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802397235,461,1,2,55,20,spvvjmk37iid7hsky9g3nce7,1,2.5,46.0,2025-04-18T14:14:52.167Z,2025-04-18T14:14:55Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5659104195,56,Back,5659104199,141,60.0,5659104207,237,,5659104203,213,0.93,5659104193,124,,5659104201,212,11.8,5659104197,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802397295,462,1,2,55,24,spvvjmk37iid7hsky9g3nce7,1,20.7,68.4,2025-04-18T14:14:55.751Z,2025-04-18T14:14:58Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5659104595,140,30.8,5659104601,213,1.02,5659104597,141,93.9,5659104593,56,Back,5659104599,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802397321,463,1,2,55,26,spvvjmk37iid7hsky9g3nce7,1,30.9,92.6,2025-04-18T14:14:58.119Z,2025-04-18T14:16:31Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5659104727,140,22.8,5659104733,213,3.49,5659104731,212,9.0,5659104725,56,Back,5659104729,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802397383,464,1,2,55,27,spvvjmk37iid7hsky9g3nce7,1,22.7,88.1,2025-04-18T14:14:59.297Z,2025-04-18T14:16:37Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5659105119,212,11.0,5659105121,213,0.42,5659105117,141,94.7,5659105113,56,Back,5659117423,155,,5659105115,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
