id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2814712121,482,1,1,43,35,2nnlsjfbcea40t4jeclcbw9lk,1,30.8,39.2,2025-05-14T17:44:49.758Z,2025-05-14T17:44:57Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726957941,56,Right,5726957949,213,5.64,5726957951,1,,5726957943,140,56.6,5726957945,141,9.4,5726957947,212,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712125,483,50,1,43,43,2nnlsjfbcea40t4jeclcbw9lk,1,56.7,16.2,2025-05-14T17:44:57.246Z,2025-05-14T17:56:36Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726957971,286,,5726957969,56,Right,5726958069,233,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712129,300,7,1,43,43,4jg5vd59i24chckyua90dr1lg,1,43.3,83.8,2025-05-14T17:44:57.247Z,2025-05-14T17:56:36Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726957989,285,,5726958041,233,483,5726957987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712157,302,3,1,43,47,4jg5vd59i24chckyua90dr1lg,0,62.9,62.5,2025-05-14T17:45:01.533Z,2025-05-14T17:56:37Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5726958141,56,Center,5726958359,233,484,5726958143,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712187,484,7,1,43,47,2nnlsjfbcea40t4jeclcbw9lk,1,37.1,37.5,2025-05-14T17:45:01.534Z,2025-05-14T17:56:36Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726958307,56,Back,5726958337,233,302,5726958309,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712203,486,4,1,43,51,2nnlsjfbcea40t4jeclcbw9lk,1,44.0,62.2,2025-05-14T17:45:05.502Z,2025-05-14T17:55:07Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726958397,286,,5726958391,56,Back,5726958395,265,,5726958389,13,,5726958463,233,303,5726958393,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712201,303,4,1,43,51,4jg5vd59i24chckyua90dr1lg,0,56.0,37.8,2025-05-14T17:45:05.503Z,2025-05-14T17:55:07Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5726958467,233,486,5726958421,13,,5726958429,285,,5726958423,56,Center,5726958425,152,,5726958427,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712303,487,1,1,44,1,2nnlsjfbcea40t4jeclcbw9lk,1,42.2,63.3,2025-05-14T17:45:15.934Z,2025-05-14T17:45:17Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726958937,140,47.7,5726958935,56,Back,5726958939,141,69.1,5726958951,189,,5726958933,152,,5726958943,213,0.60,5726958941,212,7.0,5726958931,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712341,488,1,1,44,4,2nnlsjfbcea40t4jeclcbw9lk,1,55.9,71.1,2025-05-14T17:45:18.830Z,2025-05-14T17:45:22Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726959239,140,51.6,5726959243,212,13.6,5726959245,213,4.37,5726959241,141,52.2,5726959237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712359,489,1,1,44,8,2nnlsjfbcea40t4jeclcbw9lk,1,52.3,46.7,2025-05-14T17:45:22.718Z,2025-05-14T17:45:26Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726959365,212,23.6,5726959361,140,58.1,5726959367,213,4.97,5726959359,56,Right,5726959363,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712469,490,1,1,44,11,2nnlsjfbcea40t4jeclcbw9lk,1,58.4,12.3,2025-05-14T17:45:25.950Z,2025-05-14T17:45:35Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726959971,140,68.1,5726959975,212,12.1,5726959969,56,Right,5726959977,213,5.72,5726959973,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712485,491,1,1,44,21,2nnlsjfbcea40t4jeclcbw9lk,0,74.6,30.9,2025-05-14T17:45:35.743Z,2025-05-14T17:45:36Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726960047,212,8.0,5726960045,141,41.9,5726960041,56,Center,5726960049,213,1.21,5726960043,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712493,304,61,1,44,23,4jg5vd59i24chckyua90dr1lg,1,22.3,47.2,2025-05-14T17:45:37.252Z,2025-05-14T17:45:37Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5726960083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712531,305,12,1,44,25,4jg5vd59i24chckyua90dr1lg,1,13.1,64.9,2025-05-14T17:45:39.628Z,2025-05-14T17:46:07Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726960267,212,23.6,5726960261,56,Back,5726960265,141,86.6,5726960269,213,0.68,5726960263,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712617,492,1,1,44,28,2nnlsjfbcea40t4jeclcbw9lk,1,62.9,18.9,2025-05-14T17:45:42.286Z,2025-05-14T17:45:51Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726960723,213,5.68,5726960719,141,6.1,5726960717,140,74.9,5726960715,56,Right,5726960721,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712621,493,3,1,44,36,2nnlsjfbcea40t4jeclcbw9lk,0,87.2,7.1,2025-05-14T17:45:51.119Z,2025-05-14T17:45:52Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726960747,56,Right,5726960749,286,,5726960751,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712627,494,5,1,44,38,2nnlsjfbcea40t4jeclcbw9lk,0,100.6,11.4,2025-05-14T17:45:52.334Z,2025-05-14T17:45:54Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726960785,233,306,5726960767,56,Right,5726960769,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712605,306,5,1,44,38,4jg5vd59i24chckyua90dr1lg,1,-0.6,88.6,2025-05-14T17:45:52.781Z,2025-05-14T17:45:54Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5726960639,56,Back,5726960641,346,,5726960775,233,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712853,496,70,1,45,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-14T17:46:14.225Z,2025-05-14T17:46:28Z,,,,,5726961881,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712793,307,1,1,45,1,4jg5vd59i24chckyua90dr1lg,1,4.5,46.1,2025-05-14T17:46:15.748Z,2025-05-14T17:46:19Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5726961613,140,51.6,5726961619,213,6.26,5726961621,1,,5726961615,141,44.6,5726961617,212,49.5,5726961609,124,,5726961625,74,,5726961611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712875,308,4,1,45,5,4jg5vd59i24chckyua90dr1lg,1,56.0,39.3,2025-05-14T17:46:19.547Z,2025-05-14T17:46:30Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5726962013,286,,5726962015,233,495,5726962005,13,,5726962007,264,,5726962009,56,Center,5726962011,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814712805,495,4,1,45,5,2nnlsjfbcea40t4jeclcbw9lk,0,44.0,60.7,2025-05-14T17:46:19.548Z,2025-05-14T17:46:30Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726961801,285,,5726962033,233,308,5726961793,13,,5726961799,152,,5726961797,56,Back,5726961795,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814713103,309,1,1,45,53,4jg5vd59i24chckyua90dr1lg,0,53.4,41.0,2025-05-14T17:47:07.627Z,2025-05-14T17:47:10Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5726963183,1,,5726963171,152,,5726963175,140,88.5,5726963177,141,66.1,5726963169,155,,5726963173,56,Center,5726963181,213,0.43,5726963179,212,40.6,5726963167,5,,,,,,,,,,,,,,,,,,,,,,,,,
2814713109,497,12,1,45,57,2nnlsjfbcea40t4jeclcbw9lk,1,9.5,30.3,2025-05-14T17:47:11.224Z,2025-05-14T17:48:08Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726964857,213,5.47,5726964855,212,21.8,5726964853,141,7.0,5726963217,56,Back,5726964851,140,23.8,5726964893,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814713137,499,4,1,45,59,2nnlsjfbcea40t4jeclcbw9lk,1,22.4,5.8,2025-05-14T17:47:13.562Z,2025-05-14T17:55:07Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726965251,285,,5726965249,265,,5726965713,233,310,5726963359,56,Back,5726965245,13,,5726965247,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814713127,310,4,1,45,59,4jg5vd59i24chckyua90dr1lg,0,77.6,94.2,2025-05-14T17:47:13.563Z,2025-05-14T17:55:08Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726965723,233,499,5726963793,152,,5726963797,286,,5726963789,13,,5726963795,265,,5726963791,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814713229,311,30,1,46,16,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-14T17:47:30.432Z,2025-05-14T17:47:31Z,,,,,5726963901,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814713227,500,30,1,46,16,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-14T17:47:30.432Z,2025-05-14T17:47:30Z,,,,,5726963899,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718623,312,32,2,45,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-14T18:03:46.909Z,2025-05-14T18:03:47Z,,,,,5726995133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718631,501,32,2,45,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-14T18:03:46.909Z,2025-05-14T18:03:47Z,,,,,5726995187,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718681,502,1,2,45,0,2nnlsjfbcea40t4jeclcbw9lk,1,50.1,49.9,2025-05-14T18:03:46.910Z,2025-05-14T18:03:52Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726995539,212,32.6,5726995543,1,,5726995533,56,Back,5726995535,140,19.1,5726995537,141,47.9,5726995545,279,S,5726995541,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718735,503,1,2,45,4,2nnlsjfbcea40t4jeclcbw9lk,1,24.9,44.5,2025-05-14T18:03:51.880Z,2025-05-14T18:03:56Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5726995847,56,Right,5726995845,157,,5726995849,140,76.8,5726995851,141,20.7,5726995853,212,56.8,5726995857,1,,5726995855,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718759,504,1,2,45,9,2nnlsjfbcea40t4jeclcbw9lk,0,76.8,20.7,2025-05-14T18:03:56.391Z,2025-05-14T18:03:58Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726995993,140,89.0,5726995999,213,5.80,5726995987,3,,5726995997,212,14.4,5726995995,141,10.9,5726995991,56,Right,5726995989,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718795,313,61,2,45,13,4jg5vd59i24chckyua90dr1lg,0,11.5,93.8,2025-05-14T18:04:00.195Z,2025-05-14T18:04:00Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726996121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718809,314,5,2,45,13,4jg5vd59i24chckyua90dr1lg,0,12.4,101.4,2025-05-14T18:04:00.869Z,2025-05-14T18:04:01Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726996223,347,,5726996221,56,Back,5726996253,233,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718803,505,5,2,45,13,2nnlsjfbcea40t4jeclcbw9lk,1,87.8,-1.4,2025-05-14T18:04:00.871Z,2025-05-14T18:04:02Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726996193,347,,5726996247,233,314,5726996189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718903,506,1,2,45,17,2nnlsjfbcea40t4jeclcbw9lk,1,88.0,0.0,2025-05-14T18:04:04.807Z,2025-05-14T18:04:08Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726996713,56,Right,5726996719,212,16.3,5726996721,213,2.98,5726996715,140,72.7,5726996711,107,,5726996717,141,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718963,507,1,2,45,21,2nnlsjfbcea40t4jeclcbw9lk,1,72.7,2.3,2025-05-14T18:04:08.358Z,2025-05-14T18:04:11Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726996987,140,51.4,5726996993,212,22.8,5726996991,141,8.8,5726996995,213,2.95,5726996983,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814718997,508,1,2,45,24,2nnlsjfbcea40t4jeclcbw9lk,1,46.7,9.4,2025-05-14T18:04:11.495Z,2025-05-14T18:04:14Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726997213,212,17.5,5726997207,56,Back,5726997209,140,37.8,5726997215,213,2.13,5726997211,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719025,509,1,2,45,27,2nnlsjfbcea40t4jeclcbw9lk,1,37.8,31.2,2025-05-14T18:04:14.215Z,2025-05-14T18:04:16Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726997395,212,14.7,5726997389,140,37.5,5726997399,213,1.59,5726997387,56,Back,5726997391,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719065,510,1,2,45,29,2nnlsjfbcea40t4jeclcbw9lk,1,35.6,48.1,2025-05-14T18:04:16.663Z,2025-05-14T18:04:19Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726997627,56,Back,5726997635,213,4.24,5726997631,141,27.4,5726997629,140,28.7,5726997633,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719095,511,1,2,45,32,2nnlsjfbcea40t4jeclcbw9lk,0,28.7,26.2,2025-05-14T18:04:19.334Z,2025-05-14T18:04:21Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726997811,140,42.4,5726997815,212,14.4,5726997817,213,0.01,5726997809,56,Back,5726997813,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719099,315,8,2,45,34,4jg5vd59i24chckyua90dr1lg,1,58.2,79.4,2025-05-14T18:04:21.868Z,2025-05-14T18:04:22Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726997819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719239,317,1,2,45,36,4jg5vd59i24chckyua90dr1lg,1,60.5,72.4,2025-05-14T18:04:23.099Z,2025-05-14T18:04:31Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726998619,213,0.44,5726998613,141,94.2,5726998617,212,34.8,5726998621,1,,5726998605,56,Left,5726998609,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719285,318,1,2,45,44,4jg5vd59i24chckyua90dr1lg,1,88.3,96.0,2025-05-14T18:04:31.668Z,2025-05-14T18:04:34Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5726998883,56,Left,5726998889,212,8.3,5726998891,213,4.62,5726998887,141,83.9,5726998885,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719305,319,1,2,45,47,4jg5vd59i24chckyua90dr1lg,1,87.6,83.9,2025-05-14T18:04:33.971Z,2025-05-14T18:04:35Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726998975,140,91.9,5726998977,141,95.0,5726998981,213,1.03,5726998979,212,8.8,5726998973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719341,320,1,2,45,48,4jg5vd59i24chckyua90dr1lg,1,92.6,96.5,2025-05-14T18:04:35.764Z,2025-05-14T18:04:39Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726999161,212,19.3,5726999153,56,Center,5726999163,213,3.99,5726999159,141,75.3,5726999157,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719395,321,1,2,45,52,4jg5vd59i24chckyua90dr1lg,1,78.1,76.1,2025-05-14T18:04:38.948Z,2025-05-14T18:04:43Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726999459,140,73.8,5726999463,212,7.9,5726999461,141,85.6,5726999465,213,2.18,5726999457,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719417,322,1,2,45,56,4jg5vd59i24chckyua90dr1lg,1,72.5,87.2,2025-05-14T18:04:43.060Z,2025-05-14T18:04:45Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726999575,213,3.50,5726999569,140,54.4,5726999567,56,Center,5726999573,212,20.3,5726999571,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719461,323,1,2,45,58,4jg5vd59i24chckyua90dr1lg,1,55.3,73.6,2025-05-14T18:04:45.620Z,2025-05-14T18:04:48Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726999841,213,4.41,5726999833,56,Back,5726999843,1,,5726999839,212,33.4,5726999837,141,26.7,5726999835,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719535,324,1,2,46,1,4jg5vd59i24chckyua90dr1lg,1,45.7,26.7,2025-05-14T18:04:48.564Z,2025-05-14T18:04:53Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5727000243,140,68.1,5727000249,213,0.12,5727000247,212,23.7,5727000245,141,30.9,5727000241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719527,512,83,2,46,6,2nnlsjfbcea40t4jeclcbw9lk,0,36.8,68.2,2025-05-14T18:04:53.175Z,2025-05-14T18:04:54Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727000291,399,9mvwnz2zlvx54nggvvw3l9ega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719541,325,1,2,46,6,4jg5vd59i24chckyua90dr1lg,1,58.6,25.6,2025-05-14T18:04:53.260Z,2025-05-14T18:04:54Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5727000285,213,1.30,5727000281,141,37.3,5727000279,140,60.7,5727000283,212,8.3,5727000277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719621,326,1,2,46,7,4jg5vd59i24chckyua90dr1lg,1,60.7,37.3,2025-05-14T18:04:54.780Z,2025-05-14T18:04:58Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727000735,213,4.07,5727000731,141,28.6,5727000727,56,Center,5727000729,140,56.5,5727000733,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719665,327,1,2,46,11,4jg5vd59i24chckyua90dr1lg,1,57.6,30.4,2025-05-14T18:04:57.939Z,2025-05-14T18:05:00Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727000943,212,18.4,5727000939,140,45.5,5727000945,213,2.33,5727000937,56,Back,5727000941,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719689,328,1,2,46,13,4jg5vd59i24chckyua90dr1lg,1,45.1,50.0,2025-05-14T18:05:00.388Z,2025-05-14T18:05:02Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5727001071,212,18.0,5727001073,213,4.53,5727001067,140,42.0,5727001065,56,Back,5727001069,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719729,329,1,2,46,15,4jg5vd59i24chckyua90dr1lg,1,42.0,24.0,2025-05-14T18:05:02.412Z,2025-05-14T18:05:05Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5727001247,141,50.0,5727001245,140,53.5,5727001243,56,Center,5727001251,213,0.97,5727001249,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719787,330,1,2,46,18,4jg5vd59i24chckyua90dr1lg,1,56.2,52.2,2025-05-14T18:05:05.212Z,2025-05-14T18:05:10Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727001577,141,88.6,5727001575,140,59.1,5727001573,56,Left,5727001581,213,1.45,5727001579,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719815,331,1,2,46,23,4jg5vd59i24chckyua90dr1lg,1,58.0,87.8,2025-05-14T18:05:09.948Z,2025-05-14T18:05:11Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5727001743,140,62.8,5727001751,213,5.23,5727001749,212,10.2,5727001739,56,Center,5727001747,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719841,332,1,2,46,24,4jg5vd59i24chckyua90dr1lg,1,62.8,75.7,2025-05-14T18:05:11.732Z,2025-05-14T18:05:13Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727001865,140,51.8,5727001867,141,84.7,5727001863,56,Left,5727001871,213,2.65,5727001869,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719857,333,1,2,46,26,4jg5vd59i24chckyua90dr1lg,1,47.7,84.7,2025-05-14T18:05:13.428Z,2025-05-14T18:05:14Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5727001971,141,71.1,5727001975,213,4.99,5727001969,140,50.2,5727001973,212,9.6,5727001967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719867,334,1,2,46,27,4jg5vd59i24chckyua90dr1lg,1,50.2,71.1,2025-05-14T18:05:14.763Z,2025-05-14T18:05:15Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727002017,56,Left,5727002025,213,0.99,5727002021,141,79.6,5727002023,212,6.9,5727002019,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719871,335,61,2,46,28,4jg5vd59i24chckyua90dr1lg,0,53.8,79.6,2025-05-14T18:05:15.594Z,2025-05-14T18:05:16Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727002035,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719885,513,1,2,46,30,2nnlsjfbcea40t4jeclcbw9lk,0,47.8,26.1,2025-05-14T18:05:17.286Z,2025-05-14T18:05:17Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5727002149,141,24.0,5727002151,212,11.0,5727002153,213,6.15,5727002147,140,58.2,5727002145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719907,336,1,2,46,30,4jg5vd59i24chckyua90dr1lg,1,46.4,76.6,2025-05-14T18:05:17.451Z,2025-05-14T18:05:20Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727002263,141,71.5,5727002259,56,Back,5727002267,213,5.42,5727002261,140,49.2,5727002265,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719911,337,4,2,46,33,4jg5vd59i24chckyua90dr1lg,1,52.4,72.0,2025-05-14T18:05:20.102Z,2025-05-14T19:00:21Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727002321,286,,5727002757,233,514,5727002317,152,,5727002315,56,Center,5727002313,13,,5727002319,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814719905,514,4,2,46,33,2nnlsjfbcea40t4jeclcbw9lk,0,47.6,28.0,2025-05-14T18:05:20.103Z,2025-05-14T19:00:21Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5727002777,233,337,5727002715,285,,5727002713,265,,5727002711,152,,5727002703,13,,5727002707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814720193,338,1,2,46,48,4jg5vd59i24chckyua90dr1lg,1,41.4,72.0,2025-05-14T18:05:35.844Z,2025-05-14T18:05:39Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5727003843,140,66.5,5727003839,152,,5727003849,213,0.19,5727003837,155,,5727003845,141,79.6,5727003847,212,26.9,5727003835,5,,5727003841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814720201,339,1,2,46,52,4jg5vd59i24chckyua90dr1lg,1,66.7,77.5,2025-05-14T18:05:39.092Z,2025-05-14T18:05:40Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5727003897,213,0.25,5727003895,212,6.6,5727003889,56,Left,5727003891,140,72.8,5727003893,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814720247,340,1,2,46,52,4jg5vd59i24chckyua90dr1lg,1,72.8,79.9,2025-05-14T18:05:39.844Z,2025-05-14T18:05:41Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5727004129,141,83.3,5727004133,212,9.5,5727004125,56,Left,5727004137,213,2.90,5727004127,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
