id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2794335095,375,1,1,43,45,33hzf6j2rd9r50g2n4agsytkd,0,25.4,16.7,2025-03-31T17:55:23.695Z,2025-03-31T18:17:20Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614537061,140,62.8,5614537065,212,58.5,5614537063,141,80.5,5614537057,157,,5614537067,213,0.84,5614537059,56,Left,5614537069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335099,401,4,1,43,50,5mbo4f0vps12dr0fcvjn3wyp5,1,35.6,19.8,2025-03-31T17:55:28.707Z,2025-03-31T18:18:18Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614537477,152,,5614612571,233,377,5614537473,13,,5614537077,56,Back,5614537475,264,,5614537479,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335097,376,43,1,43,50,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:55:28.708Z,2025-03-31T17:56:07Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5614537073,56,Center,5614538589,144,44,5614537075,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335161,377,4,1,43,50,33hzf6j2rd9r50g2n4agsytkd,0,64.4,80.2,2025-03-31T17:55:28.708Z,2025-03-31T19:34:33Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5614612597,233,401,5614537503,285,,5614624403,264,,5614537497,56,Left,5614537499,152,,5614537495,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335103,402,43,1,43,51,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:55:29.267Z,2025-03-31T17:55:35Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614537105,213,0.19,5614537099,140,39.9,5614537321,144,12,5614537101,141,34.2,5614537097,56,Back,5614537119,15,0,5614537103,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335305,378,27,1,44,5,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:55:43.235Z,2025-03-31T17:55:59Z,,,,,5614538225,41,Injury,5614538239,233,403,5614538227,53,cpamr0c0qq5lf5u6de1cbvgx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335213,403,27,1,44,5,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:55:43.235Z,2025-03-31T17:55:59Z,,,,,5614538249,233,378,5614538191,41,Injury,5614538193,53,b11ffe62rpm020r3u6t1lhvx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794335803,404,70,1,45,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:56:38.014Z,2025-03-31T17:57:10Z,,,,,5614541129,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336031,379,28,1,45,58,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:57:36.807Z,2025-03-31T17:57:38Z,,,,,5614542429,55,378,5614542497,233,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336035,406,28,1,45,58,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:57:36.807Z,2025-03-31T17:57:38Z,,,,,5614542441,55,403,5614542519,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336137,407,1,1,46,5,5mbo4f0vps12dr0fcvjn3wyp5,0,36.9,35.8,2025-03-31T17:57:43.349Z,2025-03-31T18:19:17Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614542999,5,,5614543011,212,70.9,5614543005,56,Left,5614543001,157,,5614543015,1,,5614543013,213,0.68,5614543009,141,100.0,5614543003,152,,5614543007,140,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,
2794336205,380,5,1,46,11,33hzf6j2rd9r50g2n4agsytkd,1,13.2,-1.4,2025-03-31T17:57:49.370Z,2025-03-31T18:00:20Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614543415,347,,5614543445,233,408,5614543413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336141,408,5,1,46,11,5mbo4f0vps12dr0fcvjn3wyp5,0,86.8,101.4,2025-03-31T17:57:49.370Z,2025-03-31T18:00:21Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614543031,347,,5614543457,233,380,5614543029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336229,381,1,1,46,20,33hzf6j2rd9r50g2n4agsytkd,1,17.6,0.0,2025-03-31T17:57:58.591Z,2025-03-31T17:58:02Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614543553,107,,5614543561,212,14.4,5614543557,140,28.9,5614543563,213,0.61,5614543559,141,10.4,5614543555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336291,382,1,1,46,24,33hzf6j2rd9r50g2n4agsytkd,1,31.0,11.3,2025-03-31T17:58:02.046Z,2025-03-31T17:58:08Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614543901,213,6.18,5614543895,140,43.7,5614543897,141,9.2,5614543893,56,Back,5614543899,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336297,383,1,1,46,27,33hzf6j2rd9r50g2n4agsytkd,0,43.7,9.7,2025-03-31T17:58:05.077Z,2025-03-31T18:19:28Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614543945,213,0.25,5614543937,56,Right,5614543939,140,65.8,5614543941,141,18.5,5614629601,155,,5614543943,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336313,409,1,1,46,28,5mbo4f0vps12dr0fcvjn3wyp5,0,28.5,74.5,2025-03-31T17:58:06.355Z,2025-03-31T18:19:29Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614544057,212,12.9,5614544053,140,37.4,5614544059,213,0.76,5614544051,56,Back,5614544061,1,,5614544055,141,87.5,5614544049,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794350937,450,61,1,46,30,5mbo4f0vps12dr0fcvjn3wyp5,1,34.6,76.3,2025-03-31T17:58:07.969Z,2025-03-31T18:20:56Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614636797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336341,384,43,1,46,33,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:58:11.334Z,2025-03-31T18:20:41Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614635623,144,61,5614544179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336385,385,3,1,46,35,33hzf6j2rd9r50g2n4agsytkd,1,65.8,25.2,2025-03-31T17:58:13.278Z,2025-03-31T18:15:52Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614544427,233,410,5614544399,56,Center,5614544401,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336353,410,45,1,46,35,5mbo4f0vps12dr0fcvjn3wyp5,0,34.2,74.8,2025-03-31T17:58:13.278Z,2025-03-31T18:20:15Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614544243,56,Back,5614544453,233,385,5614544245,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336389,386,43,1,46,38,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:58:16.463Z,2025-03-31T18:20:34Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614635111,144,61,5614544415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336429,387,4,1,46,40,33hzf6j2rd9r50g2n4agsytkd,1,65.6,25.6,2025-03-31T17:58:18.147Z,2025-03-31T18:20:31Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614544671,152,,5614544667,13,,5614544675,286,,5614545525,233,411,5614547501,295,,5614544669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336401,411,4,1,46,40,5mbo4f0vps12dr0fcvjn3wyp5,0,34.4,74.4,2025-03-31T17:58:18.148Z,2025-03-31T18:20:33Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614544539,285,,5614544535,56,Back,5614544531,13,,5614544537,152,,5614545565,233,387,5614544533,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336743,388,1,1,47,12,33hzf6j2rd9r50g2n4agsytkd,1,72.2,25.0,2025-03-31T17:58:50.654Z,2025-03-31T17:59:03Z,1a112nxaob06fjynlat625u96,K. Holmén,1.0,,5614546341,212,28.4,5614546823,210,13,5614546337,140,90.4,5614546335,56,Center,5614546327,2,,5614546331,155,,5614546339,141,55.8,5614546333,152,,5614546343,213,5614546329,5,,0.83,5614546825,154,,,,,,,,,,,,,,,,,,,,,,
2794336745,389,13,1,47,16,33hzf6j2rd9r50g2n4agsytkd,1,92.6,52.8,2025-03-31T17:58:54.830Z,2025-03-31T17:59:08Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614546733,24,,5614546843,231,50.4,5614546353,56,Center,5614546829,29,,5614546839,103,45.8,5614546833,55,388,5614546737,328,,5614546831,154,,5614546351,17,5614546841,230,100,,5614546837,102,5614546735,15,5614546943,81,,,,,,,,,40,,,,,,,,,
2794336753,390,5,1,47,17,33hzf6j2rd9r50g2n4agsytkd,0,101.2,38.2,2025-03-31T17:58:55.791Z,2025-03-31T18:00:21Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614546391,56,Center,5614546449,233,414,5614546393,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794336749,414,5,1,47,17,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,61.8,2025-03-31T17:58:55.791Z,2025-03-31T18:00:21Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614546375,346,,5614546427,233,390,5614546373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337021,415,1,1,47,52,5mbo4f0vps12dr0fcvjn3wyp5,1,4.5,43.4,2025-03-31T17:59:30.596Z,2025-03-31T17:59:34Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614548155,1,,5614548149,141,12.2,5614548151,212,56.5,5614548143,124,,5614548147,140,54.4,5614548159,74,,5614548145,56,Right,5614548153,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337043,416,1,1,47,56,5mbo4f0vps12dr0fcvjn3wyp5,1,54.4,12.2,2025-03-31T17:59:34.616Z,2025-03-31T17:59:37Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614548263,140,62.2,5614548267,212,9.9,5614548259,56,Right,5614548269,213,5.69,5614548251,3,,5614548255,168,,5614548265,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337051,417,1,1,47,59,5mbo4f0vps12dr0fcvjn3wyp5,1,62.2,4.1,2025-03-31T17:59:37.540Z,2025-03-31T17:59:39Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5614548345,56,Back,5614548349,141,5.3,5614548351,212,15.9,5614548343,155,,5614548347,140,47.1,5614548353,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337075,418,1,1,48,0,5mbo4f0vps12dr0fcvjn3wyp5,1,47.1,5.3,2025-03-31T17:59:38.659Z,2025-03-31T17:59:42Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614548519,212,25.8,5614548513,56,Center,5614548523,1,,5614548517,141,42.1,5614548515,140,53.2,5614548521,213,1.32,5614548511,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337087,419,1,1,48,0,5mbo4f0vps12dr0fcvjn3wyp5,0,53.1,41.7,2025-03-31T17:59:38.955Z,2025-03-31T18:15:47Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614611951,213,4.84,5614612485,286,,5614611947,141,39.3,5614548543,56,Center,5614612481,233,410,5614612479,236,,5614611945,140,53.3,5614611949,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794348483,410,74,1,48,1,33hzf6j2rd9r50g2n4agsytkd,1,46.0,60.1,2025-03-31T17:59:38.956Z,2025-03-31T18:15:46Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614612459,56,Back,5614612499,233,419,5614612461,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337099,392,50,1,48,3,33hzf6j2rd9r50g2n4agsytkd,1,40.0,40.7,2025-03-31T17:59:41.230Z,2025-03-31T18:16:13Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614548621,286,,5614548709,233,420,5614548619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337109,420,7,1,48,3,5mbo4f0vps12dr0fcvjn3wyp5,0,60.0,59.3,2025-03-31T17:59:41.231Z,2025-03-31T18:16:44Z,67w8t2dyivgz6muc431ofsb2s,A. Redkin,,,5614548657,56,Center,5614548683,233,392,5614548659,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349625,422,50,1,48,5,33hzf6j2rd9r50g2n4agsytkd,1,44.4,37.4,2025-03-31T17:59:43.017Z,2025-03-31T18:17:44Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614620519,286,,5614620515,56,Back,5614622177,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349627,443,7,1,48,5,5mbo4f0vps12dr0fcvjn3wyp5,1,55.6,62.6,2025-03-31T17:59:43.018Z,2025-03-31T18:17:43Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614621035,56,Center,5614622161,233,422,5614621037,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337161,422,1,1,48,9,5mbo4f0vps12dr0fcvjn3wyp5,1,71.1,60.3,2025-03-31T17:59:47.779Z,2025-03-31T18:17:55Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,1.0,,5614548861,141,69.9,5614548865,213,0.51,5614548863,212,13.3,5614548857,56,Center,5614549129,154,,5614548859,140,82.1,5614549127,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337165,423,15,1,48,10,5mbo4f0vps12dr0fcvjn3wyp5,1,86.2,67.3,2025-03-31T17:59:48.780Z,2025-03-31T18:18:18Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5614548873,56,Center,5614549133,29,,5614549143,103,19.4,5614549151,231,53.2,5614624577,80,,5614549149,230,98.0,5614548977,82,,5614549167,233,394,5614549141,102,5614548967,20,,45.5,5614549145,146,5614549137,55,5614549147,147,64.4,5614548871,64,5614549135,154,422,,,88.0,5614548869,22,,,,,,,
2794337175,394,10,1,48,10,33hzf6j2rd9r50g2n4agsytkd,1,12.0,32.8,2025-03-31T17:59:48.880Z,2025-03-31T18:34:27Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614548923,94,,5614549205,233,423,5614548925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337197,395,6,1,48,13,33hzf6j2rd9r50g2n4agsytkd,0,5.0,32.2,2025-03-31T17:59:51.443Z,2025-03-31T18:18:25Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614625197,233,424,5614549001,73,,5614548999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337173,424,6,1,48,13,5mbo4f0vps12dr0fcvjn3wyp5,1,95.0,67.8,2025-03-31T17:59:51.443Z,2025-03-31T18:18:25Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5614548933,56,Center,5614625179,233,395,5614548935,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337449,425,1,1,48,47,5mbo4f0vps12dr0fcvjn3wyp5,1,99.5,99.5,2025-03-31T18:00:25.252Z,2025-03-31T18:00:33Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614550449,56,Center,5614550433,6,,5614550439,155,,5614550457,141,38.2,5614550463,213,4.63,5614550431,2,,5614550465,1,,5614550461,212,41.8,5614550445,223,5614550453,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,
2794337455,426,44,1,48,51,5mbo4f0vps12dr0fcvjn3wyp5,1,95.4,39.2,2025-03-31T18:00:29.923Z,2025-03-31T18:16:00Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614550485,56,Center,5614550561,233,396,5614550487,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337457,396,44,1,48,51,33hzf6j2rd9r50g2n4agsytkd,0,4.6,60.8,2025-03-31T18:00:29.924Z,2025-03-31T18:16:00Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614550517,56,Back,5614550607,233,426,5614550519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337465,427,1,1,48,52,5mbo4f0vps12dr0fcvjn3wyp5,0,96.2,38.2,2025-03-31T18:00:30.580Z,2025-03-31T18:01:22Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614550557,212,4.2,5614550553,140,97.8,5614550559,213,1.16,5614550551,56,Center,5614550555,141,43.9,5614550549,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337509,397,12,1,48,53,33hzf6j2rd9r50g2n4agsytkd,1,2.6,58.1,2025-03-31T18:00:31.367Z,2025-03-31T18:02:02Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614550779,141,66.0,5614550775,56,Back,5614550781,212,6.6,5614550783,213,2.18,5614550777,140,0.0,5614550809,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337515,398,6,1,48,54,33hzf6j2rd9r50g2n4agsytkd,0,0.2,62.2,2025-03-31T18:00:32.755Z,2025-03-31T18:15:39Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614552027,233,428,5614551987,56,Back,5614551989,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337487,428,6,1,48,54,5mbo4f0vps12dr0fcvjn3wyp5,1,99.8,37.8,2025-03-31T18:00:32.755Z,2025-03-31T18:15:39Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614550699,75,,5614552019,233,398,5614550697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337771,429,1,1,49,22,5mbo4f0vps12dr0fcvjn3wyp5,0,99.5,0.5,2025-03-31T18:01:00.421Z,2025-03-31T18:01:03Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614552273,140,92.1,5614552277,212,37.9,5614552265,6,,5614552279,213,1.78,5614552267,155,,5614552263,2,,5614552271,56,Center,5614552269,224,,5614552275,141,5614552281,1,,55.1,,,,,,,,,,,,,,,,,,,,,,,,
2794337769,400,12,1,49,24,33hzf6j2rd9r50g2n4agsytkd,1,8.3,39.1,2025-03-31T18:01:02.431Z,2025-03-31T18:01:07Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614552261,213,5.91,5614552253,56,Back,5614552257,141,28.5,5614552283,15,,5614552255,140,25.7,5614552259,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337827,401,30,1,49,29,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:01:07.432Z,2025-03-31T18:01:07Z,,,,,5614552549,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794337833,430,30,1,49,29,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T18:01:07.432Z,2025-03-31T18:01:08Z,,,,,5614552565,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349167,411,32,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:16:26.186Z,2025-03-31T18:16:26Z,,,,,5614615941,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349177,436,32,2,45,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T18:16:26.186Z,2025-03-31T18:16:27Z,,,,,5614615991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349213,412,1,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,50.1,50.1,2025-03-31T18:16:26.187Z,2025-03-31T18:24:53Z,cpamr0c0qq5lf5u6de1cbvgx6,E. Bećirović,,,5614616169,140,28.3,5614616181,213,2.82,5614616175,141,61.2,5614616183,279,S,5614616165,56,Back,5614616179,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349285,413,1,2,45,3,33hzf6j2rd9r50g2n4agsytkd,1,28.8,61.2,2025-03-31T18:16:29.618Z,2025-03-31T18:16:34Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614616611,141,27.4,5614616605,157,,5614616615,213,5.75,5614616613,212,45.0,5614616617,1,,5614616609,140,65.6,5614616607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349291,414,44,2,45,7,33hzf6j2rd9r50g2n4agsytkd,1,65.5,16.2,2025-03-31T18:16:33.333Z,2025-03-31T19:38:59Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614616651,233,437,5614616639,56,Right,5614616641,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349273,437,44,2,45,7,5mbo4f0vps12dr0fcvjn3wyp5,0,34.5,83.8,2025-03-31T18:16:33.334Z,2025-03-31T19:39:00Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614616545,285,,5614616659,233,414,5614616543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349309,415,1,2,45,7,33hzf6j2rd9r50g2n4agsytkd,0,65.1,26.2,2025-03-31T18:16:33.740Z,2025-03-31T19:41:03Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614616727,168,,5614616731,56,Center,5614616723,3,,5614616743,212,17.3,5614616747,213,0.52,5614616735,140,79.4,5614616739,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349317,438,1,2,45,8,5mbo4f0vps12dr0fcvjn3wyp5,1,26.0,82.3,2025-03-31T18:16:34.967Z,2025-03-31T18:16:36Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614616805,213,4.56,5614616795,157,,5614616801,141,67.5,5614616799,140,24.5,5614616807,1,,5614616797,56,Back,5614616803,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349333,439,1,2,45,10,5mbo4f0vps12dr0fcvjn3wyp5,0,24.5,67.5,2025-03-31T18:16:36.389Z,2025-03-31T18:16:37Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614616919,212,13.1,5614616917,141,72.3,5614616909,157,,5614616913,56,Back,5614616923,1,,5614616915,140,36.6,5614616921,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349431,416,1,2,45,12,33hzf6j2rd9r50g2n4agsytkd,1,62.9,41.8,2025-03-31T18:16:38.450Z,2025-03-31T18:16:42Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614617453,157,,5614617461,212,11.9,5614617463,213,5.30,5614617457,140,69.2,5614617465,1,,5614617455,56,Center,5614617459,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794353323,465,1,2,45,13,33hzf6j2rd9r50g2n4agsytkd,1,71.8,15.2,2025-03-31T18:16:39.205Z,2025-03-31T18:22:01Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614641311,156,,5614641033,212,6.5,5614641025,140,68.7,5614641023,56,Center,5614641035,213,2.09,5614641029,141,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349437,417,61,2,45,14,33hzf6j2rd9r50g2n4agsytkd,0,70.8,20.1,2025-03-31T18:16:40.626Z,2025-03-31T18:22:09Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614617495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349473,440,1,2,45,15,5mbo4f0vps12dr0fcvjn3wyp5,0,24.2,88.3,2025-03-31T18:16:41.447Z,2025-03-31T18:16:45Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614617681,56,Left,5614617697,1,,5614617685,140,56.3,5614617687,141,91.7,5614617691,212,33.8,5614617677,157,,5614617695,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794349541,418,1,2,45,22,33hzf6j2rd9r50g2n4agsytkd,1,32.6,20.0,2025-03-31T18:16:48.658Z,2025-03-31T18:16:50Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614618025,213,2.09,5614618021,141,48.4,5614618019,140,22.0,5614618017,56,Back,5614618023,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
