id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2805507289,448,45,1,39,9,czkf5t3ai00ghwbga03i5aqxw,0,51.4,35.4,2025-04-24T17:39:50.409Z,2025-04-24T17:47:02Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676176723,56,Center,5676176725,285,,5676176749,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805504849,349,1,1,39,10,cfvya7igkhkas7wvsktwz6j8k,1,26.0,81.8,2025-04-24T17:39:52.331Z,2025-04-24T17:49:16Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676162719,140,25.3,5676162717,56,Back,5676162725,213,1.69,5676162723,212,6.4,5676162721,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805504851,350,3,1,39,11,cfvya7igkhkas7wvsktwz6j8k,0,30.0,83.8,2025-04-24T17:39:52.628Z,2025-04-24T18:10:12Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676178533,285,,5676178873,233,389,5676162729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805504837,389,7,1,39,11,czkf5t3ai00ghwbga03i5aqxw,1,70.0,16.2,2025-04-24T17:39:52.629Z,2025-04-24T18:10:12Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676162659,286,,5676178877,233,350,5676162655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507313,449,3,1,39,11,czkf5t3ai00ghwbga03i5aqxw,0,75.5,11.5,2025-04-24T17:39:53.408Z,2025-04-24T17:48:45Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676179119,286,,5676179343,233,406,5676179117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507743,406,7,1,39,12,cfvya7igkhkas7wvsktwz6j8k,1,24.5,88.5,2025-04-24T17:39:53.409Z,2025-04-24T17:48:45Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676179327,233,449,5676179321,56,Back,5676179323,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805504869,351,4,1,39,17,cfvya7igkhkas7wvsktwz6j8k,1,22.8,89.3,2025-04-24T17:39:58.924Z,2025-04-24T17:40:05Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676162843,265,,5676162837,56,Back,5676163073,233,390,5676162835,13,,5676162839,152,,5676162847,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805504889,390,4,1,39,17,czkf5t3ai00ghwbga03i5aqxw,0,77.2,10.7,2025-04-24T17:39:58.925Z,2025-04-24T17:49:10Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676163047,152,,5676163081,233,351,5676163045,56,Right,5676163049,265,,5676163051,286,,5676163043,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505137,352,1,1,39,58,cfvya7igkhkas7wvsktwz6j8k,0,25.4,91.5,2025-04-24T17:40:39.661Z,2025-04-24T17:40:45Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676164473,1,,5676164457,5,,5676164463,56,Center,5676164469,212,46.2,5676164471,213,6.06,5676164459,157,,5676164465,140,68.3,5676164461,152,,5676164467,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505133,391,44,1,40,1,czkf5t3ai00ghwbga03i5aqxw,1,30.9,25.3,2025-04-24T17:40:43.316Z,2025-04-24T18:10:24Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676164443,56,Back,5676164523,233,353,5676164445,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505143,353,44,1,40,1,cfvya7igkhkas7wvsktwz6j8k,0,69.1,74.7,2025-04-24T17:40:43.317Z,2025-04-24T18:10:24Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676164531,233,391,5676164507,286,,5676164505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505135,392,12,1,40,2,czkf5t3ai00ghwbga03i5aqxw,1,31.6,30.6,2025-04-24T17:40:43.612Z,2025-04-24T17:40:44Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676164447,56,Back,5676164449,140,40.0,5676164477,15,,5676164455,213,5.79,5676164451,141,23.6,5676164453,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505167,393,1,1,40,6,czkf5t3ai00ghwbga03i5aqxw,0,37.6,9.2,2025-04-24T17:40:48.235Z,2025-04-24T17:50:20Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676164639,1,,5676164829,286,,5676164823,236,,5676164633,141,10.3,5676164629,56,Back,5676164825,233,354,5676164635,212,1.8,5676164631,140,39.2,5676164627,157,,5676164637,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,
2805505195,354,74,1,40,6,cfvya7igkhkas7wvsktwz6j8k,1,66.5,90.9,2025-04-24T17:40:48.236Z,2025-04-24T17:52:49Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676164835,233,393,5676164801,56,Left,5676164803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505215,355,3,1,40,9,cfvya7igkhkas7wvsktwz6j8k,0,66.6,89.7,2025-04-24T17:40:50.612Z,2025-04-24T18:10:13Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676164903,56,Left,5676164905,286,,5676164915,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505191,394,7,1,40,9,czkf5t3ai00ghwbga03i5aqxw,0,33.4,10.3,2025-04-24T17:40:50.613Z,2025-04-24T18:10:13Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676164783,285,,5676164781,56,Back,5676164911,233,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505231,356,1,1,40,12,cfvya7igkhkas7wvsktwz6j8k,1,69.8,91.2,2025-04-24T17:40:54.284Z,2025-04-24T17:50:28Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676164997,140,77.0,5676164995,56,Left,5676164999,141,91.7,5676165005,213,0.04,5676165001,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505243,357,1,1,40,16,cfvya7igkhkas7wvsktwz6j8k,1,75.1,89.4,2025-04-24T17:40:58.060Z,2025-04-24T17:40:59Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676165105,56,Left,5676165113,213,0.24,5676165111,212,16.3,5676165107,140,90.2,5676165109,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505267,358,1,1,40,17,cfvya7igkhkas7wvsktwz6j8k,0,91.5,95.6,2025-04-24T17:40:59.260Z,2025-04-24T17:41:03Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676165249,212,54.7,5676165243,56,Right,5676165251,213,4.76,5676165247,141,15.3,5676165245,140,94.2,5676165253,1,,5676165241,155,,5676165239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505281,395,3,1,40,24,czkf5t3ai00ghwbga03i5aqxw,0,6.6,83.5,2025-04-24T17:41:05.557Z,2025-04-24T18:10:13Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676165297,56,Back,5676165299,285,,5676165415,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505297,359,7,1,40,24,cfvya7igkhkas7wvsktwz6j8k,1,93.4,16.5,2025-04-24T17:41:05.558Z,2025-04-24T18:10:13Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,5676165385,56,Right,5676165395,233,395,5676165387,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505299,360,61,1,40,27,cfvya7igkhkas7wvsktwz6j8k,0,94.5,11.4,2025-04-24T17:41:09.004Z,2025-04-24T17:41:09Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,5676165389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505317,396,61,1,40,28,czkf5t3ai00ghwbga03i5aqxw,0,7.6,95.6,2025-04-24T17:41:10.129Z,2025-04-24T17:41:10Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676165469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505343,361,5,1,40,29,cfvya7igkhkas7wvsktwz6j8k,1,90.6,-1.6,2025-04-24T17:41:10.667Z,2025-04-24T17:52:42Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,5676165603,233,397,5676165597,347,,5676165595,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505323,397,5,1,40,29,czkf5t3ai00ghwbga03i5aqxw,0,9.4,101.6,2025-04-24T17:41:10.667Z,2025-04-24T17:41:16Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676165627,233,361,5676165509,347,,5676165507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505389,362,1,1,40,38,cfvya7igkhkas7wvsktwz6j8k,1,87.7,0.0,2025-04-24T17:41:19.796Z,2025-04-24T17:46:27Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,5676165889,213,1.00,5676165879,107,,5676165975,189,,5676165883,140,95.7,5676165887,212,15.6,5676165881,56,Right,5676165885,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505393,363,1,1,40,39,cfvya7igkhkas7wvsktwz6j8k,0,95.9,17.1,2025-04-24T17:41:20.956Z,2025-04-24T17:47:03Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5676165899,141,24.6,5676165897,140,91.9,5676165901,212,6.6,5676165903,213,2.26,5676165895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505375,398,8,1,40,41,czkf5t3ai00ghwbga03i5aqxw,1,12.9,77.3,2025-04-24T17:41:22.837Z,2025-04-24T17:41:23Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5676165789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505397,399,1,1,40,42,czkf5t3ai00ghwbga03i5aqxw,1,4.9,76.1,2025-04-24T17:41:23.787Z,2025-04-24T17:41:25Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676165923,140,6.7,5676165929,213,1.31,5676165921,56,Back,5676165925,141,86.5,5676165927,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505409,401,1,1,40,44,czkf5t3ai00ghwbga03i5aqxw,0,6.7,86.5,2025-04-24T17:41:25.554Z,2025-04-24T17:47:04Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5676165959,56,Back,5676165961,140,25.9,5676165963,141,65.2,5676165965,212,24.8,5676165967,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505457,365,1,1,40,49,cfvya7igkhkas7wvsktwz6j8k,1,72.0,51.6,2025-04-24T17:41:30.428Z,2025-04-24T17:41:32Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676166187,212,19.9,5676166185,141,80.9,5676166181,56,Left,5676166189,213,1.60,5676166183,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505469,366,1,1,40,50,cfvya7igkhkas7wvsktwz6j8k,0,72.8,80.0,2025-04-24T17:41:32.395Z,2025-04-24T17:41:34Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676166253,155,,5676166261,212,28.6,5676166259,141,48.4,5676166255,56,Center,5676166251,2,,5676166257,140,90.8,5676166263,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505475,402,12,1,40,53,czkf5t3ai00ghwbga03i5aqxw,1,10.9,47.9,2025-04-24T17:41:34.763Z,2025-04-24T17:41:35Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5676166283,213,0.97,5676166279,141,76.9,5676166299,15,,5676166275,56,Back,5676166281,212,23.9,5676166277,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505519,404,1,1,40,59,czkf5t3ai00ghwbga03i5aqxw,0,20.5,91.2,2025-04-24T17:41:41.189Z,2025-04-24T17:41:42Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5676166545,141,72.9,5676166543,140,46.4,5676166541,56,Back,5676166539,155,,5676166549,213,5.85,5676166547,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505535,367,1,1,41,1,cfvya7igkhkas7wvsktwz6j8k,1,58.0,22.7,2025-04-24T17:41:43.228Z,2025-04-24T17:41:45Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676166641,212,7.1,5676166639,141,13.4,5676166633,3,,5676166637,140,61.0,5676166643,213,5.17,5676166635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505565,369,1,1,41,4,cfvya7igkhkas7wvsktwz6j8k,0,64.2,20.3,2025-04-24T17:41:46.364Z,2025-04-24T17:41:51Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5676166811,56,Center,5676166813,140,73.1,5676166815,141,29.7,5676166819,213,0.60,5676166817,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505569,405,4,1,41,10,czkf5t3ai00ghwbga03i5aqxw,1,27.4,54.4,2025-04-24T17:41:51.516Z,2025-04-24T17:42:02Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676166853,13,,5676166861,285,,5676166975,233,370,5676166855,56,Back,5676167237,294,,5676166857,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505575,370,4,1,41,10,cfvya7igkhkas7wvsktwz6j8k,0,72.6,45.6,2025-04-24T17:41:51.517Z,2025-04-24T17:48:59Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676166955,13,,5676166957,294,,5676166963,286,,5676166959,56,Center,5676166991,233,405,5676166961,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505731,406,1,1,41,40,czkf5t3ai00ghwbga03i5aqxw,1,25.4,57.6,2025-04-24T17:42:21.676Z,2025-04-24T17:42:31Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5676167959,152,,5676167963,140,45.5,5676167961,56,Back,5676167957,5,,5676167965,141,67.9,5676167967,212,22.2,5676167969,213,0.32,5676168281,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505735,407,1,1,41,41,czkf5t3ai00ghwbga03i5aqxw,1,45.5,67.9,2025-04-24T17:42:22.980Z,2025-04-24T17:42:24Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5676167993,140,64.3,5676167999,213,6.09,5676167995,141,62.3,5676167991,56,Center,5676167997,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505739,408,1,1,41,43,czkf5t3ai00ghwbga03i5aqxw,0,64.3,62.3,2025-04-24T17:42:24.620Z,2025-04-24T17:42:26Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676168069,233,371,5676168017,140,62.5,5676168015,56,Center,5676168073,286,,5676168023,213,3.11,5676168019,141,62.4,5676168067,236,,5676168021,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505747,371,74,1,41,43,cfvya7igkhkas7wvsktwz6j8k,1,46.1,32.1,2025-04-24T17:42:24.621Z,2025-04-24T17:52:49Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676168063,56,Back,5676168065,285,,5676168101,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505785,373,1,1,41,46,cfvya7igkhkas7wvsktwz6j8k,1,58.6,63.7,2025-04-24T17:42:28.301Z,2025-04-24T17:42:30Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676168209,141,78.7,5676168207,140,71.5,5676168213,213,0.65,5676168211,212,17.0,5676168205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505789,374,61,1,41,48,cfvya7igkhkas7wvsktwz6j8k,0,71.5,78.8,2025-04-24T17:42:30.365Z,2025-04-24T17:42:30Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676168235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505835,410,1,1,41,51,czkf5t3ai00ghwbga03i5aqxw,1,14.7,4.6,2025-04-24T17:42:33.268Z,2025-04-24T17:42:36Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676168431,140,28.0,5676168435,212,14.4,5676168429,56,Back,5676168437,213,0.23,5676168433,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505833,375,45,1,41,54,cfvya7igkhkas7wvsktwz6j8k,0,65.5,94.0,2025-04-24T17:42:36.381Z,2025-04-24T18:10:21Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676168523,233,411,5676168421,56,Left,5676168423,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505851,411,3,1,41,54,czkf5t3ai00ghwbga03i5aqxw,1,34.5,6.0,2025-04-24T17:42:36.381Z,2025-04-24T18:10:21Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676168509,56,Back,5676168521,286,,5676168517,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505919,412,1,1,41,56,czkf5t3ai00ghwbga03i5aqxw,1,42.9,22.8,2025-04-24T17:42:38.124Z,2025-04-24T17:42:48Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676168849,213,0.87,5676168831,56,Center,5676168835,140,55.5,5676168845,212,20.6,5676168841,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505925,413,1,1,42,6,czkf5t3ai00ghwbga03i5aqxw,0,92.0,19.7,2025-04-24T17:42:48.323Z,2025-04-24T17:42:50Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5676168895,213,1.57,5676168891,141,20.4,5676168889,140,92.0,5676168879,2,,5676168893,212,0.5,5676168883,155,,5676168887,56,Right,5676168955,233,376,5676168959,286,,5676168953,236,,,,,,,,,,,,,,,,,,,,,,,,,
2805505937,376,12,1,42,7,cfvya7igkhkas7wvsktwz6j8k,1,5.1,72.4,2025-04-24T17:42:48.423Z,2025-04-24T17:42:50Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676168963,233,413,5676168941,56,Back,5676168939,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505947,377,6,1,42,8,cfvya7igkhkas7wvsktwz6j8k,0,2.0,74.6,2025-04-24T17:42:49.462Z,2025-04-24T17:52:53Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676168995,56,Back,5676168997,73,,5676169015,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805505933,414,6,1,42,8,czkf5t3ai00ghwbga03i5aqxw,1,98.0,25.4,2025-04-24T17:42:49.462Z,2025-04-24T17:52:53Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5676168985,56,Center,5676168987,75,,5676168999,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506083,415,1,1,42,34,czkf5t3ai00ghwbga03i5aqxw,0,99.5,0.5,2025-04-24T17:43:15.421Z,2025-04-24T17:48:55Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676169855,6,,5676169869,213,1.73,5676169857,155,,5676169863,140,95.2,5676169867,212,28.2,5676169853,2,,5676169859,224,,5676169865,141,41.5,5676169861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506121,378,61,1,42,35,cfvya7igkhkas7wvsktwz6j8k,1,10.1,52.3,2025-04-24T17:43:16.617Z,2025-04-24T17:48:38Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676170055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506099,416,61,1,42,38,czkf5t3ai00ghwbga03i5aqxw,1,93.7,53.2,2025-04-24T17:43:19.513Z,2025-04-24T17:48:40Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676169953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506139,379,12,1,42,42,cfvya7igkhkas7wvsktwz6j8k,1,12.2,47.5,2025-04-24T17:43:24.380Z,2025-04-24T17:48:39Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676170211,212,48.4,5676170213,213,5.64,5676170207,140,49.0,5676170209,141,4.6,5676170205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506185,417,1,1,42,45,czkf5t3ai00ghwbga03i5aqxw,1,50.4,91.8,2025-04-24T17:43:27.220Z,2025-04-24T17:43:33Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5676170517,140,23.6,5676170519,141,59.9,5676170525,1,,5676170523,213,3.80,5676170521,212,35.5,5676170513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506201,418,1,1,42,52,czkf5t3ai00ghwbga03i5aqxw,1,24.2,52.8,2025-04-24T17:43:33.836Z,2025-04-24T17:43:37Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,5676170595,140,68.0,5676170591,157,,5676170601,212,48.9,5676170597,141,28.3,5676170605,213,5.94,5676170611,1,,5676170593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506203,419,44,1,42,55,czkf5t3ai00ghwbga03i5aqxw,1,67.8,30.2,2025-04-24T17:43:37.228Z,2025-04-24T18:10:25Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5676170625,286,,5676170681,233,380,5676170623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506211,380,44,1,42,55,cfvya7igkhkas7wvsktwz6j8k,0,32.2,69.8,2025-04-24T17:43:37.229Z,2025-04-24T18:10:25Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676170663,56,Back,5676170685,233,419,5676170665,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506217,420,1,1,42,55,czkf5t3ai00ghwbga03i5aqxw,0,68.0,28.3,2025-04-24T17:43:37.356Z,2025-04-24T17:49:32Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5676170717,212,10.4,5676170703,3,,5676170711,140,77.9,5676170705,168,,5676170707,56,Center,5676170713,141,26.8,5676170721,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507979,407,8,1,42,57,cfvya7igkhkas7wvsktwz6j8k,1,23.8,68.5,2025-04-24T17:43:38.409Z,2025-04-24T17:49:54Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676180865,15,,5676180775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506221,421,43,1,42,58,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-24T17:43:40.389Z,2025-04-24T17:49:29Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5676170731,56,Center,5676180395,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506263,382,3,1,43,5,cfvya7igkhkas7wvsktwz6j8k,0,35.6,92.3,2025-04-24T17:43:47.070Z,2025-04-24T18:10:14Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676170941,56,Back,5676170943,286,,5676171001,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506271,422,7,1,43,5,czkf5t3ai00ghwbga03i5aqxw,1,64.4,7.7,2025-04-24T17:43:47.071Z,2025-04-24T18:10:14Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676170967,56,Right,5676170969,285,,5676170975,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506297,424,1,1,43,8,czkf5t3ai00ghwbga03i5aqxw,0,67.3,25.8,2025-04-24T17:43:50.404Z,2025-04-24T17:43:51Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5676171081,213,0.08,5676171073,56,Center,5676171075,140,85.8,5676171077,141,28.0,5676171079,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506315,384,1,1,43,12,cfvya7igkhkas7wvsktwz6j8k,0,23.3,72.3,2025-04-24T17:43:53.437Z,2025-04-24T17:43:54Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676171177,213,0.15,5676171169,56,Back,5676171175,212,12.5,5676171173,141,75.1,5676171171,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506323,425,61,1,43,13,czkf5t3ai00ghwbga03i5aqxw,1,75.8,28.5,2025-04-24T17:43:54.988Z,2025-04-24T17:43:55Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676171209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506345,385,4,1,43,15,cfvya7igkhkas7wvsktwz6j8k,1,33.8,79.6,2025-04-24T17:43:56.563Z,2025-04-24T17:44:01Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676171345,233,426,5676171337,294,,5676171341,152,,5676171339,56,Back,5676171349,286,,5676171335,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
