id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2818920227,469,1,2,52,27,czkf5t3ai00ghwbga03i5aqxw,0,46.8,94.2,2025-05-25T15:44:09.424Z,2025-05-25T16:00:16Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750244779,56,Left,5750244783,141,89.6,5750244789,1,,5750244785,212,46.1,5750244781,140,90.6,5750244787,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920283,470,43,2,52,33,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-25T15:44:15.239Z,2025-05-25T16:00:00Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5750288059,144,3,5750245045,286,0,5750245345,233,591,5750245043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920335,591,12,2,52,33,9zqn9ugvg64it0lr5z8cq4g9v,1,4.1,13.3,2025-05-25T15:44:15.240Z,2025-05-25T16:00:17Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5750288407,141,11.7,5750245209,167,,5750245211,56,Back,5750288405,140,0.0,5750288409,212,5.8,5750288411,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920345,471,6,2,52,35,czkf5t3ai00ghwbga03i5aqxw,1,94.3,86.0,2025-05-25T15:44:17.082Z,2025-05-25T16:44:19Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750245871,233,592,5750245421,73,,5750245417,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920347,592,6,2,52,35,9zqn9ugvg64it0lr5z8cq4g9v,0,5.7,14.0,2025-05-25T15:44:17.082Z,2025-05-25T16:44:19Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5750245793,56,Back,5750245795,73,,5750245907,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920841,472,1,2,52,58,czkf5t3ai00ghwbga03i5aqxw,0,99.8,99.2,2025-05-25T15:44:39.976Z,2025-05-25T15:44:47Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750248167,140,91.8,5750248163,223,,5750248173,213,4.47,5750248157,2,,5750248161,155,,5750248159,6,,5750248171,212,34.7,5750248175,1,,5750248165,56,5750248169,141,,,,,,,,,,,,,,,,Center,49.7,,,,,,,,,,,,
2818920799,593,12,2,53,1,9zqn9ugvg64it0lr5z8cq4g9v,1,7.0,53.6,2025-05-25T15:44:43.210Z,2025-05-25T15:44:47Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5750247923,212,11.1,5750247925,213,5.58,5750247917,56,Back,5750247921,141,43.0,5750247919,140,15.1,5750247949,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920847,473,43,2,53,4,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-25T15:44:46.408Z,2025-05-25T16:00:49Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5750248205,286,0,5750289379,144,44,5750248203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920915,474,50,2,53,5,czkf5t3ai00ghwbga03i5aqxw,1,80.0,62.2,2025-05-25T15:44:47.401Z,2025-05-25T16:44:25Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750248495,56,Center,5750251163,286,,5750251221,233,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920877,594,7,2,53,5,9zqn9ugvg64it0lr5z8cq4g9v,0,20.0,37.8,2025-05-25T15:44:47.402Z,2025-05-25T16:44:25Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5750251217,233,474,5750248309,56,Back,5750250863,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818928311,624,61,2,53,6,czkf5t3ai00ghwbga03i5aqxw,1,82.9,60.9,2025-05-25T15:44:48.028Z,2025-05-25T16:01:51Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750291509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920973,475,1,2,53,10,czkf5t3ai00ghwbga03i5aqxw,1,83.5,88.1,2025-05-25T15:44:51.696Z,2025-05-25T15:44:54Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750248859,212,11.0,5750248855,140,75.8,5750248853,56,Center,5750248861,213,3.88,5750248857,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921017,476,1,2,53,12,czkf5t3ai00ghwbga03i5aqxw,0,73.8,78.1,2025-05-25T15:44:53.880Z,2025-05-25T15:44:56Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750249099,212,28.1,5750249089,2,,5750249095,140,93.0,5750249091,155,,5750249093,56,Center,5750249101,213,5.51,5750249097,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921039,595,12,2,53,15,9zqn9ugvg64it0lr5z8cq4g9v,1,10.8,54.8,2025-05-25T15:44:56.970Z,2025-05-25T15:44:59Z,17jltcnnaha4707duh52hirit,M. Lode,,,5750249207,56,Back,5750249213,212,16.6,5750249323,167,,5750249215,213,2.44,5750249221,15,,5750249209,140,0.0,5750249211,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921035,477,6,2,53,15,czkf5t3ai00ghwbga03i5aqxw,1,100.0,30.9,2025-05-25T15:44:57.432Z,2025-05-25T16:44:20Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750249291,75,,5750249289,56,Center,5750249393,233,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921053,596,6,2,53,15,9zqn9ugvg64it0lr5z8cq4g9v,0,0.0,69.1,2025-05-25T15:44:57.432Z,2025-05-25T16:44:20Z,17jltcnnaha4707duh52hirit,M. Lode,,,5750249331,56,Back,5750249431,233,477,5750249335,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921511,478,1,2,53,38,czkf5t3ai00ghwbga03i5aqxw,1,99.5,0.5,2025-05-25T15:45:19.770Z,2025-05-25T16:06:06Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,1.0,,5750251861,2,,5750251879,1,,5750251875,212,32.6,5750251867,223,,5750310765,154,,5750251863,6,,5750251871,140,94.6,5750310763,210,15,5750251865,155,5750251869,56,5750251877,213,1.73,5750251873,141,47.9,,,,,,,,,,,Center,,,,,,,,,,,,
2818921525,479,44,2,53,40,czkf5t3ai00ghwbga03i5aqxw,1,95.2,44.7,2025-05-25T15:45:21.706Z,2025-05-25T16:06:15Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5750251953,286,,5750307471,233,599,5750251951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921643,599,44,2,53,40,9zqn9ugvg64it0lr5z8cq4g9v,0,4.8,55.3,2025-05-25T15:45:21.707Z,2025-05-25T16:06:13Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5750307449,56,Back,5750307489,233,479,5750307451,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921529,480,15,2,53,40,czkf5t3ai00ghwbga03i5aqxw,1,94.5,40.7,2025-05-25T15:45:22.232Z,2025-05-25T16:06:07Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5750310881,233,597,5750310809,147,52.0,5750310789,29,,5750310805,101,,5750310785,60,,5750310799,103,19,5750310793,55,478,5750310803,100,,5750310783,15,5750310813,231,5750310797,102,52.7,5750310807,146,99.7,5750310787,76,5750310811,230,98.9,5750308585,82,5750310801,328,,44.9,,,5750310781,25,,,5750310791,154,5750251987,56,Center,
2818921507,597,10,2,53,40,9zqn9ugvg64it0lr5z8cq4g9v,1,0.3,48.0,2025-05-25T15:45:22.332Z,2025-05-25T16:06:07Z,17jltcnnaha4707duh52hirit,M. Lode,,,5750251837,56,Back,5750310893,233,480,5750257441,14,,5750251833,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921635,598,44,2,53,42,9zqn9ugvg64it0lr5z8cq4g9v,1,5.4,50.0,2025-05-25T15:45:24.269Z,2025-05-25T16:44:40Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5750258045,56,Back,5750316101,233,672,5750258047,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818932871,672,44,2,53,42,czkf5t3ai00ghwbga03i5aqxw,0,94.6,50.0,2025-05-25T15:45:24.270Z,2025-05-25T16:44:41Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5750316013,286,,5750316025,233,598,5750316011,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818933801,776,12,2,53,43,9zqn9ugvg64it0lr5z8cq4g9v,1,2.6,54.4,2025-05-25T15:45:24.898Z,2025-05-25T16:08:28Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5750322261,140,4.0,5750322259,56,Back,5750322389,15,,5750322265,212,1.6,5750322267,213,5.93,5750322263,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922631,493,61,2,53,44,czkf5t3ai00ghwbga03i5aqxw,1,97.7,57.0,2025-05-25T15:45:25.729Z,2025-05-25T16:07:54Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5750258111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921597,481,1,2,53,47,czkf5t3ai00ghwbga03i5aqxw,0,96.3,70.5,2025-05-25T15:45:29.256Z,2025-05-25T15:45:30Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5750252367,140,94.6,5750252371,212,5.2,5750252373,213,4.36,5750252369,141,63.3,5750252365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935959,801,61,2,53,50,9zqn9ugvg64it0lr5z8cq4g9v,1,6.8,40.3,2025-05-25T15:45:31.818Z,2025-05-25T16:10:33Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5750336103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921651,482,61,2,53,50,czkf5t3ai00ghwbga03i5aqxw,0,92.9,66.9,2025-05-25T15:45:32.400Z,2025-05-25T16:10:42Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5750252623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935453,797,61,2,53,50,9zqn9ugvg64it0lr5z8cq4g9v,0,9.8,39.1,2025-05-25T15:45:32.561Z,2025-05-25T16:10:54Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5750337763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935423,703,61,2,53,51,czkf5t3ai00ghwbga03i5aqxw,0,86.9,60.1,2025-05-25T15:45:33.120Z,2025-05-25T16:11:50Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5750342615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818938269,836,61,2,53,52,9zqn9ugvg64it0lr5z8cq4g9v,1,13.5,39.7,2025-05-25T15:45:33.865Z,2025-05-25T16:12:37Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5750347185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921871,600,1,2,53,54,9zqn9ugvg64it0lr5z8cq4g9v,0,12.8,45.4,2025-05-25T15:45:36.314Z,2025-05-25T16:12:52Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5750253773,141,23.7,5750253769,56,Back,5750253781,213,5.63,5750253777,212,24.2,5750253771,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921805,483,1,2,53,55,czkf5t3ai00ghwbga03i5aqxw,1,70.3,74.5,2025-05-25T15:45:37.257Z,2025-05-25T15:45:40Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5750253411,56,Center,5750253409,155,,5750253417,212,36.9,5750253413,140,84.1,5750253421,1,,5750253415,141,24.6,5750253419,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921829,484,1,2,53,58,czkf5t3ai00ghwbga03i5aqxw,0,84.0,22.5,2025-05-25T15:45:40.640Z,2025-05-25T16:14:00Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750253551,56,Center,5750253561,212,20.8,5750253555,140,90.4,5750253563,213,1.24,5750253557,141,51.5,5750253547,155,,5750253543,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939719,739,1,2,53,59,czkf5t3ai00ghwbga03i5aqxw,0,89.5,57.0,2025-05-25T15:45:41.367Z,2025-05-25T16:13:58Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5750355223,140,80.6,5750355229,213,2.87,5750355225,141,60.9,5750355221,56,Center,5750355219,3,,5750355227,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921959,601,12,2,54,3,9zqn9ugvg64it0lr5z8cq4g9v,1,18.8,32.7,2025-05-25T15:45:44.715Z,2025-05-25T16:14:04Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5750254299,140,61.9,5750254303,212,52.2,5750254307,213,0.52,5750254301,141,71.1,5750254297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921975,485,44,2,54,7,czkf5t3ai00ghwbga03i5aqxw,1,40.2,31.2,2025-05-25T15:45:48.970Z,2025-05-25T15:45:52Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5750254443,233,602,5750254373,285,,5750254371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818921969,602,44,2,54,7,9zqn9ugvg64it0lr5z8cq4g9v,0,59.8,68.8,2025-05-25T15:45:48.971Z,2025-05-25T15:45:51Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5750254343,56,Center,5750254479,233,485,5750254345,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922053,486,12,2,54,7,czkf5t3ai00ghwbga03i5aqxw,1,43.2,34.6,2025-05-25T15:45:49.512Z,2025-05-25T15:45:53Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5750254851,15,,5750254809,56,Back,5750254817,141,16.8,5750254813,140,49.2,5750254821,212,13.6,5750254827,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922075,603,44,2,54,10,9zqn9ugvg64it0lr5z8cq4g9v,1,59.0,89.3,2025-05-25T15:45:51.683Z,2025-05-25T16:44:41Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5750254909,286,,5750359647,233,746,5750254907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940549,746,44,2,54,10,czkf5t3ai00ghwbga03i5aqxw,0,41.0,10.7,2025-05-25T15:45:51.684Z,2025-05-25T16:44:41Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750359709,233,603,5750359469,285,,5750359467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922097,605,61,2,54,12,9zqn9ugvg64it0lr5z8cq4g9v,0,41.2,92.6,2025-05-25T15:45:54.283Z,2025-05-25T15:45:54Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5750254985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922211,488,1,2,54,15,czkf5t3ai00ghwbga03i5aqxw,1,55.9,10.9,2025-05-25T15:45:57.544Z,2025-05-25T15:46:00Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5750255597,140,48.6,5750255601,212,9.3,5750255603,213,2.54,5750255595,56,Back,5750255599,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922253,489,1,2,54,19,czkf5t3ai00ghwbga03i5aqxw,1,53.7,17.6,2025-05-25T15:46:00.776Z,2025-05-25T15:46:04Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750255841,140,61.9,5750255847,213,5.73,5750255843,141,9.8,5750255839,56,Right,5750255845,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922281,490,1,2,54,22,czkf5t3ai00ghwbga03i5aqxw,0,63.3,9.1,2025-05-25T15:46:04.128Z,2025-05-25T15:46:05Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750256027,141,66.4,5750256023,56,Center,5750256031,213,0.79,5750256021,155,,5750256019,2,,5750256033,1,,5750256029,212,54.9,5750256025,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922501,491,5,2,54,23,czkf5t3ai00ghwbga03i5aqxw,0,100.6,68.8,2025-05-25T15:46:05.532Z,2025-05-25T16:40:01Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750257261,56,Center,5750257283,233,606,5750257263,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922303,606,5,2,54,23,9zqn9ugvg64it0lr5z8cq4g9v,1,-0.6,31.2,2025-05-25T15:46:05.532Z,2025-05-25T16:40:00Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5750257277,233,491,5750256163,346,,5750256161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922701,608,1,2,54,55,9zqn9ugvg64it0lr5z8cq4g9v,1,3.2,42.4,2025-05-25T15:46:37.148Z,2025-05-25T16:15:44Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5750258481,74,,5750258461,56,Center,5750258471,141,42.2,5750258475,212,68.8,5750258479,1,,5750258477,213,6.28,5750258467,140,68.7,5750258457,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941481,856,1,2,54,56,9zqn9ugvg64it0lr5z8cq4g9v,0,61.3,34.0,2025-05-25T15:46:37.969Z,2025-05-25T16:15:39Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5750365509,141,39.5,5750365505,56,Center,5750365511,212,12.0,5750365503,3,,5750365507,140,72.2,5750365513,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922803,494,1,2,54,59,czkf5t3ai00ghwbga03i5aqxw,1,30.2,71.5,2025-05-25T15:46:41.529Z,2025-05-25T15:46:46Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5750259047,140,36.4,5750259053,212,7.8,5750259043,56,Back,5750259051,141,65.2,5750259055,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922837,496,1,2,55,4,czkf5t3ai00ghwbga03i5aqxw,1,37.1,62.9,2025-05-25T15:46:46.312Z,2025-05-25T15:46:48Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5750259199,56,Back,5750259207,213,4.79,5750259203,141,13.7,5750259201,140,39.7,5750259209,1,,5750259205,212,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922855,497,1,2,55,6,czkf5t3ai00ghwbga03i5aqxw,1,40.8,8.5,2025-05-25T15:46:47.911Z,2025-05-25T15:46:49Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5750259293,213,0.49,5750259283,56,Center,5750259287,141,25.0,5750259289,212,23.8,5750259285,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922871,498,1,2,55,7,czkf5t3ai00ghwbga03i5aqxw,1,60.8,25.0,2025-05-25T15:46:49.328Z,2025-05-25T15:46:50Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750259405,213,5.11,5750259401,141,6.8,5750259399,140,65.8,5750259403,212,13.4,5750259397,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922915,499,1,2,55,9,czkf5t3ai00ghwbga03i5aqxw,1,66.5,7.0,2025-05-25T15:46:50.664Z,2025-05-25T15:46:54Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5750259627,213,0.65,5750259619,56,Center,5750259621,140,82.5,5750259625,212,21.0,5750259623,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922907,609,83,2,55,11,9zqn9ugvg64it0lr5z8cq4g9v,0,23.6,65.5,2025-05-25T15:46:53.499Z,2025-05-25T16:15:59Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5750259721,399,a3jetivxcnpp4z36nhboz5ysq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922935,500,1,2,55,11,czkf5t3ai00ghwbga03i5aqxw,1,77.1,23.6,2025-05-25T15:46:53.631Z,2025-05-25T15:46:55Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5750259703,56,Right,5750259709,212,8.2,5750259705,140,71.2,5750259713,213,3.86,5750259707,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818922979,501,1,2,55,13,czkf5t3ai00ghwbga03i5aqxw,1,72.2,8.9,2025-05-25T15:46:55.584Z,2025-05-25T15:46:58Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750259859,140,73.4,5750259865,212,12.0,5750259867,213,1.47,5750259857,56,Center,5750259863,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923015,502,1,2,55,16,czkf5t3ai00ghwbga03i5aqxw,1,72.0,15.3,2025-05-25T15:46:58.512Z,2025-05-25T15:47:01Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5750260049,212,7.8,5750260045,140,76.5,5750260051,213,5.36,5750260043,56,Right,5750260047,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923059,503,1,2,55,18,czkf5t3ai00ghwbga03i5aqxw,1,76.9,7.6,2025-05-25T15:47:00.176Z,2025-05-25T16:16:29Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5750260307,213,1.74,5750260301,140,74.7,5750260305,212,13.7,5750260299,56,Center,5750260303,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923063,504,61,2,55,19,czkf5t3ai00ghwbga03i5aqxw,1,74.7,27.4,2025-05-25T15:47:01.040Z,2025-05-25T16:16:26Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5750260313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923047,610,61,2,55,20,9zqn9ugvg64it0lr5z8cq4g9v,1,24.0,63.9,2025-05-25T15:47:01.933Z,2025-05-25T16:16:06Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5750260243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923161,505,1,2,55,25,czkf5t3ai00ghwbga03i5aqxw,1,69.6,26.2,2025-05-25T15:47:06.767Z,2025-05-25T15:47:13Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5750260777,212,9.0,5750260773,140,75.9,5750260771,56,Right,5750260779,213,5.54,5750260775,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923199,506,1,2,55,31,czkf5t3ai00ghwbga03i5aqxw,1,97.8,14.9,2025-05-25T15:47:13.538Z,2025-05-25T15:47:16Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5750260967,213,1.59,5750260957,155,,5750260963,141,70.0,5750260955,2,,5750260959,56,Center,5750260961,140,97.1,5750260969,1,,5750260965,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923233,507,1,2,55,34,czkf5t3ai00ghwbga03i5aqxw,1,97.3,69.9,2025-05-25T15:47:16.455Z,2025-05-25T15:48:19Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,1.0,,5750264711,210,15,5750261227,212,8.3,5750261223,140,95.1,5750261221,56,Center,5750264713,154,,5750261229,213,4.43,5750261225,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818923237,508,15,2,55,38,czkf5t3ai00ghwbga03i5aqxw,1,94.6,56.3,2025-05-25T15:47:19.943Z,2025-05-25T15:48:20Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5750261261,56,Center,5750261259,61,,5750264773,102,50.8,5750264777,103,17.7,5750264753,29,,5750264785,147,52.7,5750264047,72,,5750264783,146,97.7,5750264793,233,5750264779,214,5750264761,55,507,5750264781,328,,5750264749,78,5750261257,22,,5750264755,154,,,611,,,,,,,,,,,,,
2818923251,611,10,2,55,38,9zqn9ugvg64it0lr5z8cq4g9v,1,0.8,46.8,2025-05-25T15:47:20.043Z,2025-05-25T15:48:20Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5750261343,56,Back,5750261643,174,,5750264809,233,508,5750261341,182,,5750261645,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
