id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2818200257,500,1,1,45,16,cfvya7igkhkas7wvsktwz6j8k,0,43.4,76.4,2025-05-24T13:46:08.593Z,2025-05-24T13:46:17Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746251443,56,Left,5746251445,140,57.4,5746251451,213,0.69,5746251449,212,19.0,5746251447,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200287,503,1,1,45,18,cfvya7igkhkas7wvsktwz6j8k,0,61.5,96.9,2025-05-24T13:46:10.609Z,2025-05-24T13:50:35Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746262839,213,5.39,5746262831,56,Center,5746263225,155,,5746262837,212,24.2,5746262835,141,69.1,5746262833,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200261,501,44,1,45,22,cfvya7igkhkas7wvsktwz6j8k,1,78.2,68.2,2025-05-24T13:46:14.074Z,2025-05-24T14:21:24Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746263883,233,414,5746251473,286,,5746251471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200229,414,44,1,45,22,durq4oppf7c08tnbzrlebt0uz,0,21.8,31.8,2025-05-24T13:46:14.075Z,2025-05-24T14:21:24Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5746263851,233,501,5746251307,56,Back,5746251309,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818202491,520,1,1,45,23,cfvya7igkhkas7wvsktwz6j8k,0,75.8,68.9,2025-05-24T13:46:14.935Z,2025-05-24T13:51:45Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746264515,56,Center,5746266011,212,1.9,5746266005,168,,5746266009,141,67.9,5746266007,140,77.5,5746266013,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818202489,438,61,1,45,23,durq4oppf7c08tnbzrlebt0uz,1,76.6,63.6,2025-05-24T13:46:15.235Z,2025-05-24T13:51:47Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5746264341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200245,415,12,1,45,23,durq4oppf7c08tnbzrlebt0uz,1,16.3,37.9,2025-05-24T13:46:15.468Z,2025-05-24T13:46:20Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746251373,213,6.16,5746251407,15,,5746251365,56,Back,5746251369,141,35.5,5746251371,212,13.0,5746251367,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200289,416,12,1,45,27,durq4oppf7c08tnbzrlebt0uz,1,24.5,60.9,2025-05-24T13:46:19.452Z,2025-05-24T13:46:21Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746251655,56,Back,5746251663,213,5.74,5746251657,140,38.8,5746251661,212,17.6,5746251659,141,47.5,5746251679,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200355,418,1,1,45,30,durq4oppf7c08tnbzrlebt0uz,1,33.9,34.0,2025-05-24T13:46:22.874Z,2025-05-24T13:46:25Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746251979,212,27.7,5746251977,141,14.9,5746251971,155,,5746251975,140,57.2,5746251981,213,5.80,5746251973,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200407,419,1,1,45,33,durq4oppf7c08tnbzrlebt0uz,1,60.8,14.4,2025-05-24T13:46:25.708Z,2025-05-24T13:46:30Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5746252215,212,22.3,5746252209,56,Center,5746252217,213,0.37,5746252211,140,80.6,5746252213,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200415,420,50,1,45,37,durq4oppf7c08tnbzrlebt0uz,1,88.8,31.6,2025-05-24T13:46:29.752Z,2025-05-24T13:46:33Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5746252245,286,,5746252345,233,505,5746252243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200419,505,7,1,45,37,cfvya7igkhkas7wvsktwz6j8k,1,11.2,68.4,2025-05-24T13:46:29.753Z,2025-05-24T13:46:35Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746252281,233,420,5746252261,285,,5746252495,167,,5746252259,56,Back,5746252565,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200433,421,6,1,45,39,durq4oppf7c08tnbzrlebt0uz,1,89.8,33.0,2025-05-24T13:46:31.020Z,2025-05-24T14:21:19Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5746252383,56,Center,5746252525,233,506,5746252385,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200461,506,6,1,45,39,cfvya7igkhkas7wvsktwz6j8k,0,10.2,67.0,2025-05-24T13:46:31.020Z,2025-05-24T14:21:19Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746252505,56,Back,5746252507,73,,5746252539,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200773,423,1,1,46,11,durq4oppf7c08tnbzrlebt0uz,0,99.5,0.5,2025-05-24T13:47:02.939Z,2025-05-24T13:47:05Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746254505,213,1.84,5746254507,1,,5746254501,141,49.9,5746254499,140,90.8,5746254503,212,34.8,5746254493,155,,5746254489,2,,5746254497,56,Center,5746254491,6,,5746254495,224,,,,,,,,,,,,,,,,,,,,,,,,
2818200781,507,12,1,46,14,cfvya7igkhkas7wvsktwz6j8k,1,4.4,51.2,2025-05-24T13:47:06.073Z,2025-05-24T13:48:33Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746254561,15,,5746254553,213,0.44,5746254549,141,71.1,5746254541,56,Back,5746254545,140,31.7,5746254551,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200799,424,1,1,46,15,durq4oppf7c08tnbzrlebt0uz,0,73.3,25.6,2025-05-24T13:47:07.468Z,2025-05-24T13:47:08Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746254655,3,,5746254663,212,14.1,5746254659,140,86.7,5746254657,56,Center,5746254661,141,27.7,5746254665,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200825,508,12,1,46,17,cfvya7igkhkas7wvsktwz6j8k,1,7.2,62.7,2025-05-24T13:47:08.944Z,2025-05-24T13:47:10Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746254813,212,21.4,5746254841,15,,5746254815,213,0.54,5746254807,56,Back,5746254809,140,24.7,5746254811,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200849,509,61,1,46,18,cfvya7igkhkas7wvsktwz6j8k,0,24.5,78.5,2025-05-24T13:47:10.384Z,2025-05-24T13:48:45Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746254935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200895,425,1,1,46,19,durq4oppf7c08tnbzrlebt0uz,1,74.3,27.9,2025-05-24T13:47:11.051Z,2025-05-24T13:47:14Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746255151,141,30.1,5746255145,3,,5746255147,56,Center,5746255155,213,0.27,5746255153,212,5.7,5746255149,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200907,426,1,1,46,22,durq4oppf7c08tnbzrlebt0uz,1,79.5,32.2,2025-05-24T13:47:14.347Z,2025-05-24T13:49:11Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746255259,141,37.0,5746260263,155,,5746255255,140,72.4,5746255263,213,2.73,5746255251,56,Center,5746255261,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200929,427,1,1,46,24,durq4oppf7c08tnbzrlebt0uz,1,72.9,40.3,2025-05-24T13:47:16.603Z,2025-05-24T13:49:09Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746255403,212,16.7,5746255397,56,Center,5746255401,141,64.3,5746255399,140,76.1,5746255405,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200963,428,1,1,46,26,durq4oppf7c08tnbzrlebt0uz,1,76.1,66.9,2025-05-24T13:47:18.539Z,2025-05-24T13:47:22Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746255597,212,38.7,5746255591,56,Right,5746255595,141,13.1,5746255593,140,88.0,5746255589,155,,5746255599,213,5.04,5746255601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200977,429,1,1,46,30,durq4oppf7c08tnbzrlebt0uz,0,88.0,13.1,2025-05-24T13:47:22.316Z,2025-05-24T13:47:23Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746255669,141,35.7,5746255661,2,,5746255671,212,20.8,5746255667,140,100.0,5746255665,56,Center,5746255673,213,0.83,5746255663,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201013,430,5,1,46,31,durq4oppf7c08tnbzrlebt0uz,0,101.4,37.0,2025-05-24T13:47:23.152Z,2025-05-24T14:20:46Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746255909,233,510,5746255887,56,Center,5746255889,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818200985,510,5,1,46,31,cfvya7igkhkas7wvsktwz6j8k,1,-1.4,63.0,2025-05-24T13:47:23.152Z,2025-05-24T14:20:46Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746255893,233,430,5746255703,56,Back,5746255705,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201041,511,1,1,46,36,cfvya7igkhkas7wvsktwz6j8k,1,3.6,52.1,2025-05-24T13:47:28.816Z,2025-05-24T13:47:30Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5746256029,56,Back,5746256035,212,8.2,5746256031,140,3.2,5746256027,124,,5746256037,213,4.66,5746256041,237,,5746256033,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201061,512,1,1,46,38,cfvya7igkhkas7wvsktwz6j8k,1,6.4,35.2,2025-05-24T13:47:30.480Z,2025-05-24T13:47:32Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746256141,212,16.6,5746256139,141,43.1,5746256137,140,21.4,5746256135,56,Back,5746256143,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201079,513,1,1,46,40,cfvya7igkhkas7wvsktwz6j8k,1,23.0,45.4,2025-05-24T13:47:32.466Z,2025-05-24T13:47:34Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746256223,212,14.6,5746256225,213,3.90,5746256219,140,12.9,5746256217,56,Back,5746256221,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201129,514,1,1,46,42,cfvya7igkhkas7wvsktwz6j8k,1,14.7,28.6,2025-05-24T13:47:34.400Z,2025-05-24T13:47:38Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746256491,141,4.6,5746256495,213,5.16,5746256493,212,18.1,5746256489,140,22.1,5746256487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201169,515,1,1,46,49,cfvya7igkhkas7wvsktwz6j8k,0,34.5,5.0,2025-05-24T13:47:40.937Z,2025-05-24T13:47:42Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746256757,56,Center,5746256759,140,87.1,5746256763,212,63.9,5746256755,155,,5746256765,213,0.53,5746256767,1,,5746256761,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201183,431,12,1,46,50,durq4oppf7c08tnbzrlebt0uz,1,22.2,51.8,2025-05-24T13:47:42.508Z,2025-05-24T13:47:44Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5746256849,212,4.5,5746256915,15,,5746256845,140,26.3,5746256847,141,53.7,5746256853,213,0.29,5746256843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201219,432,12,1,46,52,durq4oppf7c08tnbzrlebt0uz,1,22.3,51.8,2025-05-24T13:47:44.812Z,2025-05-24T13:47:45Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746257039,56,Back,5746257049,15,,5746257043,141,52.4,5746257047,213,0.04,5746257041,140,32.6,5746257045,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201295,516,1,1,46,56,cfvya7igkhkas7wvsktwz6j8k,1,68.7,50.4,2025-05-24T13:47:48.136Z,2025-05-24T13:47:50Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746257423,140,66.3,5746257425,141,87.5,5746257427,212,25.4,5746257421,56,Left,5746257429,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201337,517,1,1,46,58,cfvya7igkhkas7wvsktwz6j8k,0,68.9,93.3,2025-05-24T13:47:50.847Z,2025-05-24T13:47:53Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746257579,140,93.1,5746257585,213,5.41,5746257577,56,Center,5746257581,141,49.0,5746257575,155,,5746257587,1,,5746257573,2,,5746257583,212,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201377,433,12,1,47,2,durq4oppf7c08tnbzrlebt0uz,1,6.4,51.2,2025-05-24T13:47:54.540Z,2025-05-24T13:47:58Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5746257803,56,Back,5746257809,212,13.8,5746257807,141,71.1,5746257811,213,1.36,5746257805,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201365,518,1,1,47,4,cfvya7igkhkas7wvsktwz6j8k,0,94.1,27.7,2025-05-24T13:47:56.055Z,2025-05-24T13:47:57Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746257769,212,14.8,5746257759,2,,5746257765,140,92.2,5746257761,155,,5746257771,213,1.71,5746257767,141,49.3,5746257763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201383,434,61,1,47,6,durq4oppf7c08tnbzrlebt0uz,1,10.0,57.5,2025-05-24T13:47:58.802Z,2025-05-24T13:47:59Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746257827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201449,436,30,1,47,13,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-24T13:48:05.757Z,2025-05-24T13:48:05Z,,,,,5746258153,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818201451,519,30,1,47,13,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T13:48:05.757Z,2025-05-24T13:48:06Z,,,,,5746258157,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207037,532,18,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T14:03:39.301Z,2025-05-24T14:04:30Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746289795,42,,5746289907,55,533,5746289799,59,26,5746289797,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207045,533,19,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T14:03:39.302Z,2025-05-24T14:04:30Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5746289867,293,4,5746289861,292,7,5746289877,55,532,5746289851,145,4,5746289845,42,,5746289873,44,Midfielder,5746289855,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207239,534,18,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T14:03:39.401Z,2025-05-24T14:04:46Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746290921,44,Forward,5746290975,55,535,5746290919,42,,5746290923,59,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207245,535,19,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T14:03:39.402Z,2025-05-24T14:04:46Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5746290955,42,,5746290963,292,3,5746290961,59,21,5746290967,44,Defender,5746290965,293,1,5746290959,145,3,5746290969,55,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206551,439,32,2,45,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-24T14:03:49.301Z,2025-05-24T14:03:50Z,,,,,5746287369,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206545,521,32,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T14:03:49.301Z,2025-05-24T14:03:49Z,,,,,5746287325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206599,522,1,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,50.2,50.0,2025-05-24T14:03:49.302Z,2025-05-24T14:03:53Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5746287589,213,3.13,5746287591,279,S,5746287585,141,50.4,5746287581,56,Back,5746287587,212,23.8,5746287583,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206623,523,1,2,45,3,cfvya7igkhkas7wvsktwz6j8k,0,28.4,50.0,2025-05-24T14:03:53.172Z,2025-05-24T14:03:55Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746287711,213,6.01,5746287709,212,55.0,5746287713,1,,5746287705,140,78.9,5746287707,141,28.3,5746287701,157,,5746287703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206655,440,1,2,45,6,durq4oppf7c08tnbzrlebt0uz,1,22.2,62.4,2025-05-24T14:03:55.634Z,2025-05-24T14:03:58Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5746287929,212,15.3,5746287925,140,36.0,5746287931,213,0.33,5746287927,141,69.7,5746287921,3,,5746287923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206661,441,43,2,45,9,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-24T14:03:58.575Z,2025-05-24T14:05:53Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746287947,56,Back,5746287949,285,0,5746295435,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206663,442,1,2,45,9,durq4oppf7c08tnbzrlebt0uz,0,36.0,69.7,2025-05-24T14:03:58.767Z,2025-05-24T14:05:54Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746287961,212,4.4,5746287951,3,,5746287959,141,69.4,5746287957,140,40.2,5746287963,213,6.24,5746287955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206787,528,61,2,45,10,cfvya7igkhkas7wvsktwz6j8k,1,63.0,12.7,2025-05-24T14:03:59.883Z,2025-05-24T14:06:21Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746296867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207379,541,1,2,45,11,cfvya7igkhkas7wvsktwz6j8k,1,57.4,15.4,2025-05-24T14:04:01.133Z,2025-05-24T14:06:34Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5746298305,141,7.0,5746298301,56,Right,5746298307,212,8.6,5746298303,140,63.5,5746298309,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206749,525,1,2,45,12,cfvya7igkhkas7wvsktwz6j8k,1,61.8,6.2,2025-05-24T14:04:01.779Z,2025-05-24T14:04:05Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746288403,140,56.1,5746288405,141,16.1,5746288407,212,9.0,5746288401,56,Right,5746288409,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206699,524,1,2,45,13,cfvya7igkhkas7wvsktwz6j8k,1,58.3,9.4,2025-05-24T14:04:02.707Z,2025-05-24T14:06:54Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5746299781,141,6.2,5746299785,213,5.99,5746299777,56,Right,5746299779,140,65.2,5746299783,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207385,542,1,2,45,14,cfvya7igkhkas7wvsktwz6j8k,1,66.4,2.5,2025-05-24T14:04:03.634Z,2025-05-24T14:07:19Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746301595,213,2.25,5746301583,56,Right,5746301591,141,8.8,5746301587,140,63.1,5746301593,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206757,526,1,2,45,15,cfvya7igkhkas7wvsktwz6j8k,0,56.1,16.1,2025-05-24T14:04:05.051Z,2025-05-24T14:07:24Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746288451,141,0.0,5746288449,140,76.5,5746288455,213,5.77,5746288447,56,Right,5746288453,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206775,443,5,2,45,17,durq4oppf7c08tnbzrlebt0uz,1,24.0,101.2,2025-05-24T14:04:06.338Z,2025-05-24T14:20:46Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746288543,347,,5746288541,56,Back,5746288557,233,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206765,527,5,2,45,17,cfvya7igkhkas7wvsktwz6j8k,0,76.0,-1.2,2025-05-24T14:04:06.338Z,2025-05-24T14:04:10Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746288575,233,443,5746288493,56,Right,5746288495,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206861,444,1,2,45,23,durq4oppf7c08tnbzrlebt0uz,0,24.6,100.0,2025-05-24T14:04:12.414Z,2025-05-24T14:04:14Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746288983,140,46.2,5746288981,56,Back,5746288987,212,24.1,5746288985,141,88.7,5746288991,1,,5746288989,213,5.94,5746288979,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206883,529,8,2,45,25,cfvya7igkhkas7wvsktwz6j8k,1,63.6,4.6,2025-05-24T14:04:15.066Z,2025-05-24T14:07:43Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5746289003,56,Right,5746289037,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206911,530,12,2,45,27,cfvya7igkhkas7wvsktwz6j8k,1,42.2,5.8,2025-05-24T14:04:16.971Z,2025-05-24T14:04:18Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746289159,56,Back,5746289249,167,,5746289163,141,0.0,5746289165,212,6.0,5746289167,213,4.24,5746289161,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206925,445,5,2,45,27,durq4oppf7c08tnbzrlebt0uz,1,58.8,101.6,2025-05-24T14:04:17.296Z,2025-05-24T14:04:20Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746289239,56,Left,5746289253,233,531,5746289241,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206919,531,5,2,45,27,cfvya7igkhkas7wvsktwz6j8k,0,41.2,-1.6,2025-05-24T14:04:17.296Z,2025-05-24T14:20:47Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746289203,347,,5746289259,233,445,5746289199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207091,446,1,2,45,40,durq4oppf7c08tnbzrlebt0uz,1,59.0,100.0,2025-05-24T14:04:29.774Z,2025-05-24T14:04:33Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746290093,56,Left,5746290095,140,77.0,5746290101,213,5.81,5746290099,212,21.3,5746290097,141,87.4,5746290091,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207121,447,1,2,45,43,durq4oppf7c08tnbzrlebt0uz,1,77.5,86.9,2025-05-24T14:04:32.990Z,2025-05-24T14:04:35Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5746290265,213,5.22,5746290261,141,80.5,5746290259,140,79.8,5746290257,56,Left,5746290263,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207135,448,43,2,45,46,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-24T14:04:35.390Z,2025-05-24T14:08:03Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746290347,286,0,5746304883,144,3,5746290345,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207169,449,1,2,45,48,durq4oppf7c08tnbzrlebt0uz,1,80.8,86.2,2025-05-24T14:04:37.374Z,2025-05-24T14:04:39Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746290539,56,Left,5746290545,212,11.5,5746290541,140,70.8,5746290547,213,2.73,5746290543,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818207199,450,1,2,45,49,durq4oppf7c08tnbzrlebt0uz,0,70.8,93.0,2025-05-24T14:04:39.055Z,2025-05-24T14:04:41Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746290701,141,73.0,5746290705,213,5.75,5746290699,140,92.5,5746290703,212,26.5,5746290697,56,Center,5746290695,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
