id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2807079517,530,1,2,54,49,46yo78zak2j7kaxc5ak1fnm60,0,39.7,90.8,2025-04-27T13:11:43.282Z,2025-04-27T13:27:31Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5684702417,212,5.0,5684702415,141,88.0,5684702419,213,3.53,5684702413,140,35.3,5684702411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807103169,774,61,2,54,50,spvvjmk37iid7hsky9g3nce7,1,56.8,12.7,2025-04-27T13:11:44.167Z,2025-04-27T13:27:25Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5684829889,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079783,531,1,2,54,53,46yo78zak2j7kaxc5ak1fnm60,1,25.9,73.5,2025-04-27T13:11:47.601Z,2025-04-27T13:27:53Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5684703749,140,21.2,5684703757,212,28.6,5684703763,213,4.54,5684703745,56,Back,5684703753,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079811,532,1,2,54,57,46yo78zak2j7kaxc5ak1fnm60,0,19.9,29.1,2025-04-27T13:11:51.905Z,2025-04-27T13:11:52Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5684703897,141,35.1,5684703903,1,,5684703901,213,0.08,5684703899,212,50.8,5684703895,140,68.1,5684703893,56,Center,5684703891,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079879,625,12,2,54,59,spvvjmk37iid7hsky9g3nce7,1,29.0,67.5,2025-04-27T13:11:53.279Z,2025-04-27T13:11:55Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684704247,140,38.7,5684704245,56,Back,5684704253,213,6.26,5684704251,212,10.2,5684704249,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079857,533,61,2,55,0,46yo78zak2j7kaxc5ak1fnm60,1,63.1,37.9,2025-04-27T13:11:54.498Z,2025-04-27T13:11:54Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5684704133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079901,534,5,2,55,1,46yo78zak2j7kaxc5ak1fnm60,0,64.2,-1.4,2025-04-27T13:11:55.265Z,2025-04-27T14:32:27Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5684704361,56,Right,5684704501,233,626,5684704363,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807079889,626,5,2,55,1,spvvjmk37iid7hsky9g3nce7,1,35.8,101.4,2025-04-27T13:11:55.265Z,2025-04-27T14:32:27Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684704311,56,Back,5684704313,347,,5684704427,233,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080745,627,1,2,55,29,spvvjmk37iid7hsky9g3nce7,1,38.3,100.0,2025-04-27T13:12:23.279Z,2025-04-27T13:12:26Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684708797,1,,5684708789,212,21.7,5684708775,107,,5684708785,141,95.4,5684708777,56,Left,5684708781,140,58.5,5684708793,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080779,628,1,2,55,32,spvvjmk37iid7hsky9g3nce7,1,58.5,95.4,2025-04-27T13:12:26.032Z,2025-04-27T13:12:27Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684708957,212,9.1,5684708961,213,4.91,5684708955,141,82.3,5684708951,56,Left,5684708953,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080803,629,1,2,55,33,spvvjmk37iid7hsky9g3nce7,1,60.2,82.3,2025-04-27T13:12:27.120Z,2025-04-27T13:12:28Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5684709095,141,85.1,5684709097,212,20.8,5684709091,56,Back,5684709093,140,40.5,5684709089,3,,5684709099,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080819,630,1,2,55,34,spvvjmk37iid7hsky9g3nce7,1,40.5,85.1,2025-04-27T13:12:28.032Z,2025-04-27T13:12:29Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684709195,212,5.4,5684709185,140,43.2,5684709197,213,5.27,5684709179,56,Back,5684709193,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080853,631,1,2,55,34,spvvjmk37iid7hsky9g3nce7,1,43.2,78.4,2025-04-27T13:12:28.848Z,2025-04-27T13:12:31Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684709369,213,3.37,5684709351,56,Back,5684709361,141,75.9,5684709537,156,,5684709357,140,36.3,5684709365,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807080979,632,1,2,55,37,spvvjmk37iid7hsky9g3nce7,0,36.3,75.9,2025-04-27T13:12:31.616Z,2025-04-27T13:12:34Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684710003,141,83.0,5684710001,140,94.3,5684710005,212,61.1,5684709997,155,,5684710009,1,,5684710007,213,0.08,5684709999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081121,536,1,2,55,42,46yo78zak2j7kaxc5ak1fnm60,1,7.9,33.7,2025-04-27T13:12:36.778Z,2025-04-27T13:12:39Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684710837,140,3.3,5684710835,56,Back,5684710839,141,54.6,5684710843,213,1.90,5684710841,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081245,537,1,2,55,45,46yo78zak2j7kaxc5ak1fnm60,1,9.6,59.9,2025-04-27T13:12:39.817Z,2025-04-27T13:12:43Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5684711495,56,Back,5684711503,213,1.18,5684711501,212,21.9,5684711497,140,17.5,5684711499,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081329,538,1,2,55,49,46yo78zak2j7kaxc5ak1fnm60,0,16.3,96.3,2025-04-27T13:12:43.577Z,2025-04-27T13:12:46Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5684711809,212,50.0,5684711807,141,75.0,5684711801,155,,5684711803,56,Center,5684711811,213,5.99,5684711813,1,,5684711805,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081593,635,1,2,55,53,spvvjmk37iid7hsky9g3nce7,1,30.3,42.8,2025-04-27T13:12:47.808Z,2025-04-27T13:12:54Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684713135,56,Back,5684713137,140,7.3,5684713143,213,2.91,5684713141,212,24.8,5684713139,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081675,636,1,2,56,0,spvvjmk37iid7hsky9g3nce7,1,10.9,54.3,2025-04-27T13:12:54.336Z,2025-04-27T13:12:57Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684713485,213,0.14,5684713479,140,23.9,5684713477,56,Back,5684713483,212,13.8,5684713481,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081737,637,1,2,56,2,spvvjmk37iid7hsky9g3nce7,1,24.2,58.8,2025-04-27T13:12:56.843Z,2025-04-27T13:12:58Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684713787,212,8.3,5684713775,56,Back,5684713777,140,30.4,5684713781,141,66.4,5684713791,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081793,638,1,2,56,4,spvvjmk37iid7hsky9g3nce7,1,30.4,66.4,2025-04-27T13:12:58.320Z,2025-04-27T13:13:00Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5684714077,141,80.5,5684714083,213,2.43,5684714079,212,14.7,5684714075,140,19.8,5684714073,56,Back,5684714151,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081857,639,1,2,56,7,spvvjmk37iid7hsky9g3nce7,1,19.8,80.5,2025-04-27T13:13:00.992Z,2025-04-27T13:13:02Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684714415,212,21.9,5684714417,213,4.08,5684714409,56,Back,5684714411,140,7.5,5684714413,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081903,640,1,2,56,8,spvvjmk37iid7hsky9g3nce7,1,7.5,54.5,2025-04-27T13:13:02.095Z,2025-04-27T13:13:04Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684714623,56,Back,5684714625,140,7.6,5684714629,212,16.9,5684714631,213,4.72,5684714627,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081935,641,1,2,56,10,spvvjmk37iid7hsky9g3nce7,1,7.6,29.7,2025-04-27T13:13:04.160Z,2025-04-27T13:13:05Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684714779,140,11.8,5684714785,213,0.94,5684714781,141,38.5,5684714783,212,7.4,5684714777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807081997,642,1,2,56,11,spvvjmk37iid7hsky9g3nce7,1,11.8,38.5,2025-04-27T13:13:05.440Z,2025-04-27T13:13:07Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684715095,141,43.0,5684715091,56,Back,5684715093,140,5.7,5684715105,213,2.70,5684715099,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082041,643,1,2,56,13,spvvjmk37iid7hsky9g3nce7,1,5.7,43.0,2025-04-27T13:13:07.375Z,2025-04-27T13:13:09Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684715373,141,25.6,5684715371,140,12.7,5684715375,212,13.9,5684715377,213,5.27,5684715369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082085,644,1,2,56,14,spvvjmk37iid7hsky9g3nce7,1,12.7,25.6,2025-04-27T13:13:08.896Z,2025-04-27T13:13:10Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684715667,213,4.64,5684715665,212,12.1,5684715663,141,7.9,5684715659,56,Back,5684715661,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082151,645,1,2,56,16,spvvjmk37iid7hsky9g3nce7,0,11.9,7.9,2025-04-27T13:13:10.496Z,2025-04-27T13:13:12Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5684716047,140,33.9,5684716045,56,Back,5684716053,212,23.1,5684716049,141,5.8,5684716057,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082351,540,1,2,56,20,46yo78zak2j7kaxc5ak1fnm60,1,64.8,96.6,2025-04-27T13:13:14.441Z,2025-04-27T13:13:18Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5684716885,213,3.45,5684716879,140,54.4,5684716881,141,91.5,5684716883,212,11.5,5684716877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082417,541,1,2,56,24,46yo78zak2j7kaxc5ak1fnm60,1,54.0,83.0,2025-04-27T13:13:18.529Z,2025-04-27T13:13:21Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5684717207,212,25.2,5684717195,140,52.0,5684717213,213,4.63,5684717189,56,Center,5684717201,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082535,542,1,2,56,26,46yo78zak2j7kaxc5ak1fnm60,1,53.1,41.9,2025-04-27T13:13:20.842Z,2025-04-27T13:13:24Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684717893,213,1.74,5684717891,212,26.1,5684717881,140,48.8,5684717877,56,Back,5684717885,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082633,543,1,2,56,30,46yo78zak2j7kaxc5ak1fnm60,1,53.0,79.4,2025-04-27T13:13:24.697Z,2025-04-27T13:13:28Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5684718355,212,22.3,5684718349,56,Left,5684718351,140,71.9,5684718353,141,94.2,5684718347,155,,5684718357,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082753,544,1,2,56,34,46yo78zak2j7kaxc5ak1fnm60,1,72.8,96.6,2025-04-27T13:13:28.274Z,2025-04-27T13:13:34Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5684718983,212,19.7,5684718977,56,Left,5684718981,141,88.0,5684718985,213,5.98,5684718979,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082781,545,1,2,56,36,46yo78zak2j7kaxc5ak1fnm60,0,90.7,88.0,2025-04-27T13:13:30.890Z,2025-04-27T14:25:57Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5684719101,140,94.9,5684719103,141,53.3,5684719099,56,Center,5684719105,212,24.0,5684719097,155,,5685247257,233,646,5684719095,2,,5684719107,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807103183,775,43,2,56,40,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-27T13:13:34.341Z,2025-04-27T14:25:39Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684843135,88,0,5685245359,233,545,5684843133,56,Back,5685246011,144,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082741,646,11,2,56,40,spvvjmk37iid7hsky9g3nce7,0,3.6,47.3,2025-04-27T13:13:34.344Z,2025-04-27T14:25:51Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684718949,56,Back,5684718951,88,,5685247293,233,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082831,647,3,2,56,42,spvvjmk37iid7hsky9g3nce7,0,7.6,75.5,2025-04-27T13:13:36.544Z,2025-04-27T14:20:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684719417,56,Back,5684719421,285,,5684720151,233,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082951,546,7,2,56,42,46yo78zak2j7kaxc5ak1fnm60,1,92.4,24.5,2025-04-27T13:13:36.545Z,2025-04-27T14:20:42Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5684720057,286,,5684720055,56,Center,5684720107,233,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082919,648,83,2,56,46,spvvjmk37iid7hsky9g3nce7,0,9.2,89.0,2025-04-27T13:13:40.128Z,2025-04-27T13:13:43Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684720423,399,3ihcnb7xmqlsefg10xbdraqqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807082973,547,1,2,56,47,46yo78zak2j7kaxc5ak1fnm60,1,88.1,8.0,2025-04-27T13:13:41.154Z,2025-04-27T13:13:42Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5684720187,141,14.9,5684720183,56,Right,5684720191,212,8.3,5684720185,140,81.6,5684720195,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083007,548,1,2,56,47,46yo78zak2j7kaxc5ak1fnm60,1,81.1,13.7,2025-04-27T13:13:41.825Z,2025-04-27T13:13:43Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684720375,141,26.1,5684720373,140,79.4,5684720371,56,Center,5684720377,212,8.6,5684720379,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083053,549,1,2,56,49,46yo78zak2j7kaxc5ak1fnm60,1,79.7,27.4,2025-04-27T13:13:43.346Z,2025-04-27T13:29:32Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5684720599,213,6.21,5684720597,212,14.7,5684720593,140,93.7,5684720591,56,Center,5684720595,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083077,550,1,2,56,50,46yo78zak2j7kaxc5ak1fnm60,0,97.3,24.1,2025-04-27T13:13:44.297Z,2025-04-27T13:29:45Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5684720759,56,Center,5684720763,141,30.0,5684720761,140,96.7,5684720765,212,4.1,5684720767,213,1.73,5684720755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083043,649,61,2,56,51,spvvjmk37iid7hsky9g3nce7,1,4.4,70.9,2025-04-27T13:13:45.052Z,2025-04-27T13:13:45Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684720555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083141,650,12,2,56,53,spvvjmk37iid7hsky9g3nce7,1,9.0,67.0,2025-04-27T13:13:47.776Z,2025-04-27T13:13:48Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684721141,15,,5684721117,141,59.6,5684721119,212,9.2,5684721121,213,5.70,5684721115,140,16.3,5684721113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083329,551,13,2,56,55,46yo78zak2j7kaxc5ak1fnm60,1,87.4,36.7,2025-04-27T13:13:49.376Z,2025-04-27T14:26:51Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5684724587,230,99.4,5684724573,102,42.2,5684724575,103,30.6,5684724585,458,,5684722141,22,,5684724577,108,,5684724571,84,,5684722147,56,Center,5684724589,231,5684723937,72,,5684722143,63,,5684724581,328,,,,49.5,,,,,,,,,,,,,,,,,,
2807083683,552,5,2,56,56,46yo78zak2j7kaxc5ak1fnm60,0,101.2,38.3,2025-04-27T13:13:50.364Z,2025-04-27T14:32:28Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5684847239,233,651,5684723911,56,Center,5684723913,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083203,651,5,2,56,56,spvvjmk37iid7hsky9g3nce7,1,-1.2,61.7,2025-04-27T13:13:50.364Z,2025-04-27T14:32:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684721413,56,Back,5684721415,346,,5684847221,233,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083741,653,1,2,57,14,spvvjmk37iid7hsky9g3nce7,1,4.2,57.5,2025-04-27T13:14:08.400Z,2025-04-27T13:14:09Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684724239,56,Back,5684724241,140,6.1,5684724243,141,37.6,5684724237,124,,5684724245,212,13.7,5684724247,213,4.86,5684724251,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083819,654,1,2,57,15,spvvjmk37iid7hsky9g3nce7,1,5.8,37.6,2025-04-27T13:14:09.617Z,2025-04-27T13:14:12Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684724683,56,Back,5684724691,213,1.64,5684724685,140,4.5,5684724689,212,18.5,5684724687,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083887,655,1,2,57,18,spvvjmk37iid7hsky9g3nce7,1,6.2,73.3,2025-04-27T13:14:12.353Z,2025-04-27T13:14:15Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684725085,56,Back,5684725093,213,1.85,5684725091,212,7.6,5684725087,140,4.2,5684725089,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083925,656,1,2,57,21,spvvjmk37iid7hsky9g3nce7,1,8.2,68.8,2025-04-27T13:14:15.377Z,2025-04-27T13:14:17Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684725327,213,4.31,5684725325,212,13.0,5684725319,56,Back,5684725323,141,51.2,5684725321,140,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807083971,657,1,2,57,23,spvvjmk37iid7hsky9g3nce7,1,4.6,49.0,2025-04-27T13:14:17.729Z,2025-04-27T13:14:20Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684725655,213,5.02,5684725649,140,9.7,5684725651,141,24.0,5684725653,212,17.8,5684725647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084097,658,1,2,57,26,spvvjmk37iid7hsky9g3nce7,1,9.7,24.0,2025-04-27T13:14:19.985Z,2025-04-27T13:14:25Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5684726429,212,17.8,5684726431,213,5.82,5684726427,141,12.3,5684726423,56,Back,5684726425,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084123,659,1,2,57,30,spvvjmk37iid7hsky9g3nce7,1,26.6,14.9,2025-04-27T13:14:24.865Z,2025-04-27T13:14:25Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5684726537,140,24.2,5684726545,212,5.5,5684726541,141,22.1,5684726535,56,Back,5684726549,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084155,660,1,2,57,31,spvvjmk37iid7hsky9g3nce7,1,24.2,22.1,2025-04-27T13:14:25.729Z,2025-04-27T13:14:27Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684726755,56,Back,5684726757,140,28.0,5684726763,213,1.20,5684726761,212,10.9,5684726759,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084181,661,1,2,57,33,spvvjmk37iid7hsky9g3nce7,1,28.0,37.0,2025-04-27T13:14:27.217Z,2025-04-27T13:14:28Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684726905,141,35.4,5684726907,212,7.5,5684726903,140,35.1,5684726901,56,Back,5684726909,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084233,662,1,2,57,34,spvvjmk37iid7hsky9g3nce7,1,35.1,35.4,2025-04-27T13:14:28.465Z,2025-04-27T13:14:30Z,bqravo7lm21jq5m4cz8uhx638,B. Bang-Kittilsen,,,5684727179,140,32.8,5684727185,212,12.3,5684727177,56,Back,5684727183,141,53.1,5684727189,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084339,663,1,2,57,36,spvvjmk37iid7hsky9g3nce7,1,36.0,54.0,2025-04-27T13:14:30.593Z,2025-04-27T13:14:35Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684727807,141,75.6,5684727809,212,23.9,5684727811,213,0.66,5684727805,140,54.0,5684727803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084433,664,1,2,57,41,spvvjmk37iid7hsky9g3nce7,1,68.1,74.5,2025-04-27T13:14:34.961Z,2025-04-27T13:14:37Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684728237,140,90.7,5684728235,56,Center,5684728243,213,0.02,5684728241,212,23.7,5684728239,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084585,665,1,2,57,43,spvvjmk37iid7hsky9g3nce7,1,90.8,75.0,2025-04-27T13:14:37.201Z,2025-04-27T13:14:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684729039,2,,5684729045,56,Right,5684729049,141,7.6,5684729055,1,,5684729047,140,95.5,5684729053,213,4.82,5684729051,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084801,666,1,2,57,52,spvvjmk37iid7hsky9g3nce7,1,86.7,5.6,2025-04-27T13:14:46.785Z,2025-04-27T13:14:49Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5684730193,141,13.1,5684730191,140,70.4,5684730189,56,Right,5684730197,213,2.85,5684730195,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084829,667,1,2,57,55,spvvjmk37iid7hsky9g3nce7,0,68.8,15.0,2025-04-27T13:14:49.809Z,2025-04-27T13:14:51Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684730299,140,77.4,5684730305,213,6.10,5684730297,56,Right,5684730301,141,12.6,5684730303,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084857,553,61,2,57,58,46yo78zak2j7kaxc5ak1fnm60,1,32.9,91.7,2025-04-27T13:14:52.111Z,2025-04-27T13:14:52Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5684730435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807084919,668,1,2,57,59,spvvjmk37iid7hsky9g3nce7,1,65.3,10.3,2025-04-27T13:14:52.945Z,2025-04-27T13:14:54Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684730871,213,1.28,5684730865,140,68.2,5684730863,56,Center,5684730867,141,25.5,5684730869,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
