id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2815044761,373,1,1,44,15,cfvya7igkhkas7wvsktwz6j8k,1,34.3,24.6,2025-05-15T17:44:45.769Z,2025-05-15T17:44:48Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5728843875,141,21.3,5728843877,212,9.5,5728843873,140,25.5,5728843871,56,Back,5728843879,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044771,374,1,1,44,18,cfvya7igkhkas7wvsktwz6j8k,1,28.0,13.4,2025-05-15T17:44:48.521Z,2025-05-15T17:44:51Z,7x9rvw3fkbdq9ape85thu5pzp,S. Hedlund,,5728843947,212,24.7,5728843943,140,8.5,5728843941,56,Back,5728843945,141,33.6,5728843949,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044791,375,1,1,44,20,cfvya7igkhkas7wvsktwz6j8k,0,8.1,32.8,2025-05-15T17:44:50.865Z,2025-05-15T17:44:54Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5728844111,141,0.0,5728844109,140,42.0,5728844117,1,,5728844107,56,Back,5728844113,212,42.6,5728844115,213,5.70,5728844105,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044793,376,5,1,44,23,cfvya7igkhkas7wvsktwz6j8k,0,37.8,-1.8,2025-05-15T17:44:53.810Z,2025-05-15T17:45:50Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5728844149,233,455,5728844131,56,Back,5728844133,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044789,455,5,1,44,23,evf5hhqgnjhwjsth1m6pawxdp,1,62.2,101.8,2025-05-15T17:44:53.810Z,2025-05-15T17:45:50Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5728844087,56,Left,5728844139,233,376,5728844089,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044833,456,1,1,44,26,evf5hhqgnjhwjsth1m6pawxdp,1,72.9,100.0,2025-05-15T17:44:56.368Z,2025-05-15T17:45:04Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728844411,141,86.6,5728844419,213,5.77,5728844399,107,,5728844407,140,89.9,5728844403,56,Left,5728844415,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044847,457,1,1,44,34,evf5hhqgnjhwjsth1m6pawxdp,1,84.6,91.7,2025-05-15T17:45:04.401Z,2025-05-15T17:45:06Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5728844475,212,16.9,5728844469,56,Left,5728844473,141,91.1,5728844477,213,3.17,5728844471,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044859,458,1,1,44,36,evf5hhqgnjhwjsth1m6pawxdp,1,68.2,89.3,2025-05-15T17:45:06.513Z,2025-05-15T17:45:08Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728844559,213,3.82,5728844555,141,79.4,5728844551,56,Left,5728844553,140,60.3,5728844557,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044875,459,1,1,44,37,evf5hhqgnjhwjsth1m6pawxdp,1,60.1,79.0,2025-05-15T17:45:08.129Z,2025-05-15T17:45:11Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728844645,212,12.2,5728844639,141,61.1,5728844635,56,Center,5728844653,213,4.80,5728844637,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044905,460,1,1,44,41,evf5hhqgnjhwjsth1m6pawxdp,1,63.3,51.3,2025-05-15T17:45:11.504Z,2025-05-15T17:45:15Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728844817,212,24.3,5728844813,140,75.8,5728844811,56,Center,5728844819,213,5.28,5728844815,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044903,377,45,1,44,44,cfvya7igkhkas7wvsktwz6j8k,0,27.4,85.4,2025-05-15T17:45:14.649Z,2025-05-15T18:24:34Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5728844809,285,,5728844807,56,Back,5728844955,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044919,461,3,1,44,44,evf5hhqgnjhwjsth1m6pawxdp,1,72.6,14.6,2025-05-15T17:45:14.649Z,2025-05-15T18:24:34Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728844915,233,377,5728844887,56,Right,5728844889,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044943,462,1,1,44,46,evf5hhqgnjhwjsth1m6pawxdp,1,90.6,10.0,2025-05-15T17:45:16.929Z,2025-05-15T17:45:20Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728845039,56,Right,5728845045,212,8.7,5728845047,213,0.63,5728845043,141,17.6,5728845041,140,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044945,463,1,1,44,50,evf5hhqgnjhwjsth1m6pawxdp,0,97.3,17.6,2025-05-15T17:45:20.449Z,2025-05-15T17:45:34Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728845051,2,,5728845059,141,20.3,5728845563,286,,5728845057,140,96.5,5728845053,155,,5728845061,212,2.0,5728845559,233,378,5728845055,56,Right,5728845063,213,5728845557,236,2.00,,,,,,,,,,,,,,,,,,,,,,,,
2815044947,378,12,1,44,50,cfvya7igkhkas7wvsktwz6j8k,1,7.1,70.0,2025-05-15T17:45:20.549Z,2025-05-15T17:45:34Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5728845553,185,,5728845067,56,Back,5728845577,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044965,379,12,1,44,52,cfvya7igkhkas7wvsktwz6j8k,1,6.7,69.1,2025-05-15T17:45:22.474Z,2025-05-15T17:45:24Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5728845197,213,0.61,5728845193,141,92.9,5728845191,140,28.8,5728845189,56,Back,5728845195,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044993,381,4,1,44,57,cfvya7igkhkas7wvsktwz6j8k,1,29.7,94.4,2025-05-15T17:45:28.186Z,2025-05-15T17:46:00Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5728845341,13,,5728845345,152,,5728845349,285,,5728845423,233,464,5728845347,265,,5728845343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815044997,464,4,1,44,57,evf5hhqgnjhwjsth1m6pawxdp,0,70.3,5.6,2025-05-15T17:45:28.187Z,2025-05-15T17:46:01Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728845419,265,,5728845427,233,381,5728845413,13,,5728845421,286,,5728845417,152,,5728845415,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045035,465,70,1,45,6,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T17:45:36.587Z,2025-05-15T17:45:36Z,,,,5728845653,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045351,382,1,1,45,59,cfvya7igkhkas7wvsktwz6j8k,0,30.6,89.3,2025-05-15T17:46:30.090Z,2025-05-15T17:46:33Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5728847455,141,55.8,5728847445,5,,5728847461,1,,5728847447,157,,5728847453,140,86.7,5728847457,212,63.2,5728847459,213,5.91,5728847449,152,,5728847451,56,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2815045389,466,4,1,46,3,evf5hhqgnjhwjsth1m6pawxdp,1,18.7,34.3,2025-05-15T17:46:33.952Z,2025-05-15T17:46:55Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728848089,294,,5728847693,285,,5728847685,13,,5728847691,152,,5728847689,56,Back,5728847745,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045357,383,4,1,46,3,cfvya7igkhkas7wvsktwz6j8k,0,81.3,65.7,2025-05-15T17:46:33.953Z,2025-05-15T17:46:46Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5728847739,13,,5728847527,286,,5728847783,233,466,5728847855,294,,5728847741,152,,5728847525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045497,467,1,1,46,26,evf5hhqgnjhwjsth1m6pawxdp,1,25.1,30.1,2025-05-15T17:46:57.186Z,2025-05-15T17:47:03Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,5728848315,157,,5728848325,212,60.9,5728848323,141,22.2,5728848319,56,Center,5728848327,213,6.19,5728848313,5,,5728848329,1,,5728848321,140,82.9,5728848317,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045529,468,1,1,46,32,evf5hhqgnjhwjsth1m6pawxdp,1,82.9,22.2,2025-05-15T17:47:03.186Z,2025-05-15T17:47:07Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728848461,3,,5728848473,213,5.55,5728848469,141,5.8,5728848471,212,16.7,5728848467,140,94.8,5728848463,168,,5728848465,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045531,384,45,1,46,37,cfvya7igkhkas7wvsktwz6j8k,0,8.4,85.2,2025-05-15T17:47:07.569Z,2025-05-15T18:24:35Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728848485,56,Back,5728848575,233,469,5728848487,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045537,469,3,1,46,37,evf5hhqgnjhwjsth1m6pawxdp,1,91.6,14.8,2025-05-15T17:47:07.569Z,2025-05-15T18:24:35Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728848523,56,Right,5728848531,233,384,5728848525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045541,470,1,1,46,38,evf5hhqgnjhwjsth1m6pawxdp,0,99.0,12.6,2025-05-15T17:47:09.058Z,2025-05-15T17:47:10Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728848601,213,1.81,5728848597,141,43.3,5728848593,56,Center,5728848591,155,,5728848589,2,,5728848599,212,21.5,5728848595,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045549,385,12,1,46,40,cfvya7igkhkas7wvsktwz6j8k,1,10.8,55.1,2025-05-15T17:47:10.649Z,2025-05-15T17:47:12Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728848621,141,81.4,5728848617,56,Back,5728848625,213,1.10,5728848627,15,,5728848623,212,20.1,5728848619,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045553,471,1,1,46,41,evf5hhqgnjhwjsth1m6pawxdp,0,81.8,21.3,2025-05-15T17:47:11.778Z,2025-05-15T17:47:12Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728848639,3,,5728848645,141,0.0,5728848647,212,18.6,5728848643,140,91.3,5728848641,56,Right,5728848649,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045563,386,5,1,46,42,cfvya7igkhkas7wvsktwz6j8k,1,9.8,101.8,2025-05-15T17:47:12.334Z,2025-05-15T17:47:16Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728848687,347,,5728848693,233,472,5728848685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045555,472,5,1,46,42,evf5hhqgnjhwjsth1m6pawxdp,0,90.2,-1.8,2025-05-15T17:47:12.334Z,2025-05-15T17:47:15Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728848699,233,386,5728848651,56,Right,5728848653,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045629,387,1,1,46,57,cfvya7igkhkas7wvsktwz6j8k,1,13.2,100.0,2025-05-15T17:47:27.545Z,2025-05-15T17:47:30Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728849075,141,93.0,5728849071,56,Back,5728849079,213,6.01,5728849077,212,21.3,5728849069,107,,5728849073,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045633,388,1,1,46,59,cfvya7igkhkas7wvsktwz6j8k,0,32.7,93.0,2025-05-15T17:47:30.299Z,2025-05-15T17:47:30Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5728849097,140,41.1,5728849103,213,5.46,5728849093,168,,5728849091,3,,5728849099,141,79.0,5728849101,212,13.0,5728849095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045641,473,1,1,47,1,evf5hhqgnjhwjsth1m6pawxdp,0,63.5,8.3,2025-05-15T17:47:31.810Z,2025-05-15T17:47:32Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728849133,56,Right,5728849143,1,,5728849137,141,13.5,5728849135,140,74.1,5728849139,212,11.7,5728849131,157,,5728849141,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045653,389,1,1,47,2,cfvya7igkhkas7wvsktwz6j8k,0,24.4,75.9,2025-05-15T17:47:33.001Z,2025-05-15T17:47:34Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5728849203,212,40.5,5728849189,56,Center,5728849207,213,6.08,5728849195,140,62.2,5728849199,141,63.9,5728849183,157,,5728849211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045659,474,1,1,47,3,evf5hhqgnjhwjsth1m6pawxdp,0,40.5,18.5,2025-05-15T17:47:34.209Z,2025-05-15T17:47:36Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728849249,141,8.3,5728849245,56,Right,5728849251,212,26.7,5728849247,140,65.1,5728849253,213,6.02,5728849243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045667,390,1,1,47,6,cfvya7igkhkas7wvsktwz6j8k,1,27.6,88.1,2025-05-15T17:47:37.258Z,2025-05-15T17:47:40Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728849335,1,,5728849325,56,Center,5728849329,141,58.4,5728849331,212,38.7,5728849333,213,5.73,5728849323,3,,5728849327,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045669,391,61,1,47,9,cfvya7igkhkas7wvsktwz6j8k,0,56.8,55.1,2025-05-15T17:47:39.945Z,2025-05-15T17:47:40Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5728849339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045677,475,1,1,47,11,evf5hhqgnjhwjsth1m6pawxdp,0,45.6,25.2,2025-05-15T17:47:41.553Z,2025-05-15T17:47:42Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5728849395,212,8.9,5728849389,56,Back,5728849391,140,42.0,5728849393,141,37.1,5728849387,3,,5728849397,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045713,392,1,1,47,12,cfvya7igkhkas7wvsktwz6j8k,1,63.3,51.5,2025-05-15T17:47:42.522Z,2025-05-15T17:47:49Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5728849619,140,72.3,5728849623,212,22.2,5728849625,213,5.15,5728849617,56,Center,5728849621,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045715,393,3,1,47,18,cfvya7igkhkas7wvsktwz6j8k,0,93.1,31.9,2025-05-15T17:47:48.985Z,2025-05-15T18:02:01Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5728849637,286,,5728849821,233,476,5728849635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045745,476,7,1,47,18,evf5hhqgnjhwjsth1m6pawxdp,1,6.9,68.1,2025-05-15T17:47:48.986Z,2025-05-15T18:02:01Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728849781,167,,5728849803,233,393,5728849785,285,,5728849783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045765,394,6,1,47,22,cfvya7igkhkas7wvsktwz6j8k,1,92.4,32.2,2025-05-15T17:47:53.266Z,2025-05-15T18:00:05Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5728849895,56,Center,5728849911,233,477,5728849897,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045749,477,6,1,47,22,evf5hhqgnjhwjsth1m6pawxdp,0,7.6,67.8,2025-05-15T17:47:53.266Z,2025-05-15T17:48:16Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728849921,233,394,5728849855,56,Back,5728849857,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045911,395,1,1,47,56,cfvya7igkhkas7wvsktwz6j8k,1,99.5,0.5,2025-05-15T17:48:26.410Z,2025-05-15T18:40:23Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728850543,1,,5728850525,2,,5728850535,140,96.6,5728850541,213,1.66,5728850533,56,Center,5728850527,6,,5728850537,141,49.1,5728850529,155,,5728850539,212,5728850531,223,33.2,,,,,,,,,,,,,,,,,,,,,,,,
2815046025,398,44,1,47,56,cfvya7igkhkas7wvsktwz6j8k,1,96.6,50.4,2025-05-15T17:48:27.234Z,2025-05-15T18:24:39Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728851403,233,478,5728851397,56,Center,5728851399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045933,478,44,1,47,56,evf5hhqgnjhwjsth1m6pawxdp,0,3.4,49.6,2025-05-15T17:48:27.235Z,2025-05-15T18:24:39Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,5728850635,285,,5728850633,56,Back,5728851407,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815046101,399,61,1,47,57,cfvya7igkhkas7wvsktwz6j8k,1,97.3,51.0,2025-05-15T17:48:27.326Z,2025-05-15T18:41:09Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728851649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045921,396,5,1,47,58,cfvya7igkhkas7wvsktwz6j8k,0,101.2,63.0,2025-05-15T17:48:28.326Z,2025-05-15T18:41:12Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728949211,361,,5728850601,346,,5728863337,233,483,5728850599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815047923,402,43,1,47,58,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-15T17:48:28.326Z,2025-05-15T18:02:47Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5728862487,56,Center,5728862785,144,5,5728862489,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048079,483,5,1,47,58,evf5hhqgnjhwjsth1m6pawxdp,1,-1.2,37.0,2025-05-15T17:48:28.326Z,2025-05-15T18:41:13Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728863329,233,396,5728863297,56,Back,5728949295,361,,5728863299,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045949,397,30,1,48,13,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-15T17:48:43.795Z,2025-05-15T17:48:45Z,,,,5728850755,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045941,479,30,1,48,13,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T17:48:43.795Z,2025-05-15T17:48:43Z,,,,5728850709,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048213,403,32,2,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-15T18:03:35.339Z,2025-05-15T18:03:35Z,,,,5728864009,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048219,484,32,2,45,0,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T18:03:35.339Z,2025-05-15T18:03:37Z,,,,5728864029,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048235,485,1,2,45,0,evf5hhqgnjhwjsth1m6pawxdp,1,49.9,49.9,2025-05-15T18:03:35.340Z,2025-05-15T18:03:41Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5728864103,140,34.4,5728864107,212,16.9,5728864109,213,3.42,5728864101,56,Back,5728864111,279,S,5728864105,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048289,490,1,2,45,2,evf5hhqgnjhwjsth1m6pawxdp,1,49.1,41.1,2025-05-15T18:03:37.969Z,2025-05-15T18:04:47Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5728866095,212,12.4,5728866091,140,42.4,5728866089,56,Back,5728866097,213,4.11,5728866093,141,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048291,491,1,2,45,4,evf5hhqgnjhwjsth1m6pawxdp,1,47.6,34.4,2025-05-15T18:03:40.128Z,2025-05-15T18:05:23Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728867055,212,15.7,5728867057,213,1.27,5728867053,141,56.4,5728867051,140,52.0,5728867049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048247,486,1,2,45,6,evf5hhqgnjhwjsth1m6pawxdp,1,63.5,57.7,2025-05-15T18:03:41.817Z,2025-05-15T18:06:01Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728864147,212,25.9,5728864143,140,76.5,5728864141,56,Left,5728864145,141,90.1,5728864149,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048257,487,43,2,45,7,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T18:03:43.178Z,2025-05-15T18:05:42Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728864209,213,1.07,5728864201,56,Center,5728867971,144,1,5728864203,140,52.8,5728864207,212,22.6,5728864205,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048281,488,43,2,45,9,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T18:03:44.680Z,2025-05-15T18:05:44Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728864381,213,1.08,5728864377,141,94.4,5728864373,56,Left,5728864379,212,21.3,5728864375,140,66.2,5728868011,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048283,489,1,2,45,13,evf5hhqgnjhwjsth1m6pawxdp,0,65.6,84.4,2025-05-15T18:03:48.728Z,2025-05-15T18:03:50Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728864389,140,82.7,5728864391,141,39.7,5728864385,155,,5728864395,213,5.25,5728864397,1,,5728864387,56,Center,5728864393,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048293,404,1,2,45,15,cfvya7igkhkas7wvsktwz6j8k,1,16.6,49.3,2025-05-15T18:03:50.377Z,2025-05-15T18:03:52Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728864417,56,Back,5728864421,141,37.3,5728864425,213,5.73,5728864419,140,29.2,5728864423,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048297,406,1,2,45,17,cfvya7igkhkas7wvsktwz6j8k,0,22.5,50.6,2025-05-15T18:03:52.586Z,2025-05-15T18:03:53Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728864445,213,0.46,5728864439,140,44.8,5728864441,141,67.5,5728864443,212,26.1,5728864437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048325,492,1,2,45,20,evf5hhqgnjhwjsth1m6pawxdp,1,58.5,24.6,2025-05-15T18:03:56.121Z,2025-05-15T18:03:57Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728864577,141,33.6,5728864581,212,8.5,5728864569,56,Center,5728864573,140,64.1,5728864567,3,,5728864585,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048335,493,1,2,45,22,evf5hhqgnjhwjsth1m6pawxdp,1,64.0,31.5,2025-05-15T18:03:57.449Z,2025-05-15T18:03:59Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728864623,140,72.6,5728864627,212,13.8,5728864629,213,5.43,5728864625,141,16.2,5728864621,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048339,407,83,2,45,23,cfvya7igkhkas7wvsktwz6j8k,0,23.6,76.3,2025-05-15T18:03:58.930Z,2025-05-15T18:06:27Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728864741,399,2vfhae70oyyzm0qttlckworqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048337,494,61,2,45,24,evf5hhqgnjhwjsth1m6pawxdp,1,73.2,15.3,2025-05-15T18:03:59.633Z,2025-05-15T18:04:00Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728864637,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815048349,495,1,2,45,26,evf5hhqgnjhwjsth1m6pawxdp,1,78.4,13.5,2025-05-15T18:04:01.592Z,2025-05-15T18:04:02Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728864703,140,66.5,5728864707,212,12.7,5728864709,213,3.33,5728864701,56,Right,5728864705,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
