id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2808124317,414,1,2,48,10,93ohqui2qgqm8408viwmm1ken,1,26.6,90.3,2025-04-29T18:06:16.076Z,2025-04-29T18:06:23Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690536957,141,73.9,5690536955,140,20.7,5690536961,213,4.21,5690536959,212,12.8,5690536953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124319,415,1,2,48,18,93ohqui2qgqm8408viwmm1ken,1,46.5,56.1,2025-04-29T18:06:23.693Z,2025-04-29T18:06:26Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690536971,141,36.6,5690536967,56,Center,5690536973,212,20.8,5690536975,213,5.59,5690536969,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124321,416,1,2,48,20,93ohqui2qgqm8408viwmm1ken,1,61.8,36.6,2025-04-29T18:06:25.853Z,2025-04-29T18:13:21Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690536989,140,66.3,5690536991,141,24.7,5690536985,168,,5690536995,213,5.24,5690536993,212,9.4,5690536987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124325,417,1,2,48,24,93ohqui2qgqm8408viwmm1ken,1,67.4,19.5,2025-04-29T18:06:30.221Z,2025-04-29T18:06:33Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690537027,212,23.4,5690537021,56,Right,5690537025,141,12.8,5690537029,213,6.09,5690537023,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124327,418,1,2,48,27,93ohqui2qgqm8408viwmm1ken,0,89.3,12.8,2025-04-29T18:06:33.036Z,2025-05-01T11:57:37Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690537033,2,,5692581755,224,,5690537045,213,1.40,5692581757,20,,5690537041,141,45.8,5690537043,212,22.8,5690537039,140,93.0,5690537035,155,,5690537037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124329,426,44,2,48,28,cfvya7igkhkas7wvsktwz6j8k,1,5.9,56.2,2025-04-29T18:06:34.451Z,2025-04-29T19:05:34Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690537059,233,419,5690537053,285,,5690537051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124331,419,44,2,48,28,93ohqui2qgqm8408viwmm1ken,0,94.1,43.8,2025-04-29T18:06:34.452Z,2025-04-29T19:05:35Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690537057,286,,5690537063,233,426,5690537055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124333,427,12,2,48,29,cfvya7igkhkas7wvsktwz6j8k,1,4.4,59.4,2025-04-29T18:06:34.946Z,2025-04-29T18:06:37Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690537079,15,,5690537075,213,2.10,5690537069,140,0.0,5690537071,141,73.5,5690537067,56,Back,5690537083,167,,5690537073,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124341,420,6,2,48,30,93ohqui2qgqm8408viwmm1ken,1,98.0,33.8,2025-04-29T18:06:36.275Z,2025-04-29T18:57:19Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690537087,75,,5690537095,233,428,5690537085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124337,428,6,2,48,30,cfvya7igkhkas7wvsktwz6j8k,0,2.0,66.2,2025-04-29T18:06:36.275Z,2025-05-01T11:58:02Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690537091,56,Back,5690537093,73,,5690537099,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124373,421,1,2,49,7,93ohqui2qgqm8408viwmm1ken,0,99.7,0.4,2025-04-29T18:07:13.469Z,2025-05-01T11:57:58Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690537285,140,95.8,5690537289,212,32.3,5690537281,223,,5690537287,141,47.5,5690537283,56,Center,5690537277,6,,5690537279,155,,5690537275,2,,5690537293,1,,5692582467,72,,5690537291,213,,,1.70,,,,,,,,,,,,,,,,,,,
2808124381,429,12,2,49,12,cfvya7igkhkas7wvsktwz6j8k,1,6.4,55.5,2025-04-29T18:07:18.242Z,2025-04-29T18:15:56Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690537351,213,5.74,5690537347,141,45.4,5690544421,15,,5690537345,140,17.2,5690537349,212,13.3,5690537343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124379,422,15,2,49,12,93ohqui2qgqm8408viwmm1ken,1,81.6,53.1,2025-04-29T18:07:18.417Z,2025-05-01T11:58:25Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690537601,147,53.2,5690537587,25,,5690537331,56,Center,5690537589,76,,5690537605,231,51.8,5690537513,82,,5690537603,230,100,5692582937,328,,5690537593,103,19,5690537329,18,,5690537599,146,5690537595,215,84.3,5690537611,233,430,5690537597,458,5690537509,20,5690537591,102,54.1,,,,,,,,,
2808124387,430,10,2,49,12,cfvya7igkhkas7wvsktwz6j8k,1,12.8,47.3,2025-04-29T18:07:18.517Z,2025-04-29T18:16:03Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690537381,56,Back,5690537379,94,,5690537615,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124389,423,1,2,49,14,93ohqui2qgqm8408viwmm1ken,1,76.0,53.9,2025-04-29T18:07:19.981Z,2025-04-29T18:07:21Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690537389,212,19.6,5690537391,213,4.48,5690537385,140,71.7,5690537383,56,Center,5690537387,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124393,424,1,2,49,15,93ohqui2qgqm8408viwmm1ken,1,71.7,25.8,2025-04-29T18:07:20.941Z,2025-04-29T18:07:22Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690537405,213,5.54,5690537401,141,9.2,5690537397,56,Right,5690537403,212,16.6,5690537399,140,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124397,425,1,2,49,16,93ohqui2qgqm8408viwmm1ken,0,83.3,9.2,2025-04-29T18:07:22.286Z,2025-05-01T11:58:37Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690537415,2,,5690537419,56,Center,5690537423,141,44.0,5692583285,72,,5690537417,155,,5690537421,140,91.5,5690537427,213,1.22,5690537425,212,25.2,5692583283,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124409,432,44,2,49,20,cfvya7igkhkas7wvsktwz6j8k,1,10.1,52.0,2025-04-29T18:07:25.980Z,2025-04-29T19:05:35Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690537457,56,Back,5690537459,285,,5690537461,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124399,426,44,2,49,20,93ohqui2qgqm8408viwmm1ken,0,89.9,48.0,2025-04-29T18:07:25.981Z,2025-04-29T19:12:25Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690537465,233,432,5690537431,56,Center,5690537433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124401,431,12,2,49,20,cfvya7igkhkas7wvsktwz6j8k,1,5.1,45.7,2025-04-29T18:07:26.017Z,2025-04-29T18:18:39Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690537447,15,,5690537437,140,15.1,5690537441,212,11.2,5690537443,213,5.94,5690537439,141,40.1,5690537435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808122537,338,44,2,49,22,cfvya7igkhkas7wvsktwz6j8k,1,14.8,49.2,2025-04-29T18:07:27.980Z,2025-04-29T19:05:36Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690545553,233,427,5690545521,56,Back,5690545523,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124407,427,44,2,49,22,93ohqui2qgqm8408viwmm1ken,0,85.2,50.8,2025-04-29T18:07:27.981Z,2025-04-29T19:12:36Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690537451,56,Center,5690537453,286,,5690545561,233,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124413,433,12,2,49,23,cfvya7igkhkas7wvsktwz6j8k,1,12.8,45.4,2025-04-29T18:07:28.978Z,2025-04-29T18:19:02Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690537481,56,Back,5690537487,212,8.0,5690537503,15,,5690537483,140,20.1,5690537489,213,6.00,5690537485,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124411,428,13,2,49,23,93ohqui2qgqm8408viwmm1ken,1,76.9,59.9,2025-04-29T18:07:29.148Z,2025-04-29T19:13:06Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690604131,108,,5690604133,328,,5690604013,215,,5690537689,231,50.9,5690537685,458,,5690537645,20,,5690537687,230,98.9,5690537471,18,,5690537681,102,35.8,5690537643,25,,5690537473,56,5690537683,103,Center,5690537679,81,,,,,,,,,62.5,,,,,,,,
2808124417,429,5,2,49,24,93ohqui2qgqm8408viwmm1ken,0,100.8,38.4,2025-04-29T18:07:30.430Z,2025-04-29T18:07:35Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690537507,346,,5690537505,56,Center,5690537545,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124419,434,5,2,49,24,cfvya7igkhkas7wvsktwz6j8k,1,-0.8,61.6,2025-04-29T18:07:30.430Z,2025-04-29T18:57:31Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690537535,233,429,5690537515,56,Back,5690537517,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124435,435,1,2,49,30,cfvya7igkhkas7wvsktwz6j8k,1,4.5,55.7,2025-04-29T18:07:36.514Z,2025-04-29T18:07:38Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5690537649,124,,5690537653,140,8.1,5690537663,237,,5690537659,213,4.90,5690537655,141,26.2,5690537657,212,20.4,5690537651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124439,436,1,2,49,32,cfvya7igkhkas7wvsktwz6j8k,1,8.2,28.0,2025-04-29T18:07:37.874Z,2025-04-29T18:07:40Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690537697,212,17.0,5690537691,56,Back,5690537699,213,5.04,5690537695,141,4.4,5690537693,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124441,437,1,2,49,34,cfvya7igkhkas7wvsktwz6j8k,0,21.6,6.8,2025-04-29T18:07:40.402Z,2025-05-01T12:01:33Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690537717,213,6.25,5690537703,56,Back,5690537709,141,6.0,5690537705,140,39.9,5690537713,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124445,430,8,2,49,36,93ohqui2qgqm8408viwmm1ken,1,63.7,93.0,2025-04-29T18:07:42.061Z,2025-05-01T12:01:37Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5692587919,385,,5690537727,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124447,431,5,2,49,36,93ohqui2qgqm8408viwmm1ken,0,60.4,101.2,2025-04-29T18:07:42.557Z,2025-04-29T18:07:45Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690537771,233,438,5690537735,347,,5690537733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124449,438,5,2,49,36,cfvya7igkhkas7wvsktwz6j8k,1,39.6,-1.2,2025-04-29T18:07:42.557Z,2025-04-29T18:57:32Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690537747,347,,5690537749,233,431,5690537745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124477,439,1,2,49,51,cfvya7igkhkas7wvsktwz6j8k,1,27.6,0.0,2025-04-29T18:07:57.474Z,2025-04-29T18:08:00Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690537933,56,Right,5690537941,213,0.32,5690537943,1,,5690537939,212,37.1,5690537935,140,61.1,5690537937,141,16.2,5690537931,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124485,440,1,2,49,54,cfvya7igkhkas7wvsktwz6j8k,0,60.0,15.8,2025-04-29T18:08:00.563Z,2025-04-29T18:08:02Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690537989,155,,5690537993,140,85.8,5690537997,212,30.6,5690537991,56,Center,5690537995,141,36.7,5690537999,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124489,432,3,2,49,58,93ohqui2qgqm8408viwmm1ken,0,11.6,72.0,2025-04-29T18:08:03.693Z,2025-05-01T14:52:04Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690538007,56,Back,5692589073,464,,5692588997,285,,5692899807,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124507,441,7,2,49,58,cfvya7igkhkas7wvsktwz6j8k,0,88.4,28.0,2025-04-29T18:08:03.694Z,2025-05-01T14:52:04Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5692589341,178,,5690538081,56,Center,5692899803,233,432,5692589339,383,,5692589231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124501,433,61,2,50,0,93ohqui2qgqm8408viwmm1ken,1,11.9,75.1,2025-04-29T18:08:05.905Z,2025-05-01T12:02:35Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690538063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124521,435,1,2,50,2,93ohqui2qgqm8408viwmm1ken,1,4.4,88.4,2025-04-29T18:08:08.556Z,2025-04-29T18:08:09Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690538143,140,10.6,5690538149,213,0.28,5690538145,141,91.2,5690538141,56,Back,5690538147,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124527,436,1,2,50,3,93ohqui2qgqm8408viwmm1ken,1,10.6,91.2,2025-04-29T18:08:09.373Z,2025-05-01T12:02:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690538173,141,83.8,5690538177,213,4.82,5690538171,140,11.1,5690538169,56,Back,5690538175,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124539,437,1,2,50,5,93ohqui2qgqm8408viwmm1ken,1,11.1,83.8,2025-04-29T18:08:10.988Z,2025-04-29T18:08:12Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690538223,213,2.55,5690538217,140,8.2,5690538219,141,86.8,5690538215,56,Back,5690538221,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124557,438,1,2,50,6,93ohqui2qgqm8408viwmm1ken,1,8.2,86.8,2025-04-29T18:08:11.933Z,2025-04-29T18:08:16Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690538311,213,1.11,5690538307,141,93.6,5690538303,56,Back,5690538305,140,10.4,5690538309,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124565,439,1,2,50,10,93ohqui2qgqm8408viwmm1ken,1,10.4,93.6,2025-04-29T18:08:15.885Z,2025-04-29T18:08:16Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690538341,56,Back,5690538345,141,94.8,5690538349,212,16.5,5690538353,213,0.05,5690538343,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124571,440,1,2,50,11,93ohqui2qgqm8408viwmm1ken,0,26.1,94.8,2025-04-29T18:08:16.701Z,2025-04-29T18:21:00Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690538387,212,1.3,5690538381,56,Back,5690538389,213,5.92,5690538385,141,94.1,5690538383,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808126327,555,61,2,50,11,93ohqui2qgqm8408viwmm1ken,1,32.3,92.0,2025-04-29T18:08:16.896Z,2025-04-29T18:22:16Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690549395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124579,441,3,2,50,12,93ohqui2qgqm8408viwmm1ken,0,27.2,90.6,2025-04-29T18:08:17.645Z,2025-05-01T12:03:52Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5692590857,464,,5690538449,285,,5690538487,233,443,5690538447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124589,443,7,2,50,12,cfvya7igkhkas7wvsktwz6j8k,0,72.8,9.4,2025-04-29T18:08:17.646Z,2025-05-01T12:03:55Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5692590915,178,,5692590913,383,,5690538479,286,,5690538481,233,441,5690538477,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808126329,556,61,2,50,13,93ohqui2qgqm8408viwmm1ken,1,30.0,90.6,2025-04-29T18:08:18.850Z,2025-04-29T18:24:20Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690550547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124581,442,1,2,50,13,cfvya7igkhkas7wvsktwz6j8k,0,65.8,7.2,2025-04-29T18:08:18.851Z,2025-04-29T18:24:30Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690551147,233,443,5690551123,141,8.2,5690538451,56,Right,5690551145,236,,5690551151,286,,5690551125,212,5.4,5690551121,140,70.9,5690551127,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124591,443,74,2,50,13,93ohqui2qgqm8408viwmm1ken,1,28.8,94.4,2025-04-29T18:08:18.852Z,2025-04-29T18:57:11Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690538507,285,,5690551153,233,442,5690538505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808482315,893,61,2,50,14,93ohqui2qgqm8408viwmm1ken,1,31.5,89.3,2025-04-29T18:08:20.388Z,2025-05-01T12:05:02Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5692592631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124585,442,43,2,50,15,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-29T18:08:20.797Z,2025-04-29T18:24:53Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690551551,144,61,5690538471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124597,444,1,2,50,17,93ohqui2qgqm8408viwmm1ken,0,32.0,91.7,2025-04-29T18:08:22.797Z,2025-04-29T18:25:00Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690538535,212,6.4,5690538533,141,94.7,5690538529,56,Back,5690538537,213,0.32,5690538531,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124599,444,8,2,50,19,cfvya7igkhkas7wvsktwz6j8k,1,60.6,10.4,2025-04-29T18:08:25.202Z,2025-05-01T12:05:19Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5692593111,385,,5690538541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124603,445,61,2,50,22,93ohqui2qgqm8408viwmm1ken,1,36.5,96.8,2025-04-29T18:08:28.381Z,2025-04-29T18:08:28Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690538587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124605,445,5,2,50,23,cfvya7igkhkas7wvsktwz6j8k,1,64.0,-1.8,2025-04-29T18:08:29.010Z,2025-04-29T18:57:32Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690538591,347,,5690538589,56,Right,5690538597,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124607,446,5,2,50,23,93ohqui2qgqm8408viwmm1ken,0,36.0,101.8,2025-04-29T18:08:29.010Z,2025-04-29T18:57:32Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690538601,233,445,5690538595,347,,5690538593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124619,446,1,2,50,32,cfvya7igkhkas7wvsktwz6j8k,0,60.9,0.0,2025-04-29T18:08:37.906Z,2025-04-29T18:08:38Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690538725,212,17.5,5690538727,213,0.82,5690538721,140,72.3,5690538717,107,,5690538723,141,16.8,5690538719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124621,447,8,2,50,34,93ohqui2qgqm8408viwmm1ken,1,26.9,87.5,2025-04-29T18:08:39.710Z,2025-05-01T12:05:34Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5692593583,385,,5690538735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124635,447,45,2,50,40,cfvya7igkhkas7wvsktwz6j8k,0,38.9,17.9,2025-04-29T18:08:45.874Z,2025-04-29T18:57:14Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690538805,56,Back,5690538829,233,449,5690538807,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124639,449,3,2,50,40,93ohqui2qgqm8408viwmm1ken,1,61.1,82.1,2025-04-29T18:08:45.874Z,2025-05-01T12:05:47Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690538821,56,Left,5692593849,464,,5690538823,286,,5690538825,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124655,450,1,2,50,41,93ohqui2qgqm8408viwmm1ken,1,59.1,89.4,2025-04-29T18:08:47.133Z,2025-04-29T18:08:50Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690538897,140,53.0,5690538903,213,3.12,5690538901,212,6.4,5690538899,141,89.6,5690538895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124653,448,45,2,50,44,cfvya7igkhkas7wvsktwz6j8k,0,38.4,11.8,2025-04-29T18:08:50.019Z,2025-04-29T18:57:14Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690538951,233,451,5690538887,56,Back,5690538889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124659,451,3,2,50,44,93ohqui2qgqm8408viwmm1ken,1,61.6,88.2,2025-04-29T18:08:50.019Z,2025-05-01T12:05:59Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690538947,233,448,5690538943,56,Left,5692594269,464,,5690538945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124667,452,1,2,50,48,93ohqui2qgqm8408viwmm1ken,1,76.3,79.0,2025-04-29T18:08:53.985Z,2025-04-29T18:09:07Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,1.0,,5690539017,141,23.1,5690539011,155,,5690539023,1,,5690539019,212,38.0,5690539015,140,77.7,5690539105,210,13,5690539013,56,Center,5690539021,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124669,453,13,2,50,53,93ohqui2qgqm8408viwmm1ken,1,80.0,31.9,2025-04-29T18:08:59.165Z,2025-05-01T12:06:25Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690539029,18,,5690539027,22,,5690539107,72,,5692595125,73,,5690539117,102,60.7,5690539111,29,,5690539123,230,98.2,5690539031,56,Center,5690539119,103,38.9,5690539125,231,46.8,5690539113,55,5690539121,215,452,,,,,,,,,,,,,,,,,,,
2808124675,449,5,2,50,55,cfvya7igkhkas7wvsktwz6j8k,1,-1.0,33.2,2025-04-29T18:09:01.315Z,2025-04-29T18:57:32Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5690539041,346,,5690539063,233,454,5690539039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124679,454,5,2,50,55,93ohqui2qgqm8408viwmm1ken,0,101.0,66.8,2025-04-29T18:09:01.315Z,2025-04-29T18:57:33Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690539079,233,449,5690539055,346,,5690539053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808124695,450,1,2,51,1,cfvya7igkhkas7wvsktwz6j8k,1,2.7,44.9,2025-04-29T18:09:06.851Z,2025-04-29T18:09:11Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5690539169,124,,5690539179,213,0.94,5690539175,141,83.5,5690539177,212,32.5,5690539203,189,,5690539171,56,Back,5690539181,1,,5690539187,156,,5690539173,140,20.9,5690539185,237,,,,,,,,,,,,,,,,,,,,,,,,,
