id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2820329745,381,1,2,52,44,1939bnru25svvgv15k2c7tw2y,0,35.9,68.2,2025-05-31T14:09:33.655Z,2025-05-31T14:09:36Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5758132371,155,,5758132383,1,,5758132375,140,77.8,5758132373,56,Center,5758132381,213,6.17,5758132377,141,60.9,5758132379,212,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329753,616,12,2,52,48,2nnlsjfbcea40t4jeclcbw9lk,1,25.9,40.7,2025-05-31T14:09:37.817Z,2025-05-31T14:09:39Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758132429,212,6.6,5758132431,213,6.27,5758132427,141,40.6,5758132421,56,Back,5758132443,15,,5758132425,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329759,617,61,2,52,51,2nnlsjfbcea40t4jeclcbw9lk,1,31.7,42.1,2025-05-31T14:09:40.183Z,2025-05-31T14:11:27Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758132453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329767,618,1,2,52,51,2nnlsjfbcea40t4jeclcbw9lk,1,29.9,45.7,2025-05-31T14:09:40.794Z,2025-05-31T14:09:42Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758132491,212,13.9,5758132485,56,Back,5758132487,140,34.9,5758132493,213,5.10,5758132489,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329779,620,1,2,52,53,2nnlsjfbcea40t4jeclcbw9lk,1,35.0,26.5,2025-05-31T14:09:42.554Z,2025-05-31T14:09:44Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758132531,212,8.0,5758132529,141,36.1,5758132533,213,0.95,5758132527,140,39.4,5758132525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329781,621,4,2,52,55,2nnlsjfbcea40t4jeclcbw9lk,1,32.5,36.8,2025-05-31T14:09:44.841Z,2025-05-31T15:01:45Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758132567,233,382,5758132587,285,,5758132541,152,,5758132537,13,,5758132543,265,,5758132539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329783,382,4,2,52,55,1939bnru25svvgv15k2c7tw2y,0,67.5,63.2,2025-05-31T14:09:44.842Z,2025-05-31T15:01:46Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5758132557,265,,5758223111,286,,5758132575,233,621,5758132551,13,,5758132555,152,,5758132553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329815,622,1,2,53,2,2nnlsjfbcea40t4jeclcbw9lk,1,37.2,31.5,2025-05-31T14:09:51.610Z,2025-05-31T14:09:53Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758132775,141,55.1,5758132769,152,,5758132771,56,Back,5758132767,5,,5758132773,140,35.1,5758132777,212,16.2,5758132779,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329819,623,1,2,53,4,2nnlsjfbcea40t4jeclcbw9lk,1,35.1,55.1,2025-05-31T14:09:53.065Z,2025-05-31T14:09:54Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758132797,56,Back,5758132805,213,0.80,5758132801,141,72.0,5758132799,140,45.8,5758132803,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329829,624,1,2,53,5,2nnlsjfbcea40t4jeclcbw9lk,1,45.8,72.0,2025-05-31T14:09:54.010Z,2025-05-31T14:09:55Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758132861,156,,5758132847,56,Back,5758132853,212,12.6,5758132855,213,3.85,5758132851,141,59.9,5758132849,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329853,625,1,2,53,8,2nnlsjfbcea40t4jeclcbw9lk,1,31.8,60.5,2025-05-31T14:09:57.674Z,2025-05-31T14:10:01Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758133017,213,4.93,5758133009,56,Back,5758133011,140,34.7,5758133015,212,14.2,5758133013,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329865,626,1,2,53,11,2nnlsjfbcea40t4jeclcbw9lk,1,34.7,37.4,2025-05-31T14:10:00.857Z,2025-05-31T14:10:03Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758133079,141,23.7,5758133077,140,42.2,5758133081,212,12.2,5758133075,56,Back,5758133083,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329881,627,1,2,53,14,2nnlsjfbcea40t4jeclcbw9lk,1,42.6,25.9,2025-05-31T14:10:03.114Z,2025-05-31T14:10:05Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758133147,213,1.83,5758133145,212,16.3,5758133141,140,38.6,5758133139,56,Back,5758133143,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329925,628,1,2,53,16,2nnlsjfbcea40t4jeclcbw9lk,1,38.6,49.1,2025-05-31T14:10:05.546Z,2025-05-31T14:10:11Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758133375,56,Back,5758133383,213,1.78,5758133381,212,12.6,5758133377,140,36.1,5758133379,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329927,629,1,2,53,22,2nnlsjfbcea40t4jeclcbw9lk,0,36.2,69.6,2025-05-31T14:10:11.306Z,2025-05-31T14:10:12Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758133391,56,Center,5758133395,141,74.8,5758133393,140,75.2,5758133389,155,,5758133397,212,41.1,5758133399,213,0.09,5758133401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329965,383,12,2,53,24,1939bnru25svvgv15k2c7tw2y,1,29.0,32.8,2025-05-31T14:10:13.430Z,2025-05-31T14:10:15Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5758133583,140,44.9,5758133589,213,6.14,5758133585,141,29.2,5758133587,212,16.9,5758133581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329999,385,1,2,53,27,1939bnru25svvgv15k2c7tw2y,1,44.9,29.2,2025-05-31T14:10:16.214Z,2025-05-31T14:10:20Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5758133763,212,8.9,5758133757,56,Center,5758133761,141,39.1,5758133765,213,0.86,5758133759,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330003,386,4,2,53,31,1939bnru25svvgv15k2c7tw2y,1,43.8,41.6,2025-05-31T14:10:19.974Z,2025-05-31T15:01:46Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758133799,56,Back,5758133803,265,,5758133805,286,,5758133801,152,,5758133879,233,630,5758133795,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330005,630,4,2,53,31,2nnlsjfbcea40t4jeclcbw9lk,0,56.2,58.4,2025-05-31T14:10:19.975Z,2025-05-31T15:01:46Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758133891,233,386,5758133845,56,Center,5758133847,152,,5758133851,285,,5758133843,13,,5758133849,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330145,387,1,2,53,49,1939bnru25svvgv15k2c7tw2y,1,42.8,41.5,2025-05-31T14:10:38.358Z,2025-05-31T14:10:40Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758134553,1,,5758134547,141,93.2,5758134549,212,60.8,5758134551,213,0.62,5758134561,189,,5758134545,140,90.0,5758134541,152,,5758134537,5,,5758134543,56,Left,5758134539,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330189,388,1,2,53,54,1939bnru25svvgv15k2c7tw2y,0,94.4,95.7,2025-05-31T14:10:43.558Z,2025-05-31T14:15:17Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5758134833,213,4.98,5758134831,212,5.6,5758134853,286,,5758134825,56,Left,5758134817,2,,5758134821,155,,5758134849,233,631,5758134827,140,95.8,5758134847,236,,5758134829,141,,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330161,631,12,2,53,54,2nnlsjfbcea40t4jeclcbw9lk,1,2.4,7.4,2025-05-31T14:10:43.658Z,2025-05-31T14:10:49Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758134661,56,Back,5758134875,233,388,5758134657,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330199,389,6,2,53,55,1939bnru25svvgv15k2c7tw2y,1,99.2,90.6,2025-05-31T14:10:44.747Z,2025-05-31T14:10:57Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5758134915,56,Left,5758134921,233,632,5758134917,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330167,632,6,2,53,55,2nnlsjfbcea40t4jeclcbw9lk,0,0.8,9.4,2025-05-31T14:10:44.747Z,2025-05-31T14:10:52Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758134927,233,389,5758134693,56,Back,5758134695,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330415,390,1,2,54,24,1939bnru25svvgv15k2c7tw2y,0,99.5,99.5,2025-05-31T14:11:13.112Z,2025-05-31T14:11:16Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758136075,155,,5758136083,56,Center,5758136071,6,,5758136069,2,,5758136099,1,,5758136097,213,4.67,5758136095,212,33.1,5758136087,140,98.3,5758136079,223,,5758136091,141,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330433,633,12,2,54,27,2nnlsjfbcea40t4jeclcbw9lk,1,3.8,38.6,2025-05-31T14:11:16.891Z,2025-05-31T14:11:18Z,dwmmr57jqlzrzvkpxr01fnt3o,M. Kaboré,,,5758136183,56,Back,5758136201,15,,5758136185,140,9.7,5758136189,212,14.3,5758136187,141,19.7,5758136191,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330441,634,61,2,54,30,2nnlsjfbcea40t4jeclcbw9lk,0,15.1,20.6,2025-05-31T14:11:19.611Z,2025-05-31T14:11:19Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758136219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330453,391,1,2,54,31,1939bnru25svvgv15k2c7tw2y,1,83.6,84.2,2025-05-31T14:11:20.358Z,2025-05-31T14:11:21Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758136263,141,70.9,5758136261,140,89.3,5758136265,212,10.8,5758136259,56,Center,5758136267,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330457,392,1,2,54,32,1939bnru25svvgv15k2c7tw2y,1,89.3,70.9,2025-05-31T14:11:21.638Z,2025-05-31T14:11:22Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758136317,213,6.14,5758136309,56,Center,5758136313,141,69.1,5758136311,140,97.6,5758136315,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330463,393,1,2,54,33,1939bnru25svvgv15k2c7tw2y,0,97.6,69.1,2025-05-31T14:11:22.709Z,2025-05-31T14:11:23Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758136353,140,94.8,5758136359,213,4.38,5758136351,56,Center,5758136357,212,9.1,5758136355,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330493,635,12,2,54,36,2nnlsjfbcea40t4jeclcbw9lk,1,4.3,42.5,2025-05-31T14:11:25.354Z,2025-05-31T14:11:28Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758136505,213,4.69,5758136497,56,Back,5758136531,167,,5758136501,141,0.0,5758136499,140,3.7,5758136503,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330497,394,5,2,54,38,1939bnru25svvgv15k2c7tw2y,1,96.2,101.6,2025-05-31T14:11:27.495Z,2025-05-31T14:11:28Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758136513,347,,5758136547,233,636,5758136511,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330495,636,5,2,54,38,2nnlsjfbcea40t4jeclcbw9lk,0,3.8,-1.6,2025-05-31T14:11:27.495Z,2025-05-31T15:03:22Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758136553,233,394,5758136507,56,Back,5758136509,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330549,395,1,2,54,43,1939bnru25svvgv15k2c7tw2y,1,96.2,100.0,2025-05-31T14:11:32.918Z,2025-05-31T14:11:46Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758136775,140,85.7,5758136771,107,,5758136781,213,3.71,5758136773,56,Left,5758136777,141,91.2,5758136779,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330567,396,1,2,54,45,1939bnru25svvgv15k2c7tw2y,1,85.7,91.2,2025-05-31T14:11:34.118Z,2025-05-31T14:11:36Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5758136853,56,Left,5758136859,212,10.5,5758136861,213,6.24,5758136857,141,90.6,5758136855,140,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330581,397,3,2,54,47,1939bnru25svvgv15k2c7tw2y,1,90.4,90.2,2025-05-31T14:11:36.152Z,2025-05-31T15:01:59Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758136917,56,Left,5758136919,286,,5758136923,233,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330571,637,45,2,54,47,2nnlsjfbcea40t4jeclcbw9lk,0,9.6,9.8,2025-05-31T14:11:36.152Z,2025-05-31T15:01:59Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758136927,233,397,5758136875,56,Back,5758136877,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330585,398,3,2,54,49,1939bnru25svvgv15k2c7tw2y,0,92.8,83.6,2025-05-31T14:11:38.759Z,2025-05-31T15:01:54Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758136939,286,,5758136945,233,638,5758136937,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330583,638,7,2,54,49,2nnlsjfbcea40t4jeclcbw9lk,1,7.2,16.4,2025-05-31T14:11:38.760Z,2025-05-31T15:01:53Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758136933,285,,5758136931,56,Back,5758136941,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330589,640,1,2,54,51,2nnlsjfbcea40t4jeclcbw9lk,1,8.7,21.2,2025-05-31T14:11:40.075Z,2025-05-31T14:11:41Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758136949,56,Back,5758136951,140,14.7,5758136955,212,6.7,5758136953,141,24.6,5758136957,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330603,641,1,2,54,52,2nnlsjfbcea40t4jeclcbw9lk,1,14.7,24.6,2025-05-31T14:11:41.371Z,2025-05-31T14:11:44Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758137033,56,Back,5758137039,212,9.6,5758137041,213,4.44,5758137037,141,11.0,5758137035,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330615,642,1,2,54,55,2nnlsjfbcea40t4jeclcbw9lk,1,12.0,8.5,2025-05-31T14:11:44.316Z,2025-05-31T14:11:46Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758137115,56,Back,5758137127,213,2.33,5758137121,141,15.5,5758137117,140,7.7,5758137125,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330629,643,1,2,54,58,2nnlsjfbcea40t4jeclcbw9lk,1,7.6,16.8,2025-05-31T14:11:46.955Z,2025-05-31T14:11:48Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758137219,56,Back,5758137223,141,19.4,5758137217,155,,5758137225,212,24.5,5758137221,140,30.9,5758137227,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330635,644,1,2,54,59,2nnlsjfbcea40t4jeclcbw9lk,0,30.9,19.4,2025-05-31T14:11:48.283Z,2025-05-31T14:15:56Z,dwmmr57jqlzrzvkpxr01fnt3o,M. Kaboré,,,5758137245,140,32.2,5758137247,141,28.9,5758137251,213,1.36,5758137243,56,Back,5758137249,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330643,399,1,2,55,1,1939bnru25svvgv15k2c7tw2y,1,70.7,70.2,2025-05-31T14:11:50.038Z,2025-05-31T14:11:51Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5758137327,213,1.58,5758137321,140,70.6,5758137325,212,9.2,5758137323,141,83.8,5758137319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330653,401,1,2,55,2,1939bnru25svvgv15k2c7tw2y,1,70.6,83.8,2025-05-31T14:11:51.126Z,2025-05-31T14:11:52Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5758137375,140,57.2,5758137381,213,3.17,5758137373,56,Left,5758137377,141,83.2,5758137379,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330661,402,1,2,55,3,1939bnru25svvgv15k2c7tw2y,1,57.2,83.2,2025-05-31T14:11:52.358Z,2025-05-31T14:11:53Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5758137413,56,Left,5758137419,212,10.5,5758137421,213,0.18,5758137415,140,67.0,5758137417,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330679,403,1,2,55,4,1939bnru25svvgv15k2c7tw2y,1,67.0,86.0,2025-05-31T14:11:53.174Z,2025-05-31T14:11:55Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5758137517,212,18.3,5758137519,213,4.59,5758137515,141,59.3,5758137511,56,Center,5758137513,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330699,404,1,2,55,6,1939bnru25svvgv15k2c7tw2y,1,57.1,55.4,2025-05-31T14:11:55.734Z,2025-05-31T14:11:59Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5758137609,56,Center,5758137617,213,6.14,5758137615,212,20.6,5758137611,140,76.5,5758137613,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330703,405,50,2,55,9,1939bnru25svvgv15k2c7tw2y,1,74.0,54.0,2025-05-31T14:11:58.855Z,2025-05-31T15:01:54Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5758137677,233,645,5758137627,286,,5758137625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330707,645,7,2,55,9,2nnlsjfbcea40t4jeclcbw9lk,1,26.0,46.0,2025-05-31T14:11:58.856Z,2025-05-31T15:01:54Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758137641,56,Back,5758137657,233,405,5758137643,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330755,406,1,2,55,10,1939bnru25svvgv15k2c7tw2y,0,77.5,55.8,2025-05-31T14:11:59.486Z,2025-05-31T14:16:08Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758137915,140,68.8,5758137921,213,3.95,5758137917,141,41.8,5758137919,212,13.2,5758137913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330729,647,1,2,55,11,2nnlsjfbcea40t4jeclcbw9lk,1,38.4,26.7,2025-05-31T14:12:00.583Z,2025-05-31T14:12:03Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758137743,56,Back,5758137745,140,42.9,5758137751,213,1.34,5758137749,212,20.5,5758137747,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330743,648,1,2,55,13,2nnlsjfbcea40t4jeclcbw9lk,1,42.8,56.0,2025-05-31T14:12:02.922Z,2025-05-31T14:12:04Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758137849,212,19.6,5758137853,213,0.95,5758137843,141,79.4,5758137839,140,53.7,5758137837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330769,649,1,2,55,15,2nnlsjfbcea40t4jeclcbw9lk,1,53.7,79.4,2025-05-31T14:12:04.762Z,2025-05-31T14:12:17Z,b1sztx2xd79amygbbvdia24et,S. Strand,1.0,,5758137999,141,92.7,5758138313,210,15,5758138007,213,0.58,5758137989,56,Left,5758138003,212,16.5,5758137993,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330795,407,45,2,55,19,1939bnru25svvgv15k2c7tw2y,0,16.3,34.6,2025-05-31T14:12:08.778Z,2025-05-31T15:02:00Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5758138119,285,,5758138143,233,650,5758138117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330779,650,3,2,55,19,2nnlsjfbcea40t4jeclcbw9lk,1,83.7,65.4,2025-05-31T14:12:08.778Z,2025-05-31T15:02:00Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758138135,233,407,5758138043,286,,5758138041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330781,651,15,2,55,20,2nnlsjfbcea40t4jeclcbw9lk,1,84.3,74.4,2025-05-31T14:12:09.451Z,2025-05-31T14:12:17Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758138329,78,,5758138327,23,,5758138349,233,408,5758138337,102,49.8,5758138157,20,,5758138047,64,,5758138339,103,5.1,5758138049,56,Center,5758138331,29,,5758138333,55,5758138345,147,51.4,649,5758138341,215,5758138343,146,99.5,,,,,,,,,,,,,,,,,,,,,
2820330807,408,10,2,55,20,1939bnru25svvgv15k2c7tw2y,1,2.8,48.7,2025-05-31T14:12:09.551Z,2025-05-31T14:12:18Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5758138169,56,Back,5758138165,178,,5758138219,177,,5758138369,233,651,5758138167,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330839,410,1,2,55,28,1939bnru25svvgv15k2c7tw2y,1,8.7,53.0,2025-05-31T14:12:17.526Z,2025-05-31T14:12:22Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5758138383,213,1.22,5758138375,56,Back,5758138373,123,,5758138381,212,29.0,5758138377,140,18.2,5758138379,141,93.0,5758138387,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330875,411,1,2,55,33,1939bnru25svvgv15k2c7tw2y,0,17.4,92.3,2025-05-31T14:12:22.214Z,2025-05-31T14:12:25Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5758138549,1,,5758138547,213,6.17,5758138539,56,Left,5758138543,141,82.4,5758138537,155,,5758138541,140,73.1,5758138545,212,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330911,652,12,2,55,37,2nnlsjfbcea40t4jeclcbw9lk,1,31.3,24.3,2025-05-31T14:12:26.475Z,2025-05-31T14:12:31Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758138699,212,16.7,5758138701,213,1.04,5758138693,56,Back,5758138697,141,45.4,5758138695,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330925,654,1,2,55,42,2nnlsjfbcea40t4jeclcbw9lk,1,39.9,42.8,2025-05-31T14:12:31.003Z,2025-05-31T14:12:32Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758138747,213,4.75,5758138739,56,Back,5758138743,141,19.2,5758138745,212,16.1,5758138741,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330931,655,1,2,55,43,2nnlsjfbcea40t4jeclcbw9lk,1,40.4,19.2,2025-05-31T14:12:32.042Z,2025-05-31T14:12:32Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758138767,141,28.5,5758138765,140,42.4,5758138771,213,1.25,5758138763,56,Back,5758138769,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
