id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793578465,344,15,1,41,25,1939bnru25svvgv15k2c7tw2y,1,92.4,75.4,2025-03-30T12:42:04.314Z,2025-03-30T12:49:44Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610386735,78,,5610386755,231,52.3,5610386745,103,19,5610383425,56,Center,5610386753,230,99.5,5610386739,55,342,5610386743,102,50.1,5610386773,233,417,5610386749,146,93.3,5610383411,22,5610385655,82,,5610386751,147,5610386737,29,5610383417,64,,5610386747,215,,,5610385649,20,,,,,72.4,,,
2793578499,417,10,1,41,25,spvvjmk37iid7hsky9g3nce7,1,4.2,35.7,2025-03-30T12:42:04.414Z,2025-03-30T12:47:46Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610383617,94,,5610383619,56,Back,5610386801,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578543,418,12,1,41,26,spvvjmk37iid7hsky9g3nce7,1,8.1,47.4,2025-03-30T12:42:04.666Z,2025-03-30T12:50:02Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610383849,56,Back,5610383855,212,7.1,5610383851,140,10.1,5610383857,213,5.01,5610383853,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793585835,450,12,1,41,27,spvvjmk37iid7hsky9g3nce7,1,10.1,39.5,2025-03-30T12:42:05.500Z,2025-03-30T12:50:13Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610422575,141,43.6,5610422571,56,Back,5610422573,140,14.9,5610422577,212,5.8,5610435257,15,,5610422579,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578521,345,1,1,41,27,1939bnru25svvgv15k2c7tw2y,1,87.2,67.0,2025-03-30T12:42:06.409Z,2025-03-30T12:42:08Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610383735,140,75.1,5610383745,213,2.50,5610383739,212,15.8,5610383737,141,80.9,5610383733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578549,346,1,1,41,30,1939bnru25svvgv15k2c7tw2y,1,77.8,82.1,2025-03-30T12:42:08.617Z,2025-03-30T12:42:10Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610383883,140,72.8,5610383889,213,4.32,5610383881,56,Center,5610383885,141,63.4,5610383887,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578595,347,1,1,41,31,1939bnru25svvgv15k2c7tw2y,1,72.8,63.4,2025-03-30T12:42:10.057Z,2025-03-30T12:42:11Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610384123,56,Center,5610384129,212,8.4,5610384127,141,66.7,5610384131,213,0.27,5610384125,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793578639,348,1,1,41,33,1939bnru25svvgv15k2c7tw2y,0,80.5,66.7,2025-03-30T12:42:11.513Z,2025-03-30T12:42:13Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610384377,141,59.7,5610384371,56,Center,5610384383,212,15.0,5610384373,140,94.0,5610384387,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579049,420,1,1,41,51,spvvjmk37iid7hsky9g3nce7,1,10.0,42.8,2025-03-30T12:42:30.234Z,2025-03-30T12:42:32Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5610386683,213,5.10,5610386675,56,Back,5610386681,212,12.0,5610386673,123,,5610386679,141,26.4,5610386677,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579073,421,1,1,41,53,spvvjmk37iid7hsky9g3nce7,1,14.9,27.0,2025-03-30T12:42:32.489Z,2025-03-30T12:42:34Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610386847,212,12.3,5610386849,213,0.44,5610386843,140,25.5,5610386841,56,Back,5610386845,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579135,422,1,1,41,55,spvvjmk37iid7hsky9g3nce7,1,25.9,36.1,2025-03-30T12:42:33.881Z,2025-03-30T12:42:37Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610387163,212,22.7,5610387157,56,Back,5610387159,140,4.7,5610387165,213,2.94,5610387161,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579259,423,1,1,41,58,spvvjmk37iid7hsky9g3nce7,1,3.5,45.7,2025-03-30T12:42:37.322Z,2025-03-30T12:42:44Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5610387817,140,4.8,5610387819,141,70.6,5610387821,212,17.0,5610387823,213,1.49,5610387815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579291,424,1,1,42,5,spvvjmk37iid7hsky9g3nce7,0,10.9,78.8,2025-03-30T12:42:43.931Z,2025-03-30T12:42:45Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610387997,212,53.6,5610387999,213,6.26,5610388003,1,,5610387985,155,,5610387993,140,61.9,5610387989,56,Center,5610387995,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579315,349,1,1,42,6,1939bnru25svvgv15k2c7tw2y,1,43.5,29.2,2025-03-30T12:42:45.034Z,2025-03-30T12:42:46Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610388133,56,Back,5610388139,212,12.5,5610388137,141,11.0,5610388141,213,4.87,5610388135,140,45.4,5610388131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579407,351,1,1,42,10,1939bnru25svvgv15k2c7tw2y,0,58.2,12.9,2025-03-30T12:42:49.402Z,2025-03-30T12:42:51Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610388641,140,82.8,5610388645,212,28.0,5610388647,213,0.40,5610388637,155,,5610388639,56,Center,5610388643,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579479,426,1,1,42,14,spvvjmk37iid7hsky9g3nce7,1,15.9,80.3,2025-03-30T12:42:53.278Z,2025-03-30T12:42:55Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610389057,56,Back,5610389065,213,1.36,5610389059,140,17.5,5610389061,141,91.7,5610389063,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579529,427,1,1,42,16,spvvjmk37iid7hsky9g3nce7,1,17.7,92.0,2025-03-30T12:42:55.034Z,2025-03-30T12:42:57Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610389347,141,74.2,5610389349,212,21.8,5610389343,56,Back,5610389351,213,5.70,5610389345,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579575,428,1,1,42,19,spvvjmk37iid7hsky9g3nce7,1,35.4,74.2,2025-03-30T12:42:57.674Z,2025-03-30T12:43:05Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5610389563,213,4.04,5610389553,140,31.4,5610389549,56,Back,5610389559,212,6.8,5610389557,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579627,429,1,1,42,21,spvvjmk37iid7hsky9g3nce7,0,31.4,66.4,2025-03-30T12:42:59.835Z,2025-03-30T12:43:01Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610389833,212,37.9,5610389827,56,Left,5610389829,140,59.8,5610389837,1,,5610389825,155,,5610389831,141,100.0,5610389835,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579783,353,5,1,42,23,1939bnru25svvgv15k2c7tw2y,1,42.0,-1.0,2025-03-30T12:43:01.553Z,2025-03-30T12:43:11Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610390605,233,430,5610390585,56,Back,5610390587,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793579633,430,5,1,42,23,spvvjmk37iid7hsky9g3nce7,0,58.0,101.0,2025-03-30T12:43:01.553Z,2025-03-30T12:48:29Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610389855,56,Left,5610389857,347,,5610390653,233,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580265,354,1,1,42,46,1939bnru25svvgv15k2c7tw2y,1,54.0,0.0,2025-03-30T12:43:25.418Z,2025-03-30T12:43:29Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610393113,56,Right,5610393117,141,12.5,5610393111,107,,5610393115,140,66.3,5610393121,213,0.65,5610393119,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580277,355,1,1,42,50,1939bnru25svvgv15k2c7tw2y,0,66.3,12.5,2025-03-30T12:43:28.666Z,2025-03-30T12:43:29Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610393165,140,61.2,5610393167,141,3.1,5610393169,212,8.3,5610393163,56,Right,5610393171,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580293,432,1,1,42,51,spvvjmk37iid7hsky9g3nce7,1,44.9,93.3,2025-03-30T12:43:30.059Z,2025-03-30T12:43:30Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610393253,140,32.2,5610393259,213,3.12,5610393257,212,13.3,5610393255,141,93.8,5610393251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580305,433,1,1,42,52,spvvjmk37iid7hsky9g3nce7,0,31.9,93.9,2025-03-30T12:43:30.826Z,2025-03-30T12:43:31Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610393325,212,2.1,5610393321,140,33.7,5610393319,56,Back,5610393327,213,0.47,5610393323,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580313,356,61,1,42,53,1939bnru25svvgv15k2c7tw2y,1,66.7,4.9,2025-03-30T12:43:31.625Z,2025-03-30T12:43:31Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610393351,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580355,434,1,1,42,54,spvvjmk37iid7hsky9g3nce7,1,37.6,90.8,2025-03-30T12:43:32.938Z,2025-03-30T12:43:34Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610393551,56,Back,5610393555,141,69.9,5610393553,140,35.7,5610393557,212,14.4,5610393559,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580403,435,1,1,42,55,spvvjmk37iid7hsky9g3nce7,1,34.4,68.8,2025-03-30T12:43:34.346Z,2025-03-30T12:43:36Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610393775,212,13.1,5610393771,140,31.8,5610393777,213,4.50,5610393769,56,Back,5610393773,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580417,436,1,1,42,57,spvvjmk37iid7hsky9g3nce7,1,31.6,49.6,2025-03-30T12:43:36.266Z,2025-03-30T12:43:37Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610393877,56,Back,5610393883,212,6.3,5610393879,140,37.1,5610393885,213,0.42,5610393881,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580439,437,1,1,42,58,spvvjmk37iid7hsky9g3nce7,0,37.1,53.4,2025-03-30T12:43:37.354Z,2025-03-30T12:43:38Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5610394013,56,Back,5610394015,140,46.4,5610394017,141,44.6,5610394019,212,11.5,5610394021,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580445,357,8,1,43,0,1939bnru25svvgv15k2c7tw2y,1,59.5,65.8,2025-03-30T12:43:38.682Z,2025-03-30T12:43:38Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610394031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580491,358,3,1,43,1,1939bnru25svvgv15k2c7tw2y,1,54.0,49.2,2025-03-30T12:43:39.882Z,2025-03-30T12:48:14Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610394283,56,Center,5610394377,233,438,5610394289,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580483,438,45,1,43,1,spvvjmk37iid7hsky9g3nce7,0,46.0,50.8,2025-03-30T12:43:39.882Z,2025-03-30T12:48:14Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5610394233,285,,5610394231,56,Back,5610394387,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580531,360,1,1,43,2,1939bnru25svvgv15k2c7tw2y,1,51.5,45.1,2025-03-30T12:43:41.177Z,2025-03-30T12:43:43Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610394539,213,3.72,5610394531,56,Back,5610394535,141,27.6,5610394537,212,21.9,5610394533,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580559,361,1,1,43,4,1939bnru25svvgv15k2c7tw2y,1,34.0,27.6,2025-03-30T12:43:43.145Z,2025-03-30T12:43:44Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610394673,212,31.9,5610394667,56,Back,5610394669,140,32.3,5610394675,213,1.63,5610394671,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580677,362,1,1,43,5,1939bnru25svvgv15k2c7tw2y,1,32.3,74.4,2025-03-30T12:43:44.394Z,2025-03-30T12:43:50Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610395343,140,48.6,5610395349,213,0.61,5610395347,212,20.9,5610395341,56,Back,5610395345,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580745,363,1,1,43,11,1939bnru25svvgv15k2c7tw2y,1,67.3,92.3,2025-03-30T12:43:50.345Z,2025-03-30T12:43:53Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610395745,212,23.4,5610395741,140,57.2,5610395747,213,4.24,5610395739,56,Center,5610395743,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580817,364,1,1,43,14,1939bnru25svvgv15k2c7tw2y,1,57.8,60.9,2025-03-30T12:43:53.354Z,2025-03-30T12:43:57Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5610396079,212,31.2,5610396083,213,5.18,5610396075,140,71.3,5610396077,141,20.0,5610396073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580897,365,1,1,43,18,1939bnru25svvgv15k2c7tw2y,1,72.7,18.5,2025-03-30T12:43:57.449Z,2025-03-30T12:44:00Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610396467,213,3.02,5610396461,140,56.6,5610396465,212,17.0,5610396459,56,Center,5610396463,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793580951,366,1,1,43,21,1939bnru25svvgv15k2c7tw2y,1,56.6,21.5,2025-03-30T12:44:00.443Z,2025-03-30T12:44:02Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610396765,140,56.0,5610396763,56,Center,5610396771,213,1.60,5610396767,141,57.6,5610396769,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581027,367,1,1,43,24,1939bnru25svvgv15k2c7tw2y,1,56.0,57.6,2025-03-30T12:44:02.730Z,2025-03-30T12:44:05Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610397147,212,29.8,5610397149,213,0.90,5610397143,140,73.7,5610397145,141,91.8,5610397141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581137,368,1,1,43,27,1939bnru25svvgv15k2c7tw2y,1,72.6,92.9,2025-03-30T12:44:05.802Z,2025-03-30T12:44:11Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610397685,213,5.57,5610397681,141,81.2,5610397679,140,81.3,5610397683,212,12.1,5610397677,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581149,369,1,1,43,32,1939bnru25svvgv15k2c7tw2y,0,78.9,82.1,2025-03-30T12:44:11.082Z,2025-03-30T12:44:11Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610397743,140,80.9,5610397747,212,7.2,5610397741,56,Center,5610397745,141,72.0,5610397749,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581185,439,1,1,43,34,spvvjmk37iid7hsky9g3nce7,0,22.1,27.2,2025-03-30T12:44:12.666Z,2025-03-30T12:46:54Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610397923,141,26.0,5610397927,213,6.11,5610397919,56,Back,5610397921,140,26.6,5610397925,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793584549,384,61,1,43,35,1939bnru25svvgv15k2c7tw2y,1,68.9,61.1,2025-03-30T12:44:13.500Z,2025-03-30T12:46:57Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610415767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581249,370,1,1,43,35,1939bnru25svvgv15k2c7tw2y,1,73.7,66.4,2025-03-30T12:44:13.915Z,2025-03-30T12:44:15Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5610398257,56,Center,5610398265,213,3.78,5610398261,141,48.7,5610398259,140,58.4,5610398263,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581329,371,1,1,43,37,1939bnru25svvgv15k2c7tw2y,1,58.4,48.7,2025-03-30T12:44:15.786Z,2025-03-30T12:44:19Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610398673,141,79.3,5610398669,56,Left,5610398675,212,20.9,5610398671,140,60.4,5610398677,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581365,372,1,1,43,41,1939bnru25svvgv15k2c7tw2y,1,63.5,81.2,2025-03-30T12:44:19.817Z,2025-03-30T12:44:22Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610398893,141,95.1,5610398891,140,73.8,5610398895,212,14.4,5610398889,56,Left,5610398897,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581375,373,1,1,43,43,1939bnru25svvgv15k2c7tw2y,0,73.8,95.1,2025-03-30T12:44:22.266Z,2025-03-30T12:44:25Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610398953,141,84.5,5610399203,286,,5610398949,56,Left,5610398947,155,,5610398957,213,5.43,5610399195,233,440,5610399191,236,,5610398955,212,9.6,5610398945,2,,5610398951,140,,,,,,,,,,,,,,79.8,,,,,,,,,,
2793581413,440,12,1,43,43,spvvjmk37iid7hsky9g3nce7,1,30.2,4.1,2025-03-30T12:44:22.366Z,2025-03-30T12:44:26Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610399153,185,,5610399233,233,373,5610399155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581537,374,1,1,43,48,1939bnru25svvgv15k2c7tw2y,1,75.6,95.7,2025-03-30T12:44:27.226Z,2025-03-30T12:44:31Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610399815,212,15.7,5610399811,140,61.2,5610399817,213,3.41,5610399809,56,Left,5610399813,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581625,375,1,1,43,52,1939bnru25svvgv15k2c7tw2y,1,61.3,87.4,2025-03-30T12:44:31.242Z,2025-03-30T12:44:36Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610400293,56,Back,5610400295,140,44.3,5610400297,141,60.3,5610400299,212,25.7,5610400301,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581707,376,1,1,43,57,1939bnru25svvgv15k2c7tw2y,1,43.3,60.9,2025-03-30T12:44:36.138Z,2025-03-30T12:44:40Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610400765,140,43.6,5610400761,56,Back,5610400771,213,1.55,5610400769,212,17.2,5610400767,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581761,377,1,1,44,1,1939bnru25svvgv15k2c7tw2y,1,43.6,86.2,2025-03-30T12:44:39.850Z,2025-03-30T12:44:43Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610401067,213,4.38,5610401065,212,19.1,5610401059,56,Back,5610401061,140,37.7,5610401063,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581859,378,1,1,44,4,1939bnru25svvgv15k2c7tw2y,0,41.4,57.3,2025-03-30T12:44:43.019Z,2025-03-30T12:44:48Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610401605,213,5.80,5610401601,141,8.8,5610401595,155,,5610401603,212,71.1,5610401597,56,Right,5610401607,1,,5610401599,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582377,379,5,1,44,9,1939bnru25svvgv15k2c7tw2y,0,101.2,6.4,2025-03-30T12:44:48.256Z,2025-03-30T12:48:30Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610404509,56,Right,5610404511,346,,5610404623,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793581895,441,5,1,44,9,spvvjmk37iid7hsky9g3nce7,1,-1.2,93.6,2025-03-30T12:44:48.256Z,2025-03-30T12:48:30Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610401779,346,,5610401777,56,Back,5610404555,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582515,442,1,1,44,43,spvvjmk37iid7hsky9g3nce7,0,5.0,37.7,2025-03-30T12:45:21.692Z,2025-03-30T12:45:23Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5610405201,56,Center,5610405205,141,26.1,5610405213,1,,5610405199,124,,5610405215,74,,5610405203,140,57.0,5610405209,213,6.14,5610405207,212,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582529,381,1,1,44,44,1939bnru25svvgv15k2c7tw2y,1,40.7,70.3,2025-03-30T12:45:23.275Z,2025-03-30T12:45:44Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5610405293,141,66.1,5610405287,3,,5610405295,212,29.7,5610405291,140,68.9,5610405289,56,Center,5610405297,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582563,443,43,1,44,46,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-03-30T12:45:25.418Z,2025-03-30T12:46:18Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610411677,144,61,5610405475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793584933,385,61,1,44,47,1939bnru25svvgv15k2c7tw2y,0,64.8,59.4,2025-03-30T12:45:25.500Z,2025-03-30T12:47:13Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5610417723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582703,444,1,1,44,49,spvvjmk37iid7hsky9g3nce7,1,38.7,26.7,2025-03-30T12:45:27.645Z,2025-03-30T12:45:30Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610406169,140,33.4,5610406173,212,17.6,5610406167,56,Back,5610406175,213,1.89,5610406171,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582827,445,1,1,44,53,spvvjmk37iid7hsky9g3nce7,1,38.1,52.4,2025-03-30T12:45:31.770Z,2025-03-30T12:45:34Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610406751,213,5.10,5610406745,140,51.4,5610406747,141,2.3,5610406749,212,36.8,5610406743,56,Right,5610406753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793582919,446,1,1,44,56,spvvjmk37iid7hsky9g3nce7,1,56.8,3.7,2025-03-30T12:45:34.698Z,2025-03-30T12:45:38Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610407195,56,Back,5610407201,212,15.8,5610407199,141,18.6,5610407203,213,2.44,5610407197,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793583003,447,1,1,45,0,spvvjmk37iid7hsky9g3nce7,1,42.6,19.5,2025-03-30T12:45:38.508Z,2025-03-30T12:45:42Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610407653,213,0.76,5610407647,140,51.8,5610407649,141,33.1,5610407645,56,Center,5610407651,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793583007,448,70,1,45,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-03-30T12:45:38.583Z,2025-03-30T12:45:47Z,,,,,5610407685,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793583075,382,30,1,45,5,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-03-30T12:45:44.413Z,2025-03-30T12:45:45Z,,,,,5610407991,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793583067,449,30,1,45,5,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-03-30T12:45:44.413Z,2025-03-30T12:45:45Z,,,,,5610407979,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
