id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793791765,450,2,2,50,2,46yo78zak2j7kaxc5ak1fnm60,1,54.1,87.9,2025-03-30T15:39:19.056Z,2025-03-30T15:43:20Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611539025,189,,5611564325,152,,5611564321,5,,5611538073,141,93.6,5611538071,140,78.8,5611538137,7,59dtrk7ly4lepf7s0gywhu51w,5611538139,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793791857,459,55,2,50,2,6i936isoyj6d0uuxdj537uc97,1,29.6,10.1,2025-03-30T15:39:19.057Z,2025-03-30T16:13:04Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611561691,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793791691,458,43,2,50,3,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-03-30T15:39:20.197Z,2025-03-30T15:39:26Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611538465,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793791947,460,1,2,50,13,6i936isoyj6d0uuxdj537uc97,1,26.0,6.8,2025-03-30T15:39:29.941Z,2025-03-30T15:43:13Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611539101,212,15.4,5611539103,213,1.30,5611539099,141,28.6,5611539095,56,Back,5611539097,140,29.9,5611539091,5,,5611539093,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792031,461,1,2,50,16,6i936isoyj6d0uuxdj537uc97,1,29.8,28.6,2025-03-30T15:39:32.869Z,2025-03-30T15:39:37Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611539659,141,71.4,5611539663,213,1.83,5611539661,212,30.1,5611539655,56,Back,5611539657,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792119,462,1,2,50,21,6i936isoyj6d0uuxdj537uc97,1,24.5,69.9,2025-03-30T15:39:37.588Z,2025-03-30T15:39:41Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611540149,141,90.2,5611540145,56,Back,5611540147,140,32.3,5611540153,213,1.04,5611540151,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792235,463,1,2,50,24,6i936isoyj6d0uuxdj537uc97,0,39.8,95.4,2025-03-30T15:39:40.999Z,2025-03-30T15:39:46Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611540879,56,Center,5611540889,1,,5611540875,155,,5611540885,212,70.4,5611540881,140,91.8,5611540883,141,30.0,5611540877,196,,5611540887,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792683,453,1,2,50,49,46yo78zak2j7kaxc5ak1fnm60,1,22.8,57.0,2025-03-30T15:40:06.257Z,2025-03-30T15:40:11Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5611543411,157,,5611543413,198,,5611543417,140,65.5,5611543423,213,0.54,5611543421,212,52.4,5611543419,141,96.8,5611543415,56,Left,5611543425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792711,454,1,2,50,55,46yo78zak2j7kaxc5ak1fnm60,1,65.5,96.8,2025-03-30T15:40:11.744Z,2025-03-30T15:40:12Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611543585,141,74.2,5611543579,155,,5611543589,213,4.93,5611543587,212,15.7,5611543583,140,68.7,5611543581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792751,455,1,2,50,56,46yo78zak2j7kaxc5ak1fnm60,1,68.9,74.2,2025-03-30T15:40:12.785Z,2025-03-30T15:40:40Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,1.0,,5611543811,213,0.12,5611546631,210,15,5611543809,212,6.7,5611543805,140,75.2,5611543807,141,75.4,5611543803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793798075,508,83,2,50,56,6i936isoyj6d0uuxdj537uc97,0,18.4,32.2,2025-03-30T15:40:13.023Z,2025-03-30T15:45:21Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611577535,399,c2pfggtw5hreyomdwogbhjpqs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792851,456,3,2,50,57,46yo78zak2j7kaxc5ak1fnm60,1,81.4,68.6,2025-03-30T15:40:14.023Z,2025-03-30T15:51:26Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5611544377,56,Center,5611544461,233,464,5611544379,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792793,464,45,2,50,57,6i936isoyj6d0uuxdj537uc97,0,18.6,31.4,2025-03-30T15:40:14.023Z,2025-03-30T15:51:26Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611544103,285,,5611544099,56,Back,5611544503,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793792863,457,15,2,51,3,46yo78zak2j7kaxc5ak1fnm60,1,94.9,68.0,2025-03-30T15:40:19.521Z,2025-03-30T15:51:45Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5611546703,55,455,5611546701,29,,5611546771,233,465,5611546709,103,1.3,5611546089,72,,5611544419,65,,5611546711,215,,5611546713,146,97.3,5611546699,78,5611544421,56,Center,5611544417,22,,5611546707,102,5611546715,147,60.8,,,,,,,,,,,51.6,,,,,,,,,
2793792903,465,10,2,51,3,6i936isoyj6d0uuxdj537uc97,1,1.4,44.4,2025-03-30T15:40:19.621Z,2025-03-30T15:45:26Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611544665,56,Back,5611546835,180,,5611546793,233,457,5611544659,173,,5611544663,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793343,458,6,2,51,10,46yo78zak2j7kaxc5ak1fnm60,1,98.6,63.5,2025-03-30T15:40:26.712Z,2025-03-30T16:13:02Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5611547077,56,Center,5611559103,233,466,5611547079,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793159,466,6,2,51,10,6i936isoyj6d0uuxdj537uc97,0,1.4,36.5,2025-03-30T15:40:26.712Z,2025-03-30T16:13:02Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611546043,56,Back,5611559145,233,458,5611546045,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793559,459,1,2,51,37,46yo78zak2j7kaxc5ak1fnm60,1,99.5,99.5,2025-03-30T15:40:53.776Z,2025-03-30T15:52:16Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,1.0,,5611548433,212,36.1,5611548431,141,50.0,5611548409,2,,5611621925,154,,5611548427,56,Center,5611548419,155,,5611548425,224,,5611621923,210,15,5611548437,1,5611548435,213,4.34,5611548415,6,,5611548429,140,,,,,,,,,,,,,,87.0,,,,,,,,,
2793793563,460,15,2,51,39,46yo78zak2j7kaxc5ak1fnm60,1,87.0,50.0,2025-03-30T15:40:55.536Z,2025-03-30T15:52:16Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611555025,25,,5611621945,55,459,5611555313,79,,5611555027,15,,5611555361,233,467,5611548467,56,Center,5611548465,17,,5611555031,328,,5611555315,102,5611621941,29,,5611621943,154,,5611555321,146,5611555323,147,49.6,5611555317,103,30.4,,,,,,,50.0,98.2,,,,,,,,,
2793793643,467,10,2,51,39,6i936isoyj6d0uuxdj537uc97,1,2.6,50.6,2025-03-30T15:40:55.636Z,2025-03-30T15:50:51Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611548883,56,Back,5611613109,177,,5611548881,182,,5611555395,233,460,5611613113,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793797,468,4,2,51,49,6i936isoyj6d0uuxdj537uc97,1,15.6,48.2,2025-03-30T15:41:06.351Z,2025-03-30T15:41:51Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611554733,398,,5611549955,233,461,5611549949,152,,5611549947,56,Back,5611549953,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793727,461,4,2,51,49,46yo78zak2j7kaxc5ak1fnm60,0,84.4,51.8,2025-03-30T15:41:06.352Z,2025-03-30T15:51:01Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611552439,398,,5611551667,55,462,5611549989,233,468,5611549553,56,Center,5611549557,152,,5611549561,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793765,462,17,2,51,51,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-03-30T15:41:08.400Z,2025-03-30T15:51:21Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611551639,55,461,5611551635,13,243,5611551625,31,,5611551629,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793793967,469,1,2,51,57,6i936isoyj6d0uuxdj537uc97,1,21.1,51.1,2025-03-30T15:41:14.406Z,2025-03-30T15:53:08Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611619051,189,,5611550791,140,26.1,5611550789,56,Back,5611550785,5,,5611550803,213,0.55,5611550787,152,,5611550799,212,6.1,5611550795,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793807689,603,1,2,51,59,6i936isoyj6d0uuxdj537uc97,1,24.2,55.6,2025-03-30T15:41:15.956Z,2025-03-30T15:53:36Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611629595,212,18.0,5611629591,140,31.3,5611629593,141,79.7,5611629597,213,1.14,5611629589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794019,470,1,2,52,0,6i936isoyj6d0uuxdj537uc97,1,29.9,93.6,2025-03-30T15:41:16.917Z,2025-03-30T15:41:19Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611551069,212,13.9,5611551063,140,24.4,5611551059,56,Back,5611551073,213,4.28,5611551067,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794161,471,1,2,52,2,6i936isoyj6d0uuxdj537uc97,1,28.1,68.5,2025-03-30T15:41:18.853Z,2025-03-30T15:53:58Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611551839,56,Back,5611551845,212,29.7,5611551843,141,24.8,5611551841,140,28.3,5611551847,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794245,472,1,2,52,9,6i936isoyj6d0uuxdj537uc97,1,32.7,27.0,2025-03-30T15:41:25.768Z,2025-03-30T15:41:28Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611552401,213,1.38,5611552395,140,38.8,5611552399,212,33.7,5611552403,1,,5611552397,141,75.6,5611552393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794329,473,1,2,52,11,6i936isoyj6d0uuxdj537uc97,1,40.1,81.2,2025-03-30T15:41:28.422Z,2025-03-30T15:41:33Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611552845,141,88.4,5611552847,212,22.8,5611552841,56,Left,5611552843,140,61.3,5611552851,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794383,474,1,2,52,16,6i936isoyj6d0uuxdj537uc97,1,68.0,88.0,2025-03-30T15:41:32.965Z,2025-03-30T15:41:35Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611553107,56,Left,5611553113,212,17.3,5611553111,141,87.7,5611553115,213,3.15,5611553109,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794441,475,1,2,52,19,6i936isoyj6d0uuxdj537uc97,1,42.9,84.4,2025-03-30T15:41:35.653Z,2025-03-30T15:41:39Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611553535,140,29.1,5611553539,212,22.1,5611553541,213,4.00,5611553533,56,Back,5611553537,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794521,476,1,2,52,23,6i936isoyj6d0uuxdj537uc97,1,30.3,59.1,2025-03-30T15:41:39.542Z,2025-03-30T15:41:44Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611554033,140,40.1,5611554031,56,Back,5611554037,212,34.2,5611554035,141,11.1,5611554039,213,5.02,5611554041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794597,477,1,2,52,27,6i936isoyj6d0uuxdj537uc97,1,41.9,10.1,2025-03-30T15:41:44.117Z,2025-03-30T15:41:48Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611554445,212,11.4,5611554439,56,Back,5611554447,213,1.84,5611554441,140,39.0,5611554443,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794641,478,1,2,52,31,6i936isoyj6d0uuxdj537uc97,1,44.1,31.5,2025-03-30T15:41:48.326Z,2025-03-30T15:41:50Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611554679,140,47.5,5611554685,213,1.44,5611554681,141,71.1,5611554683,212,27.2,5611554677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794691,479,1,2,52,34,6i936isoyj6d0uuxdj537uc97,1,49.8,74.5,2025-03-30T15:41:50.534Z,2025-03-30T15:41:53Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611554941,213,0.54,5611554939,212,24.7,5611554935,140,69.9,5611554937,141,93.3,5611554933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794747,480,1,2,52,37,6i936isoyj6d0uuxdj537uc97,1,72.1,91.8,2025-03-30T15:41:53.669Z,2025-03-30T15:41:56Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611555293,212,12.0,5611555291,141,83.2,5611555289,140,82.1,5611555295,213,5.78,5611555287,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794799,481,1,2,52,39,6i936isoyj6d0uuxdj537uc97,0,82.1,83.2,2025-03-30T15:41:56.246Z,2025-03-30T15:41:58Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611555561,56,Left,5611555563,140,84.4,5611555567,212,6.1,5611555569,213,1.16,5611555565,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794849,463,43,2,52,42,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-03-30T15:41:58.928Z,2025-03-30T15:42:14Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611555897,56,Back,5611557351,144,7,5611555899,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794897,482,83,2,52,47,6i936isoyj6d0uuxdj537uc97,0,91.3,85.1,2025-03-30T15:42:03.781Z,2025-03-30T15:42:07Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611556547,399,9469qatlpe6rdqko8c6ha4out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794943,465,1,2,52,47,46yo78zak2j7kaxc5ak1fnm60,1,20.5,6.5,2025-03-30T15:42:04.385Z,2025-03-30T15:42:06Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611556387,140,19.3,5611556385,56,Back,5611556389,141,1.4,5611556393,213,4.36,5611556391,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794961,466,1,2,52,49,46yo78zak2j7kaxc5ak1fnm60,1,19.3,1.4,2025-03-30T15:42:06Z,2025-03-30T15:42:07Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611556493,56,Back,5611556497,141,7.1,5611556499,212,7.5,5611556495,140,25.4,5611556501,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793794999,467,1,2,52,50,46yo78zak2j7kaxc5ak1fnm60,1,25.4,7.1,2025-03-30T15:42:07.360Z,2025-03-30T15:42:08Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611556691,212,4.0,5611556693,213,2.23,5611556689,141,11.7,5611556685,56,Back,5611556687,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795035,468,1,2,52,52,46yo78zak2j7kaxc5ak1fnm60,0,23.1,11.7,2025-03-30T15:42:08.753Z,2025-03-30T15:42:11Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611556905,140,29.1,5611556909,212,11.2,5611556911,213,5.31,5611556907,141,0.0,5611556903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795043,469,5,2,52,54,46yo78zak2j7kaxc5ak1fnm60,0,28.1,-2.0,2025-03-30T15:42:10.855Z,2025-03-30T16:12:45Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611556951,56,Back,5611556953,347,,5611557663,233,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795151,483,5,2,52,54,6i936isoyj6d0uuxdj537uc97,1,71.9,102.0,2025-03-30T15:42:10.855Z,2025-03-30T16:12:44Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611557645,233,469,5611557601,347,,5611557599,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795179,484,1,2,53,0,6i936isoyj6d0uuxdj537uc97,1,73.5,100.0,2025-03-30T15:42:16.677Z,2025-03-30T15:42:18Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611557755,212,21.2,5611557749,56,Left,5611557757,213,3.69,5611557747,107,,5611557751,140,56.3,5611557753,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795239,485,1,2,53,1,6i936isoyj6d0uuxdj537uc97,1,54.6,86.6,2025-03-30T15:42:17.814Z,2025-03-30T15:42:20Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611558105,213,5.00,5611558101,141,69.7,5611558103,212,12.0,5611558099,140,57.8,5611558097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795253,486,1,2,53,4,6i936isoyj6d0uuxdj537uc97,1,50.3,72.9,2025-03-30T15:42:20.742Z,2025-03-30T15:42:21Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611558159,212,16.5,5611558155,140,34.6,5611558161,213,3.10,5611558157,141,73.8,5611558153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795283,487,1,2,53,4,6i936isoyj6d0uuxdj537uc97,1,34.6,74.4,2025-03-30T15:42:21.413Z,2025-03-30T15:42:23Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611558389,140,44.8,5611558393,212,17.4,5611558391,141,94.5,5611558395,213,0.91,5611558387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795357,488,1,2,53,7,6i936isoyj6d0uuxdj537uc97,1,44.8,94.5,2025-03-30T15:42:23.830Z,2025-03-30T15:42:27Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611558827,212,21.6,5611558821,56,Back,5611558823,140,29.4,5611558829,213,3.87,5611558825,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795459,489,1,2,53,11,6i936isoyj6d0uuxdj537uc97,1,26.7,71.1,2025-03-30T15:42:27.494Z,2025-03-30T15:42:33Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611559349,56,Back,5611559355,212,28.0,5611559351,140,10.7,5611559353,141,38.2,5611559357,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795513,490,1,2,53,16,6i936isoyj6d0uuxdj537uc97,1,10.6,40.6,2025-03-30T15:42:32.950Z,2025-03-30T15:42:36Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611559659,213,6.16,5611559649,157,,5611559661,1,,5611559655,141,30.9,5611559651,56,Center,5611559653,140,60.1,5611559657,212,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795525,491,44,2,53,19,6i936isoyj6d0uuxdj537uc97,1,62.0,32.6,2025-03-30T15:42:35.519Z,2025-03-30T15:51:44Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611559721,56,Center,5611559725,286,,5611559785,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795509,470,44,2,53,19,46yo78zak2j7kaxc5ak1fnm60,0,38.0,67.4,2025-03-30T15:42:35.520Z,2025-03-30T15:54:57Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611559627,285,,5611559803,233,491,5611559625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795563,492,1,2,53,19,6i936isoyj6d0uuxdj537uc97,1,60.1,30.9,2025-03-30T15:42:36.054Z,2025-03-30T15:42:38Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611559957,56,Center,5611559953,168,,5611559969,213,5.02,5611559951,3,,5611559967,212,4.9,5611559961,140,61.5,5611559963,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795589,493,1,2,53,21,6i936isoyj6d0uuxdj537uc97,1,61.5,24.1,2025-03-30T15:42:38.230Z,2025-03-30T15:42:40Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611560137,140,63.6,5611560141,212,7.9,5611560143,213,1.29,5611560139,141,35.2,5611560135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795557,471,83,2,53,22,46yo78zak2j7kaxc5ak1fnm60,0,31.5,74.5,2025-03-30T15:42:39.177Z,2025-03-30T15:56:07Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611560177,399,8uzx6yb66zjn0ke2rwqlg7wus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795629,494,3,2,53,25,6i936isoyj6d0uuxdj537uc97,0,69.3,40.8,2025-03-30T15:42:41.751Z,2025-03-30T15:51:22Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611560365,56,Center,5611560745,233,472,5611560367,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795671,472,7,2,53,25,46yo78zak2j7kaxc5ak1fnm60,1,30.7,59.2,2025-03-30T15:42:41.752Z,2025-03-30T15:56:58Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611560619,56,Back,5611560671,233,494,5611560621,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795675,473,12,2,53,28,46yo78zak2j7kaxc5ak1fnm60,1,11.7,68.5,2025-03-30T15:42:45.076Z,2025-03-30T15:57:00Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611560633,56,Back,5611646285,140,21.9,5611646289,141,66.2,5611646293,213,6.14,5611646291,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795703,474,61,2,53,29,46yo78zak2j7kaxc5ak1fnm60,1,22.2,67.3,2025-03-30T15:42:46.322Z,2025-03-30T15:57:02Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611560775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795753,476,1,2,53,31,46yo78zak2j7kaxc5ak1fnm60,0,19.7,69.3,2025-03-30T15:42:47.601Z,2025-03-30T15:42:49Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611561029,56,Left,5611561035,212,39.3,5611561039,1,,5611561037,213,0.38,5611561027,155,,5611561033,141,90.5,5611561031,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795853,495,1,2,53,35,6i936isoyj6d0uuxdj537uc97,1,30.0,15.3,2025-03-30T15:42:52.220Z,2025-03-30T15:42:54Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611561593,3,,5611561597,140,60.6,5611561595,56,Right,5611561635,212,32.1,5611561639,1,,5611561637,213,6.27,5611561633,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793795969,497,1,2,53,39,6i936isoyj6d0uuxdj537uc97,1,59.4,15.5,2025-03-30T15:42:55.516Z,2025-03-30T15:43:00Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611562123,56,Right,5611562127,141,6.8,5611562125,140,50.6,5611562129,212,11.0,5611562131,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793796003,498,1,2,53,43,6i936isoyj6d0uuxdj537uc97,1,53.1,6.5,2025-03-30T15:42:59.686Z,2025-03-30T15:43:01Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611562301,140,33.2,5611562303,141,12.9,5611562307,213,2.94,5611562297,56,Back,5611562305,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
