id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820328521,467,1,2,47,23,7hlumphk42363z3i2nry2wrzj,0,14.7,51.9,2025-05-31T14:05:41.902Z,2025-05-31T14:05:43Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758125403,212,58.2,5758125407,1,,5758125401,141,100.0,5758125405,213,0.61,5758125399,140,60.2,5758125395,199,,5758125397,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328519,465,5,2,47,23,33hzf6j2rd9r50g2n4agsytkd,1,42.1,-1.2,2025-05-31T14:05:41.998Z,2025-05-31T14:18:37Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758125393,347,,5758125391,56,Back,5758125413,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328523,468,5,2,47,23,7hlumphk42363z3i2nry2wrzj,0,57.9,101.2,2025-05-31T14:05:41.998Z,2025-05-31T14:18:37Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758125409,56,Left,5758125417,233,465,5758125411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328575,466,1,2,47,32,33hzf6j2rd9r50g2n4agsytkd,1,46.0,0.0,2025-05-31T14:05:50.716Z,2025-05-31T14:05:54Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758125745,56,Right,5758125753,213,0.40,5758125751,212,23.7,5758125749,141,11.6,5758125743,107,,5758125755,1,,5758125747,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328581,467,61,2,47,35,33hzf6j2rd9r50g2n4agsytkd,1,66.8,11.6,2025-05-31T14:05:53.885Z,2025-05-31T14:22:09Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758125779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328613,469,12,2,47,35,7hlumphk42363z3i2nry2wrzj,1,27.0,84.1,2025-05-31T14:05:54.541Z,2025-05-31T14:21:57Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758125973,140,29.8,5758125977,212,4.0,5758125971,56,Back,5758125975,141,80.2,5758125983,233,468,5758125979,213,5.55,5758125981,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328589,468,74,2,47,35,33hzf6j2rd9r50g2n4agsytkd,1,73.6,17.0,2025-05-31T14:05:54.542Z,2025-05-31T14:06:02Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758126001,233,469,5758125857,397,,5758125831,285,,5758125829,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328635,470,1,2,47,47,33hzf6j2rd9r50g2n4agsytkd,1,86.1,15.3,2025-05-31T14:06:05.933Z,2025-05-31T14:06:07Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758126099,212,18.9,5758126095,140,68.5,5758126101,213,3.34,5758126097,141,9.8,5758126093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328651,471,1,2,47,48,33hzf6j2rd9r50g2n4agsytkd,1,68.7,8.6,2025-05-31T14:06:07.276Z,2025-05-31T14:06:09Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5758126169,212,13.0,5758126165,140,81.0,5758126171,213,0.13,5758126163,56,Right,5758126167,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328665,472,1,2,47,50,33hzf6j2rd9r50g2n4agsytkd,1,79.2,9.8,2025-05-31T14:06:09.308Z,2025-05-31T14:06:11Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758126237,140,87.4,5758126243,213,6.20,5758126235,56,Right,5758126241,212,8.6,5758126239,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328673,473,1,2,47,52,33hzf6j2rd9r50g2n4agsytkd,0,90.7,8.5,2025-05-31T14:06:11.195Z,2025-05-31T14:06:12Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758126275,212,5.1,5758126269,56,Right,5758126273,141,15.0,5758126277,213,1.05,5758126271,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328669,470,61,2,47,52,7hlumphk42363z3i2nry2wrzj,1,12.1,84.8,2025-05-31T14:06:11.546Z,2025-05-31T14:06:11Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758126251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328677,471,6,2,47,53,7hlumphk42363z3i2nry2wrzj,0,10.0,84.8,2025-05-31T14:06:12.236Z,2025-05-31T14:06:16Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758126329,73,,5758126355,233,474,5758126327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328689,474,6,2,47,53,33hzf6j2rd9r50g2n4agsytkd,1,90.0,15.2,2025-05-31T14:06:12.236Z,2025-05-31T15:01:09Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758126343,56,Right,5758126347,233,471,5758126345,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328859,475,1,2,48,24,33hzf6j2rd9r50g2n4agsytkd,0,99.5,0.5,2025-05-31T14:06:43.132Z,2025-05-31T14:06:45Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5758127237,155,,5758127233,2,,5758127235,6,,5758127239,223,,5758127245,141,40.4,5758127249,213,1.72,5758127241,56,Center,5758127243,140,95.7,5758127247,212,,,,,,,,,,,,,,,,,,27.4,,,,,,,,,,
2820328863,472,12,2,48,27,7hlumphk42363z3i2nry2wrzj,1,8.5,61.1,2025-05-31T14:06:46.412Z,2025-05-31T14:06:48Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5758127269,213,5.74,5758127265,141,53.7,5758127273,15,,5758127263,140,16.4,5758127267,212,9.7,5758127261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328865,476,44,2,48,29,33hzf6j2rd9r50g2n4agsytkd,1,84.6,47.8,2025-05-31T14:06:47.567Z,2025-05-31T14:18:47Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5758127283,56,Center,5758127285,286,,5758127327,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328875,473,44,2,48,29,7hlumphk42363z3i2nry2wrzj,0,15.4,52.2,2025-05-31T14:06:47.568Z,2025-05-31T14:23:13Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5758127347,233,476,5758127321,285,,5758127319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328889,477,1,2,48,29,33hzf6j2rd9r50g2n4agsytkd,1,86.2,50.4,2025-05-31T14:06:47.965Z,2025-05-31T14:06:50Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5758127425,212,7.8,5758127419,56,Center,5758127421,140,93.4,5758127417,3,,5758127423,141,47.8,5758127427,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328893,478,43,2,48,31,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T14:06:50.123Z,2025-05-31T14:24:42Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758165275,144,44,5758127435,56,Center,5758127437,286,0,5758127471,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328899,474,43,2,48,31,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T14:06:50.124Z,2025-05-31T14:24:43Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758165299,144,44,5758127467,56,Back,5758127469,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328901,479,2,2,48,32,33hzf6j2rd9r50g2n4agsytkd,1,91.5,45.8,2025-05-31T14:06:50.957Z,2025-05-31T14:24:25Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758127487,56,Center,5758127491,141,54.2,5758127489,140,94.2,5758128369,7,aybt4s09eeonv6pdk2v9c9v6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328905,480,43,2,48,33,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T14:06:52.396Z,2025-05-31T14:07:26Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758127513,56,Center,5758127515,286,0,5758128439,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328909,475,43,2,48,33,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T14:06:52.397Z,2025-05-31T14:07:21Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758127525,56,Back,5758128283,144,44,5758127531,285,0,5758127549,233,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328911,481,43,2,48,34,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T14:06:52.828Z,2025-05-31T14:07:28Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758127873,328,0,5758127877,231,52.7,5758127875,230,98.9,5758127537,56,Center,5758127853,25,0,5758127857,85,0,5758127869,103,58.3,5758127535,16,0,5758127855,15,5758128489,144,13,5758127863,55,479,5758127867,102,50.9,5758127861,154,0,5758127859,29,0,,,0,,,,,,,,,,
2820328921,482,43,2,48,35,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T14:06:54.029Z,2025-05-31T14:07:30Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758128535,144,5,5758127585,56,Center,5758127587,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820328915,476,43,2,48,35,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T14:06:54.396Z,2025-05-31T14:07:20Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758127559,346,0,5758128255,144,5,5758127557,56,Back,5758127601,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329067,479,1,2,49,6,7hlumphk42363z3i2nry2wrzj,1,9.2,45.7,2025-05-31T14:07:24.701Z,2025-05-31T14:25:20Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758128475,140,11.7,5758128479,212,16.1,5758128481,213,1.41,5758128471,241,,5758128473,56,Back,5758128477,141,69.1,5758166557,189,,5758128469,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329079,480,1,2,49,9,7hlumphk42363z3i2nry2wrzj,1,11.0,82.0,2025-05-31T14:07:27.741Z,2025-05-31T14:25:32Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758128529,212,12.3,5758128531,213,1.02,5758128525,140,17.1,5758128523,56,Back,5758128527,141,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329085,481,1,2,49,11,7hlumphk42363z3i2nry2wrzj,1,15.5,90.9,2025-05-31T14:07:29.805Z,2025-05-31T14:07:31Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758128559,140,26.4,5758128561,141,88.4,5758128563,212,11.6,5758128557,56,Back,5758128565,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329087,482,4,2,49,12,7hlumphk42363z3i2nry2wrzj,1,22.9,94.8,2025-05-31T14:07:31.180Z,2025-05-31T14:18:43Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758128603,285,,5758128733,233,483,5758128601,265,,5758128597,56,Back,5758128595,13,,5758128599,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329103,483,4,2,49,12,33hzf6j2rd9r50g2n4agsytkd,0,77.1,5.2,2025-05-31T14:07:31.181Z,2025-05-31T14:25:52Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758128719,286,,5758128715,152,,5758128739,233,482,5758128711,13,,5758128713,56,Right,5758128717,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329119,483,1,2,49,17,7hlumphk42363z3i2nry2wrzj,0,23.8,92.1,2025-05-31T14:07:35.645Z,2025-05-31T14:07:36Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758128799,56,Center,5758128795,155,,5758128797,152,,5758128793,5,,5758128805,212,59.6,5758128809,1,,5758128801,140,77.3,5758128803,141,63.0,5758128807,213,,,,,,,,,,,,,,,,,,5.94,,,,,,,,,,
2820329123,484,1,2,49,18,33hzf6j2rd9r50g2n4agsytkd,0,27.1,43.1,2025-05-31T14:07:37.356Z,2025-05-31T14:07:37Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758128835,213,6.10,5758128827,56,Back,5758128831,141,41.2,5758128825,3,,5758128833,212,7.3,5758128829,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329139,485,83,2,49,22,33hzf6j2rd9r50g2n4agsytkd,0,33.5,54.6,2025-05-31T14:07:40.702Z,2025-05-31T14:07:43Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758129017,399,3v40cf58jryvu4l4cxu4w9ht6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329157,484,1,2,49,22,7hlumphk42363z3i2nry2wrzj,1,71.7,54.8,2025-05-31T14:07:41.149Z,2025-05-31T14:07:42Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5758128985,212,12.4,5758128983,141,36.6,5758128987,213,4.64,5758128981,140,70.8,5758128979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329179,485,1,2,49,24,7hlumphk42363z3i2nry2wrzj,1,72.5,30.3,2025-05-31T14:07:43.100Z,2025-05-31T14:07:47Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5758129119,212,13.1,5758129115,140,68.1,5758129121,213,4.35,5758129117,141,12.3,5758129113,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329177,486,83,2,49,28,33hzf6j2rd9r50g2n4agsytkd,0,31.5,96.2,2025-05-31T14:07:47.165Z,2025-05-31T14:07:48Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5758129165,399,9d08simhpio6vi217mqtro6ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329185,486,1,2,49,28,7hlumphk42363z3i2nry2wrzj,1,73.2,5.8,2025-05-31T14:07:47.324Z,2025-05-31T14:07:52Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758129151,140,60.8,5758129153,141,10.4,5758129157,213,2.91,5758129149,56,Right,5758129155,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329205,487,1,2,49,33,7hlumphk42363z3i2nry2wrzj,1,60.8,10.4,2025-05-31T14:07:51.852Z,2025-05-31T14:07:52Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5758129245,213,2.03,5758129243,212,8.7,5758129241,141,21.9,5758129237,56,Center,5758129239,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329219,488,1,2,49,33,7hlumphk42363z3i2nry2wrzj,1,57.2,21.9,2025-05-31T14:07:52.541Z,2025-05-31T14:07:55Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5758129339,213,5.43,5758129335,141,6.1,5758129333,140,66.1,5758129337,212,14.2,5758129331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329225,489,1,2,49,37,7hlumphk42363z3i2nry2wrzj,1,66.1,6.1,2025-05-31T14:07:55.773Z,2025-05-31T14:26:20Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5758129357,140,72.4,5758129359,141,27.3,5758129361,212,15.9,5758129363,213,1.14,5758129355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329227,490,1,2,49,38,7hlumphk42363z3i2nry2wrzj,1,72.4,27.3,2025-05-31T14:07:57.053Z,2025-05-31T14:07:58Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758129369,140,67.8,5758129367,56,Right,5758129371,141,20.9,5758129373,212,6.5,5758129375,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329259,491,1,2,49,39,7hlumphk42363z3i2nry2wrzj,1,67.8,20.9,2025-05-31T14:07:57.901Z,2025-05-31T14:08:04Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5758129523,141,57.2,5758129527,213,1.39,5758129521,140,72.0,5758129525,212,25.1,5758129519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329233,487,83,2,49,42,33hzf6j2rd9r50g2n4agsytkd,0,25.3,42.1,2025-05-31T14:08:00.925Z,2025-05-31T14:08:07Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758129595,399,ez7xc7vakt4fmabtp61w72yju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329269,492,1,2,49,45,7hlumphk42363z3i2nry2wrzj,1,86.2,75.6,2025-05-31T14:08:04.221Z,2025-05-31T14:08:06Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758129569,56,Left,5758129573,141,86.6,5758129577,213,0.79,5758129571,140,93.3,5758129575,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329275,493,1,2,49,47,7hlumphk42363z3i2nry2wrzj,0,93.4,86.8,2025-05-31T14:08:06.364Z,2025-05-31T14:08:07Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5758129621,141,50.0,5758129623,212,25.0,5758129613,2,,5758129617,56,Center,5758129619,140,94.2,5758129615,155,,5758129625,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329285,488,12,2,49,49,33hzf6j2rd9r50g2n4agsytkd,1,7.4,47.8,2025-05-31T14:08:08.157Z,2025-05-31T14:08:09Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758129669,56,Back,5758129671,140,20.6,5758129691,15,,5758129675,141,57.0,5758129683,213,0.42,5758129679,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329297,494,44,2,49,51,7hlumphk42363z3i2nry2wrzj,1,83.9,45.7,2025-05-31T14:08:09.772Z,2025-05-31T14:18:48Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5758129727,233,489,5758129717,56,Center,5758129719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329295,489,44,2,49,51,33hzf6j2rd9r50g2n4agsytkd,0,16.1,54.3,2025-05-31T14:08:09.773Z,2025-05-31T14:18:48Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758129715,285,,5758129735,233,494,5758129713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329299,495,61,2,49,52,7hlumphk42363z3i2nry2wrzj,0,91.5,48.8,2025-05-31T14:08:10.573Z,2025-05-31T14:08:11Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5758129721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329325,490,12,2,49,53,33hzf6j2rd9r50g2n4agsytkd,1,8.4,68.1,2025-05-31T14:08:12.254Z,2025-05-31T14:08:17Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5758129851,140,37.0,5758129857,213,5.36,5758129853,141,9.4,5758129849,56,Back,5758129855,212,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329333,492,3,2,50,0,33hzf6j2rd9r50g2n4agsytkd,0,64.3,13.8,2025-05-31T14:08:19.341Z,2025-05-31T14:08:43Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758129885,56,Right,5758129887,286,,5758129935,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329353,496,1,2,50,3,7hlumphk42363z3i2nry2wrzj,1,42.9,77.6,2025-05-31T14:08:22.397Z,2025-05-31T14:08:23Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5758129973,141,65.8,5758129977,213,3.78,5758129971,140,32.7,5758129969,56,Back,5758129975,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329359,498,1,2,50,4,7hlumphk42363z3i2nry2wrzj,1,33.0,65.4,2025-05-31T14:08:23.513Z,2025-05-31T14:08:24Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758130005,212,11.3,5758130003,141,81.5,5758130007,213,1.32,5758130001,140,35.7,5758129999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329369,499,1,2,50,5,7hlumphk42363z3i2nry2wrzj,1,35.7,81.5,2025-05-31T14:08:24.253Z,2025-05-31T14:08:27Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758130087,56,Center,5758130095,213,5.94,5758130089,140,52.0,5758130091,141,72.4,5758130093,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329373,500,1,2,50,8,7hlumphk42363z3i2nry2wrzj,0,52.0,72.4,2025-05-31T14:08:27.133Z,2025-05-31T14:08:27Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758130105,141,84.8,5758130109,213,0.61,5758130103,140,63.6,5758130107,212,14.8,5758130101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329371,493,8,2,50,8,33hzf6j2rd9r50g2n4agsytkd,1,29.6,6.2,2025-05-31T14:08:27.518Z,2025-05-31T14:08:27Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758130099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329421,501,1,2,50,16,7hlumphk42363z3i2nry2wrzj,1,10.3,93.6,2025-05-31T14:08:34.877Z,2025-05-31T14:08:44Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758130439,140,1.9,5758130435,56,Back,5758130443,212,18.4,5758130441,141,69.9,5758130445,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329441,502,1,2,50,26,7hlumphk42363z3i2nry2wrzj,1,5.5,57.9,2025-05-31T14:08:44.972Z,2025-05-31T14:08:47Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758130557,140,27.8,5758130563,213,0.46,5758130561,212,26.1,5758130559,141,75.0,5758130555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329453,503,1,2,50,29,7hlumphk42363z3i2nry2wrzj,1,27.8,75.0,2025-05-31T14:08:47.708Z,2025-05-31T14:08:49Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5758130663,56,Back,5758130667,141,88.3,5758130669,212,14.2,5758130671,213,2.45,5758130665,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329459,504,1,2,50,30,7hlumphk42363z3i2nry2wrzj,1,17.3,87.8,2025-05-31T14:08:49.069Z,2025-05-31T14:08:49Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758130701,212,13.7,5758130703,213,0.33,5758130697,140,29.6,5758130699,141,94.4,5758130695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329471,505,1,2,50,31,7hlumphk42363z3i2nry2wrzj,1,29.6,94.4,2025-05-31T14:08:49.773Z,2025-05-31T14:08:53Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758130799,141,88.6,5758130795,56,Back,5758130801,212,14.6,5758130803,213,3.41,5758130797,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329485,506,1,2,50,34,7hlumphk42363z3i2nry2wrzj,0,16.4,90.4,2025-05-31T14:08:52.876Z,2025-05-31T14:27:08Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758169915,1,,5758130877,140,49.1,5758130871,155,,5758130883,213,5.80,5758130881,212,38.7,5758130879,141,64.2,5758130875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329505,494,1,2,50,38,33hzf6j2rd9r50g2n4agsytkd,1,44.6,40.4,2025-05-31T14:08:56.653Z,2025-05-31T14:08:58Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5758130979,212,12.7,5758130981,213,5.75,5758130975,140,55.0,5758130973,56,Center,5758130977,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329549,496,1,2,50,40,33hzf6j2rd9r50g2n4agsytkd,1,53.9,26.2,2025-05-31T14:08:59.373Z,2025-05-31T14:09:03Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758131167,140,59.8,5758131169,141,12.0,5758131173,213,5.28,5758131165,56,Right,5758131171,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820329555,497,4,2,50,45,33hzf6j2rd9r50g2n4agsytkd,1,66.7,2.8,2025-05-31T14:09:03.695Z,2025-05-31T14:27:37Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758170653,294,,5758151407,233,507,5758131251,286,,5758131245,56,Right,5758131243,13,,5758131247,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
