id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807048349,449,61,1,42,17,2nnlsjfbcea40t4jeclcbw9lk,0,72.6,6.7,2025-04-27T12:46:38.674Z,2025-04-27T13:09:01Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684538955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048427,338,43,1,42,20,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:46:41.658Z,2025-04-27T12:46:53Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684540643,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807075911,529,43,1,42,23,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:46:44.442Z,2025-04-27T13:34:21Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684883297,144,74,5684688217,56,Right,5684688221,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048539,450,1,1,42,24,2nnlsjfbcea40t4jeclcbw9lk,0,67.1,5.5,2025-04-27T12:46:44.825Z,2025-04-27T12:46:46Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684539921,56,Right,5684539923,140,70.2,5684539957,286,,5684539951,236,,5684539953,233,340,5684539927,212,3.3,5684539929,213,6.12,5684539925,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048523,340,74,1,42,24,9zqn9ugvg64it0lr5z8cq4g9v,1,23.9,91.7,2025-04-27T12:46:44.826Z,2025-04-27T13:34:23Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684539977,233,450,5684539847,285,,5684539845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048559,341,43,1,42,25,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:46:46.138Z,2025-04-27T12:46:49Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684539997,56,Back,5684540253,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048575,342,5,1,42,25,9zqn9ugvg64it0lr5z8cq4g9v,0,29.4,101.7,2025-04-27T12:46:46.225Z,2025-04-27T13:04:49Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684540021,56,Back,5684540093,233,451,5684540025,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048567,451,5,1,42,25,2nnlsjfbcea40t4jeclcbw9lk,1,70.6,-1.7,2025-04-27T12:46:46.225Z,2025-04-27T13:04:49Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684540007,56,Right,5684540009,347,,5684540057,233,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048631,452,1,1,42,28,2nnlsjfbcea40t4jeclcbw9lk,1,67.1,0.0,2025-04-27T12:46:48.994Z,2025-04-27T12:46:50Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684540373,189,,5684540327,56,Right,5684540335,213,1.92,5684540329,140,63.8,5684540331,141,12.9,5684540333,212,10.3,5684540325,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048767,453,1,1,42,30,2nnlsjfbcea40t4jeclcbw9lk,1,64.7,20.4,2025-04-27T12:46:51.410Z,2025-04-27T12:46:56Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684541025,56,Back,5684541029,141,51.5,5684541033,213,2.25,5684541031,212,27.1,5684541027,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048811,454,1,1,42,35,2nnlsjfbcea40t4jeclcbw9lk,1,61.8,55.8,2025-04-27T12:46:56.338Z,2025-04-27T12:46:59Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684541283,141,33.9,5684541279,56,Center,5684541281,140,65.0,5684541285,212,15.3,5684541287,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048919,455,1,1,42,38,2nnlsjfbcea40t4jeclcbw9lk,1,66.3,34.9,2025-04-27T12:46:58.898Z,2025-04-27T12:47:04Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684541887,141,35.1,5684541895,213,3.11,5684541891,212,4.6,5684541883,140,61.9,5684541879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807048985,456,1,1,42,43,2nnlsjfbcea40t4jeclcbw9lk,1,53.7,46.1,2025-04-27T12:47:04.642Z,2025-04-27T12:47:09Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684542201,140,46.1,5684542203,141,51.9,5684542199,56,Back,5684542207,213,2.68,5684542205,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049009,457,1,1,42,48,2nnlsjfbcea40t4jeclcbw9lk,0,45.8,56.6,2025-04-27T12:47:09.074Z,2025-04-27T12:47:10Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684542351,141,72.9,5684542353,212,29.7,5684542345,155,,5684542347,56,Center,5684542349,140,72.0,5684542355,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049055,344,1,1,42,51,9zqn9ugvg64it0lr5z8cq4g9v,1,25.7,34.6,2025-04-27T12:47:11.993Z,2025-04-27T12:47:14Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684542615,213,5.58,5684542605,140,35.0,5684542603,56,Back,5684542611,212,12.8,5684542607,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049061,345,50,1,42,53,9zqn9ugvg64it0lr5z8cq4g9v,1,32.0,17.4,2025-04-27T12:47:13.913Z,2025-04-27T12:47:17Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5684542635,285,,5684542787,233,458,5684542633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049073,458,7,1,42,53,2nnlsjfbcea40t4jeclcbw9lk,0,68.0,82.6,2025-04-27T12:47:13.914Z,2025-04-27T12:47:17Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684542757,233,345,5684542755,286,,5684542753,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049105,346,1,1,42,55,9zqn9ugvg64it0lr5z8cq4g9v,1,24.2,25.8,2025-04-27T12:47:15.819Z,2025-04-27T12:47:17Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684542937,155,,5684542945,212,17.3,5684542941,140,40.5,5684542943,141,29.2,5684542939,56,Back,5684542947,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049135,347,1,1,42,56,9zqn9ugvg64it0lr5z8cq4g9v,0,39.9,28.3,2025-04-27T12:47:16.969Z,2025-04-27T12:47:18Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684543071,56,Center,5684543069,168,,5684543073,140,56.8,5684543081,213,0.29,5684543067,3,,5684543077,212,18.5,5684543075,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049155,459,8,1,42,58,2nnlsjfbcea40t4jeclcbw9lk,1,40.1,74.1,2025-04-27T12:47:19.363Z,2025-04-27T12:47:19Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684543215,15,,5684543167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049203,460,1,1,42,59,2nnlsjfbcea40t4jeclcbw9lk,1,53.6,77.9,2025-04-27T12:47:20.402Z,2025-04-27T12:47:21Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5684543379,212,2.4,5684543381,213,4.45,5684543373,56,Center,5684543377,141,74.5,5684543375,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049287,462,1,1,43,1,2nnlsjfbcea40t4jeclcbw9lk,1,54.5,74.7,2025-04-27T12:47:21.858Z,2025-04-27T12:47:26Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684543861,140,60.7,5684543873,213,5.36,5684543857,56,Center,5684543869,212,10.8,5684543865,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049297,463,61,1,43,5,2nnlsjfbcea40t4jeclcbw9lk,0,70.8,53.1,2025-04-27T12:47:25.971Z,2025-04-27T12:47:26Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5684543917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049341,348,4,1,43,7,9zqn9ugvg64it0lr5z8cq4g9v,1,29.2,49.4,2025-04-27T12:47:28.289Z,2025-04-27T13:36:04Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684544157,285,,5684544151,56,Back,5684544153,152,,5684544149,13,,5684629883,295,,5684544209,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049339,464,4,1,43,7,2nnlsjfbcea40t4jeclcbw9lk,0,70.8,50.6,2025-04-27T12:47:28.290Z,2025-04-27T13:36:04Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5684544171,13,,5684544173,56,Center,5684630233,295,,5684544267,233,348,5684544179,286,,5684544175,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049383,349,1,1,43,8,9zqn9ugvg64it0lr5z8cq4g9v,1,31.2,55.2,2025-04-27T12:47:29.438Z,2025-04-27T13:34:49Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684544325,213,0.46,5684544313,5,,5684544317,56,Back,5684544319,140,47.2,5684544315,152,,5684544323,212,18.7,5684544321,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049397,350,1,1,43,9,9zqn9ugvg64it0lr5z8cq4g9v,1,47.4,67.3,2025-04-27T12:47:30.122Z,2025-04-27T13:34:52Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684544407,212,12.3,5684544405,141,64.2,5684544401,56,Back,5684544403,140,35.9,5684544409,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049425,351,43,1,43,10,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:47:30.905Z,2025-04-27T12:47:35Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684544627,213,4.05,5684544619,56,Back,5684544625,212,2.1,5684544783,144,1,5684544621,140,35.8,5684544623,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049423,465,43,1,43,11,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:47:32.578Z,2025-04-27T12:47:35Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684544605,56,Center,5684544607,285,0,5684544781,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049433,352,4,1,43,12,9zqn9ugvg64it0lr5z8cq4g9v,1,36.7,63.0,2025-04-27T12:47:33.484Z,2025-04-27T13:36:05Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684544681,56,Back,5684544683,152,,5684544687,286,,5684544679,13,,5684545025,233,466,5684544685,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049465,466,4,1,43,12,2nnlsjfbcea40t4jeclcbw9lk,0,63.3,37.0,2025-04-27T12:47:33.485Z,2025-04-27T13:36:05Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684544969,285,,5684544961,56,Center,5684544963,152,,5684544959,13,,5684544965,265,,5684545041,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049609,353,1,1,43,19,9zqn9ugvg64it0lr5z8cq4g9v,1,30.9,68.7,2025-04-27T12:47:40.170Z,2025-04-27T13:34:54Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5684545657,56,Center,5684545653,5,,5684545665,213,0.02,5684545661,141,69.3,5684545663,212,27.0,5684545655,152,,5684545659,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807066913,410,50,1,43,22,9zqn9ugvg64it0lr5z8cq4g9v,1,51.9,68.8,2025-04-27T12:47:42.808Z,2025-04-27T14:15:53Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684635523,233,467,5684635427,286,,5684635425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049599,467,7,1,43,22,2nnlsjfbcea40t4jeclcbw9lk,1,48.1,31.2,2025-04-27T12:47:42.809Z,2025-04-27T14:15:53Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684545599,285,,5684635483,233,410,5684545597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049621,354,43,1,43,22,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:47:43.745Z,2025-04-27T12:47:55Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684546589,144,50,5684545721,286,0,5684545767,233,467,5684545719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049641,468,43,1,43,25,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:47:45.997Z,2025-04-27T13:04:32Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684545833,56,Back,5684636929,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049637,355,43,1,43,25,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:47:46.169Z,2025-04-27T12:47:52Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684545815,56,Center,5684546309,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049685,469,4,1,43,28,2nnlsjfbcea40t4jeclcbw9lk,1,45.6,29.4,2025-04-27T12:47:48.898Z,2025-04-27T13:04:37Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684546245,13,,5684546249,152,,5684546289,233,356,5684546247,56,Back,5684546251,265,,5684546253,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049697,356,4,1,43,28,9zqn9ugvg64it0lr5z8cq4g9v,0,54.4,70.6,2025-04-27T12:47:48.899Z,2025-04-27T13:04:39Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684546165,285,,5684546157,13,,5684546159,56,Center,5684546323,233,469,5684546161,152,,5684546163,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049839,471,1,1,43,32,2nnlsjfbcea40t4jeclcbw9lk,1,42.7,25.4,2025-04-27T12:47:53.626Z,2025-04-27T13:04:58Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684639499,152,,5684546935,212,11.0,5684639495,5,,5684546929,56,Back,5684546931,140,32.6,5684546933,141,29.9,5684546937,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807068211,522,1,1,43,33,2nnlsjfbcea40t4jeclcbw9lk,1,30.1,32.1,2025-04-27T12:47:53.808Z,2025-04-27T13:05:04Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684642025,141,30.4,5684642029,213,6.11,5684642027,212,6.6,5684642021,56,Back,5684642023,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049781,470,43,1,43,33,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:47:54.691Z,2025-04-27T13:04:47Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684639251,144,1,5684546651,5,0,5684546653,152,0,5684546657,140,38.2,5684546659,141,33.4,5684546655,56,Back,5684546661,212,6.1,5684546663,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807068401,523,1,1,43,34,2nnlsjfbcea40t4jeclcbw9lk,1,44.7,46.6,2025-04-27T12:47:54.808Z,2025-04-27T13:05:12Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684643065,213,1.55,5684643059,140,45.1,5684643055,56,Back,5684643061,141,74.2,5684643063,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049871,472,1,1,43,38,2nnlsjfbcea40t4jeclcbw9lk,1,52.2,73.3,2025-04-27T12:47:59.074Z,2025-04-27T12:48:01Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684547127,213,6.27,5684547125,212,26.4,5684547119,56,Center,5684547117,155,,5684547121,140,77.3,5684547123,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049883,473,1,1,43,40,2nnlsjfbcea40t4jeclcbw9lk,0,77.3,72.6,2025-04-27T12:48:01.106Z,2025-04-27T12:48:02Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5684547207,140,73.8,5684547205,56,Center,5684547211,212,3.7,5684547213,213,3.29,5684547209,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049921,357,12,1,43,42,9zqn9ugvg64it0lr5z8cq4g9v,1,20.4,24.7,2025-04-27T12:48:03.106Z,2025-04-27T12:48:06Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684547353,140,18.0,5684547351,56,Back,5684547357,212,18.3,5684547359,213,4.57,5684547355,141,0.0,5684547427,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049929,358,5,1,43,43,9zqn9ugvg64it0lr5z8cq4g9v,0,19.0,-2.0,2025-04-27T12:48:04.034Z,2025-04-27T13:04:49Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684547391,56,Back,5684547393,347,,5684547463,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807049919,474,5,1,43,43,2nnlsjfbcea40t4jeclcbw9lk,1,81.0,102.0,2025-04-27T12:48:04.034Z,2025-04-27T13:04:49Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5684547337,347,,5684547335,56,Left,5684547445,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050015,475,1,1,43,46,2nnlsjfbcea40t4jeclcbw9lk,1,85.7,100.0,2025-04-27T12:48:07.427Z,2025-04-27T12:48:10Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5684547825,107,,5684547831,141,93.2,5684547833,212,9.7,5684547829,140,78.1,5684547827,56,Left,5684547835,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050033,476,1,1,43,49,2nnlsjfbcea40t4jeclcbw9lk,1,72.6,82.7,2025-04-27T12:48:09.890Z,2025-04-27T12:48:11Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684547885,141,83.3,5684547889,213,0.06,5684547887,212,6.4,5684547881,56,Left,5684547883,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050061,477,1,1,43,50,2nnlsjfbcea40t4jeclcbw9lk,1,78.7,83.3,2025-04-27T12:48:11.730Z,2025-04-27T12:48:14Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5684548103,212,9.1,5684548099,141,88.0,5684548095,56,Left,5684548107,213,0.36,5684548097,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050069,478,1,1,43,53,2nnlsjfbcea40t4jeclcbw9lk,0,91.9,83.9,2025-04-27T12:48:14.594Z,2025-04-27T12:48:16Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5684548143,140,91.5,5684548141,56,Left,5684548259,236,,5684548261,233,359,5684548147,212,0.8,5684548149,213,4.16,5684548265,286,,5684548145,141,82.9,5684548137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050087,359,12,1,43,53,9zqn9ugvg64it0lr5z8cq4g9v,1,3.6,21.3,2025-04-27T12:48:14.694Z,2025-04-27T12:48:16Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684548289,233,478,5684548229,56,Back,5684548227,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050095,360,6,1,43,55,9zqn9ugvg64it0lr5z8cq4g9v,0,1.6,20.0,2025-04-27T12:48:16.242Z,2025-04-27T13:36:01Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684548337,56,Back,5684548407,233,479,5684548339,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050101,479,6,1,43,55,2nnlsjfbcea40t4jeclcbw9lk,1,98.4,80.0,2025-04-27T12:48:16.242Z,2025-04-27T12:48:19Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5684548347,56,Left,5684548367,233,360,5684548349,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050503,480,1,1,44,21,2nnlsjfbcea40t4jeclcbw9lk,1,99.5,99.5,2025-04-27T12:48:42.467Z,2025-04-27T13:00:38Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,1.0,,5684550359,224,,5684550349,2,,5684550355,155,,5684550351,6,,5684550377,212,29.3,5684606503,154,,5684550365,56,Center,5684606501,210,15,5684550381,213,4.43,5684550369,140,5684550373,141,58.1,,,,,,,,,,,,,,,,91.7,,,,,,
2807050509,481,15,1,44,22,2nnlsjfbcea40t4jeclcbw9lk,1,92.3,58.6,2025-04-27T12:48:43.643Z,2025-04-27T13:00:48Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684606567,230,98.2,5684606547,55,480,5684606537,25,,5684606559,328,,5684606555,215,,5684606563,146,93.7,5684606551,102,53.6,5684606543,29,,5684550415,56,Center,5684606595,233,5684606539,20,,5684606545,154,,5684550413,17,5684606561,82,,5684606565,147,5684606553,103,9.7,5684606569,231,361,,57.9,54.0,5684606541,76,
2807050491,361,10,1,44,22,9zqn9ugvg64it0lr5z8cq4g9v,1,6.3,42.1,2025-04-27T12:48:43.743Z,2025-04-27T13:01:09Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5684606601,233,481,5684550263,94,,5684550265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062603,409,12,1,44,23,9zqn9ugvg64it0lr5z8cq4g9v,1,5.3,34.9,2025-04-27T12:48:43.808Z,2025-04-27T13:01:41Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5684613159,140,19.9,5684613165,213,0.88,5684613157,56,Back,5684613163,212,24.2,5684613161,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050551,482,15,1,44,24,2nnlsjfbcea40t4jeclcbw9lk,1,84.2,35.4,2025-04-27T12:48:45.442Z,2025-04-27T13:01:42Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684613257,147,38.1,5684613239,78,,5684613299,233,363,5684613247,458,,5684613235,25,,5684613241,102,48.9,5684613243,103,19,5684613253,146,87.3,5684613261,231,46.9,5684610635,20,5684613259,230,98.0,5684613237,63,,5684550625,56,5684610639,82,,,,,,,,,,Center,,,,,
2807050559,363,10,1,44,24,9zqn9ugvg64it0lr5z8cq4g9v,1,12.7,61.9,2025-04-27T12:48:45.542Z,2025-04-27T13:01:42Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684550673,94,,5684613373,233,482,5684550675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050519,362,43,1,44,26,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-27T12:48:47.393Z,2025-04-27T13:01:55Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5684550437,157,0,5684550445,212,19.6,5684550449,1,0,5684615043,144,1,5684550447,213,0.78,5684550441,140,16.3,5684550443,141,61.8,5684550439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050585,364,5,1,44,30,9zqn9ugvg64it0lr5z8cq4g9v,0,30.4,101.8,2025-04-27T12:48:51.394Z,2025-04-27T13:04:50Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684550775,347,,5684550843,233,483,5684550773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050595,483,5,1,44,30,2nnlsjfbcea40t4jeclcbw9lk,1,69.6,-1.8,2025-04-27T12:48:51.394Z,2025-04-27T12:48:55Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684550801,347,,5684550799,56,Right,5684550807,233,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050919,484,1,1,44,50,2nnlsjfbcea40t4jeclcbw9lk,0,69.0,0.0,2025-04-27T12:49:10.946Z,2025-04-27T12:49:12Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684552547,107,,5684552553,141,4.4,5684552551,140,87.6,5684552557,213,0.19,5684552555,212,19.9,5684552549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807050925,365,8,1,44,52,9zqn9ugvg64it0lr5z8cq4g9v,1,10.9,91.5,2025-04-27T12:49:13.067Z,2025-04-27T12:49:13Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5684552577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807051019,366,12,1,44,53,9zqn9ugvg64it0lr5z8cq4g9v,1,10.4,94.7,2025-04-27T12:49:14.570Z,2025-04-27T12:49:18Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5684553083,212,4.0,5684553079,140,14.1,5684553081,141,93.2,5684553085,213,6.03,5684553077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
