id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2805506833,446,1,1,44,52,33hzf6j2rd9r50g2n4agsytkd,1,28.9,25.8,2025-04-24T17:45:28.810Z,2025-04-24T17:45:30Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676174145,213,0.03,5676174137,56,Back,5676174135,3,,5676174139,140,35.4,5676174143,212,6.8,5676174141,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506839,447,1,1,44,54,33hzf6j2rd9r50g2n4agsytkd,1,35.4,26.1,2025-04-24T17:45:30.251Z,2025-04-24T17:45:31Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676174177,156,,5676174165,212,8.4,5676174159,56,Back,5676174167,213,3.72,5676174163,141,19.4,5676174161,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506847,449,1,1,44,57,33hzf6j2rd9r50g2n4agsytkd,1,28.7,19.4,2025-04-24T17:45:32.955Z,2025-04-24T17:45:33Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676174219,140,35.0,5676174223,212,10.1,5676174221,141,30.7,5676174225,213,0.86,5676174217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506867,450,1,1,44,57,33hzf6j2rd9r50g2n4agsytkd,1,35.2,30.9,2025-04-24T17:45:33.818Z,2025-04-24T17:45:38Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676174319,212,13.8,5676174313,56,Back,5676174321,213,5.90,5676174315,140,47.4,5676174317,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506873,451,1,1,45,1,33hzf6j2rd9r50g2n4agsytkd,0,56.7,33.1,2025-04-24T17:45:37.850Z,2025-04-24T17:45:40Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676174365,213,6.27,5676174357,56,Center,5676174367,1,,5676174387,4,,5676174361,141,32.5,5676174363,212,38.4,5676174359,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506901,452,70,1,45,9,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T17:45:44.998Z,2025-04-24T17:45:45Z,,,,5676174503,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506951,382,1,1,45,10,ac8jow4mdkvnsv5s0och4qqm,1,8.2,58.1,2025-04-24T17:45:46.565Z,2025-04-24T17:45:51Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5676174793,213,5.00,5676174791,212,16.3,5676174789,141,35.1,5676174783,123,,5676174785,56,Back,5676174787,140,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506963,383,1,1,45,15,ac8jow4mdkvnsv5s0och4qqm,1,23.2,16.2,2025-04-24T17:45:50.949Z,2025-04-24T17:45:52Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676174843,56,Back,5676174849,212,9.2,5676174851,213,5.07,5676174847,141,3.5,5676174845,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506965,384,1,1,45,16,ac8jow4mdkvnsv5s0och4qqm,1,26.3,3.5,2025-04-24T17:45:52.772Z,2025-04-24T17:45:54Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676174855,56,Back,5676174859,141,18.2,5676174863,213,1.52,5676174861,212,10.0,5676174857,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805506987,385,1,1,45,18,ac8jow4mdkvnsv5s0och4qqm,0,26.8,18.2,2025-04-24T17:45:54.213Z,2025-04-24T17:45:56Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676175019,212,41.4,5676175023,1,,5676175011,155,,5676175013,56,Right,5676175021,213,6.27,5676175015,140,66.2,5676175017,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507001,453,1,1,45,21,33hzf6j2rd9r50g2n4agsytkd,1,25.5,74.7,2025-04-24T17:45:57.179Z,2025-04-24T17:45:58Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676175089,3,,5676175093,140,28.4,5676175091,56,Back,5676175099,212,7.6,5676175103,213,1.16,5676175095,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507013,454,1,1,45,22,33hzf6j2rd9r50g2n4agsytkd,1,28.4,85.0,2025-04-24T17:45:58.139Z,2025-04-24T17:45:59Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676175143,141,76.0,5676175141,140,27.6,5676175139,56,Back,5676175145,212,6.2,5676175137,3,,5676175147,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507025,456,1,1,45,24,33hzf6j2rd9r50g2n4agsytkd,0,27.6,76.0,2025-04-24T17:45:59.907Z,2025-04-24T17:48:59Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676175217,56,Back,5676175223,212,9.3,5676175221,141,81.8,5676175219,140,35.6,5676175225,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507775,395,50,1,45,27,ac8jow4mdkvnsv5s0och4qqm,1,67.2,11.4,2025-04-24T17:46:02.851Z,2025-04-24T19:02:45Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676179511,56,Right,5676179513,286,,5676179657,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507027,457,7,1,45,27,33hzf6j2rd9r50g2n4agsytkd,0,32.8,88.6,2025-04-24T17:46:02.852Z,2025-04-24T19:02:45Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676179647,285,,5676175229,56,Back,5676179653,233,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507047,387,1,1,45,28,ac8jow4mdkvnsv5s0och4qqm,1,67.3,8.8,2025-04-24T17:46:04.677Z,2025-04-24T17:46:05Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676175297,213,3.01,5676175293,141,11.3,5676175291,140,54.9,5676175289,56,Right,5676175295,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507067,388,1,1,45,29,ac8jow4mdkvnsv5s0och4qqm,1,54.9,11.3,2025-04-24T17:46:05.830Z,2025-04-24T17:46:10Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676175407,140,39.4,5676175413,213,1.91,5676175411,212,49.1,5676175405,56,Back,5676175403,196,,5676175415,1,,5676175401,155,,5676175409,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507077,389,1,1,45,34,ac8jow4mdkvnsv5s0och4qqm,1,39.4,79.4,2025-04-24T17:46:10.101Z,2025-04-24T17:46:12Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676175491,140,53.2,5676175493,141,83.6,5676175489,56,Left,5676175497,213,0.19,5676175495,212,14.8,5676175487,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507079,390,1,1,45,36,ac8jow4mdkvnsv5s0och4qqm,1,53.7,85.0,2025-04-24T17:46:12.149Z,2025-04-24T17:46:13Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676175507,56,Left,5676175505,168,,5676175511,141,89.6,5676175513,212,6.4,5676175515,213,0.51,5676175509,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507137,391,1,1,45,41,ac8jow4mdkvnsv5s0och4qqm,1,80.6,89.0,2025-04-24T17:46:17.109Z,2025-04-24T17:46:19Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676175809,140,75.8,5676175815,213,4.39,5676175811,141,67.0,5676175813,212,15.8,5676175807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507149,392,3,1,45,43,ac8jow4mdkvnsv5s0och4qqm,1,79.8,67.4,2025-04-24T17:46:18.955Z,2025-04-24T19:02:52Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676175865,286,,5676175863,56,Center,5676177283,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507161,459,45,1,45,43,33hzf6j2rd9r50g2n4agsytkd,0,20.2,32.6,2025-04-24T17:46:18.955Z,2025-04-24T19:02:52Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676177291,233,392,5676175931,56,Back,5676175933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507153,393,1,1,45,45,ac8jow4mdkvnsv5s0och4qqm,0,80.8,64.0,2025-04-24T17:46:21.621Z,2025-04-24T17:46:24Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676175879,213,4.58,5676175943,236,,5676175949,286,,5676175871,56,Center,5676175873,140,80.6,5676175875,141,61.7,5676175877,212,1.6,5676175945,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507163,460,74,1,45,45,33hzf6j2rd9r50g2n4agsytkd,1,22.2,43.1,2025-04-24T17:46:21.622Z,2025-04-24T19:04:24Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676175937,285,,5676175951,233,393,5676175935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507183,462,1,1,45,48,33hzf6j2rd9r50g2n4agsytkd,1,21.4,42.8,2025-04-24T17:46:24.763Z,2025-04-24T17:46:27Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676176077,140,30.0,5676176083,213,5.21,5676176081,212,18.8,5676176075,56,Back,5676176079,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507221,463,1,1,45,51,33hzf6j2rd9r50g2n4agsytkd,1,31.4,19.7,2025-04-24T17:46:27.291Z,2025-04-24T17:46:33Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676176279,212,12.0,5676176273,56,Back,5676176275,140,39.6,5676176277,141,31.9,5676176281,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507233,464,1,1,45,57,33hzf6j2rd9r50g2n4agsytkd,1,65.6,14.0,2025-04-24T17:46:32.874Z,2025-04-24T17:46:35Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,5676176349,141,6.2,5676176353,213,5.84,5676176351,212,12.3,5676176347,140,76.2,5676176345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507249,465,1,1,45,59,33hzf6j2rd9r50g2n4agsytkd,1,81.0,10.7,2025-04-24T17:46:35.547Z,2025-04-24T17:46:39Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,5676176467,141,14.4,5676176465,140,74.8,5676176463,56,Right,5676176471,213,2.77,5676176469,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507273,466,1,1,46,3,33hzf6j2rd9r50g2n4agsytkd,1,75.5,15.2,2025-04-24T17:46:39.035Z,2025-04-24T17:46:43Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676176639,141,29.2,5676176643,213,1.69,5676176641,212,9.6,5676176635,56,Center,5676176637,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507275,394,30,1,46,7,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-24T17:46:43.140Z,2025-04-24T17:46:44Z,,,,5676176651,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805507277,467,30,1,46,7,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T17:46:43.140Z,2025-04-24T17:46:43Z,,,,5676176653,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509861,470,18,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T18:01:49.211Z,2025-04-24T18:01:49Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,5676192925,59,26,5676192963,55,471,5676192921,42,,5676192923,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509865,471,19,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T18:01:49.212Z,2025-04-24T18:01:50Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,5676192941,42,,5676192949,292,6,5676192951,293,1,5676192953,44,Midfielder,5676192947,59,16,5676192955,55,470,5676192945,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510699,493,18,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T18:01:49.311Z,2025-04-24T18:03:57Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676197057,44,Midfielder,5676197093,55,494,5676197055,42,,5676197059,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510703,494,19,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T18:01:49.312Z,2025-04-24T18:03:57Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,5676197081,292,6,5676197083,293,1,5676197077,145,8,5676197087,55,493,5676197073,42,,5676197085,44,Midfielder,5676197079,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509941,402,32,2,45,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-24T18:02:00.463Z,2025-04-24T18:02:02Z,,,,5676193213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509935,472,32,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-24T18:02:00.463Z,2025-04-24T18:02:00Z,,,,5676193203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509951,403,1,2,45,0,ac8jow4mdkvnsv5s0och4qqm,1,50.3,49.7,2025-04-24T18:02:00.464Z,2025-04-24T18:34:05Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676193257,212,28.9,5676193255,141,34.6,5676193253,140,24.6,5676193251,56,Back,5676193259,213,3.51,5676193261,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509973,404,1,2,45,4,ac8jow4mdkvnsv5s0och4qqm,0,25.5,35.4,2025-04-24T18:02:05.306Z,2025-04-24T18:34:04Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676193329,157,,5676193339,213,0.60,5676193341,1,,5676193331,56,Left,5676193333,140,80.7,5676193335,141,93.9,5676193337,212,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509969,473,44,2,45,6,33hzf6j2rd9r50g2n4agsytkd,1,21.0,8.6,2025-04-24T18:02:06.879Z,2025-04-24T19:04:13Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676193327,285,,5676193409,233,405,5676193325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509977,405,44,2,45,6,ac8jow4mdkvnsv5s0och4qqm,0,79.0,91.4,2025-04-24T18:02:06.880Z,2025-04-24T19:04:13Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676193357,286,,5676193417,233,473,5676193355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509979,474,1,2,45,7,33hzf6j2rd9r50g2n4agsytkd,1,24.0,12.9,2025-04-24T18:02:07.470Z,2025-04-24T18:02:48Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676193377,141,7.7,5676193373,56,Back,5676193371,3,,5676193381,212,7.3,5676193375,140,30.1,5676193385,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509993,476,1,2,45,11,33hzf6j2rd9r50g2n4agsytkd,0,33.3,8.0,2025-04-24T18:02:11.549Z,2025-04-24T18:02:15Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676193483,56,Center,5676193481,155,,5676193489,212,44.6,5676193493,1,,5676193491,213,0.63,5676193487,141,46.6,5676193485,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509999,406,44,2,45,14,ac8jow4mdkvnsv5s0och4qqm,1,30.2,54.2,2025-04-24T18:02:14.688Z,2025-04-24T18:34:43Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676193517,56,Back,5676193525,233,477,5676193519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805509995,477,44,2,45,14,33hzf6j2rd9r50g2n4agsytkd,0,69.8,45.8,2025-04-24T18:02:14.689Z,2025-04-24T18:34:41Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,5676193501,286,,5676193531,233,406,5676193499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510011,407,12,2,45,15,ac8jow4mdkvnsv5s0och4qqm,1,27.1,55.5,2025-04-24T18:02:15.609Z,2025-04-24T18:34:29Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676193581,140,32.1,5676193583,141,92.9,5676193587,213,1.37,5676193585,212,26.0,5676193601,15,,5676193579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510023,409,1,2,45,16,ac8jow4mdkvnsv5s0och4qqm,0,32.1,92.9,2025-04-24T18:02:17.130Z,2025-04-24T18:34:36Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676193633,141,85.1,5676193637,213,6.12,5676193635,212,31.8,5676193629,140,62.0,5676193625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510029,410,43,2,45,18,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-24T18:02:18.768Z,2025-04-24T18:02:22Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5676193661,56,Left,5676193663,286,0,5676193777,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510043,411,3,2,45,18,ac8jow4mdkvnsv5s0och4qqm,0,64.0,79.1,2025-04-24T18:02:19.230Z,2025-04-24T19:02:46Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5676193719,56,Left,5676193733,233,478,5676193721,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510027,478,7,2,45,18,33hzf6j2rd9r50g2n4agsytkd,1,36.0,20.9,2025-04-24T18:02:19.231Z,2025-04-24T19:02:45Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676193727,233,411,5676193659,285,,5676193655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510057,480,1,2,45,19,33hzf6j2rd9r50g2n4agsytkd,1,32.5,30.7,2025-04-24T18:02:20.270Z,2025-04-24T18:02:23Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676193809,141,43.1,5676193807,140,14.7,5676193811,212,20.5,5676193805,56,Back,5676193813,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510081,481,1,2,45,22,33hzf6j2rd9r50g2n4agsytkd,0,13.0,41.9,2025-04-24T18:02:23.343Z,2025-04-24T18:02:26Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5676193905,157,,5676193911,141,23.4,5676193913,212,49.2,5676193919,1,,5676193907,56,Center,5676193909,140,58.3,5676193915,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510085,412,1,2,45,26,ac8jow4mdkvnsv5s0och4qqm,0,25.9,92.1,2025-04-24T18:02:26.842Z,2025-04-24T18:02:27Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676193945,212,11.8,5676193937,3,,5676193947,213,6.01,5676193941,140,36.7,5676193939,56,Back,5676193943,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510097,482,1,2,45,27,33hzf6j2rd9r50g2n4agsytkd,1,58.7,19.7,2025-04-24T18:02:28.334Z,2025-04-24T18:02:29Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,5676193997,140,67.4,5676194003,213,5.75,5676193999,141,11.7,5676194001,212,10.6,5676193995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510111,483,1,2,45,28,33hzf6j2rd9r50g2n4agsytkd,1,67.4,11.7,2025-04-24T18:02:29.310Z,2025-04-24T18:02:31Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676194047,140,59.6,5676194045,56,Center,5676194049,141,22.8,5676194051,212,11.1,5676194053,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510121,484,1,2,45,30,33hzf6j2rd9r50g2n4agsytkd,1,58.4,23.0,2025-04-24T18:02:31.102Z,2025-04-24T18:02:34Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676194133,213,3.01,5676194131,212,15.2,5676194127,140,44.0,5676194129,141,25.9,5676194125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510129,485,1,2,45,33,33hzf6j2rd9r50g2n4agsytkd,1,37.8,24.9,2025-04-24T18:02:33.998Z,2025-04-24T18:02:38Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676194173,140,35.8,5676194177,212,17.2,5676194171,56,Back,5676194175,141,50.0,5676194179,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510139,486,1,2,45,37,33hzf6j2rd9r50g2n4agsytkd,0,33.3,55.4,2025-04-24T18:02:38.062Z,2025-04-24T18:02:40Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676194243,213,0.78,5676194239,141,87.7,5676194241,212,31.3,5676194235,56,Left,5676194237,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510145,413,8,2,45,41,ac8jow4mdkvnsv5s0och4qqm,1,37.6,6.8,2025-04-24T18:02:41.466Z,2025-04-24T18:02:41Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676194263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510203,416,4,2,45,43,ac8jow4mdkvnsv5s0och4qqm,1,63.8,17.1,2025-04-24T18:02:43.581Z,2025-04-24T19:02:32Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676194549,13,,5676194551,56,Right,5676268513,295,,5676194557,286,,5676194553,152,,5676269005,233,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510157,487,4,2,45,43,33hzf6j2rd9r50g2n4agsytkd,0,36.2,82.9,2025-04-24T18:02:43.582Z,2025-04-24T19:02:32Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,5676268741,295,,5676195081,285,,5676195077,152,,5676269019,233,416,5676195069,13,,5676195073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510169,415,43,2,45,44,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-24T18:02:45.113Z,2025-04-24T18:02:50Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676194373,212,0,5676194371,141,9.4,5676194369,140,62.3,5676194513,144,1,5676194375,213,3.14,5676194367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510265,417,1,2,45,59,ac8jow4mdkvnsv5s0och4qqm,0,61.7,9.1,2025-04-24T18:02:59.946Z,2025-04-24T18:36:57Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676194927,5,,5676194937,141,50.4,5676194935,140,85.6,5676194933,56,Center,5676194931,152,,5676194929,155,,5676194943,1,,5676194941,213,0.84,5676194939,212,,,,,,,,,,,,,37.7,,,,,,,,,,,,,,,
2805510305,488,12,2,46,3,33hzf6j2rd9r50g2n4agsytkd,1,8.6,44.9,2025-04-24T18:03:04.317Z,2025-04-24T18:03:31Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676195191,15,,5676195189,213,5.84,5676195181,56,Back,5676195183,140,27.2,5676195185,141,31.3,5676195187,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510317,418,61,2,46,5,ac8jow4mdkvnsv5s0och4qqm,0,68.9,62.6,2025-04-24T18:03:05.835Z,2025-04-24T18:03:05Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676195245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510349,489,1,2,46,6,33hzf6j2rd9r50g2n4agsytkd,1,26.3,38.6,2025-04-24T18:03:06.848Z,2025-04-24T18:03:09Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676195381,212,12.9,5676195383,213,5.77,5676195377,140,37.0,5676195375,56,Back,5676195373,155,,5676195379,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510351,490,61,2,46,8,33hzf6j2rd9r50g2n4agsytkd,0,37.0,29.2,2025-04-24T18:03:09.181Z,2025-04-24T18:03:09Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676195387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805510405,419,1,2,46,14,ac8jow4mdkvnsv5s0och4qqm,1,77.5,96.9,2025-04-24T18:03:14.602Z,2025-04-24T18:03:16Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676195595,213,5.39,5676195587,56,Left,5676195589,140,83.0,5676195593,212,9.2,5676195591,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
