id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2800793285,384,1,1,40,54,33hzf6j2rd9r50g2n4agsytkd,1,26.4,17.6,2025-04-13T15:11:53.892Z,2025-04-13T15:11:56Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650060147,213,3.08,5650060141,140,16.6,5650060143,141,18.5,5650060139,56,Back,5650060145,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793383,385,1,1,40,56,33hzf6j2rd9r50g2n4agsytkd,1,15.0,17.7,2025-04-13T15:11:56.467Z,2025-04-13T15:12:04Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5650060761,56,Back,5650060767,212,18.9,5650060763,140,9.2,5650060765,141,44.0,5650060769,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793405,386,1,1,41,4,33hzf6j2rd9r50g2n4agsytkd,1,14.3,50.0,2025-04-13T15:12:04.292Z,2025-04-13T15:12:06Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5650060921,212,13.3,5650060923,213,1.59,5650060919,141,69.6,5650060917,140,14.1,5650060915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793451,387,1,1,41,6,33hzf6j2rd9r50g2n4agsytkd,1,15.0,71.2,2025-04-13T15:12:06.835Z,2025-04-13T15:12:09Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5650061159,56,Back,5650061167,212,14.2,5650061161,140,23.6,5650061163,141,87.4,5650061173,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793513,388,1,1,41,9,33hzf6j2rd9r50g2n4agsytkd,1,26.4,90.2,2025-04-13T15:12:09.172Z,2025-04-13T15:12:13Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5650061519,212,17.2,5650061513,56,Back,5650061523,213,3.68,5650061515,140,12.3,5650061517,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793613,389,1,1,41,13,33hzf6j2rd9r50g2n4agsytkd,1,12.5,69.6,2025-04-13T15:12:13.108Z,2025-04-13T15:12:20Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5650062157,212,38.2,5650062155,141,17.3,5650062153,140,25.7,5650062151,56,Back,5650062149,155,,5650062161,1,,5650062159,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793651,390,1,1,41,20,33hzf6j2rd9r50g2n4agsytkd,1,63.6,14.1,2025-04-13T15:12:20.660Z,2025-04-13T15:12:22Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650062387,141,9.8,5650062385,140,60.6,5650062383,56,Right,5650062391,213,3.89,5650062389,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793695,391,1,1,41,22,33hzf6j2rd9r50g2n4agsytkd,1,60.0,15.6,2025-04-13T15:12:22.596Z,2025-04-13T15:12:25Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650062711,213,1.82,5650062705,140,54.4,5650062707,141,49.6,5650062709,212,23.9,5650062703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793735,392,1,1,41,25,33hzf6j2rd9r50g2n4agsytkd,1,57.8,48.8,2025-04-13T15:12:25.236Z,2025-04-13T15:12:27Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650062939,213,2.60,5650062933,140,47.3,5650062931,56,Back,5650062935,141,58.5,5650062937,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793793,393,1,1,41,27,33hzf6j2rd9r50g2n4agsytkd,1,48.1,59.6,2025-04-13T15:12:27.108Z,2025-04-13T15:12:30Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5650063221,141,87.4,5650063223,212,24.2,5650063219,140,62.5,5650063217,56,Left,5650063225,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793797,394,50,1,41,29,33hzf6j2rd9r50g2n4agsytkd,1,63.9,83.4,2025-04-13T15:12:28.978Z,2025-04-13T15:14:44Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5650063239,56,Left,5650063241,286,,5650063413,233,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793811,315,7,1,41,29,46yo78zak2j7kaxc5ak1fnm60,1,36.1,16.6,2025-04-13T15:12:28.979Z,2025-04-13T15:14:41Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5650063299,285,,5650063395,233,394,5650063297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793847,317,50,1,41,31,46yo78zak2j7kaxc5ak1fnm60,1,51.0,30.4,2025-04-13T15:12:31.746Z,2025-04-13T15:14:48Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650063459,56,Center,5650064305,233,395,5650063461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793995,395,7,1,41,31,33hzf6j2rd9r50g2n4agsytkd,1,49.0,69.6,2025-04-13T15:12:31.747Z,2025-04-13T15:14:49Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650064247,56,Back,5650064289,233,317,5650064249,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794043,396,1,1,41,32,33hzf6j2rd9r50g2n4agsytkd,1,51.0,77.0,2025-04-13T15:12:32.860Z,2025-04-13T15:15:25Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5650064483,141,74.2,5650064487,213,3.88,5650064485,212,2.8,5650064475,56,Back,5650064479,140,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795821,424,50,1,41,34,33hzf6j2rd9r50g2n4agsytkd,1,47.0,66.6,2025-04-13T15:12:34.685Z,2025-04-13T15:26:27Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650078663,233,318,5650078605,56,Back,5650078609,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793917,318,7,1,41,34,46yo78zak2j7kaxc5ak1fnm60,0,53.0,33.4,2025-04-13T15:12:34.686Z,2025-04-13T15:26:26Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650078643,233,424,5650063757,56,Center,5650063759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793933,319,83,1,41,36,46yo78zak2j7kaxc5ak1fnm60,0,53.8,31.6,2025-04-13T15:12:36.042Z,2025-04-13T15:14:52Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650064645,399,aybt4s09eeonv6pdk2v9c9v6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793971,320,43,1,41,38,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-13T15:12:38.570Z,2025-04-13T15:12:41Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650064433,144,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794051,397,4,1,41,39,33hzf6j2rd9r50g2n4agsytkd,1,47.2,70.6,2025-04-13T15:12:38.953Z,2025-04-13T15:15:34Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650064549,56,Back,5650064551,152,,5650064553,265,,5650064599,233,321,5650064555,286,,5650064547,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800793977,321,4,1,41,39,46yo78zak2j7kaxc5ak1fnm60,0,52.8,29.4,2025-04-13T15:12:38.954Z,2025-04-13T15:12:46Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650064211,152,,5650064213,265,,5650064209,56,Center,5650064215,285,,5650064207,13,,5650064627,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794287,399,1,1,42,0,33hzf6j2rd9r50g2n4agsytkd,1,44.5,76.1,2025-04-13T15:12:59.988Z,2025-04-13T15:13:00Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5650065907,152,,5650065921,213,4.78,5650065913,140,44.9,5650065903,5,,5650065915,141,67.5,5650065909,56,Back,5650065917,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794327,400,1,1,42,0,33hzf6j2rd9r50g2n4agsytkd,1,44.9,67.5,2025-04-13T15:13:00.820Z,2025-04-13T15:13:03Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650066121,213,4.09,5650066105,56,Back,5650066113,141,50.7,5650066109,140,37.1,5650066117,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794359,401,1,1,42,3,33hzf6j2rd9r50g2n4agsytkd,1,37.0,44.2,2025-04-13T15:13:03.540Z,2025-04-13T15:13:04Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5650066257,56,Back,5650066265,213,4.85,5650066259,140,39.7,5650066261,141,14.1,5650066263,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794377,402,1,1,42,4,33hzf6j2rd9r50g2n4agsytkd,1,39.7,14.1,2025-04-13T15:13:04.804Z,2025-04-13T15:13:06Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650066349,141,23.9,5650066353,213,0.89,5650066351,212,8.5,5650066345,56,Back,5650066347,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794407,403,1,1,42,6,33hzf6j2rd9r50g2n4agsytkd,1,45.9,23.7,2025-04-13T15:13:05.988Z,2025-04-13T15:13:07Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650066523,213,5.58,5650066521,212,12.0,5650066519,141,12.3,5650066517,140,54.6,5650066515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794447,404,1,1,42,7,33hzf6j2rd9r50g2n4agsytkd,1,54.6,12.3,2025-04-13T15:13:07.334Z,2025-04-13T15:13:09Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650066695,141,20.0,5650066699,213,0.26,5650066697,212,20.3,5650066693,140,73.3,5650066691,56,Right,5650066689,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794453,405,1,1,42,9,33hzf6j2rd9r50g2n4agsytkd,1,72.7,21.5,2025-04-13T15:13:09.268Z,2025-04-13T15:13:10Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5650066707,168,,5650066713,141,34.9,5650066711,140,76.2,5650066715,212,9.8,5650066717,213,1.19,5650066709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794501,406,1,1,42,11,33hzf6j2rd9r50g2n4agsytkd,1,73.9,39.7,2025-04-13T15:13:11.380Z,2025-04-13T15:13:12Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5650067047,213,3.44,5650067039,56,Center,5650067043,141,35.8,5650067041,140,65.6,5650067045,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794563,407,1,1,42,12,33hzf6j2rd9r50g2n4agsytkd,1,64.7,37.4,2025-04-13T15:13:12.452Z,2025-04-13T15:15:47Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,1.0,,5650067399,140,68.9,5650080995,210,15,5650067405,213,1.21,5650067403,212,12.6,5650067401,141,54.8,5650067397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794565,322,45,1,42,16,46yo78zak2j7kaxc5ak1fnm60,0,27.5,47.8,2025-04-13T15:13:16.228Z,2025-04-13T15:52:34Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5650067417,285,,5650067415,56,Back,5650067809,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794615,408,3,1,42,16,33hzf6j2rd9r50g2n4agsytkd,1,72.5,52.2,2025-04-13T15:13:16.228Z,2025-04-13T15:52:33Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650067805,233,322,5650067681,286,,5650067673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794625,409,15,1,42,18,33hzf6j2rd9r50g2n4agsytkd,1,78.0,43.7,2025-04-13T15:13:18.372Z,2025-04-13T15:15:47Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650081063,231,49.6,5650081061,230,98.6,5650081059,147,44.6,5650081033,29,,5650081053,215,,5650079747,82,,5650081123,233,323,5650081037,55,407,5650081057,146,80.3,5650081029,76,,5650067735,18,5650079733,20,,5650081049,103,19,5650067737,56,5650067733,22,5650081045,102,52.1,Center,,,,,
2800794631,323,10,1,42,18,46yo78zak2j7kaxc5ak1fnm60,1,19.7,55.4,2025-04-13T15:13:18.472Z,2025-04-13T15:15:57Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5650067773,56,Back,5650081175,233,409,5650067771,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794803,410,1,1,42,25,33hzf6j2rd9r50g2n4agsytkd,1,66.3,24.7,2025-04-13T15:13:25.380Z,2025-04-13T15:13:33Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650068717,56,Right,5650068725,213,5.71,5650068721,141,8.8,5650068723,212,19.8,5650068719,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794805,411,50,1,42,32,33hzf6j2rd9r50g2n4agsytkd,1,87.8,11.0,2025-04-13T15:13:32.884Z,2025-04-13T15:13:38Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650068747,286,,5650068947,233,324,5650068745,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794835,324,7,1,42,32,46yo78zak2j7kaxc5ak1fnm60,0,12.2,89.0,2025-04-13T15:13:32.885Z,2025-04-13T15:13:37Z,43qtylo4kl50nmdiiu5hufqj8,T. Grönborg,,,5650068871,285,,5650068869,56,Back,5650068917,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794825,412,61,1,42,34,33hzf6j2rd9r50g2n4agsytkd,1,92.1,10.0,2025-04-13T15:13:34.288Z,2025-04-13T15:13:34Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650068833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794871,325,12,1,42,35,46yo78zak2j7kaxc5ak1fnm60,1,12.6,92.6,2025-04-13T15:13:35.674Z,2025-04-13T15:13:38Z,43qtylo4kl50nmdiiu5hufqj8,T. Grönborg,,,5650069089,212,6.7,5650069085,140,14.7,5650069091,213,1.24,5650069139,167,,5650069087,141,100.0,5650069083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794877,326,5,1,42,36,46yo78zak2j7kaxc5ak1fnm60,0,15.4,102.0,2025-04-13T15:13:36.202Z,2025-04-13T15:33:54Z,43qtylo4kl50nmdiiu5hufqj8,T. Grönborg,,,5650069119,347,,5650069117,56,Back,5650069201,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794867,413,5,1,42,36,33hzf6j2rd9r50g2n4agsytkd,1,84.6,-2.0,2025-04-13T15:13:36.202Z,2025-04-13T15:33:54Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650069075,56,Right,5650069143,233,326,5650069077,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794943,414,1,1,42,44,33hzf6j2rd9r50g2n4agsytkd,1,83.3,0.0,2025-04-13T15:13:43.908Z,2025-04-13T15:13:44Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650069519,56,Right,5650069521,140,84.2,5650069523,141,7.3,5650069525,212,6.4,5650069527,213,1.42,5650069517,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794955,415,1,1,42,44,33hzf6j2rd9r50g2n4agsytkd,1,84.2,7.3,2025-04-13T15:13:44.804Z,2025-04-13T15:13:46Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5650069599,56,Right,5650069605,212,3.6,5650069641,156,,5650069607,213,5.77,5650069603,141,4.7,5650069601,140,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794981,416,1,1,42,46,33hzf6j2rd9r50g2n4agsytkd,0,87.2,4.7,2025-04-13T15:13:46.468Z,2025-04-13T15:14:22Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650069753,213,0.57,5650069751,212,2.3,5650069895,236,,5650069749,141,6.5,5650069897,233,327,5650069745,56,Right,5650069901,286,,5650069747,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800794993,327,74,1,42,46,46yo78zak2j7kaxc5ak1fnm60,1,13.3,90.8,2025-04-13T15:13:46.469Z,2025-04-13T15:26:28Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5650069847,285,,5650069845,56,Back,5650069921,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795015,417,1,1,42,47,33hzf6j2rd9r50g2n4agsytkd,1,83.7,4.4,2025-04-13T15:13:47.812Z,2025-04-13T15:13:49Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5650069965,140,76.9,5650069967,141,9.1,5650069971,213,2.72,5650069969,212,7.8,5650069963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795031,418,1,1,42,48,33hzf6j2rd9r50g2n4agsytkd,1,76.9,9.1,2025-04-13T15:13:48.740Z,2025-04-13T15:13:49Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650070015,56,Right,5650070017,140,77.5,5650070019,141,4.7,5650070023,213,4.92,5650070021,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795043,419,1,1,42,49,33hzf6j2rd9r50g2n4agsytkd,1,77.5,4.7,2025-04-13T15:13:49.715Z,2025-04-13T15:13:50Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5650070093,56,Right,5650070099,212,7.3,5650070097,141,15.2,5650070101,213,1.34,5650070095,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795097,420,1,1,42,50,33hzf6j2rd9r50g2n4agsytkd,1,79.1,15.2,2025-04-13T15:13:50.644Z,2025-04-13T15:13:54Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5650070415,212,11.2,5650070409,56,Right,5650070417,213,6.09,5650070413,141,12.0,5650070411,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795107,421,3,1,42,53,33hzf6j2rd9r50g2n4agsytkd,0,91.6,14.6,2025-04-13T15:13:53.889Z,2025-04-13T15:13:58Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650070449,56,Right,5650070451,286,,5650070605,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795113,328,7,1,42,53,46yo78zak2j7kaxc5ak1fnm60,1,8.4,85.4,2025-04-13T15:13:53.890Z,2025-04-13T15:13:57Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5650070477,285,,5650070577,233,421,5650070471,167,,5650070475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795117,329,6,1,42,54,46yo78zak2j7kaxc5ak1fnm60,0,8.5,84.5,2025-04-13T15:13:54.538Z,2025-04-13T15:33:56Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5650070921,233,422,5650070823,73,,5650070821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795141,422,6,1,42,54,33hzf6j2rd9r50g2n4agsytkd,1,91.5,15.5,2025-04-13T15:13:54.538Z,2025-04-13T15:33:55Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650070727,75,,5650070869,233,329,5650070725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795809,423,1,1,43,29,33hzf6j2rd9r50g2n4agsytkd,0,99.5,0.5,2025-04-13T15:14:29.621Z,2025-04-13T15:16:15Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650074175,2,,5650074189,212,30.1,5650074191,213,1.86,5650074177,6,,5650074183,56,Center,5650074181,223,,5650074179,155,,5650074185,140,91.2,5650074187,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,
2800795823,330,12,1,43,33,46yo78zak2j7kaxc5ak1fnm60,1,5.7,59.6,2025-04-13T15:14:33.523Z,2025-04-13T15:14:35Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650074295,15,,5650074269,140,21.1,5650074271,141,100.0,5650074273,212,32.6,5650074337,167,,5650074267,56,Back,5650074275,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795833,331,5,1,43,35,46yo78zak2j7kaxc5ak1fnm60,0,18.4,101.2,2025-04-13T15:14:35.211Z,2025-04-13T15:14:38Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5650074515,233,425,5650074307,56,Back,5650074309,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795851,425,5,1,43,35,33hzf6j2rd9r50g2n4agsytkd,1,81.6,-1.2,2025-04-13T15:14:35.211Z,2025-04-13T15:33:54Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650074465,233,331,5650074421,56,Right,5650074423,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800795949,426,1,1,43,37,33hzf6j2rd9r50g2n4agsytkd,1,85.4,0.0,2025-04-13T15:14:37.876Z,2025-04-13T15:14:42Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650074961,213,2.72,5650074949,56,Right,5650074951,140,73.7,5650074953,141,7.0,5650074947,107,,5650074957,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796041,427,1,1,43,42,33hzf6j2rd9r50g2n4agsytkd,1,69.9,10.4,2025-04-13T15:14:42.195Z,2025-04-13T15:14:47Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650075457,140,83.5,5650075463,213,0.20,5650075461,212,14.6,5650075455,56,Right,5650075459,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796067,428,1,1,43,47,33hzf6j2rd9r50g2n4agsytkd,0,88.6,10.4,2025-04-13T15:14:47.188Z,2025-04-13T15:14:48Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650075523,212,5.2,5650075517,56,Right,5650075521,141,15.9,5650075525,213,0.79,5650075519,140,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796195,429,83,1,43,52,33hzf6j2rd9r50g2n4agsytkd,0,86.5,6.8,2025-04-13T15:14:52.724Z,2025-04-13T15:14:55Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5650076355,399,a4f6z4alegkvrhm4k864w9lg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796225,333,1,1,43,53,46yo78zak2j7kaxc5ak1fnm60,0,23.2,88.9,2025-04-13T15:14:53.242Z,2025-04-13T15:14:53Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5650076219,140,26.7,5650076221,141,82.0,5650076227,213,5.38,5650076223,212,6.0,5650076217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796245,430,8,1,43,54,33hzf6j2rd9r50g2n4agsytkd,1,76.2,17.7,2025-04-13T15:14:54.838Z,2025-04-13T15:14:54Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650076321,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796305,432,1,1,43,56,33hzf6j2rd9r50g2n4agsytkd,1,75.7,17.0,2025-04-13T15:14:56.419Z,2025-04-13T15:14:57Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5650076553,140,65.9,5650076557,212,10.8,5650076551,56,Right,5650076559,213,3.46,5650076555,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796339,433,1,1,43,57,33hzf6j2rd9r50g2n4agsytkd,1,65.9,12.0,2025-04-13T15:14:57.427Z,2025-04-13T15:14:59Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650076679,56,Right,5650076685,212,4.6,5650076687,213,1.48,5650076683,141,18.8,5650076681,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796353,434,1,1,43,59,33hzf6j2rd9r50g2n4agsytkd,1,67.8,18.8,2025-04-13T15:14:59.060Z,2025-04-13T15:15:00Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650076767,140,70.5,5650076773,213,5.37,5650076771,212,4.6,5650076765,56,Right,5650076769,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796373,435,1,1,44,0,33hzf6j2rd9r50g2n4agsytkd,1,70.7,13.4,2025-04-13T15:15:00.596Z,2025-04-13T15:15:01Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5650076873,140,66.1,5650076877,212,5.5,5650076871,56,Right,5650076879,213,2.63,5650076875,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800796389,436,1,1,44,1,33hzf6j2rd9r50g2n4agsytkd,1,66.1,17.4,2025-04-13T15:15:01.332Z,2025-04-13T15:15:02Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650076943,212,5.2,5650076939,140,67.5,5650076941,141,10.1,5650076937,56,Right,5650076945,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
