id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815042619,353,1,1,38,15,ac8jow4mdkvnsv5s0och4qqm,1,13.8,34.2,2025-05-15T17:38:49.702Z,2025-05-15T17:38:51Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728831497,152,,5728831507,213,0.93,5728831501,140,28.0,5728831495,5,,5728831505,212,24.9,5728831499,56,Back,5728831511,189,,5728831503,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042647,354,1,1,38,18,ac8jow4mdkvnsv5s0och4qqm,1,31.1,68.4,2025-05-15T17:38:52.270Z,2025-05-15T17:38:58Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728831685,56,Left,5728831691,212,33.9,5728831689,141,97.2,5728831683,155,,5728831687,140,57.5,5728831693,213,0.62,5728831695,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042685,355,1,1,38,24,ac8jow4mdkvnsv5s0och4qqm,1,53.1,94.5,2025-05-15T17:38:58.086Z,2025-05-15T17:39:01Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728831897,141,64.8,5728831899,212,29.2,5728831895,140,33.0,5728831901,213,3.90,5728831893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042693,356,1,1,38,27,ac8jow4mdkvnsv5s0och4qqm,1,33.6,66.7,2025-05-15T17:39:00.958Z,2025-05-15T17:39:02Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728831951,212,14.7,5728831947,140,34.6,5728831953,213,4.78,5728831945,56,Back,5728831949,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042737,357,1,1,38,28,ac8jow4mdkvnsv5s0och4qqm,1,34.6,45.1,2025-05-15T17:39:01.869Z,2025-05-15T17:39:08Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728832201,141,59.3,5728832205,213,0.89,5728832199,140,42.1,5728832203,212,12.5,5728832197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042755,358,1,1,38,34,ac8jow4mdkvnsv5s0och4qqm,0,48.7,31.9,2025-05-15T17:39:07.982Z,2025-05-15T17:39:10Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728832317,141,12.6,5728832321,213,5.56,5728832313,56,Right,5728832319,212,19.9,5728832315,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042769,321,1,1,38,39,1939bnru25svvgv15k2c7tw2y,0,31.1,91.2,2025-05-15T17:39:13.255Z,2025-05-15T17:50:51Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728832409,56,Back,5728852911,141,85.7,5728852915,213,5.38,5728852909,140,33.9,5728852913,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042817,322,1,1,38,40,1939bnru25svvgv15k2c7tw2y,1,26.0,80.6,2025-05-15T17:39:14.527Z,2025-05-15T17:51:25Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728832621,56,Back,5728832627,212,10.0,5728832625,141,93.8,5728832629,213,1.10,5728832623,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815046397,396,1,1,38,41,1939bnru25svvgv15k2c7tw2y,1,42.0,92.4,2025-05-15T17:39:14.723Z,2025-05-15T17:51:24Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728853431,56,Back,5728853437,212,5.8,5728853433,140,36.5,5728853439,213,3.12,5728853435,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042821,324,50,1,38,41,1939bnru25svvgv15k2c7tw2y,1,32.8,92.8,2025-05-15T17:39:15.420Z,2025-05-15T17:52:00Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728832651,56,Back,5728853945,285,,5728833461,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042791,359,7,1,38,41,ac8jow4mdkvnsv5s0och4qqm,1,67.2,7.2,2025-05-15T17:39:15.421Z,2025-05-15T17:52:00Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728833445,233,324,5728833481,286,,5728832501,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042825,325,45,1,38,42,1939bnru25svvgv15k2c7tw2y,0,34.4,92.6,2025-05-15T17:39:16.021Z,2025-05-15T17:52:33Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728832657,285,,5728832655,56,Back,5728833565,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042795,360,3,1,38,42,ac8jow4mdkvnsv5s0och4qqm,1,65.6,7.4,2025-05-15T17:39:16.021Z,2025-05-15T17:52:07Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728832523,286,,5728833547,233,325,5728832521,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042815,362,1,1,38,43,ac8jow4mdkvnsv5s0och4qqm,0,60.2,16.1,2025-05-15T17:39:17.239Z,2025-05-15T17:39:26Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728832591,141,48.7,5728832589,140,64.6,5728832593,212,22.6,5728832587,56,Center,5728832595,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042819,323,43,1,38,45,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T17:39:19.399Z,2025-05-15T17:39:22Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728832645,213,3.14,5728832641,141,93.8,5728832635,155,0,5728832643,212,0,5728832639,140,30.3,5728832677,144,1,5728832637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042835,326,43,1,38,50,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T17:39:24.454Z,2025-05-15T17:50:10Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728852275,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042839,327,1,1,38,51,1939bnru25svvgv15k2c7tw2y,0,37.1,42.1,2025-05-15T17:39:25.015Z,2025-05-15T17:50:15Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728832779,212,50.2,5728832775,140,82.7,5728832771,157,,5728832777,141,64.3,5728832783,1,,5728832773,56,Center,5728832781,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042845,363,43,1,38,52,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-15T17:39:25.934Z,2025-05-15T17:50:12Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728852315,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042867,364,1,1,38,52,ac8jow4mdkvnsv5s0och4qqm,1,22.5,47.3,2025-05-15T17:39:26.054Z,2025-05-15T17:39:29Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728832931,56,Back,5728832937,212,12.6,5728832933,140,32.6,5728832939,213,0.57,5728832935,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042877,365,1,1,38,55,ac8jow4mdkvnsv5s0och4qqm,1,33.9,59.7,2025-05-15T17:39:29.061Z,2025-05-15T17:39:30Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728832971,140,38.9,5728832977,213,1.29,5728832975,212,18.6,5728832969,56,Back,5728832973,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042907,366,1,1,38,56,ac8jow4mdkvnsv5s0och4qqm,1,40.6,87.4,2025-05-15T17:39:30.669Z,2025-05-15T17:39:36Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728833167,56,Back,5728833171,141,97.7,5728833169,140,46.9,5728833175,213,0.81,5728833173,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042949,367,1,1,39,2,ac8jow4mdkvnsv5s0och4qqm,1,33.3,83.8,2025-05-15T17:39:36.358Z,2025-05-15T17:39:44Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728833417,141,70.5,5728833415,140,24.5,5728833419,212,12.9,5728833421,213,3.92,5728833413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042975,368,1,1,39,10,ac8jow4mdkvnsv5s0och4qqm,1,24.5,70.5,2025-05-15T17:39:44.270Z,2025-05-15T17:39:48Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728833587,141,38.2,5728833591,213,4.80,5728833589,212,22.1,5728833585,140,26.4,5728833583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042987,369,1,1,39,13,ac8jow4mdkvnsv5s0och4qqm,1,22.2,37.3,2025-05-15T17:39:47.630Z,2025-05-15T17:39:50Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728833665,141,51.9,5728833669,213,0.90,5728833663,140,29.7,5728833667,212,12.7,5728833661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815042999,370,1,1,39,16,ac8jow4mdkvnsv5s0och4qqm,1,26.7,45.8,2025-05-15T17:39:50.630Z,2025-05-15T17:39:53Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728833751,213,3.70,5728833743,56,Back,5728833747,141,33.9,5728833745,140,14.5,5728833749,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043031,371,1,1,39,19,ac8jow4mdkvnsv5s0och4qqm,1,12.6,30.4,2025-05-15T17:39:52.957Z,2025-05-15T17:39:55Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728833913,141,11.0,5728833909,56,Back,5728833915,212,13.4,5728833911,140,14.7,5728833917,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043035,372,50,1,39,22,ac8jow4mdkvnsv5s0och4qqm,1,15.8,12.8,2025-05-15T17:39:55.790Z,2025-05-15T17:52:01Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728833929,56,Back,5728833995,233,328,5728833931,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043037,328,7,1,39,22,1939bnru25svvgv15k2c7tw2y,1,84.2,87.2,2025-05-15T17:39:55.791Z,2025-05-15T17:52:00Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728833957,286,,5728833955,56,Left,5728833977,233,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043049,330,1,1,39,24,1939bnru25svvgv15k2c7tw2y,0,86.0,76.0,2025-05-15T17:39:57.767Z,2025-05-15T17:39:58Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728834035,56,Center,5728834043,213,4.84,5728834039,141,61.2,5728834041,212,10.1,5728834037,140,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043069,373,8,1,39,26,ac8jow4mdkvnsv5s0och4qqm,1,13.2,32.2,2025-05-15T17:40:00.014Z,2025-05-15T17:40:00Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728834143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043093,375,1,1,39,26,ac8jow4mdkvnsv5s0och4qqm,1,18.1,32.7,2025-05-15T17:40:00.718Z,2025-05-15T17:40:03Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728834285,213,1.04,5728834277,56,Back,5728834283,212,20.1,5728834279,140,27.8,5728834281,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043101,376,1,1,39,29,ac8jow4mdkvnsv5s0och4qqm,0,31.7,64.6,2025-05-15T17:40:03.542Z,2025-05-15T17:40:06Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728834323,140,63.1,5728834327,212,41.6,5728834321,56,Left,5728834325,141,100.0,5728834329,213,0.66,5728834331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043111,331,5,1,39,32,1939bnru25svvgv15k2c7tw2y,1,33.6,-2.0,2025-05-15T17:40:05.851Z,2025-05-15T17:51:51Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728834415,56,Back,5728834417,347,,5728834423,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043105,377,5,1,39,32,ac8jow4mdkvnsv5s0och4qqm,0,66.4,102.0,2025-05-15T17:40:05.851Z,2025-05-15T17:40:09Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728834341,347,,5728834335,56,Left,5728834433,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043239,332,1,1,39,54,1939bnru25svvgv15k2c7tw2y,1,29.2,0.0,2025-05-15T17:40:28.151Z,2025-05-15T17:40:31Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728835191,141,10.9,5728835185,107,,5728835189,140,12.1,5728835187,56,Back,5728835193,212,19.9,5728835195,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043255,333,1,1,39,57,1939bnru25svvgv15k2c7tw2y,1,13.2,13.2,2025-05-15T17:40:31.399Z,2025-05-15T17:40:34Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728835271,141,43.7,5728835267,56,Back,5728835273,212,23.1,5728835275,213,2.03,5728835269,140,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043273,334,1,1,40,0,1939bnru25svvgv15k2c7tw2y,1,3.6,44.2,2025-05-15T17:40:34.199Z,2025-05-15T17:40:42Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728835423,140,10.6,5728835429,213,1.18,5728835425,141,70.2,5728835421,56,Back,5728835427,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043293,335,1,1,40,8,1939bnru25svvgv15k2c7tw2y,1,24.4,70.6,2025-05-15T17:40:42.118Z,2025-05-15T17:40:44Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728835537,56,Back,5728835541,141,40.6,5728835543,212,20.4,5728835539,140,24.5,5728835545,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043313,336,1,1,40,10,1939bnru25svvgv15k2c7tw2y,1,24.5,40.6,2025-05-15T17:40:44.519Z,2025-05-15T17:40:47Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728835657,141,12.9,5728835661,213,4.96,5728835659,212,19.4,5728835655,140,29.0,5728835653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043319,337,1,1,40,13,1939bnru25svvgv15k2c7tw2y,1,29.0,12.9,2025-05-15T17:40:47.623Z,2025-05-15T17:40:49Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728835703,140,23.7,5728835707,212,14.2,5728835701,56,Back,5728835709,213,1.97,5728835705,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043337,338,1,1,40,15,1939bnru25svvgv15k2c7tw2y,1,24.1,34.0,2025-05-15T17:40:49.607Z,2025-05-15T17:40:52Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728835841,212,23.1,5728835837,140,28.3,5728835835,56,Back,5728835843,213,1.38,5728835839,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043351,339,1,1,40,18,1939bnru25svvgv15k2c7tw2y,1,29.9,73.6,2025-05-15T17:40:52.663Z,2025-05-15T17:40:55Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728835905,212,25.8,5728835901,140,54.4,5728835899,56,Center,5728835907,213,0.07,5728835903,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043391,340,1,1,40,21,1939bnru25svvgv15k2c7tw2y,1,47.3,73.6,2025-05-15T17:40:55.207Z,2025-05-15T17:41:01Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728836107,140,36.4,5728836111,212,13.5,5728836105,56,Back,5728836109,141,63.1,5728836113,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043409,341,1,1,40,27,1939bnru25svvgv15k2c7tw2y,1,66.4,75.0,2025-05-15T17:41:01.495Z,2025-05-15T17:41:25Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5728836199,212,30.4,5728836195,140,94.8,5728836917,154,,5728836193,56,Center,5728836201,213,6.09,5728836915,210,15,5728836197,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043411,342,15,1,40,31,1939bnru25svvgv15k2c7tw2y,1,96.0,68.7,2025-05-15T17:41:05.383Z,2025-05-15T19:03:17Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5728836945,147,63.9,5728836211,56,Center,5728836941,328,,5728836927,80,,5728836943,146,97.2,5728836957,233,378,5728836929,29,,5728836933,55,341,5728836399,72,5728836939,103,,1.3,5728836209,65,,5728836931,154,,5728836207,22,,5728836937,102,,,,,47.4,,,,,
2815043415,378,10,1,40,31,ac8jow4mdkvnsv5s0och4qqm,1,2.4,37.3,2025-05-15T17:41:05.483Z,2025-05-15T19:03:27Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728836979,233,342,5728836237,56,Back,5728836847,389,,5728837047,174,,5728836849,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043429,379,12,1,40,32,ac8jow4mdkvnsv5s0och4qqm,1,9.8,43.0,2025-05-15T17:41:06.101Z,2025-05-15T17:41:33Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728836293,56,Back,5728836317,167,,5728836299,212,14.2,5728836295,140,0.0,5728836301,213,3.70,5728836297,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043419,343,6,1,40,33,1939bnru25svvgv15k2c7tw2y,1,99.0,67.4,2025-05-15T17:41:06.976Z,2025-05-15T17:52:12Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5728836265,73,,5728836263,56,Center,5728836357,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043431,380,6,1,40,33,ac8jow4mdkvnsv5s0och4qqm,0,1.0,32.6,2025-05-15T17:41:06.976Z,2025-05-15T17:52:12Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728836329,56,Back,5728836381,233,343,5728836335,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043667,344,1,1,41,6,1939bnru25svvgv15k2c7tw2y,0,99.5,99.5,2025-05-15T17:41:40.697Z,2025-05-15T17:41:46Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728837609,141,46.3,5728837605,56,Center,5728837613,213,4.60,5728837601,155,,5728837607,140,95.7,5728837597,2,,5728837603,223,,5728837615,1,,5728837703,233,5728837599,6,381,,5728837611,212,36.4,,,,,,,,,,,,,,,,,,
2815045879,411,44,1,41,8,ac8jow4mdkvnsv5s0och4qqm,1,5.6,57.4,2025-05-15T17:41:42.722Z,2025-05-15T17:48:30Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728850389,56,Back,5728850391,285,,5728850397,233,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815045827,395,44,1,41,9,1939bnru25svvgv15k2c7tw2y,0,94.4,42.6,2025-05-15T17:41:42.723Z,2025-05-15T17:48:30Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728850403,233,411,5728850205,286,,5728850203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043679,381,41,1,41,9,ac8jow4mdkvnsv5s0och4qqm,0,6.1,54.0,2025-05-15T17:41:43.685Z,2025-05-15T17:48:35Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728837681,213,1.02,5728837713,233,344,5728837677,141,73.5,5728837675,140,13.8,5728837679,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043693,345,1,1,41,13,1939bnru25svvgv15k2c7tw2y,1,83.3,25.6,2025-05-15T17:41:47.143Z,2025-05-15T17:48:58Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728837773,141,27.9,5728837769,56,Center,5728837775,212,12.7,5728837771,140,71.3,5728837777,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043699,346,1,1,41,14,1939bnru25svvgv15k2c7tw2y,0,71.3,27.9,2025-05-15T17:41:48.680Z,2025-05-15T17:48:59Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728837881,233,382,5728837823,155,,5728837819,2,,5728837833,141,51.9,5728837837,213,0.60,5728837831,140,94.2,5728837827,56,Center,5728837835,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043705,382,11,1,41,16,ac8jow4mdkvnsv5s0och4qqm,1,4.2,51.3,2025-05-15T17:41:50.197Z,2025-05-15T17:41:50Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728837867,88,,5728837905,233,346,5728837865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043751,383,1,1,41,24,ac8jow4mdkvnsv5s0och4qqm,1,4.2,51.3,2025-05-15T17:41:58.181Z,2025-05-15T17:41:59Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728838141,141,90.2,5728838147,1,,5728838145,213,0.89,5728838137,56,Back,5728838135,123,,5728838155,287,,5728838143,212,34.1,5728838139,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043775,384,1,1,41,26,ac8jow4mdkvnsv5s0och4qqm,1,26.2,93.6,2025-05-15T17:42:00.645Z,2025-05-15T17:42:05Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728838311,141,95.9,5728838307,56,Back,5728838315,213,0.13,5728838313,212,12.2,5728838309,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043783,385,1,1,41,31,ac8jow4mdkvnsv5s0och4qqm,1,45.8,95.4,2025-05-15T17:42:04.885Z,2025-05-15T17:42:08Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728838373,140,65.0,5728838377,212,20.2,5728838371,56,Left,5728838375,141,97.1,5728838379,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043785,386,3,1,41,34,ac8jow4mdkvnsv5s0och4qqm,0,68.2,94.2,2025-05-15T17:42:07.846Z,2025-05-15T17:52:01Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728838385,56,Left,5728838437,233,347,5728838387,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043791,347,7,1,41,34,1939bnru25svvgv15k2c7tw2y,1,31.8,5.8,2025-05-15T17:42:07.847Z,2025-05-15T17:52:01Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728838417,285,,5728838421,233,386,5728838415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043797,349,1,1,41,36,1939bnru25svvgv15k2c7tw2y,1,28.0,13.7,2025-05-15T17:42:10.295Z,2025-05-15T17:42:11Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728838443,56,Back,5728838451,213,6.01,5728838445,140,45.6,5728838449,212,19.2,5728838447,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043803,350,1,1,41,37,1939bnru25svvgv15k2c7tw2y,1,45.6,6.1,2025-05-15T17:42:11.416Z,2025-05-15T17:42:12Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5728838509,56,Back,5728838513,141,25.2,5728838515,212,13.4,5728838511,140,42.3,5728838517,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043809,351,1,1,41,38,1939bnru25svvgv15k2c7tw2y,1,42.3,25.2,2025-05-15T17:42:12.536Z,2025-05-15T17:42:13Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728838567,213,0.19,5728838559,56,Center,5728838561,140,53.3,5728838565,212,11.8,5728838563,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043815,352,1,1,41,39,1939bnru25svvgv15k2c7tw2y,1,53.3,28.5,2025-05-15T17:42:13.655Z,2025-05-15T17:42:14Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5728838605,213,3.22,5728838603,212,12.8,5728838597,56,Back,5728838601,141,27.1,5728838599,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043821,353,1,1,41,40,1939bnru25svvgv15k2c7tw2y,1,41.1,27.1,2025-05-15T17:42:14.408Z,2025-05-15T17:42:16Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728838653,213,1.02,5728838649,212,22.0,5728838637,56,Center,5728838639,140,52.0,5728838643,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043845,354,1,1,41,42,1939bnru25svvgv15k2c7tw2y,1,60.5,53.4,2025-05-15T17:42:16.167Z,2025-05-15T17:42:21Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728838793,141,85.3,5728838789,56,Left,5728838795,212,26.9,5728838797,213,0.94,5728838791,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815043851,355,1,1,41,47,1939bnru25svvgv15k2c7tw2y,0,78.4,76.4,2025-05-15T17:42:21.575Z,2025-05-15T17:42:22Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728838839,213,5.40,5728838821,56,Center,5728838825,140,89.6,5728838829,141,55.5,5728838819,155,,5728838833,212,18.4,5728838817,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
