id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value
2816567339,457,1,1,36,7,93ohqui2qgqm8408viwmm1ken,1,46.4,79.1,2025-05-18T15:07:34.097Z,2025-05-18T15:07:38Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737090875,141,66.1,5737090877,212,9.1,5737090873,140,48.4,5737090871,56,Back,5737090879,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567425,458,1,1,36,12,93ohqui2qgqm8408viwmm1ken,1,57.9,74.4,2025-05-18T15:07:38.336Z,2025-05-18T15:07:42Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737091273,213,1.20,5737091269,141,94.4,5737091271,212,14.6,5737091265,56,Left,5737091267,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567443,459,1,1,36,15,93ohqui2qgqm8408viwmm1ken,1,62.9,94.4,2025-05-18T15:07:41.873Z,2025-05-18T15:07:42Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737091323,140,56.8,5737091329,213,4.09,5737091321,56,Left,5737091325,141,81.4,5737091327,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567457,460,1,1,36,16,93ohqui2qgqm8408viwmm1ken,1,56.8,81.4,2025-05-18T15:07:42.561Z,2025-05-18T15:07:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737091371,141,69.9,5737091379,213,5.46,5737091367,140,63.7,5737091375,212,10.7,5737091363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567497,461,1,1,36,16,93ohqui2qgqm8408viwmm1ken,1,63.7,69.9,2025-05-18T15:07:43.009Z,2025-05-18T15:07:44Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737091571,56,Back,5737091581,212,19.7,5737091585,213,2.88,5737091649,156,,5737091577,141,77.5,5737091575,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567643,462,1,1,36,22,93ohqui2qgqm8408viwmm1ken,1,44.8,78.2,2025-05-18T15:07:48.353Z,2025-05-18T15:07:50Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737092331,213,0.66,5737092327,212,20.5,5737092315,56,Left,5737092323,141,96.8,5737092319,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567723,463,1,1,36,23,93ohqui2qgqm8408viwmm1ken,1,60.2,96.8,2025-05-18T15:07:49.873Z,2025-05-18T15:07:52Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737092675,56,Left,5737092677,140,56.4,5737092681,212,11.7,5737092683,213,4.36,5737092679,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567935,464,1,1,36,26,93ohqui2qgqm8408viwmm1ken,1,56.4,79.9,2025-05-18T15:07:52.337Z,2025-05-18T15:08:00Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737093777,155,,5737093787,213,5.49,5737093785,212,55.9,5737093781,140,93.7,5737093789,1,,5737093779,56,Center,5737093783,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567981,465,1,1,36,34,93ohqui2qgqm8408viwmm1ken,1,92.1,24.6,2025-05-18T15:08:00.545Z,2025-05-18T15:08:01Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737094001,213,3.03,5737093993,56,Center,5737093997,141,26.7,5737093995,140,79.6,5737093999,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816567997,466,1,1,36,35,93ohqui2qgqm8408viwmm1ken,1,78.9,27.4,2025-05-18T15:08:01.793Z,2025-05-18T15:08:02Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737094073,56,Center,5737094077,141,34.3,5737094075,140,81.8,5737094079,212,5.6,5737094083,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816568063,467,1,1,36,36,93ohqui2qgqm8408viwmm1ken,1,81.8,34.3,2025-05-18T15:08:02.449Z,2025-05-18T15:08:04Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737094353,213,5.64,5737094349,141,30.0,5737094345,56,Center,5737094351,212,4.9,5737094347,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816568089,468,1,1,36,38,93ohqui2qgqm8408viwmm1ken,0,87.0,16.5,2025-05-18T15:08:04.305Z,2025-05-18T15:08:06Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737094517,155,,5737094515,2,,5737094525,212,21.8,5737094519,56,Center,5737094529,213,1.41,5737094521,140,90.4,5737094523,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816568097,253,12,1,36,40,6i936isoyj6d0uuxdj537uc97,1,9.7,53.0,2025-05-18T15:08:06.365Z,2025-05-18T15:17:27Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5737166633,141,38.0,5737166635,212,10.4,5737166637,213,4.93,5737094557,56,Back,5737166631,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816568189,469,13,1,36,42,93ohqui2qgqm8408viwmm1ken,1,89.1,64.6,2025-05-18T15:08:08.859Z,2025-05-18T16:31:23Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737094979,64,,5737095835,20,,5737094981,56,Center,5737094977,22,,5737097663,230,98.5,5737097655,81,,5737097657,102,39.0,5737097665,231,52.0,5737097659,103,40.3,5737097661,458,,,,,,,,,,,,,,,,,,,,,,,,
2816568175,254,5,1,36,43,6i936isoyj6d0uuxdj537uc97,1,-1.6,64.4,2025-05-18T15:08:09.181Z,2025-05-18T15:21:08Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5737094903,346,,5737095877,233,470,5737094901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816568351,470,5,1,36,43,93ohqui2qgqm8408viwmm1ken,0,101.6,35.6,2025-05-18T15:08:09.181Z,2025-05-18T15:21:08Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737095897,233,254,5737095795,346,,5737095793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569019,255,1,1,37,18,6i936isoyj6d0uuxdj537uc97,0,4.9,42.4,2025-05-18T15:08:44.365Z,2025-05-18T15:08:46Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5737099169,212,69.6,5737099171,213,6.14,5737099161,124,,5737099163,56,Center,5737099173,1,,5737099175,74,,5737099165,140,70.5,5737099167,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569079,471,1,1,37,20,93ohqui2qgqm8408viwmm1ken,1,32.8,89.9,2025-05-18T15:08:46.898Z,2025-05-18T15:08:49Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737099489,213,5.48,5737099481,56,Back,5737099479,3,,5737099483,140,39.2,5737099487,212,9.7,5737099485,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569099,473,1,1,37,23,93ohqui2qgqm8408viwmm1ken,1,38.7,77.9,2025-05-18T15:08:49.232Z,2025-05-18T15:08:50Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737099583,212,9.7,5737099579,141,87.8,5737099571,56,Back,5737099575,140,45.3,5737099587,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569135,474,1,1,37,24,93ohqui2qgqm8408viwmm1ken,1,45.3,87.8,2025-05-18T15:08:50.322Z,2025-05-18T15:08:51Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737099733,56,Back,5737099745,213,2.67,5737099735,140,34.8,5737099737,141,96.0,5737099741,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569151,475,1,1,37,25,93ohqui2qgqm8408viwmm1ken,1,34.8,96.0,2025-05-18T15:08:51.441Z,2025-05-18T15:08:52Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737099831,140,42.8,5737099839,213,6.07,5737099835,141,93.3,5737099837,212,8.6,5737099827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569181,476,1,1,37,26,93ohqui2qgqm8408viwmm1ken,0,42.8,93.3,2025-05-18T15:08:52.178Z,2025-05-18T15:08:53Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737100003,156,,5737099963,140,36.9,5737099961,56,Back,5737099969,213,3.80,5737099965,141,86.3,5737099967,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569207,256,61,1,37,27,6i936isoyj6d0uuxdj537uc97,0,72.3,5.8,2025-05-18T15:08:53.806Z,2025-05-18T15:08:54Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737100065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569227,257,5,1,37,28,6i936isoyj6d0uuxdj537uc97,0,70.2,-1.6,2025-05-18T15:08:54.639Z,2025-05-18T15:09:00Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737100167,347,,5737100165,56,Right,5737100443,233,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569277,477,5,1,37,28,93ohqui2qgqm8408viwmm1ken,1,29.8,101.6,2025-05-18T15:08:54.639Z,2025-05-18T15:21:08Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737100349,347,,5737100395,233,257,5737100347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569347,478,1,1,37,30,93ohqui2qgqm8408viwmm1ken,1,36.4,100.0,2025-05-18T15:08:57.121Z,2025-05-18T15:08:59Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737100735,213,4.61,5737100733,212,11.9,5737100729,140,35.2,5737100725,107,,5737100727,56,Back,5737100731,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569363,479,1,1,37,32,93ohqui2qgqm8408viwmm1ken,1,35.2,83.9,2025-05-18T15:08:58.177Z,2025-05-18T15:09:00Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737100817,141,95.6,5737100815,140,32.7,5737100821,213,1.89,5737100819,212,8.4,5737100813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569475,480,1,1,37,33,93ohqui2qgqm8408viwmm1ken,1,32.7,95.6,2025-05-18T15:08:59.458Z,2025-05-18T15:09:03Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737101265,213,3.54,5737101263,212,20.6,5737101261,141,83.9,5737101259,140,14.6,5737101221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569519,481,1,1,37,37,93ohqui2qgqm8408viwmm1ken,1,14.3,81.2,2025-05-18T15:09:03.442Z,2025-05-18T15:09:05Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737101433,56,Back,5737101441,213,4.59,5737101439,212,15.1,5737101435,140,12.6,5737101437,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569571,482,1,1,37,38,93ohqui2qgqm8408viwmm1ken,1,12.6,59.1,2025-05-18T15:09:04.850Z,2025-05-18T15:09:06Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737101729,140,13.1,5737101733,141,83.6,5737101741,213,1.54,5737101723,56,Back,5737101737,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569749,483,1,1,37,40,93ohqui2qgqm8408viwmm1ken,1,13.1,83.6,2025-05-18T15:09:06.690Z,2025-05-18T15:09:13Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737102571,56,Back,5737102587,213,5.96,5737102583,212,11.1,5737102579,141,78.4,5737102575,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569909,484,1,1,37,47,93ohqui2qgqm8408viwmm1ken,1,15.2,90.2,2025-05-18T15:09:13.538Z,2025-05-18T15:09:19Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737103343,141,85.4,5737103339,56,Back,5737103341,140,5.7,5737103345,212,10.5,5737103347,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816569959,485,1,1,37,53,93ohqui2qgqm8408viwmm1ken,1,9.4,83.6,2025-05-18T15:09:19.250Z,2025-05-18T15:09:21Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737103645,213,4.87,5737103637,140,11.4,5737103643,212,13.1,5737103635,56,Back,5737103639,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570079,486,1,1,37,55,93ohqui2qgqm8408viwmm1ken,1,11.1,58.7,2025-05-18T15:09:21.490Z,2025-05-18T15:09:25Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737104203,212,26.0,5737104197,56,Back,5737104205,213,4.87,5737104201,141,21.0,5737104199,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570133,487,1,1,37,59,93ohqui2qgqm8408viwmm1ken,1,14.6,20.0,2025-05-18T15:09:25.378Z,2025-05-18T15:09:27Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737104459,141,6.8,5737104463,212,22.9,5737104453,56,Back,5737104465,213,5.88,5737104455,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570241,488,1,1,38,1,93ohqui2qgqm8408viwmm1ken,1,34.7,6.8,2025-05-18T15:09:27.250Z,2025-05-18T15:09:31Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737104967,212,19.8,5737104965,141,9.7,5737104959,56,Right,5737104971,213,0.10,5737104961,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570229,258,45,1,38,4,6i936isoyj6d0uuxdj537uc97,0,42.9,90.4,2025-05-18T15:09:30.719Z,2025-05-18T15:20:39Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5737104903,285,,5737104901,56,Back,5737105175,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570253,489,3,1,38,4,93ohqui2qgqm8408viwmm1ken,1,57.1,9.6,2025-05-18T15:09:30.719Z,2025-05-18T15:20:39Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737105021,56,Right,5737105123,233,258,5737105023,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570319,490,1,1,38,5,93ohqui2qgqm8408viwmm1ken,1,61.1,5.5,2025-05-18T15:09:31.649Z,2025-05-18T15:09:33Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737105357,140,71.4,5737105355,56,Right,5737105363,213,0.46,5737105361,212,12.1,5737105359,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570389,491,1,1,38,7,93ohqui2qgqm8408viwmm1ken,0,75.3,15.0,2025-05-18T15:09:33.682Z,2025-05-18T15:09:36Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737105745,140,85.4,5737105747,141,44.8,5737105741,155,,5737105739,2,,5737105749,212,22.9,5737105751,213,1.09,5737105743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570339,259,61,1,38,8,6i936isoyj6d0uuxdj537uc97,1,18.3,83.3,2025-05-18T15:09:34.488Z,2025-05-18T15:09:34Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5737105461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570459,492,15,1,38,12,93ohqui2qgqm8408viwmm1ken,1,84.9,58.3,2025-05-18T15:09:38.833Z,2025-05-18T16:32:43Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737109675,458,,5737109677,146,98.1,5737106115,56,Center,5737106111,22,,5737109671,102,50.0,5737109679,147,52.2,5737109747,233,260,5737543819,17,,5737109673,103,7.6,5737108343,20,,5737109669,78,,,,,,,,,,,,,,,,,,,,,
2816570473,260,10,1,38,12,6i936isoyj6d0uuxdj537uc97,1,3.6,50.6,2025-05-18T15:09:38.933Z,2025-05-18T15:10:08Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5737106185,56,Back,5737106183,182,,5737109773,233,492,5737107885,174,,5737107887,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570535,261,12,1,38,14,6i936isoyj6d0uuxdj537uc97,1,11.2,52.2,2025-05-18T15:09:40.943Z,2025-05-18T15:09:41Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5737106449,213,0.34,5737106439,140,17.3,5737106443,141,55.5,5737106433,56,Back,5737106485,15,,5737106447,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570587,262,44,1,38,16,6i936isoyj6d0uuxdj537uc97,1,14.9,50.3,2025-05-18T15:09:42.415Z,2025-05-18T15:20:57Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5737106669,285,,5737106785,233,493,5737106667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570609,493,44,1,38,16,93ohqui2qgqm8408viwmm1ken,0,85.1,49.7,2025-05-18T15:09:42.416Z,2025-05-18T15:20:57Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737106809,233,262,5737106733,56,Center,5737106735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570613,263,12,1,38,16,6i936isoyj6d0uuxdj537uc97,1,17.3,55.5,2025-05-18T15:09:42.846Z,2025-05-18T15:09:43Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5737106761,15,,5737106753,141,56.3,5737106749,140,28.4,5737106745,56,Back,5737106755,212,11.7,5737106757,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570727,494,1,1,38,18,93ohqui2qgqm8408viwmm1ken,1,70.9,50.3,2025-05-18T15:09:44.210Z,2025-05-18T15:09:53Z,62w849kqrnjm00xr12suencgl,A. Christiansen,1.0,,5737107305,212,7.6,5737108069,210,13,5737107307,213,1.53,5737107297,3,,5737107303,141,61.4,5737107299,56,Center,5737107301,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570731,495,13,1,38,21,93ohqui2qgqm8408viwmm1ken,1,76.5,66.7,2025-05-18T15:09:47.515Z,2025-05-18T16:33:02Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737108121,215,,5737107343,18,,5737108113,55,494,5737108109,81,,5737108125,231,50.5,5737108111,29,,5737107341,22,,5737108119,103,50,5737107813,72,,5737108123,230,97.7,5737108117,102,38.3,5737107345,56,Center,,,,,,,,,,,,,,,,,
2816570741,264,5,1,38,22,6i936isoyj6d0uuxdj537uc97,1,-1.0,61.0,2025-05-18T15:09:48.272Z,2025-05-18T15:21:09Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5737107407,56,Back,5737107409,346,,5737107781,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816570799,496,5,1,38,22,93ohqui2qgqm8408viwmm1ken,0,101.0,39.0,2025-05-18T15:09:48.272Z,2025-05-18T15:21:09Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737107821,233,264,5737107693,56,Center,5737107695,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816571617,265,1,1,38,58,6i936isoyj6d0uuxdj537uc97,1,5.2,41.6,2025-05-18T15:10:24.240Z,2025-05-18T15:10:28Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5737111847,213,5.83,5737111845,212,60.7,5737111837,124,,5737111843,141,2.3,5737111841,140,57.1,5737111839,56,Right,5737111849,1,,5737111853,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816571641,266,1,1,39,1,6i936isoyj6d0uuxdj537uc97,1,57.1,2.3,2025-05-18T15:10:27.903Z,2025-05-18T15:10:29Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737111955,140,44.6,5737111957,141,14.1,5737111947,3,,5737111959,212,15.4,5737111961,213,2.59,5737111951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816571653,267,1,1,39,2,6i936isoyj6d0uuxdj537uc97,0,44.6,14.1,2025-05-18T15:10:28.782Z,2025-05-18T15:10:29Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5737112039,140,57.6,5737112041,141,28.8,5737112045,213,0.63,5737112037,56,Center,5737112035,3,,5737112043,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816571903,498,1,1,39,6,93ohqui2qgqm8408viwmm1ken,1,53.1,74.1,2025-05-18T15:10:32.946Z,2025-05-18T15:10:40Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737113343,1,,5737113333,56,Left,5737113339,212,38.6,5737113341,213,0.23,5737113335,140,88.9,5737113337,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572001,499,1,1,39,13,93ohqui2qgqm8408viwmm1ken,1,87.6,80.6,2025-05-18T15:10:39.905Z,2025-05-18T15:10:43Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737113781,212,17.9,5737113777,140,71.3,5737113775,56,Left,5737113779,141,88.1,5737113783,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572089,500,1,1,39,16,93ohqui2qgqm8408viwmm1ken,1,69.8,87.8,2025-05-18T15:10:42.961Z,2025-05-18T15:10:46Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737114327,212,22.1,5737114317,56,Left,5737114329,213,0.28,5737114319,140,90.0,5737114323,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572229,501,1,1,39,19,93ohqui2qgqm8408viwmm1ken,1,85.9,97.4,2025-05-18T15:10:46.034Z,2025-05-18T15:10:50Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737115051,140,76.4,5737115057,213,4.21,5737115055,212,20.6,5737115049,56,Center,5737115053,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572297,502,1,1,39,24,93ohqui2qgqm8408viwmm1ken,1,73.2,71.5,2025-05-18T15:10:50.658Z,2025-05-18T15:10:53Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737115401,140,55.4,5737115403,141,43.6,5737115399,56,Center,5737115405,212,26.6,5737115407,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572385,503,1,1,39,27,93ohqui2qgqm8408viwmm1ken,1,55.4,43.6,2025-05-18T15:10:53.554Z,2025-05-18T15:10:56Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737115761,140,68.9,5737115759,56,Right,5737115767,213,5.36,5737115765,212,23.4,5737115763,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572477,504,1,1,39,30,93ohqui2qgqm8408viwmm1ken,1,68.9,16.2,2025-05-18T15:10:56.530Z,2025-05-18T15:11:00Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737116189,140,88.8,5737116195,141,5.8,5737116201,212,22.1,5737116205,213,5.96,5737116185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572557,505,1,1,39,33,93ohqui2qgqm8408viwmm1ken,0,92.0,5.9,2025-05-18T15:11:00.019Z,2025-05-18T15:11:02Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737116655,141,61.8,5737116657,212,38.0,5737116653,140,92.2,5737116649,155,,5737116661,1,,5737116647,2,,5737116651,56,Center,5737116659,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572591,268,12,1,39,36,6i936isoyj6d0uuxdj537uc97,1,9.5,41.3,2025-05-18T15:11:03.039Z,2025-05-18T15:11:04Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737116863,56,Back,5737116869,212,19.4,5737116871,213,0.41,5737116865,140,26.4,5737116867,141,52.7,5737116909,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572727,506,1,1,39,39,93ohqui2qgqm8408viwmm1ken,0,74.9,50.6,2025-05-18T15:11:05.905Z,2025-05-18T15:19:02Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737117461,56,Center,5737117471,212,8.9,5737117465,140,74.4,5737117467,141,63.6,5737117473,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572717,269,3,1,39,42,6i936isoyj6d0uuxdj537uc97,0,25.0,40.8,2025-05-18T15:11:08.689Z,2025-05-18T15:19:26Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5737178993,285,,5737117421,56,Back,5737180413,233,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816572733,507,7,1,39,42,93ohqui2qgqm8408viwmm1ken,0,75.0,59.2,2025-05-18T15:11:08.690Z,2025-05-18T15:19:28Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737117509,56,Center,5737180453,233,269,5737179423,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816586501,553,83,1,39,44,93ohqui2qgqm8408viwmm1ken,0,80.9,49.5,2025-05-18T15:11:10.162Z,2025-05-18T15:21:09Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737189161,399,atxo9oz3czimyk1t4xigfrkrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
