id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2813144369,274,12,1,41,39,aj8ytsr2ap33tod0hd8ofzaw9,1,19.9,55.7,2025-05-11T00:49:04.396Z,2025-05-11T00:49:05Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718328913,140,27.2,5718328917,212,11.9,5718328919,213,5.42,5718328915,141,42.4,5718328911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144365,459,44,1,41,40,5h878vnmkbuy2ummddprusxgq,1,71.9,55.8,2025-05-11T00:49:05.151Z,2025-05-11T00:49:07Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718328895,286,,5718329007,233,275,5718328893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144383,275,44,1,41,40,aj8ytsr2ap33tod0hd8ofzaw9,0,29.0,46.0,2025-05-11T00:49:05.152Z,2025-05-11T00:49:07Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5718328983,285,,5718329051,233,459,5718328981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144375,460,1,1,41,40,5h878vnmkbuy2ummddprusxgq,0,69.1,50.4,2025-05-11T00:49:05.390Z,2025-05-11T00:49:06Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718328951,212,7.8,5718328941,56,Center,5718328943,140,75.5,5718328939,3,,5718328957,213,0.52,5718328947,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144475,277,3,1,41,45,aj8ytsr2ap33tod0hd8ofzaw9,0,43.6,18.3,2025-05-11T00:49:10.597Z,2025-05-11T01:07:30Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718329461,286,,5718329523,233,461,5718329459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144467,461,7,1,41,45,5h878vnmkbuy2ummddprusxgq,1,56.4,81.7,2025-05-11T00:49:10.598Z,2025-05-11T01:07:29Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718329519,233,277,5718329435,285,,5718329431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144507,463,1,1,41,47,5h878vnmkbuy2ummddprusxgq,1,61.1,84.8,2025-05-11T00:49:12.294Z,2025-05-11T00:49:14Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718329627,212,11.0,5718329617,56,Center,5718329621,140,57.6,5718329625,141,69.5,5718329631,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144551,464,1,1,41,49,5h878vnmkbuy2ummddprusxgq,1,55.9,67.4,2025-05-11T00:49:14.270Z,2025-05-11T00:49:16Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718329855,56,Center,5718329863,213,4.99,5718329857,140,60.7,5718329859,141,41.6,5718329861,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144615,465,1,1,41,51,5h878vnmkbuy2ummddprusxgq,1,60.6,41.2,2025-05-11T00:49:16.717Z,2025-05-11T00:49:22Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718330173,213,5.30,5718330167,140,73.8,5718330169,141,10.4,5718330171,212,25.1,5718330165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144639,466,1,1,41,57,5h878vnmkbuy2ummddprusxgq,1,70.6,15.8,2025-05-11T00:49:22.085Z,2025-05-11T00:49:24Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718330309,213,1.52,5718330303,140,70.9,5718330301,56,Center,5718330307,212,6.3,5718330305,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144661,467,1,1,41,59,5h878vnmkbuy2ummddprusxgq,1,70.9,25.0,2025-05-11T00:49:23.822Z,2025-05-11T00:49:25Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718330407,56,Right,5718330411,141,12.5,5718330409,140,75.3,5718330415,213,5.21,5718330413,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144679,468,1,1,42,0,5h878vnmkbuy2ummddprusxgq,1,75.3,12.5,2025-05-11T00:49:25.318Z,2025-05-11T00:49:27Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718330515,213,2.96,5718330503,56,Right,5718330511,141,15.2,5718330507,140,65.8,5718330513,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144715,469,1,1,42,2,5h878vnmkbuy2ummddprusxgq,1,65.6,10.9,2025-05-11T00:49:26.974Z,2025-05-11T00:49:29Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718330679,141,26.8,5718330677,140,64.1,5718330681,212,10.9,5718330675,56,Center,5718330683,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144741,470,1,1,42,4,5h878vnmkbuy2ummddprusxgq,1,63.3,26.5,2025-05-11T00:49:29.109Z,2025-05-11T00:49:31Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718330863,141,25.3,5718330859,56,Back,5718330861,140,48.2,5718330867,213,3.19,5718330865,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144775,471,1,1,42,6,5h878vnmkbuy2ummddprusxgq,1,48.2,25.3,2025-05-11T00:49:31.421Z,2025-05-11T00:49:34Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718331081,212,9.1,5718331079,141,24.2,5718331077,140,56.8,5718331083,213,6.20,5718331075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144793,472,1,1,42,9,5h878vnmkbuy2ummddprusxgq,1,56.8,24.2,2025-05-11T00:49:34.029Z,2025-05-11T00:49:35Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718331175,212,14.7,5718331169,56,Right,5718331177,213,5.72,5718331171,140,68.7,5718331173,141,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144815,473,1,1,42,10,5h878vnmkbuy2ummddprusxgq,1,68.7,12.7,2025-05-11T00:49:34.958Z,2025-05-11T00:55:57Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718331317,212,14.9,5718331315,141,24.5,5718331319,213,2.57,5718331313,140,56.7,5718331311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144891,474,1,1,42,14,5h878vnmkbuy2ummddprusxgq,1,57.4,24.5,2025-05-11T00:49:38.981Z,2025-05-11T00:49:42Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718331737,141,47.2,5718331739,212,21.1,5718331733,56,Back,5718331735,140,43.7,5718331741,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144945,475,1,1,42,17,5h878vnmkbuy2ummddprusxgq,1,43.7,50.6,2025-05-11T00:49:42.246Z,2025-05-11T00:49:45Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718332041,212,20.0,5718332035,56,Back,5718332043,213,4.86,5718332037,140,46.5,5718332039,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145091,476,1,1,42,20,5h878vnmkbuy2ummddprusxgq,1,44.6,21.4,2025-05-11T00:49:44.846Z,2025-05-11T00:49:52Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718332851,213,6.16,5718332841,155,,5718332843,56,Right,5718332849,212,56.4,5718332853,1,,5718332845,140,97.9,5718332847,141,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145099,477,1,1,42,27,5h878vnmkbuy2ummddprusxgq,0,98.3,13.3,2025-05-11T00:49:52.350Z,2025-05-11T00:54:58Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718332911,157,,5718332925,213,1.95,5718332927,1,,5718332913,56,Center,5718332921,141,57.3,5718332917,140,86.9,5718332923,212,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145129,278,12,1,42,29,aj8ytsr2ap33tod0hd8ofzaw9,1,10.4,48.2,2025-05-11T00:49:54.532Z,2025-05-11T00:49:57Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718333103,140,26.4,5718333115,212,17.4,5718333109,141,41.6,5718333099,56,Back,5718333153,15,,5718333119,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145197,279,1,1,42,32,aj8ytsr2ap33tod0hd8ofzaw9,1,26.4,41.6,2025-05-11T00:49:57.004Z,2025-05-11T00:50:00Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718333485,140,33.9,5718333481,157,,5718333491,213,5.17,5718333483,56,Back,5718333489,212,17.9,5718333487,141,17.9,5718333493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145205,280,1,1,42,35,aj8ytsr2ap33tod0hd8ofzaw9,0,33.9,17.9,2025-05-11T00:50:00.294Z,2025-05-11T00:50:01Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5718333535,141,24.7,5718333531,56,Center,5718333533,140,56.0,5718333539,213,0.20,5718333537,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145247,478,1,1,42,37,5h878vnmkbuy2ummddprusxgq,1,42.1,72.3,2025-05-11T00:50:02.069Z,2025-05-11T00:50:03Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718333741,140,57.1,5718333743,141,52.8,5718333745,212,20.6,5718333739,56,Center,5718333747,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145255,479,43,1,42,38,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T00:50:03.414Z,2025-05-11T00:50:08Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718334045,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145321,480,1,1,42,38,5h878vnmkbuy2ummddprusxgq,1,57.1,52.8,2025-05-11T00:50:03.525Z,2025-05-11T00:50:09Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718334133,141,64.7,5718334131,140,60.8,5718334129,56,Center,5718334137,213,1.12,5718334135,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145357,481,1,1,42,44,5h878vnmkbuy2ummddprusxgq,1,61.1,69.3,2025-05-11T00:50:09.006Z,2025-05-11T00:50:11Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718334343,141,54.6,5718334341,140,56.5,5718334339,56,Center,5718334347,213,4.26,5718334345,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145421,482,1,1,42,46,5h878vnmkbuy2ummddprusxgq,1,49.3,47.8,2025-05-11T00:50:11.421Z,2025-05-11T00:50:14Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718334695,213,4.27,5718334691,141,25.6,5718334693,212,16.7,5718334687,56,Back,5718334689,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145473,483,1,1,42,49,5h878vnmkbuy2ummddprusxgq,1,40.3,25.3,2025-05-11T00:50:14.493Z,2025-05-11T00:50:17Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718334945,212,33.1,5718334939,56,Right,5718334947,213,6.11,5718334941,140,71.4,5718334943,141,17.0,5718334949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145485,484,4,1,42,52,5h878vnmkbuy2ummddprusxgq,1,64.2,21.5,2025-05-11T00:50:17.462Z,2025-05-11T02:51:39Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718335515,233,281,5718335105,286,,5718335097,13,,5718335101,152,,5718335099,56,Center,5718718215,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813145549,281,4,1,42,52,aj8ytsr2ap33tod0hd8ofzaw9,0,35.8,78.5,2025-05-11T00:50:17.463Z,2025-05-11T01:07:12Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718335479,56,Back,5718335483,285,,5718335475,13,,5718335481,152,,5718335581,233,484,5718335477,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813146889,485,1,1,44,37,5h878vnmkbuy2ummddprusxgq,1,62.8,20.5,2025-05-11T00:52:02.004Z,2025-05-11T02:36:15Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,1.0,,5718342627,5,,5718342639,212,44.6,5718342633,56,Center,5718342645,1,,5718342631,152,,5718345281,210,13,5718342629,155,,5718342637,141,66.8,5718342641,213,0.78,5718342635,140,,,,,,,,,,,,,,,,,92.9,,,,
2813146895,486,44,1,44,39,5h878vnmkbuy2ummddprusxgq,1,92.4,68.8,2025-05-11T00:52:04.690Z,2025-05-11T00:52:44Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718342667,56,Center,5718342669,286,,5718344803,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147243,285,44,1,44,39,aj8ytsr2ap33tod0hd8ofzaw9,0,7.2,33.0,2025-05-11T00:52:04.691Z,2025-05-11T00:52:43Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718344811,233,486,5718344511,56,Back,5718344513,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813146927,487,13,1,44,40,5h878vnmkbuy2ummddprusxgq,1,92.7,70.7,2025-05-11T00:52:05.540Z,2025-05-11T02:51:50Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718344739,24,,5718344747,328,,5718342853,56,Center,5718344893,103,15.3,5718344899,231,54.0,5718345331,55,485,5718344741,15,,5718344891,102,57.0,5718344889,83,,5718692277,64,5718345327,29,5718344897,230,99.1,,,,,,,,,,,,,,,,
2813146945,283,43,1,44,47,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T00:52:12.428Z,2025-05-11T00:52:31Z,,,,,5718344133,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813146935,282,5,1,44,54,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.2,39.8,2025-05-11T00:52:18.840Z,2025-05-11T02:51:33Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718718129,233,488,5718342905,346,,5718342903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147041,488,5,1,44,54,5h878vnmkbuy2ummddprusxgq,0,101.2,62.0,2025-05-11T00:52:19.544Z,2025-05-11T02:51:33Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718343405,56,Center,5718718133,233,282,5718343407,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813149655,306,70,1,44,59,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T00:52:23.784Z,2025-05-11T00:55:39Z,,,,,5718358067,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147155,284,43,1,45,4,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T00:52:29.460Z,2025-05-11T00:52:33Z,,,,,5718344207,144,28,5718344025,55,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147479,286,1,1,45,24,aj8ytsr2ap33tod0hd8ofzaw9,1,3.8,47.5,2025-05-11T00:52:49.283Z,2025-05-11T00:52:54Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718345775,1,,5718345769,141,64.6,5718345763,124,,5718345765,56,Center,5718345771,212,68.4,5718345773,213,0.17,5718345767,140,68.0,5718345779,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147487,287,44,1,45,29,aj8ytsr2ap33tod0hd8ofzaw9,1,51.6,82.4,2025-05-11T00:52:54.572Z,2025-05-11T00:52:58Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718345809,286,,5718345807,56,Left,5718345877,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147495,489,44,1,45,29,5h878vnmkbuy2ummddprusxgq,0,47.4,18.8,2025-05-11T00:52:54.573Z,2025-05-11T00:54:08Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718345837,56,Back,5718345839,285,,5718345923,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147545,288,1,1,45,30,aj8ytsr2ap33tod0hd8ofzaw9,1,68.0,64.6,2025-05-11T00:52:55.114Z,2025-05-11T00:52:58Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718346095,3,,5718346107,212,8.1,5718346105,141,62.1,5718346109,213,6.07,5718346103,140,75.5,5718346101,56,Center,5718346099,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147557,289,1,1,45,32,aj8ytsr2ap33tod0hd8ofzaw9,1,75.5,62.1,2025-05-11T00:52:57.298Z,2025-05-11T00:52:58Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5718346157,213,3.50,5718346155,212,4.0,5718346153,141,60.0,5718346149,56,Center,5718346151,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147599,290,1,1,45,33,aj8ytsr2ap33tod0hd8ofzaw9,1,71.9,60.0,2025-05-11T00:52:58.418Z,2025-05-11T00:53:02Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718346393,140,76.0,5718346399,213,1.11,5718346391,56,Center,5718346397,212,9.6,5718346395,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147609,291,1,1,45,37,aj8ytsr2ap33tod0hd8ofzaw9,0,84.9,84.8,2025-05-11T00:53:02.298Z,2025-05-11T00:53:05Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718346455,141,81.2,5718346451,140,84.9,5718346449,56,Left,5718346675,233,490,5718346673,236,,5718346445,2,,5718346679,286,,5718346447,155,,5718346465,213,4.71,5718346459,212,,,,,,,,,,,,,,,,,2.4,,,,
2813147645,490,12,1,45,37,5h878vnmkbuy2ummddprusxgq,1,16.1,14.0,2025-05-11T00:53:02.398Z,2025-05-11T00:53:05Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718346695,233,291,5718346619,56,Back,5718346617,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147735,491,1,1,45,43,5h878vnmkbuy2ummddprusxgq,0,9.1,4.1,2025-05-11T00:53:08.011Z,2025-05-11T00:53:11Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718347135,212,36.9,5718347129,56,Back,5718347137,213,6.27,5718347131,140,44.2,5718347127,157,,5718347139,1,,5718347133,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147737,292,43,1,45,46,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T00:53:10.882Z,2025-05-11T00:54:08Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718351717,144,61,5718347145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147779,293,1,1,45,47,aj8ytsr2ap33tod0hd8ofzaw9,1,65.3,88.3,2025-05-11T00:53:11.898Z,2025-05-11T00:53:14Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718347345,56,Left,5718347351,212,7.7,5718347353,213,3.80,5718347349,141,81.4,5718347347,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147773,492,43,1,45,48,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T00:53:13.737Z,2025-05-11T00:54:13Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718352123,144,61,5718347321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147799,294,1,1,45,49,aj8ytsr2ap33tod0hd8ofzaw9,1,59.5,81.4,2025-05-11T00:53:13.906Z,2025-05-11T00:53:14Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718347485,213,5.45,5718347481,141,78.5,5718347479,140,61.2,5718347477,56,Center,5718347483,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147879,295,1,1,45,49,aj8ytsr2ap33tod0hd8ofzaw9,1,61.2,78.5,2025-05-11T00:53:14.522Z,2025-05-11T00:53:19Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718347891,141,92.7,5718347895,213,1.11,5718347887,56,Left,5718347889,140,65.8,5718347893,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147903,296,1,1,45,54,aj8ytsr2ap33tod0hd8ofzaw9,1,65.8,92.7,2025-05-11T00:53:19.156Z,2025-05-11T00:53:20Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718348007,212,4.9,5718348011,213,0.28,5718347997,56,Left,5718348003,141,94.7,5718347999,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147901,493,83,1,45,55,5h878vnmkbuy2ummddprusxgq,0,34.7,14.5,2025-05-11T00:53:20.267Z,2025-05-11T00:53:22Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718348131,399,64amlcisr3cr924jwy25rjs9h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147923,297,1,1,45,55,aj8ytsr2ap33tod0hd8ofzaw9,1,70.3,94.7,2025-05-11T00:53:20.410Z,2025-05-11T00:53:22Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718348081,56,Left,5718348085,141,80.2,5718348087,212,10.7,5718348089,213,5.12,5718348083,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147937,298,50,1,45,57,aj8ytsr2ap33tod0hd8ofzaw9,1,72.0,78.0,2025-05-11T00:53:22.386Z,2025-05-11T00:53:29Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718348147,286,,5718348317,233,494,5718348145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147959,494,7,1,45,57,5h878vnmkbuy2ummddprusxgq,0,28.0,22.0,2025-05-11T00:53:22.387Z,2025-05-11T00:53:28Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718348267,233,298,5718348241,56,Back,5718348243,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813147977,299,1,1,45,58,aj8ytsr2ap33tod0hd8ofzaw9,0,76.3,89.1,2025-05-11T00:53:23.762Z,2025-05-11T00:53:25Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718348385,213,5.12,5718348367,155,,5718348363,2,,5718348379,141,51.0,5718348383,212,28.3,5718348375,140,87.1,5718348371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813148037,495,12,1,46,0,5h878vnmkbuy2ummddprusxgq,1,15.7,37.3,2025-05-11T00:53:25.475Z,2025-05-11T00:53:29Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718348689,141,19.9,5718348687,140,38.7,5718348703,15,,5718348693,213,5.83,5718348685,56,Back,5718348691,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813148015,300,1,1,46,2,aj8ytsr2ap33tod0hd8ofzaw9,0,73.3,83.2,2025-05-11T00:53:27.170Z,2025-05-11T00:53:27Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718348563,212,5.0,5718348555,3,,5718348561,141,79.3,5718348565,213,5.72,5718348557,56,Left,5718348559,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813148159,496,12,1,46,6,5h878vnmkbuy2ummddprusxgq,1,20.9,7.9,2025-05-11T00:53:30.946Z,2025-05-11T00:53:35Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718349289,56,Back,5718349293,141,28.7,5718349297,213,0.64,5718349295,212,23.6,5718349291,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813148161,301,4,1,46,10,aj8ytsr2ap33tod0hd8ofzaw9,1,68.8,72.6,2025-05-11T00:53:35.145Z,2025-05-11T00:53:42Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718349587,294,,5718349585,13,,5718349599,233,497,5718349593,286,,5718349589,56,Center,5718349591,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813148171,497,4,1,46,10,5h878vnmkbuy2ummddprusxgq,0,31.2,27.4,2025-05-11T00:53:35.146Z,2025-05-11T02:48:05Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718349455,285,,5718349447,13,,5718349451,152,,5718349621,233,301,5718712735,294,,5718349449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813149027,302,15,1,47,20,aj8ytsr2ap33tod0hd8ofzaw9,1,75.6,81.1,2025-05-11T00:54:45.674Z,2025-05-11T02:51:28Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718358535,458,,5718358529,80,,5718358537,146,98.6,5718358531,102,48.0,5718358185,20,,5718358629,233,504,5718354473,56,Left,5718357543,68,,5718358527,26,,5718358539,147,5718358533,103,,,,,,,,,,,,,,13.3,53.6,,,,
2813149719,504,10,1,47,20,5h878vnmkbuy2ummddprusxgq,1,2.4,46.6,2025-05-11T00:54:45.774Z,2025-05-11T02:47:59Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718358643,233,302,5718358401,182,,5718358397,173,,5718358399,178,,5718358403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813149315,500,1,1,47,46,5h878vnmkbuy2ummddprusxgq,0,13.5,38.8,2025-05-11T00:55:11.168Z,2025-05-11T00:55:16Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718356213,213,5.99,5718356199,198,,5718356211,212,72.1,5718356207,140,79.2,5718356197,157,,5718356203,56,Right,5718356215,1,,5718356209,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,
