id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2793259609,334,5,1,46,14,87c66ubwpzykovmkaf1t46bis,0,101.3,37.8,2025-03-29T23:52:51.089Z,2025-03-30T00:07:05Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5608710119,56,Center,5608710121,346,,5608710179,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259567,378,5,1,46,14,ck22dnk93ng8ax7wonlff7yms,1,-1.3,62.2,2025-03-29T23:52:51.089Z,2025-03-30T00:07:05Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608709927,346,,5608709925,56,Back,5608710131,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259573,379,70,1,46,19,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-03-29T23:52:56.428Z,2025-03-29T23:52:56Z,,,,,5608709945,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259929,380,1,1,46,54,ck22dnk93ng8ax7wonlff7yms,0,4.6,59.3,2025-03-29T23:53:31.761Z,2025-03-29T23:53:38Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608712101,141,68.7,5608712105,213,0.09,5608712097,56,Center,5608712111,74,,5608712095,124,,5608712103,212,70.0,5608712099,140,71.0,5608712107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259947,335,44,1,47,0,87c66ubwpzykovmkaf1t46bis,1,33.8,34.0,2025-03-29T23:53:37.032Z,2025-03-29T23:53:43Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608712193,56,Back,5608712195,285,,5608712259,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259937,381,44,1,47,0,ck22dnk93ng8ax7wonlff7yms,0,66.2,66.0,2025-03-29T23:53:37.033Z,2025-03-29T23:53:45Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5608712141,56,Center,5608712269,233,335,5608712143,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259951,336,12,1,47,0,87c66ubwpzykovmkaf1t46bis,1,40.5,38.0,2025-03-29T23:53:37.307Z,2025-03-30T00:07:06Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608712221,140,53.4,5608712217,56,Center,5608712229,212,13.8,5608712225,141,41.6,5608712233,213,0.18,5608712251,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260007,337,1,1,47,3,87c66ubwpzykovmkaf1t46bis,0,65.0,56.0,2025-03-29T23:53:40.186Z,2025-03-30T01:29:20Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5608712533,140,71.6,5608712537,212,7.2,5608712535,141,53.1,5608712539,213,6.01,5608712531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259995,382,12,1,47,4,ck22dnk93ng8ax7wonlff7yms,1,29.9,53.3,2025-03-29T23:53:41.553Z,2025-03-29T23:53:44Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608712469,56,Back,5608712511,167,,5608712475,141,0.0,5608712483,213,4.37,5608712471,140,17.3,5608712481,212,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260163,339,6,1,47,6,87c66ubwpzykovmkaf1t46bis,1,96.2,95.2,2025-03-29T23:53:43.050Z,2025-03-30T00:06:42Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5608713447,56,Left,5608741171,233,383,5608713449,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793259999,383,6,1,47,6,ck22dnk93ng8ax7wonlff7yms,0,3.8,4.8,2025-03-29T23:53:43.050Z,2025-03-30T00:06:42Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608712499,56,Back,5608741189,233,339,5608713801,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260161,338,43,1,47,16,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-29T23:53:52.972Z,2025-03-29T23:54:09Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5608713411,56,Left,5608713413,347,0,5608713845,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260509,340,1,1,47,46,87c66ubwpzykovmkaf1t46bis,1,99.5,99.5,2025-03-29T23:54:23.772Z,2025-03-29T23:54:40Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608715399,224,,5608715405,141,44.3,5608715395,6,,5608715409,213,4.50,5608715411,1,,5608715397,155,,5608715403,140,91.8,5608715407,212,38.4,5608715393,2,5608715401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260559,384,4,1,47,58,ck22dnk93ng8ax7wonlff7yms,1,8.2,60.2,2025-03-29T23:54:35.085Z,2025-03-29T23:54:44Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608715701,265,,5608715697,56,Back,5608715703,285,,5608715699,152,,5608715709,233,341,5608715695,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260511,341,4,1,47,58,87c66ubwpzykovmkaf1t46bis,0,91.8,39.8,2025-03-29T23:54:35.086Z,2025-03-29T23:54:44Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608715749,233,384,5608715441,13,,5608715449,286,,5608715445,152,,5608715447,265,,5608715443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260671,342,30,1,48,11,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-29T23:54:48.462Z,2025-03-29T23:54:48Z,,,,,5608716333,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793260701,385,30,1,48,11,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-03-29T23:54:48.462Z,2025-03-29T23:54:50Z,,,,,5608716451,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268531,346,32,2,45,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-30T00:09:54.869Z,2025-03-30T00:09:58Z,,,,,5608756419,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268519,388,32,2,45,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-03-30T00:09:54.869Z,2025-03-30T00:09:55Z,,,,,5608756369,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268557,347,1,2,45,0,87c66ubwpzykovmkaf1t46bis,1,50.1,50.1,2025-03-30T00:09:54.870Z,2025-03-30T00:09:57Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608756573,212,24.3,5608756577,279,S,5608756567,56,Back,5608756575,213,2.79,5608756569,140,28.4,5608756571,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268609,348,1,2,45,2,87c66ubwpzykovmkaf1t46bis,1,28.4,58.1,2025-03-30T00:09:57.432Z,2025-03-30T00:10:02Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608756871,56,Back,5608756877,212,14.2,5608756873,140,33.0,5608756879,213,1.22,5608756875,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268629,349,1,2,45,7,87c66ubwpzykovmkaf1t46bis,1,28.8,84.4,2025-03-30T00:10:01.952Z,2025-03-30T00:10:03Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5608757013,212,5.3,5608757009,140,26.1,5608757011,141,77.9,5608757015,213,4.14,5608757007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268657,350,1,2,45,8,87c66ubwpzykovmkaf1t46bis,1,24.4,75.9,2025-03-30T00:10:03.816Z,2025-03-30T00:10:07Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608757161,141,47.3,5608757157,56,Back,5608757165,213,4.47,5608757159,140,19.9,5608757163,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268717,351,1,2,45,12,87c66ubwpzykovmkaf1t46bis,1,25.1,29.5,2025-03-30T00:10:07.632Z,2025-03-30T00:10:12Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608757493,213,1.81,5608757477,56,Back,5608757481,140,21.4,5608757489,212,16.1,5608757485,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268767,352,1,2,45,16,87c66ubwpzykovmkaf1t46bis,1,22.7,69.9,2025-03-30T00:10:11.848Z,2025-03-30T00:10:15Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608757779,213,4.58,5608757775,141,43.9,5608757777,212,17.8,5608757773,140,20.5,5608757771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268813,353,1,2,45,20,87c66ubwpzykovmkaf1t46bis,1,23.5,37.4,2025-03-30T00:10:15.468Z,2025-03-30T00:10:19Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608757941,141,50.4,5608757945,213,0.47,5608757937,56,Back,5608757943,212,19.6,5608757939,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268817,354,61,2,45,21,87c66ubwpzykovmkaf1t46bis,0,40.1,50.6,2025-03-30T00:10:16.288Z,2025-03-30T01:13:10Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608757957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268827,390,1,2,45,25,ck22dnk93ng8ax7wonlff7yms,1,61.6,72.7,2025-03-30T00:10:20.274Z,2025-03-30T00:10:21Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5608758009,212,9.3,5608758005,140,60.8,5608758011,213,4.62,5608758007,141,59.1,5608758003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268845,391,1,2,45,26,ck22dnk93ng8ax7wonlff7yms,1,61.0,59.7,2025-03-30T00:10:21.140Z,2025-03-30T00:10:24Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608758113,213,1.41,5608758105,56,Left,5608758109,141,81.7,5608758107,140,63.3,5608758111,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268881,392,1,2,45,29,ck22dnk93ng8ax7wonlff7yms,1,62.9,85.4,2025-03-30T00:10:23.906Z,2025-03-30T00:10:26Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608758311,213,3.38,5608758307,141,75.9,5608758303,56,Back,5608758309,212,27.7,5608758305,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268907,393,1,2,45,31,ck22dnk93ng8ax7wonlff7yms,1,38.3,73.5,2025-03-30T00:10:26.526Z,2025-03-30T00:10:30Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608758495,140,37.4,5608758497,141,40.4,5608758493,56,Back,5608758501,212,22.5,5608758505,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268935,394,1,2,45,35,ck22dnk93ng8ax7wonlff7yms,1,35.1,37.7,2025-03-30T00:10:30.022Z,2025-03-30T00:10:33Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608758651,141,14.9,5608758655,213,5.07,5608758647,56,Back,5608758653,212,16.6,5608758649,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793268965,395,1,2,45,38,ck22dnk93ng8ax7wonlff7yms,1,40.2,18.8,2025-03-30T00:10:32.956Z,2025-03-30T00:10:35Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608758791,213,2.11,5608758789,212,18.6,5608758785,140,31.1,5608758787,141,42.2,5608758783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269085,396,1,2,45,40,ck22dnk93ng8ax7wonlff7yms,1,31.1,42.4,2025-03-30T00:10:35.706Z,2025-03-30T00:10:43Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608759387,213,1.50,5608759383,141,79.9,5608759385,212,25.6,5608759379,56,Back,5608759381,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269103,397,1,2,45,48,ck22dnk93ng8ax7wonlff7yms,1,43.0,73.8,2025-03-30T00:10:43.625Z,2025-03-30T00:10:46Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608759541,56,Back,5608759545,141,51.5,5608759549,213,3.96,5608759543,140,29.5,5608759547,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269151,398,1,2,45,51,ck22dnk93ng8ax7wonlff7yms,1,30.3,51.8,2025-03-30T00:10:46.619Z,2025-03-30T00:10:51Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608759827,140,35.9,5608759831,212,19.5,5608759833,213,5.02,5608759825,56,Back,5608759829,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269169,399,1,2,45,55,ck22dnk93ng8ax7wonlff7yms,1,36.1,31.2,2025-03-30T00:10:50.843Z,2025-03-30T00:10:52Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608759949,213,1.71,5608759945,141,49.4,5608759941,56,Back,5608759947,212,12.5,5608759943,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269181,400,1,2,45,57,ck22dnk93ng8ax7wonlff7yms,0,33.7,49.6,2025-03-30T00:10:52.387Z,2025-03-30T00:10:54Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608760005,213,5.01,5608760049,236,,5608759999,140,34.4,5608760003,212,2.5,5608759997,56,Back,5608760051,233,355,5608760001,141,46.1,5608760055,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269187,355,74,2,45,57,87c66ubwpzykovmkaf1t46bis,1,56.4,53.1,2025-03-30T00:10:52.388Z,2025-03-30T01:16:51Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608760031,285,,5608760069,233,400,5608760029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269277,357,3,2,46,5,87c66ubwpzykovmkaf1t46bis,0,84.8,62.2,2025-03-30T00:11:00.322Z,2025-03-30T00:15:48Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608760445,286,,5608760531,233,401,5608760441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269285,401,7,2,46,5,ck22dnk93ng8ax7wonlff7yms,1,15.2,37.8,2025-03-30T00:11:00.323Z,2025-03-30T00:14:48Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608760473,56,Back,5608760475,285,,5608760489,233,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269339,402,12,2,46,6,ck22dnk93ng8ax7wonlff7yms,1,14.1,35.4,2025-03-30T00:11:00.931Z,2025-03-30T00:11:05Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608760739,212,7.7,5608760743,213,0.30,5608760727,56,Back,5608760735,141,38.8,5608760731,140,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269293,358,61,2,46,6,87c66ubwpzykovmkaf1t46bis,1,83.8,60.0,2025-03-30T00:11:01.323Z,2025-03-30T00:11:01Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608760499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269315,359,15,2,46,8,87c66ubwpzykovmkaf1t46bis,1,78.5,59.7,2025-03-30T00:11:02.993Z,2025-03-30T01:37:38Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5608761309,72,,5608761325,231,50.5,5608760623,22,,5608761317,458,,5608760627,56,Center,5608761353,233,403,5608761313,102,51.6,5608761321,147,56.7,5609100365,215,5608761323,230,99.7,5608761311,78,5608761055,82,,5608761319,146,86.6,,5608760625,18,,5608761315,103,,,19,,,,,,,,,,,,,,
2793269343,403,10,2,46,8,ck22dnk93ng8ax7wonlff7yms,1,15.3,49.8,2025-03-30T00:11:03.093Z,2025-03-30T00:11:14Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608760755,94,,5608761375,233,359,5608760757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269563,405,1,2,46,16,ck22dnk93ng8ax7wonlff7yms,1,4.6,87.4,2025-03-30T00:11:10.923Z,2025-03-30T00:11:20Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608761783,140,9.3,5608761787,141,87.1,5608761791,213,6.24,5608761789,212,4.9,5608761779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269599,406,1,2,46,26,ck22dnk93ng8ax7wonlff7yms,1,21.3,82.1,2025-03-30T00:11:21.130Z,2025-03-30T00:11:23Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608761979,213,4.40,5608761975,141,41.6,5608761977,212,29.0,5608761973,140,12.8,5608761971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269659,407,1,2,46,28,ck22dnk93ng8ax7wonlff7yms,1,12.8,41.6,2025-03-30T00:11:22.973Z,2025-03-30T00:11:29Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608762279,212,21.5,5608762275,140,25.7,5608762281,213,5.40,5608762277,141,17.1,5608762273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269697,408,1,2,46,34,ck22dnk93ng8ax7wonlff7yms,1,32.0,16.7,2025-03-30T00:11:28.923Z,2025-03-30T00:11:32Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608762539,140,28.3,5608762543,212,12.6,5608762541,141,34.3,5608762545,213,1.88,5608762537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269743,409,1,2,46,37,ck22dnk93ng8ax7wonlff7yms,1,25.4,43.6,2025-03-30T00:11:32.322Z,2025-03-30T00:11:36Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608762751,141,71.8,5608762755,213,1.42,5608762747,56,Back,5608762749,140,28.1,5608762753,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269785,410,1,2,46,41,ck22dnk93ng8ax7wonlff7yms,1,29.8,72.1,2025-03-30T00:11:36.162Z,2025-03-30T00:11:39Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608762981,56,Left,5608762989,213,0.32,5608762985,141,86.0,5608762987,212,30.5,5608762983,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269793,411,1,2,46,44,ck22dnk93ng8ax7wonlff7yms,1,61.0,89.4,2025-03-30T00:11:39.220Z,2025-03-30T00:11:40Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608763017,140,59.6,5608763015,56,Left,5608763023,212,5.8,5608763027,213,4.45,5608763019,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269805,412,1,2,46,45,ck22dnk93ng8ax7wonlff7yms,1,59.6,81.2,2025-03-30T00:11:40.243Z,2025-03-30T00:11:41Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5608763071,212,5.6,5608763067,140,56.0,5608763073,213,2.32,5608763069,141,87.2,5608763065,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269827,413,1,2,46,46,ck22dnk93ng8ax7wonlff7yms,0,56.0,87.2,2025-03-30T00:11:40.989Z,2025-03-30T00:11:43Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608763201,213,4.33,5608763193,56,Center,5608763197,141,69.0,5608763195,140,51.3,5608763199,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269853,361,1,2,46,51,87c66ubwpzykovmkaf1t46bis,1,55.2,34.8,2025-03-30T00:11:46.688Z,2025-03-30T00:11:47Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608763341,56,Center,5608763349,213,1.03,5608763345,141,50.7,5608763347,212,12.6,5608763343,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269867,362,1,2,46,52,87c66ubwpzykovmkaf1t46bis,0,64.6,52.1,2025-03-30T00:11:47.512Z,2025-03-30T00:11:56Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5608763425,56,Center,5608763429,141,49.6,5608763431,212,5.3,5608763427,140,59.8,5608763433,213,3.47,5608763953,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269935,415,1,2,46,55,ck22dnk93ng8ax7wonlff7yms,1,27.3,51.2,2025-03-30T00:11:49.928Z,2025-03-30T00:11:55Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608763845,212,22.2,5608763841,140,7.5,5608763847,213,3.50,5608763839,56,Back,5608763843,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269977,416,1,2,47,0,ck22dnk93ng8ax7wonlff7yms,1,5.2,39.4,2025-03-30T00:11:55.179Z,2025-03-30T00:11:59Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608764113,1,,5608764101,157,,5608764107,141,22.7,5608764103,56,Back,5608764111,213,5.97,5608764109,212,37.2,5608764105,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269983,417,44,2,47,4,ck22dnk93ng8ax7wonlff7yms,1,37.4,21.4,2025-03-30T00:11:59.225Z,2025-03-30T00:12:03Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5608764123,56,Back,5608764125,285,,5608764181,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793269981,363,44,2,47,4,87c66ubwpzykovmkaf1t46bis,0,62.6,78.6,2025-03-30T00:11:59.226Z,2025-03-30T00:12:04Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5608764199,233,417,5608764121,286,,5608764119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270017,418,1,2,47,4,ck22dnk93ng8ax7wonlff7yms,1,38.3,20.1,2025-03-30T00:11:59.722Z,2025-03-30T00:12:03Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5608764399,140,33.5,5608764405,213,2.66,5608764395,3,,5608764403,212,5.7,5608764397,56,Back,5608764401,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270039,419,1,2,47,7,ck22dnk93ng8ax7wonlff7yms,1,31.7,20.3,2025-03-30T00:12:02.092Z,2025-03-30T00:12:06Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5608764529,212,11.0,5608764525,140,21.3,5608764527,141,21.5,5608764523,56,Back,5608764531,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270067,420,1,2,47,10,ck22dnk93ng8ax7wonlff7yms,1,11.8,14.3,2025-03-30T00:12:05.842Z,2025-03-30T00:12:08Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608764693,140,7.3,5608764697,212,12.5,5608764695,141,31.3,5608764699,213,1.96,5608764691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270149,421,1,2,47,13,ck22dnk93ng8ax7wonlff7yms,1,4.5,38.3,2025-03-30T00:12:08.020Z,2025-03-30T00:12:14Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608765085,56,Back,5608765091,212,16.9,5608765089,141,21.0,5608765093,213,5.51,5608765087,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270165,422,1,2,47,19,ck22dnk93ng8ax7wonlff7yms,0,20.2,9.4,2025-03-30T00:12:14.194Z,2025-03-30T00:12:15Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608765161,212,35.5,5608765163,213,0.38,5608765155,56,Center,5608765159,141,28.9,5608765165,1,,5608765153,155,,5608765157,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270213,364,1,2,47,21,87c66ubwpzykovmkaf1t46bis,1,48.4,73.5,2025-03-30T00:12:16.744Z,2025-03-30T00:12:19Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608765409,140,54.5,5608765413,212,6.7,5608765411,141,70.8,5608765407,56,Center,5608765415,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
