id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793274987,392,1,2,49,59,c9xffml4i7ihblp1qhus9w3fu,1,74.4,23.7,2025-03-30T00:17:20.970Z,2025-03-30T00:17:25Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608790827,56,Center,5608790829,140,69.5,5608790835,213,2.02,5608790831,141,39.2,5608790833,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275081,393,1,2,50,4,c9xffml4i7ihblp1qhus9w3fu,1,69.6,52.7,2025-03-30T00:17:25.402Z,2025-03-30T00:17:31Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608791269,140,49.5,5608791275,213,3.39,5608791267,56,Back,5608791273,212,21.8,5608791271,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275179,394,1,2,50,10,c9xffml4i7ihblp1qhus9w3fu,1,47.2,59.4,2025-03-30T00:17:31.546Z,2025-03-30T00:17:36Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608791829,213,3.42,5608791821,56,Back,5608791823,140,25.1,5608791825,141,49.7,5608791827,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275193,395,1,2,50,14,c9xffml4i7ihblp1qhus9w3fu,0,24.5,47.8,2025-03-30T00:17:36.147Z,2025-03-30T00:17:36Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5608791897,212,36.3,5608791889,157,,5608791901,1,,5608791893,140,58.3,5608791891,56,Center,5608791895,141,36.4,5608791899,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275237,465,1,2,50,16,224tl8u2smnbyliroayk69nt0,1,49.4,73.2,2025-03-30T00:17:37.874Z,2025-03-30T00:18:24Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608795973,157,,5608795975,1,,5608792149,141,69.7,5608792151,212,10.8,5608792153,213,6.06,5608792147,140,59.4,5608792145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275333,467,1,2,50,19,224tl8u2smnbyliroayk69nt0,1,61.4,64.8,2025-03-30T00:17:40.441Z,2025-03-30T00:17:46Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608792639,140,82.0,5608792635,155,,5608792645,213,0.42,5608792643,212,23.7,5608792641,141,79.0,5608792637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275365,468,1,2,50,25,224tl8u2smnbyliroayk69nt0,1,89.5,85.7,2025-03-30T00:17:46.330Z,2025-03-30T01:32:03Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608792817,213,3.24,5608792809,56,Left,5608792811,140,83.0,5608792813,141,84.7,5608792815,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275373,469,1,2,50,26,224tl8u2smnbyliroayk69nt0,0,85.4,85.3,2025-03-30T00:17:48.130Z,2025-03-30T01:32:05Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608792833,56,Center,5608792835,140,84.9,5608792839,212,8.4,5608792837,141,73.0,5608792841,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275435,396,12,2,50,27,c9xffml4i7ihblp1qhus9w3fu,1,7.9,40.6,2025-03-30T00:17:48.939Z,2025-03-30T00:21:58Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608793121,56,Back,5608793133,212,6.6,5608793129,141,40.9,5608793125,140,14.2,5608793137,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275449,470,61,2,50,31,224tl8u2smnbyliroayk69nt0,1,83.5,56.7,2025-03-30T00:17:52.632Z,2025-03-30T00:20:35Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608793165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275541,398,1,2,50,34,c9xffml4i7ihblp1qhus9w3fu,1,35.8,84.8,2025-03-30T00:17:55.842Z,2025-03-30T00:17:59Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608793697,212,8.0,5608793695,141,73.0,5608793691,56,Back,5608793693,140,35.4,5608793699,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275587,399,1,2,50,37,c9xffml4i7ihblp1qhus9w3fu,0,33.2,73.6,2025-03-30T00:17:58.922Z,2025-03-30T00:18:01Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5608793959,141,22.2,5608793963,213,5.47,5608793961,212,48.3,5608793965,1,,5608793953,155,,5608793955,56,Center,5608793957,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275647,471,44,2,50,42,224tl8u2smnbyliroayk69nt0,1,36.2,78.8,2025-03-30T00:18:04.072Z,2025-03-30T01:58:02Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608794307,285,,5608794611,233,400,5608794305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275687,400,44,2,50,42,c9xffml4i7ihblp1qhus9w3fu,0,63.8,21.2,2025-03-30T00:18:04.073Z,2025-03-30T01:58:02Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608794643,233,471,5608794571,56,Center,5608794573,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275651,472,8,2,50,43,224tl8u2smnbyliroayk69nt0,1,47.3,88.1,2025-03-30T00:18:04.608Z,2025-03-30T00:18:05Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608794329,56,Back,5608794381,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275765,401,1,2,50,48,c9xffml4i7ihblp1qhus9w3fu,1,25.7,25.8,2025-03-30T00:18:09.618Z,2025-03-30T00:18:13Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608794977,213,1.30,5608794969,56,Back,5608794973,141,75.6,5608794971,140,34.6,5608794975,212,35.1,5608794979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275811,402,1,2,50,51,c9xffml4i7ihblp1qhus9w3fu,1,38.2,80.2,2025-03-30T00:18:12.978Z,2025-03-30T00:18:15Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608795237,141,62.0,5608795241,213,3.96,5608795239,212,17.0,5608795235,140,27.1,5608795233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275867,403,1,2,50,54,c9xffml4i7ihblp1qhus9w3fu,1,27.1,62.0,2025-03-30T00:18:15.698Z,2025-03-30T00:18:19Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608795501,213,4.95,5608795493,56,Back,5608795499,212,21.7,5608795495,140,31.9,5608795497,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275961,404,1,2,50,57,c9xffml4i7ihblp1qhus9w3fu,1,34.8,29.8,2025-03-30T00:18:18.931Z,2025-03-30T00:18:24Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608796011,212,31.8,5608796013,213,1.43,5608796007,140,39.0,5608796005,56,Back,5608796009,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793275995,405,1,2,51,3,c9xffml4i7ihblp1qhus9w3fu,1,39.0,76.1,2025-03-30T00:18:24.634Z,2025-03-30T00:18:27Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608796185,212,17.1,5608796183,141,69.6,5608796181,140,54.7,5608796187,213,6.02,5608796179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276027,406,1,2,51,6,c9xffml4i7ihblp1qhus9w3fu,1,57.7,70.0,2025-03-30T00:18:27.386Z,2025-03-30T00:18:29Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608796347,212,10.8,5608796349,213,1.78,5608796345,141,85.6,5608796341,56,Left,5608796343,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276033,407,1,2,51,8,c9xffml4i7ihblp1qhus9w3fu,0,55.6,85.6,2025-03-30T00:18:29.242Z,2025-03-30T00:18:29Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608796363,140,63.7,5608796361,56,Left,5608796365,141,83.3,5608796369,213,6.10,5608796367,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276031,473,8,2,51,8,224tl8u2smnbyliroayk69nt0,1,30.1,10.0,2025-03-30T00:18:29.585Z,2025-03-30T00:18:29Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608796359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276109,475,1,2,51,9,224tl8u2smnbyliroayk69nt0,1,34.3,21.9,2025-03-30T00:18:30.641Z,2025-03-30T00:18:33Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608796757,56,Back,5608796763,212,9.7,5608796761,141,30.6,5608796765,213,0.66,5608796759,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276137,476,1,2,51,12,224tl8u2smnbyliroayk69nt0,1,43.6,41.2,2025-03-30T00:18:33.529Z,2025-03-30T00:18:35Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608796901,213,2.60,5608796899,212,6.9,5608796897,141,46.4,5608796893,56,Back,5608796895,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276175,477,1,2,51,13,224tl8u2smnbyliroayk69nt0,1,37.5,46.1,2025-03-30T00:18:35.088Z,2025-03-30T00:18:37Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608797121,213,4.90,5608797119,212,5.7,5608797113,56,Back,5608797115,140,38.5,5608797117,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276187,478,1,2,51,15,224tl8u2smnbyliroayk69nt0,1,37.0,31.3,2025-03-30T00:18:37.136Z,2025-03-30T00:18:38Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608797199,140,33.8,5608797201,141,27.3,5608797203,212,4.3,5608797205,213,3.82,5608797197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276229,479,1,2,51,16,224tl8u2smnbyliroayk69nt0,1,34.2,27.9,2025-03-30T00:18:38.145Z,2025-03-30T00:18:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608797409,213,1.11,5608797397,56,Back,5608797399,140,38.9,5608797405,212,11.1,5608797401,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276295,480,1,2,51,20,224tl8u2smnbyliroayk69nt0,1,37.3,47.6,2025-03-30T00:18:41.912Z,2025-03-30T00:18:45Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608797761,213,2.30,5608797759,212,15.0,5608797757,141,64.0,5608797753,56,Back,5608797755,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276309,481,1,2,51,24,224tl8u2smnbyliroayk69nt0,0,28.0,71.2,2025-03-30T00:18:45.728Z,2025-03-30T00:18:47Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608797881,56,Center,5608797883,140,63.4,5608797889,213,0.06,5608797885,141,74.7,5608797887,212,37.2,5608797879,157,,5608797891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276335,409,1,2,51,27,c9xffml4i7ihblp1qhus9w3fu,1,31.3,28.2,2025-03-30T00:18:48.674Z,2025-03-30T00:18:51Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608798027,56,Back,5608798031,141,43.6,5608798033,212,24.8,5608798029,140,9.9,5608798035,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276413,410,1,2,51,29,c9xffml4i7ihblp1qhus9w3fu,0,9.9,43.6,2025-03-30T00:18:50.923Z,2025-03-30T00:18:55Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5608798443,141,16.4,5608798437,157,,5608798441,140,61.1,5608798445,212,56.9,5608798449,1,,5608798447,213,5.95,5608798439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276415,482,44,2,51,33,224tl8u2smnbyliroayk69nt0,1,38.2,83.2,2025-03-30T00:18:54.784Z,2025-03-30T01:58:03Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608798453,56,Back,5608798455,285,,5608798639,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276419,411,44,2,51,33,c9xffml4i7ihblp1qhus9w3fu,0,61.8,16.8,2025-03-30T00:18:54.785Z,2025-03-30T01:58:03Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608798463,56,Right,5608798465,286,,5608798685,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276437,483,12,2,51,33,224tl8u2smnbyliroayk69nt0,1,37.2,82.3,2025-03-30T00:18:55.136Z,2025-03-30T00:18:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608798845,15,,5608798571,213,1.26,5608798569,212,13.4,5608798847,167,,5608798567,141,100.0,5608798563,56,Back,5608798565,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276489,412,5,2,51,34,c9xffml4i7ihblp1qhus9w3fu,1,59.4,-0.8,2025-03-30T00:18:56.115Z,2025-03-30T01:27:44Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608798873,347,,5608798871,56,Right,5608798925,233,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276449,484,5,2,51,34,224tl8u2smnbyliroayk69nt0,0,40.6,100.8,2025-03-30T00:18:56.115Z,2025-03-30T01:27:45Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608798937,233,412,5608798611,347,,5608798609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276509,413,1,2,51,37,c9xffml4i7ihblp1qhus9w3fu,1,60.4,0.0,2025-03-30T00:18:59.050Z,2025-03-30T00:19:00Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608798985,140,66.7,5608798989,212,14.0,5608798983,56,Right,5608798981,107,,5608798991,213,1.08,5608798987,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276573,414,1,2,51,38,c9xffml4i7ihblp1qhus9w3fu,1,67.1,17.9,2025-03-30T00:19:00.026Z,2025-03-30T00:19:04Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608799387,140,64.4,5608799383,56,Right,5608799393,213,4.23,5608799391,212,6.1,5608799389,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276655,415,1,2,51,43,c9xffml4i7ihblp1qhus9w3fu,1,68.3,15.6,2025-03-30T00:19:04.298Z,2025-03-30T00:19:07Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608799719,213,3.39,5608799715,141,11.0,5608799713,140,56.7,5608799711,56,Right,5608799717,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276687,416,1,2,51,46,c9xffml4i7ihblp1qhus9w3fu,1,56.6,12.0,2025-03-30T00:19:07.522Z,2025-03-30T00:19:09Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608799885,56,Back,5608799887,140,40.5,5608799889,141,31.5,5608799893,213,2.48,5608799891,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276719,417,1,2,51,48,c9xffml4i7ihblp1qhus9w3fu,0,40.5,31.5,2025-03-30T00:19:09.794Z,2025-03-30T00:19:12Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608800061,212,41.8,5608800063,213,0.60,5608800065,1,,5608800059,141,66.0,5608800057,140,73.4,5608800053,155,,5608800055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276743,485,1,2,51,54,224tl8u2smnbyliroayk69nt0,0,33.4,15.0,2025-03-30T00:19:15.768Z,2025-03-30T00:19:16Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608800205,141,15.9,5608800209,213,0.02,5608800203,140,60.6,5608800199,157,,5608800201,56,Right,5608800211,1,,5608800207,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276755,418,1,2,51,56,c9xffml4i7ihblp1qhus9w3fu,0,36.6,71.1,2025-03-30T00:19:17.970Z,2025-03-30T00:19:18Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608800287,141,64.9,5608800291,213,6.06,5608800283,56,Center,5608800281,3,,5608800285,140,54.0,5608800289,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276815,487,4,2,52,2,224tl8u2smnbyliroayk69nt0,1,45.1,40.7,2025-03-30T00:19:23.775Z,2025-03-30T01:17:16Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608800797,286,,5608800789,13,,5608800795,265,,5608800869,233,419,5608800793,152,,5608800791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276829,419,4,2,52,2,c9xffml4i7ihblp1qhus9w3fu,0,54.9,59.3,2025-03-30T00:19:23.776Z,2025-03-30T01:17:17Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608800853,56,Center,5608800857,152,,5608800891,233,487,5608800859,265,,5608800849,13,,5608800861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277047,488,1,2,52,15,224tl8u2smnbyliroayk69nt0,1,44.6,41.2,2025-03-30T00:19:36.584Z,2025-03-30T00:19:40Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608802017,5,,5608802029,213,1.76,5608802027,212,15.0,5608802019,152,,5608802025,141,62.9,5608802021,56,Back,5608802023,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277055,489,1,2,52,18,224tl8u2smnbyliroayk69nt0,0,47.7,65.2,2025-03-30T00:19:40.023Z,2025-03-30T00:19:41Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608802115,155,,5608802117,56,Center,5608802125,213,5.34,5608802119,140,60.8,5608802123,212,23.4,5608802121,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277111,420,12,2,52,23,c9xffml4i7ihblp1qhus9w3fu,1,31.1,88.0,2025-03-30T00:19:44.618Z,2025-03-30T00:19:46Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608802409,212,11.1,5608802461,15,,5608802405,140,36.6,5608802403,56,Back,5608802411,213,1.03,5608802407,141,100.0,5608802541,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277125,421,5,2,52,23,c9xffml4i7ihblp1qhus9w3fu,0,39.3,101.8,2025-03-30T00:19:44.719Z,2025-03-30T01:27:45Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608802495,56,Back,5608802497,347,,5608803409,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277295,490,5,2,52,23,224tl8u2smnbyliroayk69nt0,1,60.7,-1.8,2025-03-30T00:19:44.719Z,2025-03-30T01:27:45Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608803359,56,Right,5608803361,347,,5608803385,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277383,491,1,2,52,38,224tl8u2smnbyliroayk69nt0,1,61.6,0.0,2025-03-30T00:20:00.071Z,2025-03-30T00:20:07Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608803819,1,,5608803809,56,Back,5608803811,140,39.5,5608803813,141,5.6,5608803807,107,,5608803815,212,23.7,5608803817,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277399,492,1,2,52,45,224tl8u2smnbyliroayk69nt0,1,38.5,20.7,2025-03-30T00:20:07.136Z,2025-03-30T00:20:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608803929,140,36.0,5608803935,213,1.71,5608803931,141,47.9,5608803933,212,18.7,5608803927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277441,493,1,2,52,47,224tl8u2smnbyliroayk69nt0,1,44.3,54.6,2025-03-30T00:20:08.666Z,2025-03-30T00:20:11Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608804179,140,49.5,5608804185,213,1.29,5608804177,56,Back,5608804183,212,20.0,5608804181,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277467,494,1,2,52,50,224tl8u2smnbyliroayk69nt0,0,50.9,88.1,2025-03-30T00:20:11.471Z,2025-03-30T00:20:14Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608804357,141,76.1,5608804361,213,6.02,5608804355,140,80.3,5608804359,212,31.9,5608804353,56,Center,5608804351,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277495,423,1,2,52,55,c9xffml4i7ihblp1qhus9w3fu,0,10.4,16.2,2025-03-30T00:20:16.227Z,2025-03-30T00:20:17Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608804479,213,6.11,5608804519,286,,5608804475,141,15.6,5608804471,56,Back,5608804473,140,12.6,5608804513,236,,5608804481,1,,5608804469,157,,5608804515,233,495,5608804477,212,2.3,,,,,,,,,,,,,,,,,,,,,,,
2793277499,495,74,2,52,55,224tl8u2smnbyliroayk69nt0,1,83.2,91.2,2025-03-30T00:20:16.228Z,2025-03-30T01:22:13Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608804539,233,423,5608804499,56,Left,5608804501,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277853,424,5,2,52,56,c9xffml4i7ihblp1qhus9w3fu,1,14.2,-1.6,2025-03-30T00:20:18.151Z,2025-03-30T01:27:46Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608806305,56,Back,5608806329,233,496,5608806307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277519,496,5,2,52,56,224tl8u2smnbyliroayk69nt0,0,85.8,101.6,2025-03-30T00:20:18.151Z,2025-03-30T01:27:46Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608806333,233,424,5608804589,347,,5608804587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277885,425,1,2,53,19,c9xffml4i7ihblp1qhus9w3fu,0,14.8,0.0,2025-03-30T00:20:40.683Z,2025-03-30T00:20:43Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608806459,141,16.4,5608806465,1,,5608806461,212,33.5,5608806463,213,0.36,5608806455,56,Back,5608806453,107,,5608806457,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277947,497,1,2,53,22,224tl8u2smnbyliroayk69nt0,1,62.5,87.1,2025-03-30T00:20:43.742Z,2025-03-30T00:20:46Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608806789,140,50.4,5608806795,213,3.76,5608806791,141,73.8,5608806793,212,15.6,5608806785,3,,5608806787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277955,498,1,2,53,25,224tl8u2smnbyliroayk69nt0,0,52.2,73.5,2025-03-30T00:20:46.532Z,2025-03-30T00:20:50Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608806849,141,72.3,5608806851,212,1.4,5608806845,56,Center,5608807081,286,,5608806843,157,,5608807077,233,426,5608807075,236,,5608806853,213,5.67,5608806847,140,53.3,5608806855,1,,,,,,,,,,,,,,,,,,,,,,,,
2793277985,426,74,2,53,25,c9xffml4i7ihblp1qhus9w3fu,1,49.0,24.9,2025-03-30T00:20:46.533Z,2025-03-30T01:22:13Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608806975,56,Back,5608806977,285,,5608807017,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278011,427,1,2,53,29,c9xffml4i7ihblp1qhus9w3fu,0,59.3,40.6,2025-03-30T00:20:50.202Z,2025-03-30T00:20:51Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608807113,213,5.99,5608807111,212,28.1,5608807107,140,84.9,5608807109,141,28.8,5608807105,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278043,499,12,2,53,30,224tl8u2smnbyliroayk69nt0,1,13.3,72.3,2025-03-30T00:20:52.046Z,2025-03-30T01:22:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608807309,141,100.0,5608807307,140,11.8,5608807329,167,,5608807311,212,19.4,5608807313,213,1.65,5608807305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278257,428,5,2,53,31,c9xffml4i7ihblp1qhus9w3fu,1,85.5,-1.1,2025-03-30T00:20:52.979Z,2025-03-30T01:27:46Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608808605,347,,5608808663,233,500,5608808603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278049,500,5,2,53,31,224tl8u2smnbyliroayk69nt0,0,14.5,101.1,2025-03-30T00:20:52.979Z,2025-03-30T01:27:47Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608808691,233,428,5608807323,347,,5608807321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
