id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792345355,378,1,2,47,27,7neuneh44n9rtsfsh6r0sb9no,1,43.8,0.0,2025-03-29T01:13:20.307Z,2025-03-29T01:13:21Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603793965,140,70.4,5603793961,56,Right,5603793973,1,,5603793971,213,0.38,5603793969,212,30.0,5603793957,107,,5603793967,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345391,425,4,2,47,28,aj8ytsr2ap33tod0hd8ofzaw9,1,32.2,82.8,2025-03-29T01:13:21.585Z,2025-03-29T01:13:29Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5603794175,285,,5603794147,13,,5603794171,233,379,5603794149,56,Back,5603794151,152,,5603794153,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345365,379,4,2,47,28,7neuneh44n9rtsfsh6r0sb9no,0,67.8,17.2,2025-03-29T01:13:21.586Z,2025-03-29T01:13:30Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5603794015,152,,5603794183,233,425,5603794023,286,,5603794011,13,,5603794013,56,Right,5603794019,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345803,426,1,2,48,20,aj8ytsr2ap33tod0hd8ofzaw9,0,31.1,73.9,2025-03-29T01:14:13.004Z,2025-03-29T01:14:16Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5603796199,212,50.2,5603796193,56,Center,5603796191,152,,5603796203,1,,5603796201,213,6.14,5603796197,141,63.1,5603796187,5,,5603796195,140,78.4,5603796189,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345817,382,44,2,48,22,7neuneh44n9rtsfsh6r0sb9no,1,19.2,36.4,2025-03-29T01:14:15.287Z,2025-03-29T01:14:20Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603796293,233,427,5603796281,56,Back,5603796283,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345807,427,44,2,48,22,aj8ytsr2ap33tod0hd8ofzaw9,0,80.8,63.6,2025-03-29T01:14:15.288Z,2025-03-29T01:14:19Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603796343,233,382,5603796233,56,Center,5603796235,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345849,383,1,2,48,23,7neuneh44n9rtsfsh6r0sb9no,0,15.7,35.5,2025-03-29T01:14:15.683Z,2025-03-29T01:20:00Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603796463,140,21.9,5603796465,141,33.6,5603796461,56,Back,5603796469,213,6.09,5603796459,3,,5603796467,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345823,428,1,2,48,24,aj8ytsr2ap33tod0hd8ofzaw9,1,74.0,61.5,2025-03-29T01:14:16.651Z,2025-03-29T01:14:17Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603796321,213,5.51,5603796313,56,Center,5603796319,212,11.2,5603796317,141,50.0,5603796315,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345835,429,1,2,48,24,aj8ytsr2ap33tod0hd8ofzaw9,1,81.6,50.0,2025-03-29T01:14:17.332Z,2025-03-29T01:14:18Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5603796385,56,Center,5603796391,212,8.2,5603796393,213,4.19,5603796409,156,,5603796389,141,39.5,5603796387,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345859,430,1,2,48,26,aj8ytsr2ap33tod0hd8ofzaw9,0,77.2,39.1,2025-03-29T01:14:19.124Z,2025-03-29T01:14:22Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603796509,155,,5603796517,212,21.6,5603796515,141,55.2,5603796511,56,Center,5603796513,140,94.9,5603796519,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345881,384,44,2,48,29,7neuneh44n9rtsfsh6r0sb9no,1,7.1,47.2,2025-03-29T01:14:21.763Z,2025-03-29T02:49:02Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603796713,233,431,5603796679,285,,5603796677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345865,431,44,2,48,29,aj8ytsr2ap33tod0hd8ofzaw9,0,92.9,52.8,2025-03-29T01:14:21.764Z,2025-03-29T02:49:02Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603796555,56,Center,5603796729,233,384,5603796557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345885,385,11,2,48,29,7neuneh44n9rtsfsh6r0sb9no,1,10.3,51.3,2025-03-29T01:14:22.228Z,2025-03-29T01:20:06Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603796693,56,Back,5603796695,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345957,386,1,2,48,32,7neuneh44n9rtsfsh6r0sb9no,1,10.3,51.3,2025-03-29T01:14:25.434Z,2025-03-29T01:14:31Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603797027,213,5.47,5603797017,123,,5603797029,1,,5603797019,56,Back,5603797021,140,35.1,5603797025,212,38.0,5603797023,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345979,387,1,2,48,39,7neuneh44n9rtsfsh6r0sb9no,1,61.4,8.2,2025-03-29T01:14:31.697Z,2025-03-29T01:14:35Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603797133,56,Right,5603797139,212,7.4,5603797137,141,8.9,5603797135,140,68.4,5603797141,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792345983,388,4,2,48,42,7neuneh44n9rtsfsh6r0sb9no,1,72.3,12.0,2025-03-29T01:14:35.642Z,2025-03-29T02:16:34Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603797185,265,,5603797181,56,Right,5603797183,152,,5603797179,13,,5603797371,233,432,5603797187,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346003,432,4,2,48,42,aj8ytsr2ap33tod0hd8ofzaw9,0,27.7,88.0,2025-03-29T01:14:35.643Z,2025-03-29T02:16:34Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603797337,56,Back,5603797339,152,,5603797457,233,388,5603797341,265,,5603797343,285,,5603797335,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346499,389,1,2,49,30,7neuneh44n9rtsfsh6r0sb9no,1,75.7,3.7,2025-03-29T01:15:22.817Z,2025-03-29T01:15:27Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603799775,140,96.2,5603799765,155,,5603799783,1,,5603799781,213,1.11,5603799777,141,68.2,5603799769,152,,5603799773,56,Center,5603799779,212,48.9,5603799761,2,,5603799763,5,,,,,,,,,,,,,,,,,,,,,,,,,
2792346507,390,1,2,49,31,7neuneh44n9rtsfsh6r0sb9no,0,96.2,68.2,2025-03-29T01:15:24.328Z,2025-03-29T01:20:50Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5603799841,141,50.3,5603799851,213,4.44,5603799833,56,Center,5603799831,3,,5603799847,212,12.7,5603799837,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346527,433,12,2,49,32,aj8ytsr2ap33tod0hd8ofzaw9,1,7.3,53.7,2025-03-29T01:15:25.594Z,2025-03-29T01:21:34Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603799963,15,,5603799947,213,5.98,5603799935,56,Back,5603799943,141,45.1,5603799945,212,19.8,5603799941,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346555,391,15,2,49,34,7neuneh44n9rtsfsh6r0sb9no,1,81.3,54.0,2025-03-29T01:15:27.255Z,2025-03-29T02:31:34Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603801171,24,,5603801187,231,53.1,5603816117,72,,5603801179,458,,5603801177,103,19,5603816119,78,,5603801181,146,86.0,5603816121,108,,5603801175,102,51.0,5603800077,18,,5603801139,82,5603801185,230,,94.9,5603800079,56,5603801183,147,Center,5603801349,233,437,5603816123,328,,,,,53.2,,,
2792346665,437,10,2,49,34,aj8ytsr2ap33tod0hd8ofzaw9,1,14.4,42.2,2025-03-29T01:15:27.355Z,2025-03-29T02:16:49Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603800663,94,,5603800665,56,Back,5603801367,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346605,434,12,2,49,43,aj8ytsr2ap33tod0hd8ofzaw9,1,5.4,62.0,2025-03-29T01:15:36.637Z,2025-03-29T01:22:21Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603800379,140,5.6,5603800385,213,5.19,5603800383,212,0.5,5603800377,56,Back,5603800381,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346611,435,61,2,49,45,aj8ytsr2ap33tod0hd8ofzaw9,1,5.6,61.4,2025-03-29T01:15:37.864Z,2025-03-29T01:22:19Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5603800413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346657,436,12,2,49,46,aj8ytsr2ap33tod0hd8ofzaw9,1,2.1,51.8,2025-03-29T01:15:39.626Z,2025-03-29T01:22:17Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603800629,140,8.0,5603800635,213,1.31,5603800633,212,23.6,5603800631,141,85.3,5603800627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346647,392,1,2,49,49,7neuneh44n9rtsfsh6r0sb9no,1,84.5,17.4,2025-03-29T01:15:42.016Z,2025-03-29T01:15:45Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603800611,213,1.01,5603800607,141,37.6,5603800609,212,16.3,5603800603,56,Center,5603800599,2,,5603800605,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346695,393,1,2,49,52,7neuneh44n9rtsfsh6r0sb9no,0,92.8,37.6,2025-03-29T01:15:45.432Z,2025-03-29T14:48:54Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603800785,168,,5603800791,141,43.1,5603800793,212,3.8,5603800789,140,93.2,5603800795,213,1.46,5603800787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346703,438,12,2,49,53,aj8ytsr2ap33tod0hd8ofzaw9,1,5.3,51.8,2025-03-29T01:15:45.714Z,2025-03-29T01:22:45Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603800809,140,0.0,5603800841,167,,5603800807,56,Back,5603800815,213,2.23,5603800813,212,11.0,5603800811,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346711,394,6,2,49,53,7neuneh44n9rtsfsh6r0sb9no,1,98.0,38.4,2025-03-29T01:15:46.536Z,2025-03-29T02:16:43Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603800957,233,439,5603800941,56,Center,5603800943,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346707,439,6,2,49,53,aj8ytsr2ap33tod0hd8ofzaw9,0,2.0,61.6,2025-03-29T01:15:46.536Z,2025-03-29T01:15:52Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603800895,56,Back,5603800897,73,,5603800963,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346939,395,1,2,50,17,7neuneh44n9rtsfsh6r0sb9no,1,99.5,0.5,2025-03-29T01:16:10.584Z,2025-03-29T02:31:59Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,1.0,,5603802067,141,38.0,5603802059,155,,5603936101,154,,5603802063,56,Center,5603802061,223,,5603802069,212,26.8,5603802057,6,,5603802071,213,1.88,5603802055,2,,5603802065,140,91.8,5603936099,210,,,15,,,,,,,,,,,,,,,,,,,
2792346955,396,44,2,50,20,7neuneh44n9rtsfsh6r0sb9no,1,90.3,51.8,2025-03-29T01:16:13.108Z,2025-03-29T02:49:03Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603802209,233,440,5603802159,286,,5603802157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346957,440,44,2,50,20,aj8ytsr2ap33tod0hd8ofzaw9,0,9.7,48.2,2025-03-29T01:16:13.109Z,2025-03-29T02:49:03Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603802245,233,396,5603802163,285,,5603802161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346959,397,15,2,50,20,7neuneh44n9rtsfsh6r0sb9no,1,95.8,41.9,2025-03-29T01:16:13.112Z,2025-03-29T02:32:08Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603936109,154,,5603802439,15,,5603802445,103,19,5603802457,231,46.0,5603936105,80,,5603936115,100,,5603802451,146,97.1,5603802173,56,Center,5603936103,60,,5603802443,102,46.6,5603802437,25,5603936111,55,,395,5603802455,230,5603936107,29,97.6,5603802447,328,,5603802311,82,5603802453,147,43.3,,,5603802955,233,441
2792346963,441,10,2,50,20,aj8ytsr2ap33tod0hd8ofzaw9,1,6.6,59.8,2025-03-29T01:16:13.212Z,2025-03-29T02:49:43Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603803025,233,397,5603802923,94,,5603802193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346987,442,12,2,50,24,aj8ytsr2ap33tod0hd8ofzaw9,1,14.8,63.4,2025-03-29T01:16:17.338Z,2025-03-29T01:23:56Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603802327,140,25.8,5603802333,213,1.14,5603802331,212,27.8,5603803331,167,,5603802825,15,,5603802329,141,100.0,5603802325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792346993,443,43,2,50,25,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-29T01:16:17.753Z,2025-03-29T01:16:24Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603802717,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347075,398,5,2,50,27,7neuneh44n9rtsfsh6r0sb9no,1,65.6,-1.6,2025-03-29T01:16:20.584Z,2025-03-29T02:49:23Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603802797,56,Right,5603802821,233,444,5603802799,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347043,444,5,2,50,27,aj8ytsr2ap33tod0hd8ofzaw9,0,34.4,101.6,2025-03-29T01:16:20.584Z,2025-03-29T02:49:24Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603802831,233,398,5603802595,56,Back,5603802599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347187,399,1,2,50,43,7neuneh44n9rtsfsh6r0sb9no,1,67.2,0.0,2025-03-29T01:16:35.663Z,2025-03-29T01:16:38Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603803475,56,Right,5603803479,141,11.1,5603803471,107,,5603803477,140,55.5,5603803481,212,15.2,5603803483,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347217,400,1,2,50,45,7neuneh44n9rtsfsh6r0sb9no,1,55.0,15.5,2025-03-29T01:16:37.927Z,2025-03-29T01:16:40Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603803627,212,20.1,5603803625,141,37.7,5603803623,140,42.4,5603803621,56,Back,5603803629,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347239,401,1,2,50,48,7neuneh44n9rtsfsh6r0sb9no,0,42.4,37.7,2025-03-29T01:16:40.696Z,2025-03-29T01:16:44Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603803761,213,5.58,5603803763,1,,5603803757,141,0.0,5603803759,212,41.5,5603803751,157,,5603803753,56,Right,5603803755,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347247,402,5,2,50,49,7neuneh44n9rtsfsh6r0sb9no,0,71.7,-1.6,2025-03-29T01:16:42.075Z,2025-03-29T02:49:24Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603804449,233,445,5603803803,56,Right,5603803805,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347367,445,5,2,50,49,aj8ytsr2ap33tod0hd8ofzaw9,1,28.3,101.6,2025-03-29T01:16:42.075Z,2025-03-29T02:49:24Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603804427,56,Back,5603804443,233,402,5603804429,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347397,446,1,2,51,4,aj8ytsr2ap33tod0hd8ofzaw9,0,29.7,100.0,2025-03-29T01:16:57.122Z,2025-03-29T01:17:01Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603804585,141,79.0,5603804583,140,58.3,5603804577,107,,5603804581,56,Left,5603804589,213,5.80,5603804587,212,33.8,5603804591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347407,403,44,2,51,7,7neuneh44n9rtsfsh6r0sb9no,1,40.9,16.6,2025-03-29T01:17:00.512Z,2025-03-29T02:49:03Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603804647,56,Back,5603804663,233,447,5603804649,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347401,447,44,2,51,7,aj8ytsr2ap33tod0hd8ofzaw9,0,59.1,83.4,2025-03-29T01:17:00.513Z,2025-03-29T02:49:04Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603804695,233,403,5603804611,56,Left,5603804613,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347409,404,1,2,51,8,7neuneh44n9rtsfsh6r0sb9no,0,39.4,9.4,2025-03-29T01:17:01.512Z,2025-03-29T01:17:02Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5603804655,140,58.5,5603804651,3,,5603804653,56,Right,5603804659,212,20.1,5603804657,141,9.1,5603804661,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347427,448,61,2,51,11,aj8ytsr2ap33tod0hd8ofzaw9,0,38.2,81.5,2025-03-29T01:17:04.131Z,2025-03-29T01:17:04Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603804765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347443,406,1,2,51,11,7neuneh44n9rtsfsh6r0sb9no,0,60.6,26.5,2025-03-29T01:17:04.543Z,2025-03-29T01:17:05Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603804837,56,Center,5603804841,141,54.8,5603804845,213,0.99,5603804843,212,22.9,5603804839,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347459,449,8,2,51,14,aj8ytsr2ap33tod0hd8ofzaw9,1,29.1,41.9,2025-03-29T01:17:07.194Z,2025-03-29T01:17:07Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603804911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347501,451,1,2,51,15,aj8ytsr2ap33tod0hd8ofzaw9,0,29.1,41.9,2025-03-29T01:17:08.641Z,2025-03-29T01:17:10Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603805093,213,6.10,5603805091,212,41.9,5603805085,56,Center,5603805087,140,68.3,5603805095,1,,5603805083,155,,5603805089,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347513,407,1,2,51,18,7neuneh44n9rtsfsh6r0sb9no,0,35.2,68.5,2025-03-29T01:17:11.047Z,2025-03-29T01:17:12Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603805139,157,,5603805145,141,48.2,5603805151,1,,5603805143,140,61.4,5603805141,56,Center,5603805149,213,5.82,5603805147,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347547,452,61,2,51,23,aj8ytsr2ap33tod0hd8ofzaw9,1,44.1,51.0,2025-03-29T01:17:15.882Z,2025-03-29T01:17:16Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603805279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347569,453,44,2,51,24,aj8ytsr2ap33tod0hd8ofzaw9,1,36.3,53.4,2025-03-29T01:17:16.821Z,2025-03-29T02:49:04Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603805359,56,Back,5603805373,233,408,5603805361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347561,408,44,2,51,24,7neuneh44n9rtsfsh6r0sb9no,0,63.7,46.6,2025-03-29T01:17:16.822Z,2025-03-29T02:49:04Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5603805333,286,,5603805331,56,Center,5603805403,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347585,454,1,2,51,24,aj8ytsr2ap33tod0hd8ofzaw9,0,33.3,51.6,2025-03-29T01:17:17.537Z,2025-03-29T01:25:02Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603805431,212,10.0,5603805433,213,5.89,5603805427,140,42.1,5603805429,141,46.0,5603805423,3,,5603805425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347595,409,1,2,51,25,7neuneh44n9rtsfsh6r0sb9no,0,52.0,63.9,2025-03-29T01:17:18.166Z,2025-03-29T01:17:19Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5603805475,56,Center,5603805481,212,19.9,5603805483,213,5.01,5603805477,140,57.6,5603805479,141,36.0,5603805473,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347593,455,8,2,51,26,aj8ytsr2ap33tod0hd8ofzaw9,1,30.0,60.3,2025-03-29T01:17:18.739Z,2025-03-29T01:17:19Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603805471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347605,456,43,2,51,28,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-29T01:17:21.314Z,2025-03-29T01:17:28Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603805823,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347627,457,1,2,51,29,aj8ytsr2ap33tod0hd8ofzaw9,1,49.4,60.2,2025-03-29T01:17:21.858Z,2025-03-29T01:17:23Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603805637,140,57.9,5603805639,141,71.1,5603805641,212,11.6,5603805643,213,0.69,5603805635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347641,458,1,2,51,31,aj8ytsr2ap33tod0hd8ofzaw9,1,59.6,80.5,2025-03-29T01:17:23.706Z,2025-03-29T01:17:25Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5603805715,56,Left,5603805717,140,69.9,5603805719,141,83.0,5603805721,212,10.9,5603805723,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347649,459,4,2,51,33,aj8ytsr2ap33tod0hd8ofzaw9,1,72.1,85.7,2025-03-29T01:17:25.745Z,2025-03-29T02:16:34Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603805769,56,Left,5603805787,233,410,5603805773,265,,5603805771,152,,5603805767,13,,5603805775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347653,410,4,2,51,33,7neuneh44n9rtsfsh6r0sb9no,0,27.9,14.3,2025-03-29T01:17:25.746Z,2025-03-29T02:16:35Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603805779,56,Back,5603805783,265,,5603805777,13,,5603805781,152,,5603805785,285,,5603805811,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792347969,460,1,2,52,16,aj8ytsr2ap33tod0hd8ofzaw9,0,67.6,85.0,2025-03-29T01:18:09.554Z,2025-03-29T01:18:14Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603807401,1,,5603807391,56,Center,5603807399,213,5.52,5603807397,212,42.8,5603807395,141,41.3,5603807383,2,,5603807393,140,96.9,5603807437,233,411,5603807385,5,,5603807387,155,,5603807389,152,,,,,,,,,,,,,,,,,,,,,,
2792347979,411,11,2,52,21,7neuneh44n9rtsfsh6r0sb9no,1,5.5,61.4,2025-03-29T01:18:14.053Z,2025-03-29T01:18:15Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603807427,88,,5603807491,233,460,5603807425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792348099,412,1,2,52,23,7neuneh44n9rtsfsh6r0sb9no,1,8.5,62.9,2025-03-29T01:18:16.573Z,2025-03-29T01:18:25Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603807967,140,76.8,5603807963,199,,5603807969,141,52.8,5603807973,213,6.19,5603807971,212,72.0,5603807965,56,Center,5603807975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
