id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2813017433,393,1,2,45,50,kfq8fhwnmycbtad1u0fyefx0,1,32.9,79.7,2025-05-10T21:13:50.711Z,2025-05-10T21:14:20Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717621983,140,19.7,5717621981,56,Back,5717621987,212,14.1,5717621989,213,2.94,5717621985,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017449,394,1,2,45,51,kfq8fhwnmycbtad1u0fyefx0,1,19.7,83.8,2025-05-10T21:13:51.783Z,2025-05-10T21:16:31Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5717622041,140,39.0,5717622047,213,6.27,5717622039,56,Back,5717622043,141,83.3,5717622045,212,20.3,5717631413,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017455,395,61,2,45,53,kfq8fhwnmycbtad1u0fyefx0,0,40.4,81.2,2025-05-10T21:13:53.512Z,2025-05-10T22:21:20Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5717622079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017569,443,1,2,45,57,daicfonrbj124lu2la2rctxck,1,61.7,18.9,2025-05-10T21:13:56.816Z,2025-05-10T21:14:03Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717622667,212,9.0,5717622661,56,Right,5717622663,140,54.9,5717622669,213,3.79,5717622665,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017597,444,1,2,46,3,daicfonrbj124lu2la2rctxck,1,53.7,36.9,2025-05-10T21:14:03.592Z,2025-05-10T21:14:06Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717622797,141,71.4,5717622799,212,26.1,5717622795,140,42.8,5717622793,56,Back,5717622801,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017641,445,1,2,46,6,daicfonrbj124lu2la2rctxck,1,42.8,71.8,2025-05-10T21:14:06.208Z,2025-05-10T21:14:11Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717623031,141,96.0,5717623033,212,30.9,5717623027,56,Left,5717623035,213,0.56,5717623029,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017673,446,1,2,46,11,daicfonrbj124lu2la2rctxck,1,61.6,93.2,2025-05-10T21:14:11.266Z,2025-05-10T21:14:14Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5717623257,140,41.3,5717623263,213,3.24,5717623261,212,21.4,5717623255,56,Back,5717623259,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017695,447,1,2,46,14,daicfonrbj124lu2la2rctxck,1,39.8,84.1,2025-05-10T21:14:14.288Z,2025-05-10T21:14:17Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717623407,140,27.3,5717623405,56,Back,5717623409,141,56.9,5717623411,212,22.7,5717623413,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017749,448,1,2,46,17,daicfonrbj124lu2la2rctxck,1,27.0,55.4,2025-05-10T21:14:17.016Z,2025-05-10T21:14:21Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717623649,213,0.89,5717623645,141,77.0,5717623641,140,38.4,5717623647,212,18.9,5717623639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017779,449,1,2,46,21,daicfonrbj124lu2la2rctxck,1,41.9,73.8,2025-05-10T21:14:21.488Z,2025-05-10T21:14:24Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717623783,213,0.06,5717623781,212,20.6,5717623777,140,61.5,5717623775,56,Center,5717623779,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017785,450,61,2,46,22,daicfonrbj124lu2la2rctxck,0,61.5,75.7,2025-05-10T21:14:21.976Z,2025-05-10T22:19:55Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717623801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017809,397,1,2,46,24,kfq8fhwnmycbtad1u0fyefx0,1,33.7,30.7,2025-05-10T21:14:24.431Z,2025-05-10T21:14:26Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717623901,140,23.3,5717623907,213,3.74,5717623903,141,19.8,5717623905,212,13.2,5717623899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017891,398,1,2,46,26,kfq8fhwnmycbtad1u0fyefx0,1,23.3,17.1,2025-05-10T21:14:26.375Z,2025-05-10T22:07:00Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717624283,212,18.6,5717624277,56,Back,5717624281,141,40.4,5717624279,140,14.0,5717624285,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017919,399,1,2,46,34,kfq8fhwnmycbtad1u0fyefx0,1,13.9,40.4,2025-05-10T21:14:34.105Z,2025-05-10T21:14:37Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717624453,141,89.9,5717624451,140,32.6,5717624449,56,Back,5717624455,212,39.0,5717624459,1,,5717624447,155,,5717624457,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017931,400,1,2,46,37,kfq8fhwnmycbtad1u0fyefx0,1,32.9,88.0,2025-05-10T21:14:37.031Z,2025-05-10T22:07:52Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5717624495,212,10.9,5717624489,56,Back,5717624497,213,5.69,5717624491,140,41.5,5717624493,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051213,753,1,2,46,38,kfq8fhwnmycbtad1u0fyefx0,0,40.1,67.9,2025-05-10T21:14:37.793Z,2025-05-10T22:07:51Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5717794481,213,6.11,5717794477,141,66.7,5717794479,212,4.7,5717794475,140,44.5,5717794471,168,,5717794473,56,Back,5717794469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017935,401,61,2,46,38,kfq8fhwnmycbtad1u0fyefx0,0,41.5,79.1,2025-05-10T21:14:38.199Z,2025-05-10T22:08:13Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5717624513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813017977,452,1,2,46,41,daicfonrbj124lu2la2rctxck,1,56.7,43.1,2025-05-10T21:14:41.097Z,2025-05-10T21:14:43Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5717624743,213,3.53,5717624735,56,Back,5717624739,141,31.8,5717624741,212,20.1,5717624737,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018041,453,1,2,46,43,daicfonrbj124lu2la2rctxck,1,39.4,31.6,2025-05-10T21:14:43.273Z,2025-05-10T21:14:48Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717625015,141,15.0,5717625019,213,5.79,5717625013,140,59.5,5717625017,212,23.9,5717625011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018027,402,45,2,46,47,kfq8fhwnmycbtad1u0fyefx0,0,39.2,76.8,2025-05-10T21:14:46.835Z,2025-05-10T22:12:24Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5717624965,285,,5717624963,56,Back,5717625191,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018059,454,3,2,46,47,daicfonrbj124lu2la2rctxck,1,60.8,23.2,2025-05-10T21:14:46.835Z,2025-05-10T22:12:24Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717625103,286,,5717625143,233,402,5717625101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018119,455,1,2,46,49,daicfonrbj124lu2la2rctxck,1,56.8,15.6,2025-05-10T21:14:49.672Z,2025-05-10T21:14:54Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717625409,213,0.02,5717625405,141,15.8,5717625407,212,7.5,5717625403,140,63.9,5717625401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018169,456,1,2,46,54,daicfonrbj124lu2la2rctxck,1,63.2,28.8,2025-05-10T21:14:54.160Z,2025-05-10T21:14:57Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5717625653,213,5.81,5717625643,155,,5717625651,212,30.8,5717625649,141,8.3,5717625645,56,Right,5717625647,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018171,457,1,2,46,57,daicfonrbj124lu2la2rctxck,0,89.4,8.3,2025-05-10T21:14:57.640Z,2025-05-10T21:14:59Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717625691,212,26.0,5717625693,213,1.27,5717625687,140,96.7,5717625689,141,44.8,5717625685,56,Center,5717625683,155,,5717625681,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018355,404,1,2,47,10,kfq8fhwnmycbtad1u0fyefx0,0,2.3,51.1,2025-05-10T21:15:10.367Z,2025-05-10T21:15:19Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717626625,287,,5717626575,1,,5717626563,141,0.0,5717626551,123,,5717626559,140,31.6,5717626555,56,Back,5717626571,213,5.43,5717626567,212,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018395,405,5,2,47,14,kfq8fhwnmycbtad1u0fyefx0,0,35.2,-1.2,2025-05-10T21:15:14.272Z,2025-05-10T22:11:36Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717626727,56,Back,5717626729,347,,5717627445,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018527,458,5,2,47,14,daicfonrbj124lu2la2rctxck,1,64.8,101.2,2025-05-10T21:15:14.272Z,2025-05-10T22:11:36Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717627373,56,Left,5717627375,347,,5717627417,233,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018545,459,1,2,47,27,daicfonrbj124lu2la2rctxck,0,61.0,100.0,2025-05-10T21:15:27.144Z,2025-05-10T22:19:30Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5717627485,213,5.67,5717627477,56,Left,5717627481,141,91.8,5717627483,212,11.9,5717627479,140,70.3,5717627475,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018557,406,8,2,47,29,kfq8fhwnmycbtad1u0fyefx0,1,30.5,7.6,2025-05-10T21:15:29.415Z,2025-05-10T21:15:29Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717627529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018679,460,83,2,47,30,daicfonrbj124lu2la2rctxck,1,66.3,90.0,2025-05-10T21:15:30.728Z,2025-05-10T22:20:27Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5717829821,399,ewibb8s7p2l6f5sekvkqu4a5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018581,407,43,2,47,31,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-10T21:15:30.920Z,2025-05-10T21:15:43Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717628641,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018607,408,61,2,47,32,kfq8fhwnmycbtad1u0fyefx0,0,34.8,11.2,2025-05-10T21:15:32.727Z,2025-05-10T22:20:31Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717627757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018745,410,83,2,47,36,kfq8fhwnmycbtad1u0fyefx0,0,35.0,12.9,2025-05-10T21:15:36.398Z,2025-05-10T21:16:13Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717630227,399,9txqixk3uycvort3ntzkva1g5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018689,461,61,2,47,37,daicfonrbj124lu2la2rctxck,0,69.9,96.6,2025-05-10T21:15:36.794Z,2025-05-10T21:15:37Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717628149,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018757,411,5,2,47,37,kfq8fhwnmycbtad1u0fyefx0,1,30.8,-1.7,2025-05-10T21:15:37.665Z,2025-05-10T22:11:37Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717628559,347,,5717630053,233,462,5717628557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018713,462,5,2,47,37,daicfonrbj124lu2la2rctxck,0,69.2,101.7,2025-05-10T21:15:37.665Z,2025-05-10T22:11:37Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717630075,233,411,5717628295,347,,5717628293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018807,412,1,2,47,45,kfq8fhwnmycbtad1u0fyefx0,1,30.9,0.0,2025-05-10T21:15:45.527Z,2025-05-10T21:16:06Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717628847,56,Back,5717628855,213,1.39,5717628849,140,32.9,5717629937,107,,5717628851,141,15.0,5717628853,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018829,413,1,2,47,46,kfq8fhwnmycbtad1u0fyefx0,1,32.9,12.5,2025-05-10T21:15:46.471Z,2025-05-10T21:15:48Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717628957,140,26.9,5717628963,213,3.70,5717628961,212,7.4,5717628959,141,6.7,5717628955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018851,414,1,2,47,48,kfq8fhwnmycbtad1u0fyefx0,0,27.0,7.4,2025-05-10T21:15:48.399Z,2025-05-10T21:15:50Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717629099,140,66.1,5717629095,155,,5717629097,56,Right,5717629101,141,17.3,5717629103,212,41.6,5717629105,213,0.16,5717629107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018881,463,12,2,47,51,daicfonrbj124lu2la2rctxck,1,38.5,75.4,2025-05-10T21:15:51.168Z,2025-05-10T21:15:53Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717629265,140,60.4,5717629269,212,23.2,5717629271,213,0.12,5717629267,141,79.6,5717629263,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018887,464,1,2,47,53,daicfonrbj124lu2la2rctxck,0,60.4,79.6,2025-05-10T21:15:53.473Z,2025-05-10T21:15:54Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717629325,141,79.1,5717629329,213,6.24,5717629327,212,7.4,5717629317,3,,5717629321,56,Left,5717629323,140,67.4,5717629319,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018903,465,83,2,47,55,daicfonrbj124lu2la2rctxck,0,64.3,78.4,2025-05-10T21:15:55.496Z,2025-05-10T21:16:02Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5717629771,399,f2nxaemhqi8kbtbejnqekgd4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018945,415,1,2,47,56,kfq8fhwnmycbtad1u0fyefx0,1,31.1,13.1,2025-05-10T21:15:56.719Z,2025-05-10T21:15:59Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717629645,56,Back,5717629649,141,11.7,5717629647,140,16.5,5717629651,212,15.4,5717629653,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813018963,416,1,2,47,59,kfq8fhwnmycbtad1u0fyefx0,0,15.8,12.3,2025-05-10T21:15:59.568Z,2025-05-10T21:16:03Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5717629727,140,60.7,5717629735,1,,5717629725,56,Right,5717629729,141,9.8,5717629723,157,,5717629731,212,47.2,5717629733,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019025,467,1,2,48,6,daicfonrbj124lu2la2rctxck,1,27.0,87.8,2025-05-10T21:16:06.328Z,2025-05-10T21:16:08Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717630035,212,16.6,5717630031,140,16.0,5717630037,213,3.94,5717630029,56,Back,5717630033,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019069,468,1,2,48,8,daicfonrbj124lu2la2rctxck,1,18.9,68.2,2025-05-10T21:16:08.360Z,2025-05-10T21:16:12Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717630251,141,37.7,5717630253,212,21.9,5717630247,56,Back,5717630255,213,5.04,5717630249,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019079,469,1,2,48,12,daicfonrbj124lu2la2rctxck,1,32.7,20.7,2025-05-10T21:16:12.528Z,2025-05-10T21:16:14Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717630305,212,12.8,5717630299,56,Back,5717630307,213,4.16,5717630301,140,26.3,5717630303,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019141,470,1,2,48,14,daicfonrbj124lu2la2rctxck,1,26.6,6.5,2025-05-10T21:16:14.712Z,2025-05-10T21:16:18Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717630621,1,,5717630615,141,53.4,5717630619,213,1.80,5717630617,212,32.8,5717630613,140,19.4,5717630611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019185,471,1,2,48,18,daicfonrbj124lu2la2rctxck,1,19.4,53.4,2025-05-10T21:16:18.240Z,2025-05-10T21:16:21Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717630827,212,16.9,5717630825,141,76.0,5717630829,213,1.14,5717630821,56,Back,5717630823,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019311,472,1,2,48,21,daicfonrbj124lu2la2rctxck,1,26.4,76.1,2025-05-10T21:16:21.512Z,2025-05-10T21:16:31Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717631379,56,Back,5717631381,140,22.5,5717631383,141,33.1,5717631385,212,29.5,5717631387,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019359,473,1,2,48,31,daicfonrbj124lu2la2rctxck,0,35.3,18.5,2025-05-10T21:16:30.936Z,2025-05-10T21:16:33Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717631623,56,Center,5717631627,141,62.3,5717631633,1,,5717631631,213,0.85,5717631625,140,60.3,5717631629,212,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019411,418,1,2,48,35,kfq8fhwnmycbtad1u0fyefx0,1,40.4,35.1,2025-05-10T21:16:34.920Z,2025-05-10T21:16:36Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717631899,213,0.54,5717631895,141,48.4,5717631897,212,17.5,5717631893,140,54.7,5717631891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019419,419,43,2,48,36,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-10T21:16:36.678Z,2025-05-10T21:16:45Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5717631937,286,0,5717632563,144,50,5717631935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019435,474,43,2,48,36,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-10T21:16:36.679Z,2025-05-10T21:16:41Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5717632329,144,7,5717632017,285,0,5717632015,56,Back,5717632097,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019449,420,4,2,48,38,kfq8fhwnmycbtad1u0fyefx0,1,53.4,52.0,2025-05-10T21:16:38.599Z,2025-05-10T21:16:45Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5717632303,56,Center,5717632339,233,475,5717632301,13,,5717632307,265,,5717632309,286,,5717632305,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019445,475,4,2,48,38,daicfonrbj124lu2la2rctxck,0,46.6,48.0,2025-05-10T21:16:38.600Z,2025-05-10T21:16:44Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5717632195,152,,5717632199,285,,5717632197,265,,5717632193,56,Back,5717632353,233,420,5717632191,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019889,421,1,2,49,10,kfq8fhwnmycbtad1u0fyefx0,0,51.9,51.9,2025-05-10T21:17:09.947Z,2025-05-10T21:17:15Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5717634591,141,90.5,5717634593,212,33.4,5717634587,56,Left,5717634589,140,71.6,5717634585,152,,5717634583,155,,5717634597,1,,5717634581,5,,5717634595,213,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,
2813019897,476,44,2,49,14,daicfonrbj124lu2la2rctxck,1,25.1,8.2,2025-05-10T21:17:14.550Z,2025-05-10T22:13:41Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717634621,285,,5717634619,56,Back,5717634683,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019895,422,44,2,49,14,kfq8fhwnmycbtad1u0fyefx0,0,74.9,91.8,2025-05-10T21:17:14.551Z,2025-05-10T22:13:41Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5717634727,233,476,5717634615,56,Left,5717634617,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019901,477,8,2,49,15,daicfonrbj124lu2la2rctxck,1,19.6,6.1,2025-05-10T21:17:15.121Z,2025-05-10T21:17:16Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717634639,56,Back,5717634669,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813023783,531,3,2,49,16,daicfonrbj124lu2la2rctxck,0,24.8,11.6,2025-05-10T21:17:16.168Z,2025-05-10T21:27:14Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5717653879,56,Back,5717669015,233,523,5717653881,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813027027,523,7,2,49,16,kfq8fhwnmycbtad1u0fyefx0,1,75.2,88.4,2025-05-10T21:17:16.169Z,2025-05-10T21:27:14Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717668977,56,Left,5717669005,233,531,5717668979,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019973,423,3,2,49,17,kfq8fhwnmycbtad1u0fyefx0,0,81.2,88.0,2025-05-10T21:17:17.783Z,2025-05-10T22:12:09Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717635091,233,478,5717635035,56,Left,5717635039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019951,478,7,2,49,17,daicfonrbj124lu2la2rctxck,1,18.8,12.0,2025-05-10T21:17:17.784Z,2025-05-10T22:12:09Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717634955,56,Back,5717635075,233,423,5717634957,285,,5717634953,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019995,424,5,2,49,20,kfq8fhwnmycbtad1u0fyefx0,1,81.6,101.4,2025-05-10T21:17:20.609Z,2025-05-10T22:11:37Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717635153,56,Left,5717635213,233,479,5717635155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813019961,479,5,2,49,20,daicfonrbj124lu2la2rctxck,0,18.4,-1.4,2025-05-10T21:17:20.609Z,2025-05-10T22:11:38Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717635247,233,424,5717634993,56,Back,5717634995,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813020057,425,1,2,49,23,kfq8fhwnmycbtad1u0fyefx0,1,76.0,100.0,2025-05-10T21:17:23.326Z,2025-05-10T21:17:28Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5717635463,141,87.8,5717635461,140,88.2,5717635457,107,,5717635467,213,5.65,5717635459,56,Left,5717635465,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813020063,426,1,2,49,26,kfq8fhwnmycbtad1u0fyefx0,0,89.3,93.2,2025-05-10T21:17:26.456Z,2025-05-10T21:25:12Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717663077,233,532,5717663081,286,,5717663063,140,85.9,5717663075,236,,5717663067,212,3.6,5717663069,213,3.14,5717663065,141,93.2,5717635483,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
