id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800408341,350,43,1,44,36,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-13T02:53:38.148Z,2025-04-13T03:06:37Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5648058173,144,1,5648037105,213,1.85,5648037097,56,Center,5648037099,140,53.0,5648037103,212,10.4,5648037101,141,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408363,351,1,1,44,37,2iwybwokic7nmr1t33abdbjoq,1,53.0,70.4,2025-04-13T02:53:39.204Z,2025-04-13T02:53:41Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648037235,141,58.4,5648037231,56,Center,5648037239,213,5.12,5648037237,212,8.9,5648037233,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408397,352,1,1,44,39,2iwybwokic7nmr1t33abdbjoq,1,57.1,61.4,2025-04-13T02:53:41.420Z,2025-04-13T02:53:45Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5648037445,141,83.3,5648037441,56,Left,5648037443,140,60.4,5648037447,212,15.3,5648037449,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408435,353,1,1,44,42,2iwybwokic7nmr1t33abdbjoq,1,61.8,85.8,2025-04-13T02:53:44.924Z,2025-04-13T02:53:50Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648037619,213,0.59,5648037617,212,9.7,5648037613,140,69.5,5648037611,56,Left,5648037615,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408457,354,1,1,44,48,2iwybwokic7nmr1t33abdbjoq,1,69.9,95.4,2025-04-13T02:53:50.020Z,2025-04-13T02:53:54Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5648037751,213,3.42,5648037747,141,87.3,5648037749,212,20.3,5648037743,56,Left,5648037745,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408473,355,1,1,44,53,2iwybwokic7nmr1t33abdbjoq,1,52.2,86.0,2025-04-13T02:53:55.078Z,2025-04-13T02:53:56Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5648037843,212,11.4,5648037839,140,55.1,5648037837,56,Center,5648037841,141,69.9,5648037845,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408483,356,1,1,44,54,2iwybwokic7nmr1t33abdbjoq,1,55.1,69.9,2025-04-13T02:53:56.036Z,2025-04-13T02:53:57Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5648037895,56,Back,5648037903,213,2.50,5648037897,140,45.8,5648037899,141,80.7,5648037901,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408495,357,1,1,44,55,2iwybwokic7nmr1t33abdbjoq,1,43.7,80.9,2025-04-13T02:53:57.156Z,2025-04-13T02:53:59Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5648037989,56,Back,5648037995,212,26.9,5648037991,140,23.1,5648037993,141,57.3,5648037997,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408515,358,1,1,44,57,2iwybwokic7nmr1t33abdbjoq,1,23.6,51.8,2025-04-13T02:53:59.579Z,2025-04-13T02:54:03Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5648038113,213,4.92,5648038111,212,22.9,5648038105,56,Back,5648038109,141,18.8,5648038107,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409527,380,70,1,44,59,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-13T02:54:00.951Z,2025-04-13T02:57:08Z,,,,,5648044071,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408531,359,1,1,45,0,2iwybwokic7nmr1t33abdbjoq,1,29.3,17.8,2025-04-13T02:54:02.844Z,2025-04-13T02:54:07Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5648038201,56,Right,5648038209,213,5.92,5648038207,212,27.1,5648038203,140,53.5,5648038205,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408539,360,1,1,45,5,2iwybwokic7nmr1t33abdbjoq,1,54.5,3.7,2025-04-13T02:54:06.963Z,2025-04-13T02:54:08Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5648038253,212,5.7,5648038251,141,2.8,5648038255,213,6.18,5648038247,56,Right,5648038249,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408541,361,1,1,45,5,2iwybwokic7nmr1t33abdbjoq,1,59.9,2.8,2025-04-13T02:54:07.868Z,2025-04-13T03:07:42Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5648038273,213,2.04,5648038267,140,58.4,5648038269,141,7.4,5648038303,156,,5648038271,212,3.5,5648038265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408555,362,4,1,45,9,2iwybwokic7nmr1t33abdbjoq,1,63.0,8.6,2025-04-13T02:54:11.228Z,2025-04-13T04:33:46Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5648038375,152,,5648038511,233,338,5648038371,13,,5648038373,56,Right,5648038377,265,,5648038379,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408561,338,4,1,45,9,b1rpb2ox52uxcmjrsnqd95pk5,0,37.0,91.4,2025-04-13T02:54:11.229Z,2025-04-13T05:48:36Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648038495,56,Back,5648038549,233,362,5648038493,13,,5648038497,152,,5648038499,265,,5648038501,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408775,363,1,1,46,3,2iwybwokic7nmr1t33abdbjoq,1,59.0,15.8,2025-04-13T02:55:05.147Z,2025-04-13T02:55:08Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5648039821,213,3.14,5648039817,141,15.8,5648039819,212,17.7,5648039813,56,Back,5648039811,152,,5648039809,5,,5648039815,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408799,364,1,1,46,5,2iwybwokic7nmr1t33abdbjoq,1,42.3,20.2,2025-04-13T02:55:07.907Z,2025-04-13T02:55:10Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5648039959,141,52.8,5648039957,140,34.1,5648039961,212,23.8,5648039955,56,Back,5648039963,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408833,365,1,1,46,8,2iwybwokic7nmr1t33abdbjoq,1,34.3,58.5,2025-04-13T02:55:10.659Z,2025-04-13T02:55:17Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5648040209,141,80.6,5648040207,140,42.0,5648040213,213,1.08,5648040205,56,Back,5648040211,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408845,366,1,1,46,15,2iwybwokic7nmr1t33abdbjoq,1,40.1,69.2,2025-04-13T02:55:17.203Z,2025-04-13T02:55:19Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648040267,155,,5648040269,56,Back,5648040279,212,30.0,5648040277,141,48.1,5648040273,140,15.0,5648040281,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408879,367,1,1,46,17,2iwybwokic7nmr1t33abdbjoq,1,14.4,46.7,2025-04-13T02:55:19.378Z,2025-04-13T02:55:24Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5648040451,141,17.5,5648040449,140,17.2,5648040455,213,4.86,5648040447,56,Back,5648040453,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408905,368,1,1,46,22,2iwybwokic7nmr1t33abdbjoq,1,17.8,17.6,2025-04-13T02:55:24.163Z,2025-04-13T03:08:09Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5648040625,56,Back,5648060013,155,,5648040631,212,30.0,5648040629,141,4.6,5648040627,140,45.1,5648040633,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408909,369,61,1,46,26,2iwybwokic7nmr1t33abdbjoq,1,45.1,4.6,2025-04-13T02:55:28.265Z,2025-04-13T02:55:28Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5648040643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408929,370,1,1,46,28,2iwybwokic7nmr1t33abdbjoq,0,36.9,16.7,2025-04-13T02:55:30.531Z,2025-04-13T03:08:20Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5648040763,212,31.3,5648040755,155,,5648040761,141,0.0,5648040759,140,64.5,5648040757,56,Right,5648040765,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408937,371,5,1,46,30,2iwybwokic7nmr1t33abdbjoq,0,68.8,-0.9,2025-04-13T02:55:32.261Z,2025-04-13T02:55:48Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5648041333,233,339,5648040781,347,,5648040779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409033,339,5,1,46,31,b1rpb2ox52uxcmjrsnqd95pk5,1,33.4,100.8,2025-04-13T02:55:33.778Z,2025-04-13T02:55:48Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648041277,56,Back,5648041299,233,371,5648041279,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409069,340,1,1,46,45,b1rpb2ox52uxcmjrsnqd95pk5,1,26.9,100.0,2025-04-13T02:55:47.490Z,2025-04-13T02:55:52Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648041489,141,89.2,5648041487,140,45.2,5648041483,107,,5648041491,212,20.8,5648041493,213,5.88,5648041485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409077,341,1,1,46,50,b1rpb2ox52uxcmjrsnqd95pk5,1,39.8,95.4,2025-04-13T02:55:52.450Z,2025-04-13T03:00:03Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5648041531,140,24.1,5648041533,141,95.5,5648041529,56,Back,5648041537,213,3.14,5648041535,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409103,342,1,1,46,52,b1rpb2ox52uxcmjrsnqd95pk5,1,24.1,95.5,2025-04-13T02:55:54.164Z,2025-04-13T02:55:57Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648041721,56,Back,5648041729,213,4.54,5648041727,212,21.2,5648041723,140,20.6,5648041725,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409143,343,1,1,46,55,b1rpb2ox52uxcmjrsnqd95pk5,1,28.0,70.8,2025-04-13T02:55:57.129Z,2025-04-13T02:56:02Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5648041939,213,1.72,5648041937,212,15.3,5648041933,140,25.9,5648041931,56,Back,5648041935,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409151,344,1,1,47,0,b1rpb2ox52uxcmjrsnqd95pk5,0,24.0,90.7,2025-04-13T02:56:02.593Z,2025-04-13T02:56:03Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648041977,56,Back,5648041979,140,26.4,5648042023,286,,5648041985,213,6.02,5648042019,233,372,5648042017,236,,5648041981,141,89.7,5648041987,1,,5648041983,212,2.6,5648041975,157,,,,,,,,,,,,,,,,,,,,,,,,,
2800409155,372,74,1,47,0,2iwybwokic7nmr1t33abdbjoq,1,63.1,13.3,2025-04-13T02:56:02.594Z,2025-04-13T04:57:43Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5648042043,233,344,5648042011,285,,5648042009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409183,345,1,1,47,2,b1rpb2ox52uxcmjrsnqd95pk5,1,27.3,89.2,2025-04-13T02:56:04.785Z,2025-04-13T02:56:07Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5648042175,141,90.6,5648042173,140,39.6,5648042177,212,13.0,5648042179,213,0.07,5648042171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409191,346,1,1,47,5,b1rpb2ox52uxcmjrsnqd95pk5,1,39.6,90.6,2025-04-13T02:56:07.521Z,2025-04-13T02:59:42Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5648042205,141,71.8,5648042207,212,12.8,5648042209,213,4.74,5648042203,140,39.9,5648042201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409263,347,1,1,47,11,b1rpb2ox52uxcmjrsnqd95pk5,1,46.2,50.7,2025-04-13T02:56:13.449Z,2025-04-13T02:58:19Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5648042613,212,41.9,5648042617,1,,5648042611,141,13.6,5648042607,56,Right,5648042609,140,78.1,5648042615,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409267,348,1,1,47,16,b1rpb2ox52uxcmjrsnqd95pk5,0,84.6,24.4,2025-04-13T02:56:18.329Z,2025-04-13T02:58:27Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5648042659,213,1.00,5648042657,212,6.4,5648042653,140,87.9,5648042651,56,Center,5648046227,2,,5648042655,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409281,373,61,1,47,18,2iwybwokic7nmr1t33abdbjoq,1,13.6,69.5,2025-04-13T02:56:20.316Z,2025-04-13T02:59:27Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5648042717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409309,349,50,1,47,19,b1rpb2ox52uxcmjrsnqd95pk5,1,88.2,57.0,2025-04-13T02:56:21.950Z,2025-04-13T04:57:49Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5648042841,56,Center,5648047279,286,,5648047559,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800410105,382,7,1,47,20,2iwybwokic7nmr1t33abdbjoq,0,11.8,43.0,2025-04-13T02:56:21.951Z,2025-04-13T02:59:24Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5648047545,233,349,5648047517,56,Back,5648047519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409313,350,61,1,47,21,b1rpb2ox52uxcmjrsnqd95pk5,1,88.6,58.2,2025-04-13T02:56:23.942Z,2025-04-13T02:56:24Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5648042847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800410111,356,61,1,47,22,b1rpb2ox52uxcmjrsnqd95pk5,0,85.0,54.9,2025-04-13T02:56:23.951Z,2025-04-13T02:59:22Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5648047551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409335,374,12,1,47,22,2iwybwokic7nmr1t33abdbjoq,1,13.3,65.6,2025-04-13T02:56:24.755Z,2025-04-13T02:56:28Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5648042933,56,Back,5648042937,141,60.6,5648042939,212,12.6,5648042935,140,24.9,5648042941,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409331,351,13,1,47,25,b1rpb2ox52uxcmjrsnqd95pk5,1,77.4,44.6,2025-04-13T02:56:27.681Z,2025-04-13T05:01:39Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5648042919,18,,5648042917,22,,5648043131,231,50.7,5648043121,74,,5648211595,215,,5648043129,230,99.9,5648043127,458,,5648043125,103,66.7,5648042921,56,Center,5648043001,20,,5648043123,102,46.9,,,,,,,,,,,,,,,,,,,,,
2800409343,375,43,1,47,26,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-13T02:56:28.267Z,2025-04-13T05:08:22Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5648043015,233,352,5648221681,144,5,5648042961,346,0,5648042959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800414453,408,5,1,47,27,2iwybwokic7nmr1t33abdbjoq,1,101.3,36.2,2025-04-13T02:56:29.230Z,2025-04-13T05:38:59Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5648224653,233,352,5648262417,346,,5648071249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409349,352,5,1,47,27,b1rpb2ox52uxcmjrsnqd95pk5,0,-1.3,63.8,2025-04-13T02:56:29.929Z,2025-04-13T05:38:59Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5648224673,233,408,5648262419,346,,5648042997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409457,376,1,1,47,49,2iwybwokic7nmr1t33abdbjoq,1,3.4,51.9,2025-04-13T02:56:51.347Z,2025-04-13T05:39:50Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5648263395,124,,5648043677,140,10.9,5648043691,213,1.31,5648043675,56,Back,5648043687,212,30.0,5648043683,141,94.5,5648263397,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409467,377,1,1,47,51,2iwybwokic7nmr1t33abdbjoq,1,11.6,93.9,2025-04-13T02:56:53.890Z,2025-04-13T02:56:54Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648043721,56,Back,5648043727,212,10.0,5648043729,213,5.67,5648043723,140,19.4,5648043725,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409477,378,1,1,47,52,2iwybwokic7nmr1t33abdbjoq,0,19.4,85.4,2025-04-13T02:56:54.698Z,2025-04-13T02:56:57Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5648043783,141,100.0,5648043787,213,0.76,5648043779,56,Back,5648043781,140,29.8,5648043785,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409481,379,5,1,47,55,2iwybwokic7nmr1t33abdbjoq,0,35.5,100.5,2025-04-13T02:56:57.176Z,2025-04-13T02:57:00Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5648043801,56,Back,5648043857,233,353,5648043803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409491,353,5,1,47,55,b1rpb2ox52uxcmjrsnqd95pk5,1,67.4,-0.6000000000000001,2025-04-13T02:56:57.697Z,2025-04-13T02:57:00Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5648043851,233,379,5648043833,56,Right,5648043835,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409513,354,1,1,48,0,b1rpb2ox52uxcmjrsnqd95pk5,1,59.2,0.0,2025-04-13T02:57:02.291Z,2025-04-13T02:57:05Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5648043983,212,9.2,5648043975,107,,5648043981,141,12.9,5648043979,140,60.3,5648043977,56,Right,5648043985,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409515,355,30,1,48,2,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-04-13T02:57:04.930Z,2025-04-13T02:57:05Z,,,,,5648043989,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800409535,381,30,1,48,2,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-13T02:57:04.930Z,2025-04-13T02:57:08Z,,,,,5648044095,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413561,357,32,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-04-13T03:12:35.947Z,2025-04-13T03:12:36Z,,,,,5648066595,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413563,383,32,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-13T03:12:35.947Z,2025-04-13T03:12:39Z,,,,,5648066605,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413569,384,1,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,50.3,50.7,2025-04-13T03:12:36.045Z,2025-04-13T03:12:38Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5648066635,212,23.6,5648066633,141,29.0,5648066637,213,3.82,5648066639,279,S,5648066629,56,Back,5648066631,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413583,385,1,2,45,2,2iwybwokic7nmr1t33abdbjoq,0,32.8,29.0,2025-04-13T03:12:38.371Z,2025-04-13T03:12:46Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5648066731,212,48.2,5648066877,157,,5648066733,213,0.41,5648066729,141,57.3,5648066727,140,74.9,5648066725,56,Center,5648066735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413617,359,1,2,45,7,b1rpb2ox52uxcmjrsnqd95pk5,1,37.6,26.4,2025-04-13T03:12:43.752Z,2025-04-13T03:12:48Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5648066903,212,16.0,5648066901,141,6.3,5648066897,56,Back,5648066905,213,5.26,5648066899,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413621,360,1,2,45,11,b1rpb2ox52uxcmjrsnqd95pk5,0,50.3,6.3,2025-04-13T03:12:47.937Z,2025-04-13T03:12:49Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5648066929,212,48.2,5648066927,141,35.4,5648066933,1,,5648066923,56,Center,5648066931,213,0.42,5648066921,155,,5648066925,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413645,387,1,2,45,16,2iwybwokic7nmr1t33abdbjoq,1,12.4,56.0,2025-04-13T03:12:52.691Z,2025-04-13T03:12:56Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5648067081,213,0.93,5648067071,56,Back,5648067069,123,,5648067077,141,86.7,5648067097,287,,5648067079,212,26.0,5648067073,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413657,388,1,2,45,19,2iwybwokic7nmr1t33abdbjoq,1,27.2,86.7,2025-04-13T03:12:55.915Z,2025-04-13T03:12:56Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648067159,141,83.4,5648067151,56,Back,5648067163,212,5.5,5648067169,213,5.86,5648067155,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413665,389,1,2,45,20,2iwybwokic7nmr1t33abdbjoq,1,32.0,83.4,2025-04-13T03:12:56.675Z,2025-04-13T03:12:57Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5648067217,156,,5648067195,140,29.3,5648067199,212,3.7,5648067197,141,86.9,5648067193,56,Back,5648067201,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413707,390,1,2,45,22,2iwybwokic7nmr1t33abdbjoq,1,29.3,86.9,2025-04-13T03:12:57.979Z,2025-04-13T03:13:09Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648067443,140,58.6,5648067449,213,0.18,5648067447,212,31.3,5648067441,56,Left,5648067445,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413725,391,1,2,45,33,2iwybwokic7nmr1t33abdbjoq,1,87.2,84.5,2025-04-13T03:13:09.194Z,2025-04-13T03:13:12Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5648067523,213,5.92,5648067515,56,Left,5648067521,212,9.6,5648067517,140,95.8,5648067519,141,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413747,392,1,2,45,35,2iwybwokic7nmr1t33abdbjoq,1,95.9,80.4,2025-04-13T03:13:11.827Z,2025-04-13T03:13:18Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648067695,56,Left,5648067701,212,12.7,5648067697,140,86.3,5648067703,213,2.49,5648067699,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413759,393,1,2,45,41,2iwybwokic7nmr1t33abdbjoq,1,83.8,86.1,2025-04-13T03:13:17.931Z,2025-04-13T03:13:20Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5648067765,140,77.4,5648067771,213,3.76,5648067767,141,79.1,5648067769,212,8.2,5648067763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413785,394,1,2,45,44,2iwybwokic7nmr1t33abdbjoq,1,76.5,81.9,2025-04-13T03:13:20.555Z,2025-04-13T03:13:25Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648067941,141,90.2,5648067937,140,63.3,5648067947,213,2.75,5648067945,212,15.0,5648067935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
