id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2793276777,457,1,2,51,22,8cpjplodpphtkbt0hq8sr8mqs,1,94.3,10.0,2025-03-30T00:19:19.397Z,2025-03-30T00:19:21Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608800461,213,3.21,5608800459,212,14.7,5608800457,141,8.6,5608800453,56,Right,5608800455,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276819,458,1,2,51,24,8cpjplodpphtkbt0hq8sr8mqs,1,80.2,6.2,2025-03-30T00:19:20.965Z,2025-03-30T00:19:23Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608800719,140,67.3,5608800727,212,15.1,5608800723,141,16.1,5608800731,213,2.68,5608800717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276825,459,1,2,51,26,8cpjplodpphtkbt0hq8sr8mqs,0,64.2,14.9,2025-03-30T00:19:23.765Z,2025-03-30T00:19:25Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608800757,141,31.8,5608800753,56,Center,5608800761,213,0.43,5608800759,212,27.8,5608800755,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276855,500,12,2,51,28,ak0rmms5xl49w57i2rvid1tk9,1,14.0,59.0,2025-03-30T00:19:25.843Z,2025-03-30T00:19:28Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608800933,212,32.1,5608800935,213,1.14,5608800927,56,Back,5608800931,141,100.0,5608801025,167,,5608800929,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277049,460,5,2,51,30,8cpjplodpphtkbt0hq8sr8mqs,1,75.2,-1.8,2025-03-30T00:19:27.267Z,2025-03-30T01:56:29Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608802051,56,Right,5608802079,233,501,5608802055,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793276869,501,5,2,51,30,ak0rmms5xl49w57i2rvid1tk9,0,24.8,101.8,2025-03-30T00:19:27.267Z,2025-03-30T01:56:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608800981,347,,5608802127,233,460,5608800979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277077,461,1,2,51,43,8cpjplodpphtkbt0hq8sr8mqs,1,77.4,0.0,2025-03-30T00:19:40.196Z,2025-03-30T00:19:43Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608802229,1,,5608802221,140,57.1,5608802217,107,,5608802223,141,13.8,5608802227,213,2.67,5608802225,212,23.9,5608802219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277131,462,1,2,51,46,8cpjplodpphtkbt0hq8sr8mqs,1,45.3,17.6,2025-03-30T00:19:42.940Z,2025-03-30T00:19:46Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608802521,212,25.4,5608802515,56,Back,5608802523,213,1.60,5608802519,141,54.9,5608802517,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277185,463,1,2,51,49,8cpjplodpphtkbt0hq8sr8mqs,1,46.0,55.5,2025-03-30T00:19:45.869Z,2025-03-30T00:19:49Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608802781,212,37.2,5608802779,141,97.4,5608802783,213,0.87,5608802785,1,,5608802773,56,Left,5608802777,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277215,464,1,2,51,52,8cpjplodpphtkbt0hq8sr8mqs,1,71.0,93.9,2025-03-30T00:19:49.348Z,2025-03-30T00:19:52Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608802949,213,3.59,5608802941,56,Back,5608802943,140,48.0,5608802947,212,26.8,5608802945,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277231,465,1,2,51,55,8cpjplodpphtkbt0hq8sr8mqs,1,47.8,75.0,2025-03-30T00:19:52.165Z,2025-03-30T00:19:55Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608803067,141,52.2,5608803069,212,17.4,5608803063,56,Center,5608803065,140,55.3,5608803071,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277237,466,61,2,51,57,8cpjplodpphtkbt0hq8sr8mqs,0,53.6,52.2,2025-03-30T00:19:54.812Z,2025-03-30T00:19:55Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608803099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277283,467,83,2,52,2,8cpjplodpphtkbt0hq8sr8mqs,0,37.8,27.7,2025-03-30T00:19:59.292Z,2025-03-30T00:20:03Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608803583,399,cnqxbvy77blk2ulx06t65it49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277319,503,1,2,52,4,ak0rmms5xl49w57i2rvid1tk9,1,71.2,74.8,2025-03-30T00:20:00.970Z,2025-03-30T00:20:02Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608803491,140,67.3,5608803489,56,Left,5608803495,212,6.9,5608803497,213,2.21,5608803493,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277327,504,1,2,52,5,ak0rmms5xl49w57i2rvid1tk9,0,67.3,82.9,2025-03-30T00:20:01.995Z,2025-03-30T00:20:04Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608803565,141,91.2,5608803563,140,71.0,5608803569,213,0.97,5608803567,212,6.9,5608803561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277353,468,8,2,52,7,8cpjplodpphtkbt0hq8sr8mqs,1,32.5,9.2,2025-03-30T00:20:03.989Z,2025-03-30T00:20:04Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608803667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277365,469,5,2,52,8,8cpjplodpphtkbt0hq8sr8mqs,0,30.0,-1.7,2025-03-30T00:20:04.933Z,2025-03-30T01:56:30Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608804591,233,505,5608803733,347,,5608803731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277503,505,5,2,52,8,ak0rmms5xl49w57i2rvid1tk9,1,70.0,101.7,2025-03-30T00:20:04.933Z,2025-03-30T01:56:30Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608804579,233,469,5608804521,56,Left,5608804523,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277527,506,1,2,52,20,ak0rmms5xl49w57i2rvid1tk9,1,76.7,100.0,2025-03-30T00:20:17.698Z,2025-03-30T00:20:19Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608804637,141,80.5,5608804645,1,,5608804633,56,Left,5608804627,107,,5608804635,140,59.5,5608804675,189,,5608804643,213,3.79,5608804639,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277563,507,1,2,52,22,ak0rmms5xl49w57i2rvid1tk9,1,59.5,80.5,2025-03-30T00:20:19.483Z,2025-03-30T00:20:22Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608804833,1,,5608804825,140,32.9,5608804823,56,Back,5608804861,189,,5608804827,141,37.0,5608804831,213,3.96,5608804829,212,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277655,508,1,2,52,29,ak0rmms5xl49w57i2rvid1tk9,0,31.5,28.6,2025-03-30T00:20:26.596Z,2025-03-30T01:19:15Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608805323,212,53.1,5608805325,213,0.36,5608805319,140,78.8,5608805321,141,56.4,5608805315,155,,5608805331,1,,5608805317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277725,470,1,2,52,31,8cpjplodpphtkbt0hq8sr8mqs,0,19.7,32.7,2025-03-30T00:20:28.252Z,2025-03-30T00:20:32Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608805655,140,41.9,5608805653,56,Back,5608805657,141,49.1,5608805661,213,0.45,5608805659,212,25.8,5608805651,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277741,509,44,2,52,34,ak0rmms5xl49w57i2rvid1tk9,1,59.7,50.4,2025-03-30T00:20:31.155Z,2025-03-30T01:56:01Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608805799,233,471,5608805723,56,Center,5608805727,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277733,471,44,2,52,34,8cpjplodpphtkbt0hq8sr8mqs,0,40.3,49.6,2025-03-30T00:20:31.156Z,2025-03-30T01:56:01Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608805675,285,,5608805673,56,Back,5608805841,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277749,510,61,2,52,35,ak0rmms5xl49w57i2rvid1tk9,1,62.4,49.6,2025-03-30T00:20:32.020Z,2025-03-30T01:31:24Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608805747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277765,472,61,2,52,36,8cpjplodpphtkbt0hq8sr8mqs,1,41.9,49.1,2025-03-30T00:20:33.796Z,2025-03-30T01:31:26Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608805823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277821,511,1,2,52,38,ak0rmms5xl49w57i2rvid1tk9,1,58.7,61.5,2025-03-30T00:20:35.539Z,2025-03-30T00:20:38Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608806115,212,15.4,5608806109,56,Left,5608806111,140,57.8,5608806117,213,1.63,5608806113,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277845,512,1,2,52,41,ak0rmms5xl49w57i2rvid1tk9,1,59.1,90.5,2025-03-30T00:20:38.356Z,2025-03-30T00:20:40Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608806269,213,5.13,5608806263,140,67.6,5608806261,56,Center,5608806267,212,21.9,5608806265,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277877,513,1,2,52,43,ak0rmms5xl49w57i2rvid1tk9,1,67.6,61.1,2025-03-30T00:20:40.138Z,2025-03-30T00:20:42Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608806425,212,10.4,5608806419,56,Center,5608806421,140,77.3,5608806427,213,6.09,5608806423,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277925,514,1,2,52,45,ak0rmms5xl49w57i2rvid1tk9,1,77.1,61.2,2025-03-30T00:20:42.442Z,2025-03-30T00:20:45Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608806677,141,69.4,5608806671,56,Center,5608806683,213,2.44,5608806675,140,70.8,5608806681,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277931,515,4,2,52,48,ak0rmms5xl49w57i2rvid1tk9,1,69.0,63.1,2025-03-30T00:20:45.248Z,2025-03-30T01:37:43Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5608806739,286,,5608806731,13,,5608806733,56,Center,5608806737,265,,5608806919,233,473,5608806735,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277939,473,4,2,52,48,8cpjplodpphtkbt0hq8sr8mqs,0,31.0,36.9,2025-03-30T00:20:45.249Z,2025-03-30T01:37:43Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608806865,152,,5608806867,265,,5608806939,233,515,5608806863,56,Back,5608807259,55,474,5608806861,13,,5608806869,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277987,474,17,2,52,52,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-30T00:20:49.163Z,2025-03-30T00:20:53Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608807247,13,243,5608807241,31,,5608807243,392,,5608807249,55,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278627,516,13,2,53,47,ak0rmms5xl49w57i2rvid1tk9,1,68.4,64.8,2025-03-30T00:21:44.651Z,2025-03-30T02:06:30Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5608811075,231,52.2,5608811069,103,61.1,5608811067,102,59.5,5608811065,77,,5608810499,56,Center,5608810821,20,,5608811073,230,98.9,5608810495,26,,5608811071,458,5608810497,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278751,475,5,2,53,48,8cpjplodpphtkbt0hq8sr8mqs,1,-1.4,41.2,2025-03-30T00:21:45.634Z,2025-03-30T01:31:15Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608811327,233,517,5608811267,346,,5608811265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278671,517,5,2,53,48,ak0rmms5xl49w57i2rvid1tk9,0,101.4,58.8,2025-03-30T00:21:45.634Z,2025-03-30T01:56:31Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5608811341,233,475,5608810773,346,,5608810771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278811,476,1,2,53,58,8cpjplodpphtkbt0hq8sr8mqs,1,3.8,50.3,2025-03-30T00:21:55.186Z,2025-03-30T00:21:59Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5608811529,141,77.3,5608811531,212,19.7,5608811527,140,10.6,5608811523,124,,5608811537,237,,5608811525,56,Back,5608811533,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278873,477,1,2,54,2,8cpjplodpphtkbt0hq8sr8mqs,1,17.2,90.2,2025-03-30T00:21:59.481Z,2025-03-30T00:22:05Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608811865,213,6.27,5608811857,56,Left,5608811863,212,48.8,5608811861,141,88.9,5608811859,140,63.7,5608811867,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278911,478,1,2,54,8,8cpjplodpphtkbt0hq8sr8mqs,0,59.2,88.9,2025-03-30T00:22:04.985Z,2025-03-30T00:22:08Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608812079,141,100.0,5608812077,140,78.2,5608812081,212,21.7,5608812075,56,Left,5608812083,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278899,518,43,2,54,10,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-30T00:22:07.579Z,2025-03-30T00:22:12Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608812371,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278919,479,5,2,54,11,8cpjplodpphtkbt0hq8sr8mqs,0,76.5,101.6,2025-03-30T00:22:07.977Z,2025-03-30T01:56:31Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608812111,347,,5608812243,233,519,5608812109,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278941,519,5,2,54,11,ak0rmms5xl49w57i2rvid1tk9,1,23.5,-1.6,2025-03-30T00:22:07.977Z,2025-03-30T01:56:31Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608812217,347,,5608812235,233,479,5608812215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793278991,520,1,2,54,12,ak0rmms5xl49w57i2rvid1tk9,1,26.4,0.0,2025-03-30T00:22:09.794Z,2025-03-30T00:22:14Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608812473,212,12.2,5608812475,213,2.16,5608812469,140,20.0,5608812465,107,,5608812471,141,12.9,5608812467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279023,521,1,2,54,17,ak0rmms5xl49w57i2rvid1tk9,1,20.5,18.5,2025-03-30T00:22:14.234Z,2025-03-30T00:22:16Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608812645,140,19.9,5608812651,213,1.59,5608812647,141,63.4,5608812643,56,Back,5608812649,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279099,522,1,2,54,19,ak0rmms5xl49w57i2rvid1tk9,1,21.2,64.5,2025-03-30T00:22:16.490Z,2025-03-30T00:22:23Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608813015,56,Back,5608813023,213,3.97,5608813021,212,18.9,5608813017,140,9.0,5608813019,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279145,523,1,2,54,26,ak0rmms5xl49w57i2rvid1tk9,1,13.8,48.1,2025-03-30T00:22:23.658Z,2025-03-30T00:22:27Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608813225,56,Back,5608813233,213,1.51,5608813227,140,15.0,5608813231,212,21.7,5608813229,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279163,524,1,2,54,30,ak0rmms5xl49w57i2rvid1tk9,1,15.0,79.9,2025-03-30T00:22:26.906Z,2025-03-30T00:22:29Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608813313,140,26.2,5608813319,213,5.81,5608813317,212,13.2,5608813311,56,Back,5608813315,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279207,525,1,2,54,32,ak0rmms5xl49w57i2rvid1tk9,0,30.0,82.1,2025-03-30T00:22:28.875Z,2025-03-30T00:22:32Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608813541,155,,5608813549,212,47.9,5608813553,1,,5608813545,140,73.8,5608813551,213,0.28,5608813547,141,100.0,5608813543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279321,480,5,2,54,35,8cpjplodpphtkbt0hq8sr8mqs,1,25.6,-1.8,2025-03-30T00:22:32.008Z,2025-03-30T01:56:32Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608814115,56,Back,5608814123,233,526,5608814117,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279215,526,5,2,54,35,ak0rmms5xl49w57i2rvid1tk9,0,74.4,101.8,2025-03-30T00:22:32.008Z,2025-03-30T01:56:32Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608813593,56,Left,5608813595,347,,5608814159,233,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279355,481,1,2,54,43,8cpjplodpphtkbt0hq8sr8mqs,1,25.9,0.0,2025-03-30T00:22:40.649Z,2025-03-30T00:22:43Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608814307,56,Back,5608814315,213,2.04,5608814313,212,16.3,5608814305,107,,5608814309,140,18.9,5608814311,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279403,482,1,2,54,45,8cpjplodpphtkbt0hq8sr8mqs,1,19.8,19.5,2025-03-30T00:22:42.841Z,2025-03-30T00:22:46Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608814569,213,1.57,5608814563,140,19.8,5608814561,56,Back,5608814567,212,23.7,5608814565,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279513,483,1,2,54,49,8cpjplodpphtkbt0hq8sr8mqs,1,24.6,67.8,2025-03-30T00:22:46.489Z,2025-03-30T00:22:53Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608815105,141,97.7,5608815111,1,,5608815101,56,Left,5608815107,212,33.8,5608815109,213,0.65,5608815103,140,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279575,484,1,2,54,55,8cpjplodpphtkbt0hq8sr8mqs,1,49.6,95.9,2025-03-30T00:22:52.824Z,2025-03-30T00:22:57Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608815369,212,14.6,5608815363,56,Back,5608815367,141,76.3,5608815365,140,44.0,5608815371,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279605,485,1,2,55,0,8cpjplodpphtkbt0hq8sr8mqs,1,44.0,76.3,2025-03-30T00:22:57.192Z,2025-03-30T00:22:58Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608815535,212,30.9,5608815529,56,Back,5608815531,140,33.7,5608815537,213,4.36,5608815533,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279637,486,1,2,55,1,8cpjplodpphtkbt0hq8sr8mqs,1,33.7,33.7,2025-03-30T00:22:58.409Z,2025-03-30T00:23:00Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608815735,140,39.8,5608815741,213,0.97,5608815739,212,11.2,5608815733,56,Back,5608815737,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279647,487,1,2,55,3,8cpjplodpphtkbt0hq8sr8mqs,1,40.5,44.0,2025-03-30T00:23:00.577Z,2025-03-30T00:23:02Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608815809,140,57.7,5608815815,213,1.03,5608815807,56,Left,5608815813,212,34.9,5608815817,1,,5608815811,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279689,488,1,2,55,5,8cpjplodpphtkbt0hq8sr8mqs,1,59.2,88.3,2025-03-30T00:23:02.768Z,2025-03-30T00:23:05Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608816007,140,80.3,5608816005,56,Left,5608816013,213,0.17,5608816009,141,93.8,5608816011,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279721,489,1,2,55,8,8cpjplodpphtkbt0hq8sr8mqs,0,74.3,84.7,2025-03-30T00:23:05.184Z,2025-03-30T00:23:07Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608816175,212,27.8,5608816169,56,Center,5608816171,140,96.4,5608816177,213,5.70,5608816173,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279759,527,54,2,55,14,ak0rmms5xl49w57i2rvid1tk9,1,3.9,35.8,2025-03-30T00:23:11.605Z,2025-03-30T00:23:14Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608816527,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793279949,529,27,2,55,26,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-30T00:23:23.755Z,2025-03-30T00:23:27Z,,,,,5608817463,41,Injury,5608817465,53,dqekbs06e79n3vapj437pwyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793280005,491,28,2,55,34,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-30T00:23:31.344Z,2025-03-30T00:23:31Z,,,,,5608817805,55,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281083,530,28,2,56,52,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-30T00:24:49.754Z,2025-03-30T00:24:49Z,,,,,5608823603,55,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281307,533,1,2,57,11,ak0rmms5xl49w57i2rvid1tk9,0,15.3,35.5,2025-03-30T00:25:08.051Z,2025-03-30T00:25:11Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608824825,212,59.1,5608824819,56,Right,5608824817,199,,5608824821,140,67.8,5608824827,213,5.91,5608824829,1,,5608824823,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281369,494,1,2,57,16,8cpjplodpphtkbt0hq8sr8mqs,1,37.4,97.5,2025-03-30T00:25:12.878Z,2025-03-30T00:25:14Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608825185,140,48.6,5608825183,56,Back,5608825187,141,91.5,5608825189,212,12.4,5608825181,3,,5608825191,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281379,495,1,2,57,17,8cpjplodpphtkbt0hq8sr8mqs,0,48.6,91.5,2025-03-30T00:25:14.566Z,2025-03-30T01:14:07Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608825237,3,,5608825245,56,Left,5608825261,213,0.37,5608825241,168,,5608825257,212,11.0,5608825249,140,58.4,5608825253,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281387,534,1,2,57,17,ak0rmms5xl49w57i2rvid1tk9,0,46.9,7.9,2025-03-30T00:25:14.571Z,2025-03-30T00:25:15Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608825303,157,,5608825307,140,64.2,5608825315,1,,5608825313,213,5.93,5608825305,56,Right,5608825309,141,0.0,5608825311,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793281481,496,5,2,57,18,8cpjplodpphtkbt0hq8sr8mqs,1,40.3,102.0,2025-03-30T00:25:15.435Z,2025-03-30T01:56:32Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608825797,56,Back,5608825821,233,535,5608825799,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
