id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2822673937,364,1,1,44,0,daicfonrbj124lu2la2rctxck,1,19.7,34.3,2025-06-14T23:50:18.789Z,2025-06-14T23:50:22Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771299449,56,Back,5771299451,140,29.3,5771299453,141,36.9,5771299457,213,0.17,5771299455,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822673953,365,1,1,44,3,daicfonrbj124lu2la2rctxck,1,30.2,40.9,2025-06-14T23:50:21.949Z,2025-06-14T23:50:24Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771299563,56,Back,5771299571,213,4.69,5771299567,141,21.9,5771299565,140,29.9,5771299569,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674005,366,1,1,44,5,daicfonrbj124lu2la2rctxck,1,30.4,22.4,2025-06-14T23:50:24.357Z,2025-06-14T23:50:29Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771299807,140,19.7,5771299811,212,14.6,5771299813,213,2.45,5771299805,56,Back,5771299809,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674049,367,1,1,44,11,daicfonrbj124lu2la2rctxck,1,19.5,38.0,2025-06-14T23:50:29.630Z,2025-06-14T23:50:34Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771300057,56,Back,5771300059,140,38.9,5771300063,212,44.2,5771300055,155,,5771300065,213,1.09,5771300067,1,,5771300061,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674045,325,83,1,44,15,6597wqy6gmpv3zjx7rp8cdj46,0,69.1,18.8,2025-06-14T23:50:34.089Z,2025-06-14T23:50:38Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771300243,399,eg5pbxm7emj77mdcub4xp6m3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674075,368,1,1,44,15,daicfonrbj124lu2la2rctxck,1,38.9,95.7,2025-06-14T23:50:34.198Z,2025-06-14T23:50:36Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771300187,141,79.9,5771300185,140,26.8,5771300191,213,3.84,5771300189,212,16.6,5771300183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674087,369,1,1,44,18,daicfonrbj124lu2la2rctxck,1,27.8,74.5,2025-06-14T23:50:36.549Z,2025-06-14T23:50:43Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771300255,212,28.8,5771300249,56,Back,5771300253,141,32.7,5771300251,140,23.3,5771300257,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674139,370,1,1,44,24,daicfonrbj124lu2la2rctxck,1,32.7,15.2,2025-06-14T23:50:43.118Z,2025-06-14T23:50:46Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771300591,212,13.7,5771300593,213,0.37,5771300589,141,22.4,5771300585,56,Back,5771300587,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674171,371,1,1,44,27,daicfonrbj124lu2la2rctxck,0,44.9,22.4,2025-06-14T23:50:46.053Z,2025-06-14T23:50:48Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771300765,56,Right,5771300773,213,5.77,5771300769,141,0.0,5771300767,140,72.3,5771300771,212,33.0,5771300775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674247,326,5,1,44,30,6597wqy6gmpv3zjx7rp8cdj46,1,28.8,101.6,2025-06-14T23:50:48.892Z,2025-06-15T01:09:32Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771301193,56,Back,5771301201,233,372,5771301195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674175,372,5,1,44,30,daicfonrbj124lu2la2rctxck,0,71.2,-1.6,2025-06-14T23:50:48.892Z,2025-06-15T01:09:33Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771300781,56,Right,5771300783,347,,5771301207,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674261,327,1,1,44,39,6597wqy6gmpv3zjx7rp8cdj46,1,30.5,100.0,2025-06-14T23:50:58.457Z,2025-06-14T23:51:00Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771301327,140,41.4,5771301331,141,81.1,5771301323,56,Back,5771301319,107,,5771301335,212,18.2,5771301339,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674269,328,1,1,44,42,6597wqy6gmpv3zjx7rp8cdj46,1,41.4,81.1,2025-06-14T23:51:00.585Z,2025-06-14T23:51:06Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771301383,141,85.0,5771301387,213,2.78,5771301381,140,34.7,5771301379,56,Back,5771301385,212,7.5,5771301623,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674283,329,1,1,44,43,6597wqy6gmpv3zjx7rp8cdj46,0,32.9,93.0,2025-06-14T23:51:02.194Z,2025-06-14T23:51:04Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771301495,213,0.14,5771301487,56,Left,5771301491,141,100.0,5771301489,140,70.4,5771301497,1,,5771301485,155,,5771301493,212,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674287,330,5,1,44,45,6597wqy6gmpv3zjx7rp8cdj46,0,68.2,100.8,2025-06-14T23:51:04.100Z,2025-06-15T01:09:33Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771301517,347,,5771301643,233,373,5771301515,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674303,373,5,1,44,45,daicfonrbj124lu2la2rctxck,1,31.8,-0.8,2025-06-14T23:51:04.100Z,2025-06-14T23:51:10Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771301625,233,330,5771301619,56,Back,5771301621,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674343,374,1,1,44,50,daicfonrbj124lu2la2rctxck,1,27.8,0.0,2025-06-14T23:51:09.470Z,2025-06-14T23:51:13Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771301893,140,13.4,5771301891,56,Back,5771301889,107,,5771301897,212,25.0,5771301899,213,2.22,5771301895,141,27.6,5771301901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674367,375,1,1,44,54,daicfonrbj124lu2la2rctxck,1,11.2,41.3,2025-06-14T23:51:13.349Z,2025-06-14T23:51:21Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771302055,56,Back,5771302059,141,60.0,5771302061,212,19.4,5771302063,213,0.71,5771302057,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675493,393,70,1,44,59,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:51:17.511Z,2025-06-14T23:53:38Z,,,,,5771308221,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674369,376,1,1,45,3,daicfonrbj124lu2la2rctxck,1,26.7,58.4,2025-06-14T23:51:21.829Z,2025-06-14T23:51:23Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771302083,213,5.72,5771302075,56,Back,5771302079,141,49.7,5771302077,140,35.7,5771302081,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674401,377,1,1,45,4,daicfonrbj124lu2la2rctxck,1,35.7,49.7,2025-06-14T23:51:22.996Z,2025-06-14T23:51:27Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771302241,213,3.93,5771302239,212,19.2,5771302235,140,22.8,5771302237,141,29.7,5771302233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674431,378,1,1,45,8,daicfonrbj124lu2la2rctxck,1,24.9,17.7,2025-06-14T23:51:27.389Z,2025-06-14T23:51:30Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771302387,56,Back,5771302395,213,0.79,5771302391,141,30.6,5771302389,140,33.2,5771302393,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674447,379,1,1,45,12,daicfonrbj124lu2la2rctxck,1,33.8,26.1,2025-06-14T23:51:30.869Z,2025-06-14T23:51:32Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771302469,56,Back,5771302477,213,3.61,5771302471,140,25.2,5771302473,141,19.4,5771302475,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674489,380,1,1,45,13,daicfonrbj124lu2la2rctxck,1,25.3,19.5,2025-06-14T23:51:32.324Z,2025-06-14T23:51:36Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771302697,141,39.4,5771302695,140,19.9,5771302701,213,1.97,5771302699,212,14.7,5771302693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674545,381,2,1,45,18,daicfonrbj124lu2la2rctxck,1,23.8,38.3,2025-06-14T23:51:36.785Z,2025-06-14T23:51:42Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771302991,1,,5771302993,56,Center,5771302989,7,449e2muutlpvx9lhv1t2tcsmh,5771302969,140,74.4,5771302971,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674867,332,1,1,45,59,6597wqy6gmpv3zjx7rp8cdj46,0,23.2,63.9,2025-06-14T23:52:18.377Z,2025-06-14T23:52:21Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5771304595,141,88.1,5771304587,155,,5771304599,213,0.37,5771304591,56,Left,5771304597,212,45.0,5771304589,241,,5771304585,5,,5771304593,140,63.1,5771304601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674895,382,44,1,46,2,daicfonrbj124lu2la2rctxck,1,33.3,13.0,2025-06-14T23:52:20.791Z,2025-06-15T01:09:49Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771304725,233,333,5771304707,285,,5771304703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674875,333,44,1,46,2,6597wqy6gmpv3zjx7rp8cdj46,0,66.7,87.0,2025-06-14T23:52:20.792Z,2025-06-15T01:09:49Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771304623,56,Left,5771304625,286,,5771304765,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674915,383,1,1,46,2,daicfonrbj124lu2la2rctxck,0,28.8,14.6,2025-06-14T23:52:21.340Z,2025-06-15T00:21:43Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771304811,141,19.5,5771304813,212,6.5,5771304807,56,Back,5771304809,140,34.1,5771304815,213,0.54,5771304805,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822676175,354,61,1,46,3,6597wqy6gmpv3zjx7rp8cdj46,1,63.1,88.3,2025-06-14T23:52:21.511Z,2025-06-14T23:55:10Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771312187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674913,334,1,1,46,3,6597wqy6gmpv3zjx7rp8cdj46,0,58.3,78.7,2025-06-14T23:52:22.466Z,2025-06-14T23:52:23Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771304803,213,1.95,5771304793,3,,5771304801,212,6.9,5771304797,140,55.9,5771304799,141,88.1,5771304795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674921,384,1,1,46,5,daicfonrbj124lu2la2rctxck,0,38.7,17.0,2025-06-14T23:52:24.243Z,2025-06-14T23:52:51Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771306117,56,Back,5771306119,140,41.2,5771306115,3,,5771306123,212,4.9,5771306125,213,5.28,5771306121,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674955,386,61,1,46,7,daicfonrbj124lu2la2rctxck,1,44.2,6.1,2025-06-14T23:52:26.218Z,2025-06-14T23:52:26Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771304999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675007,335,5,1,46,7,6597wqy6gmpv3zjx7rp8cdj46,1,48.8,101.6,2025-06-14T23:52:26.353Z,2025-06-15T01:09:33Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771305313,56,Back,5771305355,233,387,5771305315,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822674961,387,5,1,46,7,daicfonrbj124lu2la2rctxck,0,51.2,-1.6,2025-06-14T23:52:26.353Z,2025-06-15T01:09:34Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771305029,56,Right,5771305365,233,335,5771305031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675123,336,1,1,46,26,6597wqy6gmpv3zjx7rp8cdj46,1,55.1,100.0,2025-06-14T23:52:44.841Z,2025-06-14T23:52:48Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771305991,107,,5771305997,141,76.3,5771306001,213,3.93,5771305999,212,24.2,5771305995,140,38.8,5771305993,56,Back,5771306003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675129,337,1,1,46,29,6597wqy6gmpv3zjx7rp8cdj46,1,36.3,70.8,2025-06-14T23:52:48.368Z,2025-06-14T23:52:50Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771306055,212,8.7,5771306051,140,37.1,5771306053,141,83.5,5771306057,213,1.47,5771306049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675151,338,1,1,46,31,6597wqy6gmpv3zjx7rp8cdj46,1,37.1,83.5,2025-06-14T23:52:50.144Z,2025-06-14T23:52:52Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771306205,213,0.40,5771306201,141,89.9,5771306199,140,46.8,5771306203,212,11.1,5771306197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675183,339,1,1,46,33,6597wqy6gmpv3zjx7rp8cdj46,1,46.3,89.9,2025-06-14T23:52:52.128Z,2025-06-14T23:52:55Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771306339,213,3.48,5771306335,141,82.3,5771306337,212,15.7,5771306333,140,32.2,5771306331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675217,340,1,1,46,36,6597wqy6gmpv3zjx7rp8cdj46,1,34.8,76.6,2025-06-14T23:52:55.504Z,2025-06-14T23:52:59Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771306561,213,4.32,5771306553,56,Back,5771306559,212,15.0,5771306555,140,29.3,5771306557,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675241,341,1,1,46,41,6597wqy6gmpv3zjx7rp8cdj46,1,26.2,49.3,2025-06-14T23:52:59.544Z,2025-06-14T23:53:02Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771306663,212,15.4,5771306659,140,21.8,5771306657,56,Back,5771306661,141,70.9,5771306665,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675261,342,1,1,46,43,6597wqy6gmpv3zjx7rp8cdj46,1,21.7,70.9,2025-06-14T23:53:02.312Z,2025-06-14T23:53:04Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5771306793,155,,5771306803,213,0.54,5771306797,140,41.5,5771306801,212,24.3,5771306795,56,Back,5771306799,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675273,343,1,1,46,45,6597wqy6gmpv3zjx7rp8cdj46,1,41.5,89.4,2025-06-14T23:53:04.504Z,2025-06-14T23:53:06Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771306867,140,30.6,5771306869,141,79.4,5771306865,56,Back,5771306873,213,3.68,5771306863,3,,5771306871,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675279,344,1,1,46,47,6597wqy6gmpv3zjx7rp8cdj46,1,31.0,79.4,2025-06-14T23:53:06.314Z,2025-06-14T23:53:07Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771306919,213,1.07,5771306915,141,93.0,5771306911,56,Back,5771306913,140,35.8,5771306917,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675293,345,1,1,46,48,6597wqy6gmpv3zjx7rp8cdj46,0,35.8,93.0,2025-06-14T23:53:07.313Z,2025-06-14T23:53:08Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771306997,212,13.5,5771306991,56,Back,5771306993,140,38.0,5771306999,213,4.88,5771306995,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675315,388,1,1,46,52,daicfonrbj124lu2la2rctxck,0,61.1,19.1,2025-06-14T23:53:10.539Z,2025-06-14T23:53:11Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771307121,56,Right,5771307123,140,77.6,5771307127,212,19.2,5771307129,213,5.84,5771307125,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675333,346,1,1,46,52,6597wqy6gmpv3zjx7rp8cdj46,1,32.4,86.5,2025-06-14T23:53:11.104Z,2025-06-14T23:53:13Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771307199,56,Back,5771307203,141,58.8,5771307205,212,27.4,5771307207,213,3.90,5771307201,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675369,347,1,1,46,54,6597wqy6gmpv3zjx7rp8cdj46,1,13.0,58.8,2025-06-14T23:53:13.504Z,2025-06-14T23:53:17Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5771307405,213,0.25,5771307397,56,Left,5771307399,140,64.3,5771307403,212,55.6,5771307401,141,79.1,5771307407,1,,5771307395,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675377,348,43,1,46,58,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-14T23:53:17.383Z,2025-06-14T23:53:45Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771308417,144,44,5771307473,286,0,5771307471,56,Left,5771307517,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675381,389,43,1,46,58,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:53:17.384Z,2025-06-14T23:53:46Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771308419,144,44,5771307503,285,0,5771307501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675411,349,1,1,46,59,6597wqy6gmpv3zjx7rp8cdj46,1,64.3,79.1,2025-06-14T23:53:17.668Z,2025-06-14T23:53:44Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771307705,213,0.37,5771307697,56,Left,5771307699,140,72.2,5771307701,141,83.9,5771307695,3,,5771308399,168,,5771307703,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675419,350,1,1,47,5,6597wqy6gmpv3zjx7rp8cdj46,0,90.2,75.9,2025-06-14T23:53:23.569Z,2025-06-14T23:54:38Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5771307749,140,86.8,5771307753,212,10.3,5771307751,141,61.7,5771307755,213,4.36,5771307747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675889,353,43,1,47,6,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-14T23:53:24.511Z,2025-06-15T00:22:54Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771382899,144,61,5771310531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688917,543,12,1,47,6,daicfonrbj124lu2la2rctxck,1,7.4,45.0,2025-06-14T23:53:25.463Z,2025-06-15T00:23:22Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771384407,56,Back,5771384411,141,55.0,5771384413,212,8.0,5771384409,140,11.5,5771384415,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675439,390,12,1,47,6,daicfonrbj124lu2la2rctxck,1,11.9,54.8,2025-06-14T23:53:25.501Z,2025-06-14T23:53:30Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771307933,141,73.2,5771307931,140,20.5,5771307939,213,0.95,5771307929,56,Back,5771307935,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675431,351,15,1,47,9,6597wqy6gmpv3zjx7rp8cdj46,1,79.3,37.4,2025-06-14T23:53:28.087Z,2025-06-14T23:54:28Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771310193,458,,5771307883,56,Center,5771308177,78,,5771308187,103,6.3,5771307999,20,,5771307879,22,,5771307881,18,,5771308189,146,97.6,5771308197,233,5771308191,147,5771308185,102,,,,,,,,,,,,,,,,,391,47.5,50.2,,,,,,,
2822675445,391,10,1,47,9,daicfonrbj124lu2la2rctxck,1,2.4,53.6,2025-06-14T23:53:28.187Z,2025-06-14T23:53:38Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771307961,56,Back,5771308059,177,,5771307959,182,,5771308213,233,351,5771308061,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675499,352,30,1,47,17,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-14T23:53:36.316Z,2025-06-14T23:53:39Z,,,,,5771308239,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822675495,394,30,1,47,17,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:53:36.316Z,2025-06-14T23:53:38Z,,,,,5771308223,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822682367,412,18,2,45,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-15T00:09:49.628Z,2025-06-15T00:10:45Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771347315,44,Defender,5771347363,55,413,5771347313,42,,5771347317,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822682373,413,19,2,45,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-15T00:09:49.629Z,2025-06-15T00:10:45Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5771347333,42,,5771347343,293,1,5771347337,145,3,5771347345,44,Defender,5771347339,59,15,5771347347,55,412,5771347341,292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681937,358,32,2,45,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-15T00:09:59.628Z,2025-06-15T00:10:00Z,,,,,5771345131,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681935,404,32,2,45,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-15T00:09:59.628Z,2025-06-15T00:09:59Z,,,,,5771345125,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681969,359,1,2,45,0,6597wqy6gmpv3zjx7rp8cdj46,1,49.7,49.9,2025-06-15T00:09:59.629Z,2025-06-15T00:10:03Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771345307,213,2.85,5771345299,56,Back,5771345303,141,61.4,5771345301,140,25.1,5771345309,279,S,5771345305,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681981,360,1,2,45,3,6597wqy6gmpv3zjx7rp8cdj46,0,25.1,61.4,2025-06-15T00:10:03.553Z,2025-06-15T01:11:49Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771345367,141,36.7,5771346327,157,,5771345369,212,49.8,5771345365,140,69.7,5771345373,1,,5771345363,56,Center,5771345371,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822682003,405,1,2,45,5,daicfonrbj124lu2la2rctxck,1,24.5,80.5,2025-06-15T00:10:05.314Z,2025-06-15T00:10:17Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771345493,212,8.7,5771345487,56,Back,5771345495,213,5.59,5771345485,3,,5771345491,141,72.3,5771345489,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822682009,406,61,2,45,7,daicfonrbj124lu2la2rctxck,0,30.9,72.3,2025-06-15T00:10:07.025Z,2025-06-15T00:10:07Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771345527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
