id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2809977227,301,1,1,35,21,bk3zg8yaj5uoqhxzwons3bo8a,1,37.0,57.0,2025-05-04T01:43:08.106Z,2025-05-04T01:43:14Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5700809115,140,42.5,5700809113,56,Back,5700809121,213,1.34,5700809119,212,25.4,5700809117,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977223,334,83,1,35,27,5h878vnmkbuy2ummddprusxgq,0,54.9,27.7,2025-05-04T01:43:14.241Z,2025-05-04T01:57:46Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700809295,399,7b346y8ad54mkc0h1343ybs2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977231,302,1,1,35,27,bk3zg8yaj5uoqhxzwons3bo8a,0,42.1,88.7,2025-05-04T01:43:14.314Z,2025-05-04T01:43:15Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700809137,141,74.4,5700809133,56,Back,5700809141,213,4.50,5700809139,212,9.9,5700809135,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977237,335,43,1,35,28,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T01:43:15.513Z,2025-05-04T01:43:18Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700809233,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977275,336,8,1,35,31,5h878vnmkbuy2ummddprusxgq,1,63.0,35.8,2025-05-04T01:43:18.498Z,2025-05-04T03:22:25Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700856061,56,Center,5700856195,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977315,303,1,1,35,32,bk3zg8yaj5uoqhxzwons3bo8a,1,38.0,88.4,2025-05-04T01:43:19.420Z,2025-05-04T01:43:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700809541,141,77.0,5700809539,140,81.4,5700809537,56,Center,5700809547,1,,5700809545,213,6.11,5700809543,212,46.2,5700809535,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977349,304,1,1,35,37,bk3zg8yaj5uoqhxzwons3bo8a,1,83.9,79.8,2025-05-04T01:43:23.626Z,2025-05-04T01:43:35Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,1.0,,5700809711,140,75.5,5700809717,213,4.15,5700809709,56,Center,5700809715,212,16.7,5700809983,210,15,5700809713,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977353,305,15,1,35,41,bk3zg8yaj5uoqhxzwons3bo8a,1,78.0,54.6,2025-05-04T01:43:27.738Z,2025-05-04T01:43:36Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5700810025,230,98.6,5700810003,78,,5700810069,233,337,5700810021,146,82.8,5700810027,231,51.6,5700810017,103,19,5700810019,215,,5700810023,147,53.2,5700810013,102,5700809747,18,,5700809885,82,,5700809749,56,5700809745,22,48.4,Center,5700810009,55,304,,5700809881,20,,5700810007,29,,,,
2809977367,337,10,1,35,41,5h878vnmkbuy2ummddprusxgq,1,17.2,46.8,2025-05-04T01:43:27.838Z,2025-05-04T01:43:36Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,1.0,,5700809807,56,Back,5700809805,94,,5700810091,233,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977441,339,15,1,35,52,5h878vnmkbuy2ummddprusxgq,1,85.2,55.2,2025-05-04T01:43:39.282Z,2025-05-04T04:29:21Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700810693,102,51.1,5700810705,231,53.4,5700810231,56,Center,5701126863,55,337,5700810701,147,54.2,5700810703,230,95.5,5700810695,103,19,5700810527,20,,5701126861,29,5700810725,233,306,5700810531,82,,5700810691,78,5701127017,23,,,5701126859,17,,,5700810699,146,89.0,,,,,,
2809977467,306,10,1,35,52,bk3zg8yaj5uoqhxzwons3bo8a,1,8.3,40.8,2025-05-04T01:43:39.382Z,2025-05-04T01:43:47Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700810371,94,,5700810743,233,339,5700810373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809985747,393,61,1,35,54,bk3zg8yaj5uoqhxzwons3bo8a,1,13.5,37.0,2025-05-04T01:43:41.383Z,2025-05-04T01:55:40Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700850903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977477,340,43,1,35,54,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T01:43:41.442Z,2025-05-04T01:58:47Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5700810413,140,81.1,5700810415,141,50.4,5700810419,213,3.92,5700810417,212,11.5,5700810411,56,Center,5700860647,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809986117,395,12,1,35,56,bk3zg8yaj5uoqhxzwons3bo8a,1,11.3,36.1,2025-05-04T01:43:42.626Z,2025-05-04T01:55:57Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700852715,56,Back,5700852721,212,16.6,5700852719,141,42.4,5700852723,213,0.26,5700852717,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977563,309,1,1,35,58,bk3zg8yaj5uoqhxzwons3bo8a,1,30.9,58.7,2025-05-04T01:43:45.409Z,2025-05-04T01:43:49Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700810855,140,29.1,5700810859,141,12.5,5700810865,213,4.65,5700810863,212,31.5,5700810851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977623,310,1,1,36,2,bk3zg8yaj5uoqhxzwons3bo8a,1,29.1,12.5,2025-05-04T01:43:49.437Z,2025-05-04T01:43:54Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700811151,140,53.3,5700811155,212,26.1,5700811149,56,Right,5700811153,141,3.5,5700811157,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977691,311,1,1,36,7,bk3zg8yaj5uoqhxzwons3bo8a,1,61.8,4.4,2025-05-04T01:43:54.338Z,2025-05-04T01:43:59Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700811497,213,1.90,5700811493,141,22.3,5700811495,212,12.9,5700811489,56,Center,5700811491,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977717,312,3,1,36,12,bk3zg8yaj5uoqhxzwons3bo8a,1,57.0,17.8,2025-05-04T01:43:59.252Z,2025-05-04T01:44:06Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5700811625,56,Right,5700811659,233,341,5700811627,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977709,341,45,1,36,12,5h878vnmkbuy2ummddprusxgq,0,43.0,82.2,2025-05-04T01:43:59.252Z,2025-05-04T01:59:08Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700811573,285,,5700811665,233,312,5700811571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977775,313,1,1,36,14,bk3zg8yaj5uoqhxzwons3bo8a,0,61.1,27.8,2025-05-04T01:44:00.777Z,2025-05-04T01:44:07Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5700811907,196,,5700811919,141,100.0,5700811927,213,0.94,5700811911,56,Left,5700811923,212,61.3,5700811915,140,95.6,5700811931,1,,5700811905,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977783,314,5,1,36,16,bk3zg8yaj5uoqhxzwons3bo8a,0,102.0,82.6,2025-05-04T01:44:03.015Z,2025-05-04T03:22:59Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5700811959,56,Left,5701041973,346,,5700812279,233,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809977833,342,5,1,36,16,5h878vnmkbuy2ummddprusxgq,1,-2.0,17.4,2025-05-04T01:44:03.015Z,2025-05-04T03:31:20Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700812155,56,Back,5700812245,233,314,5701042017,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978489,315,27,1,37,26,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-04T01:45:13.131Z,2025-05-04T01:45:17Z,,,,,5700815535,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978487,344,27,1,37,26,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T01:45:13.131Z,2025-05-04T01:45:17Z,,,,,5700815513,233,315,5700815507,246,,5700815505,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978495,316,28,1,37,30,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-04T01:45:17.354Z,2025-05-04T01:45:19Z,,,,,5700815593,233,345,5700815529,55,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978501,345,28,1,37,30,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T01:45:17.354Z,2025-05-04T01:45:18Z,,,,,5700815559,233,316,5700815551,55,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978557,346,1,1,37,31,5h878vnmkbuy2ummddprusxgq,0,5.5,53.1,2025-05-04T01:45:18.362Z,2025-05-04T03:23:16Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700815833,213,0.01,5700815829,141,54.0,5700815827,140,71.3,5700815835,1,,5700815825,56,Center,5701042471,237,,5700815831,212,69.1,5701042469,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978549,317,8,1,37,34,bk3zg8yaj5uoqhxzwons3bo8a,1,26.7,59.0,2025-05-04T01:45:21.617Z,2025-05-04T01:45:22Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700815791,56,Back,5700815837,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978577,318,4,1,37,36,bk3zg8yaj5uoqhxzwons3bo8a,1,28.8,53.0,2025-05-04T01:45:23.352Z,2025-05-04T03:28:23Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700816157,233,347,5701042625,294,,5700815977,56,Back,5700815979,152,,5700815985,285,,5700815975,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978585,347,4,1,37,36,5h878vnmkbuy2ummddprusxgq,0,71.2,47.0,2025-05-04T01:45:23.353Z,2025-05-04T03:28:23Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700816097,152,,5700816091,13,,5700816093,294,,5700816163,233,318,5700816103,286,,5700816095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978679,319,1,1,37,40,bk3zg8yaj5uoqhxzwons3bo8a,1,26.7,58.8,2025-05-04T01:45:26.840Z,2025-05-04T01:45:30Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700816373,5,,5700816383,141,86.9,5700816385,212,24.6,5700816375,152,,5700816377,56,Back,5700816387,213,0.89,5700816381,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978745,320,1,1,37,43,bk3zg8yaj5uoqhxzwons3bo8a,1,44.0,90.8,2025-05-04T01:45:30.192Z,2025-05-04T01:45:34Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700816691,141,71.3,5700816695,212,16.2,5700816689,140,35.2,5700816685,56,Back,5700816699,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978793,321,1,1,37,47,bk3zg8yaj5uoqhxzwons3bo8a,0,31.7,89.3,2025-05-04T01:45:34.528Z,2025-05-04T01:51:11Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700816979,140,46.7,5700816983,212,16.1,5700816977,56,Back,5700816981,141,84.5,5700816985,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809985723,406,8,1,37,52,5h878vnmkbuy2ummddprusxgq,1,53.9,22.2,2025-05-04T01:45:38.626Z,2025-05-04T01:55:24Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700850811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978825,349,1,1,37,53,5h878vnmkbuy2ummddprusxgq,1,44.4,12.6,2025-05-04T01:45:39.864Z,2025-05-04T01:55:52Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700817119,141,23.1,5700817123,213,2.52,5700817117,140,34.9,5700817113,56,Back,5700817121,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809983003,367,83,1,37,53,bk3zg8yaj5uoqhxzwons3bo8a,0,46.6,86.6,2025-05-04T01:45:40.276Z,2025-05-04T01:51:23Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700838223,399,2mxaagzu9rb92z9880yjllbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978839,350,1,1,37,55,5h878vnmkbuy2ummddprusxgq,1,34.9,23.1,2025-05-04T01:45:42.440Z,2025-05-04T01:45:43Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700817181,212,13.8,5700817175,56,Back,5700817177,140,48.0,5700817179,141,23.4,5700817183,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978869,351,1,1,37,59,5h878vnmkbuy2ummddprusxgq,0,44.7,12.9,2025-05-04T01:45:46.206Z,2025-05-04T01:55:50Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700852357,213,5.72,5700852353,212,18.7,5700852345,140,59.7,5700817345,56,Right,5700852349,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978991,324,5,1,38,0,bk3zg8yaj5uoqhxzwons3bo8a,1,50.6,100.6,2025-05-04T01:45:46.728Z,2025-05-04T03:23:28Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700817893,347,,5700817907,233,352,5700817891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809978883,352,5,1,38,0,5h878vnmkbuy2ummddprusxgq,0,49.4,-0.6,2025-05-04T01:45:46.728Z,2025-05-04T03:31:20Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700817413,347,,5700817935,233,324,5700817411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979051,325,1,1,38,11,bk3zg8yaj5uoqhxzwons3bo8a,1,52.4,100.0,2025-05-04T01:45:58.263Z,2025-05-04T01:46:03Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700818197,213,6.03,5700818189,56,Left,5700818191,140,70.2,5700818187,107,,5700818193,141,94.5,5700818195,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979063,326,3,1,38,16,bk3zg8yaj5uoqhxzwons3bo8a,0,74.8,95.4,2025-05-04T01:46:03.591Z,2025-05-04T01:46:11Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700818421,233,353,5700818243,56,Left,5700818245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979093,353,7,1,38,16,5h878vnmkbuy2ummddprusxgq,1,25.2,4.6,2025-05-04T01:46:03.592Z,2025-05-04T01:56:06Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700818379,167,,5700818383,285,,5700818381,56,Back,5700818401,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979273,327,5,1,38,18,bk3zg8yaj5uoqhxzwons3bo8a,1,77.0,101.1,2025-05-04T01:46:05.064Z,2025-05-04T03:31:21Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700819237,56,Left,5700819239,347,,5700819257,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979141,354,5,1,38,18,5h878vnmkbuy2ummddprusxgq,0,23.0,-1.1,2025-05-04T01:46:05.064Z,2025-05-04T03:31:21Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700819291,233,327,5700818609,347,,5700818607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979305,328,1,1,38,37,bk3zg8yaj5uoqhxzwons3bo8a,1,77.3,100.0,2025-05-04T01:46:23.839Z,2025-05-04T01:46:25Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700819401,141,80.0,5700819397,56,Left,5700819399,140,82.3,5700819395,107,,5700819403,212,15.3,5700819405,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979317,329,1,1,38,38,bk3zg8yaj5uoqhxzwons3bo8a,1,82.3,80.0,2025-05-04T01:46:25.471Z,2025-05-04T01:46:26Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700819469,140,80.5,5700819467,56,Center,5700819471,141,72.5,5700819473,212,5.4,5700819475,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979379,330,1,1,38,39,bk3zg8yaj5uoqhxzwons3bo8a,1,86.1,75.3,2025-05-04T01:46:26.623Z,2025-05-04T01:46:37Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,1.0,,5700820199,210,13,5700819783,212,5.3,5700819785,213,4.15,5700819777,56,Center,5700819779,140,83.4,5700819781,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979383,331,13,1,38,42,bk3zg8yaj5uoqhxzwons3bo8a,1,86.5,70.4,2025-05-04T01:46:29.423Z,2025-05-04T01:46:44Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700820205,55,330,5700820213,215,,5700820201,75,,5700820209,102,38.7,5700819813,22,,5700820215,230,99.0,5700820203,29,,5700819817,56,Center,5700820211,103,5700819985,72,,5700819815,64,,5700820217,231,,,11.1,52.2,,,,,,,,,,,,,
2809979411,332,5,1,38,44,bk3zg8yaj5uoqhxzwons3bo8a,0,101.1,36.1,2025-05-04T01:46:31.135Z,2025-05-04T03:31:22Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700820885,233,355,5700819967,346,,5700819965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979575,355,5,1,38,44,5h878vnmkbuy2ummddprusxgq,1,-1.1,63.9,2025-05-04T01:46:31.135Z,2025-05-04T03:31:21Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700820821,346,,5700820839,233,332,5700820819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979603,356,1,1,38,59,5h878vnmkbuy2ummddprusxgq,1,4.0,58.8,2025-05-04T01:46:46.588Z,2025-05-04T01:46:48Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700820971,140,8.3,5700820969,56,Back,5700820989,237,,5700820979,212,21.2,5700820975,141,28.3,5700820983,213,4.93,5700820965,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979631,357,1,1,39,1,5h878vnmkbuy2ummddprusxgq,1,7.6,28.6,2025-05-04T01:46:48.328Z,2025-05-04T01:46:51Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700821163,212,13.3,5700821165,213,5.08,5700821159,140,12.2,5700821157,56,Back,5700821161,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979703,358,1,1,39,4,5h878vnmkbuy2ummddprusxgq,1,8.7,6.9,2025-05-04T01:46:51.072Z,2025-05-04T01:46:57Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700821541,213,0.59,5700821537,212,39.7,5700821523,56,Back,5700821545,1,,5700821533,141,39.3,5700821527,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979711,359,4,1,39,9,5h878vnmkbuy2ummddprusxgq,1,32.7,35.3,2025-05-04T01:46:56.086Z,2025-05-04T01:47:01Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700821601,265,,5700821595,13,,5700821663,233,333,5700821597,56,Back,5700821599,152,,5700821673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979689,333,4,1,39,9,bk3zg8yaj5uoqhxzwons3bo8a,0,67.3,64.7,2025-05-04T01:46:56.087Z,2025-05-04T01:47:02Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700821507,56,Center,5700821509,152,,5700821513,286,,5700821703,233,359,5700821511,265,,5700821505,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979919,360,1,1,39,24,5h878vnmkbuy2ummddprusxgq,1,28.1,32.7,2025-05-04T01:47:11.593Z,2025-05-04T01:47:14Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700822593,140,22.2,5700822595,141,65.7,5700822597,212,23.3,5700822599,213,1.84,5700822587,5,,5700822591,56,Back,5700822589,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979949,361,1,1,39,27,5h878vnmkbuy2ummddprusxgq,1,23.0,69.3,2025-05-04T01:47:14.448Z,2025-05-04T01:47:16Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700822753,141,89.2,5700822757,213,1.15,5700822749,56,Back,5700822751,140,28.8,5700822755,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809979995,362,1,1,39,29,5h878vnmkbuy2ummddprusxgq,1,29.5,90.1,2025-05-04T01:47:16.255Z,2025-05-04T01:47:19Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700822951,141,75.0,5700822947,56,Back,5700822949,140,33.0,5700822953,212,10.9,5700822955,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980041,363,1,1,39,32,5h878vnmkbuy2ummddprusxgq,1,37.8,82.0,2025-05-04T01:47:19.335Z,2025-05-04T01:47:24Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700823165,56,Left,5700823173,213,0.12,5700823169,141,85.6,5700823171,212,19.7,5700823167,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980047,364,61,1,39,37,5h878vnmkbuy2ummddprusxgq,0,56.7,85.5,2025-05-04T01:47:23.871Z,2025-05-04T01:48:04Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5700823181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980081,335,1,1,39,38,bk3zg8yaj5uoqhxzwons3bo8a,1,33.5,25.0,2025-05-04T01:47:24.774Z,2025-05-04T01:47:26Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700823309,140,48.0,5700823307,56,Back,5700823311,141,43.1,5700823313,212,19.6,5700823315,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980125,336,1,1,39,40,bk3zg8yaj5uoqhxzwons3bo8a,1,46.2,46.6,2025-05-04T01:47:26.734Z,2025-05-04T01:47:31Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700823523,56,Back,5700823527,141,67.1,5700823529,212,14.3,5700823531,213,1.79,5700823525,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980177,337,1,1,39,44,bk3zg8yaj5uoqhxzwons3bo8a,1,47.1,81.5,2025-05-04T01:47:31.014Z,2025-05-04T01:47:35Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700823839,56,Back,5700823841,140,44.9,5700823845,212,22.6,5700823847,213,4.61,5700823843,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980199,338,1,1,39,48,bk3zg8yaj5uoqhxzwons3bo8a,1,44.9,48.4,2025-05-04T01:47:35.414Z,2025-05-04T01:47:36Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700823941,140,34.0,5700823939,56,Back,5700823945,212,15.7,5700823943,141,32.5,5700823949,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980235,339,1,1,39,49,bk3zg8yaj5uoqhxzwons3bo8a,1,34.0,32.5,2025-05-04T01:47:36.487Z,2025-05-04T01:47:38Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700824081,140,56.4,5700824089,212,30.0,5700824077,56,Right,5700824093,213,5.61,5700824085,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980255,340,1,1,39,52,bk3zg8yaj5uoqhxzwons3bo8a,1,56.4,5.0,2025-05-04T01:47:38.719Z,2025-05-04T01:47:40Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700824189,140,48.8,5700824191,141,24.4,5700824187,56,Back,5700824195,213,2.11,5700824193,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980323,341,1,1,39,54,bk3zg8yaj5uoqhxzwons3bo8a,1,45.5,24.8,2025-05-04T01:47:40.710Z,2025-05-04T01:47:47Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700824555,141,27.4,5700824551,56,Back,5700824559,213,3.03,5700824557,212,15.4,5700824553,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809980335,342,1,1,40,0,bk3zg8yaj5uoqhxzwons3bo8a,1,38.1,29.0,2025-05-04T01:47:47.207Z,2025-05-04T01:47:49Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700824661,213,6.18,5700824657,141,27.1,5700824653,56,Back,5700824659,212,12.4,5700824655,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
