id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800377265,445,1,2,45,49,87c66ubwpzykovmkaf1t46bis,1,35.9,24.4,2025-04-13T01:44:10.244Z,2025-04-13T01:44:15Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647872467,140,48.2,5647872469,141,57.5,5647872465,56,Back,5647872471,212,26.0,5647872473,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377279,446,1,2,45,54,87c66ubwpzykovmkaf1t46bis,1,45.1,58.4,2025-04-13T01:44:14.957Z,2025-04-13T01:44:17Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647872557,140,49.1,5647872559,141,33.4,5647872561,212,17.5,5647872563,213,4.95,5647872555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377299,447,1,2,45,57,87c66ubwpzykovmkaf1t46bis,1,49.1,33.4,2025-04-13T01:44:17.572Z,2025-04-13T01:44:19Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647872685,141,32.5,5647872683,140,69.4,5647872689,213,6.25,5647872687,212,21.3,5647872681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377307,448,1,2,45,58,87c66ubwpzykovmkaf1t46bis,0,69.4,32.5,2025-04-13T01:44:19.068Z,2025-04-13T01:44:20Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5647872711,141,39.8,5647872707,56,Center,5647872709,140,66.5,5647872713,212,5.8,5647872753,156,,5647872715,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377339,323,1,2,46,0,bu5w8wprynlj9mvphvy8sd94f,1,33.2,49.0,2025-04-13T01:44:21.101Z,2025-04-13T01:44:23Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647872861,212,5.8,5647872855,56,Back,5647872863,213,0.98,5647872857,140,36.3,5647872859,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377357,324,1,2,46,2,bu5w8wprynlj9mvphvy8sd94f,1,36.6,54.8,2025-04-13T01:44:23.199Z,2025-04-13T01:44:35Z,cyignmjprj3whvban361mclm2,D. Mercado,,1.0,5647873367,154,,5647872995,155,,5647873005,213,5.94,5647873007,1,,5647873003,212,50.5,5647873365,210,15,5647872997,56,Center,5647873001,141,29.7,5647872999,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377373,325,15,2,46,8,bu5w8wprynlj9mvphvy8sd94f,1,87.1,30.9,2025-04-13T01:44:28.855Z,2025-04-13T19:43:28Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5647873393,80,,5647873397,154,,5647873407,146,98.8,5647873403,102,48.0,5647873167,20,,5647873399,55,324,5647873409,147,47.8,5647873085,56,Center,5647873405,103,9.5,5651322141,23,,5647873395,29,5647873083,63,,5647873469,233,449,,,,,,,,,,,,,,,,
2800377365,449,10,2,46,8,87c66ubwpzykovmkaf1t46bis,1,4.9,57.9,2025-04-13T01:44:28.955Z,2025-04-13T01:46:25Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647873491,233,325,5647873047,182,,5647873049,56,Back,5647873145,177,,5647873045,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377459,451,1,2,46,13,87c66ubwpzykovmkaf1t46bis,1,13.8,37.0,2025-04-13T01:44:33.764Z,2025-04-13T01:44:40Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647873649,140,25.6,5647873655,213,0.41,5647873645,123,,5647873647,56,Back,5647873651,141,44.9,5647873653,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377481,452,1,2,46,19,87c66ubwpzykovmkaf1t46bis,1,25.7,45.1,2025-04-13T01:44:39.884Z,2025-04-13T01:44:42Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647873781,140,23.2,5647873789,213,4.47,5647873783,141,29.8,5647873779,56,Back,5647873785,212,10.7,5647873795,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377513,453,1,2,46,23,87c66ubwpzykovmkaf1t46bis,1,23.2,29.8,2025-04-13T01:44:44.244Z,2025-04-13T01:44:47Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647873959,56,Back,5647873965,212,26.0,5647873967,213,1.64,5647873963,141,67.9,5647873961,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377535,454,1,2,46,26,87c66ubwpzykovmkaf1t46bis,1,21.6,67.9,2025-04-13T01:44:46.997Z,2025-04-13T01:44:51Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647874111,140,32.0,5647874113,141,75.3,5647874117,213,0.43,5647874115,212,12.0,5647874109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377551,455,1,2,46,30,87c66ubwpzykovmkaf1t46bis,1,31.0,65.1,2025-04-13T01:44:50.852Z,2025-04-13T01:44:54Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5647874235,213,4.66,5647874233,212,22.4,5647874227,56,Back,5647874231,141,32.2,5647874229,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377575,456,1,2,46,33,87c66ubwpzykovmkaf1t46bis,1,29.3,30.3,2025-04-13T01:44:54.140Z,2025-04-13T01:44:57Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647874385,56,Back,5647874391,212,9.9,5647874389,141,17.6,5647874387,140,33.9,5647874393,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377609,457,1,2,46,37,87c66ubwpzykovmkaf1t46bis,1,42.3,15.0,2025-04-13T01:44:57.356Z,2025-04-13T01:45:04Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647874655,140,65.7,5647874661,213,6.02,5647874657,141,5.3,5647874659,212,25.4,5647874653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377627,458,1,2,46,43,87c66ubwpzykovmkaf1t46bis,1,79.2,7.4,2025-04-13T01:45:04.052Z,2025-04-13T01:45:07Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5647874795,56,Right,5647874797,140,62.2,5647874799,141,8.3,5647874803,213,3.11,5647874801,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377661,459,1,2,46,46,87c66ubwpzykovmkaf1t46bis,1,62.0,10.7,2025-04-13T01:45:07.277Z,2025-04-13T01:45:12Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647874985,141,12.5,5647874983,140,71.2,5647874987,212,9.7,5647874981,56,Right,5647874991,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377671,460,1,2,46,52,87c66ubwpzykovmkaf1t46bis,1,71.2,12.5,2025-04-13T01:45:12.571Z,2025-04-13T02:51:17Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647875045,141,12.5,5647875049,213,3.14,5647875047,212,10.3,5647875043,140,61.4,5647875041,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377687,461,1,2,46,53,87c66ubwpzykovmkaf1t46bis,1,61.4,12.5,2025-04-13T01:45:13.500Z,2025-04-13T01:45:16Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647875163,213,0.39,5647875159,212,24.7,5647875155,141,26.4,5647875147,56,Center,5647875151,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377689,462,3,2,46,55,87c66ubwpzykovmkaf1t46bis,0,86.4,29.0,2025-04-13T01:45:15.852Z,2025-04-13T02:51:29Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647875435,233,326,5647875169,56,Center,5647875171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377733,326,7,2,46,55,bu5w8wprynlj9mvphvy8sd94f,1,13.6,71.0,2025-04-13T01:45:15.853Z,2025-04-13T01:45:24Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647875377,167,,5647875379,56,Back,5647875387,233,462,5647875381,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377769,327,5,2,46,58,bu5w8wprynlj9mvphvy8sd94f,0,21.8,101.4,2025-04-13T01:45:19.261Z,2025-04-13T03:01:59Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647875631,56,Back,5647875633,347,,5647875727,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377777,463,5,2,46,58,87c66ubwpzykovmkaf1t46bis,1,78.2,-1.4,2025-04-13T01:45:19.261Z,2025-04-13T03:01:59Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647875659,56,Right,5647875715,233,327,5647875661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377809,464,1,2,47,5,87c66ubwpzykovmkaf1t46bis,1,77.3,0.0,2025-04-13T01:45:25.597Z,2025-04-13T01:45:29Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647875861,107,,5647875863,56,Right,5647875881,212,13.5,5647875877,141,16.2,5647875887,213,2.04,5647875869,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377821,465,1,2,47,8,87c66ubwpzykovmkaf1t46bis,1,71.5,16.2,2025-04-13T01:45:29.036Z,2025-04-13T01:45:30Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5647875943,213,2.44,5647875941,212,16.5,5647875939,141,31.8,5647875935,56,Center,5647875937,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377831,466,1,2,47,8,87c66ubwpzykovmkaf1t46bis,1,59.5,31.8,2025-04-13T01:45:29.148Z,2025-04-13T02:52:54Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647875995,212,12.4,5647875989,56,Right,5647875993,141,14.0,5647875997,213,4.48,5647875991,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407663,886,1,2,47,9,87c66ubwpzykovmkaf1t46bis,1,34.6,30.4,2025-04-13T01:45:29.325Z,2025-04-13T02:52:17Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5648033419,140,32.8,5648033417,56,Back,5648033431,213,4.44,5648033423,141,20.6,5648033427,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377863,467,1,2,47,11,87c66ubwpzykovmkaf1t46bis,1,57.5,14.6,2025-04-13T01:45:32.044Z,2025-04-13T02:52:52Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647876241,213,6.08,5647876239,212,16.7,5647876235,140,73.1,5647876233,56,Right,5647876237,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377873,468,1,2,47,16,87c66ubwpzykovmkaf1t46bis,1,73.1,9.7,2025-04-13T01:45:36.516Z,2025-04-13T01:45:38Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647876329,213,6.24,5647876319,155,,5647876323,140,89.4,5647876327,212,17.1,5647876321,56,Right,5647876325,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377881,469,1,2,47,18,87c66ubwpzykovmkaf1t46bis,0,90.5,8.5,2025-04-13T01:45:38.484Z,2025-04-13T01:45:40Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5647876371,140,94.6,5647876365,2,,5647876377,212,17.0,5647876373,141,32.7,5647876379,213,1.31,5647876369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377935,329,1,2,47,20,bu5w8wprynlj9mvphvy8sd94f,1,7.3,74.7,2025-04-13T01:45:41.173Z,2025-04-13T01:45:47Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647876691,56,Back,5647876699,213,0.75,5647876693,140,17.8,5647876697,212,15.1,5647876695,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377983,330,1,2,47,27,bu5w8wprynlj9mvphvy8sd94f,1,32.5,90.3,2025-04-13T01:45:47.422Z,2025-04-13T01:45:51Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5647876943,56,Back,5647876949,212,11.6,5647876947,141,87.2,5647876951,213,3.32,5647876945,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378003,331,1,2,47,31,bu5w8wprynlj9mvphvy8sd94f,0,24.0,92.9,2025-04-13T01:45:51.789Z,2025-04-13T01:45:55Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5647877043,1,,5647877041,213,5.93,5647877039,212,34.0,5647877035,140,54.4,5647877031,155,,5647877037,141,75.6,5647877033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378007,470,44,2,47,34,87c66ubwpzykovmkaf1t46bis,1,42.6,28.9,2025-04-13T01:45:54.339Z,2025-04-13T03:07:49Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647877065,56,Back,5647877067,285,,5647877143,233,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378009,332,44,2,47,34,bu5w8wprynlj9mvphvy8sd94f,0,57.4,71.1,2025-04-13T01:45:54.340Z,2025-04-13T03:07:50Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5647877075,286,,5647877197,233,470,5647877073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378035,471,1,2,47,34,87c66ubwpzykovmkaf1t46bis,0,37.7,36.3,2025-04-13T01:45:54.620Z,2025-04-13T01:45:57Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647877245,56,Center,5647877249,141,31.8,5647877243,3,,5647877247,140,56.8,5647877251,212,20.3,5647877253,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378075,333,1,2,47,37,bu5w8wprynlj9mvphvy8sd94f,1,36.6,63.9,2025-04-13T01:45:57.813Z,2025-04-13T01:46:01Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5647877475,212,8.7,5647877471,140,32.8,5647877473,141,52.5,5647877477,213,4.24,5647877469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378089,334,1,2,47,41,bu5w8wprynlj9mvphvy8sd94f,1,35.3,49.0,2025-04-13T01:46:01.621Z,2025-04-13T01:46:03Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647877567,140,32.0,5647877569,141,28.8,5647877573,213,4.47,5647877571,212,14.2,5647877565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378097,335,1,2,47,42,bu5w8wprynlj9mvphvy8sd94f,1,30.5,25.2,2025-04-13T01:46:03.269Z,2025-04-13T01:46:04Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647877621,212,6.9,5647877615,56,Back,5647877623,213,5.09,5647877619,141,15.8,5647877617,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378103,336,1,2,47,44,bu5w8wprynlj9mvphvy8sd94f,1,35.4,13.4,2025-04-13T01:46:04.389Z,2025-04-13T01:46:05Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5647877659,141,20.0,5647877657,140,31.0,5647877661,212,6.4,5647877655,56,Back,5647877663,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378139,337,1,2,47,45,bu5w8wprynlj9mvphvy8sd94f,1,30.9,21.9,2025-04-13T01:46:05.717Z,2025-04-13T01:46:08Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647877875,56,Back,5647877883,213,2.10,5647877877,140,26.1,5647877881,212,9.9,5647877879,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378175,338,1,2,47,47,bu5w8wprynlj9mvphvy8sd94f,1,27.0,41.2,2025-04-13T01:46:08.286Z,2025-04-13T01:46:13Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5647878153,213,1.36,5647878141,140,32.9,5647878145,141,84.7,5647878149,212,30.2,5647878137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378201,339,1,2,47,52,bu5w8wprynlj9mvphvy8sd94f,0,32.9,84.8,2025-04-13T01:46:13.101Z,2025-04-13T01:46:15Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5647878279,56,Center,5647878289,1,,5647878281,140,73.8,5647878277,155,,5647878287,213,5.96,5647878283,141,63.9,5647878285,212,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378229,472,1,2,47,54,87c66ubwpzykovmkaf1t46bis,0,28.5,39.2,2025-04-13T01:46:14.771Z,2025-04-13T01:46:17Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647878429,212,22.8,5647878425,140,40.0,5647878421,3,,5647878431,213,1.01,5647878427,141,67.6,5647878423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378267,340,1,2,47,57,bu5w8wprynlj9mvphvy8sd94f,1,64.9,25.0,2025-04-13T01:46:17.997Z,2025-04-13T01:46:21Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5647878585,141,26.8,5647878581,56,Center,5647878589,213,3.05,5647878583,140,52.6,5647878587,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378287,341,1,2,48,0,bu5w8wprynlj9mvphvy8sd94f,1,53.3,23.1,2025-04-13T01:46:21.309Z,2025-04-13T01:46:23Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647878655,140,56.1,5647878663,213,4.97,5647878659,212,11.5,5647878657,141,6.7,5647878653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378341,342,1,2,48,2,bu5w8wprynlj9mvphvy8sd94f,1,57.9,6.2,2025-04-13T01:46:23.158Z,2025-04-13T01:46:26Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5647878867,212,10.9,5647878869,213,1.96,5647878863,140,54.0,5647878861,56,Right,5647878865,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378349,343,3,2,48,6,bu5w8wprynlj9mvphvy8sd94f,0,53.8,21.0,2025-04-13T01:46:26.765Z,2025-04-13T01:46:31Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647879059,233,473,5647878911,286,,5647878909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378363,473,7,2,48,6,87c66ubwpzykovmkaf1t46bis,0,46.2,79.0,2025-04-13T01:46:26.766Z,2025-04-13T01:46:31Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5647879011,233,343,5647878969,285,,5647878967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378409,344,1,2,48,9,bu5w8wprynlj9mvphvy8sd94f,1,38.4,18.9,2025-04-13T01:46:29.550Z,2025-04-13T01:46:32Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5647879213,213,0.02,5647879207,140,53.3,5647879211,212,15.6,5647879209,141,19.4,5647879205,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378433,345,1,2,48,11,bu5w8wprynlj9mvphvy8sd94f,0,60.3,19.7,2025-04-13T01:46:32.085Z,2025-04-13T01:46:34Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647879331,140,63.7,5647879333,141,0.0,5647879337,213,4.96,5647879329,56,Right,5647879335,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378441,346,5,2,48,14,bu5w8wprynlj9mvphvy8sd94f,0,64.4,-1.1,2025-04-13T01:46:34.473Z,2025-04-13T03:02:00Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647879383,56,Right,5647879385,347,,5647879445,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378449,474,5,2,48,14,87c66ubwpzykovmkaf1t46bis,1,35.6,101.1,2025-04-13T01:46:34.473Z,2025-04-13T03:02:00Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647879441,233,346,5647879425,56,Back,5647879427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378465,475,1,2,48,15,87c66ubwpzykovmkaf1t46bis,1,34.5,100.0,2025-04-13T01:46:35.628Z,2025-04-13T01:46:37Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5647879497,107,,5647879509,1,,5647879499,56,Back,5647879505,212,21.8,5647879507,213,5.34,5647879503,141,75.7,5647879501,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378485,476,1,2,48,17,87c66ubwpzykovmkaf1t46bis,1,46.6,75.7,2025-04-13T01:46:37.476Z,2025-04-13T01:46:40Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647879629,212,14.3,5647879625,140,33.4,5647879631,213,3.38,5647879627,141,70.8,5647879623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378497,477,1,2,48,19,87c66ubwpzykovmkaf1t46bis,1,33.4,70.8,2025-04-13T01:46:39.972Z,2025-04-13T01:46:42Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647879735,155,,5647879747,212,13.8,5647879743,141,84.2,5647879751,213,2.42,5647879737,56,Back,5647879739,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378525,478,1,2,48,22,87c66ubwpzykovmkaf1t46bis,1,21.7,84.1,2025-04-13T01:46:42.700Z,2025-04-13T01:46:46Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647879909,140,12.0,5647879913,212,19.7,5647879911,141,59.3,5647879907,56,Back,5647879915,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378585,479,1,2,48,25,87c66ubwpzykovmkaf1t46bis,1,12.0,54.5,2025-04-13T01:46:45.924Z,2025-04-13T01:46:53Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647880205,140,22.5,5647880211,213,5.25,5647880203,56,Back,5647880209,212,21.4,5647880207,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378621,480,1,2,48,33,87c66ubwpzykovmkaf1t46bis,1,29.6,28.6,2025-04-13T01:46:53.580Z,2025-04-13T01:46:58Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647880455,140,11.8,5647880461,213,2.44,5647880453,56,Back,5647880459,212,24.5,5647880457,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378635,481,1,2,48,38,87c66ubwpzykovmkaf1t46bis,1,12.3,51.9,2025-04-13T01:46:58.491Z,2025-04-13T01:47:00Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647880539,56,Back,5647880545,212,19.6,5647880541,140,24.3,5647880547,213,5.41,5647880543,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378667,482,1,2,48,39,87c66ubwpzykovmkaf1t46bis,1,24.3,29.8,2025-04-13T01:47:00.052Z,2025-04-13T01:47:04Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647880743,212,13.0,5647880741,141,19.8,5647880745,213,5.73,5647880739,140,34.9,5647880737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378699,483,1,2,48,44,87c66ubwpzykovmkaf1t46bis,1,34.4,21.3,2025-04-13T01:47:04.436Z,2025-04-13T01:47:08Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647880935,140,29.3,5647880937,141,67.5,5647880933,56,Back,5647880941,213,1.74,5647880939,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378725,484,1,2,48,48,87c66ubwpzykovmkaf1t46bis,1,29.3,68.8,2025-04-13T01:47:08.731Z,2025-04-13T01:47:11Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647881089,141,75.0,5647881087,140,46.1,5647881083,56,Back,5647881093,213,0.23,5647881091,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378729,485,43,2,48,51,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-04-13T01:47:11.403Z,2025-04-13T01:47:19Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647881101,56,Back,5647881473,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378767,486,1,2,48,52,87c66ubwpzykovmkaf1t46bis,1,40.1,77.9,2025-04-13T01:47:13.164Z,2025-04-13T01:47:16Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647881305,141,83.9,5647881303,140,36.7,5647881307,212,5.4,5647881301,56,Back,5647881309,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800378771,487,4,2,48,54,87c66ubwpzykovmkaf1t46bis,1,35.8,79.4,2025-04-13T01:47:14.789Z,2025-04-13T03:01:18Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5647881341,13,,5647881411,233,347,5647881343,56,Back,5647881347,265,,5647881345,152,,5647881349,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
