id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2823758603,368,1,1,45,14,c9xffml4i7ihblp1qhus9w3fu,1,27.9,56.9,2025-06-22T00:54:14.582Z,2025-06-22T00:54:21Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777394029,56,Back,5777394033,141,81.1,5777394035,212,16.5,5777394037,213,1.51,5777394031,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758631,369,1,1,45,21,c9xffml4i7ihblp1qhus9w3fu,1,38.1,80.2,2025-06-22T00:54:21.118Z,2025-06-22T00:54:23Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777394177,141,90.2,5777394179,212,24.0,5777394175,140,60.0,5777394181,213,0.29,5777394173,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758645,370,1,1,45,23,c9xffml4i7ihblp1qhus9w3fu,0,58.7,90.6,2025-06-22T00:54:23.862Z,2025-06-22T00:54:26Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,5777394251,141,79.7,5777394255,213,5.82,5777394249,140,72.8,5777394253,212,16.6,5777394247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758669,419,12,1,45,25,b5l2e3csycjb8twvq9ek0j5gq,1,28.1,22.7,2025-06-22T00:54:25.781Z,2025-06-22T00:54:27Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777394385,212,16.5,5777394409,167,,5777394387,213,4.83,5777394381,140,30.0,5777394383,141,0.0,5777394379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758713,371,5,1,45,26,c9xffml4i7ihblp1qhus9w3fu,1,70.0,101.6,2025-06-22T00:54:26.688Z,2025-06-22T01:10:03Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,5777394593,56,Left,5777394595,347,,5777394597,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758677,420,5,1,45,26,b5l2e3csycjb8twvq9ek0j5gq,0,30.0,-1.6,2025-06-22T00:54:26.688Z,2025-06-22T00:54:33Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777394395,56,Back,5777394397,347,,5777394623,233,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758801,372,1,1,45,44,c9xffml4i7ihblp1qhus9w3fu,1,74.8,100.0,2025-06-22T00:54:44.629Z,2025-06-22T00:54:46Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777395257,56,Left,5777395255,107,,5777395265,213,4.46,5777395261,141,86.6,5777395263,212,10.2,5777395259,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758835,373,1,1,45,46,c9xffml4i7ihblp1qhus9w3fu,1,72.4,86.6,2025-06-22T00:54:46.144Z,2025-06-22T00:54:51Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777395429,140,74.9,5777395433,212,5.9,5777395435,213,1.11,5777395431,141,94.4,5777395427,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758839,374,3,1,45,50,c9xffml4i7ihblp1qhus9w3fu,0,68.7,83.8,2025-06-22T00:54:50.004Z,2025-06-22T00:56:04Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777395451,56,Left,5777395553,233,421,5777395453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758841,421,7,1,45,50,b5l2e3csycjb8twvq9ek0j5gq,1,31.3,16.2,2025-06-22T00:54:50.005Z,2025-06-22T00:56:04Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777395455,56,Back,5777395457,285,,5777395541,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758849,422,61,1,45,51,b5l2e3csycjb8twvq9ek0j5gq,1,36.0,26.6,2025-06-22T00:54:51.408Z,2025-06-22T00:54:52Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777395487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758855,375,1,1,45,53,c9xffml4i7ihblp1qhus9w3fu,0,73.0,72.4,2025-06-22T00:54:53.005Z,2025-06-22T00:54:53Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777395571,141,70.0,5777395567,56,Center,5777395569,140,86.6,5777395575,213,6.17,5777395573,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758883,424,1,1,45,53,b5l2e3csycjb8twvq9ek0j5gq,1,11.9,28.5,2025-06-22T00:54:53.877Z,2025-06-22T00:54:58Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777395723,141,18.8,5777395721,140,29.0,5777395727,213,5.93,5777395725,212,19.1,5777395719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758923,377,30,1,45,57,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T00:54:56.991Z,2025-06-22T01:09:23Z,,,,5777395933,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823758889,425,30,1,45,57,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T00:54:56.991Z,2025-06-22T01:09:23Z,,,,5777395743,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764675,380,32,2,45,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T01:12:17.100Z,2025-06-22T01:12:17Z,,,,5777428497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764687,428,32,2,45,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:12:17.100Z,2025-06-22T01:12:18Z,,,,5777428545,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764709,381,1,2,45,0,c9xffml4i7ihblp1qhus9w3fu,1,49.9,49.9,2025-06-22T01:12:17.101Z,2025-06-22T01:12:23Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777428697,140,31.9,5777428707,279,S,5777428701,212,19.3,5777428703,213,2.94,5777428693,56,Back,5777428699,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764717,382,1,2,45,5,c9xffml4i7ihblp1qhus9w3fu,0,32.5,55.8,2025-06-22T01:12:22.883Z,2025-06-22T01:12:24Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777428769,213,5.97,5777428763,140,73.8,5777428759,157,,5777428765,141,34.9,5777428761,56,Center,5777428767,212,45.6,5777428771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764725,429,1,2,45,6,b5l2e3csycjb8twvq9ek0j5gq,0,23.6,62.6,2025-06-22T01:12:24.021Z,2025-06-22T01:12:25Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777428819,141,63.2,5777428813,3,,5777428823,213,0.03,5777428821,212,14.0,5777428817,140,36.9,5777428815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764763,383,1,2,45,10,c9xffml4i7ihblp1qhus9w3fu,0,59.2,32.8,2025-06-22T01:12:27.266Z,2025-06-22T01:37:36Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777429039,141,58.4,5777429037,140,59.6,5777429043,213,1.55,5777429035,56,Center,5777429041,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823771677,587,61,2,45,11,b5l2e3csycjb8twvq9ek0j5gq,0,45.4,46.0,2025-06-22T01:12:28.230Z,2025-06-22T01:36:34Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777468377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764789,384,1,2,45,14,c9xffml4i7ihblp1qhus9w3fu,1,54.9,57.5,2025-06-22T01:12:32.075Z,2025-06-22T01:12:34Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777429177,140,39.3,5777429179,141,42.2,5777429175,56,Back,5777429181,212,19.4,5777429183,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764811,385,1,2,45,17,c9xffml4i7ihblp1qhus9w3fu,1,39.3,38.8,2025-06-22T01:12:34.730Z,2025-06-22T01:12:38Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777429301,213,5.46,5777429299,212,30.5,5777429297,141,5.9,5777429295,140,59.0,5777429293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764829,386,1,2,45,18,c9xffml4i7ihblp1qhus9w3fu,1,59.0,5.9,2025-06-22T01:12:35.769Z,2025-06-22T01:12:43Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777429409,213,1.39,5777429403,140,59.8,5777429405,141,12.5,5777429407,212,4.6,5777429401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764831,387,1,2,45,19,c9xffml4i7ihblp1qhus9w3fu,0,61.4,15.0,2025-06-22T01:12:37.083Z,2025-06-22T01:12:44Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777429423,212,6.3,5777429415,168,,5777429425,213,1.12,5777429421,141,23.4,5777429417,56,Center,5777429419,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764835,431,1,2,45,21,b5l2e3csycjb8twvq9ek0j5gq,1,32.4,76.0,2025-06-22T01:12:38.734Z,2025-06-22T01:12:41Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777429465,56,Back,5777429469,141,61.0,5777429467,140,36.7,5777429471,212,11.2,5777429473,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764859,432,1,2,45,24,b5l2e3csycjb8twvq9ek0j5gq,1,39.0,55.0,2025-06-22T01:12:41.518Z,2025-06-22T01:12:46Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777429551,141,10.7,5777429555,213,4.58,5777429549,140,35.2,5777429553,212,30.4,5777429547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764867,433,1,2,45,28,b5l2e3csycjb8twvq9ek0j5gq,1,35.4,12.7,2025-06-22T01:12:45.718Z,2025-06-22T01:12:49Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777429597,56,Back,5777429605,213,1.55,5777429601,141,30.8,5777429599,140,35.6,5777429603,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764881,434,1,2,45,31,b5l2e3csycjb8twvq9ek0j5gq,1,35.0,39.0,2025-06-22T01:12:48.750Z,2025-06-22T01:12:51Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777429683,140,31.7,5777429687,212,29.5,5777429681,56,Back,5777429685,141,82.1,5777429689,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764897,435,1,2,45,34,b5l2e3csycjb8twvq9ek0j5gq,0,31.7,82.1,2025-06-22T01:12:51.238Z,2025-06-22T01:12:55Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777429785,56,Center,5777429789,141,78.5,5777429793,213,6.21,5777429787,140,64.8,5777429791,212,34.8,5777429795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764909,436,43,2,45,39,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:12:56.419Z,2025-06-22T01:14:40Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777429847,56,Center,5777433577,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764913,388,1,2,45,40,c9xffml4i7ihblp1qhus9w3fu,0,37.7,20.5,2025-06-22T01:12:57.101Z,2025-06-22T01:16:35Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777437121,236,,5777437127,286,,5777437123,233,473,5777429861,56,Back,5777435489,141,20.1,5777435491,212,2.1,5777435495,213,6.15,5777435487,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823766003,473,74,2,45,40,b5l2e3csycjb8twvq9ek0j5gq,1,61.4,81.0,2025-06-22T01:12:57.102Z,2025-06-22T02:07:55Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777437105,56,Left,5777437129,233,388,5777437107,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765021,389,5,2,45,40,c9xffml4i7ihblp1qhus9w3fu,1,42.8,-1.8,2025-06-22T01:12:57.654Z,2025-06-22T02:07:57Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777430469,233,437,5777430461,56,Back,5777430463,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823764923,437,5,2,45,40,b5l2e3csycjb8twvq9ek0j5gq,0,57.2,101.8,2025-06-22T01:12:57.654Z,2025-06-22T02:07:58Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777429901,56,Left,5777429905,347,,5777430477,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765029,390,1,2,45,59,c9xffml4i7ihblp1qhus9w3fu,0,38.8,0.0,2025-06-22T01:13:16.850Z,2025-06-22T02:18:33Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777430509,1,,5777430499,56,Right,5777430501,140,64.3,5777430507,213,0.39,5777430497,107,,5777430505,212,29.0,5777430503,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765053,439,1,2,46,0,b5l2e3csycjb8twvq9ek0j5gq,1,33.0,82.4,2025-06-22T01:13:17.326Z,2025-06-22T01:13:22Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777430651,212,26.1,5777430645,56,Back,5777430647,140,27.3,5777430653,213,4.48,5777430649,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765055,440,61,2,46,4,b5l2e3csycjb8twvq9ek0j5gq,0,27.3,43.5,2025-06-22T01:13:22.054Z,2025-06-22T01:13:22Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777430661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765071,391,61,2,46,5,c9xffml4i7ihblp1qhus9w3fu,0,80.6,69.0,2025-06-22T01:13:22.729Z,2025-06-22T01:17:43Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777430737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765081,441,1,2,46,6,b5l2e3csycjb8twvq9ek0j5gq,1,19.7,36.9,2025-06-22T01:13:23.654Z,2025-06-22T01:13:26Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777430777,213,2.77,5777430771,140,10.3,5777430775,212,10.6,5777430773,141,42.6,5777430769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765109,442,1,2,46,8,b5l2e3csycjb8twvq9ek0j5gq,0,10.3,42.6,2025-06-22T01:13:25.678Z,2025-06-22T01:13:29Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5777430929,1,,5777430919,56,Center,5777430925,212,64.3,5777430927,213,6.15,5777430921,140,71.0,5777430917,157,,5777430923,141,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765147,393,1,2,46,16,c9xffml4i7ihblp1qhus9w3fu,1,25.1,66.9,2025-06-22T01:13:33.330Z,2025-06-22T01:13:35Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777431139,56,Back,5777431143,141,54.0,5777431145,212,10.2,5777431141,140,30.0,5777431147,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765151,394,50,2,46,18,c9xffml4i7ihblp1qhus9w3fu,1,32.6,51.4,2025-06-22T01:13:35.131Z,2025-06-22T02:07:40Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777431345,233,443,5777431187,56,Back,5777496765,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765159,443,7,2,46,18,b5l2e3csycjb8twvq9ek0j5gq,1,67.4,48.6,2025-06-22T01:13:35.132Z,2025-06-22T02:07:39Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777431317,233,394,5777431269,56,Center,5777431375,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765181,444,1,2,46,20,b5l2e3csycjb8twvq9ek0j5gq,0,62.9,49.8,2025-06-22T01:13:37.949Z,2025-06-22T02:06:24Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777431403,141,39.0,5777431399,56,Center,5777431405,212,9.9,5777431407,213,5.45,5777431401,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765211,395,1,2,46,21,c9xffml4i7ihblp1qhus9w3fu,1,29.1,62.0,2025-06-22T01:13:38.346Z,2025-06-22T01:13:42Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777431551,213,2.85,5777431549,212,21.8,5777431543,56,Back,5777431547,141,71.2,5777431545,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765219,396,1,2,46,25,c9xffml4i7ihblp1qhus9w3fu,0,9.2,72.0,2025-06-22T01:13:42.850Z,2025-06-22T01:13:44Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777431591,56,Back,5777431597,212,45.7,5777431595,141,100.0,5777431593,140,48.1,5777431601,1,,5777431599,213,0.46,5777431589,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765225,397,5,2,46,27,c9xffml4i7ihblp1qhus9w3fu,0,46.8,102.0,2025-06-22T01:13:44.437Z,2025-06-22T02:07:58Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777431621,347,,5777431619,56,Back,5777431759,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765247,445,5,2,46,27,b5l2e3csycjb8twvq9ek0j5gq,1,53.2,-2.0,2025-06-22T01:13:44.437Z,2025-06-22T02:07:58Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777431745,233,397,5777431729,347,,5777431727,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765259,446,1,2,46,31,b5l2e3csycjb8twvq9ek0j5gq,1,55.3,0.0,2025-06-22T01:13:48.174Z,2025-06-22T01:13:50Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777431823,141,8.9,5777431825,212,18.7,5777431827,213,2.74,5777431821,140,38.9,5777431817,107,,5777431819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765285,447,1,2,46,33,b5l2e3csycjb8twvq9ek0j5gq,1,37.3,12.8,2025-06-22T01:13:50.390Z,2025-06-22T01:13:54Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777431951,140,27.6,5777431957,213,2.12,5777431955,212,19.4,5777431953,141,37.1,5777431949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765307,448,1,2,46,37,b5l2e3csycjb8twvq9ek0j5gq,1,27.7,31.8,2025-06-22T01:13:54.167Z,2025-06-22T01:13:59Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777432095,155,,5777432097,56,Right,5777432103,212,31.8,5777432099,140,55.1,5777432105,213,5.84,5777432101,141,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765309,449,43,2,46,42,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:13:59.150Z,2025-06-22T01:14:04Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777432355,144,61,5777432123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765319,450,4,2,46,44,b5l2e3csycjb8twvq9ek0j5gq,1,48.4,11.9,2025-06-22T01:14:01.286Z,2025-06-22T02:07:27Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777432209,265,,5777432207,152,,5777432295,233,398,5777432205,56,Back,5777432211,286,,5777432203,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765325,398,4,2,46,44,c9xffml4i7ihblp1qhus9w3fu,0,51.6,88.1,2025-06-22T01:14:01.287Z,2025-06-22T02:07:27Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777432285,152,,5777432281,13,,5777432287,265,,5777432283,56,Left,5777432313,233,450,5777432289,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765429,451,1,2,46,58,b5l2e3csycjb8twvq9ek0j5gq,1,53.4,15.4,2025-06-22T01:14:15.358Z,2025-06-22T01:14:17Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777432849,5,,5777432853,56,Back,5777432851,152,,5777432857,141,22.4,5777432855,140,41.8,5777432861,213,2.77,5777432859,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765447,452,1,2,47,0,b5l2e3csycjb8twvq9ek0j5gq,1,41.9,21.2,2025-06-22T01:14:17.502Z,2025-06-22T01:14:21Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777432907,140,60.9,5777432905,56,Center,5777432911,212,20.0,5777432913,213,0.03,5777432909,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765453,453,1,2,47,3,b5l2e3csycjb8twvq9ek0j5gq,1,61.0,21.9,2025-06-22T01:14:20.694Z,2025-06-22T01:14:22Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777432969,56,Right,5777432975,212,8.2,5777432977,213,4.73,5777432971,140,61.1,5777432973,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765469,454,1,2,47,5,b5l2e3csycjb8twvq9ek0j5gq,1,61.1,9.8,2025-06-22T01:14:22.438Z,2025-06-22T01:14:28Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777433083,212,57.9,5777433073,155,,5777433077,56,Left,5777433085,213,1.43,5777433075,196,,5777433081,141,94.2,5777433087,1,,5777433079,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765483,455,1,2,47,10,b5l2e3csycjb8twvq9ek0j5gq,1,68.7,93.3,2025-06-22T01:14:27.720Z,2025-06-22T01:14:30Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5777433185,140,57.0,5777433187,141,85.1,5777433183,56,Left,5777433191,213,3.57,5777433189,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765491,456,1,2,47,12,b5l2e3csycjb8twvq9ek0j5gq,1,56.5,78.4,2025-06-22T01:14:30.078Z,2025-06-22T01:14:31Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777433229,212,19.7,5777433223,56,Center,5777433227,141,52.2,5777433231,213,5.15,5777433225,140,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765511,457,1,2,47,14,b5l2e3csycjb8twvq9ek0j5gq,1,64.5,52.2,2025-06-22T01:14:31.326Z,2025-06-22T01:14:34Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777433365,56,Center,5777433367,140,70.0,5777433369,141,62.0,5777433371,212,8.8,5777433373,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765513,458,1,2,47,16,b5l2e3csycjb8twvq9ek0j5gq,1,70.0,62.0,2025-06-22T01:14:33.278Z,2025-06-22T01:14:36Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777433383,141,51.4,5777433395,156,,5777433385,212,7.2,5777433381,140,70.5,5777433387,213,4.79,5777433379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765529,459,1,2,47,18,b5l2e3csycjb8twvq9ek0j5gq,1,72.1,60.1,2025-06-22T01:14:35.726Z,2025-06-22T01:14:37Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777433469,140,90.7,5777433471,141,63.5,5777433467,56,Center,5777433475,213,0.12,5777433473,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765533,460,1,2,47,19,b5l2e3csycjb8twvq9ek0j5gq,0,89.3,63.8,2025-06-22T01:14:36.950Z,2025-06-22T01:14:37Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777433493,56,Center,5777433499,212,6.7,5777433501,213,6.16,5777433497,141,62.6,5777433495,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823765543,399,61,2,47,22,c9xffml4i7ihblp1qhus9w3fu,1,7.6,28.9,2025-06-22T01:14:39.584Z,2025-06-22T01:14:39Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777433543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
