id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2785802003,333,74,1,41,7,2n3wgr89m7jl8tmioemit2pgq,1,61.5,77.9,2025-03-09T00:47:32.616Z,2025-03-09T02:18:15Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567828859,56,Center,5567828931,233,334,5567828861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802049,334,1,1,41,11,2n3wgr89m7jl8tmioemit2pgq,1,57.7,69.4,2025-03-09T00:47:36.039Z,2025-03-09T00:47:37Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567829069,56,Back,5567829071,140,43.3,5567829081,213,3.53,5567829075,141,60.3,5567829077,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802097,335,1,1,41,12,2n3wgr89m7jl8tmioemit2pgq,1,43.3,60.3,2025-03-09T00:47:37.309Z,2025-03-09T00:47:40Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5567829315,140,40.7,5567829313,56,Back,5567829319,212,23.6,5567829317,141,25.9,5567829321,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802145,336,1,1,41,15,2n3wgr89m7jl8tmioemit2pgq,0,40.7,25.9,2025-03-09T00:47:39.836Z,2025-03-09T00:47:43Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567829583,141,16.2,5567829591,1,,5567829589,213,6.14,5567829587,212,45.3,5567829577,56,Right,5567829579,140,83.4,5567829575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802141,335,61,1,41,18,ck22dnk93ng8ax7wonlff7yms,1,23.8,75.1,2025-03-09T00:47:42.981Z,2025-03-09T00:47:43Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567829559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802221,337,1,1,41,21,2n3wgr89m7jl8tmioemit2pgq,1,81.6,19.4,2025-03-09T00:47:46.436Z,2025-03-09T00:47:48Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567830015,140,77.4,5567830017,141,22.8,5567830019,212,5.0,5567830013,56,Center,5567830021,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802247,338,1,1,41,23,2n3wgr89m7jl8tmioemit2pgq,1,77.4,22.8,2025-03-09T00:47:48.020Z,2025-03-09T00:47:50Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5567830171,213,5.66,5567830165,140,80.2,5567830167,141,19.7,5567830169,212,3.6,5567830163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802267,339,1,1,41,25,2n3wgr89m7jl8tmioemit2pgq,1,80.4,19.7,2025-03-09T00:47:49.851Z,2025-03-09T00:47:51Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567830305,213,5.68,5567830291,56,Right,5567830295,140,87.5,5567830299,141,12.2,5567830303,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802297,340,1,1,41,27,2n3wgr89m7jl8tmioemit2pgq,0,91.2,11.3,2025-03-09T00:47:51.804Z,2025-03-09T00:47:54Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567830579,286,,5567830463,140,94.0,5567830575,233,336,5567830461,56,Right,5567830469,213,1.02,5567830573,236,,5567830467,212,5.6,5567830457,2,,5567830465,141,,,,,,,,,18.3,,,,,,,,,,,,,,,
2785802311,336,12,1,41,27,ck22dnk93ng8ax7wonlff7yms,1,9.0,82.1,2025-03-09T00:47:51.904Z,2025-03-09T00:47:55Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567830557,56,Back,5567830555,185,,5567830597,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802337,337,6,1,41,31,ck22dnk93ng8ax7wonlff7yms,0,0.0,75.0,2025-03-09T00:47:55.887Z,2025-03-09T00:48:01Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567830661,73,,5567830799,233,341,5567830659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802357,341,6,1,41,31,2n3wgr89m7jl8tmioemit2pgq,1,100.0,25.0,2025-03-09T00:47:55.887Z,2025-03-09T02:17:29Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567830771,75,,5567830769,56,Center,5567830789,233,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802779,342,1,1,42,8,2n3wgr89m7jl8tmioemit2pgq,0,99.5,0.5,2025-03-09T00:48:33.628Z,2025-03-09T00:48:38Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567833051,6,,5567833061,140,93.8,5567833057,56,Center,5567833065,212,34.5,5567833071,1,,5567833067,213,1.75,5567833055,223,,5567833053,155,,5567833063,141,5567833049,2,,,,,,,50.4,,,,,,,,,,,,,,,
2785802775,338,12,1,42,12,ck22dnk93ng8ax7wonlff7yms,1,9.2,57.0,2025-03-09T00:48:37.160Z,2025-03-09T00:48:40Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567833009,213,0.29,5567833003,141,63.3,5567833007,212,15.1,5567833025,15,,5567832999,56,Back,5567833001,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802787,343,43,1,42,13,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-03-09T00:48:37.884Z,2025-03-09T01:09:42Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567898541,144,44,5567833109,56,Center,5567833111,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802799,344,15,1,42,14,2n3wgr89m7jl8tmioemit2pgq,1,77.0,34.5,2025-03-09T00:48:39.652Z,2025-03-09T02:52:43Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567834597,458,,5567834651,233,340,5567834595,328,,5567834607,231,47.5,5567834605,230,94.7,5567833195,18,,5567834587,78,,5567833197,56,Center,5567834603,147,5567834599,82,,5567834583,25,,5567834591,103,43.7,19,5568179289,20,5567834601,146,90.3,5567834589,102,,50.4,,,,,
2785802823,340,10,1,42,15,ck22dnk93ng8ax7wonlff7yms,1,9.7,56.3,2025-03-09T00:48:39.752Z,2025-03-09T00:54:53Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567834677,233,344,5567833305,56,Back,5567833303,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802807,339,43,1,42,15,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-03-09T00:48:40.446Z,2025-03-09T00:48:44Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567833461,144,12,5567833233,185,0,5567833235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802861,345,1,1,42,16,2n3wgr89m7jl8tmioemit2pgq,1,77.0,34.5,2025-03-09T00:48:41.420Z,2025-03-09T00:48:45Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567833505,212,14.7,5567833507,213,4.71,5567833501,140,76.9,5567833503,141,12.9,5567833499,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802901,346,1,1,42,20,2n3wgr89m7jl8tmioemit2pgq,0,76.9,12.9,2025-03-09T00:48:45.131Z,2025-03-09T00:48:48Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567833743,56,Center,5567833755,1,,5567833739,155,,5567833745,140,100.0,5567833753,213,0.70,5567833749,212,32.2,5567833747,141,43.3,5567833735,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785802919,341,5,1,42,22,ck22dnk93ng8ax7wonlff7yms,1,-0.7,57.8,2025-03-09T00:48:47.606Z,2025-03-09T02:17:01Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567833849,346,,5567833847,56,Back,5567834633,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803073,347,5,1,42,22,2n3wgr89m7jl8tmioemit2pgq,0,100.7,42.2,2025-03-09T00:48:47.606Z,2025-03-09T02:17:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567834659,233,341,5567834555,346,,5567834551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803133,342,1,1,42,38,ck22dnk93ng8ax7wonlff7yms,1,4.5,57.2,2025-03-09T00:49:03.469Z,2025-03-09T00:49:06Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5567834963,141,27.4,5567834961,140,7.1,5567834965,212,20.4,5567834971,237,,5567834957,124,,5567834959,56,Back,5567834967,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803159,343,1,1,42,41,ck22dnk93ng8ax7wonlff7yms,1,8.0,28.8,2025-03-09T00:49:06.028Z,2025-03-09T00:49:08Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5567835103,212,13.0,5567835093,56,Back,5567835101,141,28.6,5567835105,213,6.27,5567835097,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803181,344,1,1,42,43,ck22dnk93ng8ax7wonlff7yms,1,18.9,30.1,2025-03-09T00:49:08.061Z,2025-03-09T00:49:10Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567835223,141,48.2,5567835225,212,13.4,5567835227,213,1.98,5567835221,140,13.8,5567835219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803231,345,1,1,42,45,ck22dnk93ng8ax7wonlff7yms,0,13.5,48.1,2025-03-09T00:49:09.989Z,2025-03-09T00:49:14Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567835501,1,,5567835493,212,54.4,5567835487,140,58.3,5567835489,141,8.0,5567835485,56,Right,5567835497,213,5.76,5567835483,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803269,349,1,1,42,49,2n3wgr89m7jl8tmioemit2pgq,1,46.2,87.2,2025-03-09T00:49:14.124Z,2025-03-09T00:49:19Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567835761,212,36.6,5567835755,56,Back,5567835757,140,17.9,5567835759,141,55.7,5567835765,1,,5567835763,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803299,350,1,1,42,54,2n3wgr89m7jl8tmioemit2pgq,1,24.9,60.3,2025-03-09T00:49:18.828Z,2025-03-09T00:49:21Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567835923,212,21.7,5567835921,141,28.6,5567835919,140,27.0,5567835917,56,Back,5567835925,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803361,351,1,1,42,56,2n3wgr89m7jl8tmioemit2pgq,1,26.8,28.2,2025-03-09T00:49:21.677Z,2025-03-09T00:49:26Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567836247,213,5.51,5567836239,56,Back,5567836245,212,18.0,5567836241,140,39.1,5567836243,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803407,352,1,1,43,1,2n3wgr89m7jl8tmioemit2pgq,1,56.3,10.6,2025-03-09T00:49:25.915Z,2025-03-09T00:49:29Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567836463,140,33.8,5567836465,141,20.7,5567836467,212,24.6,5567836469,213,2.86,5567836461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803459,353,1,1,43,4,2n3wgr89m7jl8tmioemit2pgq,1,33.2,21.5,2025-03-09T00:49:29.124Z,2025-03-09T00:49:35Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567836753,212,25.5,5567836747,56,Back,5567836749,140,28.0,5567836751,141,58.2,5567836755,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803481,354,1,1,43,10,2n3wgr89m7jl8tmioemit2pgq,1,29.7,65.7,2025-03-09T00:49:34.844Z,2025-03-09T00:49:36Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567836893,213,0.92,5567836887,141,88.3,5567836889,212,19.4,5567836883,56,Back,5567836885,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803509,355,1,1,43,11,2n3wgr89m7jl8tmioemit2pgq,1,40.9,88.4,2025-03-09T00:49:36.707Z,2025-03-09T00:49:39Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567837033,141,81.5,5567837037,213,6.06,5567837035,212,21.6,5567837031,140,61.0,5567837029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803525,356,1,1,43,14,2n3wgr89m7jl8tmioemit2pgq,1,61.0,81.5,2025-03-09T00:49:39.163Z,2025-03-09T00:49:40Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567837113,213,2.99,5567837105,56,Back,5567837111,212,22.8,5567837109,141,86.6,5567837107,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803591,357,1,1,43,16,2n3wgr89m7jl8tmioemit2pgq,1,39.5,86.6,2025-03-09T00:49:40.787Z,2025-03-09T00:49:45Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567837457,212,29.0,5567837459,213,4.22,5567837453,140,26.5,5567837455,141,49.0,5567837451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803661,358,1,1,43,20,2n3wgr89m7jl8tmioemit2pgq,1,26.6,48.8,2025-03-09T00:49:45.589Z,2025-03-09T00:49:50Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567837771,140,37.3,5567837769,56,Back,5567837777,212,13.8,5567837779,213,5.67,5567837773,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803731,359,1,1,43,25,2n3wgr89m7jl8tmioemit2pgq,1,38.9,39.8,2025-03-09T00:49:50.140Z,2025-03-09T00:49:54Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5567838149,213,5.22,5567838143,140,48.6,5567838147,212,20.8,5567838145,141,13.1,5567838141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803789,360,1,1,43,29,2n3wgr89m7jl8tmioemit2pgq,1,52.6,14.6,2025-03-09T00:49:54.483Z,2025-03-09T00:49:59Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567838469,212,34.1,5567838467,141,56.0,5567838463,56,Back,5567838471,213,2.17,5567838465,140,34.3,5567838473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803821,361,1,1,43,34,2n3wgr89m7jl8tmioemit2pgq,1,37.1,69.0,2025-03-09T00:49:58.931Z,2025-03-09T00:50:01Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567838641,213,0.39,5567838643,1,,5567838635,140,71.9,5567838639,212,39.5,5567838637,141,91.1,5567838633,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803833,362,1,1,43,36,2n3wgr89m7jl8tmioemit2pgq,1,72.3,90.9,2025-03-09T00:50:01.459Z,2025-03-09T00:50:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567838741,140,80.3,5567838737,56,Left,5567838745,141,82.3,5567838749,213,5.68,5567838747,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803889,363,1,1,43,37,2n3wgr89m7jl8tmioemit2pgq,0,80.3,82.3,2025-03-09T00:50:02.516Z,2025-03-09T00:50:07Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567838985,212,14.6,5567838987,213,1.05,5567838983,141,100.0,5567838979,56,Left,5567838981,140,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804127,346,5,1,43,40,ck22dnk93ng8ax7wonlff7yms,1,14.6,-1.2,2025-03-09T00:50:05.238Z,2025-03-09T02:17:02Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567840315,56,Back,5567840317,347,,5567840341,233,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803895,364,5,1,43,40,2n3wgr89m7jl8tmioemit2pgq,0,85.4,101.2,2025-03-09T00:50:05.238Z,2025-03-09T02:17:02Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567839011,56,Left,5567839013,347,,5567840379,233,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804167,347,1,1,44,4,ck22dnk93ng8ax7wonlff7yms,0,15.3,0.0,2025-03-09T00:50:29.645Z,2025-03-09T00:50:32Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5567840511,212,29.8,5567840505,56,Back,5567840503,107,,5567840509,141,10.6,5567840507,140,42.6,5567840513,213,0.28,5567840515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804179,365,1,1,44,8,2n3wgr89m7jl8tmioemit2pgq,0,57.0,89.1,2025-03-09T00:50:32.865Z,2025-03-09T00:50:33Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567840585,212,10.3,5567840587,213,4.92,5567840579,56,Center,5567840577,3,,5567840581,140,59.0,5567840583,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804205,348,1,1,44,9,ck22dnk93ng8ax7wonlff7yms,0,38.6,25.0,2025-03-09T00:50:34.572Z,2025-03-09T00:50:35Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567840687,140,41.9,5567840689,141,31.2,5567840711,236,,5567840685,56,Back,5567840693,213,0.88,5567840717,286,,5567840691,212,5.5,5567840713,233,366,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804207,366,74,1,44,9,2n3wgr89m7jl8tmioemit2pgq,1,55.9,73.6,2025-03-09T00:50:34.573Z,2025-03-09T02:18:15Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567840729,233,348,5567840697,285,,5567840695,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804245,367,1,1,44,12,2n3wgr89m7jl8tmioemit2pgq,1,66.0,90.8,2025-03-09T00:50:37.002Z,2025-03-09T00:50:38Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5567840867,56,Left,5567840869,140,67.0,5567840871,141,80.3,5567840875,213,4.86,5567840873,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804263,369,1,1,44,14,2n3wgr89m7jl8tmioemit2pgq,1,64.7,80.9,2025-03-09T00:50:39.034Z,2025-03-09T00:50:40Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567840963,213,3.57,5567840955,56,Center,5567840957,140,51.0,5567840959,141,71.2,5567840961,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804303,370,1,1,44,15,2n3wgr89m7jl8tmioemit2pgq,1,51.0,71.2,2025-03-09T00:50:40.619Z,2025-03-09T00:50:43Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5567841175,56,Back,5567841181,212,14.5,5567841179,141,82.4,5567841177,140,39.2,5567841183,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804365,371,1,1,44,18,2n3wgr89m7jl8tmioemit2pgq,1,39.0,81.2,2025-03-09T00:50:43.241Z,2025-03-09T00:50:49Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567841551,141,55.4,5567841555,213,4.62,5567841547,56,Back,5567841549,140,37.4,5567841553,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804397,372,1,1,44,24,2n3wgr89m7jl8tmioemit2pgq,1,52.2,29.4,2025-03-09T00:50:49.059Z,2025-03-09T00:50:52Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567841729,212,19.5,5567841727,141,18.0,5567841723,140,69.2,5567841731,213,5.87,5567841721,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804435,373,1,1,44,27,2n3wgr89m7jl8tmioemit2pgq,0,69.2,18.0,2025-03-09T00:50:51.946Z,2025-03-09T00:50:54Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567841941,56,Right,5567841949,213,6.08,5567841943,140,79.9,5567841947,212,11.5,5567841945,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804445,349,12,1,44,29,ck22dnk93ng8ax7wonlff7yms,1,26.6,89.4,2025-03-09T00:50:54.438Z,2025-03-09T00:50:56Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5567842029,167,,5567841979,56,Back,5567841981,140,26.7,5567841985,212,8.5,5567841987,213,1.56,5567841983,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804449,350,5,1,44,30,ck22dnk93ng8ax7wonlff7yms,0,27.4,101.6,2025-03-09T00:50:55.092Z,2025-03-09T02:17:03Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5567842009,56,Back,5567842011,347,,5567843547,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804729,374,5,1,44,30,2n3wgr89m7jl8tmioemit2pgq,1,72.6,-1.6,2025-03-09T00:50:55.092Z,2025-03-09T02:17:03Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567843461,347,,5567843519,233,350,5567843459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804765,375,1,1,44,56,2n3wgr89m7jl8tmioemit2pgq,1,71.5,0.0,2025-03-09T00:51:21.187Z,2025-03-09T00:51:24Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567843693,140,90.0,5567843701,1,,5567843689,107,,5567843699,213,0.91,5567843697,212,31.7,5567843695,141,34.8,5567843691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804789,376,44,1,44,59,2n3wgr89m7jl8tmioemit2pgq,1,88.0,36.6,2025-03-09T00:51:24.515Z,2025-03-09T02:17:43Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567850401,233,351,5567843791,286,,5567843787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804773,351,44,1,44,59,ck22dnk93ng8ax7wonlff7yms,0,12.0,63.4,2025-03-09T00:51:24.516Z,2025-03-09T02:17:43Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567850397,56,Back,5567850399,285,,5567850425,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804795,377,1,1,45,0,2n3wgr89m7jl8tmioemit2pgq,0,90.0,34.8,2025-03-09T00:51:25.197Z,2025-03-09T01:10:48Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567843823,212,9.6,5567901999,168,,5567843813,56,Center,5567843827,213,0.35,5567843811,3,,5567843819,141,39.7,5567843815,140,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804785,352,12,1,45,1,ck22dnk93ng8ax7wonlff7yms,1,12.8,62.6,2025-03-09T00:51:25.986Z,2025-03-09T02:16:38Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567850895,15,,5567850753,213,0.39,5567850745,56,Back,5567850749,141,70.5,5567850747,140,25.4,5567850751,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804949,354,1,1,45,4,ck22dnk93ng8ax7wonlff7yms,1,26.7,78.7,2025-03-09T00:51:29.314Z,2025-03-09T00:54:12Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567844711,140,26.7,5567844709,56,Back,5567844717,213,1.57,5567844715,212,7.7,5567844713,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804951,355,4,1,45,14,ck22dnk93ng8ax7wonlff7yms,1,36.8,88.0,2025-03-09T00:51:39.602Z,2025-03-09T00:51:50Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567844851,56,Back,5567844857,286,,5567844855,265,,5567844887,233,378,5567844853,152,,5567844849,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804933,378,4,1,45,14,2n3wgr89m7jl8tmioemit2pgq,0,63.2,12.0,2025-03-09T00:51:39.603Z,2025-03-09T01:10:36Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567844701,265,,5567844905,233,355,5567844697,56,Right,5567844699,152,,5567844695,13,,5567844703,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805219,356,1,1,45,42,ck22dnk93ng8ax7wonlff7yms,1,41.2,91.1,2025-03-09T00:52:07.585Z,2025-03-09T00:52:15Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567846177,140,83.7,5567846179,141,91.2,5567846181,212,44.6,5567846175,56,Left,5567846185,1,,5567846169,5,,5567846383,155,,5567846173,152,,5567846183,213,,,,,,,,,0.00,,,,,,,,,,,,,,,
2785805225,357,61,1,45,46,ck22dnk93ng8ax7wonlff7yms,0,85.0,91.7,2025-03-09T00:52:11.212Z,2025-03-09T00:54:30Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567846223,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805237,358,5,1,45,47,ck22dnk93ng8ax7wonlff7yms,0,101.2,78.5,2025-03-09T00:52:12.535Z,2025-03-09T02:17:04Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567846625,233,379,5567846269,346,,5567846267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805287,379,5,1,45,47,2n3wgr89m7jl8tmioemit2pgq,1,-1.2,21.5,2025-03-09T00:52:12.535Z,2025-03-09T02:17:03Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567846585,233,358,5567846539,56,Back,5567846541,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
