id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2819838733,415,1,2,46,39,8cpjplodpphtkbt0hq8sr8mqs,1,59.9,16.5,2025-05-29T00:14:07.421Z,2025-05-29T00:14:08Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755364935,56,Center,5755364943,213,0.45,5755364941,212,11.9,5755364937,140,70.1,5755364939,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838743,416,1,2,46,40,8cpjplodpphtkbt0hq8sr8mqs,1,70.1,24.1,2025-05-29T00:14:08.277Z,2025-05-29T00:14:09Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755365003,212,13.2,5755364999,140,72.8,5755365005,213,4.93,5755364997,56,Right,5755365001,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838757,417,1,2,46,42,8cpjplodpphtkbt0hq8sr8mqs,1,72.7,5.0,2025-05-29T00:14:09.692Z,2025-05-29T00:14:12Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5755365051,56,Center,5755365055,141,22.5,5755365059,213,2.16,5755365057,212,14.3,5755365053,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838777,418,1,2,46,44,8cpjplodpphtkbt0hq8sr8mqs,1,70.6,17.3,2025-05-29T00:14:11.972Z,2025-05-29T00:14:15Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5755365181,140,94.3,5755365179,56,Right,5755365187,213,5.99,5755365183,141,6.4,5755365185,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838793,419,1,2,46,48,8cpjplodpphtkbt0hq8sr8mqs,0,93.4,7.0,2025-05-29T00:14:16.253Z,2025-05-29T00:14:18Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755365247,56,Center,5755365251,141,31.3,5755365243,2,,5755365255,213,1.75,5755365253,212,16.8,5755365249,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838831,420,43,2,46,54,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-29T00:14:22.532Z,2025-05-29T00:14:29Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755365473,56,Right,5755365639,144,6,5755365475,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819842189,428,12,2,46,57,2n3wgr89m7jl8tmioemit2pgq,1,4.0,58.9,2025-05-29T00:14:24.881Z,2025-05-29T00:23:26Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5755385221,141,76.1,5755385217,56,Back,5755385219,140,2.8,5755385225,213,1.68,5755385223,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839133,372,6,2,46,57,2n3wgr89m7jl8tmioemit2pgq,0,31.4,31.4,2025-05-29T00:14:24.934Z,2025-05-29T01:25:47Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5755384379,73,,5755384451,233,421,5755384377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838843,421,6,2,46,57,8cpjplodpphtkbt0hq8sr8mqs,1,68.6,68.6,2025-05-29T00:14:24.934Z,2025-05-29T01:25:46Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755365569,75,,5755365567,56,Center,5755384425,233,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838933,422,1,2,47,11,8cpjplodpphtkbt0hq8sr8mqs,1,99.5,0.5,2025-05-29T00:14:38.700Z,2025-05-29T00:14:55Z,e93nozniig2wriw9doit6a4tl,J. Murphy,1.0,,5755366639,210,13,5755366107,141,54.3,5755366103,56,Center,5755366095,2,,5755366641,154,,5755366109,212,37.3,5755366111,213,1.77,5755366113,1,,5755366101,224,,5755366105,140,92.5,5755366097,6,5755366099,155,,,,,,,,,,,,,,,,,,,,,,,
2819838937,423,44,2,47,14,8cpjplodpphtkbt0hq8sr8mqs,1,90.4,54.6,2025-05-29T00:14:41.725Z,2025-05-29T01:26:04Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5755366123,286,,5755366121,56,Center,5755386763,233,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838951,367,44,2,47,14,2n3wgr89m7jl8tmioemit2pgq,0,9.6,45.4,2025-05-29T00:14:41.726Z,2025-05-29T01:26:05Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755386811,233,423,5755366209,56,Back,5755386597,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838941,424,13,2,47,14,8cpjplodpphtkbt0hq8sr8mqs,1,90.9,97.1,2025-05-29T00:14:41.756Z,2025-05-29T00:28:23Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5755366645,84,,5755366661,231,50.9,5755366655,102,42.9,5755366659,230,99.0,5755366657,103,25,5755366353,328,,5755396665,69,,5755366143,56,Left,5755366647,29,,5755366347,25,,5755366651,55,5755366349,15,5755366649,154,,,,,,,,,,,,422,,,,,,,,,
2819838961,368,5,2,47,19,2n3wgr89m7jl8tmioemit2pgq,1,-1.0,58.0,2025-05-29T00:14:46.745Z,2025-05-29T02:51:36Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755366305,233,425,5755366247,56,Back,5755366249,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838943,425,5,2,47,19,8cpjplodpphtkbt0hq8sr8mqs,0,101.0,42.0,2025-05-29T00:14:46.745Z,2025-05-29T01:26:18Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5755366151,56,Center,5755366297,233,368,5755366153,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819842991,448,1,2,47,40,2n3wgr89m7jl8tmioemit2pgq,1,3.0,54.0,2025-05-29T00:15:07.840Z,2025-05-29T00:26:01Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5755390845,140,5.0,5755390841,124,,5755390847,141,42.3,5755390843,56,Back,5755390851,213,4.97,5755391239,189,,5755390855,237,,5755390849,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839105,369,1,2,47,41,2n3wgr89m7jl8tmioemit2pgq,0,10.1,42.5,2025-05-29T00:15:09.615Z,2025-05-29T00:25:59Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755387849,189,,5755367107,140,39.3,5755367109,141,3.3,5755391001,157,,5755367111,212,40.6,5755367113,213,5.57,5755367105,56,Back,5755391003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839089,426,1,2,47,42,8cpjplodpphtkbt0hq8sr8mqs,0,30.5,68.5,2025-05-29T00:15:10.052Z,2025-05-29T00:24:27Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755367005,141,78.2,5755367003,140,52.9,5755367007,212,24.4,5755367009,213,0.27,5755367001,56,Center,5755366999,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819842989,447,61,2,47,42,2n3wgr89m7jl8tmioemit2pgq,1,14.1,48.1,2025-05-29T00:15:10.649Z,2025-05-29T00:26:17Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755391909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819843615,461,1,2,47,43,2n3wgr89m7jl8tmioemit2pgq,1,38.0,39.3,2025-05-29T00:15:10.799Z,2025-05-29T00:28:13Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5755396229,56,Back,5755396231,140,31.8,5755396235,212,12.0,5755396237,213,4.14,5755396233,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819843617,462,1,2,47,43,2n3wgr89m7jl8tmioemit2pgq,1,28.6,13.3,2025-05-29T00:15:10.992Z,2025-05-29T00:28:18Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755396389,140,87.6,5755396391,141,9.6,5755396485,155,,5755396395,213,6.24,5755396387,56,Right,5755396393,212,62.0,5755396397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839109,370,43,2,47,43,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-29T00:15:11.399Z,2025-05-29T00:28:05Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5755367141,56,Back,5755367145,141,29.5,5755367149,213,3.44,5755395855,144,1,5755367143,140,44.0,5755367147,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839127,371,61,2,47,44,2n3wgr89m7jl8tmioemit2pgq,0,44.0,29.2,2025-05-29T00:15:12.056Z,2025-05-29T00:28:10Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5755367251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839137,373,5,2,47,50,2n3wgr89m7jl8tmioemit2pgq,0,100.4,19.4,2025-05-29T00:15:18.240Z,2025-05-29T01:26:18Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5755367301,346,,5755367299,56,Right,5755367827,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839219,427,5,2,47,50,8cpjplodpphtkbt0hq8sr8mqs,1,-0.4,80.6,2025-05-29T00:15:18.240Z,2025-05-29T01:26:18Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755367791,233,373,5755367717,346,,5755367715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839241,428,1,2,48,3,8cpjplodpphtkbt0hq8sr8mqs,0,5.3,54.3,2025-05-29T00:15:31.508Z,2025-05-29T00:15:34Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755367897,74,,5755367893,213,0.35,5755367885,56,Left,5755367887,140,54.4,5755367883,124,,5755367895,1,,5755367891,212,54.9,5755367889,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839271,375,1,2,48,9,2n3wgr89m7jl8tmioemit2pgq,1,37.5,26.0,2025-05-29T00:15:37.056Z,2025-05-29T00:18:47Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5755375201,141,36.6,5755375199,140,56.3,5755375205,213,0.35,5755375197,56,Center,5755375195,3,,5755375203,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839279,376,4,2,48,11,2n3wgr89m7jl8tmioemit2pgq,1,65.6,22.2,2025-05-29T00:15:38.737Z,2025-05-29T02:29:24Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5755368123,56,Center,5755396801,295,,5755389239,233,429,5755389225,286,,5755368121,13,,5755368125,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839281,429,4,2,48,11,8cpjplodpphtkbt0hq8sr8mqs,0,34.4,77.8,2025-05-29T00:15:38.738Z,2025-05-29T00:28:26Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755368185,56,Back,5755368181,13,,5755389265,233,376,5755368183,295,,5755368187,152,,5755368189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839629,377,1,2,49,0,2n3wgr89m7jl8tmioemit2pgq,1,62.5,34.3,2025-05-29T00:16:27.712Z,2025-05-29T00:25:08Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5755370035,1,,5755370019,56,Center,5755370025,141,58.4,5755370021,140,92.3,5755370017,155,,5755389137,5,,5755370033,213,0.48,5755370029,212,35.3,5755389139,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839635,378,1,2,49,3,2n3wgr89m7jl8tmioemit2pgq,0,96.2,62.0,2025-05-29T00:16:31.599Z,2025-05-29T02:50:19Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755398067,3,,5755398071,141,50.5,5755398075,213,4.45,5755398069,140,94.2,5755370051,56,Center,5755398073,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839619,430,43,2,49,4,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-29T00:16:31.699Z,2025-05-29T00:23:24Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755369975,182,0,5755369971,173,0,5755385101,144,10,5755369973,178,0,5755369977,56,Back,5755370411,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839643,431,43,2,49,4,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-29T00:16:31.699Z,2025-05-29T00:29:13Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755370101,173,0,5755398355,144,10,5755370103,178,0,5755370107,56,Back,5755370105,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839701,433,1,2,49,10,8cpjplodpphtkbt0hq8sr8mqs,1,10.2,38.6,2025-05-29T00:16:38.444Z,2025-05-29T00:16:41Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755370325,141,69.3,5755370319,123,,5755370321,56,Back,5755370327,212,21.0,5755370323,140,12.2,5755370329,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839733,434,1,2,49,14,8cpjplodpphtkbt0hq8sr8mqs,1,6.1,72.7,2025-05-29T00:16:41.715Z,2025-05-29T00:16:46Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755370515,157,,5755370523,212,46.1,5755370527,1,,5755370521,141,93.9,5755370517,56,Back,5755370525,213,0.32,5755370519,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839737,435,61,2,49,18,8cpjplodpphtkbt0hq8sr8mqs,1,47.8,93.9,2025-05-29T00:16:45.929Z,2025-05-29T00:16:46Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755370543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839773,436,1,2,49,20,8cpjplodpphtkbt0hq8sr8mqs,1,34.0,93.9,2025-05-29T00:16:48.235Z,2025-05-29T00:18:51Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755370709,1,,5755370707,213,6.09,5755370699,56,Left,5755370703,141,82.3,5755370701,140,72.3,5755375283,155,,5755370705,212,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839809,437,1,2,49,23,8cpjplodpphtkbt0hq8sr8mqs,1,78.7,93.8,2025-05-29T00:16:51.314Z,2025-05-29T00:16:57Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5755370945,140,65.1,5755370943,56,Center,5755370951,213,3.96,5755370947,141,71.4,5755370949,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839815,438,4,2,49,29,8cpjplodpphtkbt0hq8sr8mqs,1,67.3,70.6,2025-05-29T00:16:56.915Z,2025-05-29T01:25:40Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755371009,286,,5755371007,265,,5755371003,56,Center,5755371025,233,379,5755371001,13,,5755371005,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819839811,379,4,2,49,29,2n3wgr89m7jl8tmioemit2pgq,0,32.7,29.4,2025-05-29T00:16:56.916Z,2025-05-29T00:16:59Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5755371065,233,438,5755371011,13,,5755371015,152,,5755371019,285,,5755371017,265,,5755371013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840005,439,1,2,49,56,8cpjplodpphtkbt0hq8sr8mqs,1,65.7,71.5,2025-05-29T00:17:24.626Z,2025-05-29T00:18:22Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755372063,5,,5755372067,56,Left,5755372065,152,,5755372071,141,87.4,5755372073,212,24.4,5755372069,140,86.5,5755372075,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840013,440,50,2,50,1,8cpjplodpphtkbt0hq8sr8mqs,1,96.4,72.2,2025-05-29T00:17:28.938Z,2025-05-29T01:25:53Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755372141,286,,5755372313,233,380,5755372139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840029,380,7,2,50,1,2n3wgr89m7jl8tmioemit2pgq,1,3.6,27.8,2025-05-29T00:17:28.939Z,2025-05-29T01:25:52Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5755372227,56,Back,5755372269,233,440,5755372229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840023,441,1,2,50,3,8cpjplodpphtkbt0hq8sr8mqs,0,79.9,79.4,2025-05-29T00:17:31.291Z,2025-05-29T00:17:32Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755372197,141,42.8,5755372193,56,Center,5755372199,212,29.5,5755372195,140,95.0,5755372201,213,5.28,5755372191,155,,5755372189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840033,381,12,2,50,5,2n3wgr89m7jl8tmioemit2pgq,1,10.7,37.6,2025-05-29T00:17:32.752Z,2025-05-29T00:17:35Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755372247,141,26.2,5755372243,56,Back,5755372251,213,5.71,5755372249,212,14.3,5755372245,140,22.2,5755372257,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840051,382,1,2,50,8,2n3wgr89m7jl8tmioemit2pgq,0,22.7,30.9,2025-05-29T00:17:35.696Z,2025-05-29T00:17:36Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755372365,213,0.21,5755372359,140,63.5,5755372361,141,44.2,5755372355,56,Center,5755372363,212,43.8,5755372367,1,,5755372351,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840067,442,1,2,50,12,8cpjplodpphtkbt0hq8sr8mqs,1,46.5,55.2,2025-05-29T00:17:40.146Z,2025-05-29T00:17:41Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755372525,279,G,5755372519,141,40.7,5755372521,212,17.5,5755372517,140,60.3,5755372523,213,5.69,5755372515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840075,443,1,2,50,13,8cpjplodpphtkbt0hq8sr8mqs,1,60.3,40.7,2025-05-29T00:17:41.082Z,2025-05-29T00:17:42Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5755372559,140,48.4,5755372561,141,54.2,5755372557,56,Back,5755372565,213,2.51,5755372563,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840081,444,1,2,50,14,8cpjplodpphtkbt0hq8sr8mqs,0,48.4,54.2,2025-05-29T00:17:42.210Z,2025-05-29T00:17:44Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755372695,233,383,5755372599,140,52.5,5755372605,213,5.63,5755372597,56,Center,5755372603,212,5.4,5755372607,1,,5755372595,157,,5755372693,236,,5755372699,286,,5755372601,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840093,383,74,2,50,14,2n3wgr89m7jl8tmioemit2pgq,1,38.7,60.2,2025-05-29T00:17:42.211Z,2025-05-29T01:26:15Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5755372659,56,Back,5755372661,285,,5755372707,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840187,385,27,2,50,23,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-29T00:17:51.203Z,2025-05-29T00:17:59Z,,,,,5755373183,41,Injury,5755373185,53,5r88subg9jy8zg4y97tzwzxm1,5755373233,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840133,445,27,2,50,23,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-29T00:17:51.203Z,2025-05-29T00:17:58Z,,,,,5755373199,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840193,386,28,2,50,31,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-29T00:17:58.808Z,2025-05-29T01:13:43Z,,,,,5755373211,55,385,5755532519,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840579,446,28,2,50,31,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-29T00:17:58.808Z,2025-05-29T01:13:42Z,,,,,5755375419,55,445,5755532493,233,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840665,450,1,2,51,30,8cpjplodpphtkbt0hq8sr8mqs,1,52.3,20.9,2025-05-29T00:18:58.081Z,2025-05-29T00:19:01Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755375837,213,1.78,5755375833,141,68.5,5755375835,212,33.1,5755375829,56,Back,5755375831,140,45.8,5755375839,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840697,451,1,2,51,33,8cpjplodpphtkbt0hq8sr8mqs,1,46.3,68.2,2025-05-29T00:19:01.506Z,2025-05-29T00:19:06Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755376021,140,60.9,5755376025,212,15.8,5755376019,56,Center,5755376023,141,74.1,5755376027,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840711,452,1,2,51,38,8cpjplodpphtkbt0hq8sr8mqs,0,60.3,79.3,2025-05-29T00:19:05.802Z,2025-05-29T00:19:06Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755376099,140,80.0,5755376101,141,50.9,5755376103,212,28.3,5755376095,155,,5755376097,56,Center,5755376105,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840721,388,12,2,51,39,2n3wgr89m7jl8tmioemit2pgq,1,29.2,32.1,2025-05-29T00:19:07.200Z,2025-05-29T00:19:20Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755376147,140,39.7,5755376151,212,11.4,5755376143,56,Back,5755376179,15,,5755376153,213,6.04,5755376149,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840751,453,1,2,51,40,8cpjplodpphtkbt0hq8sr8mqs,1,63.4,68.5,2025-05-29T00:19:08.545Z,2025-05-29T00:19:11Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755376315,212,24.6,5755376317,213,3.24,5755376313,141,64.9,5755376311,140,40.1,5755376309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840763,454,1,2,51,43,8cpjplodpphtkbt0hq8sr8mqs,1,41.7,66.9,2025-05-29T00:19:11.313Z,2025-05-29T00:19:12Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755376395,56,Left,5755376401,212,19.7,5755376403,213,0.85,5755376397,140,54.1,5755376399,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840783,455,1,2,51,44,8cpjplodpphtkbt0hq8sr8mqs,1,54.7,86.2,2025-05-29T00:19:12.561Z,2025-05-29T00:19:15Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755376515,213,3.69,5755376507,56,Back,5755376513,212,18.3,5755376511,141,72.1,5755376509,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840805,456,1,2,51,47,8cpjplodpphtkbt0hq8sr8mqs,1,41.0,75.1,2025-05-29T00:19:15.289Z,2025-05-29T00:19:17Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755376627,56,Left,5755376633,212,30.9,5755376635,213,0.51,5755376631,141,97.4,5755376629,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840815,457,1,2,51,49,8cpjplodpphtkbt0hq8sr8mqs,1,66.6,97.4,2025-05-29T00:19:17.489Z,2025-05-29T00:19:18Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755376709,140,70.9,5755376711,141,83.2,5755376713,212,10.7,5755376715,213,5.15,5755376707,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840825,389,45,2,51,50,2n3wgr89m7jl8tmioemit2pgq,0,35.6,26.6,2025-05-29T00:19:18.609Z,2025-05-29T00:19:26Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5755376769,285,,5755376813,233,458,5755376767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840827,458,3,2,51,50,8cpjplodpphtkbt0hq8sr8mqs,1,64.4,73.4,2025-05-29T00:19:18.609Z,2025-05-29T00:19:25Z,a2bwi8risp0a9q88cno5wlihh,R. Williams,,,5755376791,233,389,5755376771,56,Center,5755376773,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840859,459,1,2,51,52,8cpjplodpphtkbt0hq8sr8mqs,1,62.3,83.9,2025-05-29T00:19:20.226Z,2025-05-29T00:19:26Z,a2bwi8risp0a9q88cno5wlihh,R. Williams,,,5755376937,56,Back,5755376941,141,53.1,5755376943,212,26.7,5755376945,213,4.05,5755376939,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
