id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2796703147,424,1,1,40,53,5x54jbfk11lrsmipgsx7cdbai,1,54.1,35.4,2025-04-05T21:17:59.330Z,2025-04-05T21:18:03Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627639727,140,53.4,5627639729,141,63.7,5627639733,213,1.61,5627639731,212,19.3,5627639725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703175,425,1,1,40,57,5x54jbfk11lrsmipgsx7cdbai,1,55.5,63.4,2025-04-05T21:18:03.450Z,2025-04-05T21:18:04Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627639889,212,10.2,5627639891,213,4.77,5627639883,56,Center,5627639885,140,56.1,5627639887,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703195,426,1,1,40,58,5x54jbfk11lrsmipgsx7cdbai,1,56.1,48.4,2025-04-05T21:18:04.794Z,2025-04-05T21:18:06Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627640017,213,0.16,5627640009,56,Center,5627640011,140,69.0,5627640013,141,51.6,5627640015,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703209,427,1,1,41,0,5x54jbfk11lrsmipgsx7cdbai,1,68.8,50.6,2025-04-05T21:18:06.251Z,2025-04-05T21:18:07Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627640097,141,40.3,5627640093,56,Center,5627640099,212,9.5,5627640095,140,62.7,5627640101,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703267,428,1,1,41,1,5x54jbfk11lrsmipgsx7cdbai,1,62.6,40.3,2025-04-05T21:18:07.474Z,2025-04-05T21:18:12Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627640407,141,24.4,5627640415,213,5.50,5627640403,140,72.9,5627640411,212,15.3,5627640399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703287,429,1,1,41,5,5x54jbfk11lrsmipgsx7cdbai,1,74.0,18.8,2025-04-05T21:18:12.002Z,2025-04-05T21:18:14Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627640517,56,Right,5627640525,213,5.51,5627640521,141,6.5,5627640519,140,82.2,5627640523,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703293,430,1,1,41,7,5x54jbfk11lrsmipgsx7cdbai,0,81.6,4.4,2025-04-05T21:18:13.907Z,2025-04-05T21:18:15Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627640569,141,7.1,5627640635,233,285,5627640567,140,83.1,5627640573,213,0.86,5627640571,212,2.4,5627640565,56,Right,5627640633,236,,5627640641,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703299,285,74,1,41,7,2n3wgr89m7jl8tmioemit2pgq,1,19.4,90.8,2025-04-05T21:18:13.908Z,2025-04-05T22:42:46Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627640593,56,Back,5627640595,285,,5627640675,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703319,286,5,1,41,8,2n3wgr89m7jl8tmioemit2pgq,0,16.0,101.8,2025-04-05T21:18:14.827Z,2025-04-05T22:43:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627640959,233,431,5627640743,347,,5627640741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703343,431,5,1,41,8,5x54jbfk11lrsmipgsx7cdbai,1,84.0,-1.8,2025-04-05T21:18:14.827Z,2025-04-05T22:43:01Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627640919,347,,5627640937,233,286,5627640913,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703373,432,1,1,41,12,5x54jbfk11lrsmipgsx7cdbai,1,82.7,0.0,2025-04-05T21:18:18.794Z,2025-04-05T21:18:21Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627641087,56,Right,5627641093,212,8.5,5627641089,140,80.4,5627641095,213,1.86,5627641091,141,10.0,5627641085,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703391,433,1,1,41,14,5x54jbfk11lrsmipgsx7cdbai,1,79.1,10.7,2025-04-05T21:18:20.947Z,2025-04-05T21:18:22Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627641211,141,7.3,5627641209,140,85.4,5627641215,213,5.95,5627641213,212,7.0,5627641207,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703411,434,1,1,41,16,5x54jbfk11lrsmipgsx7cdbai,1,85.9,6.4,2025-04-05T21:18:22.659Z,2025-04-05T21:18:24Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627641321,140,80.4,5627641319,56,Right,5627641327,213,3.14,5627641325,212,5.8,5627641323,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703457,435,1,1,41,18,5x54jbfk11lrsmipgsx7cdbai,1,78.7,8.5,2025-04-05T21:18:24.251Z,2025-04-05T21:18:27Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627641597,56,Center,5627641603,141,29.8,5627641605,212,14.5,5627641607,213,1.54,5627641599,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703461,436,61,1,41,21,5x54jbfk11lrsmipgsx7cdbai,0,78.8,30.6,2025-04-05T21:18:27.643Z,2025-04-05T21:18:28Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627641619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703549,288,1,1,41,26,2n3wgr89m7jl8tmioemit2pgq,1,40.1,72.0,2025-04-05T21:18:32.495Z,2025-04-05T21:18:34Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627642027,56,Back,5627642037,213,2.54,5627642029,140,28.0,5627642031,141,84.7,5627642035,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703567,289,1,1,41,28,2n3wgr89m7jl8tmioemit2pgq,1,28.8,86.3,2025-04-05T21:18:34.374Z,2025-04-05T21:18:36Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627642139,141,73.9,5627642137,140,24.3,5627642141,212,9.7,5627642135,56,Back,5627642143,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703591,290,1,1,41,29,2n3wgr89m7jl8tmioemit2pgq,1,24.3,73.9,2025-04-05T21:18:36.014Z,2025-04-05T21:18:38Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5627642285,140,33.4,5627642283,56,Back,5627642291,212,10.9,5627642287,141,66.3,5627642295,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703641,291,1,1,41,31,2n3wgr89m7jl8tmioemit2pgq,1,33.4,66.3,2025-04-05T21:18:37.982Z,2025-04-05T21:18:40Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5627642525,141,35.5,5627642521,56,Back,5627642529,213,4.09,5627642523,140,19.1,5627642527,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703683,292,1,1,41,34,2n3wgr89m7jl8tmioemit2pgq,1,19.9,41.6,2025-04-05T21:18:40.743Z,2025-04-05T21:18:44Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627642765,141,15.3,5627642769,213,5.15,5627642759,56,Back,5627642763,140,27.8,5627642767,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703965,293,1,1,41,38,2n3wgr89m7jl8tmioemit2pgq,1,28.9,16.2,2025-04-05T21:18:44.030Z,2025-04-05T21:19:10Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627644403,141,36.4,5627644407,213,2.09,5627644399,56,Back,5627644405,212,15.8,5627644401,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703973,294,27,1,41,56,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T21:19:02.724Z,2025-04-05T21:19:12Z,,,,,5627644505,233,437,5627644429,53,6pqwh2z47uwgr9u9y8n79ppzp,5627644427,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703887,437,27,1,41,56,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T21:19:02.724Z,2025-04-05T21:19:11Z,,,,,5627644489,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796703893,438,28,1,41,57,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T21:19:03.548Z,2025-04-05T21:19:03Z,,,,,5627643987,55,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796704719,295,28,1,43,17,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T21:20:23.950Z,2025-04-05T21:20:24Z,,,,,5627648585,55,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796705755,297,18,1,45,11,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T21:22:17.409Z,2025-04-05T21:23:00Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5627654817,59,94,5627654887,55,298,5627657601,41,,5627654815,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796705763,298,19,1,45,11,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T21:22:17.410Z,2025-04-05T23:36:20Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5627654853,55,297,5627964715,292,6,5627657537,41,,5627654847,145,8,5627655873,293,5,5627654849,59,7,5627654851,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796705857,299,1,1,45,18,2n3wgr89m7jl8tmioemit2pgq,0,19.1,72.6,2025-04-05T21:22:24.968Z,2025-04-05T21:38:42Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627655355,56,Center,5627655365,1,,5627655505,189,,5627655361,212,48.3,5627655353,157,,5627655363,213,6.11,5627655359,141,60.6,5627655357,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2796705957,440,1,1,45,22,5x54jbfk11lrsmipgsx7cdbai,1,13.3,42.5,2025-04-05T21:22:28.750Z,2025-04-05T21:22:34Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5627655927,141,57.8,5627655923,56,Back,5627655929,212,14.1,5627655931,213,0.83,5627655925,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796705991,441,1,1,45,28,5x54jbfk11lrsmipgsx7cdbai,1,26.3,59.1,2025-04-05T21:22:34.622Z,2025-04-05T21:22:38Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627656123,213,5.33,5627656115,56,Back,5627656117,140,33.0,5627656119,141,44.5,5627656121,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706009,442,1,1,45,31,5x54jbfk11lrsmipgsx7cdbai,1,40.9,36.1,2025-04-05T21:22:37.967Z,2025-04-05T21:22:40Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627656221,56,Right,5627656225,141,15.5,5627656227,212,25.1,5627656223,140,60.7,5627656229,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706015,443,1,1,45,33,5x54jbfk11lrsmipgsx7cdbai,1,62.3,11.0,2025-04-05T21:22:39.919Z,2025-04-05T21:22:42Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627656295,213,2.87,5627656293,212,20.4,5627656287,56,Back,5627656289,140,43.6,5627656291,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706049,444,1,1,45,36,5x54jbfk11lrsmipgsx7cdbai,1,44.7,19.7,2025-04-05T21:22:42.038Z,2025-04-05T21:22:46Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627656595,1,,5627656591,212,32.2,5627656585,56,Back,5627656587,140,45.5,5627656593,213,1.54,5627656589,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706085,445,1,1,45,40,5x54jbfk11lrsmipgsx7cdbai,1,49.8,68.1,2025-04-05T21:22:46.198Z,2025-04-05T21:22:50Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627656799,141,80.5,5627656795,140,62.3,5627656791,56,Left,5627656803,212,15.6,5627656809,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706125,446,1,1,45,44,5x54jbfk11lrsmipgsx7cdbai,1,62.7,85.1,2025-04-05T21:22:50.102Z,2025-04-05T21:22:53Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627657073,141,79.1,5627657075,212,18.6,5627657071,140,45.4,5627657077,213,3.36,5627657069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706221,447,1,1,45,47,5x54jbfk11lrsmipgsx7cdbai,1,44.7,66.4,2025-04-05T21:22:53.799Z,2025-04-05T21:23:00Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627657581,56,Center,5627657587,141,43.6,5627657589,212,17.2,5627657591,213,5.17,5627657585,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706263,448,1,1,45,53,5x54jbfk11lrsmipgsx7cdbai,1,63.8,39.4,2025-04-05T21:22:59.702Z,2025-04-05T21:23:03Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627657811,212,20.5,5627657805,56,Right,5627657807,140,71.9,5627657813,213,5.14,5627657809,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706285,449,1,1,45,57,5x54jbfk11lrsmipgsx7cdbai,1,67.0,15.3,2025-04-05T21:23:03.319Z,2025-04-05T21:23:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627657905,213,2.84,5627657903,212,23.7,5627657899,140,45.4,5627657897,56,Back,5627657901,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706353,450,1,1,45,58,5x54jbfk11lrsmipgsx7cdbai,1,44.2,25.8,2025-04-05T21:23:04.999Z,2025-04-05T21:23:10Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627658249,141,48.8,5627658251,212,32.3,5627658255,1,,5627658247,140,17.3,5627658245,56,Back,5627658253,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706415,451,1,1,46,4,5x54jbfk11lrsmipgsx7cdbai,1,19.9,49.7,2025-04-05T21:23:10.640Z,2025-04-05T21:23:15Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5627658585,56,Back,5627658591,212,15.6,5627658589,141,64.6,5627658593,213,0.71,5627658587,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706463,452,1,1,46,9,5x54jbfk11lrsmipgsx7cdbai,1,40.9,58.8,2025-04-05T21:23:15.582Z,2025-04-05T21:23:19Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627658899,212,8.1,5627658895,140,44.8,5627658891,56,Back,5627658897,141,69.0,5627658901,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706523,453,1,1,46,13,5x54jbfk11lrsmipgsx7cdbai,0,47.5,68.1,2025-04-05T21:23:19.158Z,2025-04-05T21:23:23Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627659179,155,,5627659207,1,,5627659185,56,Center,5627659193,141,33.6,5627659197,212,48.5,5627659201,213,5.78,5627659189,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706617,301,1,1,46,20,2n3wgr89m7jl8tmioemit2pgq,1,11.9,87.2,2025-04-05T21:23:26.838Z,2025-04-05T21:23:31Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627659747,141,76.1,5627659749,212,51.4,5627659743,56,Center,5627659751,213,6.14,5627659753,1,,5627659741,157,,5627659745,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706621,454,4,1,46,25,5x54jbfk11lrsmipgsx7cdbai,1,40.5,23.2,2025-04-05T21:23:31.700Z,2025-04-05T22:42:29Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627659837,56,Back,5627659841,286,,5627659833,13,,5627659839,152,,5627659835,295,,5627659909,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706623,302,4,1,46,25,2n3wgr89m7jl8tmioemit2pgq,0,59.5,76.8,2025-04-05T21:23:31.701Z,2025-04-05T22:42:29Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627659881,13,,5627659885,56,Center,5627659915,233,454,5627659887,152,,5627659889,285,,5627659883,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706673,455,70,1,46,30,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T21:23:36.570Z,2025-04-05T21:23:36Z,,,,,5627660051,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706735,456,1,1,46,34,5x54jbfk11lrsmipgsx7cdbai,1,43.0,21.8,2025-04-05T21:23:41.024Z,2025-04-05T21:23:43Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627660367,140,47.1,5627660373,213,1.37,5627660363,152,,5627660369,141,52.2,5627660405,189,,5627660361,5,,5627660365,56,Back,5627660371,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706793,457,1,1,46,38,5x54jbfk11lrsmipgsx7cdbai,1,55.4,54.0,2025-04-05T21:23:44.391Z,2025-04-05T21:23:47Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627660697,56,Center,5627660701,141,44.8,5627660703,212,9.5,5627660705,213,5.56,5627660699,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706835,458,1,1,46,41,5x54jbfk11lrsmipgsx7cdbai,1,62.9,43.4,2025-04-05T21:23:47.503Z,2025-04-05T21:23:51Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627660959,141,29.1,5627660963,213,4.83,5627660955,140,64.0,5627660951,56,Center,5627660961,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706855,459,1,1,46,45,5x54jbfk11lrsmipgsx7cdbai,1,65.9,29.5,2025-04-05T21:23:51.439Z,2025-04-05T21:23:53Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627661105,141,9.2,5627661101,56,Right,5627661109,213,5.51,5627661103,140,79.5,5627661107,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706889,460,1,1,46,47,5x54jbfk11lrsmipgsx7cdbai,1,77.8,8.6,2025-04-05T21:23:53.312Z,2025-04-05T21:23:56Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627661287,212,11.9,5627661281,56,Center,5627661285,141,24.3,5627661283,140,72.8,5627661289,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706891,461,61,1,46,50,5x54jbfk11lrsmipgsx7cdbai,0,73.6,23.6,2025-04-05T21:23:56.784Z,2025-04-05T21:23:57Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627661293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706899,303,83,1,46,52,2n3wgr89m7jl8tmioemit2pgq,0,36.4,72.0,2025-04-05T21:23:58.102Z,2025-04-05T21:24:06Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627661795,399,21vmi7qtrujzez3ziux0wa4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706949,462,4,1,46,54,5x54jbfk11lrsmipgsx7cdbai,1,68.4,22.6,2025-04-05T21:24:00.461Z,2025-04-05T21:24:05Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627661583,265,,5627661585,286,,5627661577,13,,5627661627,233,304,5627661579,56,Center,5627661581,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706925,304,4,1,46,54,2n3wgr89m7jl8tmioemit2pgq,0,31.6,77.4,2025-04-05T21:24:00.462Z,2025-04-05T21:24:13Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627661555,56,Back,5627661561,285,,5627662315,55,305,5627661643,233,462,5627661553,13,,5627661559,265,,5627661557,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796706987,305,17,1,46,59,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T21:24:05.143Z,2025-04-05T21:24:13Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627662285,158,,5627662283,31,,5627662287,55,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796707703,463,27,1,48,6,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T21:25:12.481Z,2025-04-05T21:25:16Z,,,,,5627666045,41,Injury,5627666047,53,21vmi7qtrujzez3ziux0wa4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796707719,464,28,1,48,11,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T21:25:17.545Z,2025-04-05T21:25:17Z,,,,,5627666135,55,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708301,465,1,1,48,54,5x54jbfk11lrsmipgsx7cdbai,1,73.8,16.4,2025-04-05T21:26:00.081Z,2025-04-05T21:26:08Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627669331,2,,5627669347,213,1.01,5627669343,141,47.9,5627669335,155,,5627669341,140,86.7,5627669337,152,,5627669339,56,Center,5627669333,5,,5627669345,212,,,,,,,,,,,,,,,,,,,25.3,,,,,
2796708281,306,4,1,48,59,2n3wgr89m7jl8tmioemit2pgq,1,13.6,50.6,2025-04-05T21:26:05.724Z,2025-04-05T22:42:30Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627669631,294,,5627669475,233,466,5627669253,152,,5627669251,56,Back,5627669249,13,,5627669257,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708305,466,4,1,48,59,5x54jbfk11lrsmipgsx7cdbai,0,86.4,49.4,2025-04-05T21:26:05.725Z,2025-04-05T23:45:08Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5627669439,294,,5627669445,286,,5627669441,56,Center,5627669437,13,,5627669493,233,306,5627669443,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708651,307,1,1,49,29,2n3wgr89m7jl8tmioemit2pgq,0,14.6,51.3,2025-04-05T21:26:35.287Z,2025-04-05T21:26:38Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5627671357,140,81.5,5627671353,152,,5627671363,213,0.31,5627671359,141,84.7,5627671349,5,,5627671361,212,73.8,5627671351,157,,5627671355,56,Left,5627671365,1,,,,,,,,,,,,,,,,,,,,,,,,
2796708659,467,12,1,49,32,5x54jbfk11lrsmipgsx7cdbai,1,25.6,11.9,2025-04-05T21:26:38.595Z,2025-04-05T21:26:42Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627671415,213,6.04,5627671413,212,14.6,5627671407,56,Back,5627671471,15,,5627671409,140,39.1,5627671411,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708687,308,1,1,49,33,2n3wgr89m7jl8tmioemit2pgq,0,77.9,87.4,2025-04-05T21:26:39.941Z,2025-04-05T21:26:40Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627671615,213,4.76,5627671611,141,84.4,5627671605,3,,5627671613,212,2.0,5627671607,56,Left,5627671609,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708735,468,1,1,49,36,5x54jbfk11lrsmipgsx7cdbai,0,33.6,18.3,2025-04-05T21:26:42.538Z,2025-04-05T21:26:44Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627671893,1,,5627671881,157,,5627671887,141,0.0,5627671889,212,24.4,5627671883,56,Right,5627671885,140,52.9,5627671891,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796709035,309,5,1,49,37,2n3wgr89m7jl8tmioemit2pgq,1,51.5,101.3,2025-04-05T21:26:43.116Z,2025-04-05T22:43:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627673597,347,,5627673625,233,469,5627673595,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796708741,469,5,1,49,37,5x54jbfk11lrsmipgsx7cdbai,0,48.5,-1.3,2025-04-05T21:26:43.116Z,2025-04-05T22:43:02Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627673663,233,309,5627671915,56,Back,5627671917,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796709069,310,1,1,50,6,2n3wgr89m7jl8tmioemit2pgq,0,58.8,100.0,2025-04-05T21:27:12.941Z,2025-04-05T21:27:16Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627673763,140,76.3,5627673759,56,Left,5627673753,107,,5627673769,212,23.3,5627673767,141,79.7,5627673773,1,,5627673771,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796709085,470,44,1,50,9,5x54jbfk11lrsmipgsx7cdbai,1,27.4,18.1,2025-04-05T21:27:15.380Z,2025-04-05T22:44:41Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627673863,285,,5627673861,56,Back,5627673917,233,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796709077,311,44,1,50,9,2n3wgr89m7jl8tmioemit2pgq,0,72.6,81.9,2025-04-05T21:27:15.381Z,2025-04-05T22:44:41Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627673953,233,470,5627673807,286,,5627673805,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
