id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2785910597,361,1,1,49,25,7neuneh44n9rtsfsh6r0sb9no,1,76.5,81.1,2025-03-09T04:02:15.827Z,2025-03-09T04:02:17Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568425273,212,13.4,5568425265,140,87.8,5568425263,56,Left,5568425269,141,90.3,5568425275,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910613,362,1,1,49,27,7neuneh44n9rtsfsh6r0sb9no,1,87.7,90.3,2025-03-09T04:02:17.362Z,2025-03-09T23:50:36Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,1.0,,5568425355,155,,5568425357,56,Center,5568425361,141,32.8,5568425359,140,87.0,5568425353,2,,5568425367,1,,5571905343,210,13,5568425365,213,4.69,5571905345,154,5568425363,212,,,,,,,,,,,,,,,,,,39.1,,,,,,,,,,,
2785910619,363,13,1,49,30,7neuneh44n9rtsfsh6r0sb9no,1,87.0,32.8,2025-03-09T04:02:20.523Z,2025-03-09T23:50:37Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5571905369,55,362,5571905363,73,,5571905367,154,,5571905365,29,,5571905387,231,45.3,5568425385,56,Center,5571905379,328,,5571905385,230,99.0,5571905373,102,5571905375,103,5571905383,147,45.1,5571905377,108,5568425383,63,5571904169,153,5571905381,146,5568425381,22,5571904165,20,,75.3,9.7,,,,93.4,,,,,,,
2785910617,411,12,1,49,30,bk3zg8yaj5uoqhxzwons3bo8a,1,7.4,54.4,2025-03-09T04:02:20.623Z,2025-03-09T23:49:48Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5571903085,140,17.1,5568425379,56,Back,5571903091,213,1.17,5571903087,141,89.5,5571903089,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910645,364,5,1,49,32,7neuneh44n9rtsfsh6r0sb9no,1,76.3,-0.8,2025-03-09T04:02:22.531Z,2025-03-09T05:46:10Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5568425517,56,Right,5568425519,347,,5568499429,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910723,412,5,1,49,32,bk3zg8yaj5uoqhxzwons3bo8a,0,23.7,100.8,2025-03-09T04:02:22.531Z,2025-03-09T05:46:10Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5568499437,233,364,5568425899,56,Back,5568425903,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910659,365,1,1,49,35,7neuneh44n9rtsfsh6r0sb9no,1,73.6,0.0,2025-03-09T04:02:25.626Z,2025-03-09T04:02:28Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5568425591,141,17.3,5568425587,56,Right,5568425589,140,60.2,5568425593,212,18.8,5568425595,213,2.41,5568425585,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910679,366,1,1,49,38,7neuneh44n9rtsfsh6r0sb9no,1,60.2,18.2,2025-03-09T04:02:28.566Z,2025-03-09T04:02:33Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5568425715,213,1.66,5568425711,141,50.3,5568425713,212,21.9,5568425709,140,58.3,5568425707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910687,367,1,1,49,43,7neuneh44n9rtsfsh6r0sb9no,1,57.9,50.3,2025-03-09T04:02:33.123Z,2025-03-09T04:02:34Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5568425749,212,19.0,5568425747,141,77.8,5568425743,56,Center,5568425751,213,1.40,5568425745,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910705,368,1,1,49,44,7neuneh44n9rtsfsh6r0sb9no,1,60.4,77.9,2025-03-09T04:02:34.812Z,2025-03-09T04:02:38Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568425829,56,Left,5568425835,212,18.5,5568425837,213,0.71,5568425833,141,95.7,5568425831,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910711,369,1,1,49,48,7neuneh44n9rtsfsh6r0sb9no,0,79.4,92.9,2025-03-09T04:02:38.030Z,2025-03-09T04:14:42Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568425855,155,,5568425865,213,5.20,5568425857,56,Left,5568425863,212,10.3,5568425861,141,79.6,5568425853,2,,5568425859,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910729,413,61,1,49,49,bk3zg8yaj5uoqhxzwons3bo8a,1,16.6,15.5,2025-03-09T04:02:39.802Z,2025-03-09T04:02:40Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568425933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910757,414,61,1,49,54,bk3zg8yaj5uoqhxzwons3bo8a,0,15.5,11.7,2025-03-09T04:02:44.116Z,2025-03-09T04:06:53Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568426055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910789,370,5,1,49,56,7neuneh44n9rtsfsh6r0sb9no,1,81.1,101.4,2025-03-09T04:02:46.059Z,2025-03-09T05:28:05Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568426175,347,,5568426183,233,415,5568426173,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910775,415,5,1,49,56,bk3zg8yaj5uoqhxzwons3bo8a,0,18.9,-1.4,2025-03-09T04:02:46.059Z,2025-03-09T05:46:10Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568426127,56,Back,5568426129,347,,5568426205,233,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910833,371,1,1,50,4,7neuneh44n9rtsfsh6r0sb9no,1,81.7,100.0,2025-03-09T04:02:54.082Z,2025-03-09T04:02:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568426423,56,Left,5568426429,212,13.4,5568426427,141,86.0,5568426421,107,,5568426425,140,89.7,5568426431,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910849,372,1,1,50,7,7neuneh44n9rtsfsh6r0sb9no,1,89.7,86.0,2025-03-09T04:02:57.730Z,2025-03-09T04:02:59Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568426501,140,80.9,5568426503,141,90.5,5568426499,56,Left,5568426507,213,2.82,5568426505,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910839,416,83,1,50,8,bk3zg8yaj5uoqhxzwons3bo8a,0,20.1,10.6,2025-03-09T04:02:58.636Z,2025-03-09T04:03:02Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568426557,399,7y9k549gjh2183ylplvwg2q5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910859,373,1,1,50,9,7neuneh44n9rtsfsh6r0sb9no,1,80.7,90.8,2025-03-09T04:02:59.650Z,2025-03-09T04:03:01Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568426541,56,Left,5568426543,140,59.5,5568426549,213,3.18,5568426547,212,22.3,5568426545,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910871,374,1,1,50,12,7neuneh44n9rtsfsh6r0sb9no,1,59.4,87.5,2025-03-09T04:03:02.786Z,2025-03-09T04:03:05Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5568426617,212,28.5,5568426615,141,50.4,5568426611,56,Back,5568426619,213,4.23,5568426613,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910897,376,1,1,50,16,7neuneh44n9rtsfsh6r0sb9no,0,47.4,42.7,2025-03-09T04:03:06.148Z,2025-03-09T04:03:10Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568426763,141,0.0,5568426769,212,44.0,5568426775,213,5.52,5568426761,140,77.7,5568426777,1,,5568426753,155,,5568426757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910911,417,43,1,50,20,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T04:03:10.164Z,2025-03-09T04:03:14Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5568426835,141,100.0,5568426829,168,0,5568426837,212,0,5568426929,144,1,5568426827,3,0,5568426831,56,Back,5568426839,213,0.00,5568426833,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910907,377,5,1,50,20,7neuneh44n9rtsfsh6r0sb9no,0,76.9,-2.0,2025-03-09T04:03:10.216Z,2025-03-09T05:46:11Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568427177,233,418,5568426799,347,,5568426795,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910973,418,5,1,50,20,bk3zg8yaj5uoqhxzwons3bo8a,1,23.1,102.0,2025-03-09T04:03:10.216Z,2025-03-09T05:46:11Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5568427165,56,Back,5568427167,347,,5568427169,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910991,419,1,1,50,38,bk3zg8yaj5uoqhxzwons3bo8a,0,34.7,100.0,2025-03-09T04:03:28.163Z,2025-03-09T04:03:31Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5568427257,141,89.7,5568427259,212,12.7,5568427253,56,Back,5568427251,107,,5568427261,213,5.60,5568427255,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910993,420,44,1,50,40,bk3zg8yaj5uoqhxzwons3bo8a,1,41.3,85.3,2025-03-09T04:03:30.597Z,2025-03-09T05:59:15Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568427275,285,,5568428503,233,378,5568427273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910997,378,44,1,50,40,7neuneh44n9rtsfsh6r0sb9no,0,58.7,14.7,2025-03-09T04:03:30.598Z,2025-03-09T05:59:15Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568428521,233,420,5568427293,286,,5568427291,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911001,421,1,1,50,40,bk3zg8yaj5uoqhxzwons3bo8a,1,47.0,91.0,2025-03-09T04:03:30.728Z,2025-03-09T05:28:02Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568428921,140,41.7,5568428919,3,,5568428923,141,74.6,5568428927,213,4.25,5568427299,56,Back,5568428925,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911025,422,1,1,50,46,bk3zg8yaj5uoqhxzwons3bo8a,1,37.1,77.2,2025-03-09T04:03:36.084Z,2025-03-09T04:05:40Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5568427407,212,40.3,5568430719,157,,5568427405,141,20.6,5568427409,213,4.41,5568427403,140,25.7,5568427401,56,Back,5568427411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911033,423,1,1,50,47,bk3zg8yaj5uoqhxzwons3bo8a,0,25.1,21.9,2025-03-09T04:03:37.603Z,2025-03-09T05:27:58Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568427457,213,0.15,5568427453,141,24.3,5568427451,140,35.6,5568427447,3,,5568427455,212,11.1,5568427449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911047,380,1,1,50,48,7neuneh44n9rtsfsh6r0sb9no,1,60.0,72.4,2025-03-09T04:03:38.442Z,2025-03-09T04:03:42Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568427503,213,3.25,5568427497,140,42.9,5568427499,141,69.6,5568427501,212,18.1,5568427495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911063,381,1,1,50,52,7neuneh44n9rtsfsh6r0sb9no,1,58.0,76.7,2025-03-09T04:03:42.683Z,2025-03-09T04:03:45Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568427573,56,Back,5568427579,212,12.7,5568427575,140,46.9,5568427581,213,3.55,5568427577,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911093,382,1,1,50,55,7neuneh44n9rtsfsh6r0sb9no,1,46.9,69.3,2025-03-09T04:03:45.338Z,2025-03-09T04:03:51Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5568427711,56,Right,5568427719,213,5.29,5568427721,1,,5568427709,196,,5568427713,140,72.6,5568427715,141,8.6,5568427717,212,49.3,5568427707,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911107,383,1,1,51,0,7neuneh44n9rtsfsh6r0sb9no,1,66.8,10.9,2025-03-09T04:03:50.921Z,2025-03-09T04:03:54Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5568427785,56,Center,5568427793,213,1.98,5568427789,141,34.3,5568427787,140,60.2,5568427791,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911119,384,1,1,51,4,7neuneh44n9rtsfsh6r0sb9no,1,60.2,34.3,2025-03-09T04:03:54.570Z,2025-03-09T04:03:59Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5568427885,140,60.0,5568427889,212,23.9,5568427887,141,69.4,5568427883,56,Center,5568427891,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911131,385,1,1,51,9,7neuneh44n9rtsfsh6r0sb9no,1,63.7,72.9,2025-03-09T04:03:59.180Z,2025-03-09T04:04:01Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568427935,141,71.4,5568427937,212,17.7,5568427933,140,80.5,5568427939,213,6.23,5568427931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911137,386,1,1,51,11,7neuneh44n9rtsfsh6r0sb9no,1,80.5,71.4,2025-03-09T04:04:01.074Z,2025-03-09T04:04:03Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568427985,156,,5568427959,56,Left,5568427963,141,92.1,5568427961,140,76.5,5568427965,212,14.7,5568427967,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911145,387,1,1,51,14,7neuneh44n9rtsfsh6r0sb9no,1,76.5,92.1,2025-03-09T04:04:04.289Z,2025-03-09T04:04:05Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568428021,212,18.2,5568428019,141,81.4,5568428017,140,60.6,5568428023,213,3.55,5568428015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911151,388,1,1,51,15,7neuneh44n9rtsfsh6r0sb9no,1,60.6,81.4,2025-03-09T04:04:05.705Z,2025-03-09T04:04:07Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568428041,140,43.2,5568428039,56,Back,5568428043,141,66.0,5568428047,213,3.66,5568428045,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911179,389,1,1,51,17,7neuneh44n9rtsfsh6r0sb9no,1,43.2,66.0,2025-03-09T04:04:07.195Z,2025-03-09T04:04:14Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5568428185,141,31.5,5568428187,212,26.3,5568428183,140,54.5,5568428189,213,5.18,5568428181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911195,390,1,1,51,24,7neuneh44n9rtsfsh6r0sb9no,1,63.3,32.2,2025-03-09T04:04:14.599Z,2025-03-09T04:04:18Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568428273,212,18.9,5568428271,141,51.8,5568428267,56,Center,5568428269,140,50.5,5568428275,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911253,391,1,1,51,28,7neuneh44n9rtsfsh6r0sb9no,1,50.5,51.8,2025-03-09T04:04:18.020Z,2025-03-09T04:04:25Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5568428493,1,,5568428487,212,37.7,5568428491,213,0.79,5568428479,56,Left,5568428481,140,75.7,5568428483,141,91.2,5568428477,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911255,392,1,1,51,35,7neuneh44n9rtsfsh6r0sb9no,1,75.5,88.0,2025-03-09T04:04:25.289Z,2025-03-09T04:04:26Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568428547,213,4.65,5568428545,212,17.6,5568428541,140,74.5,5568428539,56,Center,5568428543,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911277,393,1,1,51,36,7neuneh44n9rtsfsh6r0sb9no,1,74.4,62.0,2025-03-09T04:04:26.803Z,2025-03-09T04:04:29Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5568428661,212,23.2,5568428655,56,Left,5568428663,213,0.59,5568428657,140,92.7,5568428659,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911287,394,1,1,51,39,7neuneh44n9rtsfsh6r0sb9no,0,93.6,81.2,2025-03-09T04:04:29.753Z,2025-03-09T04:04:31Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5568428703,155,,5568428713,213,4.38,5568428709,141,41.5,5568428711,212,28.6,5568428701,2,,5568428705,56,Center,5568428707,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911295,424,12,1,51,42,bk3zg8yaj5uoqhxzwons3bo8a,1,11.0,47.0,2025-03-09T04:04:32.028Z,2025-03-09T04:04:34Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568428767,15,,5568428755,140,19.8,5568428761,213,5.86,5568428757,141,40.9,5568428759,212,10.1,5568428753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911461,397,70,1,51,43,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-09T04:04:33.847Z,2025-03-09T05:41:44Z,,,,,5568429549,277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911305,395,13,1,51,44,7neuneh44n9rtsfsh6r0sb9no,1,78.1,61.7,2025-03-09T04:04:34.098Z,2025-03-09T06:14:34Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568429015,215,,5568429025,231,51.4,5568428803,56,Center,5568428799,22,,5568429017,108,,5568429023,230,97.6,5568429019,328,,5568429013,103,63.9,5568428801,18,5568428899,72,5568429011,102,56.6,5568429021,458,5568429009,77,,,,,,,,,,,,,,,,,,,,,,
2785911325,396,5,1,51,44,7neuneh44n9rtsfsh6r0sb9no,0,101.7,58.5,2025-03-09T04:04:34.148Z,2025-03-09T05:46:12Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568428895,56,Center,5568428935,233,425,5568428897,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911329,425,5,1,51,44,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.7,41.5,2025-03-09T04:04:34.148Z,2025-03-09T05:46:11Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568428913,56,Back,5568428915,346,,5568428931,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911471,398,30,1,52,15,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-09T04:05:05.189Z,2025-03-09T04:44:13Z,,,,,5568429591,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911457,426,30,1,52,15,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T04:05:05.189Z,2025-03-09T04:05:05Z,,,,,5568429543,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916873,448,18,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T04:19:50.617Z,2025-03-09T04:20:49Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5568456997,44,Midfielder,5568456999,59,27,5568456995,42,,5568457037,55,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916879,449,19,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T04:19:50.618Z,2025-03-09T06:19:18Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5568457031,44,Midfielder,5568457025,59,7,5568457033,55,448,5568457027,292,6,5568457019,42,,5568457029,293,1,5568457023,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916513,407,32,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-09T04:20:00.617Z,2025-03-09T04:20:02Z,,,,,5568455387,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916489,431,32,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T04:20:00.617Z,2025-03-09T04:20:00Z,,,,,5568455291,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916523,432,1,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,50.1,50.0,2025-03-09T04:20:00.618Z,2025-03-09T04:45:24Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568498921,189,,5568455411,213,2.28,5568455409,212,16.4,5568455413,279,S,5568455403,56,Back,5568455405,140,39.9,5568455407,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916525,433,1,2,45,2,bk3zg8yaj5uoqhxzwons3bo8a,1,39.9,68.2,2025-03-09T04:20:02.912Z,2025-03-09T04:21:32Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5568455423,141,81.1,5568455421,140,32.2,5568455419,56,Back,5568455427,213,2.32,5568455425,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916553,434,1,2,45,4,bk3zg8yaj5uoqhxzwons3bo8a,1,30.2,85.3,2025-03-09T04:20:05.520Z,2025-03-09T04:20:07Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5568455579,212,22.3,5568455573,56,Back,5568455577,141,61.4,5568455575,140,15.6,5568455581,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916571,435,1,2,45,6,bk3zg8yaj5uoqhxzwons3bo8a,1,14.1,63.0,2025-03-09T04:20:07.512Z,2025-03-09T04:20:10Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568455649,56,Back,5568455655,212,31.4,5568455657,213,4.96,5568455651,140,21.3,5568455653,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916599,436,1,2,45,9,bk3zg8yaj5uoqhxzwons3bo8a,1,21.3,18.0,2025-03-09T04:20:10.592Z,2025-03-09T04:20:13Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568455765,212,14.7,5568455767,213,2.46,5568455759,56,Back,5568455761,140,10.4,5568455763,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916621,437,1,2,45,12,bk3zg8yaj5uoqhxzwons3bo8a,1,10.4,31.5,2025-03-09T04:20:13.040Z,2025-03-09T04:20:16Z,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,,,5568455867,213,5.90,5568455865,212,22.4,5568455863,141,19.2,5568455861,140,30.2,5568455859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916631,438,1,2,45,15,bk3zg8yaj5uoqhxzwons3bo8a,1,34.6,18.6,2025-03-09T04:20:15.904Z,2025-03-09T04:47:24Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568501847,140,30.5,5568501853,213,4.01,5568501851,212,6.7,5568501849,141,11.1,5568455897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916649,439,1,2,45,17,bk3zg8yaj5uoqhxzwons3bo8a,1,23.0,11.3,2025-03-09T04:20:17.736Z,2025-03-09T04:20:20Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568455981,141,16.1,5568455983,212,5.4,5568455985,213,0.65,5568455979,140,27.1,5568455977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916667,440,3,2,45,18,bk3zg8yaj5uoqhxzwons3bo8a,0,28.7,24.7,2025-03-09T04:20:18.880Z,2025-03-09T05:48:06Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568506883,285,,5568456087,56,Back,5568506911,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916663,408,7,2,45,18,7neuneh44n9rtsfsh6r0sb9no,0,71.3,75.3,2025-03-09T04:20:18.881Z,2025-03-09T06:24:32Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5568456075,56,Center,5568506903,233,440,5568456077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
