id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/17/value,qualifier/15/value,qualifier/16/value
2816164293,371,1,2,48,23,83cpn99fh7ulkwe8nezy8a3mx,1,23.0,88.3,2025-05-18T00:16:18.509Z,2025-05-18T00:16:22Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5734985699,140,43.7,5734985701,141,90.9,5734985697,56,Back,5734985703,212,21.8,5734985705,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164353,372,1,2,48,26,83cpn99fh7ulkwe8nezy8a3mx,1,43.1,84.1,2025-05-18T00:16:22.214Z,2025-05-18T00:16:26Z,bteydgv4om5ylyoznx9vesogl,N. McCabe,,,5734986009,213,4.61,5734985997,56,Back,5734986003,141,29.2,5734986011,1,,5734986007,212,37.5,5734985999,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164367,373,1,2,48,30,83cpn99fh7ulkwe8nezy8a3mx,1,31.2,24.7,2025-05-18T00:16:26.149Z,2025-05-18T00:16:27Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734986077,140,40.2,5734986075,56,Back,5734986083,213,5.85,5734986081,212,10.4,5734986079,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164399,374,1,2,48,31,83cpn99fh7ulkwe8nezy8a3mx,1,39.5,17.8,2025-05-18T00:16:27.390Z,2025-05-18T00:16:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734986289,141,22.5,5734986287,140,39.3,5734986291,212,3.2,5734986293,213,1.64,5734986285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164423,375,1,2,48,34,83cpn99fh7ulkwe8nezy8a3mx,1,40.6,22.6,2025-05-18T00:16:29.997Z,2025-05-18T00:16:32Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734986415,212,7.0,5734986413,141,20.1,5734986411,140,34.1,5734986409,56,Back,5734986417,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164455,376,1,2,48,36,83cpn99fh7ulkwe8nezy8a3mx,1,34.0,19.9,2025-05-18T00:16:32.085Z,2025-05-18T00:16:35Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734986585,56,Back,5734986593,213,4.14,5734986591,212,3.7,5734986587,140,32.1,5734986589,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164513,377,1,2,48,39,83cpn99fh7ulkwe8nezy8a3mx,1,30.5,12.4,2025-05-18T00:16:34.726Z,2025-05-18T00:16:42Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734986959,213,0.11,5734986961,1,,5734986955,141,18.3,5734986953,140,65.1,5734986951,56,Right,5734986957,212,36.6,5734986949,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164519,378,1,2,48,46,83cpn99fh7ulkwe8nezy8a3mx,0,93.7,12.7,2025-05-18T00:16:41.968Z,2025-05-18T00:16:45Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5734986979,141,16.5,5734986973,155,,5734986981,212,2.6,5734986971,2,,5734986985,213,1.65,5734986975,56,Right,5734987145,233,472,5734987143,236,,5734986977,140,93.5,5734987149,286,,,,,,,,,,,,,,,,,,,,,,,,,
2816164555,472,12,2,48,46,2n3wgr89m7jl8tmioemit2pgq,1,6.7,75.7,2025-05-18T00:16:42.068Z,2025-05-18T00:16:45Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734987165,233,378,5734987119,185,,5734987121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164529,379,6,2,48,47,83cpn99fh7ulkwe8nezy8a3mx,1,97.9,21.4,2025-05-18T00:16:43.061Z,2025-05-18T01:27:03Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5734987205,233,473,5734987091,56,Center,5734987093,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164577,473,6,2,48,47,2n3wgr89m7jl8tmioemit2pgq,0,2.1,78.6,2025-05-18T00:16:43.061Z,2025-05-18T01:27:04Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734987223,233,379,5734987201,73,,5734987199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164877,380,1,2,49,13,83cpn99fh7ulkwe8nezy8a3mx,0,99.5,0.5,2025-05-18T00:17:08.856Z,2025-05-18T00:17:10Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734988753,56,Center,5734988751,223,,5734988761,213,1.89,5734988755,140,90.3,5734988759,212,30.9,5734988747,6,,5734988745,2,,5734988757,141,43.6,5734988749,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165511,479,1,2,49,19,2n3wgr89m7jl8tmioemit2pgq,0,14.1,39.2,2025-05-18T00:17:15.188Z,2025-05-18T00:18:17Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734992159,140,21.3,5734992157,56,Back,5734992163,212,8.5,5734992155,123,,5734992161,141,33.4,5734992501,189,,5734992165,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816164953,476,79,2,49,21,2n3wgr89m7jl8tmioemit2pgq,0,0.0,0.0,2025-05-18T00:17:16.564Z,2025-05-18T00:17:16Z,,,,,5734989173,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165137,381,79,2,49,35,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-18T00:17:31.342Z,2025-05-18T00:17:31Z,,,,,5734990029,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165237,477,1,2,49,41,2n3wgr89m7jl8tmioemit2pgq,0,38.8,49.0,2025-05-18T00:17:36.548Z,2025-05-18T00:17:48Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734990531,213,0.29,5734990525,140,63.2,5734990523,56,Center,5734990529,212,26.7,5734990969,189,,5734990527,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165229,382,61,2,49,44,83cpn99fh7ulkwe8nezy8a3mx,1,35.2,57.0,2025-05-18T00:17:40.064Z,2025-05-18T00:17:40Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734990505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165249,478,4,2,49,44,2n3wgr89m7jl8tmioemit2pgq,1,65.4,50.2,2025-05-18T00:17:40.293Z,2025-05-18T01:26:51Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5734990623,56,Center,5734990621,13,,5734990625,152,,5734991421,295,,5734990745,233,383,5734990629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165245,383,4,2,49,44,83cpn99fh7ulkwe8nezy8a3mx,0,34.6,49.8,2025-05-18T00:17:40.294Z,2025-05-18T01:26:52Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734990803,233,478,5734993217,55,384,5734990717,295,,5734990715,13,,5734990723,285,,5734990719,56,Back,5734990721,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165289,384,17,2,49,54,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-18T00:17:49.604Z,2025-05-18T00:18:28Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734993163,55,383,5734991225,13,243,5734991223,393,,5734991221,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165867,480,1,2,50,32,2n3wgr89m7jl8tmioemit2pgq,0,65.3,65.2,2025-05-18T00:18:28.132Z,2025-05-18T00:31:54Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5734993993,212,27.8,5734993991,141,53.9,5734993989,140,90.7,5734993987,56,Center,5734993995,213,6.00,5734993981,5,,5734993983,155,,5734993985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165895,385,12,2,50,35,83cpn99fh7ulkwe8nezy8a3mx,1,17.7,39.9,2025-05-18T00:18:30.949Z,2025-05-18T00:31:42Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5734994203,15,,5734994157,56,Back,5734994165,213,2.74,5734994163,212,7.9,5734994161,141,44.4,5734994159,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165947,386,4,2,50,43,83cpn99fh7ulkwe8nezy8a3mx,1,7.2,46.5,2025-05-18T00:18:39.331Z,2025-05-18T01:26:52Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5734994473,56,Back,5734994471,294,,5734994469,13,,5734994475,152,,5735034713,233,481,5734994477,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816165875,481,4,2,50,43,2n3wgr89m7jl8tmioemit2pgq,0,92.8,53.5,2025-05-18T00:18:39.332Z,2025-05-18T05:41:34Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5734994071,286,,5735034717,233,386,5735034967,294,,5734994065,56,Center,5734994063,13,,5735029213,55,561,5734994067,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166051,387,1,2,50,54,83cpn99fh7ulkwe8nezy8a3mx,1,7.5,50.2,2025-05-18T00:18:49.917Z,2025-05-18T00:18:52Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5734994979,152,,5734994989,213,5.58,5734994983,140,27.8,5734994981,56,Back,5734994985,141,23.5,5734994987,212,28.0,5734994977,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166063,388,1,2,50,57,83cpn99fh7ulkwe8nezy8a3mx,1,28.9,20.4,2025-05-18T00:18:52.621Z,2025-05-18T00:18:53Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734995049,140,30.3,5734995055,213,1.08,5734995053,212,3.1,5734995051,141,24.4,5734995047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166111,389,1,2,50,58,83cpn99fh7ulkwe8nezy8a3mx,1,30.3,24.4,2025-05-18T00:18:53.469Z,2025-05-18T00:18:58Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734995311,213,5.14,5734995309,212,7.2,5734995305,141,14.8,5734995301,140,33.1,5734995297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166123,390,3,2,51,2,83cpn99fh7ulkwe8nezy8a3mx,1,32.0,17.6,2025-05-18T00:18:57.781Z,2025-05-18T01:27:30Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5734995353,56,Back,5734995355,285,,5734995399,233,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166127,483,45,2,51,2,2n3wgr89m7jl8tmioemit2pgq,0,68.0,82.4,2025-05-18T00:18:57.781Z,2025-05-18T01:27:30Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734995373,56,Left,5734995435,286,,5734995431,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166141,391,1,2,51,2,83cpn99fh7ulkwe8nezy8a3mx,1,29.5,13.2,2025-05-18T00:18:58.189Z,2025-05-18T00:19:00Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5734995465,213,2.66,5734995461,141,18.1,5734995463,212,7.1,5734995459,140,23.5,5734995457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166153,392,1,2,51,3,83cpn99fh7ulkwe8nezy8a3mx,0,23.3,18.1,2025-05-18T00:18:59.380Z,2025-05-18T00:19:01Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734995537,141,44.4,5734995539,212,50.2,5734995543,1,,5734995541,213,0.36,5734995535,140,68.0,5734995533,56,Center,5734995531,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166173,484,12,2,51,7,2n3wgr89m7jl8tmioemit2pgq,1,37.7,60.9,2025-05-18T00:19:02.430Z,2025-05-18T00:19:05Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734995647,213,6.16,5734995729,15,,5734995645,212,29.6,5734995639,56,Center,5734995643,141,55.4,5734995641,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166227,393,44,2,51,9,83cpn99fh7ulkwe8nezy8a3mx,1,31.8,48.0,2025-05-18T00:19:05.380Z,2025-05-18T00:19:10Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734995929,56,Back,5734995997,233,485,5734995933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166225,485,44,2,51,9,2n3wgr89m7jl8tmioemit2pgq,0,68.2,52.0,2025-05-18T00:19:05.381Z,2025-05-18T00:19:12Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5734995923,286,,5734996037,233,393,5734995921,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166289,394,1,2,51,10,83cpn99fh7ulkwe8nezy8a3mx,1,28.1,53.2,2025-05-18T00:19:05.924Z,2025-05-18T00:19:11Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734996259,141,56.7,5734996263,213,0.27,5734996255,56,Back,5734996261,212,9.0,5734996251,3,,5734996257,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166297,395,1,2,51,13,83cpn99fh7ulkwe8nezy8a3mx,0,35.6,55.6,2025-05-18T00:19:08.958Z,2025-05-18T00:19:11Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734996313,213,5.49,5734996307,140,71.8,5734996311,212,54.2,5734996309,141,0.0,5734996315,1,,5734996305,56,Right,5734996303,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166305,396,5,2,51,14,83cpn99fh7ulkwe8nezy8a3mx,0,70.2,-1.0,2025-05-18T00:19:10.058Z,2025-05-18T01:28:35Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734996347,347,,5734996345,56,Right,5734997357,233,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166485,486,5,2,51,14,2n3wgr89m7jl8tmioemit2pgq,1,29.8,101.0,2025-05-18T00:19:10.058Z,2025-05-18T01:28:34Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5734997289,56,Back,5734997343,233,396,5734997291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166533,487,1,2,51,30,2n3wgr89m7jl8tmioemit2pgq,1,38.3,100.0,2025-05-18T00:19:25.956Z,2025-05-18T00:19:29Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5734997497,56,Back,5734997499,140,38.4,5734997505,213,4.73,5734997501,141,91.5,5734997495,107,,5734997503,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166571,488,1,2,51,33,2n3wgr89m7jl8tmioemit2pgq,1,35.7,87.1,2025-05-18T00:19:29.269Z,2025-05-18T00:19:33Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5734997685,213,2.25,5734997675,56,Back,5734997683,212,6.4,5734997681,141,94.4,5734997677,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166551,397,83,2,51,35,83cpn99fh7ulkwe8nezy8a3mx,0,73.4,27.9,2025-05-18T00:19:30.837Z,2025-05-18T00:19:38Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734998063,399,9blzzcpytqe7o9rdte1s6mw6i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166629,489,1,2,51,37,2n3wgr89m7jl8tmioemit2pgq,1,28.5,87.4,2025-05-18T00:19:33.396Z,2025-05-18T00:19:37Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5734997955,141,49.6,5734997953,140,10.4,5734997959,213,4.08,5734997949,56,Back,5734997957,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166633,490,1,2,51,41,2n3wgr89m7jl8tmioemit2pgq,1,11.5,61.1,2025-05-18T00:19:36.804Z,2025-05-18T00:19:40Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734998009,56,Center,5734998017,213,0.14,5734998011,140,61.9,5734998007,155,,5734998013,141,72.3,5734998015,212,53.5,5734998233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166681,491,44,2,51,45,2n3wgr89m7jl8tmioemit2pgq,1,56.8,69.6,2025-05-18T00:19:40.709Z,2025-05-18T01:27:49Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5734998283,286,,5734998279,56,Center,5734998309,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166685,398,44,2,51,45,83cpn99fh7ulkwe8nezy8a3mx,0,43.2,30.4,2025-05-18T00:19:40.710Z,2025-05-18T01:27:49Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734998331,233,491,5734998285,56,Back,5734998287,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166711,492,1,2,51,45,2n3wgr89m7jl8tmioemit2pgq,1,61.9,72.3,2025-05-18T00:19:41.076Z,2025-05-18T00:19:44Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5734998437,213,2.56,5734998427,3,,5734998429,56,Left,5734998435,212,8.4,5734998431,140,55.2,5734998433,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166725,493,1,2,51,48,2n3wgr89m7jl8tmioemit2pgq,1,37.5,83.9,2025-05-18T00:19:44.124Z,2025-05-18T00:19:45Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5734998499,56,Back,5734998505,212,14.9,5734998503,141,62.7,5734998501,140,33.9,5734998507,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166749,494,1,2,51,50,2n3wgr89m7jl8tmioemit2pgq,1,35.2,62.3,2025-05-18T00:19:45.580Z,2025-05-18T00:19:47Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5734998605,213,0.34,5734998603,212,13.3,5734998601,141,68.8,5734998597,56,Back,5734998599,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166793,495,1,2,51,51,2n3wgr89m7jl8tmioemit2pgq,1,43.4,67.6,2025-05-18T00:19:47.163Z,2025-05-18T00:19:51Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5734998837,141,22.4,5734998835,140,31.7,5734998833,56,Back,5734998839,212,33.1,5734998841,213,4.33,5734998843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166807,496,1,2,51,55,2n3wgr89m7jl8tmioemit2pgq,0,41.3,28.2,2025-05-18T00:19:51.212Z,2025-05-18T00:19:52Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734998941,140,55.8,5734998943,141,15.5,5734998939,56,Right,5734998945,212,17.5,5734998947,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166823,399,8,2,51,57,83cpn99fh7ulkwe8nezy8a3mx,1,38.5,81.3,2025-05-18T00:19:53.214Z,2025-05-18T00:19:53Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5734999005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816166829,400,5,2,51,58,83cpn99fh7ulkwe8nezy8a3mx,0,45.8,100.6,2025-05-18T00:19:54.142Z,2025-05-18T01:28:35Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5735000063,233,497,5734999045,347,,5734999043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167003,497,5,2,51,58,2n3wgr89m7jl8tmioemit2pgq,1,54.2,-0.6,2025-05-18T00:19:54.142Z,2025-05-18T01:28:35Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5735000051,233,400,5735000007,56,Right,5735000009,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167053,498,1,2,52,13,2n3wgr89m7jl8tmioemit2pgq,1,44.7,0.0,2025-05-18T00:20:09.212Z,2025-05-18T00:20:14Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735000311,213,1.03,5735000307,141,18.0,5735000303,56,Right,5735000301,107,,5735000305,140,52.2,5735000309,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167069,499,1,2,52,18,2n3wgr89m7jl8tmioemit2pgq,1,47.7,21.5,2025-05-18T00:20:14.028Z,2025-05-18T00:20:16Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5735000415,1,,5735000411,212,37.1,5735000407,140,43.5,5735000413,213,1.69,5735000497,189,,5735000409,141,75.6,5735000403,155,,5735000405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167165,500,1,2,52,26,2n3wgr89m7jl8tmioemit2pgq,1,60.4,79.7,2025-05-18T00:20:22.052Z,2025-05-18T00:20:23Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735001005,213,4.19,5735001003,212,12.1,5735001001,141,64.3,5735000997,56,Center,5735000999,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167205,501,1,2,52,27,2n3wgr89m7jl8tmioemit2pgq,1,54.7,64.0,2025-05-18T00:20:23.108Z,2025-05-18T00:20:27Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735001165,56,Back,5735001169,141,44.0,5735001167,140,48.9,5735001173,213,4.29,5735001171,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167225,502,1,2,52,32,2n3wgr89m7jl8tmioemit2pgq,1,53.4,40.6,2025-05-18T00:20:27.436Z,2025-05-18T00:20:28Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735001271,212,16.2,5735001273,213,0.06,5735001267,140,68.8,5735001269,141,42.1,5735001265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167235,503,1,2,52,32,2n3wgr89m7jl8tmioemit2pgq,1,68.8,42.1,2025-05-18T00:20:28.268Z,2025-05-18T00:20:30Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5735001345,141,40.4,5735001343,140,56.9,5735001341,56,Center,5735001349,213,3.23,5735001347,212,12.5,5735001407,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167279,401,83,2,52,37,83cpn99fh7ulkwe8nezy8a3mx,0,56.4,60.1,2025-05-18T00:20:33.092Z,2025-05-18T00:20:40Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5735002049,399,dqvxmefhimxvxstvlz5yd7ysp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167345,504,50,2,52,38,2n3wgr89m7jl8tmioemit2pgq,1,46.2,47.8,2025-05-18T00:20:34.211Z,2025-05-18T01:27:24Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735013159,286,,5735001949,56,Back,5735013205,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167293,402,7,2,52,38,83cpn99fh7ulkwe8nezy8a3mx,0,53.8,52.2,2025-05-18T00:20:34.212Z,2025-05-18T01:27:24Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5735013171,233,504,5735011487,56,Center,5735011489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816168193,417,45,2,52,38,83cpn99fh7ulkwe8nezy8a3mx,0,65.7,54.7,2025-05-18T00:20:34.334Z,2025-05-18T00:25:10Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5735017707,285,,5735017647,233,540,5735006097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816170369,540,3,2,52,38,2n3wgr89m7jl8tmioemit2pgq,1,34.3,45.3,2025-05-18T00:20:34.334Z,2025-05-18T00:25:10Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735017723,286,,5735017569,56,Back,5735017613,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167353,505,1,2,52,42,2n3wgr89m7jl8tmioemit2pgq,0,58.7,63.1,2025-05-18T00:20:38.380Z,2025-05-18T00:20:39Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735002001,213,0.31,5735001997,212,15.8,5735001981,155,,5735001985,56,Center,5735001993,141,70.2,5735001989,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167401,403,1,2,52,43,83cpn99fh7ulkwe8nezy8a3mx,1,30.0,17.8,2025-05-18T00:20:39.380Z,2025-05-18T00:20:43Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735002211,212,13.3,5735002209,141,18.3,5735002207,140,42.7,5735002213,213,0.03,5735002205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816167507,405,1,2,52,51,83cpn99fh7ulkwe8nezy8a3mx,1,61.3,15.6,2025-05-18T00:20:47.324Z,2025-05-18T00:26:57Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735002717,213,0.20,5735002709,56,Right,5735002715,212,15.6,5735002713,141,20.1,5735002711,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
