id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2813204211,334,1,2,48,11,2iwybwokic7nmr1t33abdbjoq,1,9.5,51.3,2025-05-11T02:13:57.422Z,2025-05-11T02:14:00Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5718642245,213,4.97,5718642241,141,28.6,5718642243,212,16.0,5718642237,56,Back,5718642239,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204231,335,1,2,48,13,2iwybwokic7nmr1t33abdbjoq,0,17.7,23.2,2025-05-11T02:14:00.166Z,2025-05-11T02:14:02Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718642353,213,6.22,5718642349,141,21.7,5718642345,56,Back,5718642351,212,16.4,5718642347,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204223,515,8,2,48,15,bk3zg8yaj5uoqhxzwons3bo8a,1,47.5,66.1,2025-05-11T02:14:01.824Z,2025-05-11T02:14:02Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718642313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204251,517,1,2,48,17,bk3zg8yaj5uoqhxzwons3bo8a,0,58.3,62.9,2025-05-11T02:14:03.904Z,2025-05-11T02:14:04Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718642443,141,57.3,5718642445,212,11.6,5718642439,140,68.7,5718642437,56,Center,5718642447,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204313,337,1,2,48,20,2iwybwokic7nmr1t33abdbjoq,1,35.0,30.5,2025-05-11T02:14:07.126Z,2025-05-11T02:19:39Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718642745,213,6.01,5718642741,141,19.1,5718642743,212,28.4,5718642737,56,Right,5718642739,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204317,338,3,2,48,23,2iwybwokic7nmr1t33abdbjoq,0,62.0,19.7,2025-05-11T02:14:09.488Z,2025-05-11T03:50:19Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718642761,286,,5718642759,56,Right,5718643047,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204361,518,7,2,48,23,bk3zg8yaj5uoqhxzwons3bo8a,1,38.0,80.3,2025-05-11T02:14:09.489Z,2025-05-11T03:50:19Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718642997,56,Back,5718643029,233,338,5718642999,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204397,520,1,2,48,31,bk3zg8yaj5uoqhxzwons3bo8a,1,47.0,80.5,2025-05-11T02:14:17.400Z,2025-05-11T02:14:18Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718643159,56,Back,5718643167,213,3.58,5718643163,141,72.6,5718643165,212,12.7,5718643175,189,,5718643161,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204417,521,1,2,48,33,bk3zg8yaj5uoqhxzwons3bo8a,1,35.7,72.4,2025-05-11T02:14:19.480Z,2025-05-11T02:14:21Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718643257,140,43.8,5718643259,141,90.8,5718643261,212,15.1,5718643255,56,Back,5718643263,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204447,522,1,2,48,34,bk3zg8yaj5uoqhxzwons3bo8a,1,44.8,89.3,2025-05-11T02:14:20.856Z,2025-05-11T02:14:25Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718643413,212,14.3,5718643409,140,58.3,5718643411,141,92.0,5718643415,213,0.13,5718643407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204449,523,1,2,48,38,bk3zg8yaj5uoqhxzwons3bo8a,1,67.6,78.7,2025-05-11T02:14:24.993Z,2025-05-11T02:14:26Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718643431,140,59.0,5718643435,212,12.1,5718643429,56,Center,5718643433,141,66.9,5718643437,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204457,524,1,2,48,39,bk3zg8yaj5uoqhxzwons3bo8a,0,59.8,66.7,2025-05-11T02:14:25.960Z,2025-05-11T03:50:07Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718643487,56,Center,5718643495,213,5.18,5718643489,140,62.9,5718643491,141,57.3,5718643493,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204497,339,43,2,48,46,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-11T02:14:32.974Z,2025-05-11T02:24:04Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718643759,140,28.7,5718643757,56,Back,5718667117,144,1,5718643755,3,0,5718643763,212,8.2,5718643761,141,27.5,5718643765,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204501,340,3,2,48,47,2iwybwokic7nmr1t33abdbjoq,1,33.8,37.2,2025-05-11T02:14:33.735Z,2025-05-11T03:50:29Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718666381,56,Back,5718807761,286,,5718807747,233,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204461,525,45,2,48,47,bk3zg8yaj5uoqhxzwons3bo8a,0,66.2,62.8,2025-05-11T02:14:33.735Z,2025-05-11T03:50:29Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5718643509,56,Center,5718807751,233,340,5718808309,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204579,342,4,2,48,58,2iwybwokic7nmr1t33abdbjoq,1,59.0,22.7,2025-05-11T02:14:44.510Z,2025-05-11T03:19:59Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718644259,56,Center,5718644257,13,,5718644425,233,526,5718644263,265,,5718644261,152,,5718644265,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204609,526,4,2,48,58,bk3zg8yaj5uoqhxzwons3bo8a,0,41.0,77.3,2025-05-11T02:14:44.511Z,2025-05-11T03:19:59Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718644397,152,,5718644401,285,,5718644399,265,,5718644393,13,,5718644491,233,342,5718644395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204855,343,1,2,49,40,2iwybwokic7nmr1t33abdbjoq,0,63.3,15.2,2025-05-11T02:15:27.310Z,2025-05-11T02:15:30Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718645889,1,,5718645887,213,1.08,5718645871,2,,5718645875,155,,5718645873,5,,5718645885,212,32.1,5718645881,140,77.6,5718645879,56,Center,5718645877,152,,5718645883,141,,,,,,,,,,,,,,,,57.0,,,
2813204905,527,12,2,49,43,bk3zg8yaj5uoqhxzwons3bo8a,1,23.3,38.9,2025-05-11T02:15:29.920Z,2025-05-11T02:15:37Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718646129,56,Back,5718646133,141,44.3,5718646131,140,31.7,5718646135,212,9.6,5718646137,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204865,344,1,2,49,45,2iwybwokic7nmr1t33abdbjoq,1,61.4,56.0,2025-05-11T02:15:31.975Z,2025-05-11T02:15:33Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718645949,213,0.46,5718645947,212,14.6,5718645945,141,65.6,5718645941,56,Center,5718645943,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204875,345,1,2,49,47,2iwybwokic7nmr1t33abdbjoq,1,73.8,65.6,2025-05-11T02:15:33.525Z,2025-05-11T02:15:35Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5718646005,213,3.84,5718646001,141,56.7,5718645999,140,66.9,5718645997,56,Center,5718646003,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204917,346,1,2,49,50,2iwybwokic7nmr1t33abdbjoq,0,70.3,54.6,2025-05-11T02:15:36.893Z,2025-05-11T02:15:38Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718646187,141,28.7,5718646189,212,36.8,5718646183,56,Center,5718646193,1,,5718646185,140,100.0,5718646191,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205125,347,5,2,49,51,2iwybwokic7nmr1t33abdbjoq,0,101.0,26.8,2025-05-11T02:15:37.513Z,2025-05-11T04:31:50Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718647589,233,528,5718647553,346,,5718647551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204951,528,5,2,49,51,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.0,73.2,2025-05-11T02:15:37.513Z,2025-05-11T04:31:50Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718646361,56,Back,5718647563,233,347,5718646363,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204981,529,1,2,49,58,bk3zg8yaj5uoqhxzwons3bo8a,1,3.8,51.9,2025-05-11T02:15:44.560Z,2025-05-11T02:15:48Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718646543,212,15.1,5718646541,141,51.0,5718646545,213,6.24,5718646535,124,,5718646539,140,18.2,5718646549,237,,5718646537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205013,530,1,2,50,1,bk3zg8yaj5uoqhxzwons3bo8a,1,20.1,51.0,2025-05-11T02:15:48.329Z,2025-05-11T02:15:50Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718646741,212,14.1,5718646735,56,Back,5718646743,213,2.14,5718646737,140,12.9,5718646739,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205021,531,1,2,50,4,bk3zg8yaj5uoqhxzwons3bo8a,1,13.1,69.3,2025-05-11T02:15:50.528Z,2025-05-11T02:15:52Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718646805,140,22.3,5718646801,56,Back,5718646817,213,0.93,5718646815,212,16.1,5718646811,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205037,532,1,2,50,5,bk3zg8yaj5uoqhxzwons3bo8a,1,22.4,88.3,2025-05-11T02:15:51.856Z,2025-05-11T02:15:54Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718646913,140,15.7,5718646911,56,Back,5718646919,213,4.17,5718646915,141,71.1,5718646917,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205075,533,1,2,50,7,bk3zg8yaj5uoqhxzwons3bo8a,1,21.1,68.5,2025-05-11T02:15:54.144Z,2025-05-11T02:15:58Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718647195,140,17.3,5718647193,56,Back,5718647201,213,4.47,5718647197,141,44.6,5718647199,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205107,534,1,2,50,11,bk3zg8yaj5uoqhxzwons3bo8a,1,20.8,36.9,2025-05-11T02:15:57.952Z,2025-05-11T02:16:02Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718647455,141,63.7,5718647459,213,2.16,5718647451,140,9.2,5718647447,56,Back,5718647457,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205115,535,1,2,50,15,bk3zg8yaj5uoqhxzwons3bo8a,0,13.1,57.5,2025-05-11T02:16:02.177Z,2025-05-11T02:16:03Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718647493,155,,5718647501,212,20.2,5718647499,141,50.3,5718647495,56,Back,5718647497,140,31.8,5718647503,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205149,348,1,2,50,18,2iwybwokic7nmr1t33abdbjoq,1,70.9,55.2,2025-05-11T02:16:04.428Z,2025-05-11T02:16:08Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718647693,141,50.1,5718647691,140,77.6,5718647695,212,7.8,5718647689,56,Center,5718647697,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205155,349,61,2,50,21,2iwybwokic7nmr1t33abdbjoq,0,74.0,47.9,2025-05-11T02:16:07.997Z,2025-05-11T02:16:08Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718647717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205211,536,1,2,50,27,bk3zg8yaj5uoqhxzwons3bo8a,1,31.5,79.9,2025-05-11T02:16:13.728Z,2025-05-11T02:16:15Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718648023,140,29.8,5718648027,212,8.8,5718648021,56,Back,5718648029,213,4.51,5718648025,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205239,537,1,2,50,28,bk3zg8yaj5uoqhxzwons3bo8a,1,30.3,66.1,2025-05-11T02:16:14.960Z,2025-05-11T02:16:18Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718648191,140,47.4,5718648195,212,23.5,5718648193,141,88.4,5718648189,56,Back,5718648197,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205295,538,1,2,50,31,bk3zg8yaj5uoqhxzwons3bo8a,1,44.9,83.6,2025-05-11T02:16:18.016Z,2025-05-11T02:16:26Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718648543,56,Center,5718648547,141,72.6,5718648551,213,5.71,5718648545,140,55.9,5718648549,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205325,539,1,2,50,40,bk3zg8yaj5uoqhxzwons3bo8a,1,70.1,72.7,2025-05-11T02:16:26.704Z,2025-05-11T02:16:32Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5718648747,140,65.9,5718648749,141,24.4,5718648755,1,,5718648751,212,33.1,5718648745,56,Center,5718648743,155,,5718648753,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205367,540,1,2,50,45,bk3zg8yaj5uoqhxzwons3bo8a,1,61.3,30.4,2025-05-11T02:16:32.008Z,2025-05-11T02:16:38Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718648993,213,5.74,5718648985,56,Right,5718648991,212,20.8,5718648989,141,14.7,5718648987,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205393,541,1,2,50,51,bk3zg8yaj5uoqhxzwons3bo8a,1,74.7,30.0,2025-05-11T02:16:38.328Z,2025-05-11T02:16:41Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718649097,56,Center,5718649103,212,9.7,5718649099,140,66.6,5718649101,141,36.9,5718649105,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205409,542,1,2,50,54,bk3zg8yaj5uoqhxzwons3bo8a,1,66.3,37.0,2025-05-11T02:16:41.096Z,2025-05-11T02:16:44Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718649173,140,64.4,5718649171,56,Center,5718649179,213,1.80,5718649175,141,49.7,5718649177,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205451,543,1,2,50,58,bk3zg8yaj5uoqhxzwons3bo8a,1,65.5,46.4,2025-05-11T02:16:44.568Z,2025-05-11T02:16:49Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718649407,213,5.37,5718649403,141,12.8,5718649405,212,28.8,5718649399,56,Right,5718649401,140,82.2,5718649397,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205475,544,1,2,51,2,bk3zg8yaj5uoqhxzwons3bo8a,1,79.7,17.1,2025-05-11T02:16:48.784Z,2025-05-11T02:16:52Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718649521,212,13.9,5718649525,213,2.62,5718649513,140,68.2,5718649511,56,Center,5718649517,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205505,545,1,2,51,5,bk3zg8yaj5uoqhxzwons3bo8a,1,66.5,26.2,2025-05-11T02:16:52.049Z,2025-05-11T02:16:54Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718649653,140,58.4,5718649651,56,Center,5718649659,213,2.85,5718649655,141,30.0,5718649657,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205517,546,1,2,51,7,bk3zg8yaj5uoqhxzwons3bo8a,1,57.5,29.4,2025-05-11T02:16:54.056Z,2025-05-11T02:16:55Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718649739,213,5.57,5718649737,212,11.9,5718649733,140,66.1,5718649731,56,Right,5718649735,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205547,547,1,2,51,9,bk3zg8yaj5uoqhxzwons3bo8a,1,65.8,18.9,2025-05-11T02:16:55.385Z,2025-05-11T02:16:58Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718649863,56,Center,5718649865,140,61.7,5718649871,213,2.02,5718649869,212,10.0,5718649867,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205575,548,1,2,51,11,bk3zg8yaj5uoqhxzwons3bo8a,1,61.8,33.3,2025-05-11T02:16:58.208Z,2025-05-11T02:17:02Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718650009,1,,5718650007,213,1.12,5718650001,140,77.9,5718650005,212,38.9,5718649999,56,Left,5718650003,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205589,549,1,2,51,15,bk3zg8yaj5uoqhxzwons3bo8a,1,76.8,84.1,2025-05-11T02:17:02.048Z,2025-05-11T02:17:04Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718650085,56,Center,5718650091,212,5.9,5718650093,213,4.82,5718650089,141,75.4,5718650087,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205593,550,1,2,51,17,bk3zg8yaj5uoqhxzwons3bo8a,0,76.5,71.1,2025-05-11T02:17:03.833Z,2025-05-11T02:17:04Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718650115,212,5.4,5718650109,56,Center,5718650111,140,79.4,5718650117,213,5.31,5718650113,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205621,350,61,2,51,20,2iwybwokic7nmr1t33abdbjoq,1,30.7,21.7,2025-05-11T02:17:07.088Z,2025-05-11T02:36:52Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718650271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205667,551,1,2,51,24,bk3zg8yaj5uoqhxzwons3bo8a,1,73.8,88.7,2025-05-11T02:17:10.864Z,2025-05-11T02:17:12Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718650467,213,4.32,5718650459,56,Center,5718650465,212,9.6,5718650461,140,70.3,5718650463,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205701,552,1,2,51,25,bk3zg8yaj5uoqhxzwons3bo8a,1,70.3,75.6,2025-05-11T02:17:12.016Z,2025-05-11T02:17:15Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5718650637,213,2.05,5718650633,141,75.9,5718650629,56,Center,5718650631,140,70.2,5718650635,212,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205711,553,1,2,51,28,bk3zg8yaj5uoqhxzwons3bo8a,1,68.8,88.6,2025-05-11T02:17:15.151Z,2025-05-11T02:17:16Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718650679,140,81.9,5718650677,56,Left,5718650685,213,0.27,5718650681,141,94.1,5718650683,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205735,554,1,2,51,30,bk3zg8yaj5uoqhxzwons3bo8a,1,81.9,93.6,2025-05-11T02:17:16.528Z,2025-05-11T02:17:19Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718650799,212,16.1,5718650797,141,78.8,5718650795,140,69.9,5718650801,213,3.82,5718650793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205753,555,1,2,51,32,bk3zg8yaj5uoqhxzwons3bo8a,1,69.9,78.2,2025-05-11T02:17:19.176Z,2025-05-11T02:17:21Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718650891,213,5.15,5718650885,140,74.8,5718650883,56,Center,5718650887,141,62.1,5718650889,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205761,556,61,2,51,35,bk3zg8yaj5uoqhxzwons3bo8a,0,74.4,63.1,2025-05-11T02:17:21.368Z,2025-05-11T02:17:21Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718650915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205797,351,1,2,51,37,2iwybwokic7nmr1t33abdbjoq,0,29.8,43.3,2025-05-11T02:17:24.212Z,2025-05-11T02:37:55Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718651127,213,0.11,5718651129,1,,5718651117,157,,5718651119,56,Center,5718651125,212,44.9,5718651121,140,72.3,5718651123,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205837,557,1,2,51,42,bk3zg8yaj5uoqhxzwons3bo8a,0,27.5,60.3,2025-05-11T02:17:28.376Z,2025-05-11T02:17:29Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718651307,140,36.3,5718651311,212,29.4,5718651305,56,Back,5718651309,141,100.0,5718651313,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206035,352,5,2,51,42,2iwybwokic7nmr1t33abdbjoq,1,66.5,-1.3,2025-05-11T02:17:28.581Z,2025-05-11T04:31:51Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718652423,233,558,5718652389,56,Right,5718652391,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813205839,558,5,2,51,42,bk3zg8yaj5uoqhxzwons3bo8a,0,33.5,101.3,2025-05-11T02:17:28.581Z,2025-05-11T04:31:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718652445,233,352,5718651331,56,Back,5718651333,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206059,353,1,2,52,8,2iwybwokic7nmr1t33abdbjoq,0,71.0,0.0,2025-05-11T02:17:54.635Z,2025-05-11T02:17:57Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718652513,141,38.5,5718652507,107,,5718652515,212,41.3,5718652509,56,Center,5718652511,140,100.0,5718652575,1,,5718652517,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206199,354,5,2,52,11,2iwybwokic7nmr1t33abdbjoq,0,100.8,39.6,2025-05-11T02:17:57.711Z,2025-05-11T04:31:52Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718653231,56,Center,5718653233,346,,5718653267,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206127,559,5,2,52,11,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.8,60.4,2025-05-11T02:17:57.711Z,2025-05-11T04:31:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718652835,56,Back,5718652837,346,,5718653247,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206147,560,1,2,52,15,bk3zg8yaj5uoqhxzwons3bo8a,1,3.6,50.7,2025-05-11T02:18:02.184Z,2025-05-11T02:18:03Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718652901,124,,5718652905,140,10.3,5718652903,56,Back,5718652907,141,63.7,5718652911,213,0.90,5718652915,237,,5718652909,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206189,561,1,2,52,17,bk3zg8yaj5uoqhxzwons3bo8a,1,11.7,64.5,2025-05-11T02:18:03.672Z,2025-05-11T02:18:09Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718653187,213,0.61,5718653183,141,82.1,5718653185,212,20.9,5718653181,140,28.0,5718653179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206193,562,4,2,52,22,bk3zg8yaj5uoqhxzwons3bo8a,1,36.6,87.4,2025-05-11T02:18:08.777Z,2025-05-11T03:20:00Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718653213,13,,5718653221,286,,5718653215,56,Back,5718653289,233,355,5718653217,152,,5718653219,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206203,355,4,2,52,22,2iwybwokic7nmr1t33abdbjoq,0,63.4,12.6,2025-05-11T02:18:08.778Z,2025-05-11T03:20:00Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718653305,233,562,5718653273,56,Right,5718653271,13,,5718653275,152,,5718653279,285,,5718653277,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206291,563,1,2,52,33,bk3zg8yaj5uoqhxzwons3bo8a,1,37.7,88.9,2025-05-11T02:18:20.296Z,2025-05-11T02:18:25Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718653801,140,31.1,5718653795,5,,5718653805,212,11.1,5718653803,141,76.1,5718653797,152,,5718653807,213,4.04,5718653799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813206307,564,1,2,52,39,bk3zg8yaj5uoqhxzwons3bo8a,1,39.5,65.1,2025-05-11T02:18:25.720Z,2025-05-11T02:18:30Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718653913,1,,5718653911,213,4.94,5718653909,212,35.8,5718653907,141,13.8,5718653903,56,Back,5718653905,140,47.2,5718653901,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
