id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2813227197,427,5,2,52,50,7neuneh44n9rtsfsh6r0sb9no,0,81.6,-1.2,2025-05-11T03:23:44.136Z,2025-05-11T04:43:09Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718770303,56,Right,5718770305,347,,5718770411,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227363,283,1,2,53,26,8cpjplodpphtkbt0hq8sr8mqs,1,20.8,100.0,2025-05-11T03:24:19.684Z,2025-05-11T03:24:22Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718771375,1,,5718771365,56,Back,5718771363,107,,5718771373,213,6.02,5718771367,140,48.8,5718771371,212,30.5,5718771369,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227365,284,44,2,53,29,8cpjplodpphtkbt0hq8sr8mqs,1,57.5,70.0,2025-05-11T03:24:22.636Z,2025-05-11T04:50:04Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718771383,56,Center,5718771483,286,,5718771479,233,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227383,428,44,2,53,29,7neuneh44n9rtsfsh6r0sb9no,0,42.5,30.0,2025-05-11T03:24:22.637Z,2025-05-11T04:50:05Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718771475,56,Back,5718771489,233,284,5718771477,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227377,285,1,2,53,29,8cpjplodpphtkbt0hq8sr8mqs,0,48.8,90.2,2025-05-11T03:24:22.764Z,2025-05-11T03:24:23Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718771445,3,,5718771447,168,,5718771451,140,64.9,5718771455,212,18.2,5718771453,141,80.3,5718771457,213,5.90,5718771449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227401,430,1,2,53,33,7neuneh44n9rtsfsh6r0sb9no,1,28.3,16.5,2025-05-11T03:24:26.665Z,2025-05-11T03:24:30Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718771601,141,31.6,5718771597,56,Center,5718771599,140,54.2,5718771595,155,,5718771603,212,29.1,5718771605,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227403,431,43,2,53,37,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-11T03:24:30.737Z,2025-05-11T04:13:24Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5718771609,56,Center,5718846119,144,50,5718771611,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227419,432,4,2,53,38,7neuneh44n9rtsfsh6r0sb9no,1,57.2,23.4,2025-05-11T03:24:32.291Z,2025-05-11T03:24:41Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5718771729,152,,5718771731,265,,5718771739,233,286,5718771727,56,Center,5718771733,286,,5718771725,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227411,286,4,2,53,38,8cpjplodpphtkbt0hq8sr8mqs,0,42.8,76.6,2025-05-11T03:24:32.292Z,2025-05-11T06:00:25Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718771715,13,,5718771751,233,432,5718771721,265,,5718771717,56,Back,5718771723,285,,5718771719,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227451,433,1,2,53,42,7neuneh44n9rtsfsh6r0sb9no,1,59.9,36.0,2025-05-11T03:24:35.824Z,2025-05-11T03:24:42Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718771921,152,,5718771931,213,1.70,5718771929,212,24.7,5718771923,56,Center,5718771925,140,56.9,5718771919,5,,5718771927,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227461,434,1,2,53,48,7neuneh44n9rtsfsh6r0sb9no,1,70.1,80.0,2025-05-11T03:24:42.317Z,2025-05-11T03:24:43Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718772011,56,Left,5718772019,213,1.45,5718772015,141,92.6,5718772013,140,71.1,5718772017,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227523,435,1,2,53,50,7neuneh44n9rtsfsh6r0sb9no,1,71.1,92.6,2025-05-11T03:24:43.609Z,2025-05-11T03:24:56Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718772369,56,Left,5718772371,140,63.6,5718772377,213,3.98,5718772373,141,79.7,5718772375,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227525,436,1,2,53,51,7neuneh44n9rtsfsh6r0sb9no,0,60.7,71.4,2025-05-11T03:24:44.950Z,2025-05-11T04:14:46Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718847935,140,73.2,5718847933,56,Center,5718847943,213,5.73,5718847937,141,59.5,5718847941,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227485,287,8,2,53,56,8cpjplodpphtkbt0hq8sr8mqs,1,34.1,35.1,2025-05-11T03:24:49.637Z,2025-05-11T03:24:49Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718772179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227505,288,44,2,53,58,8cpjplodpphtkbt0hq8sr8mqs,1,35.5,56.3,2025-05-11T03:24:51.996Z,2025-05-11T04:50:05Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718849601,233,437,5718772289,56,Back,5718772291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227529,437,44,2,53,58,7neuneh44n9rtsfsh6r0sb9no,0,64.5,43.7,2025-05-11T03:24:51.997Z,2025-05-11T04:50:05Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718849611,233,288,5718849019,286,,5718849017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227819,299,1,2,53,59,8cpjplodpphtkbt0hq8sr8mqs,0,48.4,60.6,2025-05-11T03:24:52.574Z,2025-05-11T04:27:37Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718774125,140,39.4,5718774123,56,Back,5718774127,141,63.7,5718774121,3,,5718774131,213,2.92,5718774129,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227531,438,61,2,53,59,7neuneh44n9rtsfsh6r0sb9no,1,65.1,45.0,2025-05-11T03:24:53.329Z,2025-05-11T04:16:00Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718849137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227515,289,1,2,53,59,8cpjplodpphtkbt0hq8sr8mqs,1,28.6,61.7,2025-05-11T03:24:53.408Z,2025-05-11T04:27:47Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718772331,141,58.2,5718772329,140,41.3,5718772327,56,Back,5718772333,212,13.5,5718772335,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227517,290,50,2,54,1,8cpjplodpphtkbt0hq8sr8mqs,1,41.8,50.4,2025-05-11T03:24:54.701Z,2025-05-11T04:37:46Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718850959,233,439,5718772339,56,Back,5718772341,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227533,439,7,2,54,1,7neuneh44n9rtsfsh6r0sb9no,1,58.2,49.6,2025-05-11T03:24:54.702Z,2025-05-11T04:37:46Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718850947,56,Center,5718850951,233,290,5718850949,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227543,440,1,2,54,5,7neuneh44n9rtsfsh6r0sb9no,1,64.4,27.7,2025-05-11T03:24:58.833Z,2025-05-11T03:24:59Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718772449,212,4.8,5718772443,56,Right,5718772445,140,65.5,5718772451,213,4.96,5718772447,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227547,441,1,2,54,6,7neuneh44n9rtsfsh6r0sb9no,0,65.5,20.9,2025-05-11T03:24:59.745Z,2025-05-11T03:25:00Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718772477,212,11.1,5718772471,56,Center,5718772479,213,1.15,5718772475,141,35.8,5718772473,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227555,291,8,2,54,7,8cpjplodpphtkbt0hq8sr8mqs,1,32.3,70.9,2025-05-11T03:25:01.100Z,2025-05-11T03:25:01Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718772513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227561,293,1,2,54,8,8cpjplodpphtkbt0hq8sr8mqs,0,25.0,77.3,2025-05-11T03:25:01.884Z,2025-05-11T03:25:02Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718772541,141,81.7,5718772539,140,29.5,5718772537,56,Back,5718772543,212,5.6,5718772545,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227575,294,50,2,54,12,8cpjplodpphtkbt0hq8sr8mqs,1,36.7,85.6,2025-05-11T03:25:05.628Z,2025-05-11T04:37:47Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718772739,233,443,5718772637,286,,5718772635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227593,443,7,2,54,12,7neuneh44n9rtsfsh6r0sb9no,1,63.3,14.4,2025-05-11T03:25:05.629Z,2025-05-11T04:37:47Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718772723,285,,5718772733,233,294,5718772721,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227577,442,61,2,54,12,7neuneh44n9rtsfsh6r0sb9no,1,62.7,25.8,2025-05-11T03:25:05.871Z,2025-05-11T03:25:06Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718772651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227607,445,1,2,54,16,7neuneh44n9rtsfsh6r0sb9no,1,58.5,21.0,2025-05-11T03:25:09.953Z,2025-05-11T03:25:13Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718772793,212,17.8,5718772787,56,Back,5718772789,140,49.0,5718772795,213,2.17,5718772791,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227611,446,1,2,54,19,7neuneh44n9rtsfsh6r0sb9no,1,50.3,51.0,2025-05-11T03:25:13.361Z,2025-05-11T03:25:14Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718772815,56,Center,5718772823,213,1.17,5718772817,140,56.8,5718772819,141,74.5,5718772821,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227617,447,1,2,54,20,7neuneh44n9rtsfsh6r0sb9no,1,56.8,74.5,2025-05-11T03:25:13.969Z,2025-05-11T03:25:16Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718772853,56,Left,5718772855,140,68.3,5718772859,212,16.3,5718772861,213,0.74,5718772857,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227627,448,1,2,54,23,7neuneh44n9rtsfsh6r0sb9no,1,68.4,88.4,2025-05-11T03:25:16.729Z,2025-05-11T03:25:18Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718772903,140,70.6,5718772905,141,67.9,5718772907,212,14.1,5718772909,213,4.88,5718772901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227631,449,1,2,54,25,7neuneh44n9rtsfsh6r0sb9no,1,66.8,61.2,2025-05-11T03:25:18.545Z,2025-05-11T03:25:20Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718772949,212,12.6,5718772943,56,Center,5718772945,140,76.1,5718772951,213,5.60,5718772947,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227635,450,1,2,54,26,7neuneh44n9rtsfsh6r0sb9no,1,76.1,49.4,2025-05-11T03:25:20.193Z,2025-05-11T03:25:21Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718772991,213,2.93,5718772985,140,64.3,5718772983,56,Center,5718772997,156,,5718772987,141,53.3,5718772989,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227647,451,1,2,54,28,7neuneh44n9rtsfsh6r0sb9no,1,64.3,53.3,2025-05-11T03:25:22.129Z,2025-05-11T03:25:26Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718773053,212,9.9,5718773055,213,0.68,5718773049,140,71.6,5718773051,141,62.4,5718773047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227651,452,1,2,54,32,7neuneh44n9rtsfsh6r0sb9no,1,74.3,65.7,2025-05-11T03:25:26.289Z,2025-05-11T03:25:27Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5718773073,213,4.10,5718773065,56,Center,5718773069,141,53.7,5718773071,212,10.0,5718773067,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227661,453,1,2,54,33,7neuneh44n9rtsfsh6r0sb9no,1,68.8,53.7,2025-05-11T03:25:27.273Z,2025-05-11T03:25:31Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718773147,212,15.3,5718773143,140,69.6,5718773145,141,31.3,5718773141,56,Center,5718773149,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227673,454,1,2,54,37,7neuneh44n9rtsfsh6r0sb9no,1,70.1,16.5,2025-05-11T03:25:31.121Z,2025-05-11T03:25:33Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718773221,213,5.40,5718773219,212,8.6,5718773217,141,6.8,5718773213,56,Right,5718773215,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227681,455,1,2,54,39,7neuneh44n9rtsfsh6r0sb9no,1,75.4,6.7,2025-05-11T03:25:32.801Z,2025-05-11T03:25:36Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718773259,213,2.40,5718773251,56,Center,5718773257,212,17.0,5718773255,141,23.7,5718773253,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227691,456,1,2,54,42,7neuneh44n9rtsfsh6r0sb9no,0,66.8,25.2,2025-05-11T03:25:35.881Z,2025-05-11T03:25:38Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718773359,213,0.11,5718773351,56,Center,5718773353,140,92.6,5718773355,141,29.4,5718773349,155,,5718773357,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227751,296,1,2,55,10,8cpjplodpphtkbt0hq8sr8mqs,0,15.0,38.2,2025-05-11T03:26:03.918Z,2025-05-11T03:26:09Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718773741,199,,5718773749,212,52.3,5718773753,1,,5718773751,213,6.19,5718773747,141,31.0,5718773743,56,Center,5718773745,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227753,457,44,2,55,14,7neuneh44n9rtsfsh6r0sb9no,1,34.6,65.7,2025-05-11T03:26:08.290Z,2025-05-11T04:50:06Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718773759,285,,5718773757,56,Back,5718773785,233,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227755,297,44,2,55,14,8cpjplodpphtkbt0hq8sr8mqs,0,65.4,34.3,2025-05-11T03:26:08.291Z,2025-05-11T04:50:06Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718773815,233,457,5718773767,286,,5718773765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227757,458,12,2,55,15,7neuneh44n9rtsfsh6r0sb9no,1,33.3,60.2,2025-05-11T03:26:08.762Z,2025-05-11T03:26:13Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718773775,212,9.6,5718773773,141,62.7,5718773777,213,0.18,5718773779,15,,5718773771,140,42.3,5718773769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227765,298,1,2,55,16,8cpjplodpphtkbt0hq8sr8mqs,0,51.3,36.4,2025-05-11T03:26:10.118Z,2025-05-11T03:26:10Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718773827,141,33.7,5718773825,140,64.2,5718773823,56,Center,5718773821,3,,5718773831,213,6.15,5718773829,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227775,460,1,2,55,19,7neuneh44n9rtsfsh6r0sb9no,1,43.6,61.2,2025-05-11T03:26:13.442Z,2025-05-11T03:26:14Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718773877,141,59.3,5718773875,140,47.9,5718773873,56,Back,5718773881,213,6.00,5718773879,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227787,461,1,2,55,20,7neuneh44n9rtsfsh6r0sb9no,1,47.9,59.3,2025-05-11T03:26:14.362Z,2025-05-11T03:26:18Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5718773953,212,21.6,5718773955,213,2.44,5718773949,140,32.2,5718773951,141,79.9,5718773947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227789,462,1,2,55,24,7neuneh44n9rtsfsh6r0sb9no,1,37.3,80.0,2025-05-11T03:26:18.314Z,2025-05-11T03:26:19Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718773965,212,6.1,5718773963,141,71.1,5718773967,213,4.78,5718773959,56,Back,5718773961,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227801,463,1,2,55,25,7neuneh44n9rtsfsh6r0sb9no,1,37.7,71.1,2025-05-11T03:26:19.033Z,2025-05-11T03:26:21Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718774003,140,30.1,5718774005,141,81.1,5718774007,212,10.5,5718774001,56,Back,5718774009,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227817,464,1,2,55,27,7neuneh44n9rtsfsh6r0sb9no,1,30.1,81.1,2025-05-11T03:26:20.849Z,2025-05-11T03:26:26Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718774109,56,Back,5718774111,140,33.3,5718774113,141,64.2,5718774115,212,12.0,5718774117,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227823,465,1,2,55,32,7neuneh44n9rtsfsh6r0sb9no,1,51.4,62.7,2025-05-11T03:26:26.042Z,2025-05-11T03:26:27Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718774151,141,47.6,5718774147,56,Center,5718774149,140,61.7,5718774153,212,14.9,5718774155,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227829,466,1,2,55,33,7neuneh44n9rtsfsh6r0sb9no,1,61.7,47.6,2025-05-11T03:26:27.018Z,2025-05-11T03:26:28Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5718774187,140,56.3,5718774201,156,,5718774193,213,4.25,5718774185,56,Center,5718774189,141,30.7,5718774191,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227855,467,1,2,55,38,7neuneh44n9rtsfsh6r0sb9no,1,55.5,23.6,2025-05-11T03:26:31.834Z,2025-05-11T03:26:34Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718774297,56,Right,5718774305,213,5.78,5718774303,212,14.4,5718774299,140,67.5,5718774301,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227857,468,1,2,55,39,7neuneh44n9rtsfsh6r0sb9no,0,84.5,11.6,2025-05-11T03:26:32.490Z,2025-05-11T04:53:49Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718774317,141,27.4,5718774321,213,1.22,5718774315,140,88.2,5718774313,56,Center,5718774309,2,,5718774319,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227859,300,12,2,55,40,8cpjplodpphtkbt0hq8sr8mqs,1,8.2,64.8,2025-05-11T03:26:33.590Z,2025-05-11T03:26:36Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718774359,167,,5718774331,140,10.3,5718774329,56,Back,5718774335,212,24.7,5718774333,141,100.0,5718774337,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227861,301,5,2,55,41,8cpjplodpphtkbt0hq8sr8mqs,0,13.0,101.3,2025-05-11T03:26:35.175Z,2025-05-11T04:43:09Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718774345,347,,5718774343,56,Back,5718774391,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227865,469,5,2,55,41,7neuneh44n9rtsfsh6r0sb9no,1,87.0,-1.3,2025-05-11T03:26:35.175Z,2025-05-11T04:43:09Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718774365,56,Right,5718774387,233,301,5718774367,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227873,470,1,2,55,45,7neuneh44n9rtsfsh6r0sb9no,1,82.5,0.0,2025-05-11T03:26:38.474Z,2025-05-11T03:26:40Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718774401,140,90.4,5718774397,107,,5718774403,141,12.5,5718774405,212,12.8,5718774399,56,Right,5718774407,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227885,471,1,2,55,45,7neuneh44n9rtsfsh6r0sb9no,1,90.4,12.5,2025-05-11T03:26:39.298Z,2025-05-11T03:26:47Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718774465,140,82.0,5718774463,56,Right,5718774467,141,10.9,5718774469,212,8.9,5718774471,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227887,472,1,2,55,53,7neuneh44n9rtsfsh6r0sb9no,1,82.0,10.9,2025-05-11T03:26:47.098Z,2025-05-11T03:26:47Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718774477,140,79.8,5718774475,56,Right,5718774481,212,3.5,5718774483,213,4.00,5718774479,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227893,473,1,2,55,54,7neuneh44n9rtsfsh6r0sb9no,1,79.8,7.0,2025-05-11T03:26:47.754Z,2025-05-11T03:26:51Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718774511,56,Center,5718774519,213,1.77,5718774515,141,22.1,5718774513,140,77.8,5718774517,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227903,474,1,2,55,57,7neuneh44n9rtsfsh6r0sb9no,0,84.6,15.8,2025-05-11T03:26:51.154Z,2025-05-11T03:26:55Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5718774611,140,85.0,5718774609,56,Center,5718774615,212,16.5,5718774605,2,,5718774613,141,40.0,5718774607,155,,5718774617,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227901,302,12,2,56,0,8cpjplodpphtkbt0hq8sr8mqs,1,9.4,56.9,2025-05-11T03:26:53.534Z,2025-05-11T03:27:06Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5718774593,56,Back,5718774603,15,,5718774595,140,21.8,5718774599,212,34.6,5718774601,213,5.10,5718774597,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227909,475,1,2,56,4,7neuneh44n9rtsfsh6r0sb9no,1,78.5,85.1,2025-05-11T03:26:57.954Z,2025-05-11T03:27:00Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718774651,56,Left,5718774659,213,3.35,5718774653,140,69.1,5718774655,141,82.1,5718774657,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227913,476,1,2,56,6,7neuneh44n9rtsfsh6r0sb9no,1,69.1,82.1,2025-05-11T03:27:00.322Z,2025-05-11T03:27:03Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718774691,140,67.1,5718774697,213,4.49,5718774693,141,68.5,5718774689,56,Center,5718774695,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813227917,477,1,2,56,9,7neuneh44n9rtsfsh6r0sb9no,1,66.5,66.7,2025-05-11T03:27:03.162Z,2025-05-11T03:27:05Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5718774729,213,4.39,5718774721,56,Center,5718774725,141,48.1,5718774723,140,62.5,5718774727,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
