id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2788918345,257,1,1,41,45,224tl8u2smnbyliroayk69nt0,0,68.5,77.6,2025-03-16T01:18:28.544Z,2025-03-16T01:18:29Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584917493,213,5.67,5584917483,155,,5584917489,141,50.1,5584917491,212,32.6,5584917481,2,,5584917487,140,93.9,5584917485,56,Center,5584917495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788918521,323,12,1,41,52,87c66ubwpzykovmkaf1t46bis,1,13.4,54.2,2025-03-16T01:18:35.920Z,2025-03-16T01:18:52Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584918437,213,0.40,5584918435,212,6.7,5584918433,141,58.1,5584918481,15,,5584918431,140,19.3,5584918429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788918437,322,4,1,41,53,87c66ubwpzykovmkaf1t46bis,1,11.0,46.6,2025-03-16T01:18:36.928Z,2025-03-16T03:07:29Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584917947,265,,5584917949,285,,5584917943,56,Back,5584917941,13,,5584917945,152,,5584918053,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788918447,258,4,1,41,53,224tl8u2smnbyliroayk69nt0,0,89.0,53.4,2025-03-16T01:18:36.929Z,2025-03-16T03:07:29Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5584918033,265,,5584918077,233,322,5584918381,55,259,5584918031,152,,5584918029,56,Center,5584918035,286,,5584918027,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788918465,259,17,1,41,55,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T01:18:39.089Z,2025-03-16T01:18:44Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5584918361,392,,5584918365,55,258,5584918363,13,243,5584918359,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919063,324,1,1,42,49,87c66ubwpzykovmkaf1t46bis,1,14.7,49.6,2025-03-16T01:19:33.295Z,2025-03-16T01:19:38Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584921187,141,40.3,5584921185,140,67.5,5584921179,157,,5584921193,1,,5584921175,5,,5584921183,56,Center,5584921189,212,55.8,5584921181,152,,5584921191,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,
2788919071,325,44,1,42,55,87c66ubwpzykovmkaf1t46bis,1,64.8,38.4,2025-03-16T01:19:38.391Z,2025-03-16T01:27:33Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584921221,286,,5584921219,56,Center,5584921239,233,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919067,261,44,1,42,55,224tl8u2smnbyliroayk69nt0,0,35.2,61.6,2025-03-16T01:19:38.392Z,2025-03-16T01:19:44Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584921205,56,Back,5584921251,233,325,5584921207,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919121,326,1,1,42,55,87c66ubwpzykovmkaf1t46bis,0,67.5,40.3,2025-03-16T01:19:38.584Z,2025-03-16T01:27:30Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584921461,212,5.9,5584921449,3,,5584921463,213,6.05,5584921459,141,38.3,5584921457,140,73.0,5584921455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919093,262,1,1,42,57,224tl8u2smnbyliroayk69nt0,0,33.5,68.1,2025-03-16T01:19:40.761Z,2025-03-16T04:17:06Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584921329,56,Center,5584921331,140,53.5,5584921339,1,,5584921333,141,39.2,5584921327,157,,5584921335,212,28.8,5584921337,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919131,327,1,1,42,59,87c66ubwpzykovmkaf1t46bis,1,49.6,54.3,2025-03-16T01:19:42.992Z,2025-03-16T01:19:44Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584921517,56,Back,5584921519,140,35.7,5584921521,141,45.7,5584921523,212,15.7,5584921527,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919205,328,1,1,43,0,87c66ubwpzykovmkaf1t46bis,1,35.7,45.7,2025-03-16T01:19:44.055Z,2025-03-16T01:19:49Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584921839,140,14.7,5584921845,213,3.29,5584921843,212,22.3,5584921837,56,Back,5584921841,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919233,329,1,1,43,5,87c66ubwpzykovmkaf1t46bis,0,14.7,41.0,2025-03-16T01:19:48.896Z,2025-03-16T01:19:53Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584921987,157,,5584921997,213,5.94,5584921995,212,58.5,5584921993,141,12.2,5584921999,1,,5584921989,56,Right,5584921991,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919235,263,44,1,43,7,224tl8u2smnbyliroayk69nt0,1,33.2,87.4,2025-03-16T01:19:50.975Z,2025-03-16T03:08:02Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584922005,285,,5584922003,56,Back,5584922169,233,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919241,330,44,1,43,7,87c66ubwpzykovmkaf1t46bis,0,66.8,12.6,2025-03-16T01:19:50.976Z,2025-03-16T03:08:02Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584922183,233,263,5584922017,56,Right,5584922019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919247,264,12,1,43,7,224tl8u2smnbyliroayk69nt0,1,34.0,86.6,2025-03-16T01:19:51.079Z,2025-03-16T03:11:54Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584922029,140,40.4,5584922033,212,12.3,5584922031,141,100.0,5584922149,167,,5584922059,15,,5584922027,56,Back,5584922035,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919265,265,5,1,43,9,224tl8u2smnbyliroayk69nt0,0,38.2,101.6,2025-03-16T01:19:53.103Z,2025-03-16T01:20:00Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584922311,233,331,5584922119,347,,5584922117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919285,331,5,1,43,9,87c66ubwpzykovmkaf1t46bis,1,61.8,-1.6,2025-03-16T01:19:53.103Z,2025-03-16T03:08:42Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584922345,233,265,5584922223,56,Right,5584922225,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919407,332,1,1,43,19,87c66ubwpzykovmkaf1t46bis,1,63.2,0.0,2025-03-16T01:20:03.047Z,2025-03-16T01:20:04Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584922727,107,,5584922737,213,2.15,5584922735,212,11.2,5584922729,56,Right,5584922733,141,12.2,5584922731,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919441,333,1,1,43,21,87c66ubwpzykovmkaf1t46bis,1,57.4,12.2,2025-03-16T01:20:04.361Z,2025-03-16T01:20:09Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584922897,140,37.5,5584922903,213,3.36,5584922901,212,21.4,5584922895,56,Back,5584922899,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919459,334,1,1,43,25,87c66ubwpzykovmkaf1t46bis,0,37.5,5.5,2025-03-16T01:20:08.814Z,2025-03-16T01:20:11Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584922981,56,Right,5584922983,140,67.3,5584922989,213,0.04,5584922985,141,7.3,5584922979,155,,5584922987,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919479,266,1,1,43,28,224tl8u2smnbyliroayk69nt0,1,29.5,91.1,2025-03-16T01:20:12.287Z,2025-03-16T01:20:13Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584923113,212,17.8,5584923109,140,40.6,5584923111,141,71.4,5584923105,157,,5584923117,1,,5584923107,56,Back,5584923115,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919503,267,1,1,43,30,224tl8u2smnbyliroayk69nt0,1,40.6,71.4,2025-03-16T01:20:13.687Z,2025-03-16T01:20:16Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584923227,56,Center,5584923229,140,59.6,5584923233,212,20.0,5584923231,141,72.7,5584923235,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919505,268,61,1,43,32,224tl8u2smnbyliroayk69nt0,0,59.6,72.7,2025-03-16T01:20:15.950Z,2025-03-16T01:20:16Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5584923245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919593,335,1,1,43,34,87c66ubwpzykovmkaf1t46bis,1,44.1,26.5,2025-03-16T01:20:17.631Z,2025-03-16T01:20:26Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584923647,56,Back,5584923649,140,14.1,5584923653,212,31.6,5584923651,141,29.8,5584923655,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919607,336,1,1,43,43,87c66ubwpzykovmkaf1t46bis,1,20.3,35.2,2025-03-16T01:20:26.583Z,2025-03-16T01:20:28Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584923719,140,46.0,5584923721,141,8.0,5584923723,212,32.7,5584923725,213,5.68,5584923717,56,Back,5584923727,1,,5584923715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919615,337,1,1,43,45,87c66ubwpzykovmkaf1t46bis,1,46.0,8.0,2025-03-16T01:20:28.519Z,2025-03-16T01:22:51Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584923753,56,Back,5584923759,212,7.1,5584923757,141,4.1,5584923755,140,39.7,5584923761,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919625,338,1,1,43,46,87c66ubwpzykovmkaf1t46bis,1,39.7,4.1,2025-03-16T01:20:29.359Z,2025-03-16T01:22:50Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584923871,140,56.7,5584923873,141,14.1,5584923875,212,19.1,5584923869,56,Right,5584923877,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919629,339,1,1,43,48,87c66ubwpzykovmkaf1t46bis,0,56.0,13.5,2025-03-16T01:20:31.430Z,2025-03-16T01:22:49Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584930609,140,38.7,5584930615,213,2.89,5584930611,141,20.5,5584923893,56,Back,5584930613,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921233,349,1,1,43,49,87c66ubwpzykovmkaf1t46bis,0,43.1,19.8,2025-03-16T01:20:33.007Z,2025-03-16T01:22:47Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584932437,212,11.2,5584932433,141,26.8,5584932441,213,0.44,5584932425,56,Center,5584932429,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919717,269,1,1,43,53,224tl8u2smnbyliroayk69nt0,0,33.8,71.1,2025-03-16T01:20:37.183Z,2025-03-16T04:17:04Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584924371,213,5.92,5584924367,141,59.4,5584924365,140,53.8,5584924369,212,22.5,5584924363,56,Center,5584924361,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919781,340,1,1,43,56,87c66ubwpzykovmkaf1t46bis,1,42.8,46.7,2025-03-16T01:20:39.887Z,2025-03-16T01:20:42Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584924703,140,29.8,5584924709,213,2.78,5584924701,56,Back,5584924707,212,14.6,5584924705,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919803,341,1,1,43,58,87c66ubwpzykovmkaf1t46bis,0,29.8,54.2,2025-03-16T01:20:41.942Z,2025-03-16T01:20:43Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584924829,141,33.4,5584924823,157,,5584924833,213,5.86,5584924831,212,34.5,5584924825,56,Center,5584924827,140,59.8,5584924835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788919891,271,1,1,44,2,224tl8u2smnbyliroayk69nt0,1,31.0,63.7,2025-03-16T01:20:45.974Z,2025-03-16T01:20:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584925283,212,30.1,5584925277,56,Back,5584925279,140,30.3,5584925285,213,4.69,5584925281,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920019,272,1,1,44,6,224tl8u2smnbyliroayk69nt0,1,31.9,17.7,2025-03-16T01:20:50.246Z,2025-03-16T01:21:00Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584925871,141,35.7,5584925875,213,2.12,5584925869,140,24.8,5584925867,56,Back,5584925873,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920023,273,1,1,44,17,224tl8u2smnbyliroayk69nt0,0,29.4,36.0,2025-03-16T01:21:00.327Z,2025-03-16T01:21:01Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584925893,196,,5584925899,141,100.0,5584925891,155,,5584925905,1,,5584925897,140,34.3,5584925903,213,1.46,5584925895,56,Back,5584925901,212,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920029,274,5,1,44,17,224tl8u2smnbyliroayk69nt0,0,37.6,102.0,2025-03-16T01:21:00.947Z,2025-03-16T04:17:12Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584925925,347,,5584926007,233,342,5584925923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920047,342,5,1,44,17,87c66ubwpzykovmkaf1t46bis,1,62.4,-2.0,2025-03-16T01:21:00.947Z,2025-03-16T03:08:42Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584925995,233,274,5584925981,56,Right,5584925983,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920069,343,1,1,44,19,87c66ubwpzykovmkaf1t46bis,1,56.9,0.0,2025-03-16T01:21:02.867Z,2025-03-16T01:21:04Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584926105,213,1.06,5584926087,107,,5584926097,141,16.4,5584926091,56,Right,5584926101,212,14.4,5584926093,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920107,344,1,1,44,21,87c66ubwpzykovmkaf1t46bis,1,65.4,20.9,2025-03-16T01:21:04.790Z,2025-03-16T01:21:09Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584926301,141,25.5,5584926305,213,0.42,5584926303,212,7.7,5584926299,140,72.1,5584926297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920103,275,83,1,44,25,224tl8u2smnbyliroayk69nt0,0,24.9,80.9,2025-03-16T01:21:08.647Z,2025-03-16T01:21:13Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584926565,399,4695nvcz8lcrklltxvalcizmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920123,345,1,1,44,25,87c66ubwpzykovmkaf1t46bis,1,80.4,17.9,2025-03-16T01:21:09.270Z,2025-03-16T01:21:11Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584926439,212,10.5,5584926433,140,75.2,5584926435,141,4.7,5584926431,56,Right,5584926441,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920145,346,1,1,44,27,87c66ubwpzykovmkaf1t46bis,0,75.2,4.7,2025-03-16T01:21:11.015Z,2025-03-16T01:21:13Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584926579,212,25.8,5584926573,56,Center,5584926571,155,,5584926581,213,0.95,5584926577,141,35.5,5584926575,140,89.5,5584926569,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920979,279,27,1,45,33,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T01:22:16.935Z,2025-03-16T01:22:18Z,,,,,5584931157,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920975,347,27,1,45,33,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T01:22:16.935Z,2025-03-16T01:22:18Z,,,,,5584931101,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788920991,280,28,1,45,35,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T01:22:18.430Z,2025-03-16T01:22:20Z,,,,,5584931149,55,279,5584931267,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921001,348,28,1,45,35,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T01:22:18.430Z,2025-03-16T01:22:19Z,,,,,5584931245,233,280,5584931171,55,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921427,284,1,1,46,16,224tl8u2smnbyliroayk69nt0,0,22.5,24.6,2025-03-16T01:22:59.445Z,2025-03-16T01:23:02Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584933531,198,,5584933533,56,Center,5584933539,212,52.9,5584933529,157,,5584933535,140,72.4,5584933541,213,0.14,5584933543,1,,5584933537,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921439,351,44,1,46,18,87c66ubwpzykovmkaf1t46bis,1,31.4,68.0,2025-03-16T01:23:01.468Z,2025-03-16T03:08:03Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584933619,285,,5584933617,56,Back,5584933663,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921435,285,44,1,46,18,224tl8u2smnbyliroayk69nt0,0,68.6,32.0,2025-03-16T01:23:01.469Z,2025-03-16T03:08:03Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5584933685,233,351,5584933597,56,Center,5584933599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921475,352,1,1,46,18,87c66ubwpzykovmkaf1t46bis,1,37.7,73.2,2025-03-16T01:23:01.685Z,2025-03-16T03:12:01Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584933789,3,,5584933793,140,34.3,5584933799,213,4.23,5584933791,56,Back,5584933797,212,7.7,5584933795,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788924061,369,44,1,46,21,87c66ubwpzykovmkaf1t46bis,1,29.6,71.1,2025-03-16T01:23:04.307Z,2025-03-16T03:08:03Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584947615,233,298,5584947497,56,Back,5584947499,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788922743,298,44,1,46,21,224tl8u2smnbyliroayk69nt0,0,70.4,28.9,2025-03-16T01:23:04.308Z,2025-03-16T03:08:04Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584947587,233,369,5584940471,286,,5584940469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921501,353,1,1,46,21,87c66ubwpzykovmkaf1t46bis,0,34.3,63.1,2025-03-16T01:23:05.173Z,2025-03-16T02:58:18Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584933953,213,0.39,5584933951,212,10.0,5584933947,140,43.1,5584933949,141,68.7,5584933945,56,Back,5584933941,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788923547,303,44,1,46,23,224tl8u2smnbyliroayk69nt0,1,68.0,33.2,2025-03-16T01:23:06.772Z,2025-03-16T02:11:17Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584944797,286,,5584944795,56,Center,5584947725,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921523,354,44,1,46,23,87c66ubwpzykovmkaf1t46bis,0,32.0,66.8,2025-03-16T01:23:06.773Z,2025-03-16T03:08:04Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584947533,233,303,5584934049,56,Back,5584947517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788923565,304,1,1,46,23,224tl8u2smnbyliroayk69nt0,0,71.2,45.8,2025-03-16T01:23:07.219Z,2025-03-16T02:11:13Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584944915,212,5.6,5584944911,141,43.3,5584944903,56,Center,5584944907,140,76.3,5584944899,3,,5584944919,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921529,355,1,1,46,23,87c66ubwpzykovmkaf1t46bis,0,36.7,70.5,2025-03-16T01:23:07.290Z,2025-03-16T02:58:22Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584934091,141,77.5,5584934089,140,47.1,5584934095,212,11.9,5584934085,3,,5584934097,213,0.41,5584934087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921599,286,1,1,46,24,224tl8u2smnbyliroayk69nt0,1,72.7,49.1,2025-03-16T01:23:07.948Z,2025-03-16T02:11:12Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584934429,56,Center,5584934431,140,69.5,5584934433,141,58.7,5584934427,3,,5584934435,212,7.3,5584934437,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921641,287,1,1,46,31,224tl8u2smnbyliroayk69nt0,1,73.3,67.0,2025-03-16T01:23:14.885Z,2025-03-16T02:11:10Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584934729,140,85.6,5584934731,141,90.6,5584934733,212,20.6,5584934727,56,Left,5584934725,155,,5584934735,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921649,288,50,1,46,33,224tl8u2smnbyliroayk69nt0,1,84.7,91.6,2025-03-16T01:23:17.180Z,2025-03-16T03:07:50Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584934855,233,356,5584934785,56,Left,5584934787,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921643,356,7,1,46,33,87c66ubwpzykovmkaf1t46bis,1,15.3,8.4,2025-03-16T01:23:17.181Z,2025-03-16T03:07:50Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584934745,285,,5584934847,233,288,5584934743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921655,357,61,1,46,35,87c66ubwpzykovmkaf1t46bis,0,16.8,6.5,2025-03-16T01:23:18.837Z,2025-03-16T01:23:19Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584934813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921675,289,43,1,46,36,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T01:23:20.212Z,2025-03-16T01:27:45Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584934903,141,91.2,5584934901,140,82.0,5584953013,144,1,5584934899,56,Left,5584934907,213,2.71,5584934905,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921705,290,1,1,46,37,224tl8u2smnbyliroayk69nt0,1,82.0,91.2,2025-03-16T01:23:20.964Z,2025-03-16T01:23:23Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584935069,212,12.1,5584935067,141,82.3,5584935071,213,3.66,5584935065,140,72.0,5584935059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921713,291,1,1,46,39,224tl8u2smnbyliroayk69nt0,0,70.1,79.6,2025-03-16T01:23:22.941Z,2025-03-16T01:23:24Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584935099,140,79.8,5584935089,2,,5584935103,141,63.7,5584935111,213,5.47,5584935107,212,14.9,5584935095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921783,358,12,1,46,43,87c66ubwpzykovmkaf1t46bis,1,13.5,37.1,2025-03-16T01:23:26.309Z,2025-03-16T01:23:30Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584935413,212,21.3,5584935415,213,5.83,5584935409,140,31.7,5584935411,141,23.3,5584935407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788925523,306,45,1,46,46,224tl8u2smnbyliroayk69nt0,0,67.2,78.8,2025-03-16T01:23:29.307Z,2025-03-16T03:07:56Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584955331,56,Center,5584955391,233,359,5585186659,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921787,359,3,1,46,46,87c66ubwpzykovmkaf1t46bis,1,32.8,21.2,2025-03-16T01:23:29.307Z,2025-03-16T03:07:56Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584955441,285,,5584955369,233,306,5584935429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788921803,292,43,1,46,46,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T01:23:29.638Z,2025-03-16T01:23:43Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584935565,233,359,5584935531,285,0,5584936327,144,7,5584935529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
