id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823732323,374,7,1,44,46,224tl8u2smnbyliroayk69nt0,1,14.8,58.4,2025-06-21T23:52:16.558Z,2025-06-21T23:56:26Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777245961,233,374,5777245953,56,Back,5777245955,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732357,375,1,1,44,51,224tl8u2smnbyliroayk69nt0,0,22.8,61.5,2025-06-21T23:52:21.100Z,2025-06-21T23:56:27Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777246173,141,79.5,5777250541,155,,5777246177,213,0.27,5777246175,212,45.4,5777246169,56,Left,5777246171,140,64.4,5777250543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732359,375,61,1,44,55,5qfq6cwtrgzd2szijivns7rjl,0,32.2,4.7,2025-06-21T23:52:25.462Z,2025-06-22T00:54:37Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777246183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732363,376,5,1,44,56,5qfq6cwtrgzd2szijivns7rjl,0,31.2,-0.8,2025-06-21T23:52:26.307Z,2025-06-22T02:27:08Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777246307,233,376,5777246235,347,,5777246233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732369,376,5,1,44,56,224tl8u2smnbyliroayk69nt0,1,68.8,100.8,2025-06-21T23:52:26.307Z,2025-06-22T02:27:07Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777246263,56,Left,5777246265,347,,5777246281,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733607,395,70,1,44,59,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:52:28.906Z,2025-06-21T23:55:34Z,,,,,5777253271,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732499,377,1,1,45,18,224tl8u2smnbyliroayk69nt0,1,61.5,100.0,2025-06-21T23:52:48.795Z,2025-06-21T23:56:57Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777246961,107,,5777246967,141,85.3,5777246965,140,57.7,5777246963,56,Left,5777246969,212,12.0,5777246971,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732505,378,1,1,45,20,224tl8u2smnbyliroayk69nt0,1,57.7,85.3,2025-06-21T23:52:50.138Z,2025-06-21T23:52:51Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777247005,212,10.9,5777247007,213,4.40,5777247001,140,54.5,5777246999,56,Center,5777247003,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732535,379,1,1,45,21,224tl8u2smnbyliroayk69nt0,1,54.5,70.0,2025-06-21T23:52:51.372Z,2025-06-21T23:52:54Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5777247159,212,20.7,5777247153,56,Back,5777247161,213,3.55,5777247155,140,36.4,5777247157,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732563,380,1,1,45,26,224tl8u2smnbyliroayk69nt0,1,37.1,56.9,2025-06-21T23:52:56.131Z,2025-06-21T23:52:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777247337,212,38.2,5777247333,140,68.5,5777247339,213,5.75,5777247331,56,Center,5777247341,1,,5777247335,141,28.5,5777247329,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732567,381,61,1,45,28,224tl8u2smnbyliroayk69nt0,0,68.5,28.5,2025-06-21T23:52:58.635Z,2025-06-21T23:52:59Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5777247359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732581,377,1,1,45,30,5qfq6cwtrgzd2szijivns7rjl,1,27.8,63.9,2025-06-21T23:53:00.470Z,2025-06-21T23:53:01Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777247453,212,9.8,5777247445,3,,5777247449,140,23.8,5777247451,141,76.9,5777247455,213,2.01,5777247447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732613,379,1,1,45,31,5qfq6cwtrgzd2szijivns7rjl,1,23.8,76.9,2025-06-21T23:53:01.758Z,2025-06-21T23:53:04Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777247593,141,54.3,5777247589,56,Back,5777247597,213,5.46,5777247595,212,21.1,5777247591,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732657,380,1,1,45,34,5qfq6cwtrgzd2szijivns7rjl,0,35.4,48.8,2025-06-21T23:53:04.847Z,2025-06-21T23:53:08Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777247839,141,35.8,5777247833,155,,5777247843,213,6.12,5777247845,1,,5777247835,56,Center,5777247837,140,86.8,5777247841,212,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732737,383,1,1,45,46,224tl8u2smnbyliroayk69nt0,1,13.4,49.9,2025-06-21T23:53:16.005Z,2025-06-21T23:57:21Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5777248257,212,19.6,5777248259,213,5.29,5777248253,140,23.6,5777248255,141,25.8,5777248249,123,,5777248251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732769,384,1,1,45,47,224tl8u2smnbyliroayk69nt0,1,23.6,25.8,2025-06-21T23:53:17.508Z,2025-06-21T23:57:22Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777248407,213,0.94,5777248405,212,10.0,5777248401,140,29.2,5777248399,56,Back,5777248403,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732791,385,1,1,45,51,224tl8u2smnbyliroayk69nt0,0,29.2,37.7,2025-06-21T23:53:21.035Z,2025-06-21T23:57:23Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777248533,212,8.6,5777248529,140,33.9,5777248531,141,27.3,5777248527,56,Back,5777248535,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823734069,411,1,1,45,53,5qfq6cwtrgzd2szijivns7rjl,0,56.6,78.4,2025-06-21T23:53:22.906Z,2025-06-21T23:57:25Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777255655,213,6.26,5777255649,140,70.7,5777255651,141,77.9,5777255647,56,Center,5777255653,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732815,386,1,1,45,55,224tl8u2smnbyliroayk69nt0,0,21.1,31.0,2025-06-21T23:53:25.804Z,2025-06-21T23:57:38Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777248663,1,,5777248651,157,,5777248655,140,48.8,5777248659,212,31.2,5777248661,213,0.37,5777248653,56,Back,5777248657,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732851,382,1,1,46,0,5qfq6cwtrgzd2szijivns7rjl,1,48.2,54.6,2025-06-21T23:53:30.293Z,2025-06-21T23:53:31Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777248851,56,Back,5777248863,213,2.73,5777248855,141,71.4,5777248859,212,28.6,5777248853,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732863,383,1,1,46,1,5qfq6cwtrgzd2szijivns7rjl,1,23.2,71.4,2025-06-21T23:53:31.893Z,2025-06-21T23:53:33Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777248939,212,15.8,5777248933,56,Back,5777248935,140,23.5,5777248937,141,48.2,5777248941,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732885,384,1,1,46,3,5qfq6cwtrgzd2szijivns7rjl,1,23.5,48.2,2025-06-21T23:53:33.750Z,2025-06-21T23:53:37Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777249085,213,5.67,5777249079,140,53.0,5777249081,141,16.2,5777249077,56,Right,5777249087,1,,5777249083,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732901,385,1,1,46,7,5qfq6cwtrgzd2szijivns7rjl,1,60.4,16.8,2025-06-21T23:53:36.973Z,2025-06-21T23:53:39Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777249179,212,11.5,5777249173,56,Center,5777249181,213,0.99,5777249177,141,31.0,5777249175,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732911,386,1,1,46,9,5qfq6cwtrgzd2szijivns7rjl,1,68.3,30.3,2025-06-21T23:53:38.909Z,2025-06-21T23:53:40Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5777249219,141,35.1,5777249223,213,3.01,5777249257,156,,5777249217,140,44.4,5777249221,212,25.3,5777249215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823732965,387,1,1,46,13,5qfq6cwtrgzd2szijivns7rjl,1,53.3,29.2,2025-06-21T23:53:43.021Z,2025-06-21T23:53:46Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5777249533,213,5.70,5777249529,141,17.1,5777249525,56,Right,5777249531,212,15.0,5777249527,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733009,388,1,1,46,16,5qfq6cwtrgzd2szijivns7rjl,1,69.5,10.9,2025-06-21T23:53:46.397Z,2025-06-21T23:53:50Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777249711,140,41.3,5777249715,212,32.8,5777249717,213,2.70,5777249719,1,,5777249713,141,31.5,5777249709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733021,389,1,1,46,20,5qfq6cwtrgzd2szijivns7rjl,1,49.5,35.2,2025-06-21T23:53:50.733Z,2025-06-21T23:53:53Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777249785,140,46.4,5777249791,213,1.70,5777249783,56,Back,5777249789,212,24.9,5777249787,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733035,390,1,1,46,23,5qfq6cwtrgzd2szijivns7rjl,1,60.3,64.0,2025-06-21T23:53:53.886Z,2025-06-21T23:53:55Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777249863,213,4.90,5777249855,56,Center,5777249857,140,61.5,5777249861,212,6.8,5777249859,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733045,391,1,1,46,25,5qfq6cwtrgzd2szijivns7rjl,1,56.9,64.6,2025-06-21T23:53:55.749Z,2025-06-21T23:53:58Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777249959,212,15.7,5777249953,56,Center,5777249961,213,0.25,5777249955,140,71.4,5777249957,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733051,392,1,1,46,28,5qfq6cwtrgzd2szijivns7rjl,0,68.5,70.5,2025-06-21T23:53:58.597Z,2025-06-21T23:53:59Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777250013,213,1.46,5777250009,141,100.0,5777250011,212,20.7,5777250007,140,70.6,5777250005,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733087,387,5,1,46,29,224tl8u2smnbyliroayk69nt0,1,31.2,-1.2,2025-06-21T23:53:59.505Z,2025-06-22T02:27:08Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777250175,347,,5777250173,56,Back,5777250237,233,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733055,393,5,1,46,29,5qfq6cwtrgzd2szijivns7rjl,0,68.8,101.2,2025-06-21T23:53:59.505Z,2025-06-22T02:27:08Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777250017,347,,5777250015,56,Left,5777250261,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733171,388,1,1,46,49,224tl8u2smnbyliroayk69nt0,0,31.7,0.0,2025-06-21T23:54:18.916Z,2025-06-21T23:54:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777250689,141,32.7,5777250693,213,0.67,5777250683,107,,5777250687,140,60.0,5777250695,1,,5777250685,56,Center,5777250691,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733187,394,8,1,46,53,5qfq6cwtrgzd2szijivns7rjl,1,43.2,62.0,2025-06-21T23:54:22.918Z,2025-06-21T23:58:16Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777250761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733223,395,4,1,46,56,5qfq6cwtrgzd2szijivns7rjl,1,61.2,72.6,2025-06-21T23:54:26.595Z,2025-06-21T23:54:31Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777250933,56,Center,5777250939,286,,5777250937,265,,5777250935,152,,5777250931,13,,5777250947,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733215,389,4,1,46,56,224tl8u2smnbyliroayk69nt0,0,38.8,27.4,2025-06-21T23:54:26.596Z,2025-06-21T23:54:33Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777250901,265,,5777250899,152,,5777250963,233,395,5777250903,285,,5777250897,56,Back,5777250895,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733279,396,1,1,47,4,5qfq6cwtrgzd2szijivns7rjl,1,62.0,73.6,2025-06-21T23:54:34.685Z,2025-06-21T23:56:39Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777251265,212,32.7,5777251259,56,Center,5777251261,140,62.2,5777251257,152,,5777251267,213,4.72,5777251255,5,,5777251269,1,,5777251263,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733995,410,1,1,47,5,5qfq6cwtrgzd2szijivns7rjl,1,51.9,50.7,2025-06-21T23:54:34.906Z,2025-06-21T23:57:09Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5777255325,213,4.80,5777255321,141,8.2,5777255317,56,Right,5777255323,212,29.0,5777255319,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733299,397,1,1,47,6,5qfq6cwtrgzd2szijivns7rjl,1,62.6,27.9,2025-06-21T23:54:35.950Z,2025-06-21T23:57:09Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777251383,213,1.75,5777251375,56,Center,5777251377,140,60.9,5777251379,141,42.4,5777251381,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733323,398,1,1,47,9,5qfq6cwtrgzd2szijivns7rjl,1,60.9,42.4,2025-06-21T23:54:39.020Z,2025-06-21T23:54:41Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5777251541,212,25.6,5777251537,140,46.3,5777251535,56,Back,5777251539,141,72.6,5777251543,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733341,399,1,1,47,11,5qfq6cwtrgzd2szijivns7rjl,1,51.6,73.2,2025-06-21T23:54:41.541Z,2025-06-21T23:54:44Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777251665,140,53.7,5777251667,141,30.1,5777251669,212,29.4,5777251663,56,Center,5777251671,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733343,400,1,1,47,14,5qfq6cwtrgzd2szijivns7rjl,1,54.2,45.4,2025-06-21T23:54:44.094Z,2025-06-21T23:54:46Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777251681,212,28.3,5777251679,141,9.2,5777251677,140,67.5,5777251683,213,5.23,5777251675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733385,401,1,1,47,16,5qfq6cwtrgzd2szijivns7rjl,1,66.8,18.3,2025-06-21T23:54:46.349Z,2025-06-21T23:54:49Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777251911,56,Center,5777251915,141,29.5,5777251913,140,63.3,5777251919,213,2.02,5777251917,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733389,402,1,1,47,19,5qfq6cwtrgzd2szijivns7rjl,1,63.6,19.1,2025-06-21T23:54:49.790Z,2025-06-21T23:54:51Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777251943,141,3.4,5777251939,56,Right,5777251941,140,65.0,5777251947,213,4.85,5777251945,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733395,403,1,1,47,21,5qfq6cwtrgzd2szijivns7rjl,1,62.6,10.3,2025-06-21T23:54:51.342Z,2025-06-21T23:54:53Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777252011,212,12.7,5777252005,56,Right,5777252007,140,73.4,5777252009,141,18.8,5777252013,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733421,404,1,1,47,23,5qfq6cwtrgzd2szijivns7rjl,1,73.4,18.8,2025-06-21T23:54:53.109Z,2025-06-22T02:30:54Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,1.0,,5777252361,210,13,5777252171,213,2.50,5777252165,140,68.0,5777252163,56,Center,5777252169,212,7.1,5777252167,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733425,405,13,1,47,25,5qfq6cwtrgzd2szijivns7rjl,1,72.6,28.2,2025-06-21T23:54:55.285Z,2025-06-22T02:30:54Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777252177,22,,5777252377,77,,5777252383,55,404,5777252393,231,48.4,5777252389,103,80.6,5777252391,230,98.5,5777252263,20,,5777252379,29,,5777252181,56,Center,5777252179,18,,5777520703,215,,5777252387,102,,,,,,,,,,,,60.2,,,,
2823733555,392,5,1,47,25,224tl8u2smnbyliroayk69nt0,1,-0.4,45.9,2025-06-21T23:54:55.782Z,2025-06-22T02:27:09Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777252937,56,Back,5777252943,233,406,5777252939,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733435,406,5,1,47,25,5qfq6cwtrgzd2szijivns7rjl,0,100.4,54.1,2025-06-21T23:54:55.782Z,2025-06-22T02:27:09Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777252259,56,Center,5777252261,346,,5777252961,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733561,393,1,1,47,54,224tl8u2smnbyliroayk69nt0,0,3.6,41.9,2025-06-21T23:55:24.030Z,2025-06-21T23:55:25Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5777252993,1,,5777252983,56,Center,5777252989,212,49.9,5777252987,141,45.8,5777252985,140,51.1,5777252995,74,,5777252981,124,,5777252991,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733571,408,1,1,47,57,5qfq6cwtrgzd2szijivns7rjl,0,58.4,37.4,2025-06-21T23:55:27.234Z,2025-06-21T23:55:36Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5777253081,1,,5777253079,213,3.91,5777253073,140,48.5,5777253077,212,14.4,5777253069,157,,5777253075,141,22.7,5777253071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733593,394,1,1,47,59,224tl8u2smnbyliroayk69nt0,0,47.3,48.1,2025-06-21T23:55:29.158Z,2025-06-21T23:55:37Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5777253177,157,,5777253181,140,71.0,5777253179,56,Center,5777253185,212,31.3,5777253183,141,76.1,5777253189,1,,5777253187,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733609,396,30,1,48,2,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:55:32.775Z,2025-06-21T23:55:34Z,,,,,5777253277,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823733631,409,30,1,48,2,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:55:32.775Z,2025-06-21T23:55:36Z,,,,,5777253373,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737409,406,32,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-22T00:10:40.404Z,2025-06-22T00:10:40Z,,,,,5777275127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737415,417,32,2,45,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-22T00:10:40.404Z,2025-06-22T00:10:41Z,,,,,5777275159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737441,407,1,2,45,0,224tl8u2smnbyliroayk69nt0,1,50.2,50.0,2025-06-22T00:10:40.405Z,2025-06-22T00:10:45Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5777275315,56,Back,5777275321,212,20.8,5777275325,279,S,5777275323,213,3.43,5777275317,140,31.2,5777275319,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737479,408,1,2,45,4,224tl8u2smnbyliroayk69nt0,1,32.6,31.0,2025-06-22T00:10:45.090Z,2025-06-22T00:10:49Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777275519,140,73.4,5777275527,1,,5777275523,212,44.3,5777275517,56,Right,5777275521,141,14.3,5777275525,213,6.02,5777275515,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737483,409,44,2,45,8,224tl8u2smnbyliroayk69nt0,1,74.8,17.4,2025-06-22T00:10:48.489Z,2025-06-22T00:10:51Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777275581,233,418,5777275545,56,Right,5777275547,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737471,418,44,2,45,8,5qfq6cwtrgzd2szijivns7rjl,0,25.2,82.6,2025-06-22T00:10:48.490Z,2025-06-22T00:12:47Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777275597,233,409,5777275487,285,,5777275485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737495,410,1,2,45,8,224tl8u2smnbyliroayk69nt0,0,73.4,14.3,2025-06-22T00:10:48.954Z,2025-06-22T00:54:46Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777275613,3,,5777275621,212,29.3,5777275619,141,14.4,5777275623,213,0.00,5777275615,56,Right,5777275617,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737611,411,5,2,45,9,224tl8u2smnbyliroayk69nt0,0,101.4,19.6,2025-06-22T00:10:49.914Z,2025-06-22T02:27:10Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777276221,56,Right,5777276285,233,419,5777276223,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737533,419,5,2,45,9,5qfq6cwtrgzd2szijivns7rjl,1,-1.4,80.4,2025-06-22T00:10:49.914Z,2025-06-22T02:27:09Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777275807,56,Back,5777276263,233,411,5777275809,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737545,420,1,2,45,14,5qfq6cwtrgzd2szijivns7rjl,1,5.0,63.0,2025-06-22T00:10:54.785Z,2025-06-22T00:10:56Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5777275867,237,,5777275855,56,Back,5777275863,213,4.91,5777275859,141,32.7,5777275853,124,,5777275861,212,21.0,5777275857,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737577,421,1,2,45,15,5qfq6cwtrgzd2szijivns7rjl,1,9.0,32.7,2025-06-22T00:10:55.914Z,2025-06-22T00:10:58Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777276029,56,Back,5777276033,141,10.6,5777276037,213,5.13,5777276035,212,16.5,5777276031,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737603,422,1,2,45,18,5qfq6cwtrgzd2szijivns7rjl,0,15.4,10.6,2025-06-22T00:10:58.484Z,2025-06-22T00:11:01Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777276187,1,,5777276183,212,50.6,5777276175,155,,5777276179,140,58.6,5777276185,213,0.46,5777276181,141,43.6,5777276177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737621,412,44,2,45,20,224tl8u2smnbyliroayk69nt0,1,40.6,61.8,2025-06-22T00:11:01.001Z,2025-06-22T00:12:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777276261,285,,5777276281,233,423,5777276259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737607,423,44,2,45,20,5qfq6cwtrgzd2szijivns7rjl,0,59.4,38.2,2025-06-22T00:11:01.002Z,2025-06-22T00:11:08Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777276201,286,,5777276199,56,Center,5777276305,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823737679,413,1,2,45,20,224tl8u2smnbyliroayk69nt0,1,39.5,69.7,2025-06-22T00:11:01.107Z,2025-06-22T00:54:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777276527,56,Left,5777276531,141,83.8,5777276535,213,0.42,5777276529,140,60.0,5777276525,3,,5777276533,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
