id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2800406963,343,1,1,44,5,ak0rmms5xl49w57i2rvid1tk9,1,51.0,27.7,2025-04-13T02:50:49.387Z,2025-04-13T02:50:51Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648029721,212,23.3,5648029723,213,5.55,5648029715,56,Right,5648029719,141,4.7,5648029717,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800406975,344,1,1,44,7,ak0rmms5xl49w57i2rvid1tk9,1,67.5,4.7,2025-04-13T02:50:51.618Z,2025-04-13T02:50:54Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648029755,213,2.62,5648029747,56,Right,5648029749,140,55.5,5648029753,212,14.5,5648029751,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800406981,345,1,1,44,10,ak0rmms5xl49w57i2rvid1tk9,1,56.4,16.1,2025-04-13T02:50:54.282Z,2025-04-13T02:50:56Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648029777,56,Right,5648029789,213,6.09,5648029785,212,10.5,5648029779,140,66.2,5648029781,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407001,346,1,1,44,12,ak0rmms5xl49w57i2rvid1tk9,1,66.6,16.7,2025-04-13T02:50:55.938Z,2025-04-13T02:50:58Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5648029881,56,Right,5648029887,212,12.1,5648029883,140,55.8,5648029885,141,10.6,5648029889,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407013,347,1,1,44,14,ak0rmms5xl49w57i2rvid1tk9,1,56.7,10.6,2025-04-13T02:50:58.571Z,2025-04-13T02:51:02Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648029955,56,Right,5648029953,155,,5648029963,213,0.30,5648029961,212,23.7,5648029959,141,21.0,5648029957,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407017,348,1,1,44,18,ak0rmms5xl49w57i2rvid1tk9,0,78.2,21.0,2025-04-13T02:51:02.146Z,2025-04-13T02:52:45Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5648029973,56,Center,5648029989,213,2.29,5648029977,140,74.8,5648029969,3,,5648029985,212,5.4,5648029981,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407829,359,61,1,44,19,ak0rmms5xl49w57i2rvid1tk9,0,73.1,31.8,2025-04-13T02:51:03.289Z,2025-04-13T02:56:39Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5648034273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407039,336,1,1,44,19,kfq8fhwnmycbtad1u0fyefx0,1,39.5,59.7,2025-04-13T02:51:03.374Z,2025-04-13T02:51:05Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5648030073,140,32.9,5648030079,213,2.38,5648030071,56,Back,5648030077,212,9.6,5648030075,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407047,338,1,1,44,21,kfq8fhwnmycbtad1u0fyefx0,1,32.9,69.4,2025-04-13T02:51:05.565Z,2025-04-13T02:51:06Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5648030119,213,4.89,5648030111,56,Back,5648030117,212,13.0,5648030113,140,35.1,5648030115,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407073,339,1,1,44,22,kfq8fhwnmycbtad1u0fyefx0,1,35.1,50.6,2025-04-13T02:51:06.373Z,2025-04-13T02:51:08Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5648030233,140,14.7,5648030237,212,21.4,5648030231,56,Back,5648030239,213,3.11,5648030235,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407133,340,1,1,44,25,kfq8fhwnmycbtad1u0fyefx0,1,14.7,51.6,2025-04-13T02:51:08.678Z,2025-04-13T02:51:14Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648030509,56,Back,5648030519,1,,5648030515,212,35.3,5648030513,141,72.7,5648030507,155,,5648030511,140,45.4,5648030517,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407147,341,44,1,44,28,kfq8fhwnmycbtad1u0fyefx0,1,41.2,82.6,2025-04-13T02:51:11.905Z,2025-04-13T04:20:03Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5648030599,233,349,5648030569,56,Back,5648030571,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407105,349,44,1,44,28,ak0rmms5xl49w57i2rvid1tk9,0,58.8,17.4,2025-04-13T02:51:11.906Z,2025-04-13T04:20:03Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5648030631,233,341,5648030391,286,,5648030389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407149,342,61,1,44,28,kfq8fhwnmycbtad1u0fyefx0,1,45.4,72.7,2025-04-13T02:51:11.997Z,2025-04-13T02:56:23Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5648030575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407175,351,1,1,44,31,ak0rmms5xl49w57i2rvid1tk9,1,67.2,19.1,2025-04-13T02:51:15.138Z,2025-04-13T02:51:19Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648030703,213,0.61,5648030701,212,17.6,5648030697,140,80.9,5648030695,56,Center,5648030699,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407181,352,61,1,44,32,ak0rmms5xl49w57i2rvid1tk9,0,76.5,45.2,2025-04-13T02:51:16.105Z,2025-04-13T02:54:36Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5648038967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408863,351,61,1,44,33,kfq8fhwnmycbtad1u0fyefx0,1,25.2,75.0,2025-04-13T02:51:16.670Z,2025-04-13T02:55:22Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5648040383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407213,343,12,1,44,36,kfq8fhwnmycbtad1u0fyefx0,1,19.4,38.8,2025-04-13T02:51:20.285Z,2025-04-13T02:56:01Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5648030855,141,28.6,5648030859,213,6.05,5648030857,212,29.7,5648030851,56,Back,5648030853,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407235,355,1,1,44,40,ak0rmms5xl49w57i2rvid1tk9,1,49.3,71.4,2025-04-13T02:51:23.939Z,2025-04-13T02:55:59Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648041541,3,,5648030975,212,22.9,5648030977,213,0.14,5648030971,140,70.9,5648030973,141,76.1,5648030969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407269,356,1,1,44,42,ak0rmms5xl49w57i2rvid1tk9,1,74.1,82.3,2025-04-13T02:51:26.378Z,2025-04-13T02:51:30Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5648031159,140,88.1,5648031161,141,92.7,5648031163,212,16.3,5648031157,56,Left,5648031165,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407273,357,50,1,44,46,ak0rmms5xl49w57i2rvid1tk9,1,91.9,87.0,2025-04-13T02:51:30.082Z,2025-04-13T02:56:17Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648031183,56,Left,5648031443,233,344,5648031185,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407297,344,7,1,44,46,kfq8fhwnmycbtad1u0fyefx0,1,8.1,13.0,2025-04-13T02:51:30.083Z,2025-04-13T02:51:39Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648031353,285,,5648031345,167,,5648031349,56,Back,5648031373,233,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407299,345,6,1,44,47,kfq8fhwnmycbtad1u0fyefx0,0,2.7,19.2,2025-04-13T02:51:30.914Z,2025-04-13T04:10:29Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648031575,56,Back,5648031617,233,358,5648031577,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407279,358,6,1,44,47,ak0rmms5xl49w57i2rvid1tk9,1,97.3,80.8,2025-04-13T02:51:30.914Z,2025-04-13T04:10:28Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648031295,73,,5648031605,233,345,5648031291,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407489,346,70,1,45,12,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T02:51:55.817Z,2025-04-13T02:51:56Z,,,,,5648032517,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407927,360,1,1,46,8,ak0rmms5xl49w57i2rvid1tk9,0,99.6,99.2,2025-04-13T02:52:52.505Z,2025-04-13T02:53:40Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5648034807,140,97.0,5648034813,213,4.63,5648034801,155,,5648034803,223,,5648034811,212,34.0,5648034797,2,,5648034809,141,49.4,5648034799,6,,5648034815,1,,5648034975,233,347,5648034805,56,,,,,,,,,,,,,,,,,,,,,,,Center,,,,
2800407953,347,41,1,46,12,kfq8fhwnmycbtad1u0fyefx0,0,1.9,51.3,2025-04-13T02:52:55.757Z,2025-04-13T02:52:59Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5648034945,213,0.20,5648035007,233,360,5648034939,140,51.0,5648034943,212,52.6,5648034941,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800407987,361,1,1,46,16,ak0rmms5xl49w57i2rvid1tk9,1,70.7,33.6,2025-04-13T02:52:59.802Z,2025-04-13T02:53:01Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5648035169,212,15.6,5648035165,140,66.2,5648035171,213,1.88,5648035163,56,Center,5648035167,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408033,362,1,1,46,17,ak0rmms5xl49w57i2rvid1tk9,1,66.2,55.4,2025-04-13T02:53:00.890Z,2025-04-13T02:53:03Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648035339,141,84.1,5648035335,140,80.9,5648035343,212,24.9,5648035345,213,0.90,5648035331,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408057,363,1,1,46,20,ak0rmms5xl49w57i2rvid1tk9,1,79.7,83.2,2025-04-13T02:53:03.713Z,2025-04-13T02:53:07Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5648035507,1,,5648035501,141,39.5,5648035495,155,,5648035503,212,33.0,5648035499,140,93.4,5648035497,56,Center,5648035505,213,5.16,5648035493,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408061,364,1,1,46,23,ak0rmms5xl49w57i2rvid1tk9,0,93.4,39.5,2025-04-13T02:53:07.393Z,2025-04-13T02:53:08Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5648035531,212,7.2,5648035523,3,,5648035529,141,50.0,5648035527,140,93.8,5648035533,213,1.51,5648035525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408097,348,12,1,46,24,kfq8fhwnmycbtad1u0fyefx0,1,12.9,52.7,2025-04-13T02:53:07.875Z,2025-04-13T04:19:37Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5648035801,212,9.0,5648036919,15,,5648035803,213,5.57,5648035797,140,19.4,5648035795,56,Back,5648035799,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408143,350,30,1,46,29,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T02:53:12.835Z,2025-04-13T04:20:11Z,,,,,5648036083,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408091,365,30,1,46,29,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T02:53:12.835Z,2025-04-13T02:53:13Z,,,,,5648035771,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800408139,349,43,1,46,29,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T02:53:13.340Z,2025-04-13T02:53:38Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648036055,141,31.3,5648036059,213,6.02,5648036061,1,0,5648036049,157,0,5648037021,144,1,5648036053,140,46.9,5648036057,212,29.3,5648036051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412601,356,32,2,45,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T03:09:05.868Z,2025-04-13T03:09:07Z,,,,,5648061257,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412591,368,32,2,45,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T03:09:05.868Z,2025-04-13T03:09:06Z,,,,,5648061207,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412611,357,1,2,45,0,kfq8fhwnmycbtad1u0fyefx0,1,50.2,50.3,2025-04-13T03:09:05.869Z,2025-04-13T03:09:13Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648061375,279,S,5648061367,140,36.3,5648061369,141,25.3,5648061373,213,4.00,5648061365,56,Back,5648061371,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412619,358,1,2,45,7,kfq8fhwnmycbtad1u0fyefx0,1,36.3,25.3,2025-04-13T03:09:13.064Z,2025-04-13T03:10:16Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5648061431,212,29.8,5648061427,140,16.0,5648061429,141,56.0,5648061433,213,2.37,5648061425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412653,359,1,2,45,9,kfq8fhwnmycbtad1u0fyefx0,1,16.0,56.0,2025-04-13T03:09:14.883Z,2025-04-13T04:02:49Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5648061619,141,79.1,5648061625,1,,5648061615,56,Left,5648061617,140,73.2,5648061613,157,,5648061621,212,62.1,5648061623,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412659,360,50,2,45,14,kfq8fhwnmycbtad1u0fyefx0,1,78.4,82.2,2025-04-13T03:09:20.258Z,2025-04-13T04:10:36Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648061679,233,369,5648061647,286,,5648061645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412647,369,7,2,45,14,ak0rmms5xl49w57i2rvid1tk9,0,21.6,17.8,2025-04-13T03:09:20.259Z,2025-04-13T04:10:36Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648061653,233,360,5648061603,285,,5648061601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412665,361,61,2,45,16,kfq8fhwnmycbtad1u0fyefx0,1,73.2,82.7,2025-04-13T03:09:22.039Z,2025-04-13T03:11:46Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648061683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412691,362,43,2,45,19,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T03:09:25.458Z,2025-04-13T03:10:52Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5648063879,144,50,5648061807,286,0,5648061805,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412693,370,8,2,45,19,ak0rmms5xl49w57i2rvid1tk9,1,19.6,9.0,2025-04-13T03:09:25.459Z,2025-04-13T03:10:47Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648061815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412729,363,5,2,45,20,kfq8fhwnmycbtad1u0fyefx0,1,79.3,101.4,2025-04-13T03:09:26.504Z,2025-04-13T05:16:17Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648062041,347,,5648065229,233,371,5648062039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412703,371,5,2,45,20,ak0rmms5xl49w57i2rvid1tk9,0,20.7,-1.4,2025-04-13T03:09:26.504Z,2025-04-13T05:16:17Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648061863,56,Back,5648061865,347,,5648065241,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412749,364,1,2,45,28,kfq8fhwnmycbtad1u0fyefx0,1,74.6,100.0,2025-04-13T03:09:34.831Z,2025-04-13T03:09:37Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5648062149,213,4.67,5648062145,141,78.7,5648062141,56,Center,5648062147,212,15.2,5648062143,140,74.0,5648062139,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412781,365,1,2,45,31,kfq8fhwnmycbtad1u0fyefx0,1,74.0,78.7,2025-04-13T03:09:37.127Z,2025-04-13T03:09:45Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5648062385,140,78.2,5648062391,213,0.05,5648062387,141,79.0,5648062389,212,4.4,5648062383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412785,366,4,2,45,37,kfq8fhwnmycbtad1u0fyefx0,1,92.4,81.2,2025-04-13T03:09:43.778Z,2025-04-13T03:09:50Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648062417,13,,5648062421,152,,5648062427,233,372,5648062423,265,,5648062419,56,Left,5648062425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800412775,372,4,2,45,37,ak0rmms5xl49w57i2rvid1tk9,0,7.6,18.8,2025-04-13T03:09:43.779Z,2025-04-13T04:18:40Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648062353,152,,5648062433,233,366,5648062357,285,,5648062351,56,Back,5648062355,265,,5648062349,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413123,367,1,2,46,52,kfq8fhwnmycbtad1u0fyefx0,1,87.3,84.8,2025-04-13T03:10:58.211Z,2025-04-13T03:11:05Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5648064183,213,4.76,5648064167,2,,5648064173,152,,5648064177,140,88.9,5648064181,212,35.4,5648064179,141,32.8,5648064175,56,Center,5648064171,155,,5648064185,1,,5648064169,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413125,368,61,2,46,53,kfq8fhwnmycbtad1u0fyefx0,1,88.9,32.8,2025-04-13T03:10:59.140Z,2025-04-13T04:39:58Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648064193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413137,369,5,2,46,55,kfq8fhwnmycbtad1u0fyefx0,0,101.0,38.7,2025-04-13T03:11:01.616Z,2025-04-13T05:16:18Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648064237,346,,5648064235,56,Center,5648065169,233,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413147,373,5,2,46,55,ak0rmms5xl49w57i2rvid1tk9,1,-1.0,61.3,2025-04-13T03:11:01.616Z,2025-04-13T05:16:17Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648064285,346,,5648065157,233,369,5648064283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413199,374,1,2,47,6,ak0rmms5xl49w57i2rvid1tk9,1,3.2,54.5,2025-04-13T03:11:12.170Z,2025-04-13T03:11:31Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5648064589,141,85.6,5648064585,56,Back,5648064597,237,,5648064591,212,25.6,5648064593,213,0.97,5648064583,124,,5648064587,140,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413239,375,1,2,47,16,ak0rmms5xl49w57i2rvid1tk9,0,36.6,79.6,2025-04-13T03:11:22.498Z,2025-04-13T03:11:26Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648064803,140,94.8,5648064811,1,,5648064807,212,62.8,5648064801,56,Left,5648064805,141,100.0,5648064799,155,,5648064809,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413321,370,5,2,47,20,kfq8fhwnmycbtad1u0fyefx0,1,9.8,-1.2,2025-04-13T03:11:26.662Z,2025-04-13T05:16:18Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648065257,233,376,5648065215,56,Back,5648065217,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413243,376,5,2,47,20,ak0rmms5xl49w57i2rvid1tk9,0,90.2,101.2,2025-04-13T03:11:26.662Z,2025-04-13T03:11:47Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648064827,347,,5648065281,233,370,5648064825,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413363,371,1,2,47,34,kfq8fhwnmycbtad1u0fyefx0,1,23.6,0.0,2025-04-13T03:11:40.848Z,2025-04-13T03:11:47Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648065453,56,Back,5648065459,212,15.7,5648065451,107,,5648065457,141,20.4,5648065461,213,1.27,5648065455,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413395,372,43,2,47,38,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T03:11:44.542Z,2025-04-13T03:12:03Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5648065637,141,18.0,5648065633,56,Back,5648065871,144,1,5648065639,212,26.1,5648065635,140,3.2,5648065641,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413401,373,4,2,47,50,kfq8fhwnmycbtad1u0fyefx0,1,20.2,9.5,2025-04-13T03:11:55.974Z,2025-04-13T04:27:52Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5648065695,152,,5648065699,285,,5648180983,295,,5648065775,233,377,5648065691,13,,5648065693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413409,377,4,2,47,50,ak0rmms5xl49w57i2rvid1tk9,0,79.8,90.5,2025-04-13T03:11:55.975Z,2025-04-13T04:10:19Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5648065771,152,,5648065773,286,,5648065765,13,,5648065785,233,373,5648065767,295,,5648065769,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413491,374,1,2,48,8,kfq8fhwnmycbtad1u0fyefx0,1,28.7,11.0,2025-04-13T03:12:14.854Z,2025-04-13T03:12:18Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5648066181,213,0.25,5648066183,1,,5648066179,212,44.1,5648066175,140,69.4,5648066167,5,,5648066173,56,Center,5648066171,152,,5648066177,141,26.8,5648066169,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413497,375,1,2,48,12,kfq8fhwnmycbtad1u0fyefx0,1,68.8,32.1,2025-04-13T03:12:18.670Z,2025-04-13T03:12:20Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648066243,212,17.9,5648066241,141,57.6,5648066235,3,,5648066239,140,64.6,5648066245,213,1.82,5648066237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413503,376,1,2,48,14,kfq8fhwnmycbtad1u0fyefx0,0,64.6,57.6,2025-04-13T03:12:20.717Z,2025-04-13T03:12:22Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5648066271,141,50.0,5648066273,212,8.4,5648066267,56,Center,5648066269,140,70.9,5648066275,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800413511,378,1,2,48,16,ak0rmms5xl49w57i2rvid1tk9,0,30.9,27.0,2025-04-13T03:12:22.690Z,2025-04-13T03:12:38Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5648066299,213,6.19,5648066295,141,22.4,5648066291,56,Center,5648066297,212,32.7,5648066293,140,61.9,5648066301,1,,5648066289,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
