id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/16/value
2818607273,377,1,1,38,52,5qfq6cwtrgzd2szijivns7rjl,1,33.8,48.2,2025-05-24T23:46:12.848Z,2025-05-24T23:46:14Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748532643,212,10.1,5748532641,141,53.0,5748532645,213,2.81,5748532637,140,24.7,5748532635,56,Back,5748532667,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607335,378,1,1,38,55,5qfq6cwtrgzd2szijivns7rjl,1,24.1,55.1,2025-05-24T23:46:15.567Z,2025-05-24T23:46:19Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748532999,56,Back,5748533007,212,13.3,5748533005,141,70.6,5748533009,213,0.91,5748533003,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607443,379,1,1,38,58,5qfq6cwtrgzd2szijivns7rjl,1,36.6,79.4,2025-05-24T23:46:18.951Z,2025-05-24T23:46:25Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748533547,56,Center,5748533557,213,6.11,5748533551,141,75.4,5748533549,140,51.2,5748533553,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607451,380,3,1,39,4,5qfq6cwtrgzd2szijivns7rjl,0,59.0,91.2,2025-05-24T23:46:24.539Z,2025-05-24T23:46:30Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748533579,286,,5748533577,56,Left,5748533759,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607457,359,7,1,39,4,ck22dnk93ng8ax7wonlff7yms,1,41.0,8.8,2025-05-24T23:46:24.540Z,2025-05-24T23:46:29Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748533611,56,Back,5748533613,285,,5748533609,167,,5748533733,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607467,360,5,1,39,5,ck22dnk93ng8ax7wonlff7yms,0,40.6,-1.6,2025-05-24T23:46:25.406Z,2025-05-25T01:33:16Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748533659,347,,5748534231,233,381,5748533655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607559,381,5,1,39,5,5qfq6cwtrgzd2szijivns7rjl,1,59.4,101.6,2025-05-24T23:46:25.406Z,2025-05-25T01:33:16Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748534183,347,,5748534181,56,Left,5748534223,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607583,382,1,1,39,12,5qfq6cwtrgzd2szijivns7rjl,1,51.8,100.0,2025-05-24T23:46:32.679Z,2025-05-24T23:46:34Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748534329,140,39.0,5748534331,141,90.5,5748534335,213,3.67,5748534327,56,Back,5748534325,107,,5748534333,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607661,383,1,1,39,13,5qfq6cwtrgzd2szijivns7rjl,1,38.9,90.5,2025-05-24T23:46:34.055Z,2025-05-24T23:46:40Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748534725,56,Back,5748534733,213,4.45,5748534727,140,31.3,5748534731,212,31.2,5748534729,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607711,384,1,1,39,19,5qfq6cwtrgzd2szijivns7rjl,1,26.8,27.7,2025-05-24T23:46:39.799Z,2025-05-24T23:46:43Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748535027,213,2.31,5748535025,212,23.0,5748535021,140,12.0,5748535019,56,Back,5748535023,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607777,385,1,1,39,22,5qfq6cwtrgzd2szijivns7rjl,1,11.8,47.2,2025-05-24T23:46:43.127Z,2025-05-24T23:46:46Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5748535387,56,Back,5748535393,212,18.5,5748535389,140,18.7,5748535395,213,5.11,5748535391,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607841,386,1,1,39,26,5qfq6cwtrgzd2szijivns7rjl,0,17.7,18.2,2025-05-24T23:46:46.696Z,2025-05-24T23:46:50Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748535823,140,65.2,5748535831,1,,5748535821,56,Right,5748535825,141,0.0,5748535819,155,,5748535827,212,51.7,5748535829,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607871,361,5,1,39,28,ck22dnk93ng8ax7wonlff7yms,1,40.0,101.3,2025-05-24T23:46:48.701Z,2025-05-25T01:33:16Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5748536049,233,387,5748535973,347,,5748535971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607845,387,5,1,39,28,5qfq6cwtrgzd2szijivns7rjl,0,60.0,-1.3,2025-05-24T23:46:48.701Z,2025-05-25T01:33:17Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748536065,233,361,5748535863,56,Right,5748535865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818607943,362,1,1,39,31,ck22dnk93ng8ax7wonlff7yms,1,48.8,100.0,2025-05-24T23:46:52.219Z,2025-05-24T23:46:56Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748536397,212,23.1,5748536389,56,Back,5748536401,1,,5748536391,140,36.4,5748536399,213,4.11,5748536393,141,72.7,5748536387,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608045,363,1,1,39,35,ck22dnk93ng8ax7wonlff7yms,1,34.9,66.6,2025-05-24T23:46:56.268Z,2025-05-24T23:47:03Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748536993,212,20.5,5748536987,56,Back,5748536989,140,34.4,5748536991,141,36.4,5748536995,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608065,364,1,1,39,42,ck22dnk93ng8ax7wonlff7yms,1,45.5,32.5,2025-05-24T23:47:03.003Z,2025-05-24T23:47:04Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748537109,213,1.63,5748537103,140,45.0,5748537107,212,9.0,5748537105,141,45.7,5748537101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608129,365,1,1,39,44,ck22dnk93ng8ax7wonlff7yms,1,45.1,45.7,2025-05-24T23:47:04.475Z,2025-05-24T23:47:08Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748537417,213,0.28,5748537409,141,49.7,5748537405,140,54.2,5748537401,56,Center,5748537415,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608189,366,1,1,39,47,ck22dnk93ng8ax7wonlff7yms,1,51.8,46.6,2025-05-24T23:47:07.979Z,2025-05-24T23:47:13Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748537787,213,2.01,5748537785,212,15.0,5748537781,140,45.7,5748537779,56,Back,5748537783,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608241,367,1,1,39,52,ck22dnk93ng8ax7wonlff7yms,1,53.1,67.9,2025-05-24T23:47:13.251Z,2025-05-24T23:47:16Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748538057,56,Left,5748538067,213,0.73,5748538065,212,13.9,5748538061,140,63.0,5748538063,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608297,368,1,1,39,56,ck22dnk93ng8ax7wonlff7yms,1,63.7,82.7,2025-05-24T23:47:16.452Z,2025-05-24T23:47:20Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748538405,212,11.3,5748538401,140,73.1,5748538403,141,90.9,5748538399,56,Left,5748538409,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608351,369,1,1,40,0,ck22dnk93ng8ax7wonlff7yms,1,76.2,94.5,2025-05-24T23:47:20.691Z,2025-05-24T23:47:24Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748538663,140,67.2,5748538665,141,88.9,5748538661,56,Left,5748538669,213,3.52,5748538667,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608405,370,1,1,40,3,ck22dnk93ng8ax7wonlff7yms,1,65.0,88.9,2025-05-24T23:47:23.890Z,2025-05-24T23:47:27Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748538943,140,56.4,5748538949,213,4.02,5748538945,141,72.9,5748538941,56,Center,5748538947,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608427,371,1,1,40,6,ck22dnk93ng8ax7wonlff7yms,1,54.9,69.3,2025-05-24T23:47:27.283Z,2025-05-24T23:47:28Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748539039,212,19.1,5748539043,213,4.64,5748539027,56,Center,5748539035,141,41.3,5748539031,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608475,372,1,1,40,7,ck22dnk93ng8ax7wonlff7yms,0,53.6,41.3,2025-05-24T23:47:28.338Z,2025-05-24T23:47:31Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748539333,141,0.0,5748539335,212,31.6,5748539331,140,64.6,5748539337,213,5.09,5748539329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608487,373,5,1,40,9,ck22dnk93ng8ax7wonlff7yms,0,65.8,-1.7,2025-05-24T23:47:30.364Z,2025-05-25T01:33:18Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748539587,233,388,5748539373,56,Right,5748539375,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608517,388,5,1,40,9,5qfq6cwtrgzd2szijivns7rjl,1,34.2,101.7,2025-05-24T23:47:30.364Z,2025-05-25T01:33:17Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748539511,347,,5748539539,233,373,5748539507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608579,389,1,1,40,12,5qfq6cwtrgzd2szijivns7rjl,1,33.0,100.0,2025-05-24T23:47:33.031Z,2025-05-24T23:47:37Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748539853,213,3.74,5748539837,56,Back,5748539845,141,88.1,5748539841,140,20.4,5748539831,107,,5748539849,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608629,390,1,1,40,16,5qfq6cwtrgzd2szijivns7rjl,1,19.8,72.0,2025-05-24T23:47:37.023Z,2025-05-24T23:47:39Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748540067,212,20.7,5748540069,213,4.11,5748540065,141,46.9,5748540061,56,Back,5748540063,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608699,391,1,1,40,19,5qfq6cwtrgzd2szijivns7rjl,1,7.0,43.3,2025-05-24T23:47:39.471Z,2025-05-24T23:47:44Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5748540509,56,Back,5748540517,213,4.70,5748540515,212,19.3,5748540511,140,6.7,5748540513,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608763,392,1,1,40,24,5qfq6cwtrgzd2szijivns7rjl,1,6.8,14.0,2025-05-24T23:47:44.696Z,2025-05-24T23:47:48Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748540859,56,Back,5748540857,155,,5748540869,213,0.06,5748540861,140,33.5,5748540865,212,28.1,5748540863,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608785,393,1,1,40,28,5qfq6cwtrgzd2szijivns7rjl,1,32.9,12.2,2025-05-24T23:47:48.616Z,2025-05-24T23:47:51Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748541007,213,1.82,5748541001,141,24.4,5748541005,212,8.6,5748540995,56,Back,5748540997,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608809,394,1,1,40,30,5qfq6cwtrgzd2szijivns7rjl,1,37.0,26.7,2025-05-24T23:47:50.800Z,2025-05-24T23:47:53Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748541149,213,1.10,5748541143,140,44.4,5748541147,212,17.3,5748541141,56,Back,5748541145,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608937,395,1,1,40,32,5qfq6cwtrgzd2szijivns7rjl,1,45.4,54.3,2025-05-24T23:47:52.991Z,2025-05-24T23:48:03Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748541937,213,1.01,5748541931,141,86.6,5748541935,212,25.9,5748541921,56,Left,5748541925,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608955,396,1,1,40,42,5qfq6cwtrgzd2szijivns7rjl,0,71.4,82.6,2025-05-24T23:48:03.024Z,2025-05-25T02:20:32Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748542005,2,,5748542013,141,37.7,5748542007,155,,5748542019,1,,5748542011,140,100.0,5748542015,212,43.6,5748542009,56,Center,5748542017,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609187,374,5,1,40,43,ck22dnk93ng8ax7wonlff7yms,1,-0.8,63.0,2025-05-24T23:48:04.242Z,2025-05-25T01:33:18Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748543241,346,,5748543239,56,Back,5748900907,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609009,397,5,1,40,43,5qfq6cwtrgzd2szijivns7rjl,0,100.8,37.0,2025-05-24T23:48:04.242Z,2025-05-25T01:33:19Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748542315,346,,5748542313,56,Center,5748900911,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609227,375,1,1,40,59,ck22dnk93ng8ax7wonlff7yms,1,4.6,49.6,2025-05-24T23:48:19.826Z,2025-05-24T23:48:23Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5748543505,124,,5748543513,212,12.3,5748543521,237,,5748543507,56,Back,5748543511,141,32.4,5748543517,213,5.02,5748543509,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609283,376,1,1,41,2,ck22dnk93ng8ax7wonlff7yms,1,8.6,30.6,2025-05-24T23:48:22.882Z,2025-05-24T23:48:28Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748543767,141,9.2,5748543769,212,18.6,5748543763,56,Back,5748543771,213,5.39,5748543765,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609285,377,61,1,41,7,ck22dnk93ng8ax7wonlff7yms,0,19.0,4.0,2025-05-24T23:48:28.346Z,2025-05-24T23:48:28Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748543779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609293,378,5,1,41,8,ck22dnk93ng8ax7wonlff7yms,0,30.6,-1.4,2025-05-24T23:48:29.159Z,2025-05-25T01:33:19Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748543831,56,Back,5748544111,233,398,5748543833,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609341,398,5,1,41,8,5qfq6cwtrgzd2szijivns7rjl,1,69.4,101.4,2025-05-24T23:48:29.159Z,2025-05-25T01:33:19Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748544053,347,,5748544065,233,378,5748544051,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609377,399,1,1,41,12,5qfq6cwtrgzd2szijivns7rjl,1,52.1,100.0,2025-05-24T23:48:32.631Z,2025-05-24T23:48:34Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748544213,140,64.0,5748544219,213,5.44,5748544211,56,Left,5748544215,141,80.9,5748544209,107,,5748544217,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609421,400,1,1,41,14,5qfq6cwtrgzd2szijivns7rjl,1,61.5,74.2,2025-05-24T23:48:34.760Z,2025-05-24T23:48:37Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5748544419,140,71.0,5748544425,213,0.24,5748544421,141,77.8,5748544423,212,10.3,5748544417,56,Center,5748544415,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609433,401,44,1,41,16,5qfq6cwtrgzd2szijivns7rjl,1,76.2,81.8,2025-05-24T23:48:37.208Z,2025-05-24T23:48:43Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748544473,286,,5748544471,56,Left,5748544553,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609427,379,44,1,41,16,ck22dnk93ng8ax7wonlff7yms,0,23.8,18.2,2025-05-24T23:48:37.209Z,2025-05-24T23:48:43Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748544595,233,401,5748544447,285,,5748544445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609439,402,61,1,41,17,5qfq6cwtrgzd2szijivns7rjl,0,71.0,77.8,2025-05-24T23:48:37.693Z,2025-05-24T23:48:38Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748544503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609541,381,1,1,41,19,ck22dnk93ng8ax7wonlff7yms,0,21.1,12.8,2025-05-24T23:48:40.218Z,2025-05-24T23:48:44Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748545029,1,,5748545027,213,6.26,5748545025,212,42.7,5748545019,56,Right,5748545021,140,61.8,5748545017,155,,5748545023,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609657,404,1,1,41,29,5qfq6cwtrgzd2szijivns7rjl,1,29.3,81.2,2025-05-24T23:48:49.719Z,2025-05-24T23:48:51Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748545589,141,62.4,5748545587,140,28.0,5748545593,212,12.9,5748545585,56,Back,5748545597,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609709,405,1,1,41,31,5qfq6cwtrgzd2szijivns7rjl,1,26.5,59.7,2025-05-24T23:48:51.655Z,2025-05-24T23:48:55Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748545891,212,11.2,5748545889,141,43.6,5748545885,56,Back,5748545893,213,4.50,5748545887,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609805,406,1,1,41,35,5qfq6cwtrgzd2szijivns7rjl,1,25.9,50.3,2025-05-24T23:48:55.447Z,2025-05-24T23:49:00Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748546345,212,24.2,5748546339,56,Back,5748546341,140,40.4,5748546343,141,77.9,5748546347,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609903,407,1,1,41,39,5qfq6cwtrgzd2szijivns7rjl,1,37.4,85.6,2025-05-24T23:49:00.351Z,2025-05-24T23:49:05Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748546857,141,76.0,5748546855,140,31.1,5748546861,213,3.92,5748546859,212,9.3,5748546853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609935,408,1,1,41,45,5qfq6cwtrgzd2szijivns7rjl,1,32.3,76.0,2025-05-24T23:49:05.615Z,2025-05-24T23:49:08Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748547037,213,4.24,5748547029,141,59.1,5748547033,212,12.9,5748547025,140,26.7,5748547021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609969,409,1,1,41,47,5qfq6cwtrgzd2szijivns7rjl,1,25.6,56.0,2025-05-24T23:49:08.047Z,2025-05-24T23:49:10Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748547257,141,75.3,5748547261,213,1.51,5748547255,140,26.3,5748547259,212,13.1,5748547253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609987,410,1,1,41,49,5qfq6cwtrgzd2szijivns7rjl,0,26.5,77.0,2025-05-24T23:49:10.151Z,2025-05-24T23:49:11Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748547365,56,Back,5748547371,212,22.6,5748547377,213,0.22,5748547369,141,84.2,5748547367,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609999,382,8,1,41,51,ck22dnk93ng8ax7wonlff7yms,1,43.9,5.9,2025-05-24T23:49:11.906Z,2025-05-24T23:49:12Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748547411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610229,411,1,1,41,57,5qfq6cwtrgzd2szijivns7rjl,1,56.8,64.9,2025-05-24T23:49:17.951Z,2025-05-24T23:49:27Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748548671,140,73.9,5748548675,212,39.3,5748548673,141,13.5,5748548679,1,,5748548669,56,Right,5748548677,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610241,412,1,1,42,6,5qfq6cwtrgzd2szijivns7rjl,0,60.5,72.0,2025-05-24T23:49:27.367Z,2025-05-24T23:49:29Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748548735,141,75.4,5748548731,56,Center,5748548807,236,,5748548813,286,,5748548737,212,4.3,5748548733,140,64.0,5748548809,233,383,5748548741,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610251,383,74,1,42,6,ck22dnk93ng8ax7wonlff7yms,1,27.9,47.8,2025-05-24T23:49:27.368Z,2025-05-25T02:03:23Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748548773,285,,5748548771,56,Back,5748548881,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610337,413,1,1,42,10,5qfq6cwtrgzd2szijivns7rjl,1,67.6,69.4,2025-05-24T23:49:30.512Z,2025-05-24T23:49:34Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748549229,140,71.5,5748549227,56,Left,5748549233,212,11.2,5748549235,213,1.20,5748549231,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610365,414,1,1,42,13,5qfq6cwtrgzd2szijivns7rjl,0,74.3,87.1,2025-05-24T23:49:33.879Z,2025-05-24T23:49:36Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748549467,155,,5748549479,1,,5748549465,2,,5748549473,141,32.7,5748549469,56,Center,5748549477,213,5.11,5748549475,212,40.0,5748549471,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610433,385,1,1,42,21,ck22dnk93ng8ax7wonlff7yms,0,6.4,89.1,2025-05-24T23:49:42.129Z,2025-05-24T23:49:42Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748549817,213,5.69,5748549809,56,Back,5748549813,141,86.9,5748549811,140,8.5,5748549815,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610453,415,61,1,42,23,5qfq6cwtrgzd2szijivns7rjl,1,77.5,17.1,2025-05-24T23:49:43.683Z,2025-05-24T23:49:43Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748549897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610497,386,3,1,42,24,ck22dnk93ng8ax7wonlff7yms,1,17.2,82.3,2025-05-24T23:49:44.857Z,2025-05-25T02:03:07Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748550195,233,416,5748550119,56,Back,5748550121,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610477,416,45,1,42,24,5qfq6cwtrgzd2szijivns7rjl,0,82.8,17.7,2025-05-24T23:49:44.857Z,2025-05-25T02:03:07Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748549997,286,,5748550223,233,386,5748549995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610509,387,50,1,42,27,ck22dnk93ng8ax7wonlff7yms,1,23.4,88.0,2025-05-24T23:49:47.734Z,2025-05-24T23:49:54Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748550169,56,Back,5748550257,233,417,5748550171,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610517,417,7,1,42,27,5qfq6cwtrgzd2szijivns7rjl,1,76.6,12.0,2025-05-24T23:49:47.735Z,2025-05-24T23:49:53Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748550205,167,,5748550229,233,387,5748550233,286,,5748550207,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610813,388,5,1,42,28,ck22dnk93ng8ax7wonlff7yms,1,27.5,102.0,2025-05-24T23:49:48.577Z,2025-05-25T01:33:20Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748551813,56,Back,5748551873,233,418,5748551815,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
