id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2822699683,482,1,2,50,24,5qfq6cwtrgzd2szijivns7rjl,1,37.7,82.7,2025-06-15T00:46:17.399Z,2025-06-15T00:46:22Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771441583,213,5.74,5771441575,56,Back,5771441579,141,73.9,5771441577,140,47.2,5771441581,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699779,483,1,2,50,29,5qfq6cwtrgzd2szijivns7rjl,1,53.9,73.9,2025-06-15T00:46:22.423Z,2025-06-15T00:46:28Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771442043,212,20.2,5771442045,213,0.65,5771442037,56,Left,5771442041,141,91.8,5771442039,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699815,484,1,2,50,36,5qfq6cwtrgzd2szijivns7rjl,0,83.5,90.5,2025-06-15T00:46:28.623Z,2025-06-15T00:46:30Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771442225,141,46.4,5771442217,2,,5771442229,213,5.00,5771442221,56,Center,5771442223,140,92.0,5771442227,212,31.3,5771442219,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699829,450,12,2,50,38,bu5w8wprynlj9mvphvy8sd94f,1,4.2,68.7,2025-06-15T00:46:31.461Z,2025-06-15T00:46:32Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771442277,140,0.0,5771442281,212,7.7,5771442275,56,Back,5771442279,141,75.6,5771442399,167,,5771442313,15,,5771442283,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699853,451,6,2,50,39,bu5w8wprynlj9mvphvy8sd94f,0,2.0,67.4,2025-06-15T00:46:31.711Z,2025-06-15T01:47:53Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771442439,233,485,5771442421,73,,5771442419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699833,485,6,2,50,39,5qfq6cwtrgzd2szijivns7rjl,1,98.0,32.6,2025-06-15T00:46:31.711Z,2025-06-15T01:47:53Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771442415,75,,5771442433,233,451,5771442413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700399,486,1,2,51,15,5qfq6cwtrgzd2szijivns7rjl,0,99.5,0.5,2025-06-15T00:47:08.473Z,2025-06-15T00:47:13Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771445417,224,,5771445411,2,,5771445415,155,,5771445423,141,70.6,5771445419,56,Center,5771445425,212,52.3,5771445413,6,,5771445429,1,,5771445427,213,2.00,5771445421,140,,,,,78.9,,,,,,,,,,,,,,
2822700393,452,44,2,51,20,bu5w8wprynlj9mvphvy8sd94f,1,17.0,36.2,2025-06-15T00:47:12.614Z,2025-06-15T01:46:21Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771445399,285,,5771445551,233,487,5771445397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700407,487,44,2,51,20,5qfq6cwtrgzd2szijivns7rjl,0,83.0,63.8,2025-06-15T00:47:12.615Z,2025-06-15T01:46:22Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771445463,56,Center,5771445591,233,452,5771445465,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700403,453,12,2,51,20,bu5w8wprynlj9mvphvy8sd94f,1,10.1,47.6,2025-06-15T00:47:12.799Z,2025-06-15T00:47:19Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771445437,140,25.9,5771445439,141,51.2,5771445479,15,,5771445441,212,16.8,5771445435,56,Back,5771445443,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700463,488,1,2,51,22,5qfq6cwtrgzd2szijivns7rjl,1,70.6,52.8,2025-06-15T00:47:14.688Z,2025-06-15T00:47:16Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771445811,213,1.61,5771445807,141,65.2,5771445801,3,,5771445809,212,8.4,5771445805,140,70.3,5771445803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700499,489,1,2,51,24,5qfq6cwtrgzd2szijivns7rjl,0,71.1,66.9,2025-06-15T00:47:16.760Z,2025-06-15T00:47:22Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771446021,140,100.0,5771446027,213,5.70,5771446025,212,37.1,5771446029,1,,5771446321,157,,5771446023,141,37.0,5771446019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700645,454,5,2,51,27,bu5w8wprynlj9mvphvy8sd94f,1,-0.8,63.8,2025-06-15T00:47:19.680Z,2025-06-15T01:47:36Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5771446885,233,490,5771446873,346,,5771446871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700543,490,5,2,51,27,5qfq6cwtrgzd2szijivns7rjl,0,100.8,36.2,2025-06-15T00:47:19.680Z,2025-06-15T01:47:36Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771446915,233,454,5771446273,56,Center,5771446275,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700695,455,1,2,51,38,bu5w8wprynlj9mvphvy8sd94f,1,3.8,56.7,2025-06-15T00:47:30.998Z,2025-06-15T00:47:36Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771447143,141,25.2,5771447141,140,11.6,5771447147,213,5.08,5771447139,56,Back,5771447137,124,,5771447145,212,22.9,5771447151,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700707,456,1,2,51,43,bu5w8wprynlj9mvphvy8sd94f,1,10.3,26.8,2025-06-15T00:47:36.422Z,2025-06-15T00:47:37Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771447187,213,5.72,5771447181,140,30.1,5771447183,141,7.4,5771447179,56,Back,5771447185,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700767,457,1,2,51,45,bu5w8wprynlj9mvphvy8sd94f,1,30.6,7.4,2025-06-15T00:47:37.558Z,2025-06-15T00:47:41Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771447455,56,Back,5771447459,141,20.4,5771447461,212,23.0,5771447463,213,2.75,5771447457,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700801,458,1,2,51,48,bu5w8wprynlj9mvphvy8sd94f,1,14.1,17.6,2025-06-15T00:47:41.039Z,2025-06-15T00:47:43Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771447675,212,18.7,5771447673,141,42.7,5771447671,140,6.8,5771447677,213,1.99,5771447669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700825,459,1,2,51,50,bu5w8wprynlj9mvphvy8sd94f,1,6.0,50.9,2025-06-15T00:47:43.342Z,2025-06-15T00:47:46Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771447875,56,Back,5771447879,141,75.3,5771447877,140,10.1,5771447881,212,17.1,5771447883,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700863,460,1,2,51,53,bu5w8wprynlj9mvphvy8sd94f,1,13.6,95.0,2025-06-15T00:47:46.503Z,2025-06-15T00:47:48Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5771448105,141,95.4,5771448109,213,0.02,5771448101,56,Back,5771448103,140,25.1,5771448107,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700867,461,3,2,51,56,bu5w8wprynlj9mvphvy8sd94f,0,28.0,93.0,2025-06-15T00:47:48.783Z,2025-06-15T00:48:40Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771451833,233,491,5771448135,56,Back,5771448137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700909,491,7,2,51,56,5qfq6cwtrgzd2szijivns7rjl,0,72.0,7.0,2025-06-15T00:47:48.784Z,2025-06-15T00:48:41Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771451883,233,461,5771448365,56,Right,5771448417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700889,462,61,2,51,59,bu5w8wprynlj9mvphvy8sd94f,1,29.5,96.8,2025-06-15T00:47:52.028Z,2025-06-15T00:47:52Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771448265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700907,463,5,2,52,0,bu5w8wprynlj9mvphvy8sd94f,0,29.4,101.1,2025-06-15T00:47:52.831Z,2025-06-15T01:47:37Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771449365,233,492,5771448357,347,,5771448355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701077,492,5,2,52,0,5qfq6cwtrgzd2szijivns7rjl,1,70.6,-1.1,2025-06-15T00:47:52.831Z,2025-06-15T01:47:37Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771449265,347,,5771449263,56,Right,5771449321,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701131,493,1,2,52,11,5qfq6cwtrgzd2szijivns7rjl,1,67.4,0.0,2025-06-15T00:48:04.185Z,2025-06-15T00:48:07Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771449627,213,2.75,5771449621,140,43.1,5771449629,1,,5771449625,212,27.6,5771449619,56,Back,5771449623,141,13.8,5771449617,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701215,494,1,2,52,14,5qfq6cwtrgzd2szijivns7rjl,1,42.0,8.6,2025-06-15T00:48:07.392Z,2025-06-15T00:48:15Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771450133,213,1.96,5771450131,212,28.0,5771450127,140,31.8,5771450129,141,46.6,5771450125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701251,495,1,2,52,22,5qfq6cwtrgzd2szijivns7rjl,1,46.6,50.4,2025-06-15T00:48:15.352Z,2025-06-15T00:48:18Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771450311,213,4.39,5771450307,141,18.9,5771450309,212,22.6,5771450305,140,39.7,5771450303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701355,496,1,2,52,26,5qfq6cwtrgzd2szijivns7rjl,1,55.9,12.9,2025-06-15T00:48:18.785Z,2025-06-15T00:48:27Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771450945,212,31.6,5771450941,140,85.9,5771450943,141,9.8,5771450947,213,6.22,5771450939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701361,497,3,2,52,34,5qfq6cwtrgzd2szijivns7rjl,0,95.2,11.4,2025-06-15T00:48:27.426Z,2025-06-15T01:46:03Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771450969,286,,5771451189,233,464,5771450967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701401,464,7,2,52,34,bu5w8wprynlj9mvphvy8sd94f,1,4.8,88.6,2025-06-15T00:48:27.427Z,2025-06-15T01:46:03Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771451143,56,Back,5771451145,285,,5771451169,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701419,465,3,2,52,37,bu5w8wprynlj9mvphvy8sd94f,0,13.0,90.6,2025-06-15T00:48:30.312Z,2025-06-15T00:48:41Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771451529,233,498,5771451255,56,Back,5771451257,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701447,498,7,2,52,37,5qfq6cwtrgzd2szijivns7rjl,0,87.0,9.4,2025-06-15T00:48:30.313Z,2025-06-15T00:48:39Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771451501,233,465,5771451443,286,,5771451441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701439,466,61,2,52,42,bu5w8wprynlj9mvphvy8sd94f,1,15.4,87.7,2025-06-15T00:48:34.576Z,2025-06-15T02:15:08Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771451385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701453,467,5,2,52,42,bu5w8wprynlj9mvphvy8sd94f,0,11.3,101.5,2025-06-15T00:48:35.192Z,2025-06-15T01:47:38Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771451939,233,499,5771451461,56,Back,5771451463,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701517,499,5,2,52,42,5qfq6cwtrgzd2szijivns7rjl,1,88.7,-1.5,2025-06-15T00:48:35.192Z,2025-06-15T01:47:37Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771451801,56,Right,5771451803,347,,5771451887,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701519,500,1,2,52,44,5qfq6cwtrgzd2szijivns7rjl,1,93.0,0.0,2025-06-15T00:48:37.329Z,2025-06-15T00:48:40Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771451815,213,2.63,5771451809,140,76.7,5771451805,107,,5771451811,141,12.2,5771451813,212,19.7,5771451807,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701545,501,1,2,52,45,5qfq6cwtrgzd2szijivns7rjl,1,76.7,12.2,2025-06-15T00:48:38.408Z,2025-06-15T00:48:42Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771452003,56,Center,5771452009,212,19.4,5771452005,140,77.4,5771452011,213,1.53,5771452007,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701553,502,1,2,52,48,5qfq6cwtrgzd2szijivns7rjl,1,77.4,40.7,2025-06-15T00:48:41.113Z,2025-06-15T00:48:43Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771452049,212,10.5,5771452051,213,3.28,5771452081,156,,5771452045,140,67.5,5771452047,141,38.6,5771452043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701619,503,1,2,52,51,5qfq6cwtrgzd2szijivns7rjl,1,67.8,38.3,2025-06-15T00:48:43.680Z,2025-06-15T00:48:48Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771452441,140,62.4,5771452447,212,12.8,5771452439,56,Center,5771452445,141,21.5,5771452451,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701629,504,1,2,52,55,5qfq6cwtrgzd2szijivns7rjl,1,62.4,21.5,2025-06-15T00:48:48.009Z,2025-06-15T00:48:48Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771452499,140,73.3,5771452505,213,6.14,5771452497,56,Right,5771452503,212,11.6,5771452501,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701641,505,1,2,52,56,5qfq6cwtrgzd2szijivns7rjl,1,73.3,19.1,2025-06-15T00:48:48.577Z,2025-06-15T00:48:50Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771452587,140,70.1,5771452593,213,2.10,5771452591,212,6.7,5771452589,141,27.6,5771452585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701649,506,1,2,52,57,5qfq6cwtrgzd2szijivns7rjl,0,70.1,27.6,2025-06-15T00:48:49.929Z,2025-06-15T00:48:50Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771452617,141,14.4,5771452613,56,Right,5771452619,212,9.3,5771452615,140,72.3,5771452621,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701671,468,61,2,52,59,bu5w8wprynlj9mvphvy8sd94f,1,36.4,57.6,2025-06-15T00:48:52.369Z,2025-06-15T01:00:15Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5771452749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701719,469,83,2,53,0,bu5w8wprynlj9mvphvy8sd94f,1,29.6,78.6,2025-06-15T00:48:52.715Z,2025-06-15T01:00:17Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771460639,399,56txiyhvsvhudyr1b21rznmjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701699,507,61,2,53,1,5qfq6cwtrgzd2szijivns7rjl,0,68.5,28.4,2025-06-15T00:48:53.714Z,2025-06-15T00:50:50Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771452895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701775,471,1,2,53,3,bu5w8wprynlj9mvphvy8sd94f,1,33.7,56.9,2025-06-15T00:48:56.335Z,2025-06-15T01:00:13Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771453275,213,5.92,5771453267,56,Back,5771453271,141,48.7,5771453273,212,15.8,5771453269,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701815,472,1,2,53,8,bu5w8wprynlj9mvphvy8sd94f,1,67.9,57.9,2025-06-15T00:49:01.024Z,2025-06-15T00:49:03Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5771453473,56,Center,5771453479,212,14.0,5771453475,140,79.9,5771453481,213,0.46,5771453477,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701827,473,1,2,53,10,bu5w8wprynlj9mvphvy8sd94f,0,79.5,61.4,2025-06-15T00:49:03.383Z,2025-06-15T00:49:04Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771453555,212,8.7,5771453549,56,Center,5771453557,213,4.60,5771453553,141,48.7,5771453551,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701841,508,8,2,53,14,5qfq6cwtrgzd2szijivns7rjl,1,31.8,27.6,2025-06-15T00:49:06.713Z,2025-06-15T02:15:06Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771453661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701927,510,1,2,53,18,5qfq6cwtrgzd2szijivns7rjl,1,46.3,16.8,2025-06-15T00:49:10.625Z,2025-06-15T00:49:13Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771454083,56,Back,5771454085,140,36.8,5771454091,213,3.44,5771454089,212,10.4,5771454087,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701985,511,1,2,53,20,5qfq6cwtrgzd2szijivns7rjl,1,36.8,12.3,2025-06-15T00:49:13.209Z,2025-06-15T00:49:17Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771454459,141,34.6,5771454463,213,1.45,5771454461,212,15.3,5771454455,56,Back,5771454457,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702095,512,1,2,53,24,5qfq6cwtrgzd2szijivns7rjl,1,43.8,44.3,2025-06-15T00:49:17.321Z,2025-06-15T00:49:27Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771455001,213,0.73,5771454993,56,Left,5771454997,141,83.3,5771455003,1,,5771454991,155,,5771454995,140,72.1,5771454999,212,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702105,513,1,2,53,34,5qfq6cwtrgzd2szijivns7rjl,1,68.7,86.8,2025-06-15T00:49:27.393Z,2025-06-15T00:49:28Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771455043,212,9.8,5771455045,213,3.66,5771455037,56,Left,5771455039,140,60.6,5771455041,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702111,514,1,2,53,35,5qfq6cwtrgzd2szijivns7rjl,1,60.6,79.6,2025-06-15T00:49:28.089Z,2025-06-15T00:49:28Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771455061,213,0.47,5771455053,56,Left,5771455059,212,11.0,5771455055,140,70.0,5771455057,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702143,515,1,2,53,36,5qfq6cwtrgzd2szijivns7rjl,1,70.0,86.9,2025-06-15T00:49:28.794Z,2025-06-15T02:14:54Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771455231,212,7.4,5771455233,213,4.14,5771455227,140,66.2,5771455225,56,Center,5771455229,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702207,516,1,2,53,44,5qfq6cwtrgzd2szijivns7rjl,1,61.3,62.7,2025-06-15T00:49:36.945Z,2025-06-15T00:49:37Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771455587,140,53.4,5771455585,56,Center,5771455589,141,33.1,5771455593,213,4.32,5771455591,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702225,517,1,2,53,45,5qfq6cwtrgzd2szijivns7rjl,1,53.4,33.1,2025-06-15T00:49:37.689Z,2025-06-15T00:49:38Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771455687,141,19.1,5771455685,140,68.4,5771455691,213,5.74,5771455689,212,18.4,5771455683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702267,518,1,2,53,46,5qfq6cwtrgzd2szijivns7rjl,1,68.4,19.1,2025-06-15T00:49:38.610Z,2025-06-15T00:49:42Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771455943,56,Right,5771455947,141,8.6,5771455951,213,5.96,5771455945,140,88.4,5771455949,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702275,519,1,2,53,49,5qfq6cwtrgzd2szijivns7rjl,1,88.4,8.6,2025-06-15T00:49:42.465Z,2025-06-15T00:49:43Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771456025,141,18.2,5771456029,213,2.76,5771456027,212,17.7,5771456021,56,Right,5771456023,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702305,520,1,2,53,50,5qfq6cwtrgzd2szijivns7rjl,1,72.7,18.2,2025-06-15T00:49:43.234Z,2025-06-15T00:49:45Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771456183,56,Center,5771456187,141,29.2,5771456185,140,72.7,5771456189,212,7.5,5771456191,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702319,521,50,2,53,52,5qfq6cwtrgzd2szijivns7rjl,1,71.8,31.4,2025-06-15T00:49:45.474Z,2025-06-15T00:49:50Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771456239,56,Center,5771456243,286,,5771456379,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702337,474,7,2,53,52,bu5w8wprynlj9mvphvy8sd94f,0,28.2,68.6,2025-06-15T00:49:45.475Z,2025-06-15T00:49:50Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5771456327,56,Back,5771456355,233,521,5771456329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702409,522,1,2,53,56,5qfq6cwtrgzd2szijivns7rjl,1,58.8,36.4,2025-06-15T00:49:48.890Z,2025-06-15T00:49:54Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771456783,213,1.39,5771456773,56,Center,5771456779,212,25.1,5771456775,140,63.1,5771456777,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702449,523,1,2,54,1,5qfq6cwtrgzd2szijivns7rjl,1,63.1,72.7,2025-06-15T00:49:54.313Z,2025-06-15T00:49:57Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771456989,141,81.5,5771456991,212,12.5,5771456993,213,0.50,5771456985,56,Left,5771456987,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702495,524,1,2,54,4,5qfq6cwtrgzd2szijivns7rjl,1,70.4,70.0,2025-06-15T00:49:57.338Z,2025-06-15T00:50:00Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771457223,56,Center,5771457231,213,5.75,5771457227,141,61.1,5771457225,140,80.1,5771457229,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702513,525,1,2,54,6,5qfq6cwtrgzd2szijivns7rjl,1,80.1,61.1,2025-06-15T00:49:58.578Z,2025-06-15T00:53:04Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771457303,141,58.2,5771457301,140,75.4,5771457299,56,Center,5771457307,213,3.52,5771457305,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702537,526,50,2,54,7,5qfq6cwtrgzd2szijivns7rjl,1,76.8,60.4,2025-06-15T00:49:59.872Z,2025-06-15T01:46:04Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771457463,56,Center,5771554143,233,475,5771457465,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702497,475,7,2,54,7,bu5w8wprynlj9mvphvy8sd94f,0,23.2,39.6,2025-06-15T00:49:59.873Z,2025-06-15T01:46:04Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771457237,285,,5771457235,56,Back,5771554181,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702557,527,61,2,54,8,5qfq6cwtrgzd2szijivns7rjl,1,73.9,57.6,2025-06-15T00:50:01.073Z,2025-06-15T00:54:16Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771457595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
