id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2803551127,300,1,1,39,28,83cpn99fh7ulkwe8nezy8a3mx,1,35.6,8.2,2025-04-20T00:16:23.783Z,2025-04-20T00:16:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665378253,141,23.3,5665378255,212,10.6,5665378249,56,Back,5665378257,213,1.32,5665378251,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551297,301,1,1,39,34,83cpn99fh7ulkwe8nezy8a3mx,1,32.4,27.7,2025-04-20T00:16:30.152Z,2025-04-20T00:16:38Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665379055,140,53.5,5665379053,56,Right,5665379057,141,16.1,5665379059,212,23.5,5665379061,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551391,302,1,1,39,42,83cpn99fh7ulkwe8nezy8a3mx,1,63.7,43.6,2025-04-20T00:16:37.960Z,2025-04-20T00:16:42Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5665379511,212,33.3,5665379509,141,85.1,5665379507,140,80.6,5665379503,155,,5665379513,213,1.01,5665379505,56,Left,5665379515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551403,303,1,1,39,47,83cpn99fh7ulkwe8nezy8a3mx,0,91.7,83.6,2025-04-20T00:16:42.472Z,2025-04-20T00:16:43Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665379571,2,,5665379583,213,4.88,5665379579,141,46.9,5665379577,140,95.7,5665379573,155,,5665379581,212,25.3,5665379575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551605,324,12,1,39,49,5qfq6cwtrgzd2szijivns7rjl,1,2.6,54.9,2025-04-20T00:16:44.414Z,2025-04-20T00:16:57Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665380641,213,0.94,5665380639,212,24.2,5665380637,141,83.6,5665380633,56,Back,5665380635,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551581,304,1,1,39,54,83cpn99fh7ulkwe8nezy8a3mx,1,92.6,14.7,2025-04-20T00:16:49.687Z,2025-04-20T00:17:01Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,1.0,,5665380509,213,2.51,5665380501,56,Center,5665380507,212,18.2,5665380505,141,30.6,5665380955,154,,5665380953,210,15,5665380503,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551585,305,15,1,39,59,83cpn99fh7ulkwe8nezy8a3mx,1,77.0,44.9,2025-04-20T00:16:54.400Z,2025-04-20T03:01:56Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665380977,103,7.0,5665380533,56,Center,5665380529,22,,5665380979,146,98.0,5665380531,18,,5665380965,78,,5665381003,233,325,5665380969,154,,5665380975,102,5665380981,147,48.2,5665380967,29,5665380971,55,5665380663,72,,,,,49.7,,,,,,,304,,,,,,
2803551609,325,10,1,39,59,5qfq6cwtrgzd2szijivns7rjl,1,2.6,49.0,2025-04-20T00:16:54.500Z,2025-04-20T00:17:02Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665380649,178,,5665381021,233,305,5665380653,56,Back,5665380651,182,,5665380647,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551981,327,1,1,40,27,5qfq6cwtrgzd2szijivns7rjl,1,3.5,51.0,2025-04-20T00:17:22.614Z,2025-04-20T00:17:26Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665382819,1,,5665382809,56,Center,5665382811,140,61.6,5665382807,199,,5665382817,213,6.14,5665382813,141,38.2,5665382815,212,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552037,306,4,1,40,31,83cpn99fh7ulkwe8nezy8a3mx,1,50.0,67.2,2025-04-20T00:17:26.516Z,2025-04-20T03:23:30Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665383377,265,,5665383373,56,Center,5665383375,152,,5665383443,233,328,5665383379,286,,5665383371,13,,5665897393,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803551993,328,4,1,40,31,5qfq6cwtrgzd2szijivns7rjl,0,50.0,32.8,2025-04-20T00:17:26.517Z,2025-04-20T03:42:20Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665383053,285,,5665443167,189,,5665383049,152,,5665383045,13,,5665383051,265,,5665383503,233,306,5665383047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803561379,336,1,1,40,38,83cpn99fh7ulkwe8nezy8a3mx,1,29.5,69.7,2025-04-20T00:17:33.349Z,2025-04-20T00:28:37Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665434821,152,,5665434831,213,4.30,5665434829,212,7.6,5665434819,5,,5665434827,141,59.4,5665434823,56,Back,5665434825,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552207,307,1,1,40,39,83cpn99fh7ulkwe8nezy8a3mx,1,29.9,37.7,2025-04-20T00:17:35.135Z,2025-04-20T00:28:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665383951,56,Back,5665383961,213,5.35,5665383957,212,13.4,5665383953,140,37.5,5665383955,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552217,308,1,1,40,40,83cpn99fh7ulkwe8nezy8a3mx,0,37.5,21.8,2025-04-20T00:17:35.919Z,2025-04-20T00:28:53Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665383991,141,44.6,5665383987,56,Back,5665383993,212,17.5,5665383995,213,2.05,5665383989,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552195,329,8,1,40,43,5qfq6cwtrgzd2szijivns7rjl,1,71.7,39.5,2025-04-20T00:17:38.845Z,2025-04-20T00:17:39Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665383891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552321,330,14,1,40,47,5qfq6cwtrgzd2szijivns7rjl,1,82.2,51.5,2025-04-20T00:17:42.527Z,2025-04-20T02:20:17Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665384599,22,,5665386723,231,50.9,5665386711,74,,5665386713,102,49.7,5665386715,103,39.2,5665385213,20,,5665386721,230,93.3,5665386719,458,,5665800785,18,5665386717,214,,5665384603,56,,,,,,,,Center,,,,,,,,,,,,,,
2803552343,309,5,1,40,50,83cpn99fh7ulkwe8nezy8a3mx,1,-1.0,47.1,2025-04-20T00:17:45.696Z,2025-04-20T02:06:44Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665385207,233,331,5665384691,346,,5665384689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552427,331,5,1,40,50,5qfq6cwtrgzd2szijivns7rjl,0,101.0,52.9,2025-04-20T00:17:45.696Z,2025-04-20T02:06:44Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665385265,233,309,5665385189,346,,5665385187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552855,310,1,1,41,25,83cpn99fh7ulkwe8nezy8a3mx,0,4.4,51.3,2025-04-20T00:18:20.720Z,2025-04-20T00:18:21Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5665387369,124,,5665387377,212,67.6,5665387373,140,63.7,5665387381,1,,5665387375,141,90.0,5665387371,56,Left,5665387379,213,0.40,5665387383,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552891,333,12,1,41,27,5qfq6cwtrgzd2szijivns7rjl,1,24.9,7.1,2025-04-20T00:18:22.501Z,2025-04-20T00:29:03Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665387597,56,Back,5665387601,141,0.0,5665387669,167,,5665387599,140,30.9,5665387603,212,8.1,5665387605,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552929,311,5,1,41,28,83cpn99fh7ulkwe8nezy8a3mx,1,65.7,100.9,2025-04-20T00:18:23.480Z,2025-04-20T02:06:44Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5665387807,56,Left,5665387811,347,,5665387845,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552903,334,5,1,41,28,5qfq6cwtrgzd2szijivns7rjl,0,34.3,-0.9,2025-04-20T00:18:23.480Z,2025-04-20T02:06:45Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665387631,347,,5665387629,56,Back,5665387901,233,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552957,312,1,1,41,30,83cpn99fh7ulkwe8nezy8a3mx,0,60.2,100.0,2025-04-20T00:18:25.751Z,2025-04-20T00:29:25Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665387971,213,5.80,5665387967,212,25.1,5665387957,56,Left,5665387963,141,83.3,5665387955,107,,5665387961,140,81.3,5665387975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803552941,335,12,1,41,31,5qfq6cwtrgzd2szijivns7rjl,1,14.8,37.7,2025-04-20T00:18:26.422Z,2025-04-20T00:18:27Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665387927,15,,5665387875,141,34.5,5665387873,140,26.1,5665387877,212,12.1,5665387871,56,Back,5665387879,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553025,313,45,1,41,35,83cpn99fh7ulkwe8nezy8a3mx,0,79.6,76.5,2025-04-20T00:18:30.869Z,2025-04-20T00:18:33Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5665388357,233,337,5665388319,56,Center,5665388321,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553015,337,3,1,41,35,5qfq6cwtrgzd2szijivns7rjl,1,18.4,18.9,2025-04-20T00:18:30.869Z,2025-04-20T00:18:33Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665388267,56,Back,5665388329,233,313,5665388269,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553041,338,1,1,41,36,5qfq6cwtrgzd2szijivns7rjl,1,23.2,31.3,2025-04-20T00:18:31.717Z,2025-04-20T00:18:34Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665388387,140,17.7,5665388393,213,4.25,5665388389,141,14.4,5665388391,212,12.9,5665388385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553053,339,1,1,41,37,5qfq6cwtrgzd2szijivns7rjl,1,17.7,14.4,2025-04-20T00:18:33.076Z,2025-04-20T00:18:34Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5665388473,213,1.03,5665388463,56,Back,5665388467,140,24.3,5665388471,212,13.4,5665388469,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553075,340,1,1,41,39,5qfq6cwtrgzd2szijivns7rjl,1,26.9,29.8,2025-04-20T00:18:34.605Z,2025-04-20T00:18:37Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665388649,213,3.06,5665388641,56,Back,5665388645,141,31.5,5665388643,140,13.6,5665388647,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553099,341,1,1,41,41,5qfq6cwtrgzd2szijivns7rjl,1,13.6,31.5,2025-04-20T00:18:36.989Z,2025-04-20T00:18:38Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665388777,140,31.0,5665388769,155,,5665388781,212,18.6,5665388771,56,Back,5665388779,141,26.4,5665388783,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553115,342,1,1,41,43,5qfq6cwtrgzd2szijivns7rjl,1,36.0,24.0,2025-04-20T00:18:38.575Z,2025-04-20T00:18:39Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665388885,212,6.6,5665388877,3,,5665388883,141,32.5,5665388879,56,Back,5665388887,213,2.08,5665388881,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553121,343,1,1,41,44,5qfq6cwtrgzd2szijivns7rjl,0,30.6,31.8,2025-04-20T00:18:39.565Z,2025-04-20T00:18:40Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665388953,213,0.63,5665388941,157,,5665388949,212,27.2,5665388957,1,,5665388943,56,Center,5665388945,140,51.5,5665388947,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553159,314,43,1,41,47,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-20T00:18:42.592Z,2025-04-20T00:18:47Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665389431,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553171,315,4,1,41,48,83cpn99fh7ulkwe8nezy8a3mx,1,62.8,56.0,2025-04-20T00:18:43.672Z,2025-04-20T02:04:48Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665389243,152,,5665396569,233,345,5665389245,265,,5665389239,13,,5665389247,286,,5665389241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553359,345,4,1,41,48,5qfq6cwtrgzd2szijivns7rjl,0,37.2,44.0,2025-04-20T00:18:43.673Z,2025-04-20T02:04:48Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665390309,13,,5665390311,56,Back,5665390317,285,,5665390313,152,,5665390315,265,,5665396605,233,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553223,344,17,1,41,55,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T00:18:50.645Z,2025-04-20T00:18:59Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665389839,13,243,5665389837,392,,5665389835,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553861,316,1,1,42,28,83cpn99fh7ulkwe8nezy8a3mx,1,57.4,69.7,2025-04-20T00:19:23.407Z,2025-04-20T00:19:27Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665392817,140,56.2,5665392821,212,10.4,5665392815,56,Center,5665392813,152,,5665392811,5,,5665392819,141,54.5,5665392823,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553871,317,1,1,42,32,83cpn99fh7ulkwe8nezy8a3mx,0,70.5,47.9,2025-04-20T00:19:27.719Z,2025-04-20T00:19:28Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665392883,140,80.5,5665392885,141,60.0,5665392889,213,0.66,5665392881,56,Center,5665392887,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554275,346,12,1,42,34,5qfq6cwtrgzd2szijivns7rjl,1,30.3,59.6,2025-04-20T00:19:29.853Z,2025-04-20T00:19:56Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665395365,141,54.8,5665395363,140,36.0,5665395367,212,6.8,5665395369,213,5.78,5665395361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553965,318,1,1,42,36,83cpn99fh7ulkwe8nezy8a3mx,1,81.7,70.9,2025-04-20T00:19:31.487Z,2025-04-20T00:19:36Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665393475,212,15.5,5665393473,141,85.3,5665393477,213,0.69,5665393471,140,93.1,5665393469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803553995,319,1,1,42,40,83cpn99fh7ulkwe8nezy8a3mx,1,92.7,86.0,2025-04-20T00:19:35.830Z,2025-04-20T00:19:37Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665393587,141,87.1,5665393589,212,7.8,5665393591,213,3.05,5665393585,140,85.3,5665393583,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554031,320,1,1,42,42,83cpn99fh7ulkwe8nezy8a3mx,1,88.6,89.4,2025-04-20T00:19:37.422Z,2025-04-20T00:19:40Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665393781,56,Center,5665393789,213,3.59,5665393787,212,17.3,5665393783,140,73.7,5665393785,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554081,321,1,1,42,44,83cpn99fh7ulkwe8nezy8a3mx,1,73.8,78.4,2025-04-20T00:19:39.894Z,2025-04-20T00:19:42Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665394045,56,Center,5665394051,212,17.9,5665394047,140,59.0,5665394053,213,3.67,5665394049,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554121,322,1,1,42,46,83cpn99fh7ulkwe8nezy8a3mx,1,59.0,67.2,2025-04-20T00:19:42.263Z,2025-04-20T00:19:44Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665394311,56,Left,5665394319,212,11.0,5665394317,141,80.3,5665394313,140,65.2,5665394323,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554265,323,1,1,42,49,83cpn99fh7ulkwe8nezy8a3mx,0,66.3,89.6,2025-04-20T00:19:44.399Z,2025-04-20T00:19:54Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665395307,141,83.9,5665395303,56,Left,5665395305,140,95.9,5665395311,213,6.16,5665395301,155,,5665395309,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554287,347,12,1,43,0,5qfq6cwtrgzd2szijivns7rjl,1,4.3,25.6,2025-04-20T00:19:55.916Z,2025-04-20T00:19:57Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665395425,141,21.0,5665395423,140,2.9,5665395427,212,3.5,5665395429,213,4.27,5665395421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554285,324,61,1,43,1,83cpn99fh7ulkwe8nezy8a3mx,1,96.9,85.3,2025-04-20T00:19:57.203Z,2025-04-20T00:19:57Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665395413,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554299,325,5,1,43,2,83cpn99fh7ulkwe8nezy8a3mx,0,101.2,78.2,2025-04-20T00:19:57.517Z,2025-04-20T02:06:46Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665395485,56,Center,5665398395,233,348,5665395487,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554811,348,5,1,43,2,5qfq6cwtrgzd2szijivns7rjl,1,-1.2,21.8,2025-04-20T00:19:57.517Z,2025-04-20T02:06:45Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665398323,346,,5665398351,233,325,5665398321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554857,349,1,1,43,38,5qfq6cwtrgzd2szijivns7rjl,0,3.7,41.8,2025-04-20T00:20:33.388Z,2025-04-20T00:20:38Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665398607,1,,5665398597,56,Center,5665398605,213,0.08,5665398603,212,58.2,5665398595,124,,5665398599,140,59.0,5665398611,74,,5665398601,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554865,326,44,1,43,41,83cpn99fh7ulkwe8nezy8a3mx,1,38.9,43.6,2025-04-20T00:20:36.830Z,2025-04-20T02:05:20Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665398761,233,350,5665398641,285,,5665398635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554869,350,44,1,43,41,5qfq6cwtrgzd2szijivns7rjl,0,61.1,56.4,2025-04-20T00:20:36.831Z,2025-04-20T02:05:21Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5665398699,56,Center,5665398701,286,,5665398777,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554897,327,1,1,43,41,83cpn99fh7ulkwe8nezy8a3mx,1,35.4,30.3,2025-04-20T00:20:37.326Z,2025-04-20T00:20:40Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665398821,56,Back,5665398829,213,4.17,5665398823,140,32.8,5665398825,141,23.6,5665398819,3,,5665398827,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554915,328,1,1,43,45,83cpn99fh7ulkwe8nezy8a3mx,0,38.0,22.4,2025-04-20T00:20:40.910Z,2025-04-20T01:51:27Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665398995,3,,5665399003,141,25.2,5665399005,212,17.2,5665399001,140,54.3,5665398999,56,Center,5665399007,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554923,351,1,1,43,46,5qfq6cwtrgzd2szijivns7rjl,0,37.5,78.9,2025-04-20T00:20:41.883Z,2025-04-20T00:20:52Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665399047,3,,5665399051,140,50.4,5665399057,213,0.05,5665399049,56,Left,5665399055,212,13.6,5665399053,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554969,329,1,1,43,50,83cpn99fh7ulkwe8nezy8a3mx,0,38.3,12.0,2025-04-20T00:20:46.191Z,2025-04-20T00:20:47Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665399305,141,0.0,5665399303,140,55.2,5665399299,3,,5665399307,212,20.1,5665399309,213,5.79,5665399301,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803554977,330,5,1,43,51,83cpn99fh7ulkwe8nezy8a3mx,0,54.9,-2.0,2025-04-20T00:20:47.057Z,2025-04-20T02:06:46Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665399331,56,Right,5665399693,233,352,5665399333,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555021,352,5,1,43,51,5qfq6cwtrgzd2szijivns7rjl,1,45.1,102.0,2025-04-20T00:20:47.057Z,2025-04-20T02:06:46Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665399617,347,,5665399615,56,Back,5665399687,233,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555107,353,1,1,44,0,5qfq6cwtrgzd2szijivns7rjl,1,45.6,100.0,2025-04-20T00:20:55.387Z,2025-04-20T00:20:58Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5665400095,141,79.6,5665400093,140,46.6,5665400097,212,15.3,5665400089,107,,5665400091,56,Back,5665400099,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555111,354,1,1,44,3,5qfq6cwtrgzd2szijivns7rjl,1,57.6,83.8,2025-04-20T00:20:58.651Z,2025-04-20T00:20:59Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665400143,212,1.3,5665400135,3,,5665400145,213,3.41,5665400139,140,56.4,5665400141,141,83.3,5665400137,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555121,355,1,1,44,3,5qfq6cwtrgzd2szijivns7rjl,1,56.4,83.3,2025-04-20T00:20:59.331Z,2025-04-20T00:21:00Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665400199,212,15.5,5665400197,141,88.9,5665400193,56,Back,5665400201,213,2.89,5665400195,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555133,356,1,1,44,4,5qfq6cwtrgzd2szijivns7rjl,1,42.1,88.9,2025-04-20T00:21:00.099Z,2025-04-20T00:21:01Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5665400253,140,58.1,5665400255,141,85.0,5665400257,212,17.0,5665400251,56,Left,5665400259,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555141,357,1,1,44,5,5qfq6cwtrgzd2szijivns7rjl,1,59.8,85.1,2025-04-20T00:21:00.867Z,2025-04-20T00:21:01Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665400309,56,Center,5665400311,140,58.7,5665400313,141,76.4,5665400315,212,6.0,5665400317,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555157,358,1,1,44,6,5qfq6cwtrgzd2szijivns7rjl,1,58.1,77.8,2025-04-20T00:21:01.468Z,2025-04-20T00:21:02Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665400423,213,0.00,5665400415,56,Center,5665400419,141,77.8,5665400421,212,9.9,5665400417,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555191,359,1,1,44,7,5qfq6cwtrgzd2szijivns7rjl,1,72.6,72.9,2025-04-20T00:21:02.491Z,2025-04-20T00:21:05Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5665400655,213,2.59,5665400653,212,8.0,5665400649,140,66.1,5665400647,56,Left,5665400651,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803555249,360,1,1,44,9,5qfq6cwtrgzd2szijivns7rjl,1,66.6,69.7,2025-04-20T00:21:04.859Z,2025-04-20T00:21:08Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665400989,212,27.2,5665400987,141,30.4,5665400983,56,Center,5665400985,140,71.2,5665400991,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
