id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value
2822250249,403,1,2,50,20,daicfonrbj124lu2la2rctxck,0,34.9,78.5,2025-06-12T01:19:28.983Z,2025-06-12T01:19:30Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768948237,212,32.5,5768948239,213,0.49,5768948229,157,,5768948231,56,Left,5768948235,141,100.0,5768948241,1,,5768948233,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250251,404,5,2,50,22,daicfonrbj124lu2la2rctxck,0,64.0,100.8,2025-06-12T01:19:30.079Z,2025-06-12T02:53:17Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768948245,347,,5768948313,233,418,5768948243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250259,418,5,2,50,22,83cpn99fh7ulkwe8nezy8a3mx,1,36.0,-0.8,2025-06-12T01:19:30.079Z,2025-06-12T02:53:17Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768948309,233,404,5768948303,347,,5768948301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250261,419,1,2,50,40,83cpn99fh7ulkwe8nezy8a3mx,1,38.1,0.0,2025-06-12T01:19:48.733Z,2025-06-12T01:19:50Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768948321,140,57.0,5768948325,212,23.9,5768948323,141,17.8,5768948327,213,0.59,5768948317,107,,5768948329,1,,5768948319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250263,420,1,2,50,42,83cpn99fh7ulkwe8nezy8a3mx,1,57.0,17.8,2025-06-12T01:19:50.774Z,2025-06-12T01:19:52Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5768948345,213,0.32,5768948333,3,,5768948341,141,23.1,5768948343,212,11.3,5768948335,168,,5768948339,140,67.2,5768948337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250265,421,44,2,50,44,83cpn99fh7ulkwe8nezy8a3mx,1,71.2,14.8,2025-06-12T01:19:52.317Z,2025-06-12T02:31:33Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768948351,286,,5768948383,233,405,5768948349,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250273,405,44,2,50,44,daicfonrbj124lu2la2rctxck,0,28.8,85.2,2025-06-12T01:19:52.318Z,2025-06-12T02:31:33Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768948379,56,Back,5768948381,285,,5768948387,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250269,422,61,2,50,44,83cpn99fh7ulkwe8nezy8a3mx,0,67.2,23.1,2025-06-12T01:19:52.493Z,2025-06-12T01:20:01Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768948367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250283,407,1,2,50,49,daicfonrbj124lu2la2rctxck,1,19.0,80.4,2025-06-12T01:19:57.229Z,2025-06-12T01:20:01Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768948433,212,17.8,5768948427,56,Back,5768948431,141,55.7,5768948435,213,4.38,5768948429,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250289,408,1,2,50,53,daicfonrbj124lu2la2rctxck,0,13.6,55.7,2025-06-12T01:20:01.791Z,2025-06-12T01:20:04Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768948475,213,0.34,5768948471,141,80.7,5768948469,140,58.8,5768948473,212,50.4,5768948467,56,Left,5768948477,1,,5768948465,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250291,423,1,2,50,55,83cpn99fh7ulkwe8nezy8a3mx,1,40.0,35.0,2025-06-12T01:20:04.005Z,2025-06-12T01:20:06Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768948483,56,Center,5768948489,212,12.2,5768948481,3,,5768948487,141,37.8,5768948485,140,51.5,5768948491,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250293,424,50,2,50,57,83cpn99fh7ulkwe8nezy8a3mx,1,52.8,33.4,2025-06-12T01:20:05.916Z,2025-06-12T01:20:13Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768948513,233,409,5768948495,56,Center,5768948497,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250297,409,7,2,50,57,daicfonrbj124lu2la2rctxck,0,47.2,66.6,2025-06-12T01:20:05.917Z,2025-06-12T01:20:12Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768948503,56,Back,5768948507,233,424,5768948505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250295,425,61,2,50,58,83cpn99fh7ulkwe8nezy8a3mx,1,51.6,38.0,2025-06-12T01:20:06.701Z,2025-06-12T01:21:02Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768948499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250303,410,1,2,51,2,daicfonrbj124lu2la2rctxck,1,45.0,77.0,2025-06-12T01:20:10.294Z,2025-06-12T01:20:12Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768948551,213,1.99,5768948549,212,13.8,5768948543,56,Back,5768948545,140,39.7,5768948547,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250305,411,1,2,51,4,daicfonrbj124lu2la2rctxck,1,39.7,95.6,2025-06-12T01:20:12.086Z,2025-06-12T01:20:13Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768948559,141,80.3,5768948557,140,24.9,5768948561,212,18.7,5768948563,213,3.73,5768948555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250311,412,1,2,51,5,daicfonrbj124lu2la2rctxck,1,24.9,80.3,2025-06-12T01:20:13.301Z,2025-06-12T01:20:15Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768948597,212,16.7,5768948595,141,95.1,5768948591,56,Back,5768948599,213,0.65,5768948593,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250315,413,1,2,51,7,daicfonrbj124lu2la2rctxck,1,34.8,93.2,2025-06-12T01:20:15.758Z,2025-06-12T01:20:18Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768948615,56,Back,5768948621,212,15.0,5768948623,213,3.18,5768948617,140,20.5,5768948619,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250323,414,1,2,51,10,daicfonrbj124lu2la2rctxck,1,20.5,92.3,2025-06-12T01:20:18.094Z,2025-06-12T01:20:22Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768948661,213,5.93,5768948653,56,Back,5768948659,212,16.9,5768948657,141,83.6,5768948655,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250331,415,1,2,51,14,daicfonrbj124lu2la2rctxck,1,27.5,84.8,2025-06-12T01:20:22.766Z,2025-06-12T01:20:27Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768948695,140,6.6,5768948693,56,Back,5768948701,213,3.80,5768948697,141,59.7,5768948699,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250335,416,1,2,51,18,daicfonrbj124lu2la2rctxck,1,6.9,59.0,2025-06-12T01:20:26.949Z,2025-06-12T01:20:32Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768948721,56,Back,5768948727,212,14.6,5768948725,141,61.2,5768948729,213,0.10,5768948723,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250339,417,1,2,51,24,daicfonrbj124lu2la2rctxck,1,22.7,61.8,2025-06-12T01:20:32.078Z,2025-06-12T01:20:36Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768948749,141,8.6,5768948755,1,,5768948751,212,36.3,5768948747,140,25.6,5768948753,213,4.80,5768948745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250345,418,1,2,51,28,daicfonrbj124lu2la2rctxck,1,27.6,12.5,2025-06-12T01:20:36.694Z,2025-06-12T01:20:40Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768948791,213,1.01,5768948787,141,30.4,5768948785,140,34.9,5768948783,56,Back,5768948789,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250349,419,1,2,51,32,daicfonrbj124lu2la2rctxck,1,40.4,27.1,2025-06-12T01:20:40.830Z,2025-06-12T01:20:45Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768948807,56,Right,5768948811,141,8.3,5768948815,213,5.46,5768948809,140,51.6,5768948813,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250353,420,1,2,51,37,daicfonrbj124lu2la2rctxck,1,61.8,9.2,2025-06-12T01:20:45.637Z,2025-06-12T01:20:47Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5768948835,141,13.7,5768948831,56,Right,5768948833,140,50.4,5768948837,212,12.4,5768948839,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250355,421,1,2,51,39,daicfonrbj124lu2la2rctxck,1,50.4,13.7,2025-06-12T01:20:47.718Z,2025-06-12T01:20:48Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768948845,140,52.9,5768948847,141,16.0,5768948851,213,0.54,5768948843,56,Right,5768948849,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250357,422,1,2,51,40,daicfonrbj124lu2la2rctxck,1,52.9,16.0,2025-06-12T01:20:48.574Z,2025-06-12T01:20:49Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768948863,213,3.33,5768948855,56,Back,5768948861,212,7.6,5768948857,140,45.8,5768948867,156,,5768948859,141,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250361,423,1,2,51,41,daicfonrbj124lu2la2rctxck,1,45.8,13.9,2025-06-12T01:20:50.062Z,2025-06-12T01:20:52Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768948889,213,6.14,5768948883,140,55.1,5768948881,56,Right,5768948887,212,9.9,5768948885,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250365,424,1,2,51,44,daicfonrbj124lu2la2rctxck,1,55.1,11.9,2025-06-12T01:20:52.374Z,2025-06-12T01:20:53Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5768948905,56,Right,5768948907,140,52.5,5768948911,212,6.0,5768948913,213,4.24,5768948909,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250367,425,1,2,51,45,daicfonrbj124lu2la2rctxck,1,52.5,4.0,2025-06-12T01:20:53.734Z,2025-06-12T01:20:55Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5768948919,140,35.0,5768948917,56,Back,5768948923,212,19.2,5768948921,141,12.1,5768948925,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250371,426,1,2,51,47,daicfonrbj124lu2la2rctxck,1,34.1,17.9,2025-06-12T01:20:55.150Z,2025-06-12T01:20:58Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768948943,140,28.8,5768948949,213,1.75,5768948947,212,30.9,5768948945,141,62.6,5768948941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250381,427,1,2,51,50,daicfonrbj124lu2la2rctxck,1,28.8,62.6,2025-06-12T01:20:58.166Z,2025-06-12T01:21:01Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768948997,213,1.03,5768948991,140,35.4,5768948995,212,13.4,5768948989,56,Back,5768948993,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250407,428,1,2,51,53,daicfonrbj124lu2la2rctxck,1,33.9,67.1,2025-06-12T01:21:01.477Z,2025-06-12T01:21:07Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768949017,1,,5768949007,56,Back,5768949015,213,4.77,5768949011,141,19.0,5768949009,140,35.8,5768949013,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250415,429,1,2,51,59,daicfonrbj124lu2la2rctxck,0,49.5,19.6,2025-06-12T01:21:07.423Z,2025-06-12T01:21:10Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768949063,1,,5768949057,141,78.0,5768949051,155,,5768949055,140,64.6,5768949061,213,1.19,5768949059,212,42.8,5768949053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250419,426,1,2,52,2,83cpn99fh7ulkwe8nezy8a3mx,1,30.1,20.0,2025-06-12T01:21:10.195Z,2025-06-12T01:21:12Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768949077,3,,5768949087,213,0.19,5768949079,56,Back,5768949083,141,21.5,5768949081,140,35.1,5768949085,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250427,428,50,2,52,7,83cpn99fh7ulkwe8nezy8a3mx,1,45.4,11.6,2025-06-12T01:21:15.413Z,2025-06-12T01:21:20Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768949119,286,,5768949117,56,Back,5768949133,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250431,430,7,2,52,7,daicfonrbj124lu2la2rctxck,0,54.6,88.4,2025-06-12T01:21:15.414Z,2025-06-12T01:21:21Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768949123,56,Left,5768949125,285,,5768949127,233,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250429,429,43,2,52,7,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-12T01:21:15.988Z,2025-06-12T01:22:04Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768949559,144,61,5768949121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250439,431,1,2,52,10,daicfonrbj124lu2la2rctxck,0,40.9,91.5,2025-06-12T01:21:18.758Z,2025-06-12T01:23:34Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768949163,213,0.00,5768949155,56,Back,5768949161,212,1.3,5768949169,233,430,5768949157,140,42.1,5768949167,236,,5768949159,141,91.5,5768949173,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250433,430,74,2,52,10,83cpn99fh7ulkwe8nezy8a3mx,1,46.4,13.7,2025-06-12T01:21:18.759Z,2025-06-12T01:22:06Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768949135,56,Back,5768949137,285,,5768949177,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250441,432,1,2,52,11,daicfonrbj124lu2la2rctxck,0,45.0,97.3,2025-06-12T01:21:19.855Z,2025-06-12T01:23:24Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768950475,233,431,5768950471,213,0.06,5768950469,212,2.3,5768950473,236,,5768949165,56,Back,5768950467,141,97.5,5768950479,286,,5768950465,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250435,431,74,2,52,11,83cpn99fh7ulkwe8nezy8a3mx,1,46.4,13.7,2025-06-12T01:21:19.856Z,2025-06-12T03:03:26Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768950481,233,432,5768949141,285,,5768949139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250443,432,5,2,52,16,83cpn99fh7ulkwe8nezy8a3mx,0,57.7,-1.4,2025-06-12T01:21:24.861Z,2025-06-12T02:53:18Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768949225,233,433,5768949179,56,Right,5768949181,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250455,433,5,2,52,16,daicfonrbj124lu2la2rctxck,1,42.3,101.4,2025-06-12T01:21:24.861Z,2025-06-12T02:53:18Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768949219,347,,5768949217,56,Back,5768949221,233,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250457,434,1,2,52,28,daicfonrbj124lu2la2rctxck,1,42.0,100.0,2025-06-12T01:21:36.830Z,2025-06-12T01:21:39Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768949237,212,27.1,5768949239,213,3.67,5768949229,107,,5768949235,141,81.5,5768949231,56,Back,5768949233,140,19.7,5768949241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250473,435,1,2,52,31,daicfonrbj124lu2la2rctxck,1,20.8,81.5,2025-06-12T01:21:39.630Z,2025-06-12T01:21:50Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768949347,213,4.72,5768949339,56,Back,5768949345,212,15.1,5768949341,140,20.9,5768949343,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250475,436,1,2,52,42,daicfonrbj124lu2la2rctxck,1,27.6,57.0,2025-06-12T01:21:50.462Z,2025-06-12T01:21:51Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768949357,212,13.2,5768949355,141,75.8,5768949351,56,Back,5768949359,213,1.31,5768949353,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250481,437,1,2,52,43,daicfonrbj124lu2la2rctxck,1,30.8,75.8,2025-06-12T01:21:51.646Z,2025-06-12T01:21:55Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768949403,140,46.0,5768949405,141,93.8,5768949401,56,Back,5768949409,213,0.65,5768949407,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250485,438,1,2,52,47,daicfonrbj124lu2la2rctxck,1,48.9,92.1,2025-06-12T01:21:55.646Z,2025-06-12T01:21:59Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5768949427,140,61.1,5768949433,213,0.14,5768949429,141,94.7,5768949431,212,12.9,5768949425,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250491,439,1,2,52,51,daicfonrbj124lu2la2rctxck,1,61.1,94.7,2025-06-12T01:21:59.189Z,2025-06-12T01:22:00Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768949467,212,24.1,5768949461,56,Back,5768949465,141,86.9,5768949469,213,3.36,5768949463,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250503,440,1,2,52,52,daicfonrbj124lu2la2rctxck,1,38.7,86.9,2025-06-12T01:22:00.229Z,2025-06-12T01:22:02Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768949521,56,Back,5768949527,212,20.4,5768949525,141,59.4,5768949529,213,4.30,5768949523,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250507,441,1,2,52,54,daicfonrbj124lu2la2rctxck,1,30.9,59.4,2025-06-12T01:22:02.662Z,2025-06-12T01:22:04Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768949549,140,30.4,5768949555,213,4.69,5768949551,141,29.5,5768949547,56,Back,5768949553,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250511,442,1,2,52,56,daicfonrbj124lu2la2rctxck,1,30.4,29.5,2025-06-12T01:22:04.341Z,2025-06-12T01:22:06Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768949573,56,Back,5768949579,212,19.6,5768949581,213,5.91,5768949577,141,19.1,5768949575,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250513,443,1,2,52,58,daicfonrbj124lu2la2rctxck,1,47.8,19.1,2025-06-12T01:22:06.814Z,2025-06-12T01:22:07Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5768949587,140,31.0,5768949591,212,19.5,5768949593,213,3.58,5768949589,141,6.8,5768949585,56,Back,5768949597,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250519,444,1,2,53,0,daicfonrbj124lu2la2rctxck,0,31.0,6.8,2025-06-12T01:22:08.981Z,2025-06-12T01:22:10Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768949633,1,,5768949627,141,31.3,5768949625,140,65.7,5768949631,213,0.43,5768949623,56,Center,5768949629,212,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250521,433,1,2,53,3,83cpn99fh7ulkwe8nezy8a3mx,0,30.9,60.8,2025-06-12T01:22:11.179Z,2025-06-12T01:22:34Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768949643,212,5.0,5768949635,155,,5768949641,141,62.6,5768949645,213,0.25,5768949637,56,Back,5768949639,140,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250529,445,1,2,53,3,daicfonrbj124lu2la2rctxck,1,57.4,27.7,2025-06-12T01:22:11.846Z,2025-06-12T01:22:15Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768949683,140,65.5,5768949681,56,Center,5768949685,141,25.3,5768949689,213,6.09,5768949687,212,8.7,5768949679,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250531,446,44,2,53,5,daicfonrbj124lu2la2rctxck,1,69.2,34.0,2025-06-12T01:22:13.418Z,2025-06-12T02:31:33Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768949693,56,Center,5768949697,233,434,5768949695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250527,434,44,2,53,5,83cpn99fh7ulkwe8nezy8a3mx,0,30.8,66.0,2025-06-12T01:22:13.419Z,2025-06-12T02:31:34Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768949677,285,,5768949701,233,446,5768949675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250537,447,1,2,53,5,daicfonrbj124lu2la2rctxck,1,65.5,25.3,2025-06-12T01:22:13.854Z,2025-06-12T01:23:58Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768949735,141,26.2,5768949731,56,Center,5768949729,3,,5768949733,140,69.6,5768949737,212,4.3,5768949739,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250543,448,1,2,53,10,daicfonrbj124lu2la2rctxck,1,73.0,24.8,2025-06-12T01:22:18.870Z,2025-06-12T01:22:20Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5768949771,141,10.9,5768949775,213,4.03,5768949769,140,65.7,5768949773,212,12.2,5768949767,56,Right,5768949779,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250547,449,1,2,53,15,daicfonrbj124lu2la2rctxck,1,65.7,10.9,2025-06-12T01:22:23.119Z,2025-06-12T01:22:24Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768949801,213,2.83,5768949799,212,6.8,5768949793,56,Right,5768949795,140,59.5,5768949797,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250549,450,1,2,53,15,daicfonrbj124lu2la2rctxck,1,59.5,14.0,2025-06-12T01:22:23.886Z,2025-06-12T01:22:24Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768949813,213,5.96,5768949809,141,9.8,5768949811,212,9.1,5768949807,140,67.7,5768949805,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250551,451,1,2,53,16,daicfonrbj124lu2la2rctxck,1,67.7,9.8,2025-06-12T01:22:24.574Z,2025-06-12T01:22:25Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768949823,212,12.4,5768949821,141,17.6,5768949825,213,2.70,5768949819,140,57.0,5768949817,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250555,452,1,2,53,17,daicfonrbj124lu2la2rctxck,1,57.0,17.6,2025-06-12T01:22:25.326Z,2025-06-12T01:22:29Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768949851,212,22.1,5768949849,141,49.3,5768949853,213,1.79,5768949847,140,52.4,5768949845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250567,453,1,2,53,21,daicfonrbj124lu2la2rctxck,1,59.6,64.5,2025-06-12T01:22:29.230Z,2025-06-12T01:22:36Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768949913,56,Left,5768949921,213,1.69,5768949915,140,58.5,5768949919,212,10.1,5768949917,141,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822250569,454,1,2,53,28,daicfonrbj124lu2la2rctxck,1,57.9,72.0,2025-06-12T01:22:36.599Z,2025-06-12T01:22:38Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768949935,213,4.48,5768949931,141,34.1,5768949929,140,52.2,5768949933,212,26.5,5768949927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
