id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823358909,327,5,2,46,44,bu5w8wprynlj9mvphvy8sd94f,1,81.4,100.6,2025-06-19T00:08:59.668Z,2025-06-19T01:18:29Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775164601,347,,5775164605,233,441,5775164599,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358907,441,5,2,46,44,e3k8yw2rbmphyfu5htn4yi5jk,0,18.6,-0.6,2025-06-19T00:08:59.668Z,2025-06-19T01:18:29Z,d8uer29a3oya05ks99q696221,M. Segbers,,,5775164611,233,327,5775164595,347,,5775164593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358937,328,1,2,46,52,bu5w8wprynlj9mvphvy8sd94f,1,73.5,100.0,2025-06-19T00:09:07.972Z,2025-06-19T00:09:11Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5775164773,1,,5775164765,140,87.8,5775164761,107,,5775164771,213,5.30,5775164769,212,27.1,5775164767,141,67.9,5775164763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358947,442,83,2,46,55,e3k8yw2rbmphyfu5htn4yi5jk,1,11.5,33.0,2025-06-19T00:09:10.580Z,2025-06-19T00:38:36Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5775189639,399,am7umg00yxt40mndzo6e0u3o4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358951,330,43,2,46,56,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-19T00:09:11.579Z,2025-06-19T00:38:19Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775189303,144,50,5775164997,286,0,5775164819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358949,329,1,2,46,56,bu5w8wprynlj9mvphvy8sd94f,0,96.6,66.4,2025-06-19T00:09:11.580Z,2025-06-19T01:53:12Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775189507,141,55.6,5775189509,212,7.4,5775189505,140,96.0,5775189511,213,4.63,5775164815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358955,443,1,2,47,0,e3k8yw2rbmphyfu5htn4yi5jk,1,4.8,44.2,2025-06-19T00:09:15.616Z,2025-06-19T00:39:03Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775164849,56,Back,5775164853,141,37.6,5775164857,213,5.98,5775164851,140,18.5,5775164855,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358957,444,1,2,47,3,e3k8yw2rbmphyfu5htn4yi5jk,0,20.2,32.2,2025-06-19T00:09:18.370Z,2025-06-19T00:09:25Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775164863,140,34.8,5775164869,213,5.30,5775164867,212,27.9,5775164871,1,,5775164859,157,,5775164861,56,Back,5775164865,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358981,331,5,2,47,4,bu5w8wprynlj9mvphvy8sd94f,1,61.5,101.8,2025-06-19T00:09:19.121Z,2025-06-19T01:18:30Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775164993,56,Left,5775165003,233,445,5775164995,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358959,445,5,2,47,4,e3k8yw2rbmphyfu5htn4yi5jk,0,38.5,-1.8,2025-06-19T00:09:19.121Z,2025-06-19T00:36:54Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775164873,56,Back,5775164875,347,,5775165011,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358997,332,1,2,47,23,bu5w8wprynlj9mvphvy8sd94f,1,61.8,100.0,2025-06-19T00:09:38.891Z,2025-06-19T00:09:42Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5775165103,212,21.3,5775165095,107,,5775165097,56,Left,5775165099,140,78.8,5775165101,141,84.1,5775165105,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358999,333,1,2,47,27,bu5w8wprynlj9mvphvy8sd94f,0,78.8,84.1,2025-06-19T00:09:42.732Z,2025-06-19T00:09:43Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775165115,141,72.6,5775165111,56,Center,5775165109,3,,5775165113,140,85.4,5775165119,213,5.44,5775165117,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359027,446,12,2,47,28,e3k8yw2rbmphyfu5htn4yi5jk,1,12.0,35.1,2025-06-19T00:09:43.953Z,2025-06-19T00:09:52Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775165245,212,31.8,5775165247,213,6.12,5775165241,140,41.9,5775165239,56,Back,5775165243,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359031,334,1,2,47,31,bu5w8wprynlj9mvphvy8sd94f,1,54.2,69.0,2025-06-19T00:09:46.828Z,2025-06-19T00:09:54Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5775165259,141,36.4,5775165257,140,41.8,5775165261,212,25.7,5775165253,3,,5775165263,213,4.18,5775165255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359033,335,1,2,47,37,bu5w8wprynlj9mvphvy8sd94f,0,40.1,28.0,2025-06-19T00:09:52.609Z,2025-06-19T00:10:10Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775165269,140,42.3,5775165267,56,Back,5775165275,213,5.73,5775165271,141,25.9,5775165321,236,,5775165319,1,,5775165317,157,,5775165327,286,,5775165273,212,2.7,5775165323,233,447,,,,,,,,,,,,,,,,,,,,,,,,
2823359029,447,74,2,47,37,e3k8yw2rbmphyfu5htn4yi5jk,1,61.0,72.1,2025-06-19T00:09:52.610Z,2025-06-19T00:09:55Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775165291,233,335,5775165251,285,,5775165249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359037,336,5,2,47,39,bu5w8wprynlj9mvphvy8sd94f,1,37.4,-1.6,2025-06-19T00:09:54.578Z,2025-06-19T01:18:30Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775165313,56,Back,5775165343,233,448,5775165315,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359035,448,5,2,47,39,e3k8yw2rbmphyfu5htn4yi5jk,0,62.6,101.6,2025-06-19T00:09:54.578Z,2025-06-19T01:18:30Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775165287,347,,5775165285,56,Left,5775165347,233,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359043,337,1,2,47,56,bu5w8wprynlj9mvphvy8sd94f,0,39.0,0.0,2025-06-19T00:10:11.691Z,2025-06-19T00:10:13Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775165355,56,Right,5775165363,213,0.52,5775165359,141,16.1,5775165357,140,58.8,5775165353,107,,5775165365,1,,5775165361,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359047,449,1,2,47,59,e3k8yw2rbmphyfu5htn4yi5jk,1,32.8,82.6,2025-06-19T00:10:15.024Z,2025-06-19T00:10:17Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775165391,212,15.8,5775165395,213,5.42,5775165387,141,64.9,5775165383,140,42.6,5775165379,3,,5775165381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359051,450,1,2,48,2,e3k8yw2rbmphyfu5htn4yi5jk,0,47.3,65.8,2025-06-19T00:10:17.256Z,2025-06-19T00:10:20Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775165463,286,,5775165411,212,4.7,5775165405,56,Back,5775165459,233,338,5775165457,236,,5775165409,141,70.0,5775165407,140,43.7,5775165413,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359059,338,74,2,48,2,bu5w8wprynlj9mvphvy8sd94f,1,42.3,32.2,2025-06-19T00:10:17.257Z,2025-06-19T01:19:09Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775165477,233,450,5775165441,56,Back,5775165443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359065,452,3,2,48,5,e3k8yw2rbmphyfu5htn4yi5jk,0,52.6,65.0,2025-06-19T00:10:20.154Z,2025-06-19T01:19:15Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775165545,233,339,5775165483,286,,5775165481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359075,339,7,2,48,5,bu5w8wprynlj9mvphvy8sd94f,1,47.4,35.0,2025-06-19T00:10:20.155Z,2025-06-19T01:19:15Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775165527,233,452,5775165515,56,Back,5775165517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359079,340,50,2,48,6,bu5w8wprynlj9mvphvy8sd94f,1,48.2,39.5,2025-06-19T00:10:21.657Z,2025-06-19T01:19:16Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775165549,233,453,5775165525,286,,5775165523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359077,453,7,2,48,6,e3k8yw2rbmphyfu5htn4yi5jk,1,51.8,60.5,2025-06-19T00:10:21.658Z,2025-06-19T01:19:16Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775165521,285,,5775165519,56,Center,5775165531,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359083,454,1,2,48,7,e3k8yw2rbmphyfu5htn4yi5jk,1,41.9,60.0,2025-06-19T00:10:22.710Z,2025-06-19T00:10:24Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775165569,213,5.07,5775165561,56,Back,5775165567,212,6.4,5775165565,141,51.2,5775165563,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359087,455,1,2,48,8,e3k8yw2rbmphyfu5htn4yi5jk,1,44.0,51.2,2025-06-19T00:10:23.864Z,2025-06-19T00:10:25Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775165577,56,Back,5775165579,140,29.1,5775165581,141,50.9,5775165585,213,3.15,5775165583,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359103,456,1,2,48,10,e3k8yw2rbmphyfu5htn4yi5jk,1,29.2,50.4,2025-06-19T00:10:25.800Z,2025-06-19T00:10:29Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5775165655,56,Back,5775165663,213,3.66,5775165659,141,37.0,5775165657,140,13.9,5775165661,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359111,457,1,2,48,13,e3k8yw2rbmphyfu5htn4yi5jk,0,12.6,37.3,2025-06-19T00:10:28.890Z,2025-06-19T00:10:33Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5775165695,141,64.0,5775165689,157,,5775165691,56,Center,5775165701,1,,5775165693,140,65.1,5775165699,213,0.32,5775165697,212,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359115,341,44,2,48,17,bu5w8wprynlj9mvphvy8sd94f,1,35.4,37.2,2025-06-19T00:10:32.703Z,2025-06-19T01:19:32Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775165729,233,458,5775165711,56,Back,5775165713,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359113,458,44,2,48,17,e3k8yw2rbmphyfu5htn4yi5jk,0,64.6,62.8,2025-06-19T00:10:32.704Z,2025-06-19T01:19:33Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5775165733,233,341,5775165707,56,Center,5775165709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359117,342,1,2,48,18,bu5w8wprynlj9mvphvy8sd94f,0,36.3,39.4,2025-06-19T00:10:33.256Z,2025-06-19T00:10:33Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775165719,56,Back,5775165717,3,,5775165727,213,0.59,5775165723,141,47.5,5775165721,140,44.2,5775165725,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359123,459,1,2,48,19,e3k8yw2rbmphyfu5htn4yi5jk,0,52.0,56.9,2025-06-19T00:10:34.552Z,2025-06-19T00:10:37Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775165767,56,Center,5775165769,140,62.3,5775165771,141,36.0,5775165775,213,5.36,5775165765,3,,5775165773,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359121,343,44,2,48,20,bu5w8wprynlj9mvphvy8sd94f,1,34.6,61.1,2025-06-19T00:10:35.448Z,2025-06-19T01:19:33Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775165753,56,Back,5775165797,233,460,5775165755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359125,460,44,2,48,20,e3k8yw2rbmphyfu5htn4yi5jk,0,65.4,38.9,2025-06-19T00:10:35.449Z,2025-06-19T01:19:34Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5775165779,56,Center,5775165813,233,343,5775165781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359127,344,1,2,48,20,bu5w8wprynlj9mvphvy8sd94f,1,29.6,56.7,2025-06-19T00:10:35.908Z,2025-06-19T00:10:37Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775165793,213,1.20,5775165785,56,Back,5775165783,3,,5775165787,140,37.7,5775165789,141,88.9,5775165791,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359133,346,1,2,48,22,bu5w8wprynlj9mvphvy8sd94f,1,37.7,88.9,2025-06-19T00:10:38.054Z,2025-06-19T01:16:13Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5775165839,212,19.5,5775165835,140,55.9,5775165837,141,83.3,5775165833,56,Left,5775165841,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359141,347,1,2,48,28,bu5w8wprynlj9mvphvy8sd94f,0,68.0,77.3,2025-06-19T00:10:43.915Z,2025-06-19T00:10:44Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5775165885,213,5.41,5775165881,141,67.8,5775165883,212,8.5,5775165879,140,73.2,5775165877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359143,461,8,2,48,30,e3k8yw2rbmphyfu5htn4yi5jk,1,22.0,34.6,2025-06-19T00:10:45.881Z,2025-06-19T00:10:45Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5775165887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359155,463,1,2,48,32,e3k8yw2rbmphyfu5htn4yi5jk,1,16.4,32.5,2025-06-19T00:10:47.524Z,2025-06-19T00:10:49Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775165923,56,Back,5775165925,140,35.2,5775165929,212,19.8,5775165927,141,35.5,5775165931,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359157,464,1,2,48,34,e3k8yw2rbmphyfu5htn4yi5jk,1,32.5,34.8,2025-06-19T00:10:49.136Z,2025-06-19T00:10:51Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775165939,141,41.6,5775165937,140,48.5,5775165941,212,17.4,5775165935,56,Back,5775165943,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359161,465,1,2,48,35,e3k8yw2rbmphyfu5htn4yi5jk,0,48.5,41.6,2025-06-19T00:10:50.888Z,2025-06-19T00:10:52Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5775165959,56,Center,5775165963,141,26.4,5775165965,212,10.5,5775165967,213,4.90,5775165961,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359171,349,1,2,48,40,bu5w8wprynlj9mvphvy8sd94f,1,38.2,73.2,2025-06-19T00:10:55.715Z,2025-06-19T00:10:56Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775165993,212,5.1,5775165991,141,68.4,5775165987,56,Back,5775165989,140,41.9,5775165995,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359189,350,1,2,48,41,bu5w8wprynlj9mvphvy8sd94f,1,41.9,68.4,2025-06-19T00:10:56.675Z,2025-06-19T00:11:02Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5775166083,212,21.5,5775166085,213,3.68,5775166081,141,52.1,5775166079,140,24.4,5775166077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359195,351,1,2,48,46,bu5w8wprynlj9mvphvy8sd94f,1,24.3,47.8,2025-06-19T00:11:01.891Z,2025-06-19T00:11:07Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775166125,212,24.3,5775166121,140,41.0,5775166127,213,5.52,5775166123,141,23.0,5775166119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359197,352,3,2,48,52,bu5w8wprynlj9mvphvy8sd94f,0,45.5,15.1,2025-06-19T00:11:07.163Z,2025-06-19T01:19:17Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775166175,233,466,5775166131,56,Back,5775166133,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359201,466,7,2,48,52,e3k8yw2rbmphyfu5htn4yi5jk,1,54.5,84.9,2025-06-19T00:11:07.164Z,2025-06-19T01:19:16Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775166167,233,352,5775166147,56,Left,5775166149,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359205,467,61,2,48,54,e3k8yw2rbmphyfu5htn4yi5jk,1,49.0,90.9,2025-06-19T00:11:09.153Z,2025-06-19T00:11:09Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775166165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359213,469,1,2,48,56,e3k8yw2rbmphyfu5htn4yi5jk,1,49.7,83.3,2025-06-19T00:11:11.192Z,2025-06-19T00:11:14Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775166195,141,45.7,5775166199,213,4.71,5775166197,212,25.6,5775166191,56,Back,5775166193,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359215,470,1,2,48,58,e3k8yw2rbmphyfu5htn4yi5jk,0,53.9,53.7,2025-06-19T00:11:13.903Z,2025-06-19T00:11:14Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775166209,212,10.1,5775166207,141,58.7,5775166205,140,63.0,5775166211,213,0.34,5775166203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359219,353,8,2,49,4,bu5w8wprynlj9mvphvy8sd94f,1,42.6,41.8,2025-06-19T00:11:19.643Z,2025-06-19T00:11:19Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5775166227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359233,355,1,2,49,5,bu5w8wprynlj9mvphvy8sd94f,1,45.5,54.0,2025-06-19T00:11:21.067Z,2025-06-19T00:11:24Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775166259,56,Center,5775166261,140,58.7,5775166265,212,20.8,5775166263,141,76.9,5775166267,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359237,356,1,2,49,9,bu5w8wprynlj9mvphvy8sd94f,0,66.2,74.7,2025-06-19T00:11:24.394Z,2025-06-19T00:11:25Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5775166277,140,85.3,5775166279,141,41.5,5775166275,56,Center,5775166273,155,,5775166281,212,30.2,5775166283,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359245,471,61,2,49,14,e3k8yw2rbmphyfu5htn4yi5jk,1,9.0,60.3,2025-06-19T00:11:29.242Z,2025-06-19T00:11:29Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775166319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359261,473,1,2,49,16,e3k8yw2rbmphyfu5htn4yi5jk,1,7.9,57.5,2025-06-19T00:11:31.712Z,2025-06-19T00:11:32Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5775166375,56,Back,5775166383,213,6.12,5775166379,141,49.9,5775166377,140,38.7,5775166373,123,,5775166385,1,,5775166381,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359267,474,1,2,49,17,e3k8yw2rbmphyfu5htn4yi5jk,0,38.7,49.9,2025-06-19T00:11:32.855Z,2025-06-19T00:11:33Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775166423,213,6.20,5775166421,212,17.2,5775166417,140,55.0,5775166419,141,47.8,5775166415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359271,357,8,2,49,19,bu5w8wprynlj9mvphvy8sd94f,1,47.3,46.0,2025-06-19T00:11:34.235Z,2025-06-19T00:11:34Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775166439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359285,359,1,2,49,20,bu5w8wprynlj9mvphvy8sd94f,1,52.5,33.6,2025-06-19T00:11:35.628Z,2025-06-19T00:11:41Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775166535,213,5.57,5775166531,141,26.4,5775166529,140,57.9,5775166527,56,Center,5775166533,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359295,360,1,2,49,26,bu5w8wprynlj9mvphvy8sd94f,1,61.8,34.3,2025-06-19T00:11:41.346Z,2025-06-19T00:11:43Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5775166581,213,3.69,5775166579,212,8.2,5775166577,141,28.0,5775166575,140,55.1,5775166573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359297,361,1,2,49,28,bu5w8wprynlj9mvphvy8sd94f,1,55.1,28.0,2025-06-19T00:11:43.283Z,2025-06-19T00:11:45Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775166587,56,Center,5775166591,141,30.0,5775166589,140,51.6,5775166595,213,2.79,5775166593,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359309,362,1,2,49,30,bu5w8wprynlj9mvphvy8sd94f,1,51.6,30.0,2025-06-19T00:11:45.474Z,2025-06-19T00:11:54Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775166707,213,2.00,5775166703,141,57.0,5775166699,56,Back,5775166701,140,43.7,5775166705,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359317,363,1,2,49,39,bu5w8wprynlj9mvphvy8sd94f,1,47.2,72.9,2025-06-19T00:11:54.404Z,2025-06-19T00:11:57Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5775166761,213,3.92,5775166753,56,Back,5775166759,212,13.1,5775166757,141,59.3,5775166755,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359323,364,1,2,49,41,bu5w8wprynlj9mvphvy8sd94f,1,38.3,57.8,2025-06-19T00:11:56.930Z,2025-06-19T00:12:00Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775166781,213,4.76,5775166773,56,Back,5775166777,141,36.7,5775166779,212,14.4,5775166775,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359337,365,1,2,49,44,bu5w8wprynlj9mvphvy8sd94f,0,40.6,34.2,2025-06-19T00:12:00.066Z,2025-06-19T00:12:04Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775166875,155,,5775166887,213,0.81,5775166889,1,,5775166883,141,100.0,5775166879,56,Left,5775166877,196,,5775166885,212,63.8,5775166881,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359341,366,5,2,49,48,bu5w8wprynlj9mvphvy8sd94f,0,85.2,101.7,2025-06-19T00:12:03.955Z,2025-06-19T01:18:31Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775167077,233,475,5775166907,56,Left,5775166909,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359365,475,5,2,49,48,e3k8yw2rbmphyfu5htn4yi5jk,1,14.8,-1.7,2025-06-19T00:12:03.955Z,2025-06-19T01:18:31Z,d8uer29a3oya05ks99q696221,M. Segbers,,,5775167029,56,Back,5775167035,233,366,5775167031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359381,476,1,2,49,52,e3k8yw2rbmphyfu5htn4yi5jk,1,11.0,0.0,2025-06-19T00:12:07.407Z,2025-06-19T00:12:09Z,d8uer29a3oya05ks99q696221,M. Segbers,,,5775167117,213,0.59,5775167109,56,Back,5775167107,107,,5775167113,141,12.8,5775167115,212,17.2,5775167111,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
