id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2818510713,394,8,1,46,29,e3k8yw2rbmphyfu5htn4yi5jk,1,41.0,8.0,2025-05-24T20:53:25.381Z,2025-05-24T20:53:25Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5748001107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818510731,341,1,1,46,30,b1rpb2ox52uxcmjrsnqd95pk5,0,54.9,92.9,2025-05-24T20:53:26.819Z,2025-05-24T20:53:27Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748001211,1,,5748001201,141,100.0,5748001205,212,13.9,5748001199,140,42.8,5748001197,56,Back,5748001209,213,2.73,5748001195,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818510737,342,5,1,46,31,b1rpb2ox52uxcmjrsnqd95pk5,0,44.9,101.1,2025-05-24T20:53:27.753Z,2025-05-24T22:20:28Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748001229,56,Back,5748002581,233,395,5748001233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818510973,395,5,1,46,31,e3k8yw2rbmphyfu5htn4yi5jk,1,55.1,-1.1,2025-05-24T20:53:27.753Z,2025-05-24T22:20:28Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5748002515,56,Right,5748002517,347,,5748002547,233,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511003,396,1,1,46,54,e3k8yw2rbmphyfu5htn4yi5jk,1,55.0,0.0,2025-05-24T20:53:50.549Z,2025-05-24T20:53:54Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5748002663,107,,5748002665,56,Right,5748002673,213,0.67,5748002667,140,61.1,5748002669,141,5.5,5748002671,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511043,397,1,1,46,58,e3k8yw2rbmphyfu5htn4yi5jk,1,62.5,6.4,2025-05-24T20:53:53.933Z,2025-05-24T20:53:57Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5748002939,141,52.8,5748002943,212,34.4,5748002947,213,1.98,5748002949,1,,5748002935,140,49.4,5748002931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511067,398,1,1,47,1,e3k8yw2rbmphyfu5htn4yi5jk,1,49.4,52.8,2025-05-24T20:53:57.388Z,2025-05-24T20:54:00Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748003081,140,67.5,5748003083,141,84.5,5748003085,212,28.7,5748003079,56,Left,5748003087,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511087,399,1,1,47,4,e3k8yw2rbmphyfu5htn4yi5jk,1,73.4,88.6,2025-05-24T20:54:00.764Z,2025-05-24T20:54:03Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5748003183,141,93.2,5748003185,212,11.0,5748003181,140,83.4,5748003179,56,Left,5748003187,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511135,400,1,1,47,7,e3k8yw2rbmphyfu5htn4yi5jk,1,75.4,93.3,2025-05-24T20:54:03.484Z,2025-05-24T20:54:09Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5748003551,141,93.6,5748003547,56,Back,5748003555,213,3.13,5748003553,212,28.9,5748003549,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511173,401,1,1,47,13,e3k8yw2rbmphyfu5htn4yi5jk,0,47.4,90.9,2025-05-24T20:54:09.113Z,2025-05-24T20:54:14Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748003751,155,,5748003761,213,6.04,5748003753,56,Center,5748003763,1,,5748003755,140,83.8,5748003759,212,39.4,5748003757,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511163,343,44,1,47,15,b1rpb2ox52uxcmjrsnqd95pk5,1,20.4,22.6,2025-05-24T20:54:11.410Z,2025-05-24T22:19:43Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5748003721,56,Back,5748003985,233,402,5748003723,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511185,402,44,1,47,15,e3k8yw2rbmphyfu5htn4yi5jk,0,79.6,77.4,2025-05-24T20:54:11.411Z,2025-05-24T22:19:44Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748003817,286,,5748004007,233,343,5748003815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511177,344,12,1,47,15,b1rpb2ox52uxcmjrsnqd95pk5,1,27.5,21.9,2025-05-24T20:54:11.842Z,2025-05-24T20:54:15Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5748003831,15,,5748003789,213,4.64,5748003941,167,,5748003787,212,15.7,5748003785,141,0.0,5748003783,140,26.4,5748003781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511195,345,5,1,47,18,b1rpb2ox52uxcmjrsnqd95pk5,0,24.8,-1.5,2025-05-24T20:54:14.338Z,2025-05-24T22:20:29Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5748004239,233,403,5748003863,347,,5748003861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511265,403,5,1,47,18,e3k8yw2rbmphyfu5htn4yi5jk,1,75.2,101.5,2025-05-24T20:54:14.338Z,2025-05-24T22:20:28Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748004199,56,Left,5748004223,233,345,5748004201,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511287,404,1,1,47,23,e3k8yw2rbmphyfu5htn4yi5jk,0,77.8,100.0,2025-05-24T20:54:19.492Z,2025-05-24T20:56:26Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5748004317,56,Center,5748004319,140,83.0,5748004321,141,77.9,5748004315,107,,5748004325,213,5.03,5748004323,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511295,405,43,1,47,26,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-24T20:54:22.220Z,2025-05-24T20:56:27Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748011373,144,61,5748004351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511335,346,1,1,47,26,b1rpb2ox52uxcmjrsnqd95pk5,0,16.3,19.8,2025-05-24T20:54:22.866Z,2025-05-24T20:54:27Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5748004581,140,35.3,5748004585,141,6.2,5748004575,157,,5748004593,1,,5748004579,56,Back,5748004589,212,22.0,5748004591,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511341,406,44,1,47,30,e3k8yw2rbmphyfu5htn4yi5jk,1,63.3,92.8,2025-05-24T20:54:25.964Z,2025-05-24T22:19:44Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748004629,286,,5748004765,233,347,5748004627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511349,347,44,1,47,30,b1rpb2ox52uxcmjrsnqd95pk5,0,36.7,7.2,2025-05-24T20:54:25.965Z,2025-05-24T22:19:44Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5748004663,285,,5748004795,233,406,5748004659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511377,407,1,1,47,30,e3k8yw2rbmphyfu5htn4yi5jk,1,61.0,91.1,2025-05-24T20:54:26.325Z,2025-05-24T20:54:29Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748004879,56,Center,5748004887,213,4.02,5748004883,141,78.5,5748004875,3,,5748004885,212,11.1,5748004881,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511381,408,1,1,47,32,e3k8yw2rbmphyfu5htn4yi5jk,0,54.3,78.5,2025-05-24T20:54:28.388Z,2025-05-24T20:54:29Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748004917,213,5.59,5748004909,56,Center,5748004907,3,,5748004913,141,63.4,5748004915,212,16.0,5748004911,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511443,349,1,1,47,34,b1rpb2ox52uxcmjrsnqd95pk5,1,37.3,39.2,2025-05-24T20:54:30.706Z,2025-05-24T20:54:34Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5748005209,213,1.66,5748005207,212,24.7,5748005201,56,Back,5748005205,141,75.4,5748005203,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511453,350,1,1,47,38,b1rpb2ox52uxcmjrsnqd95pk5,1,34.7,84.8,2025-05-24T20:54:34.596Z,2025-05-24T20:54:36Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5748005247,140,21.7,5748005249,141,75.6,5748005255,213,3.57,5748005245,56,Back,5748005251,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511497,351,1,1,47,40,b1rpb2ox52uxcmjrsnqd95pk5,1,21.7,75.6,2025-05-24T20:54:35.969Z,2025-05-24T20:54:42Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748005469,56,Back,5748005475,212,17.3,5748005473,141,55.5,5748005471,140,11.6,5748005477,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511519,352,1,1,47,46,b1rpb2ox52uxcmjrsnqd95pk5,0,11.5,54.6,2025-05-24T20:54:42.138Z,2025-05-24T20:54:44Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5748005573,140,51.4,5748005567,56,Center,5748005583,212,43.6,5748005577,141,37.0,5748005587,213,6.00,5748005589,1,,5748005561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511513,409,44,1,47,46,e3k8yw2rbmphyfu5htn4yi5jk,1,44.4,65.4,2025-05-24T20:54:42.916Z,2025-05-24T22:19:45Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748005739,233,353,5748005547,56,Back,5748005549,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511527,353,44,1,47,46,b1rpb2ox52uxcmjrsnqd95pk5,0,55.6,34.6,2025-05-24T20:54:42.917Z,2025-05-24T22:19:45Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5748005619,286,,5748005773,233,409,5748005617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511545,410,1,1,47,47,e3k8yw2rbmphyfu5htn4yi5jk,0,37.6,69.4,2025-05-24T20:54:43.237Z,2025-05-24T20:54:45Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748005713,140,58.5,5748005715,141,76.7,5748005711,56,Center,5748005717,212,22.5,5748005709,3,,5748005719,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511561,354,1,1,47,49,b1rpb2ox52uxcmjrsnqd95pk5,1,42.1,27.4,2025-05-24T20:54:45.650Z,2025-05-24T20:54:46Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5748005821,56,Center,5748005825,141,27.7,5748005823,140,54.0,5748005829,213,0.02,5748005827,212,12.5,5748005819,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511573,355,1,1,47,50,b1rpb2ox52uxcmjrsnqd95pk5,1,54.0,27.7,2025-05-24T20:54:46.634Z,2025-05-24T20:54:47Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5748005885,56,Center,5748005887,140,50.8,5748005893,213,3.51,5748005889,141,25.8,5748005891,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511637,356,1,1,47,51,b1rpb2ox52uxcmjrsnqd95pk5,1,50.8,25.8,2025-05-24T20:54:47.697Z,2025-05-24T20:54:53Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5748006185,212,20.1,5748006183,141,54.0,5748006181,140,56.4,5748006187,213,1.27,5748006179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511661,357,1,1,47,57,b1rpb2ox52uxcmjrsnqd95pk5,1,60.1,55.8,2025-05-24T20:54:53.362Z,2025-05-24T20:54:56Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5748006367,213,0.47,5748006359,56,Left,5748006369,1,,5748006365,212,37.8,5748006355,155,,5748006363,141,80.9,5748006361,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511677,358,1,1,47,59,b1rpb2ox52uxcmjrsnqd95pk5,0,92.2,80.9,2025-05-24T20:54:55.921Z,2025-05-24T20:54:57Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5748006423,56,Center,5748006425,140,88.0,5748006421,155,,5748006419,2,,5748006429,212,11.0,5748006431,213,4.30,5748006427,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511693,411,12,1,48,2,e3k8yw2rbmphyfu5htn4yi5jk,1,8.6,31.9,2025-05-24T20:54:58.324Z,2025-05-24T20:55:06Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748006511,213,6.17,5748006505,140,26.2,5748006503,56,Back,5748006509,212,18.6,5748006507,141,28.8,5748006519,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511711,359,1,1,48,4,b1rpb2ox52uxcmjrsnqd95pk5,1,78.9,68.4,2025-05-24T20:55:00.194Z,2025-05-24T20:56:00Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5748006637,141,68.1,5748006639,212,10.6,5748006635,140,89.0,5748006641,213,6.26,5748006633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511723,360,1,1,48,5,b1rpb2ox52uxcmjrsnqd95pk5,1,89.0,68.1,2025-05-24T20:55:01.289Z,2025-05-24T20:56:09Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5748006741,213,1.04,5748006735,140,90.6,5748006733,56,Center,5748006737,141,72.3,5748006739,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511737,361,1,1,48,9,b1rpb2ox52uxcmjrsnqd95pk5,0,90.6,72.3,2025-05-24T20:55:05.338Z,2025-05-24T20:56:12Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5748010067,233,412,5748010071,286,,5748006809,56,Center,5748006817,213,3.98,5748006815,212,3.8,5748006813,141,68.2,5748006805,2,,5748010065,236,,5748006811,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,
2818511745,412,12,1,48,9,e3k8yw2rbmphyfu5htn4yi5jk,1,7.9,15.6,2025-05-24T20:55:05.438Z,2025-05-24T20:56:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5748010039,185,,5748010083,233,361,5748006835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511767,362,61,1,48,13,b1rpb2ox52uxcmjrsnqd95pk5,0,87.4,65.7,2025-05-24T20:55:09.609Z,2025-05-24T20:56:29Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5748006935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511813,413,61,1,48,20,e3k8yw2rbmphyfu5htn4yi5jk,1,12.2,40.9,2025-05-24T20:55:16.565Z,2025-05-24T20:55:45Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5748008891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511823,414,12,1,48,20,e3k8yw2rbmphyfu5htn4yi5jk,1,10.5,47.0,2025-05-24T20:55:16.780Z,2025-05-24T20:56:01Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748009759,140,27.2,5748009761,141,57.5,5748009757,56,Back,5748009765,213,0.39,5748009763,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511831,363,30,1,48,21,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-24T20:55:17.786Z,2025-05-24T20:55:18Z,,,,,5748007295,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818511845,415,30,1,48,21,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-24T20:55:17.786Z,2025-05-24T20:55:19Z,,,,,5748007359,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518591,368,32,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-24T21:10:12.712Z,2025-05-24T21:10:15Z,,,,,5748048511,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518581,418,32,2,45,0,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-24T21:10:12.712Z,2025-05-24T21:10:12Z,,,,,5748048473,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518611,419,1,2,45,0,e3k8yw2rbmphyfu5htn4yi5jk,1,50.1,49.7,2025-05-24T21:10:12.713Z,2025-05-24T21:10:16Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5748048607,212,21.8,5748048609,213,2.84,5748048605,141,59.3,5748048603,140,30.3,5748048611,279,S,5748048601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518631,420,1,2,45,2,e3k8yw2rbmphyfu5htn4yi5jk,0,32.0,59.1,2025-05-24T21:10:15.001Z,2025-05-24T21:10:19Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5748048719,1,,5748048707,157,,5748048717,213,5.70,5748048709,56,Right,5748048713,141,18.2,5748048715,212,50.3,5748048711,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518639,421,44,2,45,5,e3k8yw2rbmphyfu5htn4yi5jk,1,71.8,16.4,2025-05-24T21:10:18.463Z,2025-05-24T22:19:45Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748060567,233,369,5748048765,56,Right,5748048767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518637,369,44,2,45,5,b1rpb2ox52uxcmjrsnqd95pk5,0,28.2,83.6,2025-05-24T21:10:18.464Z,2025-05-24T22:19:46Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748060593,233,421,5748048751,56,Back,5748048755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518651,370,43,2,45,6,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-24T21:10:18.889Z,2025-05-24T21:14:25Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748048853,3,0,5748048865,213,0.44,5748048863,212,8.6,5748048855,56,Back,5748048861,141,93.2,5748048857,140,35.8,5748060659,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518675,423,61,2,45,6,e3k8yw2rbmphyfu5htn4yi5jk,1,66.8,9.7,2025-05-24T21:10:18.986Z,2025-05-24T21:10:29Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748048989,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518681,371,5,2,45,9,b1rpb2ox52uxcmjrsnqd95pk5,1,40.2,101.8,2025-05-24T21:10:22.083Z,2025-05-24T22:20:29Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5748049201,233,422,5748049015,347,,5748049013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518671,422,5,2,45,9,e3k8yw2rbmphyfu5htn4yi5jk,0,59.8,-1.8,2025-05-24T21:10:22.083Z,2025-05-24T22:20:30Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5748049227,233,371,5748048975,347,,5748048973,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518793,372,1,2,45,29,b1rpb2ox52uxcmjrsnqd95pk5,1,37.4,100.0,2025-05-24T21:10:42.032Z,2025-05-24T21:10:45Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5748049801,56,Back,5748049799,107,,5748049803,140,34.2,5748049805,141,87.7,5748049809,213,4.36,5748049807,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518853,373,1,2,45,32,b1rpb2ox52uxcmjrsnqd95pk5,1,34.2,87.7,2025-05-24T21:10:45.072Z,2025-05-24T21:10:52Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5748050157,56,Back,5748050167,1,,5748050159,140,37.3,5748050165,213,4.81,5748050155,155,,5748050163,212,33.6,5748050161,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518891,374,1,2,45,39,b1rpb2ox52uxcmjrsnqd95pk5,0,49.8,25.6,2025-05-24T21:10:51.840Z,2025-05-24T21:22:58Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5748050407,1,,5748050395,140,84.8,5748050405,213,0.06,5748050403,212,36.8,5748050399,141,29.1,5748050385,155,,5748050391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518901,424,44,2,45,42,e3k8yw2rbmphyfu5htn4yi5jk,1,12.8,71.6,2025-05-24T21:10:55.023Z,2025-05-24T22:19:46Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748050477,285,,5748050527,233,375,5748050475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518893,375,44,2,45,42,b1rpb2ox52uxcmjrsnqd95pk5,0,87.2,28.4,2025-05-24T21:10:55.024Z,2025-05-24T22:19:47Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5748050417,286,,5748050543,233,424,5748050415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518903,425,12,2,45,42,e3k8yw2rbmphyfu5htn4yi5jk,1,8.7,72.6,2025-05-24T21:10:55.264Z,2025-05-24T22:28:18Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748050503,15,,5748050495,140,15.7,5748050501,213,5.41,5748050493,56,Back,5748050497,141,59.7,5748050499,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518923,426,12,2,45,47,e3k8yw2rbmphyfu5htn4yi5jk,1,12.0,67.0,2025-05-24T21:10:59.863Z,2025-05-24T21:11:02Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5748050611,140,44.5,5748050617,213,0.15,5748050609,56,Back,5748050615,212,34.5,5748050613,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518945,376,1,2,45,48,b1rpb2ox52uxcmjrsnqd95pk5,1,67.8,31.8,2025-05-24T21:11:00.920Z,2025-05-24T21:11:05Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5748050749,213,4.19,5748050747,212,17.3,5748050741,56,Right,5748050739,3,,5748050745,141,9.8,5748050743,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518951,377,1,2,45,52,b1rpb2ox52uxcmjrsnqd95pk5,1,58.5,9.1,2025-05-24T21:11:05.008Z,2025-05-24T21:11:06Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5748050787,56,Back,5748050795,213,3.05,5748050789,140,47.0,5748050793,212,12.1,5748050791,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518957,378,1,2,45,53,b1rpb2ox52uxcmjrsnqd95pk5,1,47.0,10.7,2025-05-24T21:11:06.447Z,2025-05-24T21:11:08Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5748050843,212,13.6,5748050839,140,59.3,5748050845,213,0.31,5748050841,141,16.8,5748050835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518963,379,1,2,45,55,b1rpb2ox52uxcmjrsnqd95pk5,1,59.3,16.8,2025-05-24T21:11:08.081Z,2025-05-24T21:11:09Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5748050923,213,5.53,5748050915,56,Right,5748050921,212,8.8,5748050919,141,8.0,5748050917,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518975,380,1,2,45,56,b1rpb2ox52uxcmjrsnqd95pk5,1,65.4,8.0,2025-05-24T21:11:09.239Z,2025-05-24T22:34:36Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5748050991,56,Right,5748050993,140,70.5,5748050995,141,13.2,5748050999,213,0.58,5748050997,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818518983,381,1,2,45,59,b1rpb2ox52uxcmjrsnqd95pk5,0,70.5,13.2,2025-05-24T21:11:11.799Z,2025-05-24T21:11:13Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5748051059,56,Right,5748051061,140,84.2,5748051067,213,6.20,5748051065,212,14.4,5748051063,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818519015,428,12,2,46,0,e3k8yw2rbmphyfu5htn4yi5jk,1,8.5,94.4,2025-05-24T21:11:12.944Z,2025-05-24T21:24:14Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5748051365,167,,5748051293,212,4.9,5748051281,56,Back,5748051295,213,1.37,5748051285,140,9.4,5748051291,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
