id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2800334405,382,1,2,47,0,5x54jbfk11lrsmipgsx7cdbai,1,45.4,100.0,2025-04-13T00:41:01.712Z,2025-04-13T00:41:04Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5647627905,141,90.8,5647627907,212,16.3,5647627903,140,31.5,5647627901,56,Back,5647627899,107,,5647627909,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334417,383,1,2,47,3,5x54jbfk11lrsmipgsx7cdbai,1,31.4,90.6,2025-04-13T00:41:04.512Z,2025-04-13T00:41:05Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647627981,212,9.1,5647627983,213,5.68,5647627977,140,38.5,5647627979,141,83.0,5647627975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334489,384,1,2,47,4,5x54jbfk11lrsmipgsx7cdbai,1,38.5,83.0,2025-04-13T00:41:05.216Z,2025-04-13T00:41:09Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647628369,140,21.7,5647628373,212,18.0,5647628371,141,77.8,5647628367,56,Back,5647628375,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334513,385,1,2,47,8,5x54jbfk11lrsmipgsx7cdbai,1,21.1,72.0,2025-04-13T00:41:09.248Z,2025-04-13T00:41:12Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647628571,140,20.6,5647628573,141,33.0,5647628577,213,4.69,5647628575,212,26.5,5647628569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334543,386,1,2,47,11,5x54jbfk11lrsmipgsx7cdbai,1,20.6,33.0,2025-04-13T00:41:12.239Z,2025-04-13T00:41:14Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647628737,140,28.1,5647628735,56,Back,5647628739,141,5.8,5647628743,213,5.11,5647628741,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334569,387,3,2,47,13,5x54jbfk11lrsmipgsx7cdbai,1,36.9,19.6,2025-04-13T00:41:14.784Z,2025-04-13T02:00:51Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5647628949,286,,5647628899,56,Back,5647628945,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334553,447,45,2,47,13,5qfq6cwtrgzd2szijivns7rjl,0,63.1,80.4,2025-04-13T00:41:14.784Z,2025-04-13T02:00:51Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5647628795,285,,5647628793,56,Left,5647628987,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334585,388,1,2,47,16,5x54jbfk11lrsmipgsx7cdbai,1,35.3,13.1,2025-04-13T00:41:17.695Z,2025-04-13T00:41:20Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5647629037,56,Back,5647629039,140,38.3,5647629045,213,1.30,5647629041,141,29.7,5647629043,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334583,448,83,2,47,18,5qfq6cwtrgzd2szijivns7rjl,0,55.5,56.6,2025-04-13T00:41:19.367Z,2025-04-13T00:41:25Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5647629327,399,87n7hmq7f1q1avazbmwmcg222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334599,389,1,2,47,18,5x54jbfk11lrsmipgsx7cdbai,1,38.3,29.7,2025-04-13T00:41:19.559Z,2025-04-13T00:41:22Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647629129,141,30.0,5647629131,212,10.0,5647629133,213,0.02,5647629127,140,47.8,5647629125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334611,390,1,2,47,20,5x54jbfk11lrsmipgsx7cdbai,1,47.8,30.0,2025-04-13T00:41:21.824Z,2025-04-13T00:41:22Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647629181,213,2.29,5647629177,141,47.8,5647629179,212,16.1,5647629173,56,Back,5647629175,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334617,391,1,2,47,21,5x54jbfk11lrsmipgsx7cdbai,1,37.7,47.8,2025-04-13T00:41:22.624Z,2025-04-13T00:41:24Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647629215,140,44.9,5647629221,213,0.50,5647629217,141,53.9,5647629219,212,8.6,5647629213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334633,392,1,2,47,22,5x54jbfk11lrsmipgsx7cdbai,1,44.9,53.9,2025-04-13T00:41:23.823Z,2025-04-13T00:41:24Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5647629309,140,30.6,5647629313,141,63.7,5647629317,213,2.72,5647629305,56,Back,5647629315,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334643,393,1,2,47,23,5x54jbfk11lrsmipgsx7cdbai,1,30.6,63.7,2025-04-13T00:41:24.823Z,2025-04-13T00:41:26Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647629409,56,Back,5647629415,212,20.1,5647629413,141,84.8,5647629417,213,0.80,5647629411,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334685,394,1,2,47,25,5x54jbfk11lrsmipgsx7cdbai,1,44.2,85.0,2025-04-13T00:41:26.359Z,2025-04-13T00:41:31Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647629675,212,18.5,5647629673,141,76.3,5647629677,213,5.96,5647629671,140,60.9,5647629669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334695,395,1,2,47,30,5x54jbfk11lrsmipgsx7cdbai,0,74.0,68.5,2025-04-13T00:41:31.663Z,2025-04-13T00:41:32Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5647629739,213,5.36,5647629737,212,16.1,5647629727,56,Center,5647629731,140,83.2,5647629735,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334823,449,12,2,47,31,5qfq6cwtrgzd2szijivns7rjl,1,15.4,36.4,2025-04-13T00:41:33.037Z,2025-04-13T00:41:45Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647630441,140,36.7,5647630443,141,33.1,5647630447,213,6.18,5647630445,212,22.5,5647630439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334739,396,1,2,47,34,5x54jbfk11lrsmipgsx7cdbai,1,70.0,50.9,2025-04-13T00:41:35.513Z,2025-04-13T00:41:37Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647629985,212,9.7,5647629981,140,65.2,5647629983,141,63.1,5647629987,213,2.12,5647629979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334797,397,1,2,47,36,5x54jbfk11lrsmipgsx7cdbai,1,64.9,67.6,2025-04-13T00:41:37.767Z,2025-04-13T00:41:42Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647630299,140,77.9,5647630303,212,19.3,5647630301,141,87.7,5647630297,56,Left,5647630305,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334837,398,1,2,47,41,5x54jbfk11lrsmipgsx7cdbai,1,80.5,85.6,2025-04-13T00:41:42.527Z,2025-04-13T00:41:46Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5647630521,213,4.58,5647630515,140,78.8,5647630519,212,13.6,5647630517,141,65.7,5647630513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334841,399,50,2,47,43,5x54jbfk11lrsmipgsx7cdbai,1,77.8,69.6,2025-04-13T00:41:44.916Z,2025-04-13T02:00:44Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647630543,286,,5647630635,233,450,5647630539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334855,450,7,2,47,43,5qfq6cwtrgzd2szijivns7rjl,1,22.2,30.4,2025-04-13T00:41:44.917Z,2025-04-13T02:00:44Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5647630591,56,Back,5647630593,285,,5647630629,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334867,451,1,2,47,46,5qfq6cwtrgzd2szijivns7rjl,1,19.3,12.9,2025-04-13T00:41:47.342Z,2025-04-13T00:41:48Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647630675,140,34.0,5647630681,213,0.07,5647630679,212,15.5,5647630673,56,Back,5647630677,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334873,452,50,2,47,46,5qfq6cwtrgzd2szijivns7rjl,1,29.6,16.4,2025-04-13T00:41:47.406Z,2025-04-13T00:41:55Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5647630799,285,,5647630801,233,400,5647630697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334879,400,7,2,47,46,5x54jbfk11lrsmipgsx7cdbai,1,70.4,83.6,2025-04-13T00:41:47.407Z,2025-04-13T00:41:53Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647630711,56,Left,5647630755,233,452,5647630715,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334935,401,1,2,47,48,5x54jbfk11lrsmipgsx7cdbai,1,76.2,69.7,2025-04-13T00:41:49.407Z,2025-04-13T00:41:54Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647631045,140,72.1,5647631051,213,2.50,5647631047,141,74.4,5647631049,212,5.4,5647631043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334937,402,1,2,47,49,5x54jbfk11lrsmipgsx7cdbai,1,72.1,74.4,2025-04-13T00:41:50.063Z,2025-04-13T00:41:54Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647631073,141,83.0,5647631077,213,2.41,5647631071,140,65.9,5647631075,212,8.8,5647631069,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334943,403,1,2,47,50,5x54jbfk11lrsmipgsx7cdbai,1,65.2,84.7,2025-04-13T00:41:52.032Z,2025-04-13T00:41:55Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647631113,212,25.4,5647631111,141,50.9,5647631107,56,Center,5647631115,213,4.27,5647631109,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800334999,404,1,2,47,54,5x54jbfk11lrsmipgsx7cdbai,1,56.1,46.7,2025-04-13T00:41:55.175Z,2025-04-13T00:42:02Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647631405,140,69.5,5647631403,56,Right,5647631411,213,5.24,5647631409,212,27.9,5647631407,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335021,405,1,2,48,1,5x54jbfk11lrsmipgsx7cdbai,1,70.9,9.4,2025-04-13T00:42:02.599Z,2025-04-13T00:42:04Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5647631523,141,9.5,5647631527,213,0.01,5647631521,140,80.1,5647631525,212,9.7,5647631519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335027,406,1,2,48,3,5x54jbfk11lrsmipgsx7cdbai,1,80.1,9.5,2025-04-13T00:42:04.759Z,2025-04-13T00:42:05Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647631569,140,67.8,5647631571,141,5.9,5647631573,212,13.1,5647631575,213,3.33,5647631567,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335049,407,1,2,48,4,5x54jbfk11lrsmipgsx7cdbai,1,67.8,5.9,2025-04-13T00:42:05.463Z,2025-04-13T00:42:07Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5647631677,213,2.90,5647631665,56,Back,5647631671,141,14.4,5647631667,140,45.9,5647631675,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335119,408,1,2,48,6,5x54jbfk11lrsmipgsx7cdbai,1,45.9,14.9,2025-04-13T00:42:07.174Z,2025-04-13T00:42:12Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647632059,213,2.27,5647632053,140,27.3,5647632057,212,30.4,5647632051,56,Back,5647632055,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335139,409,1,2,48,11,5x54jbfk11lrsmipgsx7cdbai,1,27.6,49.6,2025-04-13T00:42:12.353Z,2025-04-13T00:42:14Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647632169,140,36.2,5647632175,213,5.03,5647632167,56,Back,5647632171,141,9.7,5647632173,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335173,410,1,2,48,13,5x54jbfk11lrsmipgsx7cdbai,1,36.2,9.7,2025-04-13T00:42:14.806Z,2025-04-13T00:42:17Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647632339,141,34.3,5647632341,212,16.8,5647632343,213,1.66,5647632337,140,34.8,5647632335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335201,411,1,2,48,15,5x54jbfk11lrsmipgsx7cdbai,1,34.7,35.4,2025-04-13T00:42:17.023Z,2025-04-13T00:42:20Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647632475,56,Back,5647632479,141,11.0,5647632477,140,31.6,5647632483,213,4.52,5647632481,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335271,412,1,2,48,18,5x54jbfk11lrsmipgsx7cdbai,1,29.8,11.4,2025-04-13T00:42:19.966Z,2025-04-13T00:42:25Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647632845,56,Back,5647632851,212,31.4,5647632849,141,48.2,5647632847,140,11.7,5647632853,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335343,413,1,2,48,24,5x54jbfk11lrsmipgsx7cdbai,1,10.9,47.5,2025-04-13T00:42:25.350Z,2025-04-13T00:42:29Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647633229,213,5.31,5647633225,141,20.1,5647633223,140,23.0,5647633227,212,22.6,5647633221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335363,414,1,2,48,28,5x54jbfk11lrsmipgsx7cdbai,1,23.2,19.1,2025-04-13T00:42:29.463Z,2025-04-13T00:42:31Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647633337,140,34.6,5647633335,56,Back,5647633339,141,18.2,5647633343,213,6.23,5647633341,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335367,415,1,2,48,30,5x54jbfk11lrsmipgsx7cdbai,1,34.6,18.2,2025-04-13T00:42:31.126Z,2025-04-13T00:42:32Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647633371,56,Back,5647633379,213,1.94,5647633373,140,30.9,5647633377,212,10.7,5647633375,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335399,416,1,2,48,30,5x54jbfk11lrsmipgsx7cdbai,1,30.9,32.8,2025-04-13T00:42:32.047Z,2025-04-13T00:42:34Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647633541,213,0.62,5647633539,212,21.2,5647633535,140,47.3,5647633533,56,Back,5647633537,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335473,417,1,2,48,33,5x54jbfk11lrsmipgsx7cdbai,1,49.6,54.5,2025-04-13T00:42:34.294Z,2025-04-13T00:42:40Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5647633971,56,Center,5647633981,1,,5647633979,213,0.50,5647633977,212,32.5,5647633973,140,76.8,5647633975,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335491,418,1,2,48,38,5x54jbfk11lrsmipgsx7cdbai,0,78.0,64.5,2025-04-13T00:42:40.007Z,2025-04-13T00:42:41Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647634071,141,38.6,5647634073,212,20.6,5647634075,213,5.25,5647634067,56,Center,5647634069,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335589,453,1,2,48,45,5qfq6cwtrgzd2szijivns7rjl,1,6.9,85.6,2025-04-13T00:42:46.564Z,2025-04-13T00:42:49Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647634567,157,,5647634575,212,13.2,5647634577,213,0.24,5647634573,141,90.2,5647634571,140,19.1,5647634569,56,Back,5647634579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335587,419,83,2,48,48,5x54jbfk11lrsmipgsx7cdbai,0,76.8,9.2,2025-04-13T00:42:49.271Z,2025-04-13T00:42:55Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647634919,399,7ao58e6608lb8eu3dmk17jisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335621,455,1,2,48,49,5qfq6cwtrgzd2szijivns7rjl,1,21.4,89.0,2025-04-13T00:42:50.846Z,2025-04-13T00:42:52Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5647634717,141,83.0,5647634719,212,4.5,5647634713,56,Back,5647634721,213,5.17,5647634715,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335653,456,1,2,48,50,5qfq6cwtrgzd2szijivns7rjl,1,23.5,82.9,2025-04-13T00:42:51.828Z,2025-04-13T00:42:54Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647634881,56,Back,5647634883,140,29.3,5647634889,213,0.79,5647634887,212,8.7,5647634885,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335719,457,4,2,48,55,5qfq6cwtrgzd2szijivns7rjl,1,31.0,91.7,2025-04-13T00:42:56.300Z,2025-04-13T02:00:28Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5647635661,233,420,5647635335,13,,5647849561,295,,5647635337,56,Back,5647635339,152,,5647635345,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335745,420,4,2,48,55,5x54jbfk11lrsmipgsx7cdbai,0,69.0,8.3,2025-04-13T00:42:56.301Z,2025-04-13T00:43:25Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5647635641,295,,5647635693,233,457,5647635647,286,,5647635643,56,Right,5647635645,152,,5647635639,13,,5647635989,55,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335813,421,17,2,48,57,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-13T00:42:58.430Z,2025-04-13T00:43:29Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5647635973,393,,5647635977,55,420,5647635971,31,,5647635975,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336225,458,1,2,49,29,5qfq6cwtrgzd2szijivns7rjl,1,34.0,88.0,2025-04-13T00:43:31.035Z,2025-04-13T00:43:38Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647638009,152,,5647638019,213,4.50,5647638015,141,73.2,5647638011,56,Back,5647638007,5,,5647638017,212,10.3,5647638013,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336263,459,1,2,49,37,5qfq6cwtrgzd2szijivns7rjl,1,26.4,64.8,2025-04-13T00:43:38.268Z,2025-04-13T00:43:40Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647638199,212,18.7,5647638201,213,4.61,5647638193,56,Back,5647638197,141,37.4,5647638195,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336319,460,1,2,49,39,5qfq6cwtrgzd2szijivns7rjl,1,24.3,34.5,2025-04-13T00:43:40.740Z,2025-04-13T00:43:44Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647638509,140,29.0,5647638511,141,15.5,5647638507,56,Back,5647638513,212,13.8,5647638515,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336333,461,1,2,49,43,5qfq6cwtrgzd2szijivns7rjl,0,27.5,12.2,2025-04-13T00:43:44.260Z,2025-04-13T00:43:45Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647638595,140,63.1,5647638605,213,0.13,5647638601,212,37.7,5647638591,155,,5647638597,141,19.2,5647638593,56,Right,5647638609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336377,422,1,2,49,46,5x54jbfk11lrsmipgsx7cdbai,0,34.9,88.9,2025-04-13T00:43:47.350Z,2025-04-13T00:43:48Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647638845,213,0.55,5647638839,140,47.8,5647638841,141,100.0,5647638847,1,,5647638843,212,15.9,5647638837,56,Back,5647638835,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336379,423,5,2,49,47,5x54jbfk11lrsmipgsx7cdbai,0,46.4,101.5,2025-04-13T00:43:48.182Z,2025-04-13T02:01:20Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647638865,347,,5647638863,56,Back,5647639075,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336409,462,5,2,49,47,5qfq6cwtrgzd2szijivns7rjl,1,53.6,-1.5,2025-04-13T00:43:48.182Z,2025-04-13T02:01:19Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647639005,56,Right,5647639053,233,423,5647639007,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336435,463,1,2,49,49,5qfq6cwtrgzd2szijivns7rjl,1,56.0,0.0,2025-04-13T00:43:50.092Z,2025-04-13T00:43:53Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647639239,140,35.8,5647639245,213,2.53,5647639241,141,20.0,5647639243,212,26.0,5647639237,56,Back,5647639235,107,,5647639249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336531,464,1,2,49,52,5qfq6cwtrgzd2szijivns7rjl,1,35.2,23.4,2025-04-13T00:43:53.363Z,2025-04-13T00:44:00Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647639729,213,1.73,5647639725,141,69.7,5647639727,212,31.9,5647639723,140,30.5,5647639721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336587,465,1,2,49,59,5qfq6cwtrgzd2szijivns7rjl,1,35.9,70.5,2025-04-13T00:44:00.308Z,2025-04-13T00:44:05Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647640071,213,0.40,5647640065,140,53.5,5647640069,212,20.1,5647640067,141,82.0,5647640063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336595,466,3,2,50,3,5qfq6cwtrgzd2szijivns7rjl,0,60.0,86.6,2025-04-13T00:44:04.835Z,2025-04-13T00:44:12Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647640139,286,,5647640135,56,Left,5647640337,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336621,424,7,2,50,3,5x54jbfk11lrsmipgsx7cdbai,1,40.0,13.4,2025-04-13T00:44:04.836Z,2025-04-13T00:44:11Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647640277,233,466,5647640249,285,,5647640247,56,Back,5647640245,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336691,425,5,2,50,5,5x54jbfk11lrsmipgsx7cdbai,0,41.1,-1.2,2025-04-13T00:44:06.630Z,2025-04-13T02:01:20Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647641229,233,467,5647640621,347,,5647640619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336797,467,5,2,50,5,5qfq6cwtrgzd2szijivns7rjl,1,58.9,101.2,2025-04-13T00:44:06.630Z,2025-04-13T02:01:20Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647641189,347,,5647641205,233,425,5647641185,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336833,468,1,2,50,15,5qfq6cwtrgzd2szijivns7rjl,1,50.5,100.0,2025-04-13T00:44:16.627Z,2025-04-13T00:44:19Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647641369,56,Left,5647641377,213,4.97,5647641373,141,85.1,5647641371,140,53.2,5647641367,107,,5647641375,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
