id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/8/value,qualifier/14/value
2822736301,430,5,2,51,41,aj8ytsr2ap33tod0hd8ofzaw9,0,101.0,75.6,2025-06-15T01:49:46.499Z,2025-06-15T02:48:55Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771649847,233,482,5771649141,56,Center,5771649143,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736407,482,5,2,51,41,2iwybwokic7nmr1t33abdbjoq,1,-1.0,24.4,2025-06-15T01:49:46.499Z,2025-06-15T02:48:54Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771649779,56,Back,5771649837,233,430,5771649781,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736543,483,1,2,52,5,2iwybwokic7nmr1t33abdbjoq,1,4.5,43.3,2025-06-15T01:50:10.484Z,2025-06-15T01:50:11Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771650617,213,1.64,5771650613,141,54.9,5771650615,212,7.9,5771650621,237,,5771650609,56,Back,5771650607,124,,5771650611,140,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736575,484,1,2,52,5,2iwybwokic7nmr1t33abdbjoq,1,4.0,54.9,2025-06-15T01:50:11.293Z,2025-06-15T03:09:54Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771650779,213,5.55,5771650771,56,Back,5771650777,212,8.6,5771650773,140,10.1,5771650775,141,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736617,485,1,2,52,8,2iwybwokic7nmr1t33abdbjoq,0,10.1,46.5,2025-06-15T01:50:13.943Z,2025-06-15T01:53:24Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771650989,140,18.7,5771650995,213,0.46,5771650987,56,Back,5771650991,141,53.0,5771650993,212,10.1,5771650985,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822739001,468,1,2,52,10,aj8ytsr2ap33tod0hd8ofzaw9,0,70.2,53.8,2025-06-15T01:50:15.796Z,2025-06-15T01:55:18Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771666285,56,Center,5771666291,212,7.3,5771666287,140,74.9,5771666283,3,,5771666293,213,0.83,5771666289,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736625,486,1,2,52,11,2iwybwokic7nmr1t33abdbjoq,0,27.6,48.7,2025-06-15T01:50:16.887Z,2025-06-15T01:54:10Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771663013,140,31.3,5771663017,212,8.1,5771663015,141,38.3,5771663019,213,5.21,5771651045,56,Back,5771663011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736657,431,1,2,52,12,aj8ytsr2ap33tod0hd8ofzaw9,1,64.0,44.8,2025-06-15T01:50:17.828Z,2025-06-15T02:48:34Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771651195,212,19.4,5771651191,140,65.9,5771651197,213,1.47,5771651193,141,73.2,5771651189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736665,432,61,2,52,13,aj8ytsr2ap33tod0hd8ofzaw9,0,65.9,73.2,2025-06-15T01:50:19.309Z,2025-06-15T02:48:33Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5771651227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736723,489,1,2,52,18,2iwybwokic7nmr1t33abdbjoq,1,37.6,24.5,2025-06-15T01:50:23.524Z,2025-06-15T01:50:25Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771651557,140,47.3,5771651561,212,11.2,5771651555,56,Back,5771651559,141,17.6,5771651563,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736795,490,1,2,52,20,2iwybwokic7nmr1t33abdbjoq,1,47.3,17.6,2025-06-15T01:50:25.861Z,2025-06-15T01:50:30Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771651947,213,0.70,5771651941,140,60.2,5771651943,141,34.5,5771651939,56,Center,5771651945,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736835,491,1,2,52,24,2iwybwokic7nmr1t33abdbjoq,1,68.8,53.6,2025-06-15T01:50:30.029Z,2025-06-15T01:50:33Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771652089,141,51.5,5771652087,140,79.9,5771652085,56,Center,5771652093,213,6.16,5771652091,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736841,492,1,2,52,25,2iwybwokic7nmr1t33abdbjoq,0,79.9,51.5,2025-06-15T01:50:30.452Z,2025-06-15T03:10:49Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771652129,213,3.68,5771652179,156,,5771652125,141,47.7,5771652127,212,5.0,5771652121,56,Center,5771652123,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736831,433,8,2,52,27,aj8ytsr2ap33tod0hd8ofzaw9,1,16.6,50.1,2025-06-15T01:50:33.253Z,2025-06-15T01:50:33Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5771652075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736889,435,1,2,52,30,aj8ytsr2ap33tod0hd8ofzaw9,1,26.2,60.9,2025-06-15T01:50:36.012Z,2025-06-15T01:50:38Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771652373,212,20.8,5771652375,213,5.17,5771652367,56,Back,5771652371,141,33.4,5771652369,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736899,436,1,2,52,33,aj8ytsr2ap33tod0hd8ofzaw9,0,40.9,38.9,2025-06-15T01:50:38.725Z,2025-06-15T01:50:39Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771652437,56,Center,5771652445,213,0.03,5771652439,140,59.4,5771652443,212,19.4,5771652441,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736913,493,8,2,52,35,2iwybwokic7nmr1t33abdbjoq,1,36.0,66.7,2025-06-15T01:50:41.269Z,2025-06-15T01:50:41Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771652515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736935,437,3,2,52,37,aj8ytsr2ap33tod0hd8ofzaw9,0,82.0,29.6,2025-06-15T01:50:43.229Z,2025-06-15T02:48:32Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5771652623,56,Center,5771652625,286,,5771652797,233,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736953,494,7,2,52,37,2iwybwokic7nmr1t33abdbjoq,1,18.0,70.4,2025-06-15T01:50:43.230Z,2025-06-15T02:48:32Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771652719,285,,5771652775,233,437,5771652717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736973,496,1,2,52,40,2iwybwokic7nmr1t33abdbjoq,1,17.0,82.1,2025-06-15T01:50:45.778Z,2025-06-15T01:50:47Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771652829,141,82.3,5771652825,56,Back,5771652833,213,0.02,5771652831,212,6.8,5771652827,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737021,497,1,2,52,42,2iwybwokic7nmr1t33abdbjoq,1,23.5,82.3,2025-06-15T01:50:47.532Z,2025-06-15T01:50:52Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5771653097,213,4.32,5771653091,140,19.2,5771653093,141,66.4,5771653095,212,11.7,5771653089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737029,498,4,2,52,46,2iwybwokic7nmr1t33abdbjoq,1,22.0,64.4,2025-06-15T01:50:51.915Z,2025-06-15T01:50:56Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771653185,152,,5771653203,233,438,5771653183,56,Back,5771653187,265,,5771653181,13,,5771653189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737015,438,4,2,52,46,aj8ytsr2ap33tod0hd8ofzaw9,0,78.0,35.6,2025-06-15T01:50:51.916Z,2025-06-15T01:50:57Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771653171,13,,5771653179,286,,5771653233,233,498,5771653175,152,,5771653177,265,,5771653173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737353,500,1,2,53,10,2iwybwokic7nmr1t33abdbjoq,1,10.7,50.3,2025-06-15T01:51:16.309Z,2025-06-15T01:51:20Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771654887,5,,5771654891,56,Back,5771654899,213,5.45,5771654895,141,27.3,5771654897,212,21.1,5771654893,140,24.2,5771654889,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737391,501,1,2,53,15,2iwybwokic7nmr1t33abdbjoq,0,36.0,14.4,2025-06-15T01:51:20.446Z,2025-06-15T01:51:23Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771655071,212,46.6,5771655069,141,60.8,5771655065,56,Center,5771655063,155,,5771655067,140,68.6,5771655073,213,0.74,5771655075,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737429,440,1,2,53,19,aj8ytsr2ap33tod0hd8ofzaw9,1,19.4,30.9,2025-06-15T01:51:24.380Z,2025-06-15T01:51:27Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771655257,3,,5771655261,140,33.3,5771655259,56,Back,5771655265,212,17.0,5771655267,213,5.74,5771655263,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737501,442,1,2,53,24,aj8ytsr2ap33tod0hd8ofzaw9,1,37.2,10.9,2025-06-15T01:51:30.326Z,2025-06-15T01:51:34Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5771655573,1,,5771655565,140,92.9,5771655567,141,18.5,5771655563,56,Right,5771655571,213,0.09,5771655569,212,58.7,5771655561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737549,443,1,2,53,28,aj8ytsr2ap33tod0hd8ofzaw9,1,92.9,18.5,2025-06-15T01:51:33.950Z,2025-06-15T01:51:50Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,1.0,,5771656327,154,,5771655841,213,1.53,5771656325,210,15,5771655839,212,26.8,5771655831,155,,5771655829,2,,5771655835,140,94.0,5771655837,141,57.9,5771655833,56,,,,,,,,,,,,,,,,,,,,,,,,Center,
2822737553,444,15,2,53,33,aj8ytsr2ap33tod0hd8ofzaw9,1,94.0,57.9,2025-06-15T01:51:39.340Z,2025-06-15T02:51:18Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5771656395,233,502,5771656361,147,52.5,5771656357,328,,5771655871,56,Center,5771656347,55,443,5771656351,102,52.9,5771656341,76,,5771656359,146,99.0,5771656077,72,5771656353,103,5771655869,17,5771656355,214,,5771656343,29,5771804307,23,,5771656345,154,,,,,,2.5,,,,,
2822737567,502,10,2,53,34,2iwybwokic7nmr1t33abdbjoq,1,0.9,47.4,2025-06-15T01:51:39.440Z,2025-06-15T01:51:51Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771656403,233,444,5771655947,178,,5771655949,182,,5771656003,177,,5771655951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737681,505,1,2,53,47,2iwybwokic7nmr1t33abdbjoq,1,8.7,58.2,2025-06-15T01:51:52.805Z,2025-06-15T01:51:54Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771656607,1,,5771656603,212,44.7,5771656605,213,0.67,5771656599,140,42.0,5771656595,155,,5771656601,141,99.1,5771656597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737713,506,1,2,53,49,2iwybwokic7nmr1t33abdbjoq,1,42.0,99.1,2025-06-15T01:51:54.644Z,2025-06-15T01:51:58Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771656767,213,4.89,5771656763,141,80.5,5771656765,212,12.9,5771656759,56,Back,5771656761,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737717,445,45,2,53,52,aj8ytsr2ap33tod0hd8ofzaw9,0,46.0,29.8,2025-06-15T01:51:58.310Z,2025-06-15T02:48:40Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5771656775,285,,5771656841,233,507,5771656773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737721,507,3,2,53,52,2iwybwokic7nmr1t33abdbjoq,1,54.0,70.2,2025-06-15T01:51:58.310Z,2025-06-15T02:48:39Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771656787,286,,5771656821,233,445,5771656785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737739,508,1,2,53,53,2iwybwokic7nmr1t33abdbjoq,0,48.7,70.5,2025-06-15T01:51:58.900Z,2025-06-15T01:52:00Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771656877,56,Center,5771656883,212,21.7,5771656881,141,42.0,5771656885,213,5.18,5771656879,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737745,446,8,2,53,55,aj8ytsr2ap33tod0hd8ofzaw9,1,42.6,65.5,2025-06-15T01:52:00.972Z,2025-06-15T01:52:01Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5771656915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737779,447,50,2,53,59,aj8ytsr2ap33tod0hd8ofzaw9,1,38.3,82.6,2025-06-15T01:52:04.510Z,2025-06-15T02:48:33Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771657281,233,509,5771657123,56,Back,5771657125,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737799,509,7,2,53,59,2iwybwokic7nmr1t33abdbjoq,1,61.7,17.4,2025-06-15T01:52:04.511Z,2025-06-15T02:48:33Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771657231,56,Right,5771657233,285,,5771657253,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737815,510,1,2,54,0,2iwybwokic7nmr1t33abdbjoq,1,52.3,22.0,2025-06-15T01:52:05.988Z,2025-06-15T01:52:07Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5771657321,213,6.23,5771657315,140,66.3,5771657317,141,20.9,5771657313,56,Right,5771657319,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737839,511,1,2,54,1,2iwybwokic7nmr1t33abdbjoq,1,66.6,21.2,2025-06-15T01:52:07.029Z,2025-06-15T01:52:08Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5771657419,213,1.40,5771657411,56,Center,5771657415,141,33.8,5771657417,212,8.7,5771657413,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737845,512,1,2,54,3,2iwybwokic7nmr1t33abdbjoq,1,68.0,33.8,2025-06-15T01:52:08.588Z,2025-06-15T03:09:26Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771657451,141,35.9,5771657449,140,65.5,5771657497,156,,5771657447,56,Center,5771657453,212,3.0,5771657455,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737863,513,1,2,54,4,2iwybwokic7nmr1t33abdbjoq,0,65.5,35.9,2025-06-15T01:52:09.900Z,2025-06-15T02:01:19Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5771657531,213,1.25,5771657525,140,73.4,5771682091,155,,5771657527,141,72.6,5771657523,56,Center,5771657529,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737905,449,1,2,54,6,aj8ytsr2ap33tod0hd8ofzaw9,1,26.1,33.6,2025-06-15T01:52:12.252Z,2025-06-15T01:52:18Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771657845,140,35.8,5771657843,56,Back,5771657847,141,23.3,5771657851,213,5.68,5771657849,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822737915,450,1,2,54,12,aj8ytsr2ap33tod0hd8ofzaw9,0,65.5,27.0,2025-06-15T01:52:18.213Z,2025-06-15T01:52:20Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771657901,213,0.15,5771657897,141,33.6,5771657893,56,Center,5771657895,140,93.9,5771657899,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738111,516,1,2,54,35,2iwybwokic7nmr1t33abdbjoq,1,11.8,60.6,2025-06-15T01:52:40.397Z,2025-06-15T01:52:45Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771659105,212,14.8,5771659103,141,82.4,5771659107,213,1.54,5771659101,140,12.3,5771659099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738141,517,1,2,54,40,2iwybwokic7nmr1t33abdbjoq,1,13.6,79.9,2025-06-15T01:52:45.604Z,2025-06-15T01:52:48Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771659273,212,15.3,5771659275,213,5.46,5771659267,56,Back,5771659271,141,63.3,5771659269,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738163,518,1,2,54,43,2iwybwokic7nmr1t33abdbjoq,0,23.5,63.3,2025-06-15T01:52:48.781Z,2025-06-15T01:52:51Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5771659375,140,24.1,5771659373,56,Back,5771659377,141,100.0,5771659381,213,1.55,5771659379,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738193,451,5,2,54,45,aj8ytsr2ap33tod0hd8ofzaw9,1,75.5,-1.7,2025-06-15T01:52:51.036Z,2025-06-15T02:48:55Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771659499,347,,5771659497,56,Right,5771659517,233,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738169,519,5,2,54,45,2iwybwokic7nmr1t33abdbjoq,0,24.5,101.7,2025-06-15T01:52:51.036Z,2025-06-15T02:48:55Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5771659537,233,451,5771659403,347,,5771659401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738213,452,1,2,54,49,aj8ytsr2ap33tod0hd8ofzaw9,1,75.0,0.0,2025-06-15T01:52:54.748Z,2025-06-15T01:52:56Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771659609,140,67.4,5771659615,213,2.10,5771659613,212,15.7,5771659611,141,17.9,5771659607,56,Right,5771659605,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738221,453,1,2,54,50,aj8ytsr2ap33tod0hd8ofzaw9,1,67.4,17.9,2025-06-15T01:52:55.677Z,2025-06-15T01:52:57Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5771659667,213,4.96,5771659663,141,5.2,5771659665,212,8.9,5771659659,56,Right,5771659661,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738233,454,1,2,54,51,aj8ytsr2ap33tod0hd8ofzaw9,1,69.6,5.2,2025-06-15T01:52:57.259Z,2025-06-15T01:52:59Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771659761,212,10.1,5771659757,140,60.0,5771659755,56,Right,5771659763,213,3.06,5771659759,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738273,455,1,2,54,53,aj8ytsr2ap33tod0hd8ofzaw9,1,60.0,6.4,2025-06-15T01:52:59.067Z,2025-06-15T01:53:02Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771659979,141,14.9,5771659983,213,2.53,5771659981,212,10.0,5771659977,140,52.2,5771659975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738283,456,1,2,54,56,aj8ytsr2ap33tod0hd8ofzaw9,0,52.2,14.9,2025-06-15T01:53:02.139Z,2025-06-15T01:53:02Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771660029,213,0.98,5771660027,212,13.9,5771660023,140,59.6,5771660021,56,Center,5771660025,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738305,520,8,2,54,59,2iwybwokic7nmr1t33abdbjoq,1,40.8,66.7,2025-06-15T01:53:04.877Z,2025-06-15T02:49:42Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771660145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738333,457,15,2,55,0,aj8ytsr2ap33tod0hd8ofzaw9,1,75.9,62.4,2025-06-15T01:53:06.292Z,2025-06-15T03:37:01Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5771660735,215,,5771660733,103,3.2,5771660741,147,51.3,5771660739,146,97.5,5771660449,72,,5771660731,102,52.5,5771660729,76,,5771660321,22,,5771660791,233,5771660737,458,5771660323,18,5771660325,56,Center,,,,,,,,,,,,,,,,,521,
2822738345,521,10,2,55,1,2iwybwokic7nmr1t33abdbjoq,1,4.8,50.8,2025-06-15T01:53:06.392Z,2025-06-15T01:53:15Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771660367,178,,5771660371,56,Back,5771660453,177,,5771660369,182,,5771660801,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738471,524,1,2,55,16,2iwybwokic7nmr1t33abdbjoq,1,5.3,50.6,2025-06-15T01:53:22.221Z,2025-06-15T01:53:23Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771661209,212,16.0,5771661205,140,19.1,5771661203,56,Back,5771661207,141,60.6,5771661211,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738491,525,1,2,55,18,2iwybwokic7nmr1t33abdbjoq,1,14.1,60.9,2025-06-15T01:53:23.532Z,2025-06-15T01:53:25Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771661335,141,73.8,5771661337,212,11.4,5771661331,56,Back,5771661333,140,7.2,5771661339,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738523,526,1,2,55,19,2iwybwokic7nmr1t33abdbjoq,1,7.2,73.8,2025-06-15T01:53:25.340Z,2025-06-15T01:53:28Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771661485,140,31.9,5771661491,213,0.04,5771661483,56,Back,5771661487,141,75.3,5771661489,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738549,527,1,2,55,22,2iwybwokic7nmr1t33abdbjoq,1,32.8,77.6,2025-06-15T01:53:28.180Z,2025-06-15T01:53:33Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771661697,56,Back,5771661705,213,0.13,5771661703,212,6.2,5771661701,141,78.8,5771661699,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738569,528,1,2,55,27,2iwybwokic7nmr1t33abdbjoq,1,35.3,77.4,2025-06-15T01:53:32.932Z,2025-06-15T01:53:34Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771661805,212,13.9,5771661799,56,Back,5771661801,140,22.3,5771661807,213,3.32,5771661803,141,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738593,529,1,2,55,29,2iwybwokic7nmr1t33abdbjoq,1,22.3,73.7,2025-06-15T01:53:34.579Z,2025-06-15T01:53:38Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771661989,56,Back,5771661995,212,17.9,5771661991,140,21.4,5771661997,213,4.66,5771661993,141,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738607,530,1,2,55,32,2iwybwokic7nmr1t33abdbjoq,1,26.5,42.0,2025-06-15T01:53:37.844Z,2025-06-15T01:53:39Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771662061,141,45.5,5771662057,56,Back,5771662059,140,28.9,5771662065,213,0.76,5771662063,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738647,531,1,2,55,33,2iwybwokic7nmr1t33abdbjoq,1,29.5,43.0,2025-06-15T01:53:39.372Z,2025-06-15T01:53:42Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5771662281,212,26.3,5771662275,56,Back,5771662277,140,38.6,5771662283,213,5.08,5771662279,141,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738671,532,1,2,55,37,2iwybwokic7nmr1t33abdbjoq,1,38.6,6.9,2025-06-15T01:53:42.565Z,2025-06-15T01:53:44Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5771662437,212,9.1,5771662433,140,32.6,5771662431,56,Back,5771662435,141,16.6,5771662439,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738705,533,1,2,55,39,2iwybwokic7nmr1t33abdbjoq,1,32.9,17.4,2025-06-15T01:53:44.676Z,2025-06-15T01:53:49Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771662635,212,18.3,5771662631,140,26.9,5771662637,213,1.92,5771662633,141,42.6,5771662629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822738747,534,1,2,55,43,2iwybwokic7nmr1t33abdbjoq,0,31.5,48.0,2025-06-15T01:53:48.910Z,2025-06-15T01:53:52Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771662865,140,66.2,5771662867,141,91.4,5771662863,56,Left,5771662873,1,,5771662861,155,,5771662871,213,0.68,5771662869,212,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
