id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2813122307,345,15,1,40,26,83cpn99fh7ulkwe8nezy8a3mx,1,76.0,41.9,2025-05-11T00:17:01.433Z,2025-05-11T02:15:48Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,5718204877,82,,5718205181,146,99.1,5718201753,56,Center,5718646519,72,,5718646527,100,,5718205173,55,344,5718205183,147,51.6,5718205221,233,338,5718205179,103,5718201751,18,5718205171,154,,5718205187,231,47.3,5718646521,76,19,,5718205185,230,98.5,,5718201749,22,,5718205169,29,5718205177,102,52.0,
2813122297,338,10,1,40,26,224tl8u2smnbyliroayk69nt0,1,15.9,63.9,2025-05-11T00:17:01.533Z,2025-05-11T00:17:48Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718205233,233,345,5718201681,94,,5718201683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122311,339,12,1,40,27,224tl8u2smnbyliroayk69nt0,1,19.3,43.0,2025-05-11T00:17:02.809Z,2025-05-11T00:30:43Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718201811,15,,5718201791,141,58.5,5718201787,56,Back,5718201793,212,14.4,5718201795,213,0.82,5718201789,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122335,340,1,1,40,29,224tl8u2smnbyliroayk69nt0,0,28.7,58.5,2025-05-11T00:17:04.672Z,2025-05-11T00:17:05Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718201957,140,48.0,5718201953,157,,5718201955,56,Back,5718201959,141,46.4,5718201963,213,5.90,5718201961,212,21.9,5718201965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122419,346,1,1,40,36,83cpn99fh7ulkwe8nezy8a3mx,1,40.5,59.7,2025-05-11T00:17:11.674Z,2025-05-11T00:17:13Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718202549,212,24.7,5718202551,213,5.22,5718202545,140,51.9,5718202547,141,28.0,5718202543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122529,347,1,1,40,38,83cpn99fh7ulkwe8nezy8a3mx,1,51.9,28.0,2025-05-11T00:17:13.634Z,2025-05-11T00:26:04Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,1.0,5718203149,141,52.1,5718203151,212,22.4,5718203153,213,0.82,5718205821,154,,5718205819,210,15,5718203145,56,Center,5718203147,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122537,348,15,1,40,45,83cpn99fh7ulkwe8nezy8a3mx,1,76.3,64.8,2025-05-11T00:17:20.754Z,2025-05-11T02:16:27Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718205907,233,341,5718205899,147,52.3,5718205889,55,347,5718205897,146,99.0,5718205887,154,,5718203197,56,Center,5718205883,78,,5718205893,102,50.3,5718205895,103,5718205465,20,5718205885,29,,5718203193,22,,5718203195,18,8.9,,,,,,,,,,,,,,
2813122581,341,10,1,40,45,224tl8u2smnbyliroayk69nt0,1,2.8,47.9,2025-05-11T00:17:20.854Z,2025-05-11T02:03:04Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718205951,233,348,5718203427,56,Back,5718203421,173,,5718203423,178,,5718203425,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122645,342,1,1,40,51,224tl8u2smnbyliroayk69nt0,1,7.2,83.3,2025-05-11T00:17:26.391Z,2025-05-11T00:30:45Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718203765,213,6.14,5718203763,212,21.6,5718203767,1,,5718203761,141,78.8,5718203759,140,27.6,5718203755,157,,5718203757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122647,343,4,1,40,53,224tl8u2smnbyliroayk69nt0,1,24.8,83.3,2025-05-11T00:17:28.622Z,2025-05-11T01:51:15Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718203813,285,,5718203809,152,,5718203811,265,,5718203805,13,,5718203807,56,Back,5718204017,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122667,349,4,1,40,53,83cpn99fh7ulkwe8nezy8a3mx,0,75.2,16.7,2025-05-11T00:17:28.623Z,2025-05-11T01:51:15Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718203971,286,,5718204049,233,343,5718203959,13,,5718203961,56,Right,5718203967,265,,5718203963,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122709,344,1,1,40,56,224tl8u2smnbyliroayk69nt0,1,30.1,85.0,2025-05-11T00:17:32.134Z,2025-05-11T00:30:03Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718204175,213,4.02,5718204173,212,9.8,5718204169,140,24.1,5718204171,141,73.9,5718249651,189,,5718204165,152,,5718204163,5,,5718204167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122991,345,43,1,41,17,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-11T00:17:52.886Z,2025-05-11T00:29:16Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718205715,56,Back,5718250435,144,1,5718205731,212,26.9,5718205733,213,5.01,5718205727,141,48.1,5718205721,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123019,346,1,1,41,18,224tl8u2smnbyliroayk69nt0,1,31.1,48.1,2025-05-11T00:17:53.806Z,2025-05-11T00:17:55Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718205863,213,5.16,5718205849,56,Back,5718205859,212,28.5,5718205855,140,42.9,5718205857,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123043,347,1,1,41,19,224tl8u2smnbyliroayk69nt0,1,42.9,10.4,2025-05-11T00:17:55.142Z,2025-05-11T00:17:56Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718205961,56,Back,5718205963,140,33.8,5718205965,141,25.9,5718205973,213,2.31,5718205969,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123059,348,1,1,41,20,224tl8u2smnbyliroayk69nt0,1,33.9,25.9,2025-05-11T00:17:56.062Z,2025-05-11T00:17:57Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718206059,56,Back,5718206065,212,21.4,5718206067,213,1.97,5718206063,141,54.9,5718206061,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123073,349,1,1,41,22,224tl8u2smnbyliroayk69nt0,1,26.0,54.9,2025-05-11T00:17:57.670Z,2025-05-11T00:17:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718206119,213,1.08,5718206115,141,80.6,5718206113,140,34.8,5718206117,212,19.8,5718206111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123093,350,1,1,41,23,224tl8u2smnbyliroayk69nt0,1,34.8,81.5,2025-05-11T00:17:58.495Z,2025-05-11T00:18:00Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718206237,213,4.06,5718206233,141,64.2,5718206231,140,26.2,5718206235,212,14.8,5718206229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123151,351,1,1,41,25,224tl8u2smnbyliroayk69nt0,1,26.4,64.5,2025-05-11T00:18:00.350Z,2025-05-11T00:18:04Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718206575,56,Back,5718206577,140,29.0,5718206583,213,4.89,5718206581,212,15.3,5718206579,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123197,352,1,1,41,31,224tl8u2smnbyliroayk69nt0,1,28.9,45.1,2025-05-11T00:18:06.302Z,2025-05-11T00:18:07Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718206805,56,Back,5718206807,140,31.6,5718206813,213,4.97,5718206811,212,11.2,5718206809,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123203,353,1,1,41,31,224tl8u2smnbyliroayk69nt0,1,31.6,29.2,2025-05-11T00:18:07.102Z,2025-05-11T00:18:07Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718206831,212,16.7,5718206835,213,1.86,5718206825,56,Back,5718206827,140,27.1,5718206829,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123265,354,1,1,41,32,224tl8u2smnbyliroayk69nt0,1,27.1,52.8,2025-05-11T00:18:07.582Z,2025-05-11T00:18:11Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718207111,213,5.11,5718207109,212,14.8,5718207107,141,32.7,5718207103,56,Back,5718207105,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123313,355,1,1,41,35,224tl8u2smnbyliroayk69nt0,1,43.8,24.7,2025-05-11T00:18:10.910Z,2025-05-11T00:30:00Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718207391,56,Back,5718207397,212,14.0,5718207393,140,32.9,5718207395,141,12.9,5718207399,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123335,356,1,1,41,39,224tl8u2smnbyliroayk69nt0,1,28.8,21.0,2025-05-11T00:18:14.743Z,2025-05-11T00:18:16Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718207539,213,2.67,5718207533,140,9.9,5718207537,212,22.2,5718207531,56,Back,5718207535,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123413,357,1,1,41,41,224tl8u2smnbyliroayk69nt0,0,10.3,35.7,2025-05-11T00:18:16.566Z,2025-05-11T00:18:23Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718207973,1,,5718207969,213,5.92,5718207957,157,,5718207965,212,70.0,5718207961,140,72.5,5718207963,141,0.0,5718207959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123585,350,5,1,41,47,83cpn99fh7ulkwe8nezy8a3mx,1,30.3,101.4,2025-05-11T00:18:22.826Z,2025-05-11T02:04:57Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718209071,347,,5718209069,56,Back,5718209101,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123417,358,5,1,41,47,224tl8u2smnbyliroayk69nt0,0,69.7,-1.4,2025-05-11T00:18:22.826Z,2025-05-11T02:04:57Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718207987,56,Right,5718207989,347,,5718209137,233,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123603,351,1,1,42,4,83cpn99fh7ulkwe8nezy8a3mx,1,38.3,100.0,2025-05-11T00:18:39.954Z,2025-05-11T00:18:41Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718209185,107,,5718209195,213,5.29,5718209193,212,6.6,5718209187,56,Back,5718209191,141,93.9,5718209189,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123619,352,1,1,42,6,83cpn99fh7ulkwe8nezy8a3mx,1,41.7,93.9,2025-05-11T00:18:41.361Z,2025-05-11T00:18:43Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718209319,140,37.0,5718209325,213,2.63,5718209321,141,98.0,5718209323,212,5.7,5718209317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123629,353,1,1,42,8,83cpn99fh7ulkwe8nezy8a3mx,0,37.0,98.0,2025-05-11T00:18:43.249Z,2025-05-11T00:18:44Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718209395,212,1.9,5718209397,213,5.35,5718209393,141,95.7,5718209391,140,38.1,5718209389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124023,354,1,1,42,9,83cpn99fh7ulkwe8nezy8a3mx,0,38.1,95.7,2025-05-11T00:18:44.179Z,2025-05-11T02:03:13Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718211749,213,4.53,5718211745,141,89.1,5718211747,212,4.6,5718211743,140,37.3,5718211741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123659,359,1,1,42,9,224tl8u2smnbyliroayk69nt0,1,48.1,20.4,2025-05-11T00:18:45.046Z,2025-05-11T00:18:46Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718209589,213,0.39,5718209585,141,30.0,5718209581,56,Center,5718209583,140,63.2,5718209587,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123705,361,1,1,42,12,224tl8u2smnbyliroayk69nt0,1,73.3,39.8,2025-05-11T00:18:47.822Z,2025-05-11T00:18:51Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5718209875,213,5.87,5718209873,212,21.1,5718209871,141,27.3,5718209869,140,91.7,5718209867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123765,362,1,1,42,15,224tl8u2smnbyliroayk69nt0,1,94.7,26.5,2025-05-11T00:18:51.039Z,2025-05-11T00:18:55Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718210173,213,3.95,5718210171,212,12.6,5718210169,141,13.1,5718210167,140,86.4,5718210165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123903,363,1,1,42,20,224tl8u2smnbyliroayk69nt0,1,90.1,14.6,2025-05-11T00:18:55.318Z,2025-05-11T00:28:31Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718210995,140,71.3,5718210997,141,12.6,5718210993,56,Right,5718210999,212,19.8,5718211001,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123913,364,1,1,42,30,224tl8u2smnbyliroayk69nt0,1,42.0,18.2,2025-05-11T00:19:05.759Z,2025-05-11T00:28:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718246957,140,33.5,5718246955,56,Back,5718246961,141,46.4,5718246963,212,21.2,5718246965,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123939,365,1,1,42,31,224tl8u2smnbyliroayk69nt0,1,62.4,36.0,2025-05-11T00:19:06.999Z,2025-05-11T00:19:08Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718211189,140,69.7,5718211195,213,1.25,5718211191,141,69.9,5718211193,212,24.3,5718211187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124001,366,1,1,42,32,224tl8u2smnbyliroayk69nt0,1,69.5,69.9,2025-05-11T00:19:07.774Z,2025-05-11T00:19:13Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718211577,56,Center,5718211579,140,71.1,5718211585,213,4.84,5718211583,212,13.2,5718211581,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124009,367,1,1,42,37,224tl8u2smnbyliroayk69nt0,0,67.7,57.2,2025-05-11T00:19:13.071Z,2025-05-11T00:19:14Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718211647,213,0.34,5718211641,140,81.6,5718211643,141,64.9,5718211637,56,Center,5718211645,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124027,355,8,1,42,39,83cpn99fh7ulkwe8nezy8a3mx,1,15.2,42.5,2025-05-11T00:19:14.985Z,2025-05-11T00:19:15Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718211761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124079,356,1,1,42,41,83cpn99fh7ulkwe8nezy8a3mx,1,28.4,60.9,2025-05-11T00:19:16.632Z,2025-05-11T00:19:18Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,5718212035,213,4.71,5718212033,212,8.6,5718212031,141,48.2,5718212027,56,Back,5718212029,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124129,357,1,1,42,42,83cpn99fh7ulkwe8nezy8a3mx,1,28.4,48.2,2025-05-11T00:19:17.905Z,2025-05-11T00:25:54Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718212285,56,Back,5718212291,212,14.8,5718212287,140,41.5,5718212293,213,0.37,5718212289,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129637,406,83,1,42,44,224tl8u2smnbyliroayk69nt0,0,60.8,60.8,2025-05-11T00:19:19.158Z,2025-05-11T00:27:41Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718245741,399,3hb6yji6u8ftefif91lfrbtre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124121,368,43,1,42,46,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-11T00:19:21.366Z,2025-05-11T00:27:45Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718212685,399,3hb6yji6u8ftefif91lfrbtre,5718245923,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124183,358,1,1,42,46,83cpn99fh7ulkwe8nezy8a3mx,0,37.4,44.3,2025-05-11T00:19:21.953Z,2025-05-11T00:19:24Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718212585,212,39.4,5718212587,213,5.82,5718212581,140,71.0,5718212583,141,18.6,5718212579,56,Right,5718212577,155,,5718212589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124277,370,1,1,42,53,224tl8u2smnbyliroayk69nt0,1,9.5,89.6,2025-05-11T00:19:28.646Z,2025-05-11T00:27:54Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718213155,56,Back,5718213159,140,4.9,5718213165,213,4.49,5718213163,212,22.2,5718213161,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124319,371,1,1,42,57,224tl8u2smnbyliroayk69nt0,0,5.6,57.6,2025-05-11T00:19:32.543Z,2025-05-11T00:19:33Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718213389,157,,5718213403,1,,5718213401,213,6.06,5718213399,212,50.8,5718213397,141,41.0,5718213393,56,Center,5718213395,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124361,359,1,1,42,59,83cpn99fh7ulkwe8nezy8a3mx,0,34.0,62.9,2025-05-11T00:19:34.393Z,2025-05-11T00:19:35Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718213619,212,25.1,5718213617,141,79.4,5718213611,3,,5718213613,56,Left,5718213615,140,55.4,5718213621,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124403,372,1,1,42,59,224tl8u2smnbyliroayk69nt0,1,36.8,29.1,2025-05-11T00:19:35.030Z,2025-05-11T00:19:39Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718213875,212,15.9,5718213871,141,33.9,5718213869,140,51.6,5718213865,3,,5718213867,56,Center,5718213879,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124521,373,1,1,43,3,224tl8u2smnbyliroayk69nt0,1,58.9,45.1,2025-05-11T00:19:39.048Z,2025-05-11T00:26:52Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718214629,140,78.5,5718214625,155,,5718214627,56,Center,5718214633,212,20.6,5718214631,141,42.8,5718214635,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124531,374,61,1,43,12,224tl8u2smnbyliroayk69nt0,0,85.9,51.4,2025-05-11T00:19:47.485Z,2025-05-11T00:26:53Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718214701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124487,360,12,1,43,12,83cpn99fh7ulkwe8nezy8a3mx,1,11.0,45.4,2025-05-11T00:19:47.585Z,2025-05-11T00:24:46Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718235483,212,6.0,5718235481,141,37.4,5718235485,213,4.26,5718235479,140,8.5,5718214457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129341,405,61,1,43,13,224tl8u2smnbyliroayk69nt0,1,91.3,70.0,2025-05-11T00:19:48.158Z,2025-05-11T00:27:11Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718243473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124609,361,5,1,43,20,83cpn99fh7ulkwe8nezy8a3mx,1,-1.1,66.4,2025-05-11T00:19:55.158Z,2025-05-11T02:11:33Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718215163,56,Back,5718618373,233,684,5718636239,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813162795,684,5,1,43,20,224tl8u2smnbyliroayk69nt0,0,101.1,33.6,2025-05-11T00:19:55.158Z,2025-05-11T02:11:34Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718636253,346,,5718436541,233,361,5718436391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125021,362,1,1,43,48,83cpn99fh7ulkwe8nezy8a3mx,0,5.0,58.5,2025-05-11T00:20:24.145Z,2025-05-11T00:24:59Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718217709,212,35.2,5718217713,1,,5718217711,213,0.52,5718217695,56,Back,5718236133,237,,5718217701,140,34.1,5718236131,124,,5718217707,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125011,375,44,1,43,49,224tl8u2smnbyliroayk69nt0,1,51.3,23.0,2025-05-11T00:20:24.725Z,2025-05-11T02:03:33Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718233825,286,,5718233821,233,363,5718217619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125027,363,44,1,43,49,83cpn99fh7ulkwe8nezy8a3mx,0,48.7,77.0,2025-05-11T00:20:24.726Z,2025-05-11T02:03:34Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718217737,56,Back,5718233787,233,375,5718617507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128793,404,61,1,43,50,224tl8u2smnbyliroayk69nt0,0,40.7,8.9,2025-05-11T00:20:25.158Z,2025-05-11T00:26:01Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718239853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125045,364,1,1,43,52,83cpn99fh7ulkwe8nezy8a3mx,0,45.4,87.3,2025-05-11T00:20:27.862Z,2025-05-11T00:26:41Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718242217,233,376,5718217829,212,4.0,5718242215,236,,5718242221,286,,5718217833,1,,5718217831,213,0.50,5718217825,140,48.7,5718217827,141,90.1,5718217823,56,5718217821,157,,,,,,,,,Back,,,,,,,,,,,,,,
2813125039,376,74,1,43,52,224tl8u2smnbyliroayk69nt0,1,39.1,27.1,2025-05-11T00:20:27.863Z,2025-05-11T00:26:40Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718242245,233,364,5718217791,56,Back,5718217795,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125091,378,1,1,43,55,224tl8u2smnbyliroayk69nt0,1,66.1,15.0,2025-05-11T00:20:30.247Z,2025-05-11T00:26:33Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718218063,56,Center,5718218067,141,32.8,5718218065,140,79.7,5718218071,213,0.70,5718218069,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125145,379,1,1,43,58,224tl8u2smnbyliroayk69nt0,1,64.8,36.7,2025-05-11T00:20:33.495Z,2025-05-11T00:20:36Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718218389,212,16.6,5718218385,140,62.7,5718218391,213,1.70,5718218387,141,60.9,5718218383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125217,380,1,1,44,4,224tl8u2smnbyliroayk69nt0,1,82.9,72.3,2025-05-11T00:20:39.927Z,2025-05-11T00:20:43Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718218839,213,0.44,5718218833,140,95.2,5718218837,212,14.3,5718218831,56,Left,5718218835,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125233,381,1,1,44,7,224tl8u2smnbyliroayk69nt0,0,95.2,81.2,2025-05-11T00:20:43.070Z,2025-05-11T00:25:25Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5718218915,56,Center,5718218911,2,,5718218917,140,89.5,5718218919,141,48.7,5718218923,213,4.45,5718218921,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125295,365,12,1,44,9,83cpn99fh7ulkwe8nezy8a3mx,1,11.0,52.7,2025-05-11T00:20:44.321Z,2025-05-11T00:20:49Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718219279,141,31.5,5718219281,212,15.5,5718219283,213,5.09,5718219275,56,Back,5718219277,140,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125277,382,61,1,44,11,224tl8u2smnbyliroayk69nt0,0,86.4,62.9,2025-05-11T00:20:46.798Z,2025-05-11T00:20:47Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718219129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813125451,366,5,1,44,12,83cpn99fh7ulkwe8nezy8a3mx,1,13.3,-0.8,2025-05-11T00:20:48.015Z,2025-05-11T02:04:58Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718618673,233,383,5718220117,347,,5718220115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
