id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2793018129,281,1,1,40,54,2n3wgr89m7jl8tmioemit2pgq,1,13.0,63.0,2025-03-29T18:47:18.485Z,2025-03-29T18:47:20Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5607365691,213,0.33,5607365685,140,26.2,5607365687,141,70.0,5607365689,212,14.7,5607365683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018205,282,1,1,40,55,2n3wgr89m7jl8tmioemit2pgq,1,26.4,70.0,2025-03-29T18:47:20.196Z,2025-03-29T18:47:24Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607366063,140,41.7,5607366065,141,98.0,5607366067,212,24.9,5607366061,56,Back,5607366069,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018271,283,1,1,40,59,2n3wgr89m7jl8tmioemit2pgq,0,45.9,89.9,2025-03-29T18:47:24.012Z,2025-03-29T18:47:27Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607366423,140,77.8,5607366437,1,,5607366425,141,61.5,5607366419,155,,5607366433,213,5.76,5607366421,56,Center,5607366429,212,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018301,355,1,1,41,2,5h878vnmkbuy2ummddprusxgq,1,26.1,44.6,2025-03-29T18:47:26.662Z,2025-03-29T18:47:28Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607366671,56,Back,5607366669,3,,5607366679,213,3.02,5607366675,141,47.2,5607366677,212,14.6,5607366673,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018361,357,1,1,41,5,5h878vnmkbuy2ummddprusxgq,1,12.3,47.2,2025-03-29T18:47:30.174Z,2025-03-29T18:47:34Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5607366993,123,,5607367055,287,,5607367001,212,31.9,5607366997,140,29.8,5607366995,56,Back,5607367003,213,0.96,5607366999,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018435,284,45,1,41,9,2n3wgr89m7jl8tmioemit2pgq,0,62.0,16.2,2025-03-29T18:47:34.119Z,2025-03-29T20:15:22Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607367609,233,358,5607367395,56,Right,5607367397,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018463,358,3,1,41,9,5h878vnmkbuy2ummddprusxgq,1,38.0,83.8,2025-03-29T18:47:34.119Z,2025-03-29T20:15:22Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607367565,286,,5607367523,56,Back,5607367561,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018575,359,1,1,41,11,5h878vnmkbuy2ummddprusxgq,1,41.4,90.9,2025-03-29T18:47:35.342Z,2025-03-29T18:47:41Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607368219,141,89.7,5607368225,1,,5607368217,140,72.6,5607368221,212,32.8,5607368215,56,Left,5607368223,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018589,360,4,1,41,16,5h878vnmkbuy2ummddprusxgq,1,80.4,89.8,2025-03-29T18:47:41.023Z,2025-03-29T20:14:51Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607368303,56,Left,5607368307,286,,5607368305,152,,5607368441,233,285,5607368301,295,,5607368299,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018583,285,4,1,41,16,2n3wgr89m7jl8tmioemit2pgq,0,19.6,10.2,2025-03-29T18:47:41.024Z,2025-03-29T20:19:11Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607368371,56,Back,5607369759,295,,5607850611,55,286,5607368369,13,,5607368373,152,,5607368455,233,360,5607368377,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793018619,286,17,1,41,19,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-03-29T18:47:43.981Z,2025-03-29T20:19:10Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607850575,55,285,5607368475,31,,5607368479,13,243,5607368757,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019623,361,1,1,42,24,5h878vnmkbuy2ummddprusxgq,0,85.0,91.5,2025-03-29T18:48:48.447Z,2025-03-29T18:48:50Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607374337,213,4.98,5607374323,5,,5607374335,212,28.8,5607374331,140,92.2,5607374327,152,,5607374333,141,50.6,5607374325,155,,5607374329,56,Center,5607374321,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019631,287,12,1,42,26,2n3wgr89m7jl8tmioemit2pgq,1,10.2,43.6,2025-03-29T18:48:50.364Z,2025-03-29T18:48:52Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607374369,141,34.3,5607374365,56,Back,5607374377,213,5.62,5607374367,140,17.9,5607374383,15,,5607374373,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019747,289,1,1,42,29,2n3wgr89m7jl8tmioemit2pgq,0,13.0,19.1,2025-03-29T18:48:53.723Z,2025-03-29T18:48:57Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5607374943,141,12.6,5607374941,140,35.7,5607374949,1,,5607374937,157,,5607374945,212,24.2,5607374947,213,6.10,5607374939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019759,362,61,1,42,33,5h878vnmkbuy2ummddprusxgq,0,71.9,89.4,2025-03-29T18:48:58.006Z,2025-03-29T18:48:58Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607374995,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019879,290,5,1,42,34,2n3wgr89m7jl8tmioemit2pgq,1,29.8,-1.5,2025-03-29T18:48:59.208Z,2025-03-29T20:33:34Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5607375739,56,Back,5607375783,233,363,5607375741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019777,363,5,1,42,34,5h878vnmkbuy2ummddprusxgq,0,70.2,101.5,2025-03-29T18:48:59.208Z,2025-03-29T20:33:35Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607375125,347,,5607375123,56,Left,5607375803,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793019919,291,1,1,42,41,2n3wgr89m7jl8tmioemit2pgq,1,35.2,0.0,2025-03-29T18:49:05.691Z,2025-03-29T18:49:10Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607376027,212,20.2,5607376023,140,21.5,5607376025,141,20.0,5607376019,107,,5607376029,213,2.36,5607376021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020035,292,1,1,42,45,2n3wgr89m7jl8tmioemit2pgq,1,22.9,17.7,2025-03-29T18:49:10.027Z,2025-03-29T18:49:17Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607376709,1,,5607376701,140,22.2,5607376699,56,Back,5607376703,141,67.8,5607376707,213,1.59,5607376705,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020089,293,1,1,42,53,2n3wgr89m7jl8tmioemit2pgq,1,41.4,66.6,2025-03-29T18:49:17.683Z,2025-03-29T18:49:20Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607377045,140,45.5,5607377047,141,91.1,5607377049,212,17.2,5607377051,213,1.32,5607377043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020203,294,1,1,42,56,2n3wgr89m7jl8tmioemit2pgq,1,44.7,90.5,2025-03-29T18:49:20.619Z,2025-03-29T18:49:27Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607377715,213,4.50,5607377707,56,Back,5607377713,212,47.5,5607377705,196,,5607377717,1,,5607377711,141,22.2,5607377709,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020241,295,1,1,43,2,2n3wgr89m7jl8tmioemit2pgq,0,52.7,24.9,2025-03-29T18:49:27.203Z,2025-03-29T18:49:29Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607377915,141,40.6,5607377917,212,31.0,5607377913,140,80.4,5607377911,56,Center,5607377919,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020239,364,8,1,43,4,5h878vnmkbuy2ummddprusxgq,1,34.4,73.2,2025-03-29T18:49:28.975Z,2025-03-29T18:49:29Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607377909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020311,365,1,1,43,8,5h878vnmkbuy2ummddprusxgq,0,21.7,64.2,2025-03-29T18:49:32.894Z,2025-03-29T18:49:33Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607378309,56,Back,5607378311,140,27.4,5607378319,1,,5607378307,157,,5607378315,212,6.7,5607378317,213,5.81,5607378313,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020351,296,61,1,43,10,2n3wgr89m7jl8tmioemit2pgq,1,75.1,40.1,2025-03-29T18:49:34.315Z,2025-03-29T18:49:34Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5607378503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020465,367,1,1,43,11,5h878vnmkbuy2ummddprusxgq,1,36.5,67.2,2025-03-29T18:49:35.606Z,2025-03-29T18:49:41Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5607379085,212,18.8,5607379079,56,Back,5607379083,141,90.8,5607379087,213,1.02,5607379081,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020473,368,1,1,43,16,5h878vnmkbuy2ummddprusxgq,1,45.9,90.9,2025-03-29T18:49:40.838Z,2025-03-29T18:49:42Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607379171,140,38.2,5607379169,56,Back,5607379175,212,14.7,5607379177,213,4.13,5607379173,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020537,369,1,1,43,17,5h878vnmkbuy2ummddprusxgq,1,38.2,72.9,2025-03-29T18:49:41.862Z,2025-03-29T18:49:45Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607379489,140,26.9,5607379493,212,16.6,5607379495,213,2.37,5607379487,56,Back,5607379491,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020557,370,1,1,43,20,5h878vnmkbuy2ummddprusxgq,1,26.9,90.2,2025-03-29T18:49:44.918Z,2025-03-29T18:49:46Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607379595,213,4.43,5607379589,140,24.0,5607379593,212,10.9,5607379591,141,74.8,5607379587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020605,371,1,1,43,21,5h878vnmkbuy2ummddprusxgq,1,24.0,74.8,2025-03-29T18:49:46.270Z,2025-03-29T18:49:48Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607379923,141,76.4,5607379927,213,0.03,5607379919,56,Center,5607379925,212,32.1,5607379929,1,,5607379921,140,54.6,5607379917,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020657,372,1,1,43,24,5h878vnmkbuy2ummddprusxgq,1,54.6,76.4,2025-03-29T18:49:48.783Z,2025-03-29T18:49:51Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5607380231,140,60.6,5607380229,56,Center,5607380235,212,15.4,5607380237,213,5.13,5607380233,141,55.7,5607380227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020647,297,83,1,43,26,2n3wgr89m7jl8tmioemit2pgq,0,34.0,39.1,2025-03-29T18:49:51.155Z,2025-03-29T18:49:55Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607380543,399,cqmvrx028gh19yh8qh7w01y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020699,373,1,1,43,27,5h878vnmkbuy2ummddprusxgq,1,55.7,45.2,2025-03-29T18:49:51.734Z,2025-03-29T18:49:54Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5607380503,212,26.9,5607380483,56,Right,5607380491,140,75.4,5607380509,213,5.59,5607380497,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020737,374,1,1,43,31,5h878vnmkbuy2ummddprusxgq,0,75.8,22.1,2025-03-29T18:49:55.342Z,2025-03-29T18:49:56Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607380687,212,18.2,5607380683,140,88.5,5607380685,141,40.3,5607380689,213,0.75,5607380681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020785,298,12,1,43,33,2n3wgr89m7jl8tmioemit2pgq,1,11.6,50.9,2025-03-29T18:49:57.451Z,2025-03-29T18:50:00Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607381035,167,,5607381003,212,35.6,5607381001,141,100.0,5607380997,56,Back,5607381005,213,1.31,5607380999,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020787,299,5,1,43,34,2n3wgr89m7jl8tmioemit2pgq,0,18.4,101.8,2025-03-29T18:49:59.275Z,2025-03-29T20:33:35Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607381013,56,Back,5607381015,347,,5607382015,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020957,375,5,1,43,34,5h878vnmkbuy2ummddprusxgq,1,81.6,-1.8,2025-03-29T18:49:59.275Z,2025-03-29T20:33:35Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607381867,56,Right,5607381941,233,299,5607381869,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793020991,376,1,1,43,43,5h878vnmkbuy2ummddprusxgq,1,83.2,0.0,2025-03-29T18:50:07.478Z,2025-03-29T18:50:09Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607382089,107,,5607382097,140,70.8,5607382103,213,2.78,5607382099,141,5.9,5607382093,56,Right,5607382101,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021055,377,1,1,43,45,5h878vnmkbuy2ummddprusxgq,1,70.8,5.9,2025-03-29T18:50:09.718Z,2025-03-29T18:50:12Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607382373,213,6.16,5607382365,56,Right,5607382367,140,80.5,5607382371,212,10.3,5607382369,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021093,378,1,1,43,48,5h878vnmkbuy2ummddprusxgq,1,81.0,4.0,2025-03-29T18:50:12.534Z,2025-03-29T18:50:14Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607382573,213,3.14,5607382563,56,Right,5607382569,212,9.3,5607382567,141,4.0,5607382565,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021199,379,1,1,43,49,5h878vnmkbuy2ummddprusxgq,1,72.0,3.8,2025-03-29T18:50:14.190Z,2025-03-29T18:50:18Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607383115,141,10.0,5607383117,212,8.2,5607383111,56,Right,5607383119,213,0.54,5607383113,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021245,380,1,1,43,54,5h878vnmkbuy2ummddprusxgq,1,77.4,26.8,2025-03-29T18:50:18.573Z,2025-03-29T18:51:20Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,1.0,,5607388839,210,15,5607383379,212,15.3,5607383381,213,0.10,5607383375,140,91.9,5607383377,141,29.1,5607388841,154,,5607383373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021249,381,15,1,43,56,5h878vnmkbuy2ummddprusxgq,1,91.5,31.5,2025-03-29T18:50:20.926Z,2025-03-29T20:42:01Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607388269,20,,5607388893,147,35.4,5607388281,82,,5607383395,63,,5607388883,55,380,5607388895,230,98.4,5607388871,78,,5607388919,233,300,5607388879,154,5607383393,22,,5607383397,56,Center,5607388875,29,5607388897,231,45.7,5607388889,103,19,5607956393,328,,,,5607388891,146,93.2,5607388887,102,51.2,,,
2793021255,300,10,1,43,56,2n3wgr89m7jl8tmioemit2pgq,1,6.0,65.9,2025-03-29T18:50:21.026Z,2025-03-29T18:51:21Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607383449,56,Back,5607383447,94,,5607388965,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021343,302,43,1,44,0,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-03-29T18:50:24.662Z,2025-03-29T19:01:21Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607383927,233,382,5607431433,144,3,5607383917,285,0,5607383915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021323,382,43,1,44,0,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-29T18:50:24.662Z,2025-03-29T19:01:37Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607432713,144,45,5607383761,56,Center,5607383763,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021375,303,1,1,44,2,2n3wgr89m7jl8tmioemit2pgq,1,9.7,71.2,2025-03-29T18:50:26.764Z,2025-03-29T19:02:19Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607384051,155,,5607384059,140,27.1,5607384065,213,5.81,5607384055,56,Back,5607384061,141,57.5,5607384063,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021381,304,61,1,44,4,2n3wgr89m7jl8tmioemit2pgq,0,27.1,57.5,2025-03-29T18:50:28.531Z,2025-03-29T18:50:29Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5607384121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021449,384,1,1,44,6,5h878vnmkbuy2ummddprusxgq,1,62.8,20.9,2025-03-29T18:50:30.381Z,2025-03-29T18:50:32Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607384463,56,Right,5607384473,213,3.51,5607384465,140,57.7,5607384469,141,17.9,5607384471,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021495,385,1,1,44,7,5h878vnmkbuy2ummddprusxgq,1,57.6,24.4,2025-03-29T18:50:32.294Z,2025-03-29T18:50:34Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607384735,141,53.3,5607384737,212,22.6,5607384731,56,Back,5607384739,213,2.09,5607384733,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021503,386,1,1,44,10,5h878vnmkbuy2ummddprusxgq,1,50.3,53.4,2025-03-29T18:50:34.582Z,2025-03-29T18:50:35Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607384781,141,44.5,5607384777,56,Center,5607384785,213,5.09,5607384779,140,52.6,5607384783,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021529,387,1,1,44,11,5h878vnmkbuy2ummddprusxgq,1,52.6,44.5,2025-03-29T18:50:35.374Z,2025-03-29T18:50:37Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607384937,140,39.0,5607384935,56,Back,5607384941,212,14.4,5607384939,141,42.2,5607384943,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021565,388,1,1,44,12,5h878vnmkbuy2ummddprusxgq,1,39.0,42.2,2025-03-29T18:50:37.166Z,2025-03-29T18:50:40Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607385139,140,44.7,5607385145,212,21.7,5607385149,213,4.99,5607385137,56,Back,5607385141,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021651,389,1,1,44,15,5h878vnmkbuy2ummddprusxgq,1,45.3,11.7,2025-03-29T18:50:40.110Z,2025-03-29T18:50:45Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607385599,141,5.9,5607385595,56,Right,5607385601,212,26.3,5607385597,140,70.1,5607385603,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021671,390,1,1,44,20,5h878vnmkbuy2ummddprusxgq,1,70.1,5.9,2025-03-29T18:50:44.862Z,2025-03-29T19:09:54Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607385739,212,25.4,5607385735,140,92.8,5607385741,213,0.35,5607385737,141,18.8,5607385733,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021687,391,1,1,44,21,5h878vnmkbuy2ummddprusxgq,0,92.8,18.8,2025-03-29T18:50:46.254Z,2025-03-29T19:09:53Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5607385813,155,,5607385823,213,1.48,5607385821,212,20.6,5607385817,140,94.5,5607385815,56,Center,5607385819,141,49.0,5607385811,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021719,306,1,1,44,24,2n3wgr89m7jl8tmioemit2pgq,1,2.9,49.0,2025-03-29T18:50:48.426Z,2025-03-29T18:50:56Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5607386003,213,5.62,5607385993,56,Back,5607386595,1,,5607385991,123,,5607385999,141,10.9,5607386001,212,42.1,5607385997,140,34.5,5607386033,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021843,307,3,1,44,32,2n3wgr89m7jl8tmioemit2pgq,1,61.7,6.7,2025-03-29T18:50:56.684Z,2025-03-29T20:15:22Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607386735,56,Right,5607386791,233,392,5607386737,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021819,392,45,1,44,32,5h878vnmkbuy2ummddprusxgq,0,38.3,93.3,2025-03-29T18:50:56.684Z,2025-03-29T20:15:23Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607386815,233,307,5607386607,56,Back,5607386609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021849,308,4,1,44,33,2n3wgr89m7jl8tmioemit2pgq,1,62.0,7.2,2025-03-29T18:50:58.038Z,2025-03-29T18:51:03Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607386873,13,,5607386881,286,,5607386875,295,,5607386877,56,Right,5607386879,152,,5607386901,233,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021835,393,4,1,44,33,5h878vnmkbuy2ummddprusxgq,0,38.0,92.8,2025-03-29T18:50:58.039Z,2025-03-29T18:51:12Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607386945,233,308,5607386863,152,,5607388043,55,394,5607386865,285,,5607386859,295,,5607386857,13,,5607386861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793021997,394,17,1,44,43,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-29T18:51:08.014Z,2025-03-29T18:51:12Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607387995,393,,5607387997,13,243,5607387991,31,,5607387999,55,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793022521,395,70,1,45,13,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-29T18:51:37.681Z,2025-03-29T18:51:37Z,,,,,5607390463,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793022843,309,1,1,45,25,2n3wgr89m7jl8tmioemit2pgq,1,66.3,7.4,2025-03-29T18:51:49.522Z,2025-03-29T18:51:52Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607391913,56,Center,5607391915,140,58.5,5607391917,141,31.3,5607391921,212,18.2,5607391911,152,,5607391909,5,,5607391925,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793022937,310,1,1,45,27,2n3wgr89m7jl8tmioemit2pgq,1,60.7,29.7,2025-03-29T18:51:52.034Z,2025-03-29T18:51:57Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607392435,140,55.3,5607392441,212,34.6,5607392449,1,,5607392445,213,1.74,5607392431,56,Left,5607392439,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793022953,311,1,1,45,32,2n3wgr89m7jl8tmioemit2pgq,1,60.3,73.3,2025-03-29T18:51:57.106Z,2025-03-29T18:51:58Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607392583,140,70.6,5607392587,212,10.8,5607392585,141,74.4,5607392589,213,0.07,5607392581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793022961,312,1,1,45,34,2n3wgr89m7jl8tmioemit2pgq,1,70.6,74.4,2025-03-29T18:51:58.554Z,2025-03-29T18:51:59Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5607392655,213,2.73,5607392651,141,79.6,5607392677,156,,5607392649,140,62.9,5607392653,212,8.8,5607392647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
