id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818718975,516,5,2,47,32,5h878vnmkbuy2ummddprusxgq,0,101.6,37.5,2025-05-25T03:44:02.357Z,2025-05-25T04:41:33Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749138495,233,347,5749138475,56,Center,5749138477,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719115,348,1,2,47,56,7c9knuwazz9k9449u5rnuuy5m,0,3.6,44.5,2025-05-25T03:44:26.411Z,2025-05-25T03:44:30Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5749139147,140,55.6,5749139143,124,,5749139155,1,,5749139151,212,62.8,5749139145,56,Right,5749139157,74,,5749139153,213,5.77,5749139149,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719119,349,5,2,47,59,7c9knuwazz9k9449u5rnuuy5m,0,55.3,-1.5,2025-05-25T03:44:29.772Z,2025-05-25T04:41:34Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5749139175,347,,5749139529,233,517,5749139173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719181,517,5,2,47,59,5h878vnmkbuy2ummddprusxgq,1,44.7,101.5,2025-05-25T03:44:29.772Z,2025-05-25T04:41:34Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749139489,56,Back,5749139491,347,,5749139513,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719197,518,1,2,48,9,5h878vnmkbuy2ummddprusxgq,1,45.1,100.0,2025-05-25T03:44:40.158Z,2025-05-25T03:44:43Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749139567,56,Back,5749139575,213,4.34,5749139569,140,33.8,5749139571,141,57.0,5749139565,107,,5749139577,1,,5749139573,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719213,519,1,2,48,13,5h878vnmkbuy2ummddprusxgq,1,33.8,57.0,2025-05-25T03:44:43.429Z,2025-05-25T03:44:45Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749139657,213,1.90,5749139653,141,81.1,5749139655,212,17.3,5749139651,140,28.4,5749139649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719231,520,1,2,48,15,5h878vnmkbuy2ummddprusxgq,1,28.4,81.1,2025-05-25T03:44:45.542Z,2025-05-25T03:44:49Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749139731,212,18.4,5749139733,213,0.44,5749139727,140,44.3,5749139729,141,92.6,5749139725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719239,350,45,2,48,17,7c9knuwazz9k9449u5rnuuy5m,0,63.3,22.9,2025-05-25T03:44:47.676Z,2025-05-25T04:42:07Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5749155245,233,528,5749140045,285,,5749140043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719373,528,3,2,48,17,5h878vnmkbuy2ummddprusxgq,1,36.7,77.1,2025-05-25T03:44:47.676Z,2025-05-25T04:42:06Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749140487,56,Back,5749155225,233,350,5749155229,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719249,521,1,2,48,18,5h878vnmkbuy2ummddprusxgq,1,36.7,83.6,2025-05-25T03:44:48.806Z,2025-05-25T03:44:53Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749139855,213,5.16,5749139847,56,Back,5749139849,140,43.8,5749139853,212,17.2,5749139851,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719253,522,1,2,48,23,5h878vnmkbuy2ummddprusxgq,1,41.5,63.9,2025-05-25T03:44:53.486Z,2025-05-25T03:44:54Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749139863,56,Back,5749139871,213,4.25,5749139867,141,34.3,5749139865,140,32.0,5749139869,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719299,524,1,2,48,30,5h878vnmkbuy2ummddprusxgq,1,46.9,18.5,2025-05-25T03:45:00.822Z,2025-05-25T03:45:04Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749140113,56,Right,5749140121,213,5.84,5749140117,141,5.8,5749140115,140,64.2,5749140119,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719321,525,1,2,48,34,5h878vnmkbuy2ummddprusxgq,1,64.2,5.8,2025-05-25T03:45:04.742Z,2025-05-25T03:45:08Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749140219,212,7.3,5749140217,141,16.2,5749140221,213,1.83,5749140213,56,Right,5749140215,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719351,526,1,2,48,37,5h878vnmkbuy2ummddprusxgq,1,61.2,16.5,2025-05-25T03:45:07.942Z,2025-05-25T03:45:12Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749140371,213,3.16,5749140365,140,43.9,5749140367,141,15.9,5749140363,56,Back,5749140369,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719365,527,1,2,48,41,5h878vnmkbuy2ummddprusxgq,1,41.3,15.8,2025-05-25T03:45:12.158Z,2025-05-25T03:45:14Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749140441,140,30.0,5749140447,213,1.98,5749140445,212,29.6,5749140443,141,55.7,5749140439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719385,529,1,2,48,45,5h878vnmkbuy2ummddprusxgq,1,30.1,60.6,2025-05-25T03:45:15.350Z,2025-05-25T03:45:17Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749140555,141,85.6,5749140559,213,1.09,5749140553,140,38.5,5749140557,212,19.2,5749140551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719393,530,1,2,48,46,5h878vnmkbuy2ummddprusxgq,1,39.3,89.0,2025-05-25T03:45:16.998Z,2025-05-25T03:45:20Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749140599,56,Left,5749140607,213,0.08,5749140605,212,26.2,5749140603,141,92.0,5749140601,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719443,531,1,2,48,49,5h878vnmkbuy2ummddprusxgq,1,61.1,83.8,2025-05-25T03:45:19.942Z,2025-05-25T03:45:30Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749140849,212,22.2,5749140851,213,0.23,5749140847,141,91.1,5749140845,140,81.7,5749140843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719459,532,1,2,48,59,5h878vnmkbuy2ummddprusxgq,1,90.1,81.4,2025-05-25T03:45:29.895Z,2025-05-25T03:45:33Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5749140919,56,Center,5749140921,140,68.7,5749140927,213,3.80,5749140923,141,56.0,5749140925,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719489,533,1,2,49,2,5h878vnmkbuy2ummddprusxgq,1,68.9,55.5,2025-05-25T03:45:32.830Z,2025-05-25T04:46:32Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,1.0,,5749142883,154,,5749141099,212,17.8,5749142881,210,15,5749141095,140,75.2,5749141101,213,5.09,5749141093,56,Center,5749141097,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719491,534,15,2,49,8,5h878vnmkbuy2ummddprusxgq,1,84.4,25.2,2025-05-25T03:45:38.822Z,2025-05-25T05:06:14Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749141109,22,,5749142913,231,46.4,5749158525,63,,5749158529,82,,5749158687,233,351,5749142909,147,38.4,5749141113,56,Center,5749142781,20,,5749142899,55,5749229619,78,,5749142903,102,5749142897,154,,5749142905,103,533,49.8,5749142911,230,98.5,5749142895,29,19,,5749142907,146,,,,92.8,,,
2818719525,351,10,2,49,8,7c9knuwazz9k9449u5rnuuy5m,1,6.6,59.4,2025-05-25T03:45:38.922Z,2025-05-25T04:45:57Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5749141263,56,Back,5749158789,233,534,5749158673,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719505,535,83,2,49,10,5h878vnmkbuy2ummddprusxgq,0,76.2,24.0,2025-05-25T03:45:40.383Z,2025-05-25T03:45:43Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5749141293,399,bnsuxef1oaaye5fise5qlur8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719533,353,3,2,49,12,7c9knuwazz9k9449u5rnuuy5m,0,32.5,70.5,2025-05-25T03:45:42.901Z,2025-05-25T03:46:45Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5749141287,285,,5749141285,56,Back,5749141313,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719563,537,1,2,49,16,5h878vnmkbuy2ummddprusxgq,1,66.7,34.0,2025-05-25T03:45:47.151Z,2025-05-25T03:45:49Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749141429,56,Center,5749141431,140,68.9,5749141433,141,56.6,5749141437,213,1.42,5749141435,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719583,538,1,2,49,18,5h878vnmkbuy2ummddprusxgq,1,69.5,61.2,2025-05-25T03:45:48.950Z,2025-05-25T03:45:52Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749141533,212,16.7,5749141531,141,85.4,5749141527,56,Left,5749141535,213,1.41,5749141529,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719587,539,1,2,49,22,5h878vnmkbuy2ummddprusxgq,1,73.6,81.8,2025-05-25T03:45:53.111Z,2025-05-25T03:45:54Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749141565,212,12.1,5749141561,140,70.1,5749141563,141,64.8,5749141567,213,4.40,5749141559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719599,540,1,2,49,24,5h878vnmkbuy2ummddprusxgq,1,70.0,65.5,2025-05-25T03:45:54.359Z,2025-05-25T03:45:57Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749141629,212,10.6,5749141625,140,78.9,5749141627,141,58.1,5749141623,56,Center,5749141631,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719607,541,1,2,49,26,5h878vnmkbuy2ummddprusxgq,1,78.9,58.1,2025-05-25T03:45:57.070Z,2025-05-25T03:46:00Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5749141669,56,Center,5749141677,213,3.11,5749141673,141,58.4,5749141675,212,7.7,5749141671,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719623,354,83,2,49,29,7c9knuwazz9k9449u5rnuuy5m,1,17.6,31.8,2025-05-25T03:45:59.407Z,2025-05-25T03:56:17Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5749159445,399,6fgxgq77v66va16tcuqvyn6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719613,542,3,2,49,30,5h878vnmkbuy2ummddprusxgq,0,87.2,69.0,2025-05-25T03:46:00.406Z,2025-05-25T04:41:56Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749141715,286,,5749142009,233,355,5749141713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719633,355,7,2,49,30,7c9knuwazz9k9449u5rnuuy5m,1,12.8,31.0,2025-05-25T03:46:00.407Z,2025-05-25T04:41:56Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5749141795,285,,5749141793,56,Back,5749141989,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719651,357,1,2,49,36,7c9knuwazz9k9449u5rnuuy5m,0,3.3,7.7,2025-05-25T03:46:07.126Z,2025-05-25T03:46:08Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5749141887,213,6.04,5749141883,141,0.0,5749141885,212,25.1,5749141881,140,26.5,5749141879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719653,358,5,2,49,37,7c9knuwazz9k9449u5rnuuy5m,0,24.2,-1.4,2025-05-25T03:46:07.673Z,2025-05-25T04:41:35Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5749141953,233,543,5749141897,347,,5749141895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719667,543,5,2,49,37,5h878vnmkbuy2ummddprusxgq,1,75.8,101.4,2025-05-25T03:46:07.673Z,2025-05-25T04:41:35Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749141949,233,358,5749141941,56,Left,5749141943,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719689,544,1,2,49,41,5h878vnmkbuy2ummddprusxgq,1,79.5,100.0,2025-05-25T03:46:11.934Z,2025-05-25T03:46:16Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749142055,141,66.1,5749142061,1,,5749142059,213,4.05,5749142057,212,30.6,5749142053,140,61.7,5749142051,56,Center,5749142049,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719711,545,1,2,49,45,5h878vnmkbuy2ummddprusxgq,1,60.8,66.1,2025-05-25T03:46:16.095Z,2025-05-25T03:46:21Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749142155,213,4.70,5749142147,56,Center,5749142149,140,60.4,5749142153,212,27.8,5749142151,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719725,546,1,2,49,50,5h878vnmkbuy2ummddprusxgq,1,60.0,14.6,2025-05-25T03:46:20.863Z,2025-05-25T03:46:23Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749142231,140,52.7,5749142235,212,9.9,5749142237,213,2.46,5749142233,141,23.7,5749142229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719745,547,1,2,49,52,5h878vnmkbuy2ummddprusxgq,1,54.0,24.4,2025-05-25T03:46:22.991Z,2025-05-25T03:46:26Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749142333,56,Right,5749142337,141,15.0,5749142335,140,73.2,5749142341,213,5.98,5749142339,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719753,548,50,2,49,56,5h878vnmkbuy2ummddprusxgq,1,75.3,20.1,2025-05-25T03:46:26.456Z,2025-05-25T05:27:22Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5749142365,56,Right,5749142367,286,,5749142381,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719749,359,7,2,49,56,7c9knuwazz9k9449u5rnuuy5m,0,24.7,79.9,2025-05-25T03:46:26.457Z,2025-05-25T04:41:56Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749142351,285,,5749142373,233,548,5749142349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719759,549,13,2,49,57,5h878vnmkbuy2ummddprusxgq,1,72.1,25.4,2025-05-25T03:46:27.999Z,2025-05-25T05:06:52Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749142543,103,6.9,5749142413,56,Center,5749142549,230,99.5,5749142409,22,,5749142541,102,57.8,5749142547,458,,5749142539,83,,5749142411,18,,5749142503,20,5749142545,215,,5749142551,231,,,,,,,49.6,,,,,,,,,,,,,,,,
2818719773,360,5,2,49,59,7c9knuwazz9k9449u5rnuuy5m,1,-1.4,40.7,2025-05-25T03:46:29.597Z,2025-05-25T04:41:35Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749142507,233,550,5749142473,346,,5749142471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719779,550,5,2,49,59,5h878vnmkbuy2ummddprusxgq,0,101.4,59.3,2025-05-25T03:46:29.597Z,2025-05-25T04:41:36Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749142497,346,,5749142495,56,Center,5749142511,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719881,361,1,2,50,28,7c9knuwazz9k9449u5rnuuy5m,1,5.2,42.5,2025-05-25T03:46:58.326Z,2025-05-25T03:46:59Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5749143051,124,,5749143065,237,,5749143057,141,27.0,5749143053,56,Back,5749143059,212,22.2,5749143061,213,5.79,5749143055,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719885,362,1,2,50,29,7c9knuwazz9k9449u5rnuuy5m,1,23.8,27.0,2025-05-25T03:46:59.278Z,2025-05-25T03:47:00Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5749143075,141,24.1,5749143077,212,35.0,5749143073,140,57.1,5749143071,56,Center,5749143079,213,6.23,5749143081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719903,363,1,2,50,30,7c9knuwazz9k9449u5rnuuy5m,1,57.1,24.1,2025-05-25T03:47:00.310Z,2025-05-25T03:47:03Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5749143187,140,76.7,5749143193,213,5.86,5749143191,212,22.6,5749143189,141,10.3,5749143185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719915,364,3,2,50,32,7c9knuwazz9k9449u5rnuuy5m,1,85.2,10.4,2025-05-25T03:47:03.110Z,2025-05-25T04:42:07Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5749143237,286,,5749143235,56,Right,5749143249,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719907,551,45,2,50,32,5h878vnmkbuy2ummddprusxgq,0,14.8,89.6,2025-05-25T03:47:03.110Z,2025-05-25T04:42:08Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749143201,56,Back,5749143203,285,,5749143253,233,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719921,552,12,2,50,36,5h878vnmkbuy2ummddprusxgq,1,7.3,65.2,2025-05-25T03:47:06.759Z,2025-05-25T03:47:10Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749143269,213,0.57,5749143261,56,Back,5749143263,140,13.8,5749143267,212,8.1,5749143265,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719917,365,1,2,50,36,7c9knuwazz9k9449u5rnuuy5m,0,99.7,14.4,2025-05-25T03:47:06.878Z,2025-05-25T03:47:07Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5749143239,56,Center,5749143245,212,19.7,5749143247,213,2.17,5749143243,141,38.3,5749143241,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719929,554,1,2,50,40,5h878vnmkbuy2ummddprusxgq,1,14.0,72.0,2025-05-25T03:47:10.687Z,2025-05-25T03:47:11Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749143287,212,11.0,5749143283,140,14.4,5749143285,141,88.1,5749143281,56,Back,5749143289,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719941,555,1,2,50,40,5h878vnmkbuy2ummddprusxgq,1,14.4,88.1,2025-05-25T03:47:11.143Z,2025-05-25T03:47:12Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749143359,56,Back,5749143367,213,4.71,5749143363,141,72.6,5749143361,140,14.4,5749143365,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719955,556,1,2,50,42,5h878vnmkbuy2ummddprusxgq,1,19.2,70.6,2025-05-25T03:47:12.735Z,2025-05-25T03:47:15Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749143407,140,29.8,5749143413,213,0.75,5749143405,56,Back,5749143411,212,15.1,5749143409,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719971,557,1,2,50,45,5h878vnmkbuy2ummddprusxgq,0,31.9,90.9,2025-05-25T03:47:15.736Z,2025-05-25T03:47:18Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749143503,140,71.0,5749143507,212,50.1,5749143501,56,Center,5749143505,141,48.8,5749143511,1,,5749143509,213,5.67,5749143499,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818719987,366,1,2,50,49,7c9knuwazz9k9449u5rnuuy5m,1,27.3,44.6,2025-05-25T03:47:20.183Z,2025-05-25T03:47:21Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5749143569,212,16.9,5749143571,213,3.13,5749143565,140,11.2,5749143561,3,,5749143563,56,Back,5749143567,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720019,368,1,2,50,51,7c9knuwazz9k9449u5rnuuy5m,1,11.2,44.9,2025-05-25T03:47:21.839Z,2025-05-25T03:47:28Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5749143761,123,,5749143767,141,68.4,5749143763,56,Back,5749143765,140,27.2,5749143771,213,0.76,5749143769,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720053,369,1,2,50,57,7c9knuwazz9k9449u5rnuuy5m,1,43.0,75.4,2025-05-25T03:47:27.823Z,2025-05-25T03:47:34Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749143909,56,Left,5749143911,140,60.7,5749143917,213,0.65,5749143915,212,23.4,5749143913,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720065,560,83,2,51,2,5h878vnmkbuy2ummddprusxgq,1,36.0,14.2,2025-05-25T03:47:32.456Z,2025-05-25T04:45:58Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749161099,399,bnsuxef1oaaye5fise5qlur8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720063,370,1,2,51,3,7c9knuwazz9k9449u5rnuuy5m,0,65.2,87.7,2025-05-25T03:47:33.455Z,2025-05-25T03:50:34Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5749148937,213,4.85,5749143945,56,Left,5749148933,141,85.4,5749148931,140,65.4,5749148987,286,,5749148983,233,595,5749148981,236,,5749148935,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720953,595,74,2,51,3,5h878vnmkbuy2ummddprusxgq,1,30.9,20.6,2025-05-25T03:47:33.456Z,2025-05-25T04:16:14Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749148853,56,Back,5749148855,285,,5749149001,233,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720109,562,1,2,51,10,5h878vnmkbuy2ummddprusxgq,1,34.9,14.3,2025-05-25T03:47:40.496Z,2025-05-25T03:47:46Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749144219,140,24.2,5749144225,213,2.97,5749144221,141,17.1,5749144217,56,Back,5749144223,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720121,563,1,2,51,12,5h878vnmkbuy2ummddprusxgq,1,24.2,17.1,2025-05-25T03:47:42.640Z,2025-05-25T03:47:50Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749144281,140,34.5,5749144287,213,0.66,5749144285,212,13.7,5749144283,141,29.4,5749144279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720141,564,1,2,51,19,5h878vnmkbuy2ummddprusxgq,1,32.7,36.1,2025-05-25T03:47:50.040Z,2025-05-25T03:47:54Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749144389,141,61.8,5749144385,56,Back,5749144387,140,34.6,5749144393,213,1.46,5749144391,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720153,565,1,2,51,24,5h878vnmkbuy2ummddprusxgq,1,35.6,72.1,2025-05-25T03:47:54.432Z,2025-05-25T03:47:56Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749144441,140,26.0,5749144445,212,16.3,5749144447,213,4.04,5749144443,141,53.3,5749144439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720163,566,1,2,51,26,5h878vnmkbuy2ummddprusxgq,1,26.2,46.9,2025-05-25T03:47:56.768Z,2025-05-25T03:48:01Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749144505,212,20.7,5749144507,213,4.98,5749144503,141,17.6,5749144501,140,31.5,5749144499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818720191,567,1,2,51,31,5h878vnmkbuy2ummddprusxgq,1,35.9,9.8,2025-05-25T03:48:01.384Z,2025-05-25T03:48:06Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749144663,212,26.2,5749144667,213,0.40,5749144661,141,24.9,5749144659,140,58.9,5749144657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
