id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2822686541,535,43,2,52,20,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:18:26.507Z,2025-06-15T00:18:35Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5771369981,56,Back,5771370351,144,44,5771369983,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686569,523,4,2,52,25,8cpjplodpphtkbt0hq8sr8mqs,1,59.2,53.8,2025-06-15T00:18:31.670Z,2025-06-15T00:18:35Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771370233,152,,5771370281,233,536,5771370235,286,,5771370231,56,Center,5771370229,294,,5771370227,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686571,536,4,2,52,25,224tl8u2smnbyliroayk69nt0,0,40.8,46.2,2025-06-15T00:18:31.671Z,2025-06-15T00:19:04Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5771370291,233,523,5771370265,294,,5771370267,56,Back,5771370269,152,,5771370263,13,,5771370271,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686891,524,27,2,53,8,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:19:14.819Z,2025-06-15T00:19:18Z,,,,,5771372187,53,2co6fedrz8anjzy9ise76dplh,5771372185,41,Injury,5771372069,233,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686889,537,27,2,53,8,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:19:14.819Z,2025-06-15T00:19:17Z,,,,,5771372097,233,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686969,525,28,2,53,10,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:19:16.355Z,2025-06-15T01:18:43Z,,,,,5771565103,233,538,5771372455,55,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686893,538,28,2,53,10,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:19:16.355Z,2025-06-15T01:18:43Z,,,,,5771565123,233,525,5771372073,55,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687259,527,1,2,53,30,8cpjplodpphtkbt0hq8sr8mqs,1,59.4,68.9,2025-06-15T00:19:36.621Z,2025-06-15T00:29:53Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771399119,152,,5771397727,56,Right,5771397731,141,10.3,5771397729,140,65.2,5771399117,5,,5771397735,213,4.86,5771397737,1,,5771397733,212,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687261,528,61,2,53,32,8cpjplodpphtkbt0hq8sr8mqs,0,70.2,9.9,2025-06-15T00:19:38.788Z,2025-06-15T00:29:30Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771398441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687225,539,43,2,53,51,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:19:58.123Z,2025-06-15T00:29:49Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771399039,144,8,5771373839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687269,529,5,2,53,57,8cpjplodpphtkbt0hq8sr8mqs,0,76.2,-1.8,2025-06-15T00:20:04.044Z,2025-06-15T01:25:59Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771374143,233,540,5771374065,347,,5771374063,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687279,540,5,2,53,57,224tl8u2smnbyliroayk69nt0,1,23.8,101.8,2025-06-15T00:20:04.044Z,2025-06-15T01:25:59Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771374091,56,Back,5771374139,233,529,5771374093,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687303,541,1,2,53,59,224tl8u2smnbyliroayk69nt0,1,19.7,100.0,2025-06-15T00:20:06.083Z,2025-06-15T00:20:08Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771374243,56,Back,5771374249,212,9.0,5771374251,213,4.27,5771374247,141,89.7,5771374245,140,16.0,5771374241,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687343,542,1,2,54,2,224tl8u2smnbyliroayk69nt0,0,16.0,90.2,2025-06-15T00:20:08.554Z,2025-06-15T00:20:13Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771374479,213,6.11,5771374473,140,66.3,5771374475,141,76.4,5771374477,212,53.6,5771374469,157,,5771374481,1,,5771374471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687347,543,44,2,54,6,224tl8u2smnbyliroayk69nt0,1,65.5,81.2,2025-06-15T00:20:12.739Z,2025-06-16T01:10:15Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771374503,286,,5771374617,233,530,5771374501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687349,530,44,2,54,6,8cpjplodpphtkbt0hq8sr8mqs,0,34.5,18.8,2025-06-15T00:20:12.740Z,2025-06-16T01:10:28Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771374597,233,543,5771374505,56,Back,5771374507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823002733,955,1,2,54,6,224tl8u2smnbyliroayk69nt0,0,60.8,93.6,2025-06-15T00:20:12.798Z,2025-06-16T01:11:27Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5773136891,141,93.9,5773136887,56,Left,5773136885,168,,5773136893,212,1.9,5773136895,213,0.11,5773136883,3,,5773136889,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687351,531,61,2,54,7,8cpjplodpphtkbt0hq8sr8mqs,1,35.2,6.8,2025-06-15T00:20:13.316Z,2025-06-16T01:10:12Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771374509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687355,532,43,2,54,7,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:20:13.329Z,2025-06-15T00:20:16Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771374541,140,39.8,5771374543,141,0.0,5771374545,212,8.8,5771374547,213,5.18,5771374535,2,0,5771374539,56,Back,5771374709,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687379,533,5,2,54,7,8cpjplodpphtkbt0hq8sr8mqs,0,40.8,-1.2,2025-06-15T00:20:14.050Z,2025-06-15T01:26:00Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771374797,233,544,5771374681,56,Back,5771374683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687403,544,5,2,54,7,224tl8u2smnbyliroayk69nt0,1,59.2,101.2,2025-06-15T00:20:14.050Z,2025-06-15T01:25:59Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771374765,347,,5771374763,56,Left,5771374787,233,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687421,545,1,2,54,13,224tl8u2smnbyliroayk69nt0,1,57.6,100.0,2025-06-15T00:20:19.690Z,2025-06-15T00:20:22Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771374911,213,3.71,5771374901,56,Back,5771374909,212,17.6,5771374897,107,,5771374907,141,88.1,5771374905,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687437,546,1,2,54,16,224tl8u2smnbyliroayk69nt0,1,37.8,87.8,2025-06-15T00:20:22.785Z,2025-06-15T00:20:24Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771374991,213,5.08,5771374989,212,10.6,5771374983,56,Back,5771374985,140,41.4,5771374987,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687443,547,1,2,54,17,224tl8u2smnbyliroayk69nt0,0,41.4,73.3,2025-06-15T00:20:23.947Z,2025-06-15T00:20:24Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771375011,56,Back,5771375017,212,10.7,5771375015,141,78.4,5771375013,140,31.8,5771375019,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687471,534,61,2,54,21,8cpjplodpphtkbt0hq8sr8mqs,1,58.8,17.7,2025-06-15T00:20:28.269Z,2025-06-15T00:20:28Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771375171,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687499,535,3,2,54,23,8cpjplodpphtkbt0hq8sr8mqs,1,74.0,21.1,2025-06-15T00:20:29.938Z,2025-06-16T01:11:48Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771375293,56,Right,5771375323,233,548,5771375295,286,,5773137451,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687483,548,45,2,54,23,224tl8u2smnbyliroayk69nt0,0,26.0,78.9,2025-06-15T00:20:29.938Z,2025-06-15T01:50:48Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771375353,233,535,5771375221,285,,5771375219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687521,536,1,2,54,25,8cpjplodpphtkbt0hq8sr8mqs,0,78.2,15.3,2025-06-15T00:20:31.442Z,2025-06-15T01:09:46Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771375433,1,,5771375431,213,1.17,5771375429,212,32.0,5771375423,56,Center,5771375427,141,58.7,5771375425,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692181,672,61,2,54,25,224tl8u2smnbyliroayk69nt0,1,23.8,81.8,2025-06-15T00:20:31.600Z,2025-06-15T00:32:21Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771402793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692229,628,1,2,54,25,8cpjplodpphtkbt0hq8sr8mqs,0,83.5,14.1,2025-06-15T00:20:32.015Z,2025-06-16T01:11:59Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771403995,56,Center,5771403997,140,89.0,5771403993,155,,5771404001,212,29.7,5771403999,141,57.0,5771404003,213,1.38,5771403991,2,,5773137657,72,,5773137655,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687533,549,12,2,54,27,224tl8u2smnbyliroayk69nt0,1,9.5,46.4,2025-06-15T00:20:33.433Z,2025-06-15T00:20:40Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771375459,56,Back,5771375461,140,4.1,5771375495,15,,5771375467,213,1.81,5771375465,212,23.5,5771375463,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687595,537,43,2,54,34,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:20:40.604Z,2025-06-15T00:20:47Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771376215,144,6,5771375993,73,0,5771376037,233,550,5771375991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687653,538,6,2,54,34,8cpjplodpphtkbt0hq8sr8mqs,1,97.2,51.2,2025-06-15T00:20:40.803Z,2025-06-15T01:18:08Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771376257,233,550,5771376163,75,,5771376159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687599,550,6,2,54,34,224tl8u2smnbyliroayk69nt0,0,2.8,48.8,2025-06-15T00:20:40.803Z,2025-06-16T01:12:13Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771375987,56,Back,5771375989,73,,5771376275,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687911,539,1,2,55,9,8cpjplodpphtkbt0hq8sr8mqs,1,99.5,0.5,2025-06-15T00:21:15.388Z,2025-06-16T01:12:25Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771377723,1,,5771377717,141,65.7,5771377715,140,82.1,5771377705,2,,5771377707,6,,5771377709,155,,5771377719,212,48.0,5771377713,56,Center,5771377711,224,,5773138093,20,,5771377721,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693049,653,61,2,55,10,8cpjplodpphtkbt0hq8sr8mqs,1,87.9,61.5,2025-06-15T00:21:17.205Z,2025-06-15T00:35:14Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,1.0,,5771406885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687917,540,13,2,55,11,8cpjplodpphtkbt0hq8sr8mqs,1,80.9,61.5,2025-06-15T00:21:17.939Z,2025-06-16T01:13:25Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771407223,72,,5771407225,108,,5771377757,56,Center,5771396295,55,653,5771622853,25,,5771377755,18,,5771407227,328,,5771396291,29,,5773139329,74,,5771396079,103,86.1,5771396083,230,98.4,5771396077,102,5771396085,231,51.4,,,,,,,,,,,,,,,50.3,,,,,,
2822687945,541,5,2,55,11,8cpjplodpphtkbt0hq8sr8mqs,0,101.2,57.1,2025-06-15T00:21:18.003Z,2025-06-15T01:26:00Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771377931,346,,5771377927,56,Center,5771378269,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687993,551,5,2,55,11,224tl8u2smnbyliroayk69nt0,1,-1.2,42.9,2025-06-15T00:21:18.003Z,2025-06-15T01:26:00Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771378229,346,,5771378227,56,Back,5771378259,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688015,552,1,2,55,21,224tl8u2smnbyliroayk69nt0,1,3.0,56.6,2025-06-15T00:21:27.377Z,2025-06-15T00:37:48Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5771378341,124,,5771412349,189,,5771378355,237,,5771378349,212,15.2,5771378351,213,0.89,5771378343,56,Back,5771378345,140,12.1,5771378347,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688025,553,1,2,55,21,224tl8u2smnbyliroayk69nt0,1,12.1,73.9,2025-06-15T00:21:28.089Z,2025-06-15T00:37:50Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771412387,189,,5771378403,212,12.6,5771378405,213,0.67,5771378401,141,85.3,5771378399,140,21.5,5771378397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688113,554,1,2,55,23,224tl8u2smnbyliroayk69nt0,0,20.4,86.7,2025-06-15T00:21:29.562Z,2025-06-15T01:50:54Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771378911,56,Back,5771378923,212,25.5,5771378927,213,0.42,5771378919,141,100.0,5771378915,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688089,542,43,2,55,28,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:21:35.283Z,2025-06-15T00:37:41Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771378781,56,Right,5771378785,141,0.0,5771378787,212,3.2,5771378829,167,0,5771378783,140,53.4,5771378789,213,4.41,5771412061,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688093,543,5,2,55,29,8cpjplodpphtkbt0hq8sr8mqs,1,56.2,-1.4,2025-06-15T00:21:35.742Z,2025-06-15T01:26:01Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771404987,233,555,5771378803,56,Right,5771378807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688119,555,5,2,55,29,224tl8u2smnbyliroayk69nt0,0,43.8,101.4,2025-06-15T00:21:35.742Z,2025-06-15T01:26:01Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771404995,233,543,5771378953,347,,5771378951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822689149,564,1,2,55,43,8cpjplodpphtkbt0hq8sr8mqs,1,53.4,0.0,2025-06-15T00:21:50.138Z,2025-06-15T00:23:34Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771384665,213,1.91,5771384963,189,,5771384663,212,8.0,5771384859,107,,5771384661,141,9.1,5771384659,140,50.9,5771384657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688253,544,1,2,55,44,8cpjplodpphtkbt0hq8sr8mqs,1,57.2,5.8,2025-06-15T00:21:50.371Z,2025-06-15T00:21:51Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771379653,213,2.70,5771379647,140,52.1,5771379645,56,Right,5771379649,141,9.5,5771379651,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688265,545,1,2,55,45,8cpjplodpphtkbt0hq8sr8mqs,1,52.1,9.5,2025-06-15T00:21:51.781Z,2025-06-16T01:14:15Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771379711,140,84.7,5771379709,56,Right,5771379719,1,,5771379713,141,11.4,5771379717,213,0.04,5771379715,212,34.3,5771379707,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823003339,845,1,2,55,46,8cpjplodpphtkbt0hq8sr8mqs,0,81.1,10.7,2025-06-15T00:21:53.035Z,2025-06-16T01:14:27Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5773140445,212,13.5,5773140447,213,2.94,5773140443,141,14.7,5773140439,56,Right,5773140437,3,,5773140441,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688307,557,1,2,55,48,224tl8u2smnbyliroayk69nt0,1,29.1,55.1,2025-06-15T00:21:54.777Z,2025-06-15T00:21:57Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771379927,56,Back,5771379929,140,20.8,5771379931,141,44.3,5771379935,213,3.84,5771379933,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688329,558,1,2,55,51,224tl8u2smnbyliroayk69nt0,1,21.4,37.4,2025-06-15T00:21:57.601Z,2025-06-15T00:21:59Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771380061,213,5.04,5771380055,140,24.6,5771380057,141,23.0,5771380053,56,Back,5771380059,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688345,559,1,2,55,52,224tl8u2smnbyliroayk69nt0,0,24.6,23.0,2025-06-15T00:21:59.291Z,2025-06-15T01:50:52Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771380137,155,,5771380139,56,Center,5771380143,141,33.4,5771380147,213,0.25,5771380145,212,28.4,5771380141,140,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688373,546,1,2,55,57,8cpjplodpphtkbt0hq8sr8mqs,0,48.9,74.0,2025-06-15T00:22:03.324Z,2025-06-16T01:14:58Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771380269,56,Center,5773141039,212,24.3,5773141033,3,,5773141035,140,71.5,5773141037,141,66.0,5773141041,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688415,560,1,2,55,58,224tl8u2smnbyliroayk69nt0,0,24.3,32.2,2025-06-15T00:22:04.818Z,2025-06-15T00:22:05Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771380501,140,34.7,5771380499,56,Back,5771380497,3,,5771380507,213,6.20,5771380505,212,11.0,5771380503,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688451,548,1,2,56,0,8cpjplodpphtkbt0hq8sr8mqs,0,48.5,73.6,2025-06-15T00:22:06.756Z,2025-06-15T00:22:07Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771380693,213,0.57,5771380685,56,Left,5771380687,140,76.8,5771380689,141,100.0,5771380695,1,,5771380691,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688457,549,5,2,56,1,8cpjplodpphtkbt0hq8sr8mqs,0,75.0,101.8,2025-06-15T00:22:07.883Z,2025-06-15T01:26:02Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771380893,233,561,5771380707,347,,5771380705,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688477,561,5,2,56,1,224tl8u2smnbyliroayk69nt0,1,25.0,-1.8,2025-06-15T00:22:07.883Z,2025-06-15T01:26:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771380813,347,,5771380811,56,Back,5771380877,233,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688657,562,1,2,56,28,224tl8u2smnbyliroayk69nt0,1,29.9,0.0,2025-06-15T00:22:34.482Z,2025-06-15T00:22:36Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771381827,107,,5771381831,140,35.0,5771381829,56,Back,5771381837,213,1.14,5771381835,212,12.9,5771381833,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688659,550,43,2,56,29,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:22:35.314Z,2025-06-16T01:18:00Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771382131,399,9jfh2t3w4aqc4o4rvjfk7xey1,5773144237,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688669,563,1,2,56,29,224tl8u2smnbyliroayk69nt0,1,35.8,13.5,2025-06-15T00:22:36.161Z,2025-06-15T00:39:00Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771381883,56,Back,5771381889,212,8.0,5771381885,140,28.9,5771381887,141,8.5,5771381891,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688695,564,1,2,56,31,224tl8u2smnbyliroayk69nt0,0,28.9,8.5,2025-06-15T00:22:37.570Z,2025-06-15T00:22:39Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771382029,56,Right,5771382031,140,68.3,5771382027,157,,5771382039,1,,5771382033,141,17.1,5771382037,213,0.14,5771382035,212,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688715,551,43,2,56,32,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:22:38.817Z,2025-06-15T00:39:21Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771416095,144,44,5771382117,56,Back,5771382119,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688785,566,43,2,56,32,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:22:38.818Z,2025-06-15T00:25:35Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771390161,144,44,5771382839,233,551,5771382531,56,Right,5771382533,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688759,552,1,2,56,35,8cpjplodpphtkbt0hq8sr8mqs,1,31.6,86.6,2025-06-15T00:22:42.262Z,2025-06-15T00:22:45Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771382383,56,Back,5771382389,212,6.9,5771382385,140,35.2,5771382387,141,95.1,5771382381,3,,5771382391,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688763,553,61,2,56,36,8cpjplodpphtkbt0hq8sr8mqs,0,35.0,95.1,2025-06-15T00:22:42.795Z,2025-06-16T01:18:12Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771382423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688755,565,1,2,56,37,224tl8u2smnbyliroayk69nt0,0,58.4,17.0,2025-06-15T00:22:43.571Z,2025-06-15T00:22:45Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771382349,157,,5771382351,56,Center,5771382361,1,,5771382357,212,35.4,5771382355,141,30.6,5771382359,213,0.26,5771382353,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822688801,554,43,2,56,42,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:22:49.245Z,2025-06-15T01:11:46Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771537363,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
