id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2821753983,339,5,2,46,52,cf5r1qpotp6n5i3vdchsp2en1,0,71.0,101.8,2025-06-08T03:44:42.010Z,2025-06-08T03:44:59Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766161451,233,480,5766161197,347,,5766161195,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754031,480,5,2,46,55,2iwybwokic7nmr1t33abdbjoq,1,27.0,-1.9,2025-06-08T03:44:44.652Z,2025-06-08T03:45:00Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766161443,233,339,5766161437,56,Back,5766161439,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754035,481,1,2,47,9,2iwybwokic7nmr1t33abdbjoq,0,33.7,0.0,2025-06-08T03:44:58.435Z,2025-06-08T03:45:01Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766161473,141,18.6,5766161471,140,70.5,5766161477,213,0.35,5766161467,107,,5766161475,212,41.1,5766161469,56,Right,5766161479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754043,482,43,2,47,13,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T03:45:02.450Z,2025-06-08T03:45:05Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766161509,286,0,5766161507,56,Right,5766161599,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754053,340,1,2,47,13,cf5r1qpotp6n5i3vdchsp2en1,1,49.4,85.1,2025-06-08T03:45:02.505Z,2025-06-08T03:45:04Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5766161549,56,Left,5766161559,213,0.10,5766161555,141,87.4,5766161545,3,,5766161557,212,16.0,5766161553,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754087,342,1,2,47,15,cf5r1qpotp6n5i3vdchsp2en1,1,63.3,87.2,2025-06-08T03:45:04.994Z,2025-06-08T03:45:13Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766161759,56,Back,5766161763,141,70.6,5766161769,1,,5766161765,212,45.0,5766161767,213,3.40,5766161761,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754099,343,1,2,47,23,cf5r1qpotp6n5i3vdchsp2en1,1,19.6,66.0,2025-06-08T03:45:13.122Z,2025-06-08T03:45:17Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766161837,56,Back,5766161835,155,,5766161839,140,44.8,5766161845,213,5.29,5766161841,141,6.2,5766161847,1,,5766161843,212,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754119,344,1,2,47,27,cf5r1qpotp6n5i3vdchsp2en1,1,56.7,9.1,2025-06-08T03:45:16.938Z,2025-06-08T03:45:21Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5766161941,141,4.9,5766161945,213,5.92,5766161939,140,63.8,5766161937,56,Right,5766161943,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754125,345,1,2,47,32,cf5r1qpotp6n5i3vdchsp2en1,1,71.0,27.9,2025-06-08T03:45:21.754Z,2025-06-08T03:45:24Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5766161969,141,39.4,5766161967,140,69.1,5766161971,212,8.1,5766161965,56,Center,5766161973,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754133,346,1,2,47,34,cf5r1qpotp6n5i3vdchsp2en1,1,69.0,36.9,2025-06-08T03:45:23.882Z,2025-06-08T03:45:26Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766162017,140,63.2,5766162015,56,Center,5766162021,212,7.3,5766162019,141,42.7,5766162023,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754141,347,1,2,47,36,cf5r1qpotp6n5i3vdchsp2en1,1,63.5,43.3,2025-06-08T03:45:25.595Z,2025-06-08T03:45:29Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766162057,155,,5766162063,141,90.6,5766162059,56,Left,5766162067,213,1.06,5766162061,140,80.8,5766162065,212,36.9,5766162069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754147,348,1,2,47,40,cf5r1qpotp6n5i3vdchsp2en1,1,80.9,89.9,2025-06-08T03:45:29.466Z,2025-06-08T03:45:32Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766162103,141,84.7,5766162107,213,6.02,5766162101,140,93.6,5766162099,56,Left,5766162105,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754151,349,3,2,47,42,cf5r1qpotp6n5i3vdchsp2en1,0,93.0,76.0,2025-06-08T03:45:32.074Z,2025-06-08T03:45:40Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766162125,286,,5766162185,233,483,5766162123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754155,483,7,2,47,42,2iwybwokic7nmr1t33abdbjoq,1,7.0,24.0,2025-06-08T03:45:32.075Z,2025-06-08T03:45:41Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766162131,285,,5766162127,167,,5766162167,233,349,5766162129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754153,350,6,2,47,44,cf5r1qpotp6n5i3vdchsp2en1,1,93.4,77.1,2025-06-08T03:45:34.146Z,2025-06-08T05:04:14Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766162163,56,Center,5766162165,73,,5766162271,233,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754161,484,6,2,47,44,2iwybwokic7nmr1t33abdbjoq,0,6.6,22.9,2025-06-08T03:45:34.146Z,2025-06-08T05:04:15Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766162257,73,,5766162275,233,350,5766162255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754247,351,1,2,48,17,cf5r1qpotp6n5i3vdchsp2en1,0,99.4,99.6,2025-06-08T03:46:07.012Z,2025-06-08T03:46:09Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766162673,56,Center,5766162681,212,29.9,5766162683,213,4.47,5766162679,141,56.9,5766162669,155,,5766162671,223,,5766162677,140,92.6,5766162667,6,,5766162665,2,,,,,,,,,,,,,,,,,,,,,,,,
2821754255,485,12,2,48,20,2iwybwokic7nmr1t33abdbjoq,1,10.7,34.6,2025-06-08T03:46:09.420Z,2025-06-08T03:46:21Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766162721,212,18.4,5766162715,56,Back,5766162717,140,23.2,5766162729,15,,5766162723,213,0.78,5766162719,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754271,352,1,2,48,24,cf5r1qpotp6n5i3vdchsp2en1,1,89.3,6.5,2025-06-08T03:46:13.922Z,2025-06-08T03:46:17Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766162811,56,Right,5766162817,212,22.4,5766162815,141,19.8,5766162813,140,69.8,5766162819,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754281,353,1,2,48,26,cf5r1qpotp6n5i3vdchsp2en1,1,69.8,19.8,2025-06-08T03:46:15.516Z,2025-06-08T04:56:12Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766162895,1,,5766162889,141,60.0,5766162891,212,38.3,5766162885,56,Center,5766162887,140,95.4,5766162883,155,,5766162893,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821759977,624,44,2,48,27,cf5r1qpotp6n5i3vdchsp2en1,1,91.6,54.2,2025-06-08T03:46:17.400Z,2025-06-08T05:10:21Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766195025,233,486,5766195009,56,Center,5766195011,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754285,486,44,2,48,27,2iwybwokic7nmr1t33abdbjoq,0,8.4,45.8,2025-06-08T03:46:17.401Z,2025-06-08T05:10:22Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766162915,285,,5766162913,56,Back,5766195019,233,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821760055,625,61,2,48,28,cf5r1qpotp6n5i3vdchsp2en1,1,89.7,57.8,2025-06-08T03:46:17.402Z,2025-06-08T05:20:15Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,1.0,5766195439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754301,354,15,2,48,31,cf5r1qpotp6n5i3vdchsp2en1,1,89.5,74.0,2025-06-08T03:46:20.815Z,2025-06-08T05:21:22Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766163439,231,50.9,5766163435,147,50.9,5766162973,64,,5766163335,25,,5766195513,78,,5766163429,103,8.2,5766195517,55,625,5766163427,102,50.7,5766196845,233,487,5766195515,29,5766163437,230,99.3,5766162975,56,Center,5766163433,146,99.3,5766163337,20,,,,,,,,,,
2821754293,487,10,2,48,31,2iwybwokic7nmr1t33abdbjoq,1,2.0,47.6,2025-06-08T03:46:20.915Z,2025-06-08T04:56:19Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766196513,56,Back,5766196767,174,,5766196771,182,,5766196775,233,354,5766196769,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754325,355,1,2,48,40,cf5r1qpotp6n5i3vdchsp2en1,1,73.1,91.8,2025-06-08T03:46:30.203Z,2025-06-08T03:46:32Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766163097,140,80.2,5766163095,56,Left,5766163103,213,5.66,5766163099,141,83.9,5766163101,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754329,356,61,2,48,42,cf5r1qpotp6n5i3vdchsp2en1,0,80.2,83.9,2025-06-08T03:46:32.172Z,2025-06-08T03:46:32Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766163111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754331,489,4,2,48,43,2iwybwokic7nmr1t33abdbjoq,1,21.0,16.5,2025-06-08T03:46:32.939Z,2025-06-08T05:04:06Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766163117,13,,5766163143,233,357,5766163119,56,Back,5766163123,265,,5766163125,285,,5766163121,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754333,357,4,2,48,43,cf5r1qpotp6n5i3vdchsp2en1,0,79.0,83.5,2025-06-08T03:46:32.940Z,2025-06-08T05:04:06Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766163133,56,Left,5766163547,55,358,5766163139,286,,5766163147,233,489,5766163131,13,,5766163137,265,,5766163135,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754397,358,17,2,49,10,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-08T03:47:00.189Z,2025-06-08T03:47:02Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766163533,392,,5766163535,13,243,5766163531,31,,5766163537,55,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754591,490,1,2,50,10,2iwybwokic7nmr1t33abdbjoq,1,26.7,77.0,2025-06-08T03:48:00.172Z,2025-06-08T03:48:06Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766164575,56,Back,5766164577,140,19.3,5766164571,5,,5766164583,213,4.04,5766164579,141,62.6,5766164581,212,12.5,5766164573,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754599,491,1,2,50,16,2iwybwokic7nmr1t33abdbjoq,1,21.8,62.0,2025-06-08T03:48:06.299Z,2025-06-08T03:48:07Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766164629,141,63.1,5766164627,140,32.9,5766164625,56,Back,5766164631,212,11.7,5766164633,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754617,492,1,2,50,18,2iwybwokic7nmr1t33abdbjoq,1,32.9,63.1,2025-06-08T03:48:07.659Z,2025-06-08T03:48:10Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766164699,140,23.3,5766164703,212,10.1,5766164697,56,Back,5766164705,213,3.22,5766164701,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754625,493,1,2,50,21,2iwybwokic7nmr1t33abdbjoq,1,23.3,62.0,2025-06-08T03:48:10.453Z,2025-06-08T03:48:14Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766164749,140,25.0,5766164751,141,89.1,5766164755,213,1.47,5766164747,56,Back,5766164753,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754653,494,1,2,50,25,2iwybwokic7nmr1t33abdbjoq,0,27.7,69.1,2025-06-08T03:48:14.766Z,2025-06-08T03:48:18Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766164899,155,,5766164905,141,33.4,5766164901,56,Center,5766164907,212,58.8,5766164909,213,5.86,5766164903,140,78.7,5766164911,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754675,359,12,2,50,30,cf5r1qpotp6n5i3vdchsp2en1,1,17.7,49.3,2025-06-08T03:48:19.437Z,2025-06-08T03:48:25Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766165025,213,0.06,5766165017,56,Back,5766165021,141,51.3,5766165019,140,39.2,5766165023,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754667,495,43,2,50,34,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T03:48:23.469Z,2025-06-08T03:48:33Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766164991,56,Center,5766165235,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754669,496,4,2,50,35,2iwybwokic7nmr1t33abdbjoq,1,63.2,54.4,2025-06-08T03:48:24.405Z,2025-06-08T03:48:32Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766165119,152,,5766165133,233,360,5766165115,294,,5766165117,56,Center,5766165113,13,,5766165121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754679,360,4,2,50,35,cf5r1qpotp6n5i3vdchsp2en1,0,36.8,45.6,2025-06-08T03:48:24.406Z,2025-06-08T03:48:34Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766165079,152,,5766165073,13,,5766165077,56,Back,5766165081,285,,5766165075,294,,5766165139,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754763,497,1,2,50,53,2iwybwokic7nmr1t33abdbjoq,1,63.2,49.4,2025-06-08T03:48:42.979Z,2025-06-08T03:48:47Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766165489,56,Left,5766165491,140,73.8,5766165497,213,1.08,5766165495,212,23.8,5766165487,152,,5766165485,5,,5766165493,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754777,498,1,2,50,57,2iwybwokic7nmr1t33abdbjoq,0,76.2,81.2,2025-06-08T03:48:47.221Z,2025-06-08T03:48:48Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5766165559,141,39.7,5766165551,2,,5766165557,140,87.6,5766165555,56,Center,5766165553,155,,5766165561,212,30.7,5766165565,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754785,361,12,2,50,59,cf5r1qpotp6n5i3vdchsp2en1,1,9.7,58.5,2025-06-08T03:48:48.709Z,2025-06-08T03:48:50Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766165609,213,0.27,5766165603,140,24.2,5766165621,15,,5766165601,56,Back,5766165607,212,15.8,5766165605,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754797,363,1,2,51,1,cf5r1qpotp6n5i3vdchsp2en1,1,24.2,64.8,2025-06-08T03:48:50.797Z,2025-06-08T03:48:52Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766165669,56,Back,5766165671,140,33.3,5766165677,213,5.81,5766165675,212,10.7,5766165673,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754803,364,1,2,51,2,cf5r1qpotp6n5i3vdchsp2en1,1,33.3,57.6,2025-06-08T03:48:51.901Z,2025-06-08T03:48:55Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5766165723,140,30.8,5766165729,213,4.47,5766165725,141,42.1,5766165727,212,10.9,5766165721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754807,365,1,2,51,5,cf5r1qpotp6n5i3vdchsp2en1,1,32.3,35.5,2025-06-08T03:48:54.973Z,2025-06-08T03:48:57Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766165773,212,8.5,5766165775,213,4.64,5766165767,56,Back,5766165771,141,23.1,5766165769,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754821,366,1,2,51,7,cf5r1qpotp6n5i3vdchsp2en1,1,31.7,23.1,2025-06-08T03:48:56.965Z,2025-06-08T03:49:02Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5766165861,140,42.4,5766165867,213,5.50,5766165865,212,15.9,5766165863,141,6.5,5766165859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754833,367,1,2,51,13,cf5r1qpotp6n5i3vdchsp2en1,1,42.6,6.8,2025-06-08T03:49:02.549Z,2025-06-08T03:49:05Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5766165903,212,17.6,5766165897,56,Back,5766165899,140,28.9,5766165905,213,2.52,5766165901,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754837,368,1,2,51,15,cf5r1qpotp6n5i3vdchsp2en1,1,27.6,23.1,2025-06-08T03:49:05.300Z,2025-06-08T03:49:08Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766165947,213,0.78,5766165941,140,32.6,5766165939,56,Back,5766165945,212,7.4,5766165943,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754847,369,1,2,51,18,cf5r1qpotp6n5i3vdchsp2en1,1,32.9,31.9,2025-06-08T03:49:08.223Z,2025-06-08T03:49:11Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766165983,155,,5766165993,213,1.01,5766165995,1,,5766165989,141,87.1,5766165991,212,44.2,5766165985,56,Left,5766165987,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754853,370,1,2,51,21,cf5r1qpotp6n5i3vdchsp2en1,0,55.0,88.3,2025-06-08T03:49:11.382Z,2025-06-08T03:49:13Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766166023,141,100.0,5766166019,56,Left,5766166017,3,,5766166027,213,0.58,5766166021,140,67.5,5766166025,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754855,371,5,2,51,23,cf5r1qpotp6n5i3vdchsp2en1,0,68.1,101.0,2025-06-08T03:49:13.040Z,2025-06-08T03:49:36Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766166033,347,,5766166031,56,Left,5766166403,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754925,499,5,2,51,23,2iwybwokic7nmr1t33abdbjoq,1,32.2,-1.0,2025-06-08T03:49:13.274Z,2025-06-08T03:49:36Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766166399,233,371,5766166395,56,Back,5766166397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754929,500,1,2,51,45,2iwybwokic7nmr1t33abdbjoq,1,32.0,0.0,2025-06-08T03:49:35.365Z,2025-06-08T03:49:37Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766166435,141,19.5,5766166437,212,14.7,5766166431,56,Back,5766166429,107,,5766166433,140,33.6,5766166439,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754933,501,1,2,51,46,2iwybwokic7nmr1t33abdbjoq,1,33.6,19.5,2025-06-08T03:49:36.325Z,2025-06-08T03:49:38Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766166453,56,Back,5766166461,213,3.91,5766166459,212,6.6,5766166457,141,12.8,5766166455,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754955,502,1,2,51,49,2iwybwokic7nmr1t33abdbjoq,1,27.3,10.3,2025-06-08T03:49:38.405Z,2025-06-08T03:49:44Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766166561,141,10.4,5766166565,213,3.14,5766166559,140,9.4,5766166563,212,18.8,5766166557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754971,503,1,2,51,55,2iwybwokic7nmr1t33abdbjoq,1,25.6,26.8,2025-06-08T03:49:44.693Z,2025-06-08T03:49:50Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766166659,212,20.1,5766166657,141,46.7,5766166655,140,11.5,5766166653,56,Back,5766166661,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754979,504,1,2,52,1,2iwybwokic7nmr1t33abdbjoq,1,12.9,59.1,2025-06-08T03:49:50.615Z,2025-06-08T03:49:54Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766166711,213,6.21,5766166703,56,Back,5766166709,212,17.5,5766166705,140,29.5,5766166707,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754987,505,1,2,52,5,2iwybwokic7nmr1t33abdbjoq,1,30.4,42.1,2025-06-08T03:49:54.532Z,2025-06-08T03:49:59Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766166743,141,80.6,5766166747,213,1.14,5766166741,140,41.8,5766166739,56,Back,5766166745,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821754997,506,1,2,52,9,2iwybwokic7nmr1t33abdbjoq,1,39.6,78.2,2025-06-08T03:49:59.255Z,2025-06-08T03:50:00Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766166803,212,7.6,5766166797,56,Back,5766166799,140,36.3,5766166801,141,68.2,5766166805,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755009,507,1,2,52,11,2iwybwokic7nmr1t33abdbjoq,1,36.3,68.2,2025-06-08T03:50:00.591Z,2025-06-08T03:50:04Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766166863,141,79.6,5766166859,56,Back,5766166867,213,0.87,5766166861,140,42.5,5766166865,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755023,508,1,2,52,14,2iwybwokic7nmr1t33abdbjoq,1,39.8,79.3,2025-06-08T03:50:04.164Z,2025-06-08T03:50:07Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766166917,141,45.1,5766166915,140,25.6,5766166921,213,4.14,5766166919,212,27.6,5766166913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755025,509,1,2,52,18,2iwybwokic7nmr1t33abdbjoq,1,26.1,35.7,2025-06-08T03:50:07.551Z,2025-06-08T05:00:28Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766166947,56,Back,5766166955,213,5.62,5766166951,141,13.2,5766166949,140,44.7,5766166953,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755031,510,1,2,52,23,2iwybwokic7nmr1t33abdbjoq,1,40.7,16.1,2025-06-08T03:50:12.759Z,2025-06-08T03:50:16Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766166973,140,65.4,5766166979,213,0.31,5766166975,141,28.3,5766166971,56,Center,5766166977,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755035,511,4,2,52,26,2iwybwokic7nmr1t33abdbjoq,1,68.2,22.8,2025-06-08T03:50:15.436Z,2025-06-08T03:50:21Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766167015,13,,5766167017,56,Center,5766167023,286,,5766167019,152,,5766167021,265,,5766167039,233,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755029,372,4,2,52,26,cf5r1qpotp6n5i3vdchsp2en1,0,31.8,77.2,2025-06-08T03:50:15.437Z,2025-06-08T03:50:24Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766166987,13,,5766167045,233,511,5766166995,285,,5766166989,56,Back,5766166991,152,,5766167145,55,373,5766166993,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755045,373,17,2,52,30,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-08T03:50:19.526Z,2025-06-08T05:33:16Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766167133,31,,5766167135,393,,5766167137,13,243,5766167139,55,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755211,512,1,2,53,37,2iwybwokic7nmr1t33abdbjoq,1,66.8,13.5,2025-06-08T03:51:26.615Z,2025-06-08T03:51:28Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766168069,213,0.07,5766168067,212,14.5,5766168061,56,Right,5766168065,141,15.0,5766168063,140,80.6,5766168059,152,,5766168057,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821755225,513,1,2,53,38,2iwybwokic7nmr1t33abdbjoq,1,80.6,15.0,2025-06-08T03:51:28.111Z,2025-06-08T03:51:30Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766168131,141,36.0,5766168135,213,2.35,5766168127,56,Center,5766168129,140,67.2,5766168133,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
