id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2813126103,493,1,2,53,14,2n3wgr89m7jl8tmioemit2pgq,1,61.8,63.6,2025-05-11T00:21:52.008Z,2025-05-11T00:21:54Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,5718223905,212,13.4,5718223901,140,74.3,5718223895,3,,5718223899,56,Center,5718223907,213,0.18,5718223903,141,67.2,5718223897,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126117,494,1,2,53,15,2n3wgr89m7jl8tmioemit2pgq,0,73.6,69.7,2025-05-11T00:21:53.857Z,2025-05-11T00:21:55Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,5718223997,140,82.3,5718223993,56,Center,5718224001,141,55.7,5718224005,212,13.2,5718224009,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126145,451,12,2,53,18,b1rpb2ox52uxcmjrsnqd95pk5,1,16.5,43.1,2025-05-11T00:21:56.032Z,2025-05-11T00:21:58Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718224211,212,31.1,5718224231,167,,5718224209,141,0.0,5718224205,56,Back,5718224207,140,21.6,5718224213,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126149,452,5,2,53,19,b1rpb2ox52uxcmjrsnqd95pk5,0,19.6,-1.8,2025-05-11T00:21:57.521Z,2025-05-11T01:16:37Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718224217,347,,5718225113,233,495,5718224215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126285,495,5,2,53,19,2n3wgr89m7jl8tmioemit2pgq,1,80.4,101.8,2025-05-11T00:21:57.521Z,2025-05-11T01:16:37Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,5718225087,233,452,5718225037,56,Left,5718225039,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126359,496,1,2,53,31,2n3wgr89m7jl8tmioemit2pgq,1,77.0,100.0,2025-05-11T00:22:09.520Z,2025-05-11T00:22:14Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718225445,56,Left,5718225451,212,18.0,5718225455,213,3.74,5718225449,141,86.0,5718225443,107,,5718225447,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126433,497,1,2,53,36,2n3wgr89m7jl8tmioemit2pgq,1,66.0,74.7,2025-05-11T00:22:14.560Z,2025-05-11T00:22:20Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,5718225987,141,48.5,5718225983,56,Center,5718225989,212,20.6,5718225985,140,56.1,5718225991,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126477,498,1,2,53,42,2n3wgr89m7jl8tmioemit2pgq,1,59.2,57.0,2025-05-11T00:22:20.568Z,2025-05-11T00:22:24Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718226235,140,83.2,5718226231,155,,5718226239,212,33.7,5718226243,1,,5718226241,213,0.73,5718226233,56,Left,5718226237,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126505,499,1,2,53,46,2n3wgr89m7jl8tmioemit2pgq,0,86.1,85.6,2025-05-11T00:22:24.480Z,2025-05-11T00:22:26Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718226397,140,90.1,5718226393,155,,5718226401,212,23.2,5718226403,213,4.89,5718226395,56,Center,5718226391,2,,5718226399,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126515,454,12,2,53,48,b1rpb2ox52uxcmjrsnqd95pk5,1,10.7,40.4,2025-05-11T00:22:26.736Z,2025-05-11T00:22:42Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5718226471,212,17.6,5718226511,15,,5718226465,56,Back,5718226469,141,33.9,5718226467,140,26.9,5718226473,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126579,500,1,2,53,50,2n3wgr89m7jl8tmioemit2pgq,1,71.5,67.5,2025-05-11T00:22:28.664Z,2025-05-11T00:22:32Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,5718226857,212,15.2,5718226853,140,67.4,5718226851,56,Center,5718226855,141,46.1,5718226859,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126651,501,1,2,53,54,2n3wgr89m7jl8tmioemit2pgq,1,69.0,44.5,2025-05-11T00:22:32.087Z,2025-05-11T00:22:38Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,5718227337,213,5.47,5718227333,141,18.2,5718227335,212,24.5,5718227331,140,85.0,5718227329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126689,502,1,2,54,0,2n3wgr89m7jl8tmioemit2pgq,1,88.4,15.3,2025-05-11T00:22:38.408Z,2025-05-11T00:22:53Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,1.0,5718228263,210,13,5718227493,141,62.9,5718227497,213,1.57,5718227489,56,Center,5718227485,2,,5718227487,155,,5718227499,1,,5718227495,212,32.4,5718227491,140,88.3,5718228265,154,,,,,,,,,,,,,,,,,,,
2813126693,503,44,2,54,3,2n3wgr89m7jl8tmioemit2pgq,1,89.0,53.2,2025-05-11T00:22:41.511Z,2025-05-11T01:18:55Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718227511,56,Center,5718227587,233,455,5718227513,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126697,455,44,2,54,3,b1rpb2ox52uxcmjrsnqd95pk5,0,11.0,46.8,2025-05-11T00:22:41.512Z,2025-05-11T01:18:56Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718227627,233,503,5718227533,285,,5718227531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126701,504,13,2,54,3,2n3wgr89m7jl8tmioemit2pgq,1,89.8,46.6,2025-05-11T00:22:41.904Z,2025-05-11T01:20:46Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718228299,102,37.0,5718228295,55,502,5718228291,29,,5718227553,17,,5718228287,15,,5718228307,230,98.5,5718228309,231,48.9,5718228301,103,63.9,5718228305,328,,5718228289,81,,5718227551,22,,5718227555,56,Center,5718228293,154,,,,,,,,,,
2813126843,456,5,2,54,5,b1rpb2ox52uxcmjrsnqd95pk5,1,-0.9,58.4,2025-05-11T00:22:43.705Z,2025-05-11T01:16:38Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718228359,56,Back,5718228429,233,505,5718228361,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813126831,505,5,2,54,5,2n3wgr89m7jl8tmioemit2pgq,0,100.9,41.6,2025-05-11T00:22:43.705Z,2025-05-11T01:16:38Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718228447,233,456,5718228245,346,,5718228243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813127017,457,27,2,54,30,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-11T00:23:08.336Z,2025-05-11T00:23:17Z,,,,5718229809,233,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813127099,507,27,2,54,30,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:23:08.336Z,2025-05-11T00:23:16Z,,,,5718229747,53,dkk3twgai2ldi75eh0xr37hbe,5718229781,233,457,5718229745,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813127023,458,28,2,54,31,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-11T00:23:09.385Z,2025-05-11T01:16:58Z,,,,5718455867,233,508,5718229333,55,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813127115,508,28,2,54,31,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:23:09.385Z,2025-05-11T01:16:57Z,,,,5718455845,233,458,5718229883,55,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128215,509,18,2,56,27,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:25:05.027Z,2025-05-11T00:25:06Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,5718236407,41,,5718236467,55,510,5718236409,44,Forward,5718236411,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128217,510,19,2,56,27,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:25:05.028Z,2025-05-11T06:51:27Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,5718237285,293,2,5718236425,55,509,5718236421,59,71,5718236423,44,Forward,5718237283,292,8,5718236419,145,10,5718236415,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128293,511,18,2,56,34,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:25:12.813Z,2025-05-11T00:25:14Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,5718236965,55,512,5718236893,44,Midfielder,5718236895,59,94,5718236891,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128301,512,19,2,56,34,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-11T00:25:12.814Z,2025-05-11T06:51:20Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,5718237545,293,4,5718236917,59,6,5718236911,42,,5718236915,145,8,5718236919,44,Midfielder,5718237543,292,7,5718236921,55,511,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128455,460,1,2,56,49,b1rpb2ox52uxcmjrsnqd95pk5,1,3.7,52.5,2025-05-11T00:25:27.769Z,2025-05-11T00:25:48Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,5718237829,124,,5718237833,140,14.3,5718239213,189,,5718237837,212,17.7,5718237839,213,5.39,5718237831,56,Back,5718237835,141,32.2,5718237843,237,,,,,,,,,,,,,,,,,,,,,,,,,
2813128487,461,1,2,56,50,b1rpb2ox52uxcmjrsnqd95pk5,1,14.5,32.2,2025-05-11T00:25:28.783Z,2025-05-11T00:25:50Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718238101,213,5.55,5718238097,141,10.3,5718238093,56,Back,5718239317,189,,5718238095,140,30.2,5718238099,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128567,462,1,2,56,54,b1rpb2ox52uxcmjrsnqd95pk5,1,27.4,6.4,2025-05-11T00:25:32.416Z,2025-05-11T00:25:38Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718238557,213,0.72,5718238553,212,27.7,5718238543,155,,5718238547,56,Back,5718238551,141,33.4,5718238549,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128583,463,1,2,57,0,b1rpb2ox52uxcmjrsnqd95pk5,0,42.8,19.5,2025-05-11T00:25:38.424Z,2025-05-11T00:25:40Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,5718238645,213,6.18,5718238641,212,27.1,5718238637,140,68.5,5718238633,155,,5718238635,56,Right,5718238639,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128643,513,12,2,57,3,2n3wgr89m7jl8tmioemit2pgq,1,28.7,79.4,2025-05-11T00:25:41.036Z,2025-05-11T00:25:46Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,5718239001,212,4.4,5718238997,140,30.4,5718239049,233,464,5718239047,397,,5718238995,56,Back,5718238999,141,85.3,5718239003,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128607,464,74,2,57,3,b1rpb2ox52uxcmjrsnqd95pk5,1,66.7,5.9,2025-05-11T00:25:41.037Z,2025-05-11T00:25:46Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718238793,56,Right,5718239087,233,513,5718238795,285,,5718238855,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128835,515,1,2,57,24,2n3wgr89m7jl8tmioemit2pgq,1,14.1,36.7,2025-05-11T00:26:02.188Z,2025-05-11T00:26:04Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718240123,212,7.2,5718240115,123,,5718240119,140,18.7,5718240117,56,Back,5718240121,141,28.8,5718240125,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128857,516,1,2,57,26,2n3wgr89m7jl8tmioemit2pgq,1,18.8,30.3,2025-05-11T00:26:04.236Z,2025-05-11T00:26:06Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718240263,1,,5718240259,212,50.2,5718240255,140,66.5,5718240251,155,,5718240253,56,Center,5718240257,141,35.8,5718240261,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128865,517,44,2,57,28,2n3wgr89m7jl8tmioemit2pgq,1,71.3,45.4,2025-05-11T00:26:06.555Z,2025-05-11T01:18:56Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,5718240299,286,,5718240343,233,465,5718240297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128867,465,44,2,57,28,b1rpb2ox52uxcmjrsnqd95pk5,0,28.7,54.6,2025-05-11T00:26:06.556Z,2025-05-11T01:18:56Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718240307,285,,5718240305,56,Back,5718240375,233,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128869,518,1,2,57,29,2n3wgr89m7jl8tmioemit2pgq,0,65.1,34.5,2025-05-11T00:26:07.043Z,2025-05-11T00:26:07Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,5718240313,140,67.2,5718240317,212,2.4,5718240309,3,,5718240311,56,Center,5718240315,141,33.1,5718240319,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128917,467,1,2,57,31,b1rpb2ox52uxcmjrsnqd95pk5,1,32.6,85.7,2025-05-11T00:26:09.887Z,2025-05-11T00:26:12Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718240571,141,83.5,5718240575,213,3.24,5718240569,140,18.5,5718240567,56,Back,5718240573,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128931,468,1,2,57,33,b1rpb2ox52uxcmjrsnqd95pk5,1,18.3,83.5,2025-05-11T00:26:11.919Z,2025-05-11T00:26:13Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718240685,56,Back,5718240689,141,52.2,5718240695,1,,5718240691,212,36.9,5718240693,213,5.67,5718240683,157,,5718240687,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128937,469,1,2,57,35,b1rpb2ox52uxcmjrsnqd95pk5,1,47.1,52.1,2025-05-11T00:26:13.279Z,2025-05-11T00:26:14Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5718240745,140,43.1,5718240741,3,,5718240751,213,2.04,5718240749,212,9.3,5718240747,141,64.3,5718240743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128947,470,1,2,57,36,b1rpb2ox52uxcmjrsnqd95pk5,0,43.5,64.3,2025-05-11T00:26:14.440Z,2025-05-11T00:26:16Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718240847,155,,5718240853,141,20.6,5718240857,213,5.43,5718240855,212,39.6,5718240851,140,68.4,5718240849,56,Right,5718240859,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813128973,520,1,2,57,39,2n3wgr89m7jl8tmioemit2pgq,1,36.3,72.7,2025-05-11T00:26:17.084Z,2025-05-11T00:26:19Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,5718241053,140,8.6,5718241057,141,62.1,5718241061,213,3.38,5718241051,56,Back,5718241059,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129003,521,1,2,57,40,2n3wgr89m7jl8tmioemit2pgq,0,9.5,62.4,2025-05-11T00:26:18.923Z,2025-05-11T00:26:24Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718241415,157,,5718241419,140,66.2,5718241423,212,59.8,5718241427,1,,5718241425,213,0.10,5718241421,141,70.9,5718241417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129019,471,1,2,57,45,b1rpb2ox52uxcmjrsnqd95pk5,1,33.7,18.3,2025-05-11T00:26:23.199Z,2025-05-11T00:26:25Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718241517,141,26.4,5718241513,56,Back,5718241521,213,0.68,5718241511,3,,5718241515,140,40.2,5718241519,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129045,522,83,2,57,49,2n3wgr89m7jl8tmioemit2pgq,0,65.1,68.7,2025-05-11T00:26:27.403Z,2025-05-11T00:26:31Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,5718241749,399,1nw1tmtpagpr647obkvygwgr9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129057,473,61,2,57,51,b1rpb2ox52uxcmjrsnqd95pk5,1,44.1,14.0,2025-05-11T00:26:29.825Z,2025-05-11T00:26:30Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5718241703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129077,474,1,2,57,53,b1rpb2ox52uxcmjrsnqd95pk5,1,42.8,7.7,2025-05-11T00:26:31.830Z,2025-05-11T06:51:51Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718241839,56,Back,5718241847,213,2.92,5718241843,141,11.9,5718241841,140,30.6,5718241845,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129079,475,1,2,57,55,b1rpb2ox52uxcmjrsnqd95pk5,0,30.6,11.9,2025-05-11T00:26:33.001Z,2025-05-11T00:26:33Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718241863,213,0.61,5718241859,141,41.2,5718241855,56,Center,5718241853,155,,5718241857,140,57.7,5718241861,212,34.7,5718241865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129111,523,1,2,57,57,2n3wgr89m7jl8tmioemit2pgq,1,37.8,44.8,2025-05-11T00:26:35.283Z,2025-05-11T00:26:37Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718242025,212,20.4,5718242021,140,22.5,5718242017,3,,5718242019,56,Back,5718242023,141,26.2,5718242027,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129161,525,1,2,58,0,2n3wgr89m7jl8tmioemit2pgq,1,26.0,16.4,2025-05-11T00:26:38.171Z,2025-05-11T00:26:41Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,5718242253,140,10.2,5718242257,212,25.0,5718242259,213,2.29,5718242251,56,Back,5718242255,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129211,526,1,2,58,2,2n3wgr89m7jl8tmioemit2pgq,1,10.1,44.2,2025-05-11T00:26:40.844Z,2025-05-11T00:26:47Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718242593,212,62.2,5718242587,56,Center,5718242585,157,,5718242589,140,69.1,5718242595,213,6.19,5718242591,141,36.1,5718242599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129217,527,61,2,58,9,2n3wgr89m7jl8tmioemit2pgq,1,69.4,36.3,2025-05-11T00:26:47.179Z,2025-05-11T00:26:47Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,5718242619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129267,477,1,2,58,10,b1rpb2ox52uxcmjrsnqd95pk5,1,47.7,56.3,2025-05-11T00:26:48.719Z,2025-05-11T00:26:51Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718242877,141,64.5,5718242873,56,Center,5718242879,212,13.6,5718242875,140,59.5,5718242881,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129307,478,1,2,58,13,b1rpb2ox52uxcmjrsnqd95pk5,1,59.5,64.5,2025-05-11T00:26:50.975Z,2025-05-11T00:26:56Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718243139,1,,5718243135,212,34.7,5718243131,140,89.8,5718243133,141,85.0,5718243137,213,0.41,5718243129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129325,479,1,2,58,18,b1rpb2ox52uxcmjrsnqd95pk5,1,92.3,89.0,2025-05-11T00:26:56.726Z,2025-05-11T00:27:00Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,5718243343,212,7.6,5718243339,140,85.1,5718243337,56,Left,5718243341,141,87.5,5718243345,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129337,480,1,2,58,22,b1rpb2ox52uxcmjrsnqd95pk5,0,91.0,89.1,2025-05-11T00:27:00.151Z,2025-05-11T00:27:03Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718243459,212,27.3,5718243455,140,93.0,5718243451,155,,5718243449,2,,5718243453,56,Center,5718243457,141,49.1,5718243461,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129339,528,44,2,58,24,2n3wgr89m7jl8tmioemit2pgq,1,8.6,49.3,2025-05-11T00:27:02.483Z,2025-05-11T01:18:57Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718243471,285,,5718243469,56,Back,5718243561,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129345,481,44,2,58,24,b1rpb2ox52uxcmjrsnqd95pk5,0,91.4,50.7,2025-05-11T00:27:02.484Z,2025-05-11T01:18:57Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5718243481,286,,5718243479,56,Center,5718243577,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129351,529,12,2,58,24,2n3wgr89m7jl8tmioemit2pgq,1,10.1,46.0,2025-05-11T00:27:02.731Z,2025-05-11T00:27:46Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718243521,213,0.28,5718243515,140,22.7,5718243519,212,13.8,5718243543,15,,5718243513,56,Back,5718243517,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129369,482,1,2,58,27,b1rpb2ox52uxcmjrsnqd95pk5,1,75.5,34.6,2025-05-11T00:27:05.151Z,2025-05-11T00:27:07Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718243667,140,64.9,5718243663,3,,5718243673,213,2.78,5718243671,212,11.9,5718243665,56,Center,5718243669,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129407,483,1,2,58,29,b1rpb2ox52uxcmjrsnqd95pk5,1,65.0,40.7,2025-05-11T00:27:07.328Z,2025-05-11T00:27:11Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5718243893,141,32.5,5718243897,213,3.71,5718243889,56,Center,5718243895,212,10.4,5718243891,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129453,484,1,2,58,33,b1rpb2ox52uxcmjrsnqd95pk5,1,55.6,34.3,2025-05-11T00:27:11.015Z,2025-05-11T00:27:17Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718244211,141,50.7,5718244215,213,2.26,5718244207,56,Back,5718244209,140,46.8,5718244213,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129471,485,1,2,58,39,b1rpb2ox52uxcmjrsnqd95pk5,1,48.7,52.7,2025-05-11T00:27:17.512Z,2025-05-11T00:27:19Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718244313,141,92.1,5718244317,213,0.64,5718244309,56,Left,5718244307,155,,5718244319,1,,5718244311,140,82.8,5718244339,189,,5718244315,212,44.7,,,,,,,,,,,,,,,,,,,,,,,,
2813129603,486,1,2,58,45,b1rpb2ox52uxcmjrsnqd95pk5,1,73.8,84.1,2025-05-11T00:27:23.734Z,2025-05-11T00:27:32Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718245205,140,66.3,5718245209,212,9.6,5718245211,213,2.53,5718245207,141,92.3,5718245203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129625,487,1,2,58,54,b1rpb2ox52uxcmjrsnqd95pk5,1,89.6,90.8,2025-05-11T00:27:32.550Z,2025-05-11T00:27:34Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,5718245329,213,2.88,5718245325,141,92.1,5718245321,56,Left,5718245323,140,86.4,5718245327,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129653,488,1,2,58,56,b1rpb2ox52uxcmjrsnqd95pk5,1,87.2,91.7,2025-05-11T00:27:34.255Z,2025-05-11T00:27:36Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718245511,213,3.16,5718245505,140,80.5,5718245509,212,7.0,5718245507,141,91.5,5718245503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129667,489,1,2,58,58,b1rpb2ox52uxcmjrsnqd95pk5,1,80.4,91.4,2025-05-11T00:27:36.510Z,2025-05-11T00:27:39Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,5718245619,56,Center,5718245621,140,72.9,5718245625,212,12.4,5718245623,141,77.3,5718245627,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129693,490,1,2,59,1,b1rpb2ox52uxcmjrsnqd95pk5,1,66.4,75.9,2025-05-11T00:27:39.038Z,2025-05-11T00:27:43Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718245793,141,27.9,5718245797,213,4.50,5718245789,56,Center,5718245801,1,,5718245795,212,33.4,5718245791,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813129715,491,1,2,59,4,b1rpb2ox52uxcmjrsnqd95pk5,1,59.9,22.2,2025-05-11T00:27:42.807Z,2025-05-11T00:27:45Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718245899,56,Right,5718245905,212,18.1,5718245901,140,74.4,5718245903,141,7.7,5718245907,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
