id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2800348055,397,44,1,51,45,b5l2e3csycjb8twvq9ek0j5gq,1,27.2,16.4,2025-04-13T00:58:32.549Z,2025-04-13T04:05:53Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647704099,56,Back,5647704101,285,,5647704141,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348029,438,44,1,51,45,aj8ytsr2ap33tod0hd8ofzaw9,0,72.8,83.6,2025-04-13T00:58:32.550Z,2025-04-13T04:05:54Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647704157,233,397,5647703983,286,,5647703981,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348061,398,12,1,51,45,b5l2e3csycjb8twvq9ek0j5gq,1,19.0,14.6,2025-04-13T00:58:32.898Z,2025-04-13T03:04:15Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647704207,167,,5647704117,140,20.6,5647704121,212,10.7,5647704115,56,Back,5647704123,213,4.87,5647704119,141,0.0,5647704137,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348077,399,5,1,51,51,b5l2e3csycjb8twvq9ek0j5gq,0,23.1,-1.2,2025-04-13T00:58:37.945Z,2025-04-13T03:04:03Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647704201,347,,5647704199,56,Back,5647705231,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348239,439,5,1,51,51,aj8ytsr2ap33tod0hd8ofzaw9,1,76.9,101.2,2025-04-13T00:58:37.945Z,2025-04-16T09:31:52Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647705181,56,Left,5647705211,233,399,5647705183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348283,440,1,1,52,5,aj8ytsr2ap33tod0hd8ofzaw9,0,69.5,100.0,2025-04-13T00:58:52.739Z,2025-04-13T00:58:56Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647705429,141,63.1,5647705425,56,Center,5647705435,1,,5647705431,212,33.6,5647705423,107,,5647705433,213,5.38,5647705427,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348305,400,44,1,52,8,b5l2e3csycjb8twvq9ek0j5gq,1,13.4,31.6,2025-04-13T00:58:55.825Z,2025-04-13T00:59:02Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647705587,233,441,5647705527,56,Back,5647705529,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348289,441,44,1,52,8,aj8ytsr2ap33tod0hd8ofzaw9,0,86.6,68.4,2025-04-13T00:58:55.826Z,2025-04-13T00:59:05Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647705449,286,,5647705447,56,Center,5647705625,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348307,401,12,1,52,8,b5l2e3csycjb8twvq9ek0j5gq,1,17.5,23.9,2025-04-13T00:58:55.915Z,2025-04-13T03:04:19Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647705537,140,22.6,5647705539,141,21.8,5647705569,15,,5647705543,213,6.02,5647705535,56,Back,5647705541,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348327,442,1,1,52,10,aj8ytsr2ap33tod0hd8ofzaw9,0,68.0,72.7,2025-04-13T00:58:57.146Z,2025-04-13T01:03:29Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647705657,56,Center,5647705665,213,5.53,5647705659,140,86.5,5647719727,155,,5647705663,212,26.7,5647705661,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348383,402,44,1,52,11,b5l2e3csycjb8twvq9ek0j5gq,1,16.2,39.7,2025-04-13T00:58:58.745Z,2025-04-13T04:05:54Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647705915,56,Back,5647705917,285,,5647705949,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348335,443,44,1,52,11,aj8ytsr2ap33tod0hd8ofzaw9,0,83.8,60.3,2025-04-13T00:58:58.746Z,2025-04-13T04:05:54Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5647705703,286,,5647705935,233,402,5647705701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348343,444,43,1,52,12,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T00:58:59.090Z,2025-04-13T01:03:30Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5647705745,140,86.5,5647720929,144,1,5647705749,212,0.1,5647705751,213,4.71,5647705741,3,0,5647705743,56,Center,5647705747,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348387,403,12,1,52,12,b5l2e3csycjb8twvq9ek0j5gq,1,13.2,50.1,2025-04-13T00:58:59.303Z,2025-04-13T03:04:23Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647722235,213,0.65,5647722407,15,,5647722231,141,70.3,5647722229,140,30.3,5647722233,212,22.6,5647705943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348397,404,44,1,52,14,b5l2e3csycjb8twvq9ek0j5gq,1,25.8,62.2,2025-04-13T00:59:01.466Z,2025-04-13T00:59:10Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5647705973,56,Back,5647706101,233,445,5647705975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348377,445,44,1,52,14,aj8ytsr2ap33tod0hd8ofzaw9,0,74.2,37.8,2025-04-13T00:59:01.467Z,2025-04-13T00:59:11Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5647705913,286,,5647705911,56,Center,5647706115,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348403,405,12,1,52,14,b5l2e3csycjb8twvq9ek0j5gq,1,20.7,33.7,2025-04-13T00:59:01.747Z,2025-04-13T00:59:11Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5647706015,140,28.5,5647706019,212,9.1,5647706017,141,39.5,5647706021,213,0.45,5647706051,15,,5647706013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348467,407,3,1,52,21,b5l2e3csycjb8twvq9ek0j5gq,1,62.7,74.6,2025-04-13T00:59:08.779Z,2025-04-16T07:15:37Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5647706411,56,Center,5655993171,465,,5647706435,233,446,5647706413,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348435,446,45,1,52,21,aj8ytsr2ap33tod0hd8ofzaw9,0,37.3,25.4,2025-04-13T00:59:08.779Z,2025-04-13T01:03:55Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647706455,233,407,5647706245,285,,5647706241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348517,408,1,1,52,23,b5l2e3csycjb8twvq9ek0j5gq,1,63.2,58.7,2025-04-13T00:59:10.851Z,2025-04-13T00:59:17Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5647706673,213,5.11,5647706669,141,18.9,5647706665,56,Right,5647706667,140,74.1,5647706671,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348543,409,1,1,52,29,b5l2e3csycjb8twvq9ek0j5gq,0,86.4,14.0,2025-04-13T00:59:16.538Z,2025-04-16T07:15:45Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647706831,2,,5647706845,213,1.26,5655993247,224,,5647706839,141,47.6,5655993249,20,,5647706837,140,93.4,5647706833,155,,5647706835,56,Center,5647706843,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348549,447,44,1,52,31,aj8ytsr2ap33tod0hd8ofzaw9,1,8.1,50.2,2025-04-13T00:59:18.850Z,2025-04-13T04:05:55Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5647707003,233,410,5647706865,56,Back,5647706867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348551,410,44,1,52,31,b5l2e3csycjb8twvq9ek0j5gq,0,91.9,49.8,2025-04-13T00:59:18.851Z,2025-04-13T04:05:55Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5647707025,233,447,5647706873,56,Center,5647706875,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348553,448,12,1,52,32,aj8ytsr2ap33tod0hd8ofzaw9,1,10.8,46.6,2025-04-13T00:59:19.122Z,2025-04-13T00:59:22Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5647706877,56,Back,5647706939,15,,5647706881,141,51.8,5647706883,212,3.9,5647706879,140,12.3,5647706885,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348585,411,44,1,52,33,b5l2e3csycjb8twvq9ek0j5gq,1,89.0,46.1,2025-04-13T00:59:20.746Z,2025-04-13T04:05:55Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5647707043,286,,5647707175,233,449,5647707041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348603,449,44,1,52,33,aj8ytsr2ap33tod0hd8ofzaw9,0,11.0,53.9,2025-04-13T00:59:20.747Z,2025-04-13T04:05:56Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5647707149,285,,5647707181,233,411,5647707145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348593,412,61,1,52,34,b5l2e3csycjb8twvq9ek0j5gq,1,91.2,42.5,2025-04-13T00:59:21.187Z,2025-04-13T00:59:21Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,1.0,,5647707103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348629,413,43,1,52,36,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T00:59:23.426Z,2025-04-13T00:59:48Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5647707315,141,39.5,5647708931,144,1,5647707319,213,4.74,5647707311,56,Center,5647708087,210,15,5647707313,140,76.1,5647707317,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348635,414,13,1,52,37,b5l2e3csycjb8twvq9ek0j5gq,1,80.6,33.1,2025-04-13T00:59:24.468Z,2025-04-16T07:16:04Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5647708117,146,89.5,5647708121,230,97.6,5647708123,231,47.8,5647707335,56,Center,5648057169,73,,5647707921,20,,5647708103,29,,5647708113,215,,5647708111,103,15.3,5647708105,55,5647707331,22,,5647708119,147,49.3,412,5647708109,102,71.9,5647707333,18,5648057171,328,,,5648057173,153,,,,,,,,,,
2800348633,450,12,1,52,37,aj8ytsr2ap33tod0hd8ofzaw9,1,10.0,50.3,2025-04-13T00:59:24.568Z,2025-04-13T03:05:59Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5648057537,212,23.0,5648057533,140,28.6,5647707329,56,Back,5648057539,213,0.55,5648057535,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348667,451,1,1,52,39,aj8ytsr2ap33tod0hd8ofzaw9,1,35.3,61.7,2025-04-13T00:59:26.186Z,2025-04-13T00:59:28Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5647707537,141,49.3,5647707533,56,Back,5647707541,213,4.37,5647707539,212,9.0,5647707535,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348655,415,43,1,52,40,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T00:59:27.291Z,2025-04-16T07:16:29Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5655993395,144,83,5647707615,399,1e1wh213cg8q6lsqa3kvbjdka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348675,452,4,1,52,41,aj8ytsr2ap33tod0hd8ofzaw9,1,27.9,55.6,2025-04-13T00:59:28.770Z,2025-04-13T02:20:21Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5647707803,233,416,5647707575,13,,5647707581,265,,5647707577,56,Back,5647707583,285,,5647707579,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348693,416,4,1,52,41,b5l2e3csycjb8twvq9ek0j5gq,0,72.1,44.4,2025-04-13T00:59:28.771Z,2025-04-13T02:20:21Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647707785,286,,5647707781,152,,5647707777,13,,5647707835,233,452,5647707779,56,Center,5647707783,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348789,453,1,1,52,51,aj8ytsr2ap33tod0hd8ofzaw9,1,31.9,48.7,2025-04-13T00:59:38.506Z,2025-04-13T00:59:42Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647708475,141,83.3,5647708479,213,1.28,5647708467,5,,5647708471,56,Back,5647708473,140,38.6,5647708469,152,,5647708477,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348831,454,1,1,52,55,aj8ytsr2ap33tod0hd8ofzaw9,1,44.2,91.2,2025-04-13T00:59:42.659Z,2025-04-13T00:59:46Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647708759,213,4.52,5647708755,141,73.5,5647708751,56,Back,5647708753,140,42.0,5647708757,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348857,455,1,1,52,59,aj8ytsr2ap33tod0hd8ofzaw9,1,42.1,75.3,2025-04-13T00:59:46.611Z,2025-04-13T00:59:48Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647708967,140,59.5,5647708971,212,21.3,5647708973,213,0.54,5647708965,56,Left,5647708969,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348895,456,1,1,53,1,aj8ytsr2ap33tod0hd8ofzaw9,1,59.5,91.4,2025-04-13T00:59:48.499Z,2025-04-13T00:59:52Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647709253,212,16.2,5647709247,56,Center,5647709251,141,72.9,5647709249,140,69.2,5647709245,155,,5647709255,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348917,457,1,1,53,4,aj8ytsr2ap33tod0hd8ofzaw9,1,71.3,73.8,2025-04-13T00:59:51.940Z,2025-04-13T00:59:54Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5647709409,140,66.8,5647709411,141,84.1,5647709413,212,8.4,5647709407,56,Left,5647709415,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800348955,458,1,1,53,7,aj8ytsr2ap33tod0hd8ofzaw9,0,68.2,82.0,2025-04-13T00:59:54.371Z,2025-04-16T07:17:02Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647709611,2,,5647709623,213,5.60,5647709619,141,50.4,5647709617,140,93.6,5647709621,212,34.2,5655993559,224,,5647709613,155,,5647709615,56,Center,5655993561,72,,5647709625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349023,417,52,1,53,17,b5l2e3csycjb8twvq9ek0j5gq,1,5.2,50.6,2025-04-13T01:00:04.100Z,2025-04-16T07:17:07Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5655993573,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349173,419,1,1,53,26,b5l2e3csycjb8twvq9ek0j5gq,0,11.5,49.0,2025-04-13T01:00:13.395Z,2025-04-13T01:00:15Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5647710985,141,41.3,5647710987,212,60.4,5647710979,199,,5647710983,140,68.8,5647710981,56,Center,5647710991,1,,5647710989,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349213,459,1,1,53,30,aj8ytsr2ap33tod0hd8ofzaw9,1,23.6,69.6,2025-04-13T01:00:17.660Z,2025-04-13T01:00:20Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647711165,56,Back,5647711167,140,7.9,5647711171,212,18.9,5647711163,3,,5647711173,213,3.65,5647711169,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349219,460,52,1,53,33,aj8ytsr2ap33tod0hd8ofzaw9,1,7.9,56.0,2025-04-13T01:00:20.387Z,2025-04-16T07:17:19Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5655993623,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349289,461,1,1,53,36,aj8ytsr2ap33tod0hd8ofzaw9,1,10.2,50.0,2025-04-13T01:00:23.555Z,2025-04-13T01:00:26Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5647711521,140,22.2,5647711517,123,,5647711523,141,50.0,5647711519,56,Back,5647711527,213,0.00,5647711525,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349367,462,1,1,53,39,aj8ytsr2ap33tod0hd8ofzaw9,1,23.5,49.9,2025-04-13T01:00:26.420Z,2025-04-13T01:00:34Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647712013,140,27.3,5647712021,212,14.0,5647712017,141,69.6,5647712009,56,Back,5647712027,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349379,463,1,1,53,47,aj8ytsr2ap33tod0hd8ofzaw9,1,55.4,79.6,2025-04-13T01:00:34.060Z,2025-04-13T01:00:36Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647712111,141,76.6,5647712109,140,63.4,5647712107,56,Center,5647712113,212,8.6,5647712115,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349427,464,1,1,53,49,aj8ytsr2ap33tod0hd8ofzaw9,1,63.4,76.6,2025-04-13T01:00:35.971Z,2025-04-13T01:00:41Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5647712423,140,70.6,5647712427,212,10.9,5647712429,213,0.80,5647712425,141,88.1,5647712421,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349431,465,4,1,53,53,aj8ytsr2ap33tod0hd8ofzaw9,1,71.2,68.6,2025-04-13T01:00:40.065Z,2025-04-13T01:00:45Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647712541,233,420,5647712525,265,,5647712521,56,Center,5647712527,286,,5647712523,152,,5647712519,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349415,420,4,1,53,53,b5l2e3csycjb8twvq9ek0j5gq,0,28.8,31.4,2025-04-13T01:00:40.066Z,2025-04-13T01:00:46Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647712459,285,,5647712455,152,,5647712451,13,,5647712559,233,465,5647712453,56,Back,5647712457,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349885,466,1,1,54,49,aj8ytsr2ap33tod0hd8ofzaw9,1,68.0,79.0,2025-04-13T01:01:36.397Z,2025-04-16T07:17:41Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5647715267,155,,5647715271,56,Center,5647715263,2,,5647715279,213,5.54,5647715277,212,30.3,5655993757,20,,5647715273,140,89.2,5647715269,152,,5647715275,141,48.7,5655993755,223,5647715265,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349883,421,4,1,54,52,b5l2e3csycjb8twvq9ek0j5gq,1,10.6,51.0,2025-04-13T01:01:39.184Z,2025-04-13T03:09:14Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5647715257,285,,5647718535,13,,5647715255,56,Back,5647718729,233,467,5647718539,152,,5648061413,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800349887,467,4,1,54,52,aj8ytsr2ap33tod0hd8ofzaw9,0,89.4,49.0,2025-04-13T01:01:39.185Z,2025-04-13T03:11:00Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5648061325,294,,5647718751,233,421,5647718727,152,,5647715291,56,Center,5647718723,13,,5647715293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800350017,468,43,1,54,53,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T01:01:40.316Z,2025-04-13T01:02:44Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5647716091,140,72.1,5647716089,56,Center,5647716087,3,0,5647716093,141,43.4,5647716097,213,3.34,5647716095,212,18.3,5647718843,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800350079,422,30,1,55,8,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T01:01:55.566Z,2025-04-13T01:01:59Z,,,,,5647716401,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800350021,469,30,1,55,8,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T01:01:55.566Z,2025-04-13T01:01:56Z,,,,,5647716105,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800359511,475,18,2,45,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T01:16:00.827Z,2025-04-13T01:16:01Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647772717,59,10,5647772713,42,,5647772793,55,476,5647772715,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800359517,476,19,2,45,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T01:16:00.828Z,2025-04-13T01:16:02Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5647772769,293,1,5647772773,55,475,5647772763,145,11,5647772767,292,8,5647772771,44,Forward,5647772759,42,,5647772765,59,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800359939,426,32,2,45,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T01:16:36.283Z,2025-04-13T01:16:37Z,,,,,5647775321,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800359927,477,32,2,45,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T01:16:36.283Z,2025-04-16T07:19:02Z,,,,,5647775229,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800359979,427,1,2,45,0,b5l2e3csycjb8twvq9ek0j5gq,1,49.7,49.4,2025-04-13T01:16:36.284Z,2025-04-13T01:16:41Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5647775513,140,24.2,5647775521,279,S,5647775517,212,27.0,5647775519,213,3.02,5647775511,56,Back,5647775515,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800360023,428,1,2,45,4,b5l2e3csycjb8twvq9ek0j5gq,1,25.6,52.5,2025-04-13T01:16:41.148Z,2025-04-13T01:16:44Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5647775713,1,,5647775699,157,,5647775707,141,57.0,5647775709,212,39.1,5647775701,56,Center,5647775711,213,0.08,5647775705,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800360027,429,1,2,45,6,b5l2e3csycjb8twvq9ek0j5gq,0,67.3,63.3,2025-04-13T01:16:42.952Z,2025-04-13T03:11:14Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5647775747,56,Center,5647775753,212,11.2,5647775743,3,,5647775755,213,5.87,5647775749,140,77.1,5647775745,168,,5647775751,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800360033,478,12,2,45,7,aj8ytsr2ap33tod0hd8ofzaw9,1,11.0,25.9,2025-04-13T01:16:43.554Z,2025-04-13T03:11:17Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647775799,140,27.0,5647775805,213,0.17,5647775797,56,Back,5647775803,212,17.0,5647776173,15,,5647775801,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800360041,479,1,2,45,9,aj8ytsr2ap33tod0hd8ofzaw9,0,27.0,30.1,2025-04-13T01:16:45.420Z,2025-04-13T01:16:46Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5647775847,141,22.2,5647775853,1,,5647775843,56,Center,5647775841,157,,5647775845,140,67.2,5647775849,212,42.6,5647775851,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800360073,430,12,2,45,10,b5l2e3csycjb8twvq9ek0j5gq,1,33.0,71.5,2025-04-13T01:16:46.969Z,2025-04-13T01:16:48Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5647776035,56,Left,5647776041,212,32.4,5647776043,213,0.69,5647776039,141,100.0,5647776069,167,,5647776037,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
