id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2790968967,500,1,2,52,24,bk3zg8yaj5uoqhxzwons3bo8a,0,68.7,44.8,2025-03-22T22:18:28.262Z,2025-03-22T22:18:29Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596181979,213,0.51,5596181977,212,7.7,5596181975,141,50.3,5596181971,56,Center,5596181973,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790968981,359,1,2,52,27,5h878vnmkbuy2ummddprusxgq,1,20.3,45.1,2025-03-22T22:18:31.471Z,2025-03-22T22:18:33Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596182067,140,34.2,5596182065,56,Back,5596182069,141,20.3,5596182071,212,22.3,5596182073,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790968985,360,50,2,52,30,5h878vnmkbuy2ummddprusxgq,1,32.6,25.9,2025-03-22T22:18:33.660Z,2025-03-22T22:32:31Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596182151,233,501,5596182155,285,,5596182093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790968989,501,7,2,52,30,bk3zg8yaj5uoqhxzwons3bo8a,1,67.4,74.1,2025-03-22T22:18:33.661Z,2025-03-25T12:52:02Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596182119,233,360,5599906433,178,,5599906431,383,,5596182101,56,Center,5596182103,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790968987,361,45,2,52,30,5h878vnmkbuy2ummddprusxgq,0,32.2,25.8,2025-03-22T22:18:33.912Z,2025-03-25T14:02:56Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5599906583,56,Back,5599906585,285,,5599950045,233,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791638711,840,3,2,52,30,bk3zg8yaj5uoqhxzwons3bo8a,1,67.8,74.2,2025-03-22T22:18:33.912Z,2025-03-25T14:02:56Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5599907059,465,,5599950039,233,361,5599907055,56,Center,5599907057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969003,503,1,2,52,31,bk3zg8yaj5uoqhxzwons3bo8a,1,70.9,63.0,2025-03-22T22:18:35.359Z,2025-03-22T22:18:37Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596182199,140,71.5,5596182197,56,Center,5596182205,213,4.80,5596182203,212,7.6,5596182201,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969005,504,1,2,52,32,bk3zg8yaj5uoqhxzwons3bo8a,1,71.5,51.9,2025-03-22T22:18:36.085Z,2025-03-22T22:18:37Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596182231,213,1.87,5596182223,140,69.2,5596182221,56,Center,5596182227,212,8.3,5596182225,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969015,505,1,2,52,33,bk3zg8yaj5uoqhxzwons3bo8a,1,69.2,63.6,2025-03-22T22:18:37.263Z,2025-03-22T22:18:42Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596182295,141,73.2,5596182297,212,18.9,5596182293,140,86.1,5596182291,56,Center,5596182289,155,,5596182299,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969017,506,1,2,52,38,bk3zg8yaj5uoqhxzwons3bo8a,0,88.8,76.0,2025-03-22T22:18:41.918Z,2025-03-22T22:18:43Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596182329,233,362,5596182333,286,,5596182327,236,,5596182313,213,4.87,5596182311,212,2.8,5596182309,141,72.0,5596182307,140,89.2,5596182305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969019,362,74,2,52,38,5h878vnmkbuy2ummddprusxgq,1,12.1,27.7,2025-03-22T22:18:41.919Z,2025-03-22T22:32:47Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596182321,285,,5596182351,233,506,5596182319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969057,364,1,2,52,44,5h878vnmkbuy2ummddprusxgq,1,25.4,24.4,2025-03-22T22:18:47.860Z,2025-03-22T23:15:40Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596182503,213,5.81,5596182501,212,25.3,5596182499,141,7.4,5596182497,140,46.8,5596182495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969071,365,1,2,52,49,5h878vnmkbuy2ummddprusxgq,0,49.7,9.2,2025-03-22T22:18:52.533Z,2025-03-22T22:23:30Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596182577,56,Center,5596182583,212,16.5,5596182581,141,30.1,5596182585,213,1.04,5596182579,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969085,507,1,2,52,50,bk3zg8yaj5uoqhxzwons3bo8a,1,50.7,71.5,2025-03-22T22:18:53.613Z,2025-03-22T22:18:55Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596182651,213,2.85,5596182643,56,Back,5596182645,140,39.1,5596182647,141,76.9,5596182649,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969099,509,1,2,52,52,bk3zg8yaj5uoqhxzwons3bo8a,1,39.1,76.9,2025-03-22T22:18:55.847Z,2025-03-22T22:18:57Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596182717,212,9.8,5596182715,141,63.7,5596182713,140,35.4,5596182711,56,Back,5596182719,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969137,510,1,2,52,54,bk3zg8yaj5uoqhxzwons3bo8a,1,35.4,63.7,2025-03-22T22:18:57.669Z,2025-03-22T22:19:07Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596182961,56,Back,5596182963,140,47.8,5596182967,212,19.5,5596182965,141,42.4,5596182969,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969159,511,1,2,53,4,bk3zg8yaj5uoqhxzwons3bo8a,1,70.6,43.3,2025-03-22T22:19:07.693Z,2025-03-22T22:19:11Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596183099,56,Center,5596183101,140,72.6,5596183103,141,77.5,5596183107,213,1.48,5596183105,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969165,512,1,2,53,7,bk3zg8yaj5uoqhxzwons3bo8a,0,72.6,76.1,2025-03-22T22:19:11.278Z,2025-03-22T22:19:14Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596183129,155,,5596183137,212,42.8,5596183135,141,30.0,5596183133,140,100.0,5596183131,56,Center,5596183139,213,5.46,5596183141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969223,366,5,2,53,10,5h878vnmkbuy2ummddprusxgq,1,-0.6,72.4,2025-03-22T22:19:13.918Z,2025-03-22T22:52:21Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596183481,56,Back,5596183483,346,,5596183497,233,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969187,513,5,2,53,10,bk3zg8yaj5uoqhxzwons3bo8a,0,100.6,27.6,2025-03-22T22:19:13.918Z,2025-03-22T22:52:21Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596183307,56,Center,5596183309,346,,5596183501,233,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969231,367,1,2,53,34,5h878vnmkbuy2ummddprusxgq,1,4.6,40.0,2025-03-22T22:19:38.459Z,2025-03-22T22:19:41Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5596183539,237,,5596183527,56,Back,5596183525,124,,5596183531,141,16.7,5596183533,212,16.3,5596183535,213,4.94,5596183529,140,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969261,368,1,2,53,38,5h878vnmkbuy2ummddprusxgq,0,10.8,15.2,2025-03-22T22:19:41.507Z,2025-03-25T12:54:17Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596183719,213,6.21,5596183713,140,45.3,5599908487,1,,5596183711,56,Back,5596183717,212,36.3,5596183715,141,11.1,5596183709,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969255,514,44,2,53,41,bk3zg8yaj5uoqhxzwons3bo8a,1,57.8,91.0,2025-03-22T22:19:44.580Z,2025-03-22T22:32:44Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596183667,56,Left,5596183787,233,369,5596183669,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969263,369,44,2,53,41,5h878vnmkbuy2ummddprusxgq,0,42.2,9.0,2025-03-22T22:19:44.581Z,2025-03-22T22:32:45Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596183809,233,514,5596183725,285,,5596183723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969259,515,1,2,53,41,bk3zg8yaj5uoqhxzwons3bo8a,0,58.3,93.3,2025-03-22T22:19:44.812Z,2025-03-22T22:19:45Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596183699,140,73.4,5596183705,213,6.24,5596183703,212,15.9,5596183701,141,92.4,5596183697,56,Left,5596183695,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969273,370,3,2,53,43,5h878vnmkbuy2ummddprusxgq,0,34.0,9.3,2025-03-22T22:19:46.970Z,2025-03-25T12:54:30Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5599908689,465,,5596183859,233,516,5596183795,56,Back,5596183797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969277,516,7,2,53,43,bk3zg8yaj5uoqhxzwons3bo8a,0,66.0,90.7,2025-03-22T22:19:46.971Z,2025-03-25T12:54:47Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5599908851,385,,5596183853,233,370,5596183817,56,Left,5596183857,285,,5599908763,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791639027,636,61,2,53,44,5h878vnmkbuy2ummddprusxgq,1,34.5,8.4,2025-03-22T22:19:47.662Z,2025-03-25T12:54:59Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5599909001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969311,518,1,2,53,44,bk3zg8yaj5uoqhxzwons3bo8a,1,70.4,91.5,2025-03-22T22:19:48.253Z,2025-03-22T22:19:54Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596183997,56,Left,5596183999,140,78.5,5596184005,213,0.04,5596184003,212,8.5,5596184001,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969313,519,4,2,53,47,bk3zg8yaj5uoqhxzwons3bo8a,1,74.7,90.8,2025-03-22T22:19:51.122Z,2025-03-22T22:32:15Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596184049,152,,5596184045,13,,5596184047,56,Left,5596184075,233,371,5596184053,286,,5596184051,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969325,371,4,2,53,47,5h878vnmkbuy2ummddprusxgq,0,25.3,9.2,2025-03-22T22:19:51.123Z,2025-03-22T23:14:09Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596184059,13,,5596184065,265,,5596184067,285,,5596184061,56,Back,5596184063,152,,5596184093,233,519,5596245057,55,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969381,372,17,2,54,3,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:20:07.258Z,2025-03-22T23:14:09Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596245053,55,371,5596184371,31,,5596184373,392,,5596184375,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969591,520,1,2,54,48,bk3zg8yaj5uoqhxzwons3bo8a,0,82.1,96.7,2025-03-22T22:20:52.395Z,2025-03-25T12:55:56Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596185549,56,Center,5599909497,223,,5596185543,5,,5596185541,2,,5596185545,155,,5596185547,152,,5599909499,20,,5596185559,1,,5596185551,140,5596185553,141,5596185555,212,48.7,5596185557,213,5.13,100.0,31.3,,,,,,,,,,,,,,,,,
2790969683,373,5,2,54,52,5h878vnmkbuy2ummddprusxgq,1,-1.0,70.6,2025-03-22T22:20:55.596Z,2025-03-22T22:52:21Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596186033,233,521,5596186031,346,,5596186029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969597,521,5,2,54,52,bk3zg8yaj5uoqhxzwons3bo8a,0,101.0,29.4,2025-03-22T22:20:55.596Z,2025-03-22T22:52:22Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596185585,56,Center,5596185587,346,,5596186039,233,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969703,374,1,2,55,15,5h878vnmkbuy2ummddprusxgq,1,5.1,40.1,2025-03-22T22:21:18.690Z,2025-03-22T22:21:25Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5596186131,141,52.7,5596186133,212,8.8,5596186129,140,3.1,5596186135,213,1.81,5596186125,124,,5596186127,56,Back,5596186139,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969711,375,1,2,55,21,5h878vnmkbuy2ummddprusxgq,0,8.5,50.0,2025-03-22T22:21:24.915Z,2025-03-25T12:56:12Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596186209,213,5.62,5596186207,212,39.9,5596186205,141,13.8,5596186203,140,38.4,5596186201,56,Back,5599909745,155,,5596186211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969723,522,61,2,55,25,bk3zg8yaj5uoqhxzwons3bo8a,0,69.0,93.5,2025-03-22T22:21:29.419Z,2025-03-22T22:21:29Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596186295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969773,376,5,2,55,26,5h878vnmkbuy2ummddprusxgq,1,29.0,-2.0,2025-03-22T22:21:30.235Z,2025-03-22T22:52:22Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596186507,233,523,5596186493,56,Back,5596186495,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969727,523,5,2,55,26,bk3zg8yaj5uoqhxzwons3bo8a,0,71.0,102.0,2025-03-22T22:21:30.235Z,2025-03-22T22:52:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596186511,233,376,5596186319,56,Left,5596186321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969795,377,1,2,55,40,5h878vnmkbuy2ummddprusxgq,1,27.0,0.0,2025-03-22T22:21:43.698Z,2025-03-22T22:21:49Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596186587,107,,5596186601,213,0.38,5596186589,56,Back,5596186599,212,19.4,5596186595,141,9.8,5596186591,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969799,378,3,2,55,45,5h878vnmkbuy2ummddprusxgq,1,38.6,8.7,2025-03-22T22:21:48.799Z,2025-03-25T12:56:25Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596193521,286,,5599909911,464,,5596186615,56,Back,5596193971,233,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969793,524,45,2,55,45,bk3zg8yaj5uoqhxzwons3bo8a,0,61.4,91.3,2025-03-22T22:21:48.799Z,2025-03-22T23:40:18Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596192663,285,,5596186585,56,Left,5596193975,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969807,379,3,2,55,48,5h878vnmkbuy2ummddprusxgq,0,43.6,8.6,2025-03-22T22:21:51.900Z,2025-03-25T12:56:41Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596186681,56,Back,5596186683,286,,5596186767,233,525,5599910025,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969817,525,7,2,55,48,bk3zg8yaj5uoqhxzwons3bo8a,1,56.4,91.4,2025-03-22T22:21:51.901Z,2025-03-25T12:56:45Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596186759,233,379,5599910075,384,,5599910077,178,,5596186763,285,,5596186731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969825,527,1,2,55,50,bk3zg8yaj5uoqhxzwons3bo8a,1,69.1,92.7,2025-03-22T22:21:53.915Z,2025-03-22T23:40:02Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596186771,56,Left,5596186773,140,75.1,5596186775,141,92.1,5596186777,212,6.3,5596186779,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969829,528,1,2,55,51,bk3zg8yaj5uoqhxzwons3bo8a,0,75.1,92.1,2025-03-22T22:21:54.517Z,2025-03-22T23:40:00Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596186801,212,7.9,5596186803,213,4.75,5596186799,141,80.5,5596186795,56,Left,5596186797,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790971487,437,61,2,55,52,5h878vnmkbuy2ummddprusxgq,1,30.8,21.5,2025-03-22T22:21:56.382Z,2025-03-22T23:40:04Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596196539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790971321,432,61,2,55,53,5h878vnmkbuy2ummddprusxgq,0,25.2,32.5,2025-03-22T22:21:57.279Z,2025-03-22T23:39:58Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596195651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969843,529,3,2,55,54,bk3zg8yaj5uoqhxzwons3bo8a,0,84.6,71.9,2025-03-22T22:21:57.619Z,2025-03-25T12:57:16Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596186859,56,Center,5596186873,233,380,5599910383,465,,5596186861,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969841,380,7,2,55,54,5h878vnmkbuy2ummddprusxgq,1,15.4,28.1,2025-03-22T22:21:57.620Z,2025-03-25T12:57:24Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5599910489,384,,5596186857,285,,5596186855,56,Back,5596186865,233,529,5599910491,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969853,382,1,2,55,56,5h878vnmkbuy2ummddprusxgq,1,14.7,30.4,2025-03-22T22:22:00.122Z,2025-03-22T22:22:02Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596186897,213,4.61,5596186895,212,9.7,5596186893,141,16.2,5596186891,140,13.8,5596186889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969873,383,1,2,55,58,5h878vnmkbuy2ummddprusxgq,1,13.9,15.5,2025-03-22T22:22:01.545Z,2025-03-22T22:22:05Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596186997,140,31.5,5596186995,56,Back,5596187001,212,19.1,5596187003,213,6.03,5596186999,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969877,384,3,2,56,0,5h878vnmkbuy2ummddprusxgq,1,30.0,9.9,2025-03-22T22:22:04.379Z,2025-03-25T12:57:44Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596187015,285,,5596187045,233,530,5599910627,464,,5596187013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969867,530,45,2,56,0,bk3zg8yaj5uoqhxzwons3bo8a,0,70.0,90.1,2025-03-22T22:22:04.379Z,2025-03-22T23:39:46Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596186963,56,Left,5596186965,286,,5596187053,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969887,385,3,2,56,2,5h878vnmkbuy2ummddprusxgq,1,22.8,7.8,2025-03-22T22:22:05.657Z,2025-03-25T12:57:56Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5599910737,464,,5596187063,285,,5596187061,56,Back,5596187065,233,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969883,531,45,2,56,2,bk3zg8yaj5uoqhxzwons3bo8a,0,77.2,92.2,2025-03-22T22:22:05.657Z,2025-03-22T23:39:57Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596187087,233,385,5596187035,56,Left,5596187037,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969903,386,1,2,56,2,5h878vnmkbuy2ummddprusxgq,1,25.1,6.4,2025-03-22T22:22:06.089Z,2025-03-22T23:12:20Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596187139,213,3.06,5596187131,56,Back,5596187133,140,11.0,5596187135,141,8.2,5596187137,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969905,387,1,2,56,3,5h878vnmkbuy2ummddprusxgq,1,11.0,8.2,2025-03-22T22:22:07.425Z,2025-03-22T22:22:12Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596187143,157,,5596187145,56,Back,5596187147,140,49.7,5596187149,141,6.4,5596187151,212,40.7,5596187153,213,6.25,5596187155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969911,388,1,2,56,8,5h878vnmkbuy2ummddprusxgq,1,49.7,6.4,2025-03-22T22:22:11.841Z,2025-03-25T12:58:09Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596187199,141,16.7,5599910857,156,,5596187197,140,38.2,5596187195,56,Back,5596187201,212,14.0,5596187203,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969917,389,1,2,56,9,5h878vnmkbuy2ummddprusxgq,1,38.5,16.7,2025-03-22T22:22:13.361Z,2025-03-22T23:11:52Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5596187217,141,13.8,5596187215,140,57.8,5596187221,213,6.19,5596187213,56,Right,5596187219,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969957,390,1,2,56,13,5h878vnmkbuy2ummddprusxgq,1,60.5,13.8,2025-03-22T22:22:17.018Z,2025-03-22T22:22:19Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5596187379,141,17.3,5596187383,213,2.90,5596187381,212,10.2,5596187377,140,51.1,5596187375,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969963,391,1,2,56,15,5h878vnmkbuy2ummddprusxgq,0,51.1,17.1,2025-03-22T22:22:19.074Z,2025-03-22T23:12:13Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596187415,233,532,5596187413,236,,5596187399,56,Right,5596187419,286,,5596187405,212,6.0,5596187407,213,0.16,5596187401,140,56.7,5596187403,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790969949,532,74,2,56,15,bk3zg8yaj5uoqhxzwons3bo8a,1,41.9,72.4,2025-03-22T22:22:19.075Z,2025-03-22T23:39:44Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596187353,56,Back,5596187439,233,391,5596187355,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790970001,534,1,2,56,18,bk3zg8yaj5uoqhxzwons3bo8a,1,33.3,67.2,2025-03-22T22:22:21.618Z,2025-03-22T23:39:53Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596187689,212,26.7,5596187685,140,52.5,5596187687,141,93.0,5596187683,56,Left,5596187691,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790970015,535,1,2,56,25,bk3zg8yaj5uoqhxzwons3bo8a,1,60.2,75.7,2025-03-22T22:22:29.273Z,2025-03-22T23:39:48Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596187769,141,66.3,5596187773,213,4.15,5596187771,212,7.5,5596187765,140,56.4,5596187761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790970019,536,1,2,56,27,bk3zg8yaj5uoqhxzwons3bo8a,1,57.5,65.5,2025-03-22T22:22:31.274Z,2025-03-22T23:40:09Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596187791,213,5.10,5596187783,56,Center,5596187785,140,60.9,5596187787,141,52.5,5596187789,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790970023,537,1,2,56,29,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,58.4,2025-03-22T22:22:33.226Z,2025-03-22T22:22:34Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596187807,56,Center,5596187809,140,64.3,5596187815,213,0.71,5596187811,141,63.7,5596187813,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
