id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2813173083,367,1,1,45,36,87c66ubwpzykovmkaf1t46bis,0,26.5,96.5,2025-05-11T01:24:50.324Z,2025-05-11T01:24:53Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718494425,56,Back,5718494427,140,28.8,5718494429,141,96.9,5718494431,212,2.4,5718494645,236,,5718494647,233,298,5718494651,286,,5718494433,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173111,298,74,1,45,36,b5l2e3csycjb8twvq9ek0j5gq,1,72.1,3.2,2025-05-11T01:24:50.325Z,2025-05-11T03:05:58Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718494617,285,,5718494615,56,Right,5718494657,233,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173125,299,5,1,45,37,b5l2e3csycjb8twvq9ek0j5gq,0,71.8,-1.4,2025-05-11T01:24:51.925Z,2025-05-11T03:20:48Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718495027,233,368,5718494665,56,Right,5718494667,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173171,368,5,1,45,37,87c66ubwpzykovmkaf1t46bis,1,28.2,101.4,2025-05-11T01:24:51.925Z,2025-05-11T03:20:48Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718494973,233,299,5718494933,347,,5718494931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173193,369,1,1,45,44,87c66ubwpzykovmkaf1t46bis,0,31.8,100.0,2025-05-11T01:24:58.931Z,2025-05-11T01:25:00Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718495129,140,46.2,5718495131,141,95.4,5718495125,107,,5718495127,56,Back,5718495135,213,6.01,5718495133,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173201,300,1,1,45,46,b5l2e3csycjb8twvq9ek0j5gq,0,62.7,15.5,2025-05-11T01:25:00.573Z,2025-05-11T01:25:01Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718495183,141,22.2,5718495179,140,73.0,5718495189,213,0.40,5718495187,212,11.7,5718495175,56,Center,5718495171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173251,370,1,1,45,47,87c66ubwpzykovmkaf1t46bis,1,36.7,88.0,2025-05-11T01:25:02.016Z,2025-05-11T03:00:22Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5718495435,140,31.6,5718495437,141,93.8,5718495433,56,Back,5718495439,212,6.7,5718495441,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173295,371,1,1,45,51,87c66ubwpzykovmkaf1t46bis,1,31.6,93.9,2025-05-11T01:25:05.876Z,2025-05-11T01:25:10Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718495713,1,,5718495703,56,Back,5718495701,155,,5718495711,213,4.49,5718495707,141,46.6,5718495705,140,24.6,5718495709,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173311,372,1,1,45,55,87c66ubwpzykovmkaf1t46bis,0,28.0,46.0,2025-05-11T01:25:09.899Z,2025-05-11T01:25:12Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718495811,155,,5718495823,1,,5718495817,141,92.9,5718495815,140,50.4,5718495821,213,0.94,5718495813,56,Left,5718495819,212,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173331,301,8,1,45,59,b5l2e3csycjb8twvq9ek0j5gq,1,46.8,2.2,2025-05-11T01:25:14.022Z,2025-05-11T01:25:14Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718495919,56,Back,5718495985,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173343,302,43,1,46,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-11T01:25:15.029Z,2025-05-11T01:25:20Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718496013,347,0,5718496361,144,5,5718496011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173455,373,1,1,46,2,87c66ubwpzykovmkaf1t46bis,1,25.0,95.3,2025-05-11T01:25:16.727Z,2025-05-11T01:25:23Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718496673,140,37.1,5718496671,56,Back,5718496679,213,6.27,5718496675,141,95.1,5718496677,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173477,374,1,1,46,8,87c66ubwpzykovmkaf1t46bis,1,33.3,91.5,2025-05-11T01:25:22.835Z,2025-05-11T01:25:24Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718496817,141,74.5,5718496815,140,26.1,5718496821,213,4.13,5718496819,212,13.8,5718496813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173529,375,1,1,46,10,87c66ubwpzykovmkaf1t46bis,1,26.1,74.5,2025-05-11T01:25:24.374Z,2025-05-11T01:25:27Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5718497021,213,5.77,5718497019,212,3.7,5718497013,56,Back,5718497017,141,71.8,5718497015,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173599,376,1,1,46,13,87c66ubwpzykovmkaf1t46bis,1,34.6,52.5,2025-05-11T01:25:27.676Z,2025-05-11T01:25:33Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718497353,140,81.6,5718497351,56,Right,5718497349,155,,5718497355,141,13.2,5718497357,212,56.1,5718497359,213,5.79,5718497361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173607,377,1,1,46,19,87c66ubwpzykovmkaf1t46bis,0,94.7,24.0,2025-05-11T01:25:33.411Z,2025-05-11T01:25:35Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5718497469,233,303,5718497467,236,,5718497403,141,28.6,5718497393,2,,5718497473,286,,5718497401,140,93.7,5718497397,56,Center,5718497407,213,1.89,5718497395,155,,5718497405,212,,,,,,,,,,,3.3,,,,,,,,,,,,,,
2813173613,303,12,1,46,19,b5l2e3csycjb8twvq9ek0j5gq,1,3.5,74.7,2025-05-11T01:25:33.511Z,2025-05-11T01:25:35Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5718497427,185,,5718497497,233,377,5718497429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173633,304,6,1,46,21,b5l2e3csycjb8twvq9ek0j5gq,0,0.0,65.6,2025-05-11T01:25:35.292Z,2025-05-11T03:05:30Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5718497525,56,Back,5718497527,73,,5718497683,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173629,378,6,1,46,21,87c66ubwpzykovmkaf1t46bis,1,100.0,34.4,2025-05-11T01:25:35.292Z,2025-05-11T01:25:38Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5718497617,56,Center,5718497621,75,,5718497645,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174315,379,1,1,46,58,87c66ubwpzykovmkaf1t46bis,1,99.5,0.5,2025-05-11T01:26:12.339Z,2025-05-11T01:26:40Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,1.0,,5718501099,155,,5718501097,6,,5718501113,1,,5718501987,154,,5718501101,223,,5718501109,212,45.7,5718501107,141,60.0,5718501095,2,,5718501103,56,Center,5718501111,213,5718501985,210,5718501105,140,79.3,,,,,15,2.05,,,,,,,,,,,,,,
2813174319,380,15,1,47,2,87c66ubwpzykovmkaf1t46bis,1,79.3,59.4,2025-05-11T01:26:17.010Z,2025-05-11T03:37:19Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718502051,147,57.8,5718502027,154,,5718502049,146,83.2,5718502055,231,52.2,5718502013,25,,5718502023,29,,5718501129,18,,5718502015,72,,5718502033,55,379,5718502053,230,5718502043,103,5718787389,78,,5718502047,82,5718741589,233,19,98.4,,305,5718502041,102,5718501131,56,50.7,Center,5718787391,328,,,,
2813174287,305,10,1,47,2,b5l2e3csycjb8twvq9ek0j5gq,1,9.8,44.4,2025-05-11T01:26:17.110Z,2025-05-11T03:05:36Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718500953,56,Back,5718500951,94,,5718741611,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813177149,314,61,1,47,10,b5l2e3csycjb8twvq9ek0j5gq,1,7.3,34.8,2025-05-11T01:26:24.196Z,2025-05-11T01:30:50Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5718515025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174309,306,6,1,47,11,b5l2e3csycjb8twvq9ek0j5gq,0,0.0,40.2,2025-05-11T01:26:25.324Z,2025-05-11T03:05:30Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5718501053,56,Back,5718501055,73,,5718506845,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174501,381,6,1,47,11,87c66ubwpzykovmkaf1t46bis,1,100.0,59.8,2025-05-11T01:26:25.324Z,2025-05-11T03:05:30Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5718506823,233,306,5718502257,73,,5718502255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174957,382,1,1,47,55,87c66ubwpzykovmkaf1t46bis,0,99.5,99.5,2025-05-11T01:27:09.846Z,2025-05-11T01:27:11Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5718504401,224,,5718504411,141,48.5,5718504407,140,94.9,5718504419,213,4.57,5718504397,6,,5718504395,2,,5718504415,212,35.0,5718504399,155,,5718504421,1,,5718504403,56,,,,,,,,,,,Center,,,,,,,,,,,,,,
2813174961,307,12,1,47,56,b5l2e3csycjb8twvq9ek0j5gq,1,9.6,39.4,2025-05-11T01:27:10.836Z,2025-05-11T01:27:14Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718504443,212,21.9,5718504445,213,0.09,5718504457,15,,5718504437,56,Back,5718504439,140,30.4,5718504441,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175017,383,44,1,47,59,87c66ubwpzykovmkaf1t46bis,1,78.9,79.2,2025-05-11T01:27:13.803Z,2025-05-11T03:05:49Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718504707,56,Left,5718504737,233,308,5718504709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174993,308,44,1,47,59,b5l2e3csycjb8twvq9ek0j5gq,0,21.1,20.8,2025-05-11T01:27:13.804Z,2025-05-11T03:05:49Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5718504755,233,383,5718504611,285,,5718504609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175039,384,1,1,47,59,87c66ubwpzykovmkaf1t46bis,1,80.7,77.6,2025-05-11T01:27:14.075Z,2025-05-11T02:59:43Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718504803,141,86.8,5718504797,3,,5718504807,213,0.49,5718504799,56,Left,5718504805,212,13.4,5718504801,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175089,385,1,1,48,3,87c66ubwpzykovmkaf1t46bis,1,92.0,86.8,2025-05-11T01:27:17.435Z,2025-05-11T01:27:20Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5718505017,212,24.2,5718505015,141,51.2,5718505005,155,,5718505019,213,4.76,5718505007,56,Center,5718505011,140,93.2,5718505003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175125,386,1,1,48,6,87c66ubwpzykovmkaf1t46bis,1,93.2,51.2,2025-05-11T01:27:20.755Z,2025-05-11T01:27:23Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5718505183,212,16.1,5718505167,3,,5718505185,213,4.66,5718505175,140,92.4,5718505171,56,Center,5718505181,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175167,387,1,1,48,9,87c66ubwpzykovmkaf1t46bis,1,92.4,17.0,2025-05-11T01:27:23.411Z,2025-05-11T01:27:27Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718505419,212,13.9,5718505413,56,Right,5718505421,213,3.08,5718505415,140,79.2,5718505417,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175181,388,1,1,48,12,87c66ubwpzykovmkaf1t46bis,1,79.2,18.2,2025-05-11T01:27:26.827Z,2025-05-11T01:27:35Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718505477,140,84.3,5718505485,1,,5718505475,56,Center,5718505479,141,67.0,5718505481,212,33.6,5718505483,213,1.41,5718505473,155,,5718505469,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175267,389,1,1,48,16,87c66ubwpzykovmkaf1t46bis,1,79.7,94.7,2025-05-11T01:27:31.115Z,2025-05-11T01:27:35Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5718505937,212,19.5,5718505935,141,91.2,5718505939,213,3.26,5718505933,140,61.3,5718505931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175285,390,1,1,48,21,87c66ubwpzykovmkaf1t46bis,0,61.1,91.2,2025-05-11T01:27:35.395Z,2025-05-11T01:27:37Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718506027,140,97.8,5718506025,56,Center,5718506031,212,50.5,5718506029,141,43.3,5718506023,155,,5718506021,2,,5718506033,213,5.58,5718506035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175337,309,12,1,48,24,b5l2e3csycjb8twvq9ek0j5gq,1,1.3,55.4,2025-05-11T01:27:38.612Z,2025-05-11T01:27:41Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5718506301,141,100.0,5718506307,213,1.55,5718506295,56,Back,5718506325,167,,5718506297,140,1.9,5718506303,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175341,310,5,1,48,26,b5l2e3csycjb8twvq9ek0j5gq,0,2.9,100.6,2025-05-11T01:27:40.381Z,2025-05-11T03:20:49Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5718507059,233,391,5718506317,347,,5718506315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175481,391,5,1,48,26,87c66ubwpzykovmkaf1t46bis,1,97.1,-0.6,2025-05-11T01:27:40.381Z,2025-05-11T03:20:49Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718507023,233,310,5718506999,347,,5718506997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175507,392,1,1,48,35,87c66ubwpzykovmkaf1t46bis,1,93.0,0.0,2025-05-11T01:27:50.171Z,2025-05-11T01:27:52Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718507129,213,2.70,5718507127,212,12.1,5718507125,141,5.8,5718507121,56,Right,5718507123,140,82.6,5718507119,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175521,393,1,1,48,38,87c66ubwpzykovmkaf1t46bis,0,95.6,13.7,2025-05-11T01:27:52.324Z,2025-05-11T01:27:53Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5718507189,213,1.55,5718507179,155,,5718507185,141,35.8,5718507187,212,15.0,5718507177,2,,5718507181,56,Center,5718507183,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175585,311,61,1,48,42,b5l2e3csycjb8twvq9ek0j5gq,1,5.0,56.6,2025-05-11T01:27:56.820Z,2025-05-11T01:27:57Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718507529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175715,312,12,1,48,43,b5l2e3csycjb8twvq9ek0j5gq,1,4.9,74.2,2025-05-11T01:27:57.916Z,2025-05-11T01:28:06Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5718508135,56,Back,5718508139,140,16.0,5718508143,141,69.0,5718508145,212,12.2,5718508147,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175729,313,30,1,48,49,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-11T01:28:04.181Z,2025-05-11T01:28:09Z,,,,,5718508189,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175757,395,30,1,48,49,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-05-11T01:28:04.181Z,2025-05-11T01:28:08Z,,,,,5718508335,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186387,316,32,2,45,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-11T01:43:41.148Z,2025-05-11T01:43:44Z,,,,,5718557499,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186377,400,32,2,45,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-05-11T01:43:41.148Z,2025-05-11T01:43:41Z,,,,,5718557457,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186391,317,1,2,45,0,b5l2e3csycjb8twvq9ek0j5gq,1,49.8,49.9,2025-05-11T01:43:41.518Z,2025-05-11T01:45:37Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718557521,140,28.5,5718557529,279,S,5718557525,212,23.2,5718557527,213,2.88,5718557519,56,Back,5718557523,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186467,318,1,2,45,3,b5l2e3csycjb8twvq9ek0j5gq,0,29.4,67.5,2025-05-11T01:43:44.902Z,2025-05-11T01:43:47Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718557861,140,74.3,5718557873,213,0.33,5718557857,56,Left,5718557855,155,,5718557865,141,91.1,5718557869,212,49.8,5718557879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186531,401,1,2,45,9,87c66ubwpzykovmkaf1t46bis,0,22.8,9.8,2025-05-11T01:43:50.392Z,2025-05-11T02:49:33Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5718558151,3,,5718558155,140,34.7,5718558157,141,10.7,5718558153,56,Back,5718558159,212,12.5,5718558161,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186547,319,1,2,45,9,b5l2e3csycjb8twvq9ek0j5gq,1,60.5,94.5,2025-05-11T01:43:51.091Z,2025-05-11T02:49:54Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5718558263,140,67.5,5718558269,213,5.30,5718558265,141,78.2,5718558267,212,13.3,5718558261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186559,320,1,2,45,11,b5l2e3csycjb8twvq9ek0j5gq,0,67.5,78.2,2025-05-11T01:43:52.171Z,2025-05-11T01:43:52Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5718558317,141,60.0,5718558315,140,76.1,5718558321,213,5.34,5718558313,56,Center,5718558319,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186601,402,1,2,45,14,87c66ubwpzykovmkaf1t46bis,0,21.2,46.0,2025-05-11T01:43:55.595Z,2025-05-11T02:49:36Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718558487,157,,5718558489,56,Back,5718558493,141,33.6,5718558491,140,44.2,5718558497,213,5.95,5718558495,212,25.6,5718558499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186615,321,1,2,45,15,b5l2e3csycjb8twvq9ek0j5gq,0,52.1,75.4,2025-05-11T01:43:57.075Z,2025-05-11T01:43:57Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718558565,140,64.2,5718558567,141,78.4,5718558569,212,12.9,5718558563,56,Center,5718558571,213,0.16,5718558573,1,,5718558561,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186651,403,1,2,45,18,87c66ubwpzykovmkaf1t46bis,0,35.3,26.2,2025-05-11T01:43:59.217Z,2025-05-11T02:49:35Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718558809,236,,5718558729,56,Back,5718558815,286,,5718558731,140,37.3,5718558811,233,322,5718558735,212,2.2,5718558737,213,0.34,5718558733,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186671,322,74,2,45,18,b5l2e3csycjb8twvq9ek0j5gq,1,57.6,75.4,2025-05-11T01:43:59.218Z,2025-05-11T03:05:58Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718558795,285,,5718558837,233,403,5718558793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186727,323,1,2,45,22,b5l2e3csycjb8twvq9ek0j5gq,1,67.9,51.3,2025-05-11T01:44:03.964Z,2025-05-11T01:44:06Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5718559051,213,4.82,5718559043,56,Right,5718559049,212,20.8,5718559045,140,70.1,5718559047,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186745,324,1,2,45,25,b5l2e3csycjb8twvq9ek0j5gq,1,70.2,20.7,2025-05-11T01:44:06.643Z,2025-05-11T01:44:08Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718559141,213,3.94,5718559133,56,Right,5718559139,212,6.6,5718559137,141,13.7,5718559135,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186765,325,1,2,45,26,b5l2e3csycjb8twvq9ek0j5gq,1,65.8,13.7,2025-05-11T01:44:07.956Z,2025-05-11T01:44:09Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718559245,140,49.1,5718559247,141,21.3,5718559243,56,Back,5718559251,213,2.85,5718559249,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186781,326,1,2,45,28,b5l2e3csycjb8twvq9ek0j5gq,1,49.1,21.3,2025-05-11T01:44:09.317Z,2025-05-11T01:44:10Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718559321,140,58.2,5718559325,212,14.4,5718559327,213,5.44,5718559319,56,Right,5718559323,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186801,327,1,2,45,29,b5l2e3csycjb8twvq9ek0j5gq,1,58.2,5.5,2025-05-11T01:44:10.411Z,2025-05-11T01:44:13Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718559421,212,21.3,5718559419,141,20.4,5718559413,56,Back,5718559417,140,40.4,5718559423,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186837,328,1,2,45,31,b5l2e3csycjb8twvq9ek0j5gq,1,35.8,23.3,2025-05-11T01:44:12.918Z,2025-05-11T01:44:17Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718559583,141,40.0,5718559585,212,24.2,5718559587,213,2.65,5718559579,56,Back,5718559581,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186887,329,1,2,45,35,b5l2e3csycjb8twvq9ek0j5gq,1,15.1,53.0,2025-05-11T01:44:16.851Z,2025-05-11T01:44:20Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5718559773,212,24.5,5718559775,213,1.30,5718559767,56,Back,5718559771,141,87.7,5718559769,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186929,330,1,2,45,39,b5l2e3csycjb8twvq9ek0j5gq,1,25.4,91.7,2025-05-11T01:44:20.451Z,2025-05-11T01:44:25Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718559983,141,92.0,5718559981,140,38.8,5718559987,213,0.01,5718559985,212,14.1,5718559979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186975,331,1,2,45,43,b5l2e3csycjb8twvq9ek0j5gq,1,46.3,93.3,2025-05-11T01:44:25.074Z,2025-05-11T01:44:29Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5718560157,141,93.9,5718560155,140,35.7,5718560161,213,3.10,5718560153,56,Back,5718560159,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186989,332,1,2,45,47,b5l2e3csycjb8twvq9ek0j5gq,0,35.7,93.9,2025-05-11T01:44:28.987Z,2025-05-11T01:44:30Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718560189,56,Center,5718560191,140,58.0,5718560193,141,77.9,5718560195,212,25.8,5718560197,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187103,405,1,2,45,52,87c66ubwpzykovmkaf1t46bis,1,32.1,16.5,2025-05-11T01:44:34.008Z,2025-05-11T01:44:38Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718560721,140,37.5,5718560727,213,6.14,5718560725,212,5.7,5718560719,56,Back,5718560723,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
