id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800324409,304,61,1,44,55,224tl8u2smnbyliroayk69nt0,0,30.4,73.4,2025-04-13T00:22:22.597Z,2025-04-13T00:26:23Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647573395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326111,461,3,1,44,55,e3k8yw2rbmphyfu5htn4yi5jk,0,70.2,30.1,2025-04-13T00:22:22.837Z,2025-04-13T01:47:46Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647582283,286,,5647582281,56,Center,5647583621,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323119,295,7,1,44,55,224tl8u2smnbyliroayk69nt0,0,29.8,69.9,2025-04-13T00:22:22.838Z,2025-04-13T01:47:46Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647566281,56,Back,5647583587,233,461,5647578253,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325481,309,1,1,44,56,224tl8u2smnbyliroayk69nt0,1,40.5,62.3,2025-04-13T00:22:23.885Z,2025-04-13T00:27:05Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647578969,212,3.0,5647578963,56,Back,5647578971,213,1.57,5647578965,140,40.5,5647578967,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323141,296,1,1,44,57,224tl8u2smnbyliroayk69nt0,0,25.5,81.4,2025-04-13T00:22:24.909Z,2025-04-13T00:22:30Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647566385,141,83.9,5647566739,233,431,5647566743,286,,5647566387,212,4.9,5647566389,213,0.35,5647566383,140,29.9,5647566381,56,Back,5647566737,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323195,431,74,1,44,57,e3k8yw2rbmphyfu5htn4yi5jk,1,62.4,11.9,2025-04-13T00:22:24.910Z,2025-04-13T02:11:03Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647566695,285,,5647566693,56,Right,5647566777,233,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323169,297,4,1,45,0,224tl8u2smnbyliroayk69nt0,1,34.7,84.2,2025-04-13T00:22:27.878Z,2025-04-13T01:47:27Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647566997,286,,5647566609,265,,5647566603,13,,5647566605,56,Back,5647566985,233,432,5647566607,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323229,432,4,1,45,0,e3k8yw2rbmphyfu5htn4yi5jk,0,65.3,15.8,2025-04-13T00:22:27.879Z,2025-04-13T01:47:28Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647566945,56,Right,5647566951,285,,5647566947,152,,5647566949,265,,5647567029,233,297,5647566941,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323579,298,1,1,45,29,224tl8u2smnbyliroayk69nt0,0,35.1,84.6,2025-04-13T00:22:56.838Z,2025-04-13T00:27:21Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647568873,140,93.6,5647568865,152,,5647568883,213,0.19,5647568879,212,62.5,5647568869,56,Left,5647568875,141,100.0,5647568863,155,,5647568861,5,,5647568887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323587,299,5,1,45,33,224tl8u2smnbyliroayk69nt0,0,94.2,101.6,2025-04-13T00:23:00.542Z,2025-04-13T01:46:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647568911,56,Left,5647568915,347,,5647569795,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323757,433,5,1,45,33,e3k8yw2rbmphyfu5htn4yi5jk,1,5.8,-1.6,2025-04-13T00:23:00.542Z,2025-04-13T01:46:58Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647569761,233,299,5647569747,347,,5647569745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323819,434,1,1,45,45,e3k8yw2rbmphyfu5htn4yi5jk,1,4.8,0.0,2025-04-13T00:23:12.744Z,2025-04-13T00:23:18Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647570055,141,11.6,5647570049,107,,5647570057,212,20.7,5647570059,213,0.44,5647570051,56,Back,5647570053,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800327695,463,61,1,45,46,e3k8yw2rbmphyfu5htn4yi5jk,0,40.5,5.5,2025-04-13T00:23:13.532Z,2025-04-13T00:29:05Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647590957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326855,314,8,1,45,48,224tl8u2smnbyliroayk69nt0,1,75.4,88.3,2025-04-13T00:23:15.532Z,2025-04-13T00:27:41Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647586579,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323809,300,3,1,45,49,224tl8u2smnbyliroayk69nt0,0,54.7,81.4,2025-04-13T00:23:16.814Z,2025-04-13T00:28:57Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647570015,286,,5647570431,233,436,5647570013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323881,436,7,1,45,49,e3k8yw2rbmphyfu5htn4yi5jk,1,45.3,18.6,2025-04-13T00:23:16.815Z,2025-04-13T00:47:40Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647570381,56,Back,5647570383,285,,5647570409,233,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323827,435,43,1,45,50,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:23:18.030Z,2025-04-13T00:28:14Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647570101,56,Back,5647588427,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323861,302,1,1,45,51,224tl8u2smnbyliroayk69nt0,1,47.4,95.0,2025-04-13T00:23:19.125Z,2025-04-13T00:23:21Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647570275,141,92.0,5647570277,212,2.1,5647570279,213,4.81,5647570273,140,47.6,5647570271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323867,303,1,1,45,52,224tl8u2smnbyliroayk69nt0,0,71.1,79.7,2025-04-13T00:23:20.531Z,2025-04-13T00:29:23Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647590529,236,,5647591789,233,464,5647590447,141,81.6,5647590531,286,,5647590445,140,72.9,5647590451,213,0.60,5647570313,56,Left,5647590449,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800327869,464,74,1,45,53,e3k8yw2rbmphyfu5htn4yi5jk,1,32.6,16.8,2025-04-13T00:23:20.532Z,2025-04-13T00:29:23Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647591771,56,Back,5647591863,233,303,5647591773,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800328023,465,1,1,45,54,e3k8yw2rbmphyfu5htn4yi5jk,1,40.2,4.5,2025-04-13T00:23:21.532Z,2025-04-13T00:35:20Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5647592619,212,9.6,5647592615,140,31.8,5647592617,141,9.9,5647592613,56,Back,5647592621,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323903,437,1,1,45,55,e3k8yw2rbmphyfu5htn4yi5jk,1,40.0,12.7,2025-04-13T00:23:23.248Z,2025-04-13T00:41:59Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647570477,140,29.3,5647570483,213,2.99,5647570479,141,15.2,5647570481,212,11.4,5647570475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323909,438,1,1,45,56,e3k8yw2rbmphyfu5htn4yi5jk,1,18.5,15.2,2025-04-13T00:23:24.168Z,2025-04-13T00:35:02Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647570513,141,20.3,5647570511,140,28.7,5647570509,56,Back,5647570517,213,0.31,5647570515,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323965,439,1,1,46,2,e3k8yw2rbmphyfu5htn4yi5jk,1,44.7,21.7,2025-04-13T00:23:30.120Z,2025-04-13T00:38:49Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647570897,213,3.17,5647570889,56,Back,5647570893,141,21.1,5647570891,140,31.6,5647570895,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800323977,440,1,1,46,3,e3k8yw2rbmphyfu5htn4yi5jk,1,25.2,30.0,2025-04-13T00:23:30.960Z,2025-04-13T00:39:00Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647570979,141,65.2,5647570987,213,1.65,5647570983,212,24.0,5647570973,140,23.5,5647570969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324019,441,1,1,46,4,e3k8yw2rbmphyfu5htn4yi5jk,1,26.4,65.2,2025-04-13T00:23:31.816Z,2025-04-13T00:40:15Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647571167,141,32.9,5647571165,140,26.1,5647571171,213,4.70,5647571163,56,Back,5647571169,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800331857,467,1,1,46,8,e3k8yw2rbmphyfu5htn4yi5jk,1,42.2,34.0,2025-04-13T00:23:35.532Z,2025-04-13T00:44:02Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647614427,140,65.5,5647614423,56,Right,5647614431,212,26.3,5647614429,141,19.7,5647614433,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324103,443,1,1,46,8,e3k8yw2rbmphyfu5htn4yi5jk,1,67.4,22.7,2025-04-13T00:23:36.448Z,2025-04-13T00:44:21Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647571651,213,3.89,5647571645,140,62.7,5647571647,141,15.9,5647571649,212,6.8,5647571643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324127,444,1,1,46,9,e3k8yw2rbmphyfu5htn4yi5jk,1,60.7,15.0,2025-04-13T00:23:37.152Z,2025-04-13T00:44:40Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647571789,213,1.96,5647571771,56,Center,5647571781,141,27.1,5647571783,212,8.9,5647571777,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324143,445,1,1,46,17,e3k8yw2rbmphyfu5htn4yi5jk,1,57.5,27.1,2025-04-13T00:23:44.913Z,2025-04-13T00:23:46Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647571901,213,2.77,5647571893,56,Back,5647571897,141,35.8,5647571895,140,43.0,5647571899,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324179,446,1,1,46,18,e3k8yw2rbmphyfu5htn4yi5jk,1,43.0,35.8,2025-04-13T00:23:46.032Z,2025-04-13T00:47:35Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647572129,140,54.5,5647572133,212,26.2,5647572131,141,70.0,5647572135,213,1.09,5647572127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324057,442,1,1,46,18,e3k8yw2rbmphyfu5htn4yi5jk,1,39.5,36.0,2025-04-13T00:23:46.216Z,2025-04-13T00:44:55Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647571413,141,16.8,5647571411,140,61.8,5647571409,56,Right,5647571417,213,5.77,5647571415,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324225,448,1,1,46,21,e3k8yw2rbmphyfu5htn4yi5jk,1,61.0,94.4,2025-04-13T00:23:48.544Z,2025-04-13T00:45:31Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647572393,213,3.73,5647572391,212,24.2,5647572385,56,Back,5647572387,140,41.8,5647572389,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324213,447,1,1,46,21,e3k8yw2rbmphyfu5htn4yi5jk,1,41.6,77.1,2025-04-13T00:23:49.296Z,2025-04-13T00:45:52Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647572309,140,65.0,5647572313,212,26.5,5647572311,141,91.8,5647572315,213,0.39,5647572307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324311,450,1,1,46,34,e3k8yw2rbmphyfu5htn4yi5jk,1,41.2,72.4,2025-04-13T00:24:02.280Z,2025-04-13T00:46:36Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647572885,213,0.30,5647572877,56,Left,5647572883,212,23.3,5647572879,140,62.4,5647572881,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324297,449,43,1,46,35,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:24:03.089Z,2025-04-13T00:46:48Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647653669,144,1,5647572797,140,57.0,5647572807,213,0.40,5647572803,212,17.3,5647572799,141,84.7,5647572795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324425,451,1,1,46,38,e3k8yw2rbmphyfu5htn4yi5jk,1,45.6,34.8,2025-04-13T00:24:06.129Z,2025-04-13T00:24:12Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647573495,213,5.45,5647573489,140,61.1,5647573487,56,Right,5647573491,141,8.5,5647573493,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324501,452,1,1,46,44,e3k8yw2rbmphyfu5htn4yi5jk,1,54.7,35.8,2025-04-13T00:24:12.016Z,2025-04-13T00:24:17Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647573919,141,65.8,5647573915,56,Center,5647573923,213,1.40,5647573921,212,20.7,5647573917,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324717,453,1,1,46,49,e3k8yw2rbmphyfu5htn4yi5jk,1,80.6,74.8,2025-04-13T00:24:17.280Z,2025-04-13T00:24:32Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647575025,1,,5647575019,141,11.4,5647575013,155,,5647575011,2,,5647575015,56,Right,5647575017,140,92.9,5647575021,212,45.0,5647575023,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324719,454,79,1,47,5,e3k8yw2rbmphyfu5htn4yi5jk,0,0.0,0.0,2025-04-13T00:24:32.561Z,2025-04-13T00:24:33Z,,,,,5647575029,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324753,305,79,1,47,7,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:24:34.801Z,2025-04-13T00:24:34Z,,,,,5647575129,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324847,455,1,1,47,13,e3k8yw2rbmphyfu5htn4yi5jk,1,70.2,46.3,2025-04-13T00:24:40.760Z,2025-04-13T00:24:43Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647575625,213,5.72,5647575619,140,77.0,5647575623,212,8.4,5647575617,56,Center,5647575621,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324855,456,50,1,47,15,e3k8yw2rbmphyfu5htn4yi5jk,1,77.6,46.3,2025-04-13T00:24:42.548Z,2025-04-13T01:47:47Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647575639,56,Center,5647575641,286,,5647575687,233,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324825,306,7,1,47,15,224tl8u2smnbyliroayk69nt0,0,22.4,53.7,2025-04-13T00:24:42.549Z,2025-04-13T01:47:46Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647575521,56,Back,5647575655,233,456,5647575523,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325033,457,13,1,47,17,e3k8yw2rbmphyfu5htn4yi5jk,1,76.8,69.1,2025-04-13T00:24:44.656Z,2025-04-13T02:44:38Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647584511,147,52.0,5647577969,22,,5647576593,56,Center,5647950225,458,,5647577971,18,,5647584505,103,20.8,5647584515,231,52.2,5647584503,102,40.8,5647584513,230,98.0,5647950223,72,,5647584509,146,88.9,5647584135,153,,5647584507,215,5647584495,84,,,,,,,,,,,,,,
2800325083,307,12,1,47,22,224tl8u2smnbyliroayk69nt0,1,10.6,55.0,2025-04-13T00:24:50.342Z,2025-04-13T00:25:00Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647576851,141,35.8,5647576853,212,15.2,5647576849,140,3.2,5647576847,56,Back,5647576855,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325121,458,4,1,47,33,e3k8yw2rbmphyfu5htn4yi5jk,1,95.4,61.6,2025-04-13T00:25:00.533Z,2025-04-13T00:27:14Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5647577529,286,,5647584981,348,caoq1dpq6lz1btrd75s9xuz56,5647577521,13,,5647577523,56,Center,5647577519,9,,5647577525,152,,5647577535,233,308,5647577527,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325089,308,4,1,47,33,224tl8u2smnbyliroayk69nt0,0,4.6,38.4,2025-04-13T00:25:00.534Z,2025-04-13T00:25:15Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647577019,285,,5647577009,9,,5647577013,56,Back,5647577011,13,,5647577581,233,458,5647577015,152,,5647577017,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325761,310,70,1,48,27,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:25:55.017Z,2025-04-13T00:25:55Z,,,,,5647580501,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325845,311,58,1,48,33,224tl8u2smnbyliroayk69nt0,0,0.0,0.0,2025-04-13T00:26:00.576Z,2025-04-13T00:26:47Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647580889,179,,5647580887,186,,5647580893,56,Back,5647580885,9,,5647580891,75,,5647583529,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325839,459,13,1,48,33,e3k8yw2rbmphyfu5htn4yi5jk,1,88.5,50.0,2025-04-13T00:26:00.576Z,2025-04-13T00:26:51Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5647583387,20,,5647580853,214,,5647583795,102,31.8,5647583803,230,99.5,5647583819,353,311,5647580847,9,,5647583799,390,423406,5647580851,56,Center,5647583793,81,,5647583805,231,50,5647583801,458,,5647583797,103,90.3,5647580849,17,,,,,,,,,,,,,,,,
2800325909,312,5,1,48,37,224tl8u2smnbyliroayk69nt0,1,-1.6,59.9,2025-04-13T00:26:05.160Z,2025-04-13T01:46:58Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647582153,233,460,5647581215,346,,5647581213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326089,460,5,1,48,37,e3k8yw2rbmphyfu5htn4yi5jk,0,101.6,40.1,2025-04-13T00:26:05.160Z,2025-04-13T01:46:59Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5647582109,56,Center,5647582113,346,,5647582165,233,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326215,313,30,1,49,12,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:26:40.375Z,2025-04-13T00:26:40Z,,,,,5647583017,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326239,462,30,1,49,12,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:26:40.375Z,2025-04-13T00:26:41Z,,,,,5647583119,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335157,318,32,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:42:16.215Z,2025-04-13T00:42:16Z,,,,,5647632273,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335169,468,32,2,45,0,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:42:16.215Z,2025-04-13T00:42:19Z,,,,,5647632333,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335209,469,1,2,45,0,e3k8yw2rbmphyfu5htn4yi5jk,1,50.4,50.4,2025-04-13T00:42:16.216Z,2025-04-13T00:42:20Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647632553,213,2.64,5647632559,279,S,5647632547,212,17.3,5647632539,56,Back,5647632541,140,35.9,5647632543,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335241,470,1,2,45,4,e3k8yw2rbmphyfu5htn4yi5jk,1,39.3,66.7,2025-04-13T00:42:20.747Z,2025-04-13T00:43:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647632685,212,26.1,5647632677,56,Left,5647632689,213,0.68,5647632679,140,58.7,5647632681,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335263,471,1,2,45,7,e3k8yw2rbmphyfu5htn4yi5jk,1,58.7,90.8,2025-04-13T00:42:23.786Z,2025-04-13T01:07:37Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647632809,212,11.9,5647632811,213,4.16,5647632803,56,Center,5647632805,140,52.8,5647632807,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335321,472,1,2,45,8,e3k8yw2rbmphyfu5htn4yi5jk,1,52.8,75.9,2025-04-13T00:42:24.843Z,2025-04-13T01:07:39Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647633131,213,2.78,5647633129,212,18.5,5647633123,56,Back,5647633125,140,36.3,5647633127,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335379,473,1,2,45,13,e3k8yw2rbmphyfu5htn4yi5jk,1,37.4,82.9,2025-04-13T00:42:29.786Z,2025-04-13T00:42:32Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647633439,140,30.5,5647633445,213,4.38,5647633441,141,51.9,5647633437,56,Back,5647633443,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335407,474,1,2,45,16,e3k8yw2rbmphyfu5htn4yi5jk,1,31.9,50.6,2025-04-13T00:42:32.651Z,2025-04-13T00:42:35Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647633593,141,75.6,5647633597,213,1.32,5647633589,56,Back,5647633591,140,36.1,5647633595,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335463,475,1,2,45,18,e3k8yw2rbmphyfu5htn4yi5jk,1,35.8,75.7,2025-04-13T00:42:34.811Z,2025-04-13T00:42:39Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647633921,141,92.7,5647633917,56,Back,5647633923,212,12.6,5647633919,140,40.5,5647633925,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335499,476,1,2,45,23,e3k8yw2rbmphyfu5htn4yi5jk,0,46.3,89.6,2025-04-13T00:42:39.275Z,2025-04-13T00:42:43Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647634149,213,6.12,5647634139,140,96.2,5647634133,155,,5647634143,141,77.3,5647634135,56,Center,5647634153,1,,5647634145,212,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335613,319,12,2,45,34,224tl8u2smnbyliroayk69nt0,1,15.2,26.5,2025-04-13T00:42:50.798Z,2025-04-13T01:42:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647634675,213,4.53,5647634725,167,,5647634669,140,11.8,5647634667,56,Back,5647634673,212,19.7,5647634671,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335617,320,5,2,45,34,224tl8u2smnbyliroayk69nt0,0,13.2,-1.7000000000000002,2025-04-13T00:42:51.199Z,2025-04-13T01:46:59Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647634695,347,,5647636077,233,477,5647634693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335861,477,5,2,45,34,e3k8yw2rbmphyfu5htn4yi5jk,1,86.8,101.7,2025-04-13T00:42:51.199Z,2025-04-13T01:46:59Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647636037,233,320,5647635993,347,,5647635991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
