id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2821734897,401,1,2,47,24,7c9knuwazz9k9449u5rnuuy5m,1,54.4,97.7,2025-06-08T02:12:13.040Z,2025-06-08T03:58:02Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5766057733,56,Left,5766057741,213,5.29,5766057739,212,5.8,5766057735,140,57.4,5766057737,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821734889,389,83,2,47,26,87c66ubwpzykovmkaf1t46bis,0,41.3,15.8,2025-06-08T02:12:14.924Z,2025-06-08T02:16:26Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5766052941,399,f3ftrudyp33naykboqmua0jro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821734913,403,4,2,47,27,7c9knuwazz9k9449u5rnuuy5m,1,60.2,83.2,2025-06-08T02:12:16.162Z,2025-06-08T02:12:25Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5766052899,286,,5766052891,13,,5766052897,265,,5766052895,152,,5766052893,56,Left,5766052917,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821734895,390,4,2,47,27,87c66ubwpzykovmkaf1t46bis,0,39.8,16.8,2025-06-08T02:12:16.163Z,2025-06-08T02:12:26Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5766052813,285,,5766052807,56,Back,5766052805,13,,5766052939,233,403,5766052809,152,,5766052811,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735021,408,1,2,47,47,7c9knuwazz9k9449u5rnuuy5m,1,57.0,74.2,2025-06-08T02:12:35.464Z,2025-06-08T02:16:56Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5766059639,152,,5766059577,56,Left,5766059637,5,,5766059579,140,75.1,5766059583,212,22.6,5766059585,213,0.57,5766059581,141,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735023,409,1,2,47,48,7c9knuwazz9k9449u5rnuuy5m,1,77.5,75.4,2025-06-08T02:12:36.592Z,2025-06-08T02:18:12Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,1.0,,5766060511,213,5.42,5766060503,56,Center,5766062105,210,15,5766062107,154,,5766060509,212,15.1,5766060507,141,58.5,5766060505,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735027,410,15,2,47,49,7c9knuwazz9k9449u5rnuuy5m,1,88.1,60.3,2025-06-08T02:12:37.744Z,2025-06-08T03:44:59Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5766062127,147,58.3,5766062113,154,,5766062123,215,,5766061853,72,,5766062133,233,391,5766062109,78,,5766062121,103,19,5766061689,22,,5766062111,29,,5766061859,82,5766061855,17,,5766062125,146,89.4,5766062131,231,52.0,5766062129,230,97.6,5766061693,56,Center,5766062115,55,409,5766062119,102,51.3,,,,,
2821734971,391,10,2,47,49,87c66ubwpzykovmkaf1t46bis,1,10.6,41.7,2025-06-08T02:12:37.844Z,2025-06-08T02:18:13Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766053267,56,Back,5766062157,233,410,5766053265,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735067,392,5,2,47,53,87c66ubwpzykovmkaf1t46bis,0,19.2,-0.5,2025-06-08T02:12:41.892Z,2025-06-08T03:04:22Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766053835,56,Back,5766071741,233,411,5766053837,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735031,411,5,2,47,53,7c9knuwazz9k9449u5rnuuy5m,1,80.8,100.5,2025-06-08T02:12:41.892Z,2025-06-08T03:04:21Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,,5766071703,233,392,5766062819,56,Left,5766062821,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735035,412,1,2,48,6,7c9knuwazz9k9449u5rnuuy5m,1,80.5,100.0,2025-06-08T02:12:54.984Z,2025-06-08T02:19:01Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5766063411,141,89.1,5766063415,213,3.67,5766063463,189,,5766063409,140,66.7,5766063413,212,16.7,5766063407,56,Left,5766063405,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735037,413,1,2,48,6,7c9knuwazz9k9449u5rnuuy5m,1,73.9,94.6,2025-06-08T02:12:55.111Z,2025-06-08T02:21:46Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5766067319,213,3.47,5766067313,140,58.7,5766067311,56,Left,5766067317,212,16.9,5766067315,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737043,455,1,2,48,7,7c9knuwazz9k9449u5rnuuy5m,1,60.1,84.2,2025-06-08T02:12:55.810Z,2025-06-08T02:22:04Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5766067635,141,67.1,5766067631,56,Center,5766067637,212,13.3,5766067633,140,54.0,5766067639,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737057,458,1,2,48,8,7c9knuwazz9k9449u5rnuuy5m,1,55.1,65.2,2025-06-08T02:12:56.352Z,2025-06-08T02:22:28Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5766068353,141,30.7,5766068349,56,Center,5766068351,140,52.4,5766068357,213,4.59,5766068355,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737061,459,1,2,48,10,7c9knuwazz9k9449u5rnuuy5m,1,41.2,31.3,2025-06-08T02:12:58.605Z,2025-06-08T02:23:46Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5766070269,141,34.8,5766070271,212,23.8,5766070267,140,63.8,5766070265,56,Center,5766070273,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737063,460,1,2,48,11,7c9knuwazz9k9449u5rnuuy5m,1,61.7,43.8,2025-06-08T02:12:59.667Z,2025-06-08T02:23:52Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5766070441,212,31.3,5766070439,141,51.1,5766070435,56,Back,5766070443,213,2.98,5766070437,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735051,414,1,2,48,13,7c9knuwazz9k9449u5rnuuy5m,1,27.4,46.9,2025-06-08T02:13:01.990Z,2025-06-08T02:13:06Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,,5766053723,141,21.0,5766053719,56,Back,5766053727,213,4.99,5766053721,140,32.1,5766053725,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735055,415,1,2,48,17,7c9knuwazz9k9449u5rnuuy5m,1,29.7,23.6,2025-06-08T02:13:05.759Z,2025-06-08T02:13:08Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5766053763,1,,5766053759,212,34.5,5766053757,141,23.6,5766053755,140,62.6,5766053753,56,Center,5766053761,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735063,416,1,2,48,19,7c9knuwazz9k9449u5rnuuy5m,0,60.9,29.5,2025-06-08T02:13:07.423Z,2025-06-08T03:08:44Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5766053825,212,10.1,5766053827,213,4.83,5766053821,140,62.0,5766053819,56,Right,5766122519,155,,5766053823,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735069,393,61,2,48,21,87c66ubwpzykovmkaf1t46bis,1,40.9,85.9,2025-06-08T02:13:09.319Z,2025-06-08T02:13:09Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5766053839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735097,417,1,2,48,21,7c9knuwazz9k9449u5rnuuy5m,1,60.7,19.5,2025-06-08T02:13:10.073Z,2025-06-08T03:08:45Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5766053973,141,34.2,5766053977,213,1.99,5766053971,140,56.5,5766053975,212,10.9,5766053969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735099,418,4,2,48,26,7c9knuwazz9k9449u5rnuuy5m,1,58.5,44.8,2025-06-08T02:13:15.024Z,2025-06-08T02:25:01Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5766053993,286,,5766054101,233,394,5766053987,56,Center,5766053985,13,,5766053991,265,,5766053989,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735109,394,4,2,48,26,87c66ubwpzykovmkaf1t46bis,0,41.5,55.2,2025-06-08T02:13:15.025Z,2025-06-08T02:25:01Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5766054073,56,Back,5766054075,152,,5766054077,265,,5766054071,13,,5766054079,285,,5766070629,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735213,419,1,2,49,0,7c9knuwazz9k9449u5rnuuy5m,1,61.8,38.2,2025-06-08T02:13:48.935Z,2025-06-08T02:13:51Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5766054809,140,41.1,5766054805,152,,5766054807,56,Back,5766054813,212,30.3,5766054815,213,2.37,5766054811,141,69.3,5766054803,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735223,420,1,2,49,2,7c9knuwazz9k9449u5rnuuy5m,1,40.6,63.9,2025-06-08T02:13:50.720Z,2025-06-08T02:13:53Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5766054899,212,26.2,5766054901,213,0.76,5766054897,141,90.5,5766054895,140,58.7,5766054893,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735247,421,1,2,49,4,7c9knuwazz9k9449u5rnuuy5m,1,58.0,87.8,2025-06-08T02:13:52.327Z,2025-06-08T02:13:56Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5766055045,56,Back,5766055051,212,52.2,5766055047,140,39.3,5766055055,1,,5766055049,141,16.7,5766055053,213,4.33,5766055043,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735259,422,1,2,49,7,7c9knuwazz9k9449u5rnuuy5m,0,37.8,26.4,2025-06-08T02:13:55.512Z,2025-06-08T02:13:59Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5766055149,140,96.7,5766055155,213,0.08,5766055147,56,Center,5766055151,141,34.0,5766055157,1,,5766055145,155,,5766055153,212,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735329,396,1,2,49,19,87c66ubwpzykovmkaf1t46bis,1,10.5,49.4,2025-06-08T02:14:08.059Z,2025-06-08T02:14:14Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5766055575,123,,5766055577,56,Back,5766055583,212,20.9,5766055579,140,19.3,5766055585,213,1.11,5766055581,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735331,397,1,2,49,26,87c66ubwpzykovmkaf1t46bis,1,19.1,73.9,2025-06-08T02:14:14.738Z,2025-06-08T02:14:16Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766055605,212,21.8,5766055599,56,Back,5766055601,140,6.4,5766055607,213,4.05,5766055603,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735349,398,1,2,49,27,87c66ubwpzykovmkaf1t46bis,1,4.8,47.8,2025-06-08T02:14:15.858Z,2025-06-08T02:14:20Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5766055759,212,11.8,5766055755,140,13.1,5766055757,141,36.0,5766055761,213,5.54,5766055751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735391,399,1,2,49,31,87c66ubwpzykovmkaf1t46bis,1,22.7,31.6,2025-06-08T02:14:19.873Z,2025-06-08T02:14:26Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5766055911,140,32.5,5766055917,213,5.87,5766055909,56,Back,5766055915,212,11.3,5766055913,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735415,400,1,2,49,37,87c66ubwpzykovmkaf1t46bis,1,31.3,57.5,2025-06-08T02:14:25.851Z,2025-06-08T02:14:58Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766056019,155,,5766056023,140,72.3,5766056031,1,,5766056025,141,54.6,5766056021,56,Center,5766056027,212,43.1,5766056029,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735439,401,4,2,49,42,87c66ubwpzykovmkaf1t46bis,1,70.2,60.2,2025-06-08T02:14:30.951Z,2025-06-08T02:14:40Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5766056175,286,,5766056167,13,,5766056171,152,,5766056169,56,Center,5766056195,233,423,5766056173,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735419,423,4,2,49,42,7c9knuwazz9k9449u5rnuuy5m,0,29.8,39.8,2025-06-08T02:14:30.952Z,2025-06-08T03:22:13Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5766056091,265,,5766056089,152,,5766056205,233,401,5766139013,55,424,5766056085,13,,5766056087,56,Back,5766056093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735447,424,17,2,49,47,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T02:14:35.649Z,2025-06-08T04:25:49Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5766056289,31,,5766056295,55,423,5766056293,13,243,5766178997,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735713,402,15,2,50,57,87c66ubwpzykovmkaf1t46bis,1,70.2,57.3,2025-06-08T02:15:46.179Z,2025-06-08T02:15:53Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766057879,72,,5766057761,26,,5766057763,18,,5766057959,458,,5766057955,102,53.6,5766057953,76,,5766057961,146,98.6,5766057765,56,Center,5766057997,233,425,5766057963,147,5766057957,103,52.7,,,,,,,,,,,,,,,,,,,,,,,18.4
2821735729,425,10,2,50,57,7c9knuwazz9k9449u5rnuuy5m,1,1.4,46.6,2025-06-08T02:15:46.279Z,2025-06-08T02:15:54Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,,5766057851,178,,5766058017,233,402,5766057855,56,Back,5766057849,173,,5766057853,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735771,427,1,2,51,5,7c9knuwazz9k9449u5rnuuy5m,1,9.5,43.1,2025-06-08T02:15:53.399Z,2025-06-08T02:15:56Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,,5766058091,213,1.34,5766058089,212,14.0,5766058085,140,12.6,5766058087,141,63.1,5766058081,123,,5766058083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735779,428,1,2,51,7,7c9knuwazz9k9449u5rnuuy5m,1,11.8,62.0,2025-06-08T02:15:55.816Z,2025-06-08T02:15:58Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5766058135,56,Back,5766058143,213,1.15,5766058137,140,19.8,5766058141,212,20.4,5766058139,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735793,429,1,2,51,9,7c9knuwazz9k9449u5rnuuy5m,1,15.9,93.9,2025-06-08T02:15:57.439Z,2025-06-08T02:16:01Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5766058223,140,24.0,5766058229,213,5.07,5766058225,141,60.2,5766058221,56,Back,5766058227,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735801,430,1,2,51,11,7c9knuwazz9k9449u5rnuuy5m,1,23.1,72.1,2025-06-08T02:16:00.256Z,2025-06-08T02:16:01Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5766058283,212,17.4,5766058279,141,64.9,5766058287,213,6.00,5766058271,56,Back,5766058267,155,,5766058275,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735811,431,1,2,51,12,7c9knuwazz9k9449u5rnuuy5m,1,39.0,64.9,2025-06-08T02:16:01.199Z,2025-06-08T02:16:03Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5766058337,56,Back,5766058349,156,,5766058339,140,32.9,5766058345,213,4.12,5766058341,141,51.0,5766058343,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735843,432,1,2,51,16,7c9knuwazz9k9449u5rnuuy5m,1,36.9,58.2,2025-06-08T02:16:04.680Z,2025-06-08T02:16:10Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5766058547,213,5.46,5766058541,140,64.6,5766058545,212,42.7,5766058539,56,Right,5766058549,1,,5766058543,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735861,433,2,2,51,21,7c9knuwazz9k9449u5rnuuy5m,1,65.3,8.3,2025-06-08T02:16:09.544Z,2025-06-08T02:16:15Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5766058639,1,,5766058633,140,90.2,5766058641,56,Center,5766058637,7,f3ftrudyp33naykboqmua0jro,5766058635,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735939,404,1,2,51,43,87c66ubwpzykovmkaf1t46bis,1,13.4,50.6,2025-06-08T02:16:31.497Z,2025-06-08T02:16:34Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5766059079,56,Back,5766059083,141,70.9,5766059077,241,,5766059075,5,,5766059081,140,16.0,5766059087,213,1.38,5766059085,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735943,405,1,2,51,45,87c66ubwpzykovmkaf1t46bis,1,23.5,70.6,2025-06-08T02:16:33.826Z,2025-06-08T02:16:36Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766059123,213,5.54,5766059115,140,45.7,5766059117,141,39.1,5766059111,155,,5766059113,56,Back,5766059121,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735953,406,1,2,51,47,87c66ubwpzykovmkaf1t46bis,1,44.4,36.6,2025-06-08T02:16:35.945Z,2025-06-08T02:16:38Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766059177,141,13.5,5766059175,140,33.0,5766059179,212,19.7,5766059181,213,4.06,5766059173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735957,407,1,2,51,50,87c66ubwpzykovmkaf1t46bis,1,36.1,12.3,2025-06-08T02:16:38.706Z,2025-06-08T02:16:40Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5766059203,140,52.8,5766059201,56,Right,5766059207,212,17.6,5766059205,141,14.4,5766059209,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735967,408,1,2,51,51,87c66ubwpzykovmkaf1t46bis,1,53.2,15.5,2025-06-08T02:16:40.156Z,2025-06-08T02:16:41Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766059243,213,4.84,5766059235,56,Right,5766059237,140,53.9,5766059241,212,5.8,5766059239,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735979,409,1,2,51,52,87c66ubwpzykovmkaf1t46bis,1,53.9,6.8,2025-06-08T02:16:40.994Z,2025-06-08T02:16:43Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5766059315,141,11.7,5766059311,56,Back,5766059317,212,18.5,5766059319,213,2.96,5766059313,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735983,410,1,2,51,54,87c66ubwpzykovmkaf1t46bis,1,37.0,11.7,2025-06-08T02:16:42.913Z,2025-06-08T02:16:45Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5766059327,56,Back,5766059335,213,1.03,5766059331,141,24.0,5766059329,140,41.8,5766059333,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735987,411,4,2,51,57,87c66ubwpzykovmkaf1t46bis,1,40.0,27.2,2025-06-08T02:16:45.412Z,2025-06-08T02:25:01Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5766059357,265,,5766059351,13,,5766059355,152,,5766059359,286,,5766059371,233,434,5766059353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821735991,434,4,2,51,57,7c9knuwazz9k9449u5rnuuy5m,0,60.0,72.8,2025-06-08T02:16:45.413Z,2025-06-08T02:25:02Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5766059363,56,Center,5766059367,265,,5766059361,13,,5766059365,152,,5766059375,233,411,5766059369,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736073,412,1,2,52,11,87c66ubwpzykovmkaf1t46bis,1,44.1,20.6,2025-06-08T02:16:59.985Z,2025-06-08T02:17:04Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766059885,213,2.56,5766059881,141,38.2,5766059873,5,,5766059875,152,,5766059877,56,Back,5766059883,212,21.8,5766059879,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736089,413,1,2,52,15,87c66ubwpzykovmkaf1t46bis,1,32.9,36.9,2025-06-08T02:17:03.985Z,2025-06-08T02:17:07Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5766059953,140,40.1,5766059957,212,19.2,5766059951,56,Back,5766059955,141,11.0,5766059959,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736103,414,1,2,52,18,87c66ubwpzykovmkaf1t46bis,1,40.6,9.2,2025-06-08T02:17:06.801Z,2025-06-08T02:17:10Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5766060033,212,15.6,5766060031,141,4.7,5766060035,213,6.09,5766060027,56,Right,5766060029,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736121,415,1,2,52,22,87c66ubwpzykovmkaf1t46bis,1,44.1,9.1,2025-06-08T02:17:10.481Z,2025-06-08T02:17:14Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5766060137,141,14.7,5766060135,140,24.4,5766060139,212,21.0,5766060141,213,2.96,5766060133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736149,416,1,2,52,25,87c66ubwpzykovmkaf1t46bis,1,24.5,15.2,2025-06-08T02:17:14.162Z,2025-06-08T02:17:18Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5766060273,212,27.0,5766060275,213,2.22,5766060271,141,46.9,5766060267,56,Back,5766060269,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736179,417,1,2,52,29,87c66ubwpzykovmkaf1t46bis,1,9.9,47.2,2025-06-08T02:17:17.906Z,2025-06-08T02:17:22Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5766060473,213,5.23,5766060465,56,Back,5766060467,140,21.2,5766060471,212,24.1,5766060469,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736205,418,1,2,52,34,87c66ubwpzykovmkaf1t46bis,0,25.1,14.7,2025-06-08T02:17:22.436Z,2025-06-08T02:17:27Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5766060609,212,40.7,5766060605,140,62.3,5766060613,1,,5766060601,155,,5766060607,141,31.5,5766060603,56,Center,5766060611,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736201,435,44,2,52,36,7c9knuwazz9k9449u5rnuuy5m,1,36.6,68.9,2025-06-08T02:17:25.279Z,2025-06-08T02:25:08Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5766060587,285,,5766060645,233,419,5766060585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736209,419,44,2,52,36,87c66ubwpzykovmkaf1t46bis,0,63.4,31.1,2025-06-08T02:17:25.280Z,2025-06-08T02:25:09Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5766060673,233,435,5766060617,56,Center,5766060619,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736227,436,1,2,52,37,7c9knuwazz9k9449u5rnuuy5m,1,34.6,69.6,2025-06-08T02:17:25.800Z,2025-06-08T02:17:29Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5766060729,56,Back,5766060733,140,44.2,5766060739,213,6.25,5766060735,141,69.1,5766060725,3,,5766060737,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736241,438,1,2,52,40,7c9knuwazz9k9449u5rnuuy5m,1,44.3,69.1,2025-06-08T02:17:28.407Z,2025-06-08T02:17:31Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5766060815,213,4.59,5766060811,141,18.6,5766060817,1,,5766060807,56,Back,5766060813,212,34.6,5766060809,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736265,439,1,2,52,42,7c9knuwazz9k9449u5rnuuy5m,1,40.2,19.5,2025-06-08T02:17:30.624Z,2025-06-08T02:17:35Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5766060949,213,1.16,5766060943,140,48.8,5766060945,141,50.4,5766060947,212,22.9,5766060941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
