id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785890863,361,1,2,55,36,aj8ytsr2ap33tod0hd8ofzaw9,1,34.9,6.5,2025-03-09T03:20:57.398Z,2025-03-09T03:21:01Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568323079,212,15.4,5568323071,3,,5568323073,56,Back,5568323077,141,9.8,5568323075,140,20.4,5568323081,213,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890885,363,1,2,55,40,aj8ytsr2ap33tod0hd8ofzaw9,1,20.4,9.8,2025-03-09T03:21:01.046Z,2025-03-09T03:21:02Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5568323163,56,Back,5568323165,140,8.3,5568323167,141,35.5,5568323171,213,2.20,5568323169,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890947,364,1,2,55,41,aj8ytsr2ap33tod0hd8ofzaw9,0,8.3,35.5,2025-03-09T03:21:02.214Z,2025-03-09T03:21:09Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568323549,213,5.94,5568323547,212,74.7,5568323545,141,0.0,5568323551,1,,5568323541,56,Right,5568323543,140,75.4,5568323539,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890953,365,5,2,55,48,aj8ytsr2ap33tod0hd8ofzaw9,0,69.8,-1.0,2025-03-09T03:21:08.728Z,2025-03-09T04:30:13Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568323557,56,Right,5568323631,233,489,5568323559,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890955,489,5,2,55,48,2iwybwokic7nmr1t33abdbjoq,1,30.2,101.0,2025-03-09T03:21:08.728Z,2025-03-09T04:30:13Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568323573,56,Back,5568323575,347,,5568323601,233,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891001,490,1,2,55,49,2iwybwokic7nmr1t33abdbjoq,1,39.4,100.0,2025-03-09T03:21:09.880Z,2025-03-09T03:21:18Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568323871,213,3.71,5568323873,1,,5568323863,56,Back,5568323861,107,,5568323865,140,12.3,5568323867,141,74.7,5568323869,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891049,491,1,2,55,57,2iwybwokic7nmr1t33abdbjoq,1,16.6,74.9,2025-03-09T03:21:18.512Z,2025-03-09T03:21:25Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,5568324139,212,11.7,5568324133,56,Back,5568324141,213,0.94,5568324137,141,88.8,5568324135,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891067,492,1,2,56,4,2iwybwokic7nmr1t33abdbjoq,1,28.4,84.1,2025-03-09T03:21:25.520Z,2025-03-09T03:21:27Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568324225,141,48.9,5568324227,212,25.5,5568324221,56,Back,5568324223,140,20.1,5568324229,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891107,493,1,2,56,6,2iwybwokic7nmr1t33abdbjoq,1,23.1,51.7,2025-03-09T03:21:27.287Z,2025-03-09T03:21:33Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,5568324421,213,4.65,5568324413,56,Back,5568324417,141,30.6,5568324415,140,22.2,5568324419,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891125,494,1,2,56,12,2iwybwokic7nmr1t33abdbjoq,1,32.8,24.8,2025-03-09T03:21:32.872Z,2025-03-09T03:21:34Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568324477,212,11.3,5568324475,141,29.5,5568324473,140,43.1,5568324471,56,Back,5568324479,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891131,495,1,2,56,13,2iwybwokic7nmr1t33abdbjoq,1,43.1,29.5,2025-03-09T03:21:34.232Z,2025-03-09T03:21:36Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568324513,212,14.3,5568324511,141,25.1,5568324515,213,3.35,5568324509,140,29.8,5568324507,56,Back,5568324523,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891161,496,1,2,56,15,2iwybwokic7nmr1t33abdbjoq,1,32.0,22.6,2025-03-09T03:21:36.272Z,2025-03-09T03:21:39Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568324679,212,27.2,5568324677,141,6.6,5568324681,213,5.87,5568324675,140,55.7,5568324673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891209,497,1,2,56,18,2iwybwokic7nmr1t33abdbjoq,0,55.7,6.6,2025-03-09T03:21:38.848Z,2025-03-09T03:21:42Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568324939,140,76.8,5568324941,141,7.2,5568324943,212,22.2,5568324945,213,0.02,5568324937,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891241,366,1,2,56,22,aj8ytsr2ap33tod0hd8ofzaw9,0,26.7,92.0,2025-03-09T03:21:43.535Z,2025-03-09T03:21:47Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568325181,56,Left,5568325183,140,64.3,5568325185,141,89.9,5568325187,212,39.5,5568325179,157,,5568325189,213,6.25,5568325191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891255,498,44,2,56,26,2iwybwokic7nmr1t33abdbjoq,1,37.3,9.2,2025-03-09T03:21:46.918Z,2025-03-09T04:29:29Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568325227,56,Back,5568325267,233,367,5568325229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891245,367,44,2,56,26,aj8ytsr2ap33tod0hd8ofzaw9,0,62.7,90.8,2025-03-09T03:21:46.919Z,2025-03-09T04:11:13Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568325203,286,,5568325201,56,Left,5568325297,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891273,499,1,2,56,26,2iwybwokic7nmr1t33abdbjoq,1,39.8,7.7,2025-03-09T03:21:46.951Z,2025-03-09T04:22:24Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568325369,141,10.7,5568325373,213,0.27,5568325371,212,7.5,5568325363,3,,5568325365,56,Back,5568325367,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891261,368,4,2,56,28,aj8ytsr2ap33tod0hd8ofzaw9,1,54.6,87.0,2025-03-09T03:21:49.478Z,2025-03-09T04:10:54Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568325399,286,,5568325395,56,Left,5568325397,152,,5568325391,13,,5568325457,233,500,5568325393,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891277,500,4,2,56,28,2iwybwokic7nmr1t33abdbjoq,0,45.4,13.0,2025-03-09T03:21:49.479Z,2025-03-09T04:22:21Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568325463,233,368,5568460349,295,,5568325419,13,,5568325421,56,Back,5568325423,152,,5568325427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891427,369,1,2,56,53,aj8ytsr2ap33tod0hd8ofzaw9,0,55.6,83.6,2025-03-09T03:22:14.016Z,2025-03-09T03:22:14Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568326273,141,81.2,5568326271,140,100.0,5568326277,213,6.25,5568326275,212,48.2,5568326267,152,,5568326265,155,,5568326263,5,,5568326269,56,Left,5568326279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891453,370,5,2,56,54,aj8ytsr2ap33tod0hd8ofzaw9,0,101.3,76.7,2025-03-09T03:22:14.732Z,2025-03-09T04:30:14Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568326809,233,501,5568326431,346,,5568326429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891519,501,5,2,56,54,2iwybwokic7nmr1t33abdbjoq,1,-1.3,23.3,2025-03-09T03:22:14.732Z,2025-03-09T04:30:13Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568326761,56,Back,5568326763,346,,5568326775,233,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891565,502,1,2,57,4,2iwybwokic7nmr1t33abdbjoq,1,4.5,59.1,2025-03-09T03:22:25.167Z,2025-03-09T03:22:29Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568327043,141,49.2,5568327051,237,,5568327041,140,3.5,5568327045,212,6.8,5568327047,213,4.56,5568327039,56,Back,5568327037,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891599,503,1,2,57,8,2iwybwokic7nmr1t33abdbjoq,1,5.6,47.0,2025-03-09T03:22:29.463Z,2025-03-09T03:22:32Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,5568327185,56,Back,5568327187,140,18.9,5568327195,1,,5568327191,212,32.5,5568327193,213,5.16,5568327189,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891619,371,45,2,57,10,aj8ytsr2ap33tod0hd8ofzaw9,0,79.0,92.6,2025-03-09T03:22:31.017Z,2025-03-09T04:30:38Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568327287,286,,5568327285,56,Left,5568327407,233,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891629,504,3,2,57,10,2iwybwokic7nmr1t33abdbjoq,1,21.0,7.4,2025-03-09T03:22:31.017Z,2025-03-09T04:23:18Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568327393,233,371,5568327343,285,,5568327341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891637,505,1,2,57,14,2iwybwokic7nmr1t33abdbjoq,0,31.1,16.0,2025-03-09T03:22:34.887Z,2025-03-09T03:23:58Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568331531,286,,5568331503,141,17.8,5568331501,140,33.0,5568331527,233,372,5568331525,236,,5568331505,212,2.3,5568331507,213,0.55,5568327363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891681,372,74,2,57,14,aj8ytsr2ap33tod0hd8ofzaw9,1,71.6,88.0,2025-03-09T03:22:34.888Z,2025-03-09T03:23:59Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568327579,56,Left,5568331543,233,505,5568331179,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891715,373,5,2,57,15,aj8ytsr2ap33tod0hd8ofzaw9,0,74.1,101.2,2025-03-09T03:22:36.383Z,2025-03-09T04:30:14Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568327749,56,Left,5568328095,233,506,5568327751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891765,506,5,2,57,15,2iwybwokic7nmr1t33abdbjoq,1,25.9,-1.2,2025-03-09T03:22:36.383Z,2025-03-09T04:30:14Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568328027,56,Back,5568328071,233,373,5568328029,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891799,507,1,2,57,24,2iwybwokic7nmr1t33abdbjoq,1,29.4,0.0,2025-03-09T03:22:45.279Z,2025-03-09T04:23:47Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568328237,141,12.3,5568328235,140,46.5,5568328233,56,Back,5568328231,107,,5568328239,212,20.1,5568328241,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892573,386,83,2,57,25,aj8ytsr2ap33tod0hd8ofzaw9,0,56.0,70.2,2025-03-09T03:22:45.879Z,2025-03-09T04:23:48Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568463249,399,6naqq6f6acfec3zh2msuxrmqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891811,508,61,2,57,31,2iwybwokic7nmr1t33abdbjoq,0,46.5,12.6,2025-03-09T03:22:52.031Z,2025-03-09T03:22:52Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568328277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891867,375,61,2,57,35,aj8ytsr2ap33tod0hd8ofzaw9,0,67.7,51.5,2025-03-09T03:22:56.201Z,2025-03-09T03:22:56Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568328469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891923,509,1,2,57,36,2iwybwokic7nmr1t33abdbjoq,1,36.4,49.8,2025-03-09T03:22:57.143Z,2025-03-09T04:29:27Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,5568328705,140,39.8,5568328707,141,45.6,5568328703,56,Back,5568328709,212,4.6,5568328711,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891927,510,49,2,57,40,2iwybwokic7nmr1t33abdbjoq,1,39.9,45.5,2025-03-09T03:23:01.015Z,2025-03-09T03:23:09Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568329125,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891969,511,1,2,57,41,2iwybwokic7nmr1t33abdbjoq,1,40.3,44.2,2025-03-09T03:23:01.735Z,2025-03-09T03:23:08Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568328929,1,,5568329003,189,,5568328919,56,Center,5568328923,141,44.8,5568328921,140,79.9,5568328927,213,0.01,5568328925,212,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891975,512,61,2,57,44,2iwybwokic7nmr1t33abdbjoq,0,79.9,44.8,2025-03-09T03:23:05.495Z,2025-03-09T03:23:06Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,5568328941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891983,377,1,2,57,45,aj8ytsr2ap33tod0hd8ofzaw9,1,22.7,52.1,2025-03-09T03:23:05.806Z,2025-03-09T03:23:07Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568328969,140,25.1,5568328965,56,Back,5568328971,141,67.6,5568328973,212,10.8,5568328975,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892003,378,1,2,57,46,aj8ytsr2ap33tod0hd8ofzaw9,1,26.6,69.3,2025-03-09T03:23:07.118Z,2025-03-09T03:23:09Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568329099,141,59.9,5568329103,213,4.78,5568329101,212,6.4,5568329097,140,27.0,5568329093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892029,379,1,2,57,48,aj8ytsr2ap33tod0hd8ofzaw9,1,27.4,58.7,2025-03-09T03:23:08.982Z,2025-03-09T03:23:10Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568329179,56,Back,5568329183,141,53.6,5568329181,140,26.9,5568329187,213,4.56,5568329185,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892077,380,1,2,57,49,aj8ytsr2ap33tod0hd8ofzaw9,1,26.9,53.6,2025-03-09T03:23:10.471Z,2025-03-09T03:23:16Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568329405,213,1.34,5568329401,141,80.5,5568329403,212,18.8,5568329397,56,Back,5568329399,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892105,381,1,2,57,55,aj8ytsr2ap33tod0hd8ofzaw9,1,28.7,82.4,2025-03-09T03:23:15.782Z,2025-03-09T03:23:18Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568329527,56,Back,5568329531,141,68.4,5568329533,212,11.1,5568329535,213,5.25,5568329529,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892117,382,1,2,57,57,aj8ytsr2ap33tod0hd8ofzaw9,0,34.1,67.8,2025-03-09T03:23:17.822Z,2025-03-09T03:23:18Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568329563,56,Back,5568329565,140,31.4,5568329567,141,56.3,5568329571,213,4.36,5568329569,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892147,514,1,2,57,59,2iwybwokic7nmr1t33abdbjoq,1,75.8,42.1,2025-03-09T03:23:20.303Z,2025-03-09T03:23:21Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,5568329741,213,5.33,5568329733,56,Center,5568329737,141,34.2,5568329735,140,79.4,5568329739,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892153,515,1,2,58,0,2iwybwokic7nmr1t33abdbjoq,1,79.4,34.2,2025-03-09T03:23:21.167Z,2025-03-09T03:23:22Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568329789,212,17.1,5568329783,56,Center,5568329787,141,27.4,5568329791,213,6.01,5568329785,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892159,516,1,2,58,1,2iwybwokic7nmr1t33abdbjoq,0,95.1,27.4,2025-03-09T03:23:22.448Z,2025-03-09T03:23:26Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568329819,213,1.40,5568330017,233,383,5568330015,236,,5568329815,141,29.2,5568329817,212,1.2,5568330021,286,,5568329811,56,Center,5568329813,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892191,383,74,2,58,1,aj8ytsr2ap33tod0hd8ofzaw9,1,9.4,66.7,2025-03-09T03:23:22.449Z,2025-03-09T04:11:24Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5568329985,56,Back,5568329989,285,,5568330027,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892217,384,61,2,58,8,aj8ytsr2ap33tod0hd8ofzaw9,0,13.8,88.6,2025-03-09T03:23:29.312Z,2025-03-09T03:23:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568330109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892267,517,4,2,58,9,2iwybwokic7nmr1t33abdbjoq,1,87.6,11.0,2025-03-09T03:23:30.501Z,2025-03-09T03:23:38Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568330449,286,,5568330503,233,385,5568330443,56,Right,5568330441,13,,5568330445,152,,5568330447,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892237,385,4,2,58,9,aj8ytsr2ap33tod0hd8ofzaw9,0,12.4,89.0,2025-03-09T03:23:30.502Z,2025-03-09T03:23:38Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568330269,56,Back,5568330525,233,517,5568330273,265,,5568330271,152,,5568330275,285,,5568330267,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892665,518,1,2,58,57,2iwybwokic7nmr1t33abdbjoq,0,89.2,7.6,2025-03-09T03:24:18.103Z,2025-03-09T03:24:26Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568332895,140,93.7,5568332897,141,53.2,5568332891,152,,5568332893,56,Center,5568332889,155,,5568332887,5,,5568332885,2,,5568332899,212,31.4,5568332901,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892639,387,44,2,59,0,aj8ytsr2ap33tod0hd8ofzaw9,1,5.8,47.4,2025-03-09T03:24:21.022Z,2025-03-09T04:11:13Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568332633,56,Back,5568332635,285,,5568333045,233,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892667,519,44,2,59,0,2iwybwokic7nmr1t33abdbjoq,0,94.2,52.6,2025-03-09T03:24:21.023Z,2025-03-09T04:24:28Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568332909,286,,5568333057,233,387,5568332907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892649,388,12,2,59,0,aj8ytsr2ap33tod0hd8ofzaw9,1,4.9,48.2,2025-03-09T03:24:21.246Z,2025-03-09T03:24:26Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568332703,56,Back,5568332739,212,17.4,5568332705,140,16.3,5568332741,213,5.47,5568332777,15,,5568332737,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892685,520,13,2,59,3,2iwybwokic7nmr1t33abdbjoq,1,83.2,58.0,2025-03-09T03:24:23.759Z,2025-03-09T04:57:56Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568333313,20,,5568518951,391,,5568518949,24,,5568333431,230,99.7,5568333433,231,50.5,5568333429,458,,5568333423,102,60.7,5568333005,56,Center,5568333421,73,,5568333427,215,,5568333425,103,5568333003,17,,,,,,,,,,,,,,,2.8,,,,,,,,
2785892753,389,5,2,59,4,aj8ytsr2ap33tod0hd8ofzaw9,1,-0.8,36.8,2025-03-09T03:24:24.886Z,2025-03-09T04:30:15Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568333323,346,,5568333321,56,Back,5568333341,233,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892745,521,5,2,59,4,2iwybwokic7nmr1t33abdbjoq,0,100.8,63.2,2025-03-09T03:24:24.886Z,2025-03-09T04:30:15Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568333293,346,,5568333291,56,Center,5568333353,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892873,390,1,2,59,26,aj8ytsr2ap33tod0hd8ofzaw9,1,3.9,50.3,2025-03-09T03:24:46.918Z,2025-03-09T03:24:48Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568334033,56,Back,5568334029,124,,5568334035,140,3.5,5568334037,141,59.9,5568334039,212,6.5,5568334041,213,1.64,5568334045,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892931,391,1,2,59,28,aj8ytsr2ap33tod0hd8ofzaw9,0,3.5,59.9,2025-03-09T03:24:48.775Z,2025-03-09T03:24:54Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568334383,1,,5568334375,140,46.6,5568334381,213,0.28,5568334377,141,79.0,5568334373,56,Back,5568334371,157,,5568334379,212,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892933,522,44,2,59,32,2iwybwokic7nmr1t33abdbjoq,1,52.8,20.7,2025-03-09T03:24:53.248Z,2025-03-09T04:11:14Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568334393,286,,5568334489,233,392,5568334391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892939,392,44,2,59,32,aj8ytsr2ap33tod0hd8ofzaw9,0,47.2,79.3,2025-03-09T03:24:53.249Z,2025-03-09T04:11:15Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568334517,233,522,5568334425,56,Back,5568334427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892943,523,1,2,59,32,2iwybwokic7nmr1t33abdbjoq,0,52.0,20.1,2025-03-09T03:24:53.519Z,2025-03-09T03:24:54Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568334441,140,62.0,5568334443,141,31.2,5568334445,212,12.9,5568334447,213,0.62,5568334439,56,Center,5568334437,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892955,393,61,2,59,34,aj8ytsr2ap33tod0hd8ofzaw9,0,38.3,66.6,2025-03-09T03:24:55.150Z,2025-03-09T03:24:55Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568334497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893019,525,1,2,59,37,2iwybwokic7nmr1t33abdbjoq,1,68.8,56.5,2025-03-09T03:24:58.023Z,2025-03-09T03:25:01Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568334803,213,0.22,5568334795,56,Center,5568334797,140,88.2,5568334801,212,20.9,5568334799,141,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893025,526,61,2,59,40,2iwybwokic7nmr1t33abdbjoq,0,88.2,63.2,2025-03-09T03:25:01.471Z,2025-03-09T04:29:21Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568334813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893243,395,1,2,60,4,aj8ytsr2ap33tod0hd8ofzaw9,1,9.1,42.5,2025-03-09T03:25:25.623Z,2025-03-09T03:26:25Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568336039,199,,5568336043,140,75.0,5568336041,56,Center,5568336369,1,,5568336045,141,49.6,5568336047,212,69.4,5568336049,213,0.07,5568338631,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
