id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2822750923,540,13,2,52,10,5h878vnmkbuy2ummddprusxgq,1,70.5,43.3,2025-06-15T02:19:08.232Z,2025-06-15T03:45:38Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771731967,56,Center,5771732381,103,37.5,5771732375,55,539,5771732379,102,60.2,5771732387,231,52.3,5771732373,29,,5771731963,22,,5771732385,230,99.1,5771732371,73,5771731965,18,,,5771732383,215,5771732185,72,,,,,,,,,,,,,,,,,,,,,,
2822751275,421,5,2,52,11,cf5r1qpotp6n5i3vdchsp2en1,1,-1.0,60.4,2025-06-15T02:19:09.890Z,2025-06-15T03:13:56Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5771806221,233,852,5771733923,346,,5771733921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822764107,852,5,2,52,11,5h878vnmkbuy2ummddprusxgq,0,101.0,39.6,2025-06-15T02:19:09.890Z,2025-06-15T03:13:56Z,,,,,5771806245,233,421,5771805787,56,Center,5771805925,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751335,422,1,2,52,45,cf5r1qpotp6n5i3vdchsp2en1,1,3.4,45.2,2025-06-15T02:19:43.832Z,2025-06-15T02:19:48Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771734247,124,,5771734263,74,,5771734251,140,58.0,5771734255,212,57.7,5771734249,56,Center,5771734259,1,,5771734257,213,6.18,5771734253,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751339,423,44,2,52,50,cf5r1qpotp6n5i3vdchsp2en1,1,63.8,44.2,2025-06-15T02:19:48.640Z,2025-06-15T03:13:24Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5771734279,286,,5771734371,233,542,5771734277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751353,542,44,2,52,50,5h878vnmkbuy2ummddprusxgq,0,36.2,55.8,2025-06-15T02:19:48.641Z,2025-06-15T03:14:07Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771734389,233,423,5771734349,56,Back,5771734351,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751349,424,1,2,52,50,cf5r1qpotp6n5i3vdchsp2en1,0,58.0,36.1,2025-06-15T02:19:48.831Z,2025-06-15T02:21:05Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5771734343,213,6.23,5771734337,140,84.6,5771734333,168,,5771734335,56,Center,5771734331,3,,5771734339,141,33.9,5771734341,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751431,544,1,2,52,58,5h878vnmkbuy2ummddprusxgq,1,14.4,46.1,2025-06-15T02:19:56.719Z,2025-06-15T02:19:58Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5771734811,213,1.08,5771734805,140,21.7,5771734807,141,67.1,5771734803,56,Back,5771734809,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751467,545,1,2,53,0,5h878vnmkbuy2ummddprusxgq,1,23.1,67.9,2025-06-15T02:19:58.487Z,2025-06-15T02:20:03Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771735039,213,1.06,5771735031,56,Back,5771735037,212,14.8,5771735033,140,30.0,5771735035,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751585,546,1,2,53,4,5h878vnmkbuy2ummddprusxgq,1,35.9,89.3,2025-06-15T02:20:02.967Z,2025-06-15T03:13:42Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771735689,141,13.5,5771735691,212,82.5,5771735695,1,,5771735683,196,,5771735687,140,97.2,5771735681,155,,5771735693,213,5.61,5771735685,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822768563,944,61,2,53,5,5h878vnmkbuy2ummddprusxgq,0,98.6,14.2,2025-06-15T02:20:03.209Z,2025-06-15T03:13:47Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5771832665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751573,425,61,2,53,14,cf5r1qpotp6n5i3vdchsp2en1,1,3.9,86.0,2025-06-15T02:20:12.472Z,2025-06-15T02:23:36Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771735631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751597,426,6,2,53,15,cf5r1qpotp6n5i3vdchsp2en1,0,0.4,86.6,2025-06-15T02:20:14.120Z,2025-06-15T02:20:19Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771735897,233,547,5771735797,73,,5771735795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751607,547,6,2,53,15,5h878vnmkbuy2ummddprusxgq,1,99.6,13.4,2025-06-15T02:20:14.120Z,2025-06-15T03:12:57Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5771735887,56,Right,5771735891,233,426,5771735889,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751917,548,1,2,53,51,5h878vnmkbuy2ummddprusxgq,0,99.5,0.5,2025-06-15T02:20:49.415Z,2025-06-15T02:20:50Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771737465,1,,5771737459,141,46.2,5771737461,212,32.0,5771737453,223,,5771737457,140,92.1,5771737463,213,1.82,5771737451,155,,5771737447,2,,5771737455,56,5771737449,6,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751923,427,12,2,53,53,cf5r1qpotp6n5i3vdchsp2en1,1,7.1,50.4,2025-06-15T02:20:51.825Z,2025-06-15T02:21:01Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771737497,56,Back,5771737505,213,0.13,5771737499,140,29.7,5771737501,141,55.1,5771737503,212,23.9,5771737507,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822751987,549,1,2,53,57,5h878vnmkbuy2ummddprusxgq,1,64.9,42.6,2025-06-15T02:20:55.599Z,2025-06-15T02:20:59Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771737807,141,22.7,5771737811,213,4.30,5771737803,56,Center,5771737805,140,59.2,5771737809,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752007,550,1,2,54,0,5h878vnmkbuy2ummddprusxgq,0,59.2,22.7,2025-06-15T02:20:59.017Z,2025-06-15T03:13:09Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5771737925,155,,5771737935,213,0.42,5771737931,141,43.5,5771737927,56,Center,5771737933,212,34.5,5771737937,1,,5771737929,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752019,428,11,2,54,3,cf5r1qpotp6n5i3vdchsp2en1,1,3.1,49.4,2025-06-15T02:21:01.553Z,2025-06-15T02:21:02Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771738013,56,Back,5771738015,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752133,429,1,2,54,16,cf5r1qpotp6n5i3vdchsp2en1,1,11.4,48.7,2025-06-15T02:21:14.695Z,2025-06-15T02:21:18Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771738699,141,22.1,5771738701,212,32.8,5771738697,140,37.5,5771738879,1,,5771738693,123,,5771738703,213,5.70,5771738695,56,Back,5771738733,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752219,430,1,2,54,20,cf5r1qpotp6n5i3vdchsp2en1,1,34.5,13.1,2025-06-15T02:21:18.769Z,2025-06-15T02:21:23Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771739097,141,16.1,5771739093,56,Right,5771739099,212,43.2,5771739101,213,0.05,5771739103,1,,5771739095,140,75.6,5771739091,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752257,431,1,2,54,25,cf5r1qpotp6n5i3vdchsp2en1,1,90.7,20.1,2025-06-15T02:21:23.319Z,2025-06-15T02:21:49Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5771739607,195,,5771739301,213,2.05,5771739295,140,82.6,5771739297,141,44.0,5771739293,56,Center,5771739299,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752259,432,61,2,54,26,cf5r1qpotp6n5i3vdchsp2en1,0,75.5,47.9,2025-06-15T02:21:24.280Z,2025-06-15T03:12:43Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771739305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752283,551,1,2,54,28,5h878vnmkbuy2ummddprusxgq,1,15.9,52.4,2025-06-15T02:21:27.183Z,2025-06-15T02:21:29Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771739421,141,30.6,5771739425,213,5.56,5771739419,140,32.0,5771739423,212,22.5,5771739417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752379,553,1,2,54,31,5h878vnmkbuy2ummddprusxgq,1,32.5,32.4,2025-06-15T02:21:30.137Z,2025-06-15T02:21:46Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,1.0,,5771739945,140,71.7,5771739953,1,,5771740277,210,15,5771739941,155,,5771739947,141,79.9,5771739943,56,Left,5771739951,213,0.67,5771739949,212,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752383,554,15,2,54,40,5h878vnmkbuy2ummddprusxgq,1,80.5,62.6,2025-06-15T02:21:38.670Z,2025-06-15T03:48:21Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771740293,103,12.7,5771739971,22,,5771740299,147,49.3,5771740287,55,553,5771740295,215,,5771740285,29,,5771740309,233,433,5771740297,146,98.2,5771739975,56,5771740283,78,,Center,5771739973,18,5771740291,102,,50.2,5771740091,20,,,,,,,,,,,,,,,,,,
2822752395,433,10,2,54,40,cf5r1qpotp6n5i3vdchsp2en1,1,2.9,46.7,2025-06-15T02:21:38.770Z,2025-06-15T02:21:47Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771740053,182,,5771740333,233,554,5771740051,178,,5771740055,56,Back,5771740049,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752567,435,1,2,55,6,cf5r1qpotp6n5i3vdchsp2en1,1,7.8,36.3,2025-06-15T02:22:04.288Z,2025-06-15T02:22:05Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771741135,212,41.3,5771741131,140,31.8,5771741137,213,0.92,5771741133,141,84.5,5771741127,123,,5771741139,1,,5771741129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752587,436,1,2,55,7,cf5r1qpotp6n5i3vdchsp2en1,1,31.8,84.5,2025-06-15T02:22:05.727Z,2025-06-15T02:22:09Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771741241,213,0.25,5771741239,212,19.0,5771741235,140,49.3,5771741237,141,91.5,5771741233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752595,437,3,2,55,10,cf5r1qpotp6n5i3vdchsp2en1,0,49.4,91.8,2025-06-15T02:22:08.862Z,2025-06-15T02:26:57Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5771741343,233,555,5771741273,56,Back,5771741275,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752597,555,7,2,55,10,5h878vnmkbuy2ummddprusxgq,1,50.6,8.2,2025-06-15T02:22:08.863Z,2025-06-15T02:22:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771741291,285,,5771741289,56,Right,5771741325,233,437,5771741287,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752773,438,5,2,55,12,cf5r1qpotp6n5i3vdchsp2en1,1,51.3,101.2,2025-06-15T02:22:10.286Z,2025-06-15T03:13:57Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5771742263,233,556,5771742145,347,,5771742143,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752631,556,5,2,55,12,5h878vnmkbuy2ummddprusxgq,0,48.7,-1.2,2025-06-15T02:22:10.286Z,2025-06-15T02:22:30Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771742267,233,438,5771741509,347,,5771741507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752777,439,18,2,55,29,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-15T02:22:27.924Z,2025-06-15T02:22:29Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5771742161,42,,5771742199,55,440,5771742163,44,Midfielder,5771742165,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752781,440,19,2,55,29,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-15T02:22:27.925Z,2025-06-15T03:27:56Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5771742189,55,439,5771742179,42,,5771853807,293,2,5771742183,145,11,5771742187,44,Midfielder,5771853805,292,6,5771742185,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752869,441,1,2,55,38,cf5r1qpotp6n5i3vdchsp2en1,1,53.2,100.0,2025-06-15T02:22:36.688Z,2025-06-15T02:27:42Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771742715,56,Back,5771742721,212,13.7,5771742723,213,4.20,5771758043,189,,5771742713,107,,5771742717,140,46.8,5771742719,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752891,442,1,2,55,39,cf5r1qpotp6n5i3vdchsp2en1,1,46.8,83.9,2025-06-15T02:22:37.680Z,2025-06-15T02:22:39Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5771742841,140,43.3,5771742839,56,Back,5771742847,213,2.35,5771742843,141,89.4,5771742845,212,5.2,5771742885,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752911,443,1,2,55,41,cf5r1qpotp6n5i3vdchsp2en1,1,43.3,89.4,2025-06-15T02:22:39.728Z,2025-06-15T02:22:41Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771742967,56,Back,5771742971,141,71.4,5771742969,140,40.5,5771742975,213,4.48,5771742973,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752929,444,1,2,55,43,cf5r1qpotp6n5i3vdchsp2en1,0,40.5,71.4,2025-06-15T02:22:41.327Z,2025-06-15T02:28:52Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771743067,213,5.88,5771743063,141,40.9,5771743069,1,,5771743059,56,Center,5771743065,212,52.7,5771743057,155,,5771743061,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822752983,558,1,2,55,46,5h878vnmkbuy2ummddprusxgq,1,12.8,56.8,2025-06-15T02:22:44.943Z,2025-06-15T02:22:48Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5771743307,56,Back,5771743313,212,13.0,5771743309,140,22.8,5771743311,141,45.5,5771743305,123,,5771743315,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753011,559,1,2,55,49,5h878vnmkbuy2ummddprusxgq,1,25.1,45.6,2025-06-15T02:22:47.998Z,2025-06-15T02:22:52Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771743493,213,6.04,5771743485,56,Back,5771743487,140,43.4,5771743489,141,38.6,5771743491,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753049,560,1,2,55,53,5h878vnmkbuy2ummddprusxgq,1,34.2,50.6,2025-06-15T02:22:51.895Z,2025-06-15T02:22:59Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5771743817,140,26.8,5771743823,213,2.07,5771743819,141,71.8,5771743815,56,Back,5771743821,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753075,561,1,2,56,1,5h878vnmkbuy2ummddprusxgq,1,35.6,82.3,2025-06-15T02:22:59.519Z,2025-06-15T02:23:03Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771743989,213,4.72,5771743991,1,,5771743979,196,,5771743983,140,35.9,5771743987,212,41.7,5771743981,56,Back,5771743985,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753093,562,1,2,56,4,5h878vnmkbuy2ummddprusxgq,1,46.6,25.1,2025-06-15T02:23:03.031Z,2025-06-15T02:23:06Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771744079,56,Right,5771744087,213,5.66,5771744083,141,6.8,5771744085,212,21.4,5771744081,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753119,563,1,2,56,8,5h878vnmkbuy2ummddprusxgq,1,71.5,2.9,2025-06-15T02:23:06.366Z,2025-06-15T02:23:10Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5771744253,212,6.2,5771744249,140,67.4,5771744255,213,2.34,5771744251,141,9.4,5771744247,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753121,564,43,2,56,11,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-15T02:23:10.096Z,2025-06-15T02:23:13Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5771744261,286,0,5771744259,56,Right,5771744363,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753131,565,61,2,56,12,5h878vnmkbuy2ummddprusxgq,0,62.3,24.5,2025-06-15T02:23:10.711Z,2025-06-15T03:26:59Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5771744307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753151,446,1,2,56,13,cf5r1qpotp6n5i3vdchsp2en1,1,28.9,88.0,2025-06-15T02:23:11.823Z,2025-06-15T02:23:16Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5771744449,212,10.8,5771744451,213,4.51,5771744447,141,72.4,5771744443,56,Back,5771744445,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753157,447,1,2,56,18,cf5r1qpotp6n5i3vdchsp2en1,1,26.8,72.4,2025-06-15T02:23:16.447Z,2025-06-15T02:25:30Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5771744483,140,28.7,5771744487,212,7.1,5771744489,213,5.00,5771744485,141,62.4,5771744481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753193,448,1,2,56,20,cf5r1qpotp6n5i3vdchsp2en1,1,31.4,54.5,2025-06-15T02:23:18.807Z,2025-06-15T02:23:22Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771744659,141,29.2,5771744663,212,17.2,5771744667,213,4.66,5771744655,140,30.6,5771744653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753235,449,1,2,56,24,cf5r1qpotp6n5i3vdchsp2en1,0,33.4,23.0,2025-06-15T02:23:22.401Z,2025-06-15T02:23:27Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771744887,141,12.6,5771744883,56,Right,5771744891,213,6.18,5771744889,212,70.8,5771744893,1,,5771744885,140,100.0,5771744881,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753295,450,5,2,56,29,cf5r1qpotp6n5i3vdchsp2en1,0,100.7,13.8,2025-06-15T02:23:27.224Z,2025-06-15T03:13:57Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771745217,56,Right,5771745299,233,566,5771745219,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753279,566,5,2,56,29,5h878vnmkbuy2ummddprusxgq,1,-0.7,86.2,2025-06-15T02:23:27.224Z,2025-06-15T03:13:57Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771745233,233,450,5771745131,346,,5771745129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753345,567,1,2,56,35,5h878vnmkbuy2ummddprusxgq,1,5.1,58.9,2025-06-15T02:23:33.382Z,2025-06-15T02:23:40Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5771745545,124,,5771745561,237,,5771745553,212,38.1,5771745557,1,,5771745547,56,Back,5771745551,141,11.9,5771745549,140,24.8,5771745555,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753401,568,1,2,56,42,5h878vnmkbuy2ummddprusxgq,0,23.5,8.6,2025-06-15T02:23:40.575Z,2025-06-15T02:23:45Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5771745819,56,Center,5771745829,1,,5771745817,155,,5771745823,141,25.9,5771745827,213,0.16,5771745821,140,93.7,5771745825,212,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753463,452,1,2,56,51,cf5r1qpotp6n5i3vdchsp2en1,1,6.8,69.6,2025-06-15T02:23:49.519Z,2025-06-15T02:23:54Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771746185,123,,5771746193,212,16.1,5771746187,56,Back,5771746195,213,0.84,5771746191,141,87.2,5771746189,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753477,453,1,2,56,55,cf5r1qpotp6n5i3vdchsp2en1,1,31.0,88.7,2025-06-15T02:23:54.072Z,2025-06-15T02:23:55Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771746279,212,10.9,5771746301,189,,5771746281,213,0.47,5771746277,141,96.0,5771746273,56,Back,5771746275,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753557,454,1,2,57,1,cf5r1qpotp6n5i3vdchsp2en1,1,46.6,91.8,2025-06-15T02:23:59.880Z,2025-06-15T02:24:03Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5771746711,141,92.4,5771746715,213,3.09,5771746707,56,Back,5771746709,140,38.3,5771746713,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753571,455,1,2,57,5,cf5r1qpotp6n5i3vdchsp2en1,1,31.6,90.6,2025-06-15T02:24:03.504Z,2025-06-15T02:24:05Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771746787,213,3.55,5771746783,141,84.2,5771746785,212,11.1,5771746779,56,Back,5771746781,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753603,456,1,2,57,6,cf5r1qpotp6n5i3vdchsp2en1,0,21.9,84.2,2025-06-15T02:24:05.167Z,2025-06-15T02:24:07Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5771746967,213,5.11,5771746963,141,72.7,5771746965,212,8.5,5771746959,56,Back,5771746961,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753675,569,61,2,57,14,5h878vnmkbuy2ummddprusxgq,1,63.8,43.2,2025-06-15T02:24:12.422Z,2025-06-15T03:12:45Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771747353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753695,570,4,2,57,15,5h878vnmkbuy2ummddprusxgq,1,68.0,49.6,2025-06-15T02:24:13.752Z,2025-06-15T02:24:22Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771747493,233,457,5771747463,286,,5771747455,13,,5771747459,152,,5771747461,265,,5771747457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753651,457,4,2,57,15,cf5r1qpotp6n5i3vdchsp2en1,0,32.0,50.4,2025-06-15T02:24:13.753Z,2025-06-15T02:24:21Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771747301,265,,5771747295,13,,5771747515,233,570,5771747297,56,Back,5771747303,285,,5771747299,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753731,571,1,2,57,20,5h878vnmkbuy2ummddprusxgq,1,63.4,49.8,2025-06-15T02:24:18.671Z,2025-06-15T03:12:02Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771747643,212,12.5,5771830217,5,,5771747645,213,1.32,5771747637,56,Center,5771830219,152,,5771747639,140,66.3,5771747641,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753739,572,1,2,57,23,5h878vnmkbuy2ummddprusxgq,1,61.6,70.8,2025-06-15T02:24:22.118Z,2025-06-15T03:12:16Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771747709,212,16.8,5771747711,213,0.72,5771747707,141,87.1,5771747703,56,Left,5771747705,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822753757,573,1,2,57,26,5h878vnmkbuy2ummddprusxgq,0,93.3,82.9,2025-06-15T02:24:24.720Z,2025-06-15T02:24:26Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771747851,140,94.0,5771747847,155,,5771747849,56,Center,5771747855,212,25.0,5771747845,2,,5771747857,213,4.74,5771747853,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
