id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2785889535,550,1,2,52,30,5h878vnmkbuy2ummddprusxgq,0,69.0,82.1,2025-03-09T03:18:57.393Z,2025-03-09T03:19:00Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5568316191,213,4.78,5568316187,141,44.2,5568316183,56,Center,5568316185,140,70.6,5568316189,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889555,418,1,2,52,34,ak0rmms5xl49w57i2rvid1tk9,1,25.1,55.1,2025-03-09T03:19:00.779Z,2025-03-09T03:19:02Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568316265,212,9.7,5568316259,56,Back,5568316261,140,30.1,5568316267,213,5.28,5568316263,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889565,419,1,2,52,35,ak0rmms5xl49w57i2rvid1tk9,0,30.1,43.1,2025-03-09T03:19:01.915Z,2025-03-09T03:19:03Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5568316305,56,Back,5568316313,213,1.07,5568316309,141,61.1,5568316307,140,36.5,5568316311,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889611,552,1,2,52,38,5h878vnmkbuy2ummddprusxgq,1,58.7,33.3,2025-03-09T03:19:04.881Z,2025-03-09T03:19:06Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568316513,212,12.6,5568316509,140,69.9,5568316511,141,39.8,5568316507,56,Center,5568316515,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889625,553,1,2,52,39,5h878vnmkbuy2ummddprusxgq,1,69.9,39.8,2025-03-09T03:19:06.057Z,2025-03-09T03:19:07Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568316597,140,65.5,5568316599,141,48.7,5568316623,156,,5568316601,212,7.6,5568316595,56,Center,5568316603,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889643,554,1,2,52,41,5h878vnmkbuy2ummddprusxgq,1,66.3,50.6,2025-03-09T03:19:07.857Z,2025-03-09T03:19:09Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568316701,140,74.7,5568316699,56,Center,5568316705,212,8.9,5568316703,141,52.5,5568316707,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889683,555,1,2,52,42,5h878vnmkbuy2ummddprusxgq,1,74.7,52.5,2025-03-09T03:19:09.017Z,2025-03-09T03:19:36Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,1.0,,5568316899,212,11.6,5568316895,140,77.1,5568318245,154,,5568318243,210,15,5568316893,56,Center,5568316901,213,1.35,5568316897,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889691,556,15,2,52,46,5h878vnmkbuy2ummddprusxgq,1,87.7,63.0,2025-03-09T03:19:12.569Z,2025-03-09T05:43:59Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568316931,17,,5568318273,103,18.4,5568318263,29,,5568318281,147,52.7,5568318279,146,100,5568318271,102,49.5,5568319451,233,420,5568318267,55,555,5568316929,22,5568316933,56,5568318261,78,,5568318259,72,,5568318265,154,,5568318277,328,,,,,Center,,,,,,,,,
2785889711,420,10,2,52,46,ak0rmms5xl49w57i2rvid1tk9,1,1.8,49.5,2025-03-09T03:19:12.669Z,2025-03-09T03:28:57Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568319419,182,,5568319415,173,,5568319093,56,Back,5568319487,233,556,5568319417,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889749,557,1,2,52,50,5h878vnmkbuy2ummddprusxgq,1,73.5,26.1,2025-03-09T03:19:16.761Z,2025-03-09T03:19:26Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,1.0,,5568317321,212,14.8,5568317315,141,47.3,5568317667,210,13,5568317323,213,1.36,5568317305,56,Center,5568317309,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889755,558,13,2,52,51,5h878vnmkbuy2ummddprusxgq,1,76.1,49.9,2025-03-09T03:19:18.064Z,2025-03-09T05:44:28Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568317689,29,,5568317369,22,,5568317685,20,,5568317705,231,49.3,5568317371,18,,5568317687,85,,5568317697,103,56.9,5568317703,230,99.8,5568317373,56,5568317695,102,5568575131,328,,5568317699,215,,5568317691,55,557,,,,,,Center,50.9,,,,,,,,,
2785889957,421,5,2,52,54,ak0rmms5xl49w57i2rvid1tk9,1,-1.4,41.5,2025-03-09T03:19:20.849Z,2025-03-09T04:47:00Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568318339,56,Back,5568318351,233,559,5568318341,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889775,559,5,2,52,54,5h878vnmkbuy2ummddprusxgq,0,101.4,58.5,2025-03-09T03:19:20.849Z,2025-03-09T03:53:30Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568317471,346,,5568318375,233,421,5568317469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889989,422,1,2,53,10,ak0rmms5xl49w57i2rvid1tk9,1,3.9,48.4,2025-03-09T03:19:37.131Z,2025-03-09T03:19:45Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568318537,213,0.62,5568318527,124,,5568318543,74,,5568318533,141,92.1,5568318529,56,Back,5568318535,212,51.2,5568318903,189,,5568318531,140,43.6,5568318539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889993,423,4,2,53,13,ak0rmms5xl49w57i2rvid1tk9,1,42.0,90.0,2025-03-09T03:19:39.855Z,2025-03-09T03:19:45Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5568318567,265,,5568318569,286,,5568318561,13,,5568318565,152,,5568318563,56,Back,5568318585,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785889977,560,4,2,53,13,5h878vnmkbuy2ummddprusxgq,0,58.0,10.0,2025-03-09T03:19:39.856Z,2025-03-09T03:19:46Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568318629,233,423,5568318511,56,Right,5568318515,265,,5568318513,152,,5568318509,13,,5568318517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890183,424,1,2,53,32,ak0rmms5xl49w57i2rvid1tk9,1,45.7,91.1,2025-03-09T03:19:59.235Z,2025-03-09T03:30:03Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568319603,140,30.0,5568319599,152,,5568319605,141,77.2,5568319609,213,3.66,5568319601,56,Back,5568319607,212,19.0,5568319597,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890205,425,1,2,53,33,ak0rmms5xl49w57i2rvid1tk9,1,30.0,77.2,2025-03-09T03:20:00.083Z,2025-03-09T03:20:01Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568319727,213,4.61,5568319717,56,Back,5568319725,212,30.1,5568319719,140,27.2,5568319721,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890243,426,1,2,53,35,ak0rmms5xl49w57i2rvid1tk9,0,27.2,33.1,2025-03-09T03:20:01.676Z,2025-03-09T03:20:05Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568319957,140,81.8,5568319953,155,,5568319969,1,,5568319955,56,Right,5568319961,212,62.1,5568319959,141,0.0,5568319965,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890251,427,5,2,53,38,ak0rmms5xl49w57i2rvid1tk9,0,81.5,-1.7,2025-03-09T03:20:05.462Z,2025-03-09T04:47:01Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568320315,233,561,5568320005,347,,5568320003,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890301,561,5,2,53,38,5h878vnmkbuy2ummddprusxgq,1,18.5,101.7,2025-03-09T03:20:05.462Z,2025-03-09T04:47:00Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568320293,233,427,5568320281,56,Back,5568320283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890317,562,1,2,53,44,5h878vnmkbuy2ummddprusxgq,1,18.9,100.0,2025-03-09T03:20:10.761Z,2025-03-09T03:20:13Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568320353,212,16.3,5568320347,56,Back,5568320351,141,82.3,5568320355,213,4.04,5568320345,107,,5568320349,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890365,563,1,2,53,48,5h878vnmkbuy2ummddprusxgq,0,9.8,91.7,2025-03-09T03:20:14.513Z,2025-03-09T03:20:16Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5568320565,157,,5568320577,213,6.13,5568320569,140,48.6,5568320573,141,82.3,5568320567,56,Back,5568320575,212,41.2,5568320579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890391,428,1,2,53,49,ak0rmms5xl49w57i2rvid1tk9,1,52.5,34.5,2025-03-09T03:20:16.315Z,2025-03-09T03:20:18Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568320715,140,55.4,5568320719,212,15.5,5568320721,213,4.91,5568320711,3,,5568320713,56,Right,5568320717,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890403,430,1,2,53,52,ak0rmms5xl49w57i2rvid1tk9,0,55.1,13.2,2025-03-09T03:20:18.890Z,2025-03-09T03:20:20Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568320759,141,14.4,5568320755,56,Right,5568320761,212,1.2,5568320763,213,2.43,5568320809,236,,5568320811,233,564,5568320815,286,,5568320757,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890413,564,74,2,53,52,5h878vnmkbuy2ummddprusxgq,1,43.2,87.2,2025-03-09T03:20:18.891Z,2025-03-09T04:47:20Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5568320803,285,,5568320845,233,430,5568320801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890451,431,5,2,53,53,ak0rmms5xl49w57i2rvid1tk9,1,55.7,-1.1,2025-03-09T03:20:20.013Z,2025-03-09T04:47:01Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568321013,347,,5568321017,233,565,5568321011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890425,565,5,2,53,53,5h878vnmkbuy2ummddprusxgq,0,44.3,101.1,2025-03-09T03:20:20.013Z,2025-03-09T04:47:01Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5568321035,233,431,5568320881,347,,5568320879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890481,432,1,2,53,58,ak0rmms5xl49w57i2rvid1tk9,1,46.9,0.0,2025-03-09T03:20:25.443Z,2025-03-09T03:20:28Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568321189,56,Back,5568321197,213,2.50,5568321191,140,34.7,5568321187,107,,5568321195,212,16.0,5568321193,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890503,433,1,2,54,1,ak0rmms5xl49w57i2rvid1tk9,1,38.4,28.8,2025-03-09T03:20:28.195Z,2025-03-09T03:20:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568321291,212,28.3,5568321287,140,33.2,5568321289,141,69.7,5568321293,213,1.76,5568321285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890513,434,1,2,54,4,ak0rmms5xl49w57i2rvid1tk9,1,33.2,69.7,2025-03-09T03:20:30.724Z,2025-03-09T03:20:32Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568321369,213,1.37,5568321361,56,Back,5568321365,141,94.5,5568321363,140,36.5,5568321367,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890543,435,1,2,54,5,ak0rmms5xl49w57i2rvid1tk9,1,36.9,93.6,2025-03-09T03:20:32.418Z,2025-03-09T03:20:34Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568321539,213,5.56,5568321535,141,77.8,5568321529,56,Back,5568321533,140,48.4,5568321537,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890559,436,1,2,54,7,ak0rmms5xl49w57i2rvid1tk9,1,48.4,77.8,2025-03-09T03:20:34.195Z,2025-03-09T03:20:36Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5568321627,140,43.8,5568321625,56,Back,5568321633,213,1.96,5568321629,141,95.3,5568321631,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890567,437,1,2,54,9,ak0rmms5xl49w57i2rvid1tk9,0,43.8,95.3,2025-03-09T03:20:36.371Z,2025-03-09T03:20:39Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568321791,236,,5568321669,56,Back,5568321677,213,3.14,5568321793,233,566,5568321673,141,95.3,5568321671,140,43.7,5568321675,212,0.1,5568321797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890585,566,74,2,54,9,5h878vnmkbuy2ummddprusxgq,1,57.7,20.0,2025-03-09T03:20:36.372Z,2025-03-09T04:47:20Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568321815,233,437,5568321779,285,,5568321777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890623,568,1,2,54,13,5h878vnmkbuy2ummddprusxgq,1,57.4,11.4,2025-03-09T03:20:40.096Z,2025-03-09T03:20:41Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568321945,141,9.7,5568321949,213,3.33,5568321941,56,Right,5568321947,212,6.3,5568321943,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890631,569,1,2,54,14,5h878vnmkbuy2ummddprusxgq,1,51.5,9.7,2025-03-09T03:20:41.336Z,2025-03-09T03:20:42Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5568322001,212,7.3,5568321999,141,14.7,5568321995,56,Back,5568322005,213,2.66,5568321997,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890647,570,1,2,54,15,5h878vnmkbuy2ummddprusxgq,1,45.3,14.7,2025-03-09T03:20:42.017Z,2025-03-09T04:53:12Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568322063,56,Back,5568322065,140,44.3,5568322069,212,16.1,5568322067,141,38.3,5568322071,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890655,571,1,2,54,16,5h878vnmkbuy2ummddprusxgq,1,44.3,40.0,2025-03-09T03:20:43.017Z,2025-03-09T03:20:44Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568322107,56,Center,5568322111,141,51.6,5568322115,213,0.84,5568322113,212,10.6,5568322109,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890689,572,1,2,54,17,5h878vnmkbuy2ummddprusxgq,1,51.1,51.6,2025-03-09T03:20:44.168Z,2025-03-09T03:20:47Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568322259,212,29.6,5568322255,140,59.9,5568322261,213,1.25,5568322253,56,Left,5568322257,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890737,573,1,2,54,21,5h878vnmkbuy2ummddprusxgq,0,59.9,93.0,2025-03-09T03:20:47.513Z,2025-03-09T03:20:50Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568322507,213,6.14,5568322503,141,86.5,5568322505,212,31.4,5568322499,56,Left,5568322501,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890773,439,1,2,54,25,ak0rmms5xl49w57i2rvid1tk9,1,2.2,21.8,2025-03-09T03:20:52.012Z,2025-03-09T03:20:53Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568322725,213,1.64,5568322719,140,1.4,5568322721,141,40.0,5568322717,56,Back,5568322723,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890809,440,1,2,54,26,ak0rmms5xl49w57i2rvid1tk9,0,1.4,40.0,2025-03-09T03:20:53.428Z,2025-03-09T03:20:57Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568322889,157,,5568322897,212,57.7,5568322901,1,,5568322895,141,11.4,5568322891,56,Right,5568322899,213,5.94,5568322893,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890833,574,8,2,54,31,5h878vnmkbuy2ummddprusxgq,1,55.7,87.8,2025-03-09T03:20:58.137Z,2025-03-09T03:20:58Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5568322961,15,,5568322923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890871,575,4,2,54,35,5h878vnmkbuy2ummddprusxgq,1,61.8,87.9,2025-03-09T03:21:01.576Z,2025-03-09T03:53:23Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568323307,233,441,5568323277,152,,5568323275,56,Left,5568323279,286,,5568323271,13,,5568323273,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785890875,441,4,2,54,35,ak0rmms5xl49w57i2rvid1tk9,0,38.2,12.1,2025-03-09T03:21:01.577Z,2025-03-09T03:53:23Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5568323191,56,Back,5568406111,294,,5568323193,152,,5568323339,233,575,5568323189,13,,5568323197,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891021,576,1,2,54,51,5h878vnmkbuy2ummddprusxgq,1,60.0,85.0,2025-03-09T03:21:18.129Z,2025-03-09T03:21:20Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5568323963,141,47.5,5568323957,152,,5568323967,213,5.02,5568323961,140,67.6,5568323955,5,,5568323959,56,Center,5568323965,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891029,577,1,2,54,53,5h878vnmkbuy2ummddprusxgq,1,67.6,47.5,2025-03-09T03:21:20.008Z,2025-03-09T03:21:21Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568323999,141,27.7,5568323995,56,Back,5568323997,140,41.7,5568324003,213,3.60,5568324001,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891039,578,1,2,54,55,5h878vnmkbuy2ummddprusxgq,1,41.7,27.7,2025-03-09T03:21:21.761Z,2025-03-09T03:21:23Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568324067,213,5.67,5568324063,141,10.9,5568324065,212,19.9,5568324059,56,Right,5568324061,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891053,579,1,2,54,57,5h878vnmkbuy2ummddprusxgq,1,57.2,10.9,2025-03-09T03:21:23.729Z,2025-03-09T03:21:26Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5568324169,141,25.6,5568324165,56,Center,5568324171,212,10.4,5568324167,140,54.3,5568324173,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891071,580,1,2,54,59,5h878vnmkbuy2ummddprusxgq,1,54.3,25.6,2025-03-09T03:21:25.872Z,2025-03-09T03:21:27Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568324245,140,45.3,5568324249,212,10.0,5568324241,56,Back,5568324251,213,3.49,5568324247,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891079,581,1,2,55,0,5h878vnmkbuy2ummddprusxgq,1,45.3,20.6,2025-03-09T03:21:27.392Z,2025-03-09T03:21:28Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568324263,56,Center,5568324269,212,9.6,5568324265,140,53.2,5568324271,213,0.52,5568324267,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891085,582,1,2,55,2,5h878vnmkbuy2ummddprusxgq,1,53.2,27.6,2025-03-09T03:21:28.601Z,2025-03-09T03:21:29Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568324297,140,60.8,5568324301,212,9.9,5568324303,213,0.64,5568324295,56,Center,5568324299,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891093,583,1,2,55,3,5h878vnmkbuy2ummddprusxgq,1,60.8,36.3,2025-03-09T03:21:29.480Z,2025-03-09T03:21:30Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568324341,140,47.9,5568324339,56,Back,5568324345,212,13.9,5568324343,141,31.8,5568324347,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891119,584,1,2,55,4,5h878vnmkbuy2ummddprusxgq,1,47.9,31.8,2025-03-09T03:21:30.536Z,2025-03-09T03:21:34Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568324443,56,Back,5568324449,212,11.2,5568324445,140,40.1,5568324447,141,20.6,5568324451,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891139,585,1,2,55,7,5h878vnmkbuy2ummddprusxgq,1,40.1,20.6,2025-03-09T03:21:33.944Z,2025-03-09T03:21:36Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568324555,56,Center,5568324561,212,44.9,5568324559,141,75.4,5568324565,1,,5568324563,213,0.98,5568324557,140,64.0,5568324553,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891145,586,44,2,55,7,5h878vnmkbuy2ummddprusxgq,1,70.3,81.6,2025-03-09T03:21:34.370Z,2025-03-09T04:34:55Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568324597,56,Left,5568324599,286,,5568324641,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891127,442,44,2,55,7,ak0rmms5xl49w57i2rvid1tk9,0,29.7,18.4,2025-03-09T03:21:34.371Z,2025-03-09T04:34:55Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568324493,285,,5568324491,56,Back,5568324665,233,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891151,587,1,2,55,8,5h878vnmkbuy2ummddprusxgq,0,64.0,75.4,2025-03-09T03:21:34.561Z,2025-03-09T03:53:19Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568324625,140,70.0,5568324629,212,6.8,5568324621,3,,5568324627,141,71.7,5568324623,56,Center,5568324631,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891155,443,1,2,55,10,ak0rmms5xl49w57i2rvid1tk9,1,19.6,22.8,2025-03-09T03:21:36.659Z,2025-03-09T03:21:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568324657,212,14.1,5568324651,56,Back,5568324659,213,5.33,5568324655,141,5.9,5568324653,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891181,445,43,2,55,13,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-09T03:21:39.898Z,2025-03-09T03:21:43Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568325023,144,3,5568324753,56,Back,5568324755,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891199,446,4,2,55,14,ak0rmms5xl49w57i2rvid1tk9,1,32.8,16.7,2025-03-09T03:21:41.119Z,2025-03-09T04:34:45Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568324885,265,,5568324881,56,Back,5568324879,13,,5568483355,285,,5568324947,233,588,5568324883,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891195,588,4,2,55,14,5h878vnmkbuy2ummddprusxgq,0,67.2,83.3,2025-03-09T03:21:41.120Z,2025-03-09T04:34:45Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568324977,233,446,5568324981,286,,5568324907,152,,5568324909,265,,5568324905,56,Left,5568324903,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891383,447,1,2,55,42,ak0rmms5xl49w57i2rvid1tk9,1,34.2,9.2,2025-03-09T03:22:08.580Z,2025-03-09T03:22:09Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568326001,212,14.1,5568325997,140,21.8,5568326003,213,2.75,5568325995,56,Back,5568325999,141,17.0,5568325991,5,,5568325993,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891387,448,1,2,55,43,ak0rmms5xl49w57i2rvid1tk9,1,21.8,17.0,2025-03-09T03:22:09.612Z,2025-03-09T03:22:10Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568326037,140,43.8,5568326043,213,0.06,5568326039,141,19.1,5568326041,212,23.1,5568326035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785891397,449,1,2,55,44,ak0rmms5xl49w57i2rvid1tk9,1,43.8,19.1,2025-03-09T03:22:10.484Z,2025-03-09T03:22:11Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5568326097,212,11.7,5568326093,140,41.5,5568326095,141,2.3,5568326099,213,4.50,5568326091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
