id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value
2822777733,396,61,1,40,35,87c66ubwpzykovmkaf1t46bis,1,15.0,31.8,2025-06-15T03:51:05.167Z,2025-06-15T03:54:15Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771885891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777279,281,8,1,40,35,7neuneh44n9rtsfsh6r0sb9no,1,88.5,70.2,2025-06-15T03:51:05.213Z,2025-06-15T03:53:51Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771883455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777285,374,1,1,40,38,87c66ubwpzykovmkaf1t46bis,1,7.4,13.2,2025-06-15T03:51:08.554Z,2025-06-15T03:51:09Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771883477,212,14.3,5771883475,141,6.2,5771883471,56,Back,5771883479,213,5.94,5771883473,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777315,375,1,1,40,39,87c66ubwpzykovmkaf1t46bis,1,20.2,6.2,2025-06-15T03:51:09.305Z,2025-06-15T03:51:16Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771883583,141,19.7,5771883581,140,32.3,5771883585,212,15.7,5771883579,56,Back,5771883587,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777299,282,43,1,40,42,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:51:12.668Z,2025-06-15T03:51:18Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771883541,285,0,5771883533,13,0,5771883539,265,0,5771883537,152,0,5771883535,56,Center,5771883633,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777333,376,1,1,40,46,87c66ubwpzykovmkaf1t46bis,1,37.8,25.2,2025-06-15T03:51:16.449Z,2025-06-15T03:51:22Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5771883693,212,5.9,5771883689,140,34.0,5771883687,56,Back,5771883691,141,31.5,5771883695,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777335,377,81,1,40,48,87c66ubwpzykovmkaf1t46bis,0,34.0,31.5,2025-06-15T03:51:18.531Z,2025-06-15T03:51:22Z,,,,5771883705,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777327,283,27,1,40,50,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:51:20.469Z,2025-06-15T04:12:01Z,,,,5771900235,201,,5771900237,40,,5771899455,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777347,380,27,1,40,50,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-15T03:51:20.469Z,2025-06-15T04:12:08Z,,,,5771900303,40,,5771899459,233,283,5771900301,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777331,284,28,1,40,51,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:51:21.797Z,2025-06-15T04:10:46Z,,,,5771899463,233,381,5771883679,55,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777349,381,28,1,40,51,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-15T03:51:21.797Z,2025-06-15T04:10:46Z,,,,5771899471,233,284,5771883793,55,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777337,285,68,1,40,54,7neuneh44n9rtsfsh6r0sb9no,0,70.8,65.5,2025-06-15T03:51:24.429Z,2025-06-15T03:51:32Z,,,,5771883805,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777339,378,68,1,40,54,87c66ubwpzykovmkaf1t46bis,1,29.1,36.0,2025-06-15T03:51:25.059Z,2025-06-15T03:51:26Z,,,,5771883725,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777341,379,1,1,40,56,87c66ubwpzykovmkaf1t46bis,1,29.1,36.0,2025-06-15T03:51:26.873Z,2025-06-15T03:51:29Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771883777,140,30.2,5771883779,141,52.5,5771883783,213,1.47,5771883775,56,Back,5771883781,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777359,382,1,1,41,0,87c66ubwpzykovmkaf1t46bis,1,34.3,36.0,2025-06-15T03:51:30.865Z,2025-06-15T03:51:33Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771883845,140,55.4,5771883847,141,8.9,5771883849,212,28.8,5771883843,56,Right,5771883851,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777363,383,1,1,41,3,87c66ubwpzykovmkaf1t46bis,1,60.5,6.2,2025-06-15T03:51:33.785Z,2025-06-15T03:51:36Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771883873,212,22.5,5771883867,56,Back,5771883875,213,2.72,5771883871,141,19.7,5771883869,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777371,384,1,1,41,6,87c66ubwpzykovmkaf1t46bis,1,40.9,19.7,2025-06-15T03:51:36.105Z,2025-06-15T03:51:41Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771883949,213,1.89,5771883943,140,33.5,5771883947,212,24.5,5771883941,56,Back,5771883945,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777381,385,1,1,41,10,87c66ubwpzykovmkaf1t46bis,1,32.2,49.7,2025-06-15T03:51:40.890Z,2025-06-15T03:51:45Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771884065,213,3.36,5771884061,141,42.2,5771884063,212,23.8,5771884059,140,10.1,5771884057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777389,386,1,1,41,15,87c66ubwpzykovmkaf1t46bis,0,12.6,39.4,2025-06-15T03:51:45.836Z,2025-06-15T03:51:48Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771884117,141,50.6,5771884119,212,43.8,5771884111,157,,5771884115,140,53.7,5771884121,213,0.17,5771884113,56,Center,5771884123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777393,286,44,1,41,18,7neuneh44n9rtsfsh6r0sb9no,1,45.2,48.6,2025-06-15T03:51:48.139Z,2025-06-15T04:11:16Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771884131,56,Back,5771884139,233,387,5771884133,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777391,387,44,1,41,18,87c66ubwpzykovmkaf1t46bis,0,54.8,51.4,2025-06-15T03:51:48.140Z,2025-06-15T04:11:16Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5771884129,286,,5771884151,233,286,5771884127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777397,287,1,1,41,18,7neuneh44n9rtsfsh6r0sb9no,1,43.3,47.5,2025-06-15T03:51:49.044Z,2025-06-15T03:51:50Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771884187,212,18.0,5771884179,3,,5771884189,213,0.41,5771884181,56,Center,5771884185,141,58.1,5771884183,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777403,289,1,1,41,20,7neuneh44n9rtsfsh6r0sb9no,1,60.6,62.4,2025-06-15T03:51:50.556Z,2025-06-15T03:51:53Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771884217,213,2.78,5771884209,56,Center,5771884213,141,65.4,5771884211,140,55.5,5771884215,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777411,290,1,1,41,23,7neuneh44n9rtsfsh6r0sb9no,1,60.7,72.9,2025-06-15T03:51:53.862Z,2025-06-15T03:51:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771884249,212,11.5,5771884243,56,Left,5771884251,213,0.79,5771884245,140,68.4,5771884247,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777417,291,3,1,41,27,7neuneh44n9rtsfsh6r0sb9no,1,85.0,88.5,2025-06-15T03:51:57.517Z,2025-06-15T04:10:56Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,5771884277,286,,5771884275,56,Left,5771884279,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777413,388,45,1,41,27,87c66ubwpzykovmkaf1t46bis,0,15.0,11.5,2025-06-15T03:51:57.517Z,2025-06-15T04:10:57Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771884283,233,291,5771884263,285,,5771884261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777415,389,83,1,41,29,87c66ubwpzykovmkaf1t46bis,0,14.3,15.6,2025-06-15T03:51:59.633Z,2025-06-15T03:52:05Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771884337,399,cc7jk41tn9qi5px4pb9l4bn8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777421,292,1,1,41,30,7neuneh44n9rtsfsh6r0sb9no,1,98.9,77.3,2025-06-15T03:52:00.956Z,2025-06-15T03:54:33Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,1.0,5771884555,154,,5771884321,213,4.38,5771884315,140,95.6,5771884553,210,13,5771884313,56,Center,5771884317,141,62.6,5771884435,195,,5771884319,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777423,293,13,1,41,31,7neuneh44n9rtsfsh6r0sb9no,1,95.0,58.9,2025-06-15T03:52:01.692Z,2025-06-15T05:17:51Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771884571,102,58.8,5771884581,231,54.0,5771884573,103,45.8,5771884567,55,292,5771932007,214,,5771884325,22,,5771884557,15,,5771884559,61,,5771884329,56,Center,5771884577,328,,5771884563,29,,5771884579,230,99.1,5771884561,86,,5771884565,154,,,,,,,,,,,
2822777437,294,5,1,41,32,7neuneh44n9rtsfsh6r0sb9no,0,100.6,58.6,2025-06-15T03:52:02.770Z,2025-06-15T04:10:44Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771884413,346,,5771884411,56,Center,5771884685,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777483,390,5,1,41,32,87c66ubwpzykovmkaf1t46bis,1,-0.6,41.4,2025-06-15T03:52:02.770Z,2025-06-15T04:10:44Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771884673,56,Back,5771884677,233,294,5771884675,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777491,391,1,1,42,3,87c66ubwpzykovmkaf1t46bis,0,5.0,41.9,2025-06-15T03:52:34.083Z,2025-06-15T03:52:39Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771884743,141,0.0,5771884745,212,64.3,5771884741,140,59.2,5771884751,74,,5771884737,124,,5771884749,1,,5771884739,56,Right,5771884747,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777561,295,5,1,42,8,7neuneh44n9rtsfsh6r0sb9no,1,43.6,101.8,2025-06-15T03:52:39.088Z,2025-06-15T04:10:44Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771885033,56,Back,5771885053,233,392,5771885035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777493,392,5,1,42,8,87c66ubwpzykovmkaf1t46bis,0,56.4,-1.8,2025-06-15T03:52:39.088Z,2025-06-15T04:10:45Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771884753,56,Right,5771884755,347,,5771885061,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777575,297,27,1,42,31,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:53:01.650Z,2025-06-15T03:53:07Z,,,,5771885093,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777581,394,27,1,42,31,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-15T03:53:01.650Z,2025-06-15T03:53:07Z,,,,5771885087,53,euesmrqkdyvekqtpk81ln7uqy,5771885085,41,Injury,5771885113,233,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777577,298,28,1,42,35,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:53:05.485Z,2025-06-15T04:10:47Z,,,,5771899475,233,395,5771885083,55,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777727,395,28,1,42,35,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-15T03:53:05.485Z,2025-06-15T04:10:47Z,,,,5771899479,233,298,5771885833,55,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777743,299,1,1,43,37,7neuneh44n9rtsfsh6r0sb9no,1,43.9,100.0,2025-06-15T03:54:07.243Z,2025-06-15T03:54:11Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,5771885971,213,3.68,5771885963,56,Back,5771885969,212,17.9,5771885961,107,,5771885967,141,87.2,5771885965,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777761,300,1,1,43,41,7neuneh44n9rtsfsh6r0sb9no,1,29.1,86.2,2025-06-15T03:54:11.244Z,2025-06-15T03:54:15Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771886071,141,65.4,5771886075,213,5.17,5771886069,140,35.8,5771886073,212,15.8,5771886067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777769,301,1,1,43,45,7neuneh44n9rtsfsh6r0sb9no,1,45.9,42.1,2025-06-15T03:54:15.564Z,2025-06-15T03:54:18Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,5771886107,212,18.4,5771886109,213,4.70,5771886101,56,Back,5771886105,141,15.0,5771886103,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777771,302,1,1,43,48,7neuneh44n9rtsfsh6r0sb9no,1,45.5,15.0,2025-06-15T03:54:18.196Z,2025-06-15T03:54:19Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771886121,212,13.2,5771886115,56,Right,5771886123,213,5.91,5771886117,140,57.2,5771886119,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777777,303,1,1,43,49,7neuneh44n9rtsfsh6r0sb9no,1,57.2,7.9,2025-06-15T03:54:19.315Z,2025-06-15T03:54:23Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771886141,212,13.0,5771886143,213,3.14,5771886135,56,Back,5771886139,141,7.9,5771886137,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777779,304,1,1,43,53,7neuneh44n9rtsfsh6r0sb9no,0,43.5,16.2,2025-06-15T03:54:23.155Z,2025-06-15T03:54:26Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771886149,56,Center,5771886155,212,46.5,5771886151,140,87.0,5771886147,155,,5771886153,141,28.8,5771886157,213,0.19,5771886159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777807,398,1,1,44,4,87c66ubwpzykovmkaf1t46bis,1,12.5,49.7,2025-06-15T03:54:35.084Z,2025-06-15T03:54:37Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771886267,56,Back,5771886273,212,15.1,5771886269,140,15.0,5771886275,213,4.89,5771886271,141,27.9,5771886265,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777815,399,1,1,44,7,87c66ubwpzykovmkaf1t46bis,1,20.9,21.5,2025-06-15T03:54:37.706Z,2025-06-15T03:54:40Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771886305,141,5.3,5771886301,56,Back,5771886303,140,25.4,5771886307,212,12.0,5771886309,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777819,400,1,1,44,9,87c66ubwpzykovmkaf1t46bis,1,26.3,4.9,2025-06-15T03:54:40.034Z,2025-06-15T03:54:42Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771886333,213,0.99,5771886327,140,39.4,5771886331,212,24.9,5771886329,141,35.5,5771886325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777825,401,1,1,44,12,87c66ubwpzykovmkaf1t46bis,1,39.4,35.5,2025-06-15T03:54:42.563Z,2025-06-15T03:54:43Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5771886363,213,2.49,5771886355,56,Back,5771886361,212,9.8,5771886357,140,32.0,5771886359,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777827,402,1,1,44,13,87c66ubwpzykovmkaf1t46bis,1,32.0,44.3,2025-06-15T03:54:43.690Z,2025-06-15T03:54:45Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771886373,212,12.9,5771886367,56,Back,5771886371,141,59.3,5771886375,213,0.91,5771886369,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777833,403,1,1,44,15,87c66ubwpzykovmkaf1t46bis,0,39.5,59.3,2025-06-15T03:54:45.138Z,2025-06-15T03:54:45Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5771886389,140,55.5,5771886393,212,17.2,5771886395,213,6.08,5771886391,141,54.2,5771886387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777859,306,1,1,44,17,7neuneh44n9rtsfsh6r0sb9no,1,44.2,41.2,2025-06-15T03:54:47.130Z,2025-06-15T03:54:50Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771886527,212,19.5,5771886521,56,Back,5771886525,141,12.5,5771886523,140,43.8,5771886529,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777877,307,1,1,44,20,7neuneh44n9rtsfsh6r0sb9no,0,43.7,10.6,2025-06-15T03:54:50.723Z,2025-06-15T03:54:55Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771886637,1,,5771886625,155,,5771886635,213,0.56,5771886631,141,50.0,5771886629,140,84.4,5771886633,212,50.4,5771886627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777883,404,61,1,44,26,87c66ubwpzykovmkaf1t46bis,1,12.3,39.7,2025-06-15T03:54:56.580Z,2025-06-15T03:54:56Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771886645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777909,406,1,1,44,28,87c66ubwpzykovmkaf1t46bis,1,9.8,42.5,2025-06-15T03:54:58.381Z,2025-06-15T03:55:06Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771886757,213,5.51,5771886751,140,22.8,5771886755,212,19.0,5771886749,56,Back,5771886753,141,23.1,5771886747,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777915,407,1,1,44,36,87c66ubwpzykovmkaf1t46bis,1,34.5,16.2,2025-06-15T03:55:06.146Z,2025-06-15T03:58:57Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771886785,212,20.5,5771886781,140,53.6,5771886783,141,9.7,5771886787,213,6.07,5771886779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777917,408,1,1,44,38,87c66ubwpzykovmkaf1t46bis,0,53.6,9.7,2025-06-15T03:55:08.820Z,2025-06-15T03:59:27Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771886795,141,17.9,5771886797,212,12.4,5771886791,56,Back,5771890553,156,,5771886793,140,43.0,5771886799,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777919,308,8,1,44,40,7neuneh44n9rtsfsh6r0sb9no,1,52.3,80.8,2025-06-15T03:55:10.203Z,2025-06-15T03:55:10Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771886805,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777923,309,61,1,44,41,7neuneh44n9rtsfsh6r0sb9no,1,52.3,80.8,2025-06-15T03:55:11.714Z,2025-06-15T03:55:11Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771886819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777949,311,1,1,44,43,7neuneh44n9rtsfsh6r0sb9no,1,48.1,78.7,2025-06-15T03:55:13.155Z,2025-06-15T03:55:18Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,5771886945,140,44.1,5771886947,141,45.4,5771886951,213,4.53,5771886943,56,Back,5771886949,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777957,312,4,1,44,48,7neuneh44n9rtsfsh6r0sb9no,1,45.5,40.3,2025-06-15T03:55:18.705Z,2025-06-15T04:10:47Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771886963,13,,5771886971,286,,5771890823,233,409,5771886967,152,,5771886965,56,Back,5771890763,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777953,409,4,1,44,48,87c66ubwpzykovmkaf1t46bis,0,54.5,59.7,2025-06-15T03:55:18.706Z,2025-06-15T04:10:48Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5771886985,13,,5771890821,285,,5771886989,56,Center,5771886991,152,,5771890827,233,312,5771886987,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777963,313,1,1,44,49,7neuneh44n9rtsfsh6r0sb9no,1,44.8,41.9,2025-06-15T03:55:19.844Z,2025-06-15T03:55:21Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771887013,213,5.07,5771887009,141,9.7,5771887011,212,23.4,5771887007,140,52.7,5771887003,152,,5771887001,5,,5771887005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777967,314,1,1,44,51,7neuneh44n9rtsfsh6r0sb9no,1,52.7,8.6,2025-06-15T03:55:21.491Z,2025-06-15T03:55:23Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771887027,141,19.1,5771887025,140,56.5,5771887023,56,Right,5771887029,212,8.2,5771887031,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777969,315,1,1,44,52,7neuneh44n9rtsfsh6r0sb9no,1,56.5,19.2,2025-06-15T03:55:22.947Z,2025-06-15T03:55:24Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,5771887055,213,6.12,5771887051,141,18.5,5771887049,140,59.3,5771887053,212,3.0,5771887047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777973,316,3,1,44,54,7neuneh44n9rtsfsh6r0sb9no,1,63.8,23.7,2025-06-15T03:55:24.155Z,2025-06-15T04:10:57Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771887073,56,Center,5771887075,286,,5771887093,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777979,410,45,1,44,54,87c66ubwpzykovmkaf1t46bis,0,36.2,76.3,2025-06-15T03:55:24.155Z,2025-06-15T04:10:57Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771887089,285,,5771887099,233,316,5771887087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777983,317,1,1,44,56,7neuneh44n9rtsfsh6r0sb9no,1,59.6,18.3,2025-06-15T03:55:26.179Z,2025-06-15T03:55:31Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771887111,140,57.5,5771887115,212,14.2,5771887109,56,Center,5771887113,141,38.9,5771887117,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822778409,345,70,1,44,59,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T03:55:29.104Z,2025-06-15T03:57:50Z,,,,5771889263,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777989,318,1,1,45,1,7neuneh44n9rtsfsh6r0sb9no,1,57.6,50.3,2025-06-15T03:55:31.123Z,2025-06-15T03:55:33Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771887147,213,1.57,5771887139,56,Left,5771887143,141,82.3,5771887145,212,21.8,5771887141,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777995,319,1,1,45,3,7neuneh44n9rtsfsh6r0sb9no,1,58.5,83.3,2025-06-15T03:55:33.140Z,2025-06-15T03:55:35Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771887171,213,0.26,5771887169,212,9.2,5771887163,56,Left,5771887167,141,86.8,5771887165,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822777997,320,1,1,45,5,7neuneh44n9rtsfsh6r0sb9no,1,72.1,90.5,2025-06-15T03:55:35.195Z,2025-06-15T03:55:37Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,5771887181,141,91.4,5771887185,213,3.05,5771887183,212,6.6,5771887179,140,65.8,5771887177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
